Time,prime
2022-01-01,33
2022-01-02,33
2022-01-03,30
2022-01-04,34
2022-01-05,32
2022-01-06,26
2022-01-07,31
2022-01-08,34
2022-01-09,33
2022-01-10,27
2022-01-11,29
2022-01-12,30
2022-01-13,33
2022-01-14,24
2022-01-15,32
2022-01-16,32
2022-01-17,28
2022-01-18,24
2022-01-19,26
2022-01-20,27
2022-01-21,27
2022-01-22,31
2022-01-23,29
2022-01-24,33
2022-01-25,24
2022-01-26,26
2022-01-27,26
2022-01-28,29
2022-01-29,32
2022-01-30,32
2022-01-31,27
2022-02-01,28
2022-02-02,30
2022-02-03,29
2022-02-04,33
2022-02-05,36
2022-02-06,35
2022-02-07,30
2022-02-08,28
2022-02-09,28
2022-02-10,24
2022-02-11,29
2022-02-12,31
2022-02-13,30
2022-02-14,26
2022-02-15,29
2022-02-16,27
2022-02-17,27
2022-02-18,30
2022-02-19,33
2022-02-20,31
2022-02-21,29
2022-02-22,28
2022-02-23,26
2022-02-24,26
2022-02-25,26
2022-02-26,28
2022-02-27,30
2022-02-28,26
2022-03-01,27
2022-03-02,26
2022-03-03,25
2022-03-04,25
2022-03-05,27
2022-03-06,29
2022-03-07,26
2022-03-08,26
2022-03-09,26
2022-03-10,25
2022-03-11,26
2022-03-12,29
2022-03-13,28
2022-03-14,25
2022-03-15,26
2022-03-16,26
2022-03-17,25
2022-03-18,25
2022-03-19,26
2022-03-20,28
2022-03-21,26
2022-03-22,25
2022-03-23,25
2022-03-24,26
2022-03-25,25
2022-03-26,27
2022-03-27,28
2022-03-28,25
2022-03-29,23
2022-03-30,24
2022-03-31,23
2022-04-01,25
2022-04-02,25
2022-04-03,29
2022-04-04,25
2022-04-05,24
2022-04-06,25
2022-04-07,25
2022-04-08,25
2022-04-09,28
2022-04-10,29
2022-04-11,27
2022-04-12,27
2022-04-13,25
2022-04-14,26
2022-04-15,26
2022-04-16,28
2022-04-17,33
2022-04-18,26
2022-04-19,25
2022-04-20,24
2022-04-21,25
2022-04-22,24
2022-04-23,29
2022-04-24,28
2022-04-25,26
2022-04-26,24
2022-04-27,24
2022-04-28,25
2022-04-29,25
2022-04-30,26
2022-05-01,30
2022-05-02,26
2022-05-03,26
2022-05-04,25
2022-05-05,26
2022-05-06,26
2022-05-07,27
2022-05-08,29
2022-05-09,24
2022-05-10,25
2022-05-11,25
2022-05-12,27
2022-05-13,26
2022-05-14,27
2022-05-15,26
2022-05-16,25
2022-05-17,26
2022-05-18,25
2022-05-19,26
2022-05-20,27
2022-05-21,28
2022-05-22,29
2022-05-23,27
2022-05-24,27
2022-05-25,24
2022-05-26,25
2022-05-27,26
2022-05-28,28
2022-05-29,27
2022-05-30,28
2022-05-31,27
2022-06-01,26
2022-06-02,27
2022-06-03,27
2022-06-04,31
2022-06-05,30
2022-06-06,27
2022-06-07,28
2022-06-08,27
2022-06-09,25
2022-06-10,28
2022-06-11,30
2022-06-12,30
2022-06-13,27
2022-06-14,27
2022-06-15,29
2022-06-16,29
2022-06-17,30
2022-06-18,32
2022-06-19,33
2022-06-20,31
2022-06-21,31
2022-06-22,31
2022-06-23,29
2022-06-24,29
2022-06-25,30
2022-06-26,33
2022-06-27,31
2022-06-28,31
2022-06-29,31
2022-06-30,31
2022-07-01,33
2022-07-02,34
2022-07-03,34
2022-07-04,34
2022-07-05,33
2022-07-06,36
2022-07-07,39
2022-07-08,57
2022-07-09,52
2022-07-10,47
2022-07-11,55
2022-07-12,100
2022-07-13,77
2022-07-14,47
2022-07-15,33
2022-07-16,34
2022-07-17,36
2022-07-18,32
2022-07-19,29
2022-07-20,28
2022-07-21,28
2022-07-22,28
2022-07-23,30
2022-07-24,31
2022-07-25,28
2022-07-26,29
2022-07-27,28
2022-07-28,29
2022-07-29,30
2022-07-30,29
2022-07-31,31
2022-08-01,29
2022-08-02,29
2022-08-03,27
2022-08-04,27
2022-08-05,29
2022-08-06,29
2022-08-07,31
2022-08-08,28
2022-08-09,28
2022-08-10,27
2022-08-11,26
2022-08-12,26
2022-08-13,28
2022-08-14,29
2022-08-15,27
2022-08-16,27
2022-08-17,27
2022-08-18,28
2022-08-19,30
2022-08-20,31
2022-08-21,32
2022-08-22,29
2022-08-23,30
2022-08-24,29
2022-08-25,27
2022-08-26,30
2022-08-27,31
2022-08-28,31
2022-08-29,29
2022-08-30,28
2022-08-31,28
2022-09-01,28
2022-09-02,28
2022-09-03,31
2022-09-04,31
2022-09-05,34
2022-09-06,29
2022-09-07,27
2022-09-08,32
2022-09-09,30
2022-09-10,28
2022-09-11,30
2022-09-12,28
2022-09-13,28
2022-09-14,29
2022-09-15,36
2022-09-16,41
2022-09-17,31
2022-09-18,32
2022-09-19,29
2022-09-20,26
2022-09-21,27
2022-09-22,31
2022-09-23,35
2022-09-24,28
2022-09-25,29
2022-09-26,28
2022-09-27,29
