Time,tenacious_d
2023-12-15,23.75
2023-12-16,25.0
2023-12-17,87.5
2023-12-18,37.5
2023-12-19,30.0
2023-12-20,26.25
2023-12-21,25.0
2023-12-22,23.75
2023-12-23,27.5
2023-12-24,25.625
2023-12-25,25.625
2023-12-26,25.0
2023-12-27,23.75
2023-12-28,25.0
2023-12-29,21.25
2023-12-30,21.25
2023-12-31,25.625
2024-01-01,25.625
2024-01-02,22.5
2024-01-03,22.5
2024-01-04,23.125
2024-01-05,46.25
2024-01-06,46.875
2024-01-07,43.125
2024-01-08,22.5
2024-01-09,25.0
2024-01-10,25.625
2024-01-11,23.125
2024-01-12,23.75
2024-01-13,40.0
2024-01-14,25.0
2024-01-15,24.375
2024-01-16,21.875
2024-01-17,20.625
2024-01-18,21.875
2024-01-19,20.625
2024-01-20,25.625
2024-01-21,23.75
2024-01-22,23.75
2024-01-23,23.75
2024-01-24,23.75
2024-01-25,23.75
2024-01-26,23.75
2024-01-27,23.75
2024-01-28,23.75
2024-01-29,23.75
2024-01-30,23.75
2024-01-31,23.75
2024-02-01,23.75
2024-02-02,23.75
2024-02-03,23.75
2024-02-04,23.75
2024-02-05,23.75
2024-02-06,23.75
2024-02-07,23.75
2024-02-08,23.75
2024-02-09,47.5
2024-02-10,23.75
2024-02-11,23.75
2024-02-12,23.75
2024-02-13,23.75
2024-02-14,23.75
2024-02-15,23.75
2024-02-16,23.75
2024-02-17,23.75
2024-02-18,23.75
2024-02-19,23.75
2024-02-20,23.75
2024-02-21,23.75
2024-02-22,23.75
2024-02-23,23.75
2024-02-24,23.75
2024-02-25,23.75
2024-02-26,23.75
2024-02-27,23.75
2024-02-28,23.75
2024-02-29,47.5
2024-03-01,95.0
2024-03-02,95.0
2024-03-03,71.25
2024-03-04,47.5
2024-03-05,47.5
2024-03-06,47.5
2024-03-07,47.5
2024-03-08,95.0
2024-03-09,118.75
2024-03-10,95.0
2024-03-11,71.25
2024-03-12,47.5
2024-03-13,47.5
2024-03-14,47.5
2024-03-15,47.5
2024-03-16,47.5
2024-03-17,47.5
2024-03-18,47.5
2024-03-19,47.5
2024-03-20,47.5
2024-03-21,47.5
2024-03-22,47.5
2024-03-23,47.5
2024-03-24,47.5
2024-03-25,47.5
2024-03-26,23.75
2024-03-27,23.75
2024-03-28,23.75
2024-03-29,47.5
2024-03-30,47.5
2024-03-31,47.5
2024-04-01,23.75
2024-04-02,47.5
2024-04-03,23.75
2024-04-04,23.75
2024-04-05,23.75
2024-04-06,47.5
2024-04-07,47.5
2024-04-08,23.75
2024-04-09,23.75
2024-04-10,23.75
2024-04-11,23.75
2024-04-12,23.75
2024-04-13,47.5
2024-04-14,23.75
2024-04-15,23.75
2024-04-16,23.75
2024-04-17,23.75
2024-04-18,23.75
2024-04-19,23.75
2024-04-20,47.5
2024-04-21,23.75
2024-04-22,23.75
2024-04-23,23.75
2024-04-24,23.75
2024-04-25,23.75
2024-04-26,23.75
2024-04-27,23.75
2024-04-28,23.75
2024-04-29,23.75
2024-04-30,23.75
2024-05-01,23.75
2024-05-02,23.75
2024-05-03,47.5
2024-05-04,23.75
2024-05-05,23.75
2024-05-06,23.75
2024-05-07,23.75
2024-05-08,23.75
2024-05-09,23.75
2024-05-10,23.75
2024-05-11,47.5
2024-05-12,47.5
2024-05-13,23.75
2024-05-14,23.75
2024-05-15,23.75
2024-05-16,23.75
2024-05-17,23.75
2024-05-18,23.75
2024-05-19,23.75
2024-05-20,23.75
2024-05-21,23.75
2024-05-22,23.75
2024-05-23,23.75
2024-05-24,23.75
2024-05-25,23.75
2024-05-26,23.75
2024-05-27,23.75
2024-05-28,23.75
2024-05-29,23.75
2024-05-30,23.75
2024-05-31,23.75
2024-06-01,23.75
2024-06-02,23.75
2024-06-03,23.75
2024-06-04,23.75
2024-06-05,23.75
2024-06-06,23.75
2024-06-07,23.75
2024-06-08,23.75
2024-06-09,23.75
2024-06-10,23.75
2024-06-11,23.75
2024-06-12,23.75
2024-06-13,23.75
2024-06-14,23.75
2024-06-15,23.75
2024-06-16,23.75
2024-06-17,23.75
2024-06-18,23.75
2024-06-19,23.75
2024-06-20,23.75
2024-06-21,23.75
2024-06-22,23.75
2024-06-23,23.75
2024-06-24,23.75
2024-06-25,23.75
2024-06-26,47.5
2024-06-27,71.25
2024-06-28,71.25
2024-06-29,71.25
2024-06-30,47.5
2024-07-01,23.75
2024-07-02,23.75
2024-07-03,47.5
2024-07-04,23.75
2024-07-05,23.75
2024-07-06,47.5
2024-07-07,23.75
2024-07-08,23.75
2024-07-09,23.75
2024-07-10,23.75
2024-07-11,23.75
2024-07-12,23.75
2024-07-13,23.75
2024-07-14,23.75
2024-07-15,95.0
2024-07-16,2375.0
2024-07-17,1995.0
2024-07-18,760.0
2024-07-19,403.75
2024-07-20,261.25
2024-07-21,190.0
2024-07-22,118.75
2024-07-23,71.25
2024-07-24,71.25
2024-07-25,47.5
2024-07-26,71.25
2024-07-27,47.5
2024-07-28,47.5
2024-07-29,47.5
2024-07-30,47.5
2024-07-31,47.5
2024-08-01,47.5
2024-08-02,47.5
2024-08-03,47.5
2024-08-04,47.5
2024-08-05,47.5
2024-08-06,47.5
2024-08-07,95.0
2024-08-08,95.0
2024-08-09,47.5
2024-08-10,47.5
2024-08-11,47.5
2024-08-12,23.75
2024-08-13,23.75
2024-08-14,23.75
2024-08-15,23.75
2024-08-16,23.75
2024-08-17,47.5
2024-08-18,23.517156862745097
2024-08-19,23.517156862745097
2024-08-20,23.051470588235293
2024-08-21,22.58578431372549
2024-08-22,22.58578431372549
2024-08-23,25.379901960784316
2024-08-24,26.311274509803923
2024-08-25,27.24264705882353
2024-08-26,20.25735294117647
2024-08-27,24.91421568627451
2024-08-28,22.120098039215687
2024-08-29,25.379901960784316
2024-08-30,19.791666666666668
2024-08-31,23.982843137254903
2024-09-01,26.311274509803923
2024-09-02,24.448529411764707
2024-09-03,19.325980392156865
2024-09-04,43.77450980392157
2024-09-05,40.98039215686275
2024-09-06,28.17401960784314
2024-09-07,25.379901960784316
2024-09-08,28.639705882352942
2024-09-09,23.982843137254903
2024-09-10,27.708333333333336
2024-09-11,21.654411764705884
2024-09-12,23.051470588235293
2024-09-13,23.517156862745097
2024-09-14,23.051470588235293
2024-09-15,24.91421568627451
2024-09-16,22.58578431372549
2024-09-17,16.764705882352942
2024-09-18,19.558823529411764
2024-09-19,17.69607843137255
2024-09-20,15.833333333333334
2024-09-21,23.284313725490197
2024-09-22,22.352941176470587
2024-09-23,16.764705882352942
2024-09-24,19.558823529411764
2024-09-25,20.490196078431374
2024-09-26,20.490196078431374
2024-09-27,18.627450980392158
2024-09-28,18.627450980392158
2024-09-29,20.490196078431374
2024-09-30,13.970588235294118
2024-10-01,17.69607843137255
2024-10-02,18.627450980392158
2024-10-03,10.245098039215687
2024-10-04,17.69607843137255
2024-10-05,23.284313725490197
2024-10-06,16.764705882352942
2024-10-07,13.970588235294118
2024-10-08,12.107843137254902
2024-10-09,13.03921568627451
2024-10-10,19.558823529411764
2024-10-11,20.490196078431374
2024-10-12,27.00980392156863
2024-10-13,21.42156862745098
2024-10-14,13.03921568627451
2024-10-15,13.970588235294118
2024-10-16,17.69607843137255
2024-10-17,12.107843137254902
2024-10-18,17.69607843137255
2024-10-19,19.558823529411764
2024-10-20,22.352941176470587
2024-10-21,15.833333333333334
2024-10-22,14.901960784313726
2024-10-23,21.42156862745098
2024-10-24,12.107843137254902
2024-10-25,20.490196078431374
2024-10-26,17.69607843137255
2024-10-27,16.764705882352942
2024-10-28,12.107843137254902
2024-10-29,13.970588235294118
2024-10-30,11.176470588235293
2024-10-31,13.03921568627451
2024-11-01,12.107843137254902
2024-11-02,13.970588235294118
2024-11-03,19.558823529411764
2024-11-04,8.382352941176471
2024-11-05,15.833333333333334
2024-11-06,12.107843137254902
2024-11-07,13.970588235294118
2024-11-08,18.627450980392158
2024-11-09,24.215686274509803
2024-11-10,18.627450980392158
2024-11-11,12.107843137254902
2024-11-12,13.03921568627451
2024-11-13,12.107843137254902
2024-11-14,18.627450980392158
2024-11-15,17.69607843137255
2024-11-16,18.627450980392158
2024-11-17,22.352941176470587
2024-11-18,13.03921568627451
2024-11-19,16.764705882352942
2024-11-20,11.176470588235293
2024-11-21,13.970588235294118
2024-11-22,12.107843137254902
2024-11-23,17.69607843137255
2024-11-24,25.147058823529413
2024-11-25,13.970588235294118
2024-11-26,18.627450980392158
2024-11-27,23.284313725490197
2024-11-28,27.00980392156863
2024-11-29,26.07843137254902
2024-11-30,31.666666666666668
2024-12-01,25.147058823529413
2024-12-02,16.764705882352942
2024-12-03,14.901960784313726
2024-12-04,13.970588235294118
2024-12-05,16.764705882352942
2024-12-06,10.245098039215687
2024-12-07,19.558823529411764
2024-12-08,27.941176470588236
2024-12-09,18.627450980392158
2024-12-10,14.901960784313726
2024-12-11,18.627450980392158
2024-12-12,11.176470588235293
2024-12-13,18.627450980392158
2024-12-14,27.941176470588236
2024-12-15,25.147058823529413
2024-12-16,18.627450980392158
2024-12-17,13.970588235294118
2024-12-18,16.764705882352942
2024-12-19,15.833333333333334
2024-12-20,16.764705882352942
2024-12-21,17.69607843137255
2024-12-22,18.627450980392158
2024-12-23,13.03921568627451
2024-12-24,22.352941176470587
2024-12-25,24.215686274509803
2024-12-26,17.69607843137255
2024-12-27,19.558823529411764
2024-12-28,23.284313725490197
2024-12-29,11.176470588235293
2024-12-30,14.901960784313726
2024-12-31,14.901960784313726
2025-01-01,23.284313725490197
2025-01-02,23.284313725490197
2025-01-03,24.215686274509803
2025-01-04,19.558823529411764
2025-01-05,12.107843137254902
2025-01-06,10.245098039215687
2025-01-07,12.107843137254902
2025-01-08,15.833333333333334
2025-01-09,16.764705882352942
2025-01-10,18.627450980392158
2025-01-11,16.764705882352942
2025-01-12,13.03921568627451
2025-01-13,11.176470588235293
2025-01-14,18.627450980392158
2025-01-15,13.970588235294118
2025-01-16,12.107843137254902
2025-01-17,20.490196078431374
2025-01-18,19.558823529411764
2025-01-19,22.352941176470587
2025-01-20,17.69607843137255
2025-01-21,10.245098039215687
2025-01-22,24.215686274509803
2025-01-23,13.03921568627451
2025-01-24,11.176470588235293
2025-01-25,23.284313725490197
2025-01-26,15.833333333333334
2025-01-27,11.176470588235293
2025-01-28,17.69607843137255
2025-01-29,12.107843137254902
2025-01-30,10.245098039215687
2025-01-31,12.107843137254902
2025-02-01,18.627450980392158
2025-02-02,19.558823529411764
2025-02-03,16.764705882352942
2025-02-04,14.901960784313726
2025-02-05,13.03921568627451
2025-02-06,13.970588235294118
2025-02-07,16.764705882352942
2025-02-08,12.107843137254902
2025-02-09,18.627450980392158
2025-02-10,7.450980392156863
2025-02-11,13.03921568627451
2025-02-12,14.901960784313726
2025-02-13,13.03921568627451
2025-02-14,19.558823529411764
2025-02-15,21.42156862745098
2025-02-16,15.833333333333334
2025-02-17,13.03921568627451
2025-02-18,13.970588235294118
2025-02-19,15.833333333333334
2025-02-20,21.42156862745098
2025-02-21,10.245098039215687
2025-02-22,20.490196078431374
2025-02-23,14.901960784313726
2025-02-24,11.176470588235293
2025-02-25,13.03921568627451
2025-02-26,13.03921568627451
2025-02-27,16.764705882352942
2025-02-28,16.764705882352942
2025-03-01,14.901960784313726
2025-03-02,17.69607843137255
2025-03-03,18.627450980392158
2025-03-04,11.176470588235293
2025-03-05,13.970588235294118
2025-03-06,9.313725490196079
2025-03-07,15.833333333333334
2025-03-08,19.558823529411764
2025-03-09,27.00980392156863
2025-03-10,16.764705882352942
2025-03-11,17.69607843137255
2025-03-12,12.107843137254902
2025-03-13,11.176470588235293
2025-03-14,13.03921568627451
2025-03-15,18.627450980392158
2025-03-16,19.558823529411764
2025-03-17,13.03921568627451
2025-03-18,13.03921568627451
2025-03-19,9.313725490196079
2025-03-20,15.833333333333334
2025-03-21,12.107843137254902
2025-03-22,22.352941176470587
2025-03-23,20.490196078431374
2025-03-24,12.107843137254902
2025-03-25,17.69607843137255
2025-03-26,13.970588235294118
2025-03-27,13.03921568627451
2025-03-28,18.627450980392158
2025-03-29,24.215686274509803
2025-03-30,25.147058823529413
2025-03-31,23.284313725490197
2025-04-01,22.352941176470587
