Time,goog_stock
2022-04-27,62.0
2022-04-28,38.0
2022-04-29,30.0
2022-04-30,11.0
2022-05-01,4.0
2022-05-02,23.0
2022-05-03,20.0
2022-05-04,21.0
2022-05-05,28.0
2022-05-06,24.0
2022-05-07,7.0
2022-05-08,3.0
2022-05-09,28.0
2022-05-10,24.0
2022-05-11,28.0
2022-05-12,27.0
2022-05-13,22.0
2022-05-14,7.0
2022-05-15,4.0
2022-05-16,17.0
2022-05-17,17.0
2022-05-18,18.0
2022-05-19,22.0
2022-05-20,22.0
2022-05-21,6.0
2022-05-22,3.0
2022-05-23,23.0
2022-05-24,35.0
2022-05-25,25.0
2022-05-26,23.0
2022-05-27,21.0
2022-05-28,5.0
2022-05-29,3.0
2022-05-30,3.0
2022-05-31,22.0
2022-06-01,21.0
2022-06-02,21.0
2022-06-03,18.0
2022-06-04,4.0
2022-06-05,4.0
2022-06-06,23.0
2022-06-07,17.0
2022-06-08,16.0
2022-06-09,18.0
2022-06-10,18.0
2022-06-11,6.0
2022-06-12,4.0
2022-06-13,25.0
2022-06-14,21.0
2022-06-15,20.0
2022-06-16,21.0
2022-06-17,16.0
2022-06-18,5.0
2022-06-19,4.0
2022-06-20,6.0
2022-06-21,18.0
2022-06-22,15.0
2022-06-23,15.0
2022-06-24,17.0
2022-06-25,6.0
2022-06-26,3.0
2022-06-27,19.0
2022-06-28,17.0
2022-06-29,16.0
2022-06-30,17.0
2022-07-01,16.0
2022-07-02,5.0
2022-07-03,3.0
2022-07-04,3.0
2022-07-05,17.0
2022-07-06,17.0
2022-07-07,16.0
2022-07-08,18.0
2022-07-09,5.0
2022-07-10,3.0
2022-07-11,17.0
2022-07-12,17.0
2022-07-13,19.0
2022-07-14,21.0
2022-07-15,24.0
2022-07-16,10.0
2022-07-17,7.0
2022-07-18,45.0
2022-07-19,34.0
2022-07-20,26.0
2022-07-21,26.0
2022-07-22,32.0
2022-07-23,9.0
2022-07-24,5.0
2022-07-25,26.0
2022-07-26,76.0
2022-07-27,59.0
2022-07-28,34.0
2022-07-29,30.0
2022-07-30,7.0
2022-07-31,5.0
2022-08-01,22.0
2022-08-02,21.0
2022-08-03,22.0
2022-08-04,21.0
2022-08-05,21.0
2022-08-06,6.0
2022-08-07,3.0
2022-08-08,21.0
2022-08-09,18.0
2022-08-10,23.0
2022-08-11,22.0
2022-08-12,22.0
2022-08-13,6.0
2022-08-14,4.0
2022-08-15,20.0
2022-08-16,18.0
2022-08-17,16.0
2022-08-18,17.0
2022-08-19,16.0
2022-08-20,4.0
2022-08-21,4.0
2022-08-22,16.0
2022-08-23,16.0
2022-08-24,15.0
2022-08-25,17.0
2022-08-26,19.0
2022-08-27,6.0
2022-08-28,4.0
2022-08-29,16.4375
2022-08-30,18.375
2022-08-31,16.9375
2022-09-01,15.0
2022-09-02,13.0625
2022-09-03,2.90625
2022-09-04,1.9375
2022-09-05,2.90625
2022-09-06,15.0
2022-09-07,15.46875
2022-09-08,15.0
2022-09-09,16.4375
2022-09-10,3.875
2022-09-11,1.9375
2022-09-12,15.0
2022-09-13,21.28125
2022-09-14,18.875
2022-09-15,18.375
2022-09-16,20.3125
2022-09-17,5.8125
2022-09-18,3.875
2022-09-19,16.9375
2022-09-20,16.4375
2022-09-21,19.34375
2022-09-22,19.34375
2022-09-23,22.71875
2022-09-24,8.21875
2022-09-25,3.875
2022-09-26,18.375
2022-09-27,18.875
2022-09-28,19.6875
2022-09-29,19.6875
2022-09-30,20.625
2022-10-01,7.5
2022-10-02,3.75
2022-10-03,18.75
2022-10-04,17.8125
2022-10-05,16.875
2022-10-06,14.0625
2022-10-07,15.9375
2022-10-08,4.6875
2022-10-09,1.875
2022-10-10,13.125
2022-10-11,15.0
2022-10-12,14.0625
2022-10-13,17.8125
2022-10-14,14.0625
2022-10-15,4.6875
2022-10-16,2.8125
2022-10-17,17.8125
2022-10-18,16.875
2022-10-19,14.0625
2022-10-20,15.9375
2022-10-21,16.875
2022-10-22,3.75
2022-10-23,3.75
2022-10-24,18.75
2022-10-25,68.4375
2022-10-26,74.0625
2022-10-27,50.625
2022-10-28,34.6875
2022-10-29,8.4375
2022-10-30,4.6875
2022-10-31,20.625
2022-11-01,22.5
2022-11-02,30.9375
2022-11-03,30.9375
2022-11-04,29.0625
2022-11-05,7.5
2022-11-06,4.6875
2022-11-07,22.5
2022-11-08,19.6875
2022-11-09,20.625
2022-11-10,26.25
2022-11-11,25.3125
2022-11-12,7.5
2022-11-13,4.6875
2022-11-14,21.5625
2022-11-15,21.5625
2022-11-16,20.625
2022-11-17,17.8125
2022-11-18,18.75
2022-11-19,3.75
2022-11-20,2.8125
2022-11-21,15.9375
2022-11-22,15.0
2022-11-23,15.9375
2022-11-24,4.6875
2022-11-25,9.375
2022-11-26,2.8125
2022-11-27,2.8125
2022-11-28,12.1875
2022-11-29,13.125
2022-11-30,15.0
2022-12-01,19.6875
2022-12-02,15.0
2022-12-03,3.75
2022-12-04,2.8125
2022-12-05,12.1875
2022-12-06,13.125
2022-12-07,13.125
2022-12-08,13.125
2022-12-09,13.125
2022-12-10,3.75
2022-12-11,1.875
2022-12-12,15.0
2022-12-13,17.8125
2022-12-14,15.0
2022-12-15,15.9375
2022-12-16,14.0625
2022-12-17,4.6875
2022-12-18,1.875
2022-12-19,15.0
2022-12-20,15.0
2022-12-21,15.9375
2022-12-22,19.6875
2022-12-23,11.25
2022-12-24,3.75
2022-12-25,3.75
2022-12-26,3.75
2022-12-27,15.0
2022-12-28,18.75
2022-12-29,15.9375
2022-12-30,14.0625
2022-12-31,4.6875
2023-01-01,3.75
2023-01-02,5.625
2023-01-03,16.875
2023-01-04,19.6875
2023-01-05,15.0
2023-01-06,16.875
2023-01-07,4.6875
2023-01-08,2.8125
2023-01-09,17.8125
2023-01-10,16.875
2023-01-11,17.8125
2023-01-12,18.75
2023-01-13,15.0
2023-01-14,4.6875
2023-01-15,2.8125
2023-01-16,4.6875
2023-01-17,15.9375
2023-01-18,15.0
2023-01-19,15.9375
2023-01-20,42.1875
2023-01-21,12.1875
2023-01-22,4.6875
2023-01-23,30.0
2023-01-24,30.0
2023-01-25,28.125
2023-01-26,25.3125
2023-01-27,23.4375
2023-01-28,7.5
2023-01-29,4.6875
2023-01-30,18.75
2023-01-31,19.6875
2023-02-01,28.125
2023-02-02,93.75
2023-02-03,63.75
2023-02-04,10.3125
2023-02-05,5.625
2023-02-06,26.25
2023-02-07,30.9375
2023-02-08,61.875
2023-02-09,75.0
2023-02-10,48.75
2023-02-11,13.125
2023-02-12,6.5625
2023-02-13,30.0
2023-02-14,28.125
2023-02-15,28.125
2023-02-16,28.125
2023-02-17,22.5
2023-02-18,6.5625
2023-02-19,3.75
2023-02-20,6.5625
2023-02-21,21.5625
2023-02-22,21.5625
2023-02-23,21.5625
2023-02-24,19.6875
2023-02-25,8.4375
2023-02-26,4.6875
2023-02-27,18.75
2023-02-28,19.6875
2023-03-01,17.8125
2023-03-02,18.75
2023-03-03,17.8125
2023-03-04,4.6875
2023-03-05,2.8125
2023-03-06,19.6875
2023-03-07,19.6875
2023-03-08,18.75
2023-03-09,19.6875
2023-03-10,19.6875
2023-03-11,6.5625
2023-03-12,3.75
2023-03-13,18.75
2023-03-14,22.5
2023-03-15,22.5
2023-03-16,31.875
2023-03-17,30.0
2023-03-18,7.5
2023-03-19,3.75
2023-03-20,22.5
2023-03-21,31.875
2023-03-22,30.0
2023-03-23,26.25
2023-03-24,22.5
2023-03-25,4.6875
2023-03-26,3.75
2023-03-27,21.5625
2023-03-28,18.75
2023-03-29,19.6875
2023-03-30,18.75
2023-03-31,22.5
2023-04-01,5.625
2023-04-02,2.8125
2023-04-03,19.6875
2023-04-04,16.875
2023-04-05,16.875
2023-04-06,23.4375
2023-04-07,15.9375
2023-04-08,4.6875
2023-04-09,3.75
2023-04-10,19.6875
2023-04-11,17.8125
2023-04-12,17.8125
2023-04-13,19.6875
2023-04-14,20.625
2023-04-15,6.5625
2023-04-16,3.75
2023-04-17,27.1875
2023-04-18,23.4375
2023-04-19,22.5
2023-04-20,20.625
2023-04-21,21.5625
2023-04-22,5.625
2023-04-23,3.75
2023-04-24,22.5
2023-04-25,75.0
2023-04-26,67.25348189415041
2023-04-27,36.517322423398326
2023-04-28,27.164780640668525
2023-04-29,6.674007660167131
2023-04-30,4.464223537604457
2023-05-01,24.48624651810585
2023-05-02,19.129178272980504
2023-05-03,19.597928272980504
2023-05-04,19.597928272980504
2023-05-05,18.70508356545961
2023-05-06,4.464223537604457
2023-05-07,2.6785341225626738
2023-05-08,20.914867688022284
2023-05-09,19.597928272980504
2023-05-10,46.29395891364902
2023-05-11,48.9724930362117
2023-05-12,36.517322423398326
2023-05-13,8.459697075208913
2023-05-14,3.9954735376044566
2023-05-15,26.27193593314763
2023-05-16,32.945943593314766
2023-05-17,31.62900417827298
2023-05-18,33.83878830083565
2023-05-19,33.83878830083565
2023-05-20,10.245386490250695
2023-05-21,5.3570682451253475
2023-05-22,32.05309888579387
2023-05-23,26.27193593314763
2023-05-24,23.593401810584957
2023-05-25,31.62900417827298
2023-05-26,28.83844011142061
2023-05-27,6.7855153203342615
2023-05-28,4.240947075208913
2023-05-29,5.937325905292479
2023-05-30,26.293871866295262
2023-05-31,22.05292479108635
2023-06-01,22.05292479108635
2023-06-02,26.293871866295262
2023-06-03,5.937325905292479
2023-06-04,4.240947075208913
2023-06-05,25.445682451253482
2023-06-06,23.749303621169915
2023-06-07,24.5974930362117
2023-06-08,23.749303621169915
2023-06-09,20.356545961002784
2023-06-10,5.937325905292479
2023-06-11,4.240947075208913
2023-06-12,22.05292479108635
2023-06-13,22.90111420612813
2023-06-14,23.749303621169915
2023-06-15,22.05292479108635
2023-06-16,19.508356545961004
2023-06-17,5.089136490250696
2023-06-18,2.544568245125348
2023-06-19,5.937325905292479
2023-06-20,17.811977715877436
2023-06-21,16.115598885793872
2023-06-22,16.963788300835652
2023-06-23,16.115598885793872
2023-06-24,4.240947075208913
2023-06-25,3.3927576601671308
2023-06-26,17.811977715877436
2023-06-27,21.204735376044567
2023-06-28,22.05292479108635
2023-06-29,17.811977715877436
2023-06-30,18.66016713091922
2023-07-01,4.240947075208913
2023-07-02,4.240947075208913
2023-07-03,13.571030640668523
2023-07-04,5.089136490250696
2023-07-05,16.115598885793872
2023-07-06,16.963788300835652
2023-07-07,16.115598885793872
2023-07-08,4.240947075208913
2023-07-09,2.544568245125348
2023-07-10,18.66016713091922
2023-07-11,16.963788300835652
2023-07-12,18.66016713091922
2023-07-13,24.5974930362117
2023-07-14,22.90111420612813
2023-07-15,5.089136490250696
2023-07-16,3.3927576601671308
2023-07-17,17.811977715877436
2023-07-18,19.508356545961004
2023-07-19,20.356545961002784
2023-07-20,16.963788300835652
2023-07-21,16.115598885793872
2023-07-22,5.089136490250696
2023-07-23,3.3927576601671308
2023-07-24,22.05292479108635
2023-07-25,84.81894150417827
2023-07-26,74.64066852367688
2023-07-27,39.86490250696379
2023-07-28,31.38300835654596
2023-07-29,8.481894150417826
2023-07-30,5.089136490250696
2023-07-31,23.749303621169915
2023-08-01,22.05292479108635
2023-08-02,20.356545961002784
2023-08-03,20.356545961002784
2023-08-04,23.749303621169915
2023-08-05,5.937325905292479
2023-08-06,3.3927576601671308
2023-08-07,20.356545961002784
2023-08-08,20.356545961002784
2023-08-09,15.267409470752089
2023-08-10,16.963788300835652
2023-08-11,16.115598885793872
2023-08-12,5.089136490250696
2023-08-13,2.544568245125348
2023-08-14,16.963788300835652
2023-08-15,15.267409470752089
2023-08-16,15.267409470752089
2023-08-17,18.66016713091922
2023-08-18,17.811977715877436
2023-08-19,4.240947075208913
2023-08-20,3.3927576601671308
2023-08-21,16.115598885793872
2023-08-22,17.811977715877436
2023-08-23,21.204735376044567
2023-08-24,20.356545961002784
2023-08-25,15.267409470752089
2023-08-26,3.3927576601671308
2023-08-27,1.6963788300835654
2023-08-28,14.419220055710305
2023-08-29,24.5974930362117
2023-08-30,20.356545961002784
2023-08-31,22.05292479108635
2023-09-01,18.66016713091922
2023-09-02,3.3927576601671308
2023-09-03,2.544568245125348
2023-09-04,4.240947075208913
2023-09-05,13.571030640668523
2023-09-06,13.571030640668523
2023-09-07,16.115598885793872
2023-09-08,15.267409470752089
2023-09-09,4.240947075208913
2023-09-10,3.3927576601671308
2023-09-11,17.811977715877436
2023-09-12,16.115598885793872
2023-09-13,16.963788300835652
2023-09-14,17.811977715877436
2023-09-15,16.115598885793872
2023-09-16,5.089136490250696
2023-09-17,2.544568245125348
2023-09-18,15.267409470752089
2023-09-19,12.722841225626741
2023-09-20,15.267409470752089
2023-09-21,14.419220055710305
2023-09-22,16.115598885793872
2023-09-23,4.240947075208913
2023-09-24,2.544568245125348
2023-09-25,14.419220055710305
2023-09-26,16.963788300835652
2023-09-27,14.419220055710305
2023-09-28,15.267409470752089
2023-09-29,14.419220055710305
2023-09-30,4.240947075208913
2023-10-01,1.6963788300835654
2023-10-02,15.267409470752089
2023-10-03,15.267409470752089
2023-10-04,14.419220055710305
2023-10-05,13.571030640668523
2023-10-06,17.811977715877436
2023-10-07,5.089136490250696
2023-10-08,2.544568245125348
2023-10-09,15.267409470752089
2023-10-10,18.66016713091922
2023-10-11,17.811977715877436
2023-10-12,18.66016713091922
2023-10-13,15.267409470752089
2023-10-14,3.3927576601671308
2023-10-15,3.3927576601671308
2023-10-16,14.419220055710305
2023-10-17,15.267409470752089
2023-10-18,16.115598885793872
2023-10-19,14.419220055710305
2023-10-20,13.571030640668523
2023-10-21,3.3927576601671308
2023-10-22,1.6963788300835654
2023-10-23,17.811977715877436
2023-10-24,60.221448467966574
2023-10-25,70.39972144846796
2023-10-26,48.34679665738161
2023-10-27,27.99025069637883
2023-10-28,5.937325905292479
2023-10-29,4.240947075208913
2023-10-30,22.05292479108635
2023-10-31,21.204735376044567
2023-11-01,18.66016713091922
2023-11-02,19.508356545961004
2023-11-03,20.356545961002784
2023-11-04,5.937325905292479
2023-11-05,2.544568245125348
2023-11-06,17.811977715877436
2023-11-07,17.811977715877436
2023-11-08,16.115598885793872
2023-11-09,16.115598885793872
2023-11-10,15.267409470752089
2023-11-11,5.089136490250696
2023-11-12,2.544568245125348
2023-11-13,16.115598885793872
2023-11-14,19.508356545961004
2023-11-15,18.66016713091922
2023-11-16,20.356545961002784
2023-11-17,21.204735376044567
2023-11-18,5.937325905292479
2023-11-19,3.3927576601671308
2023-11-20,25.445682451253482
2023-11-21,19.508356545961004
2023-11-22,20.356545961002784
2023-11-23,5.937325905292479
2023-11-24,11.874651810584957
2023-11-25,3.3927576601671308
2023-11-26,3.3927576601671308
2023-11-27,16.963788300835652
2023-11-28,15.267409470752089
2023-11-29,17.811977715877436
2023-11-30,17.811977715877436
2023-12-01,16.963788300835652
2023-12-02,3.3927576601671308
2023-12-03,2.544568245125348
2023-12-04,15.267409470752089
2023-12-05,16.115598885793872
2023-12-06,24.5974930362117
2023-12-07,34.77576601671309
2023-12-08,31.38300835654596
2023-12-09,8.481894150417826
2023-12-10,3.3927576601671308
2023-12-11,17.811977715877436
2023-12-12,22.05292479108635
2023-12-13,22.05292479108635
2023-12-14,19.508356545961004
2023-12-15,17.811977715877436
2023-12-16,5.937325905292479
2023-12-17,5.089136490250696
2023-12-18,19.508356545961004
2023-12-19,21.204735376044567
2023-12-20,28.83844011142061
2023-12-21,24.5974930362117
2023-12-22,21.602324164345404
2023-12-23,5.06263057103064
2023-12-24,4.134923398328691
2023-12-25,2.7831215181058493
2023-12-26,17.043306058495823
2023-12-27,17.467400766016713
2023-12-28,17.971013231197773
2023-12-29,17.043306058495823
2023-12-30,4.638535863509749
2023-12-31,2.7831215181058493
2024-01-01,4.134923398328691
2024-01-02,17.043306058495823
2024-01-03,17.043306058495823
2024-01-04,16.115598885793872
2024-01-05,13.836089832869082
2024-01-06,5.06263057103064
2024-01-07,3.207216225626741
2024-01-08,17.043306058495823
2024-01-09,17.043306058495823
2024-01-10,20.25052228412256
2024-01-11,28.096274373259053
2024-01-12,20.25052228412256
2024-01-13,6.918044916434541
2024-01-14,3.207216225626741
2024-01-15,5.06263057103064
2024-01-16,16.115598885793872
2024-01-17,16.115598885793872
2024-01-18,20.25052228412256
2024-01-19,23.03364380222841
2024-01-20,8.269846796657381
2024-01-21,4.028899721448468
2024-01-22,19.137273676880223
2024-01-23,19.137273676880223
2024-01-24,25.180623259052926
2024-01-25,29.209522980501394
2024-01-26,22.158948467966574
2024-01-27,6.043349582172702
2024-01-28,4.028899721448468
2024-01-29,24.17339832869081
2024-01-30,76.5490947075209
2024-01-31,71.51297005571031
2024-02-01,41.296222144846794
2024-02-02,40.28899721448468
2024-02-03,9.065024373259053
2024-02-04,6.043349582172702
2024-02-05,26.187848189415043
2024-02-06,26.187848189415043
2024-02-07,22.158948467966574
2024-02-08,26.187848189415043
2024-02-09,27.19507311977716
2024-02-10,9.065024373259053
2024-02-11,4.028899721448468
2024-02-12,20.14449860724234
2024-02-13,24.17339832869081
2024-02-14,21.151723537604457
2024-02-15,27.19507311977716
2024-02-16,22.158948467966574
2024-02-17,6.043349582172702
2024-02-18,3.021674791086351
2024-02-19,6.043349582172702
2024-02-20,18.130048746518106
2024-02-21,22.158948467966574
2024-02-22,26.187848189415043
2024-02-23,23.16617339832869
2024-02-24,6.043349582172702
2024-02-25,4.028899721448468
2024-02-26,30.21674791086351
2024-02-27,32.231197771587745
2024-02-28,30.21674791086351
2024-02-29,29.209522980501394
2024-03-01,25.180623259052926
2024-03-02,9.065024373259053
2024-03-03,7.050574512534819
2024-03-04,32.231197771587745
2024-03-05,27.19507311977716
2024-03-06,27.19507311977716
2024-03-07,28.202298050139277
2024-03-08,30.21674791086351
2024-03-09,7.050574512534819
2024-03-10,4.028899721448468
2024-03-11,24.17339832869081
2024-03-12,21.151723537604457
2024-03-13,24.17339832869081
2024-03-14,25.180623259052926
2024-03-15,21.151723537604457
2024-03-16,5.036124651810585
2024-03-17,3.021674791086351
2024-03-18,51.36847144846797
2024-03-19,32.231197771587745
2024-03-20,30.21674791086351
2024-03-21,25.180623259052926
2024-03-22,28.202298050139277
2024-03-23,8.057799442896936
2024-03-24,5.036124651810585
2024-03-25,25.180623259052926
2024-03-26,25.180623259052926
2024-03-27,22.158948467966574
2024-03-28,22.158948467966574
2024-03-29,12.086699164345404
2024-03-30,4.028899721448468
2024-03-31,3.021674791086351
2024-04-01,29.209522980501394
2024-04-02,23.16617339832869
2024-04-03,21.151723537604457
2024-04-04,24.17339832869081
2024-04-05,22.158948467966574
2024-04-06,7.050574512534819
2024-04-07,3.021674791086351
2024-04-08,18.130048746518106
2024-04-09,26.187848189415043
2024-04-10,26.187848189415043
2024-04-11,24.17339832869081
2024-04-12,22.158948467966574
2024-04-13,6.043349582172702
2024-04-14,5.036124651810585
2024-04-15,22.158948467966574
2024-04-16,20.14449860724234
2024-04-17,17.12282381615599
2024-04-18,20.14449860724234
2024-04-19,19.137273676880223
2024-04-20,6.043349582172702
2024-04-21,4.028899721448468
2024-04-22,20.14449860724234
2024-04-23,23.16617339832869
2024-04-24,27.19507311977716
2024-04-25,100.7224930362117
2024-04-26,89.64301880222841
2024-04-27,14.101149025069638
2024-04-28,7.050574512534819
2024-04-29,37.267322423398326
2024-04-30,31.223972841225628
2024-05-01,29.209522980501394
2024-05-02,30.21674791086351
2024-05-03,27.19507311977716
2024-05-04,7.050574512534819
2024-05-05,3.021674791086351
2024-05-06,26.187848189415043
2024-05-07,25.180623259052926
2024-05-08,22.158948467966574
2024-05-09,21.151723537604457
2024-05-10,23.16617339832869
2024-05-11,7.050574512534819
2024-05-12,5.036124651810585
2024-05-13,26.187848189415043
2024-05-14,42.303447075208915
2024-05-15,31.223972841225628
2024-05-16,30.21674791086351
2024-05-17,25.180623259052926
2024-05-18,6.043349582172702
2024-05-19,5.036124651810585
2024-05-20,25.180623259052926
2024-05-21,25.180623259052926
2024-05-22,25.180623259052926
2024-05-23,25.180623259052926
2024-05-24,24.17339832869081
2024-05-25,4.028899721448468
2024-05-26,2.014449860724234
2024-05-27,5.036124651810585
2024-05-28,22.158948467966574
2024-05-29,22.158948467966574
2024-05-30,21.151723537604457
2024-05-31,21.151723537604457
2024-06-01,7.050574512534819
2024-06-02,5.036124651810585
2024-06-03,22.158948467966574
2024-06-04,18.130048746518106
2024-06-05,24.17339832869081
2024-06-06,23.16617339832869
2024-06-07,18.130048746518106
2024-06-08,5.036124651810585
2024-06-09,4.028899721448468
2024-06-10,25.180623259052926
2024-06-11,22.158948467966574
2024-06-12,23.16617339832869
2024-06-13,23.16617339832869
2024-06-14,19.137273676880223
2024-06-15,5.036124651810585
2024-06-16,3.021674791086351
2024-06-17,21.151723537604457
2024-06-18,19.137273676880223
2024-06-19,7.050574512534819
2024-06-20,19.137273676880223
2024-06-21,22.158948467966574
2024-06-22,5.036124651810585
2024-06-23,4.028899721448468
2024-06-24,24.17339832869081
2024-06-25,27.19507311977716
2024-06-26,27.19507311977716
2024-06-27,26.187848189415043
2024-06-28,24.17339832869081
2024-06-29,5.036124651810585
2024-06-30,2.014449860724234
2024-07-01,22.158948467966574
2024-07-02,19.137273676880223
2024-07-03,17.12282381615599
2024-07-04,5.036124651810585
2024-07-05,19.137273676880223
2024-07-06,7.050574512534819
2024-07-07,5.036124651810585
2024-07-08,20.14449860724234
2024-07-09,21.151723537604457
2024-07-10,22.158948467966574
2024-07-11,22.158948467966574
2024-07-12,20.14449860724234
2024-07-13,5.036124651810585
2024-07-14,3.021674791086351
2024-07-15,21.151723537604457
2024-07-16,21.151723537604457
2024-07-17,17.12282381615599
2024-07-18,23.16617339832869
2024-07-19,20.14449860724234
2024-07-20,6.043349582172702
2024-07-21,4.028899721448468
2024-07-22,26.187848189415043
2024-07-23,83.59966922005572
2024-07-24,67.48407033426184
2024-07-25,42.303447075208915
2024-07-26,35.2528725626741
2024-07-27,7.050574512534819
2024-07-28,5.036124651810585
2024-07-29,26.187848189415043
2024-07-30,26.187848189415043
2024-07-31,27.19507311977716
2024-08-01,27.19507311977716
2024-08-02,27.19507311977716
2024-08-03,6.043349582172702
2024-08-04,4.028899721448468
2024-08-05,59.42627089136491
2024-08-06,41.296222144846794
2024-08-07,29.209522980501394
2024-08-08,23.16617339832869
2024-08-09,23.16617339832869
2024-08-10,5.036124651810585
2024-08-11,5.036124651810585
2024-08-12,21.151723537604457
2024-08-13,28.202298050139277
2024-08-14,35.2528725626741
2024-08-15,27.19507311977716
2024-08-16,25.180623259052926
2024-08-17,6.043349582172702
2024-08-18,3.2625329266077268
2024-08-19,24.348567881797265
2024-08-20,22.02757130313673
2024-08-21,21.08603495518954
2024-08-22,18.26142591134795
2024-08-23,19.202962259295145
2024-08-24,5.14560562250212
2024-08-25,3.2625329266077268
2024-08-26,18.765038376529006
2024-08-27,16.378353215453558
2024-08-28,20.14449860724234
2024-08-29,18.765038376529006
2024-08-30,16.378353215453558
2024-08-31,4.707681739735982
2024-09-01,1.8830726958943926
2024-09-02,4.707681739735982
2024-09-03,18.765038376529006
2024-09-04,17.31988956340075
2024-09-05,17.31988956340075
2024-09-06,22.96910765108393
2024-09-07,3.2625329266077268
2024-09-08,3.7661453917887853
2024-09-09,25.29010422974446
2024-09-10,22.02757130313673
2024-09-11,21.523958837955675
2024-09-12,20.14449860724234
2024-09-13,22.96910765108393
2024-09-14,7.028678318396512
2024-09-15,4.204069274554923
2024-09-16,17.31988956340075
2024-09-17,19.268650841710066
2024-09-18,24.52373743490372
2024-09-19,25.399585200435997
2024-09-20,21.896194138306893
2024-09-21,5.255086593193655
2024-09-22,2.6275432965968273
2024-09-23,20.14449860724234
2024-09-24,18.392803076177792
2024-09-25,17.516955310645514
2024-09-26,18.392803076177792
2024-09-27,19.268650841710066
2024-09-28,5.255086593193655
2024-09-29,4.3792388276613785
2024-09-30,17.516955310645514
2024-10-01,18.392803076177792
2024-10-02,15.765259779580964
2024-10-03,18.392803076177792
2024-10-04,17.516955310645514
2024-10-05,5.255086593193655
2024-10-06,3.503391062129103
2024-10-07,14.889412014048688
2024-10-08,17.516955310645514
2024-10-09,24.52373743490372
2024-10-10,15.765259779580964
2024-10-11,17.516955310645514
2024-10-12,4.3792388276613785
2024-10-13,3.503391062129103
2024-10-14,18.392803076177792
2024-10-15,17.516955310645514
2024-10-16,16.64110754511324
2024-10-17,17.516955310645514
2024-10-18,14.889412014048688
2024-10-19,4.3792388276613785
2024-10-20,3.503391062129103
2024-10-21,15.765259779580964
2024-10-22,15.765259779580964
2024-10-23,15.765259779580964
2024-10-24,15.765259779580964
2024-10-25,15.765259779580964
2024-10-26,4.3792388276613785
2024-10-27,3.503391062129103
2024-10-28,24.52373743490372
2024-10-29,83.20553772556619
2024-10-30,82.32968996003392
2024-10-31,39.41314944895241
2024-11-01,31.530519559161927
2024-11-02,7.882629889790482
2024-11-03,4.3792388276613785
2024-11-04,22.77204190383917
2024-11-05,19.268650841710066
2024-11-06,31.530519559161927
2024-11-07,29.778824028097375
2024-11-08,24.52373743490372
2024-11-09,7.006782124258206
2024-11-10,4.3792388276613785
2024-11-11,22.77204190383917
2024-11-12,23.647889669371445
2024-11-13,21.896194138306893
2024-11-14,17.516955310645514
