Time,goog_stock
2024-11-15,17.516955310645514
2024-11-16,5.255086593193655
2024-11-17,2.6275432965968273
2024-11-18,18.392803076177792
2024-11-19,21.02034637277462
2024-11-20,16.64110754511324
2024-11-21,39.41314944895241
2024-11-22,29.778824028097375
2024-11-23,7.006782124258206
2024-11-24,3.503391062129103
2024-11-25,23.647889669371445
2024-11-26,19.268650841710066
2024-11-27,18.392803076177792
2024-11-28,6.13093435872593
2024-11-29,11.386020951919585
2024-11-30,4.3792388276613785
2024-12-01,3.503391062129103
2024-12-02,20.14449860724234
2024-12-03,18.392803076177792
2024-12-04,16.64110754511324
2024-12-05,16.64110754511324
2024-12-06,17.516955310645514
2024-12-07,5.255086593193655
2024-12-08,3.503391062129103
2024-12-09,21.02034637277462
2024-12-10,42.04069274554924
2024-12-11,56.930104759597924
2024-12-12,46.41993157321061
2024-12-13,30.65467179362965
2024-12-14,8.758477655322757
2024-12-15,5.255086593193655
2024-12-16,35.909758386823306
2024-12-17,35.03391062129103
2024-12-18,33.28221509022648
2024-12-19,28.027128497032823
2024-12-20,25.399585200435997
2024-12-21,7.006782124258206
2024-12-22,6.13093435872593
2024-12-23,21.896194138306893
2024-12-24,18.392803076177792
2024-12-25,6.13093435872593
2024-12-26,21.896194138306893
2024-12-27,18.392803076177792
2024-12-28,5.255086593193655
2024-12-29,4.3792388276613785
2024-12-30,20.14449860724234
2024-12-31,14.889412014048688
2025-01-01,5.255086593193655
2025-01-02,22.77204190383917
2025-01-03,19.268650841710066
2025-01-04,6.13093435872593
2025-01-05,4.3792388276613785
2025-01-06,23.647889669371445
2025-01-07,21.896194138306893
2025-01-08,18.392803076177792
2025-01-09,11.386020951919585
2025-01-10,17.516955310645514
2025-01-11,4.3792388276613785
2025-01-12,3.503391062129103
2025-01-13,17.516955310645514
2025-01-14,17.516955310645514
2025-01-15,19.268650841710066
2025-01-16,18.392803076177792
2025-01-17,22.77204190383917
2025-01-18,4.3792388276613785
2025-01-19,4.3792388276613785
2025-01-20,7.006782124258206
2025-01-21,28.027128497032823
2025-01-22,26.27543296596827
2025-01-23,23.647889669371445
2025-01-24,18.392803076177792
2025-01-25,7.882629889790482
2025-01-26,4.3792388276613785
2025-01-27,36.785606152355584
2025-01-28,32.4063673246942
2025-01-29,24.52373743490372
2025-01-30,28.902976262565097
2025-01-31,29.778824028097375
2025-02-01,7.882629889790482
2025-02-02,4.3792388276613785
2025-02-03,30.65467179362965
2025-02-04,87.58477655322757
2025-02-05,84.08138549109847
2025-02-06,43.792388276613785
2025-02-07,37.661453917887854
2025-02-08,9.634325420855033
2025-02-09,6.13093435872593
2025-02-10,28.902976262565097
2025-02-11,26.27543296596827
2025-02-12,25.399585200435997
2025-02-13,28.027128497032823
2025-02-14,27.15128073150055
2025-02-15,7.006782124258206
2025-02-16,5.255086593193655
2025-02-17,8.758477655322757
2025-02-18,26.27543296596827
2025-02-19,27.15128073150055
2025-02-20,21.896194138306893
2025-02-21,24.52373743490372
2025-02-22,6.13093435872593
2025-02-23,6.13093435872593
2025-02-24,22.77204190383917
2025-02-25,28.027128497032823
2025-02-26,28.027128497032823
2025-02-27,28.027128497032823
2025-02-28,30.65467179362965
2025-03-01,7.006782124258206
2025-03-02,4.3792388276613785
2025-03-03,28.027128497032823
2025-03-04,30.65467179362965
2025-03-05,28.027128497032823
2025-03-06,27.15128073150055
2025-03-07,24.52373743490372
2025-03-08,7.006782124258206
2025-03-09,4.3792388276613785
2025-03-10,37.661453917887854
2025-03-11,35.909758386823306
2025-03-12,28.902976262565097
2025-03-13,24.52373743490372
2025-03-14,25.399585200435997
2025-03-15,7.006782124258206
2025-03-16,4.3792388276613785
2025-03-17,24.52373743490372
2025-03-18,35.03391062129103
2025-03-19,30.65467179362965
2025-03-20,21.896194138306893
2025-03-21,21.02034637277462
2025-03-22,6.13093435872593
2025-03-23,4.3792388276613785
2025-03-24,21.896194138306893
2025-03-25,23.647889669371445
2025-03-26,21.896194138306893
2025-03-27,20.14449860724234
2025-03-28,27.15128073150055
2025-03-29,7.882629889790482
2025-03-30,5.255086593193655
2025-03-31,30.65467179362965
2025-04-01,23.647889669371445
2025-04-02,28.902976262565097
2025-04-03,42.04069274554924
2025-04-04,40.28899721448468
2025-04-05,9.634325420855033
2025-04-06,7.006782124258206
2025-04-07,42.04069274554924
2025-04-08,32.4063673246942
2025-04-09,50.79917040087199
2025-04-10,30.65467179362965
2025-04-11,26.27543296596827
2025-04-12,7.882629889790482
2025-04-13,6.13093435872593
2025-04-14,27.15128073150055
2025-04-15,23.419407643580417
2025-04-16,22.981483760814278
2025-04-17,29.797864196913295
2025-04-18,14.184925767859685
2025-04-19,5.388367774905088
2025-04-20,3.4081902180495076
2025-04-21,25.837509083202136
2025-04-22,25.399585200436
2025-04-23,28.36985153571937
2025-04-24,82.57721215464088
2025-04-25,66.41210882992561
2025-04-26,9.234481875720734
2025-04-27,6.816380436099015
2025-04-28,28.807775418485505
2025-04-29,28.36985153571937
2025-04-30,25.399585200436
2025-05-01,28.807775418485505
2025-05-02,26.389673978863787
2025-05-03,6.816380436099015
2025-05-04,4.398278996477298
2025-05-05,21.99139498238649
2025-05-06,19.573293542764773
2025-05-07,62.01382983344831
2025-05-08,50.799170400872
2025-05-09,29.797864196913295
2025-05-10,9.234481875720734
2025-05-11,5.826291657671225
2025-05-12,39.03234607263403
2025-05-13,31.778041753768875
2025-05-14,37.6043334114401
2025-05-15,29.81690436572922
2025-05-16,28.712574574405913
2025-05-17,8.834638330586435
2025-05-18,6.6259787479398256
2025-05-19,27.608244783082608
2025-05-20,44.173191652932175
2025-05-21,50.799170400872
2025-05-22,39.75587248763895
2025-05-23,27.608244783082608
2025-05-24,6.6259787479398256
2025-05-25,6.6259787479398256
2025-05-26,5.521648956616522
2025-05-27,32.025563948375826
2025-05-28,29.81690436572922
2025-05-29,29.81690436572922
2025-05-30,24.295255409112695
2025-05-31,6.6259787479398256
2025-06-01,3.3129893739699128
2025-06-02,25.399585200436
2025-06-03,27.608244783082608
2025-06-04,20.982266035142782
2025-06-05,25.399585200436
2025-06-06,26.503914991759302
2025-06-07,6.6259787479398256
2025-06-08,4.417319165293217
2025-06-09,24.295255409112695
2025-06-10,35.33855332234574
2025-06-11,27.608244783082608
2025-06-12,28.712574574405913
2025-06-13,22.086595826466088
2025-06-14,5.521648956616522
2025-06-15,3.3129893739699128
2025-06-16,20.982266035142782
2025-06-17,17.66927666117287
2025-06-18,22.086595826466088
2025-06-19,7.73030853926313
2025-06-20,19.877936243819477
2025-06-21,6.6259787479398256
2025-06-22,5.521648956616522
2025-06-23,27.608244783082608
2025-06-24,27.608244783082608
2025-06-25,24.295255409112695
2025-06-26,27.608244783082608
2025-06-27,32.025563948375826
2025-06-28,7.73030853926313
2025-06-29,5.521648956616522
2025-06-30,28.712574574405913
2025-07-01,24.295255409112695
2025-07-02,23.19092561778939
2025-07-03,22.086595826466088
2025-07-04,8.834638330586435
2025-07-05,5.521648956616522
2025-07-06,4.417319165293217
2025-07-07,22.086595826466088
2025-07-08,22.086595826466088
2025-07-09,24.295255409112695
2025-07-10,23.19092561778939
2025-07-11,22.086595826466088
2025-07-12,6.6259787479398256
2025-07-13,4.417319165293217
2025-07-14,27.608244783082608
2025-07-15,29.81690436572922
2025-07-16,26.503914991759302
2025-07-17,26.503914991759302
2025-07-18,22.086595826466088
2025-07-19,8.834638330586435
2025-07-20,4.417319165293217
2025-07-21,35.33855332234574
2025-07-22,35.33855332234574
2025-07-23,109.32864934100714
2025-07-24,83.92906414057113
2025-07-25,46.38185123557878
2025-07-26,11.043297913233044
2025-07-27,5.521648956616522
2025-07-28,37.54721290499235
2025-07-29,33.12989373969913
2025-07-30,38.65154269631565
2025-07-31,43.068861861608866
2025-08-01,33.12989373969913
2025-08-02,5.521648956616522
2025-08-03,5.521648956616522
2025-08-04,30.92123415705252
2025-08-05,27.608244783082608
2025-08-06,26.503914991759302
2025-08-07,27.608244783082608
2025-08-08,36.44288311366904
2025-08-09,8.834638330586435
2025-08-10,6.6259787479398256
2025-08-11,29.81690436572922
2025-08-12,34.23422353102244
2025-08-13,28.712574574405913
2025-08-14,28.712574574405913
2025-08-15,27.608244783082608
2025-08-16,7.73030853926313
2025-08-17,4.417319165293217
2025-08-18,25.399585200436
2025-08-19,23.19092561778939
2025-08-20,24.295255409112695
2025-08-21,23.19092561778939
2025-08-22,35.33855332234574
2025-08-23,8.834638330586435
2025-08-24,6.6259787479398256
2025-08-25,32.025563948375826
2025-08-26,25.399585200436
2025-08-27,28.712574574405913
2025-08-28,30.92123415705252
2025-08-29,30.92123415705252
2025-08-30,7.73030853926313
2025-08-31,6.6259787479398256
2025-09-01,6.6259787479398256
2025-09-02,61.84246831410504
2025-09-03,110.43297913233043
2025-09-04,58.52947894013513
2025-09-05,40.86020227896226
2025-09-06,12.147627704556347
2025-09-07,7.73030853926313
2025-09-08,35.33855332234574
2025-09-09,37.54721290499235
2025-09-10,37.54721290499235
2025-09-11,32.025563948375826
2025-09-12,26.503914991759302
2025-09-13,8.834638330586435
2025-09-14,5.521648956616522
2025-09-15,51.9035001921953
2025-09-16,47.48618102690209
2025-09-17,38.65154269631565
2025-09-18,38.65154269631565
2025-09-19,34.23422353102244
2025-09-20,13.251957495879651
2025-09-21,7.73030853926313
2025-09-22,36.44288311366904
2025-09-23,28.712574574405913
2025-09-24,27.608244783082608
2025-09-25,28.712574574405913
2025-09-26,27.608244783082608
2025-09-27,8.834638330586435
2025-09-28,5.521648956616522
2025-09-29,28.712574574405913
2025-09-30,27.608244783082608
2025-10-01,29.81690436572922
2025-10-02,27.608244783082608
2025-10-03,24.295255409112695
2025-10-04,6.6259787479398256
2025-10-05,4.417319165293217
2025-10-06,27.608244783082608
2025-10-07,29.81690436572922
2025-10-08,23.19092561778939
2025-10-09,23.19092561778939
2025-10-10,23.19092561778939
2025-10-11,8.834638330586435
2025-10-12,4.417319165293217
2025-10-13,22.086595826466088
2025-10-14,22.086595826466088
2025-10-15,23.19092561778939
2025-10-16,25.399585200436
2025-10-17,22.086595826466088
2025-10-18,5.521648956616522
2025-10-19,3.3129893739699128
2025-10-20,25.399585200436
2025-10-21,35.33855332234574
2025-10-22,33.12989373969913
2025-10-23,30.92123415705252
2025-10-24,33.12989373969913
2025-10-25,9.938968121909738
2025-10-26,6.6259787479398256
2025-10-27,43.068861861608866
2025-10-28,40.86020227896226
2025-10-29,106.01565996703721
2025-10-30,99.38968121909738
2025-10-31,48.59051081822539
2025-11-01,11.043297913233044
2025-11-02,7.73030853926313
2025-11-03,39.75587248763895
2025-11-04,34.23422353102244
2025-11-05,34.23422353102244
2025-11-06,37.54721290499235
2025-11-07,35.33855332234574
2025-11-08,9.938968121909738
2025-11-09,6.6259787479398256
2025-11-10,33.12989373969913
2025-11-11,33.12989373969913
2025-11-12,33.12989373969913
2025-11-13,32.025563948375826
2025-11-14,33.12989373969913
2025-11-15,20.982266035142782
2025-11-16,12.147627704556347
2025-11-17,56.320819357488524
2025-11-18,49.69484060954869
2025-11-19,62.94679810542835
2025-11-20,58.52947894013513
2025-11-21,46.38185123557878
2025-11-22,16.564946869849564
2025-11-23,7.73030853926313
2025-11-24,67.36411727072156
2025-11-25,102.7026705930673
2025-11-26,59.63380873145844
2025-11-27,17.66927666117287
2025-11-28,32.025563948375826
2025-11-29,12.147627704556347
2025-11-30,7.73030853926313
2025-12-01,38.65154269631565
2025-12-02,36.44288311366904
2025-12-03,38.65154269631565
2025-12-04,33.12989373969913
2025-12-05,32.025563948375826
2025-12-06,11.043297913233044
2025-12-07,8.834638330586435
2025-12-08,35.33855332234574
2025-12-09,35.33855332234574
2025-12-10,33.12989373969913
2025-12-11,33.09181340206729
2025-12-12,30.92123415705252
2025-12-13,7.597027357551697
2025-12-14,5.959572839382659
2025-12-15,26.580075667022978
2025-12-16,27.665365289530364
2025-12-17,30.92123415705252
2025-12-18,32.006523779559906
2025-12-19,25.494786044515592
2025-12-20,8.682316980059081
2025-12-21,7.044862461890045
2025-12-22,28.75065491203775
2025-12-23,26.580075667022978
2025-12-24,23.32420679950082
2025-12-25,9.215441706904816
2025-12-26,21.705792450147705
2025-12-27,7.597027357551697
2025-12-28,5.426448112536926
2025-12-29,21.15362755448605
2025-12-30,22.23891717699344
2025-12-31,17.364633960118162
2026-01-01,7.597027357551697
2026-01-02,24.40949642200821
2026-01-03,7.597027357551697
2026-01-04,5.426448112536926
2026-01-05,22.79108207265509
2026-01-06,27.13224056268463
2026-01-07,32.006523779559906
2026-01-08,30.92123415705252
2026-01-09,29.835944534545135
2026-01-10,10.66249453691466
2026-01-11,7.463746175840264
2026-01-12,38.38498033289278
2026-01-13,40.51747924027571
2026-01-14,33.05373306443545
2026-01-15,28.788735249669585
2026-01-16,28.788735249669585
2026-01-17,7.463746175840264
2026-01-18,4.264997814765865
2026-01-19,8.52999562953173
2026-01-20,29.854984703361055
2026-01-21,29.854984703361055
2026-01-22,27.72248579597812
2026-01-23,24.523737434903722
2026-01-24,7.463746175840264
2026-01-25,7.463746175840264
2026-01-26,27.72248579597812
2026-01-27,27.72248579597812
2026-01-28,31.987483610743986
2026-01-29,38.38498033289278
2026-01-30,29.854984703361055
2026-01-31,10.66249453691466
2026-02-01,7.463746175840264
2026-02-02,34.11998251812692
2026-02-03,39.45122978658425
2026-02-04,95.96245083223195
2026-02-05,89.56495411008316
2026-02-06,50.11372432349891
2026-02-07,13.86124289798906
2026-02-08,9.596245083223195
2026-02-09,30.92123415705252
2026-02-10,30.92123415705252
2026-02-11,33.05373306443545
2026-02-12,30.92123415705252
2026-02-13,29.854984703361055
2026-02-14,9.596245083223195
2026-02-15,6.397496722148797
2026-02-16,9.596245083223195
2026-02-17,27.72248579597812
2026-02-18,26.656236342286654
2026-02-19,27.72248579597812
2026-02-20,30.92123415705252
2026-02-21,10.66249453691466
2026-02-22,6.397496722148797
2026-02-23,26.656236342286654
2026-02-24,25.589986888595188
2026-02-25,25.589986888595188
2026-02-26,24.523737434903722
2026-02-27,24.523737434903722
2026-02-28,7.463746175840264
2026-03-01,5.33124726845733
2026-03-02,25.589986888595188
2026-03-03,28.788735249669585
2026-03-04,26.656236342286654
2026-03-05,25.589986888595188
2026-03-06,27.72248579597812
2026-03-07,8.52999562953173
2026-03-08,7.463746175840264
2026-03-09,29.854984703361055
2026-03-10,25.589986888595188
2026-03-11,20.258739620137856
2026-03-12,20.258739620137856
2026-03-13,22.39123852752079
2026-03-14,7.463746175840264
2026-03-15,5.33124726845733
2026-03-16,23.457487981212257
2026-03-17,25.589986888595188
2026-03-18,24.523737434903722
2026-03-19,22.39123852752079
2026-03-20,21.32498907382932
2026-03-21,7.463746175840264
2026-03-22,6.397496722148797
2026-03-23,22.39123852752079
2026-03-24,27.72248579597812
2026-03-25,30.92123415705252
2026-03-26,33.05373306443545
2026-03-27,34.11998251812692
2026-03-28,10.66249453691466
2026-03-29,10.66249453691466
2026-03-30,29.854984703361055
2026-03-31,29.854984703361055
2026-04-01,29.854984703361055
2026-04-02,25.589986888595188
2026-04-03,15.993741805371993
2026-04-04,7.463746175840264
2026-04-05,6.397496722148797
2026-04-06,26.656236342286654
2026-04-07,26.656236342286654
2026-04-08,37.31873087920132
2026-04-09,27.72248579597812
2026-04-10,23.457487981212257
2026-04-11,8.52999562953173
2026-04-12,7.463746175840264
2026-04-13,25.589986888595188
2026-04-14,29.854984703361055
2026-04-15,31.987483610743986
2026-04-16,30.92123415705252
2026-04-17,31.987483610743986
2026-04-18,11.728743990606128
2026-04-19,8.52999562953173
2026-04-20,29.854984703361055
2026-04-21,29.854984703361055
2026-04-22,31.987483610743986
2026-04-23,31.987483610743986
2026-04-24,34.11998251812692
2026-04-25,13.86124289798906
2026-04-26,13.86124289798906
2026-04-27,39.45122978658425
2026-04-28,41.58372869396718
2026-04-29,106.62494536914662
2026-04-30,106.62494536914662
2026-05-01,59.70996940672211
2026-05-02,17.05999125906346
2026-05-03,13.86124289798906
2026-05-04,40.51747924027571
2026-05-05,41.58372869396718
2026-05-06,54.37872213826478
2026-05-07,39.45122978658425
2026-05-08,38.38498033289278
2026-05-09,15.993741805371993
2026-05-10,9.596245083223195
2026-05-11,38.38498033289278
2026-05-12,33.05373306443545
2026-05-13,42.64997814765864
2026-05-14,40.51747924027571
2026-05-15,34.11998251812692
2026-05-16,12.794993444297594
2026-05-17,9.596245083223195
2026-05-18,37.31873087920132
2026-05-19,49.047474869807445
2026-05-20,39.45122978658425
2026-05-21,30.92123415705252
2026-05-22,31.987483610743986
2026-05-23,10.66249453691466
2026-05-24,8.52999562953173
2026-05-25,12.794993444297594
2026-05-26,31.987483610743986
2026-05-27,28.788735249669585
2026-05-28,33.05373306443545
2026-05-29,31.987483610743986
2026-05-30,9.596245083223195
2026-05-31,9.596245083223195
