Time,shein
2023-04-26,57
2023-04-27,57
2023-04-28,56
2023-04-29,62
2023-04-30,69
2023-05-01,61
2023-05-02,59
2023-05-03,59
2023-05-04,56
2023-05-05,53
2023-05-06,57
2023-05-07,65
2023-05-08,63
2023-05-09,59
2023-05-10,56
2023-05-11,57
2023-05-12,57
2023-05-13,60
2023-05-14,66
2023-05-15,62
2023-05-16,63
2023-05-17,60
2023-05-18,60
2023-05-19,58
2023-05-20,60
2023-05-21,64
2023-05-22,63
2023-05-23,57
2023-05-24,59
2023-05-25,57
2023-05-26,57
2023-05-27,60
2023-05-28,63
2023-05-29,66
2023-05-30,60
2023-05-31,61
2023-06-01,59
2023-06-02,59
2023-06-03,60
2023-06-04,67
2023-06-05,64
2023-06-06,60
2023-06-07,59
2023-06-08,55
2023-06-09,56
2023-06-10,59
2023-06-11,64
2023-06-12,60
2023-06-13,60
2023-06-14,63
2023-06-15,60
2023-06-16,58
2023-06-17,60
2023-06-18,59
2023-06-19,63
2023-06-20,57
2023-06-21,57
2023-06-22,56
2023-06-23,57
2023-06-24,56
2023-06-25,63
2023-06-26,62
2023-06-27,61
2023-06-28,58
2023-06-29,56
2023-06-30,56
2023-07-01,56
2023-07-02,61
2023-07-03,60
2023-07-04,56
2023-07-05,54
2023-07-06,62
2023-07-07,56
2023-07-08,60
2023-07-09,62
2023-07-10,57
2023-07-11,60
2023-07-12,57
2023-07-13,88
2023-07-14,100
2023-07-15,77
2023-07-16,76
2023-07-17,69
2023-07-18,68
2023-07-19,66
2023-07-20,63
2023-07-21,59
2023-07-22,61
2023-07-23,70
2023-07-24,65
2023-07-25,66
2023-07-26,63
2023-07-27,62
2023-07-28,61
2023-07-29,61
2023-07-30,63
2023-07-31,61
2023-08-01,61
2023-08-02,59
2023-08-03,62
2023-08-04,57
2023-08-05,59
2023-08-06,65
2023-08-07,62
2023-08-08,62
2023-08-09,60
2023-08-10,62
2023-08-11,59
2023-08-12,57
2023-08-13,68
2023-08-14,61
2023-08-15,58
2023-08-16,58
2023-08-17,58
2023-08-18,59
2023-08-19,59
2023-08-20,64
2023-08-21,59
2023-08-22,57
2023-08-23,57
2023-08-24,53
2023-08-25,50
2023-08-26,55
2023-08-27,62
2023-08-28,55
2023-08-29,52
2023-08-30,50
2023-08-31,52
2023-09-01,50
2023-09-02,51
2023-09-03,57
2023-09-04,59
2023-09-05,49
2023-09-06,47
2023-09-07,47
2023-09-08,45
2023-09-09,51
2023-09-10,57
2023-09-11,52
2023-09-12,49
2023-09-13,51
2023-09-14,51
2023-09-15,47
2023-09-16,52
2023-09-17,60
2023-09-18,54
2023-09-19,54
2023-09-20,50
2023-09-21,50
2023-09-22,51
2023-09-23,54
2023-09-24,63
2023-09-25,57
2023-09-26,53
2023-09-27,48
2023-09-28,54
2023-09-29,47
2023-09-30,51
2023-10-01,57
2023-10-02,53
2023-10-03,52
2023-10-04,53
2023-10-05,49
2023-10-06,51
2023-10-07,52
2023-10-08,60
2023-10-09,56
2023-10-10,53
2023-10-11,52
2023-10-12,52
2023-10-13,49
2023-10-14,53
2023-10-15,60
2023-10-16,60
2023-10-17,55
2023-10-18,50
2023-10-19,51
2023-10-20,52
2023-10-21,48
2023-10-22,54
2023-10-23,49
2023-10-24,46
2023-10-25,45
2023-10-26,43
2023-10-27,42
2023-10-28,42
2023-10-29,46
2023-10-30,45
2023-10-31,39
2023-11-01,42
2023-11-02,47
2023-11-03,45
2023-11-04,51
2023-11-05,57
2023-11-06,52
2023-11-07,50
2023-11-08,49
2023-11-09,49
2023-11-10,51
2023-11-11,52
2023-11-12,55
2023-11-13,50
2023-11-14,49
2023-11-15,49
2023-11-16,50
2023-11-17,47
2023-11-18,48
2023-11-19,51
2023-11-20,49
2023-11-21,48
2023-11-22,48
2023-11-23,44
2023-11-24,69
2023-11-25,68
2023-11-26,61
2023-11-27,63
2023-11-28,63
2023-11-29,50
2023-11-30,47
2023-12-01,46
2023-12-02,50
2023-12-03,53
2023-12-04,50
2023-12-05,49
2023-12-06,47
2023-12-07,50
2023-12-08,44
2023-12-09,48
2023-12-10,53
2023-12-11,47
2023-12-12,44
2023-12-13,42
2023-12-14,45
2023-12-15,42
2023-12-16,43
2023-12-17,45
2023-12-18,41
2023-12-19,38
2023-12-20,38
2023-12-21,37
2023-12-22,34
2023-12-23,32
2023-12-24,30
2023-12-25,36
2023-12-26,47
2023-12-27,45
2023-12-28,45
2023-12-29,45
2023-12-30,40
2023-12-31,38
2024-01-01,34
2024-01-02,41
2024-01-03,43
2024-01-04,43
2024-01-05,41
2024-01-06,44
2024-01-07,52
2024-01-08,45
2024-01-09,42
2024-01-10,43
2024-01-11,39
2024-01-12,41
2024-01-13,44
2024-01-14,46
2024-01-15,46
2024-01-16,44
2024-01-17,46
2024-01-18,43
2024-01-19,42
2024-01-20,47
