Time,monthly_gt
2021-12-26,64
2022-01-02,61
2022-01-09,61
2022-01-16,56
2022-01-23,61
2022-01-30,67
2022-02-06,70
2022-02-13,62
2022-02-20,82
2022-02-27,66
2022-03-06,64
2022-03-13,71
2022-03-20,64
2022-03-27,58
2022-04-03,67
2022-04-10,60
2022-04-17,53
2022-04-24,61
2022-05-01,67
2022-05-08,64
2022-05-15,64
2022-05-22,71
2022-05-29,64
2022-06-05,62
2022-06-12,68
2022-06-19,77
2022-06-26,70
2022-07-03,62
2022-07-10,71
2022-07-17,67
2022-07-24,100
2022-07-31,68
2022-08-07,70
2022-08-14,63
2022-08-21,65
2022-08-28,62
2022-09-04,64
2022-09-11,65
2022-09-18,61
2022-09-25,58
2022-10-02,63
2022-10-09,57
2022-10-16,61
2022-10-23,63
2022-10-30,54
2022-11-06,54
2022-11-13,55
2022-11-20,62
2022-11-27,55
2022-12-04,49
2022-12-11,60
2022-12-18,60
2022-12-25,60
2023-01-01,47
2023-01-08,53
2023-01-15,52
2023-01-22,55
2023-01-29,60
2023-02-05,62
2023-02-12,63
2023-02-19,58
2023-02-26,59
2023-03-05,56
2023-03-12,56
2023-03-19,58
2023-03-26,61
2023-04-02,59
2023-04-09,53
2023-04-16,57
2023-04-23,54
2023-04-30,54
2023-05-07,61
2023-05-14,61
2023-05-21,60
2023-05-28,57
2023-06-04,63
2023-06-11,64
2023-06-18,59
2023-06-25,59
2023-07-02,65
2023-07-09,69
2023-07-16,63
2023-07-23,61
2023-07-30,59
2023-08-06,59
2023-08-13,54
2023-08-20,51
2023-08-27,59
2023-09-03,58
2023-09-10,56
2023-09-17,56
2023-09-24,56
2023-10-01,55
2023-10-08,56
2023-10-15,58
2023-10-22,54
2023-10-29,52
2023-11-05,59
2023-11-12,63
2023-11-19,68
2023-11-26,67
2023-12-03,70
2023-12-10,81
2023-12-17,82
2023-12-24,81
2023-12-31,98
2024-01-07,91
2024-01-14,72
2024-01-21,68
2024-01-28,66
2024-02-04,65
2024-02-11,71
2024-02-18,64
2024-02-25,62
2024-03-03,59
2024-03-10,59
2024-03-17,59
2024-03-24,53
2024-03-31,60
2024-04-07,64
2024-04-14,63
2024-04-21,67
2024-04-28,68
2024-05-05,68
2024-05-12,70
2024-05-19,67
2024-05-26,64
2024-06-02,66
2024-06-09,68
2024-06-16,66
2024-06-23,60
2024-06-30,63
2024-07-07,56
2024-07-14,59
2024-07-21,53
2024-07-28,58
2024-08-04,53
2024-08-11,54
2024-08-18,60
2024-08-25,57
2024-09-01,49
2024-09-08,50
2024-09-15,52
2024-09-22,57
2024-09-29,57
2024-10-06,52
2024-10-13,59
2024-10-20,51
2024-10-27,51
2024-11-03,48
2024-11-10,52
2024-11-17,66
2024-11-24,58
2024-12-01,52
2024-12-08,53
2024-12-15,57
2024-12-22,56
2024-12-29,56
2025-01-05,60
2025-01-12,58
2025-01-19,55
2025-01-26,59
2025-02-02,54
2025-02-09,49
2025-02-16,53
2025-02-23,53
2025-03-02,53
2025-03-09,54
2025-03-16,51
2025-03-23,56
2025-03-30,50
2025-04-06,55
2025-04-13,58
2025-04-20,57
2025-04-27,70
2025-05-04,70
2025-05-11,62
2025-05-18,62
2025-05-25,75
2025-06-01,62
2025-06-08,60
2025-06-15,56
2025-06-22,64
2025-06-29,59
2025-07-06,60
2025-07-13,64
2025-07-20,64
2025-07-27,64
2025-08-03,56
2025-08-10,58
2025-08-17,55
2025-08-24,53
2025-08-31,56
2025-09-07,41
2025-09-14,53
2025-09-21,52
2025-09-28,50
2025-10-05,49
2025-10-12,51
2025-10-19,60
2025-10-26,56
2025-11-02,60
2025-11-09,57
2025-11-16,57
2025-11-23,60
2025-11-30,52
2025-12-07,53
2025-12-14,54
2025-12-21,60
2025-12-28,57
2026-01-04,52
2026-01-11,58
2026-01-18,57
2026-01-25,58
2026-02-01,64
2026-02-08,63
2026-02-15,59
2026-02-22,57
2026-03-01,52
2026-03-08,45
2026-03-15,48
2026-03-22,56
2026-03-29,58
2026-04-05,61
2026-04-12,59
2026-04-19,60
2026-04-26,62
2026-05-03,62
2026-05-10,57
2026-05-17,55
2026-05-24,56
2026-05-31,55
