Time,jesse_williams
2023-12-30,13.959183673469386
2023-12-31,13.637755102040813
2024-01-01,13.637755102040813
2024-01-02,10.974489795918366
2024-01-03,10.974489795918366
2024-01-04,12.30612244897959
2024-01-05,12.627551020408163
2024-01-06,13.637755102040813
2024-01-07,15.29081632653061
2024-01-08,8.311224489795919
2024-01-09,12.30612244897959
2024-01-10,15.29081632653061
2024-01-11,9.642857142857142
2024-01-12,12.30612244897959
2024-01-13,11.295918367346937
2024-01-14,14.280612244897958
2024-01-15,15.29081632653061
2024-01-16,12.30612244897959
2024-01-17,10.974489795918366
2024-01-18,9.642857142857142
2024-01-19,10.974489795918366
2024-01-20,12.30612244897959
2024-01-21,11.020408163265305
2024-01-22,13.77551020408163
2024-01-23,9.642857142857142
2024-01-24,11.020408163265305
2024-01-25,11.020408163265305
2024-01-26,9.642857142857142
2024-01-27,12.397959183673468
2024-01-28,13.77551020408163
2024-01-29,8.26530612244898
2024-01-30,13.77551020408163
2024-01-31,12.397959183673468
2024-02-01,11.020408163265305
2024-02-02,12.397959183673468
2024-02-03,13.77551020408163
2024-02-04,15.153061224489795
2024-02-05,39.94897959183673
2024-02-06,22.04081632653061
2024-02-07,137.75510204081633
2024-02-08,39.94897959183673
2024-02-09,23.418367346938773
2024-02-10,22.04081632653061
2024-02-11,26.173469387755098
2024-02-12,15.153061224489795
2024-02-13,15.153061224489795
2024-02-14,12.397959183673468
2024-02-15,15.153061224489795
2024-02-16,16.53061224489796
2024-02-17,17.908163265306122
2024-02-18,15.153061224489795
2024-02-19,17.908163265306122
2024-02-20,11.020408163265305
2024-02-21,11.020408163265305
2024-02-22,13.77551020408163
2024-02-23,12.397959183673468
2024-02-24,13.77551020408163
2024-02-25,12.397959183673468
2024-02-26,11.020408163265305
2024-02-27,9.642857142857142
2024-02-28,11.020408163265305
2024-02-29,26.173469387755098
2024-03-01,13.77551020408163
2024-03-02,12.397959183673468
2024-03-03,15.153061224489795
2024-03-04,9.642857142857142
2024-03-05,9.642857142857142
2024-03-06,11.020408163265305
2024-03-07,12.397959183673468
2024-03-08,12.397959183673468
2024-03-09,16.53061224489796
2024-03-10,17.908163265306122
2024-03-11,12.397959183673468
2024-03-12,8.26530612244898
2024-03-13,9.642857142857142
2024-03-14,15.153061224489795
2024-03-15,9.642857142857142
2024-03-16,5.5102040816326525
2024-03-17,9.642857142857142
2024-03-18,9.642857142857142
2024-03-19,8.26530612244898
2024-03-20,5.5102040816326525
2024-03-21,11.020408163265305
2024-03-22,6.887755102040815
2024-03-23,15.153061224489795
2024-03-24,8.26530612244898
2024-03-25,8.26530612244898
2024-03-26,11.020408163265305
2024-03-27,8.26530612244898
2024-03-28,6.887755102040815
2024-03-29,9.642857142857142
2024-03-30,11.020408163265305
2024-03-31,15.153061224489795
2024-04-01,8.26530612244898
2024-04-02,8.26530612244898
2024-04-03,8.26530612244898
2024-04-04,11.020408163265305
2024-04-05,8.26530612244898
2024-04-06,8.26530612244898
2024-04-07,12.397959183673468
2024-04-08,9.642857142857142
2024-04-09,9.642857142857142
2024-04-10,8.26530612244898
2024-04-11,11.020408163265305
2024-04-12,9.642857142857142
2024-04-13,9.642857142857142
2024-04-14,6.887755102040815
2024-04-15,6.887755102040815
2024-04-16,8.26530612244898
2024-04-17,6.887755102040815
2024-04-18,11.020408163265305
2024-04-19,6.887755102040815
2024-04-20,12.397959183673468
2024-04-21,9.642857142857142
2024-04-22,8.26530612244898
2024-04-23,9.642857142857142
2024-04-24,8.26530612244898
2024-04-25,12.397959183673468
2024-04-26,12.397959183673468
2024-04-27,11.020408163265305
2024-04-28,16.53061224489796
2024-04-29,8.26530612244898
2024-04-30,6.887755102040815
2024-05-01,8.26530612244898
2024-05-02,9.642857142857142
2024-05-03,6.887755102040815
2024-05-04,8.26530612244898
2024-05-05,19.285714285714285
2024-05-06,12.397959183673468
2024-05-07,9.642857142857142
2024-05-08,5.5102040816326525
2024-05-09,6.887755102040815
2024-05-10,6.887755102040815
2024-05-11,9.642857142857142
2024-05-12,9.642857142857142
2024-05-13,9.642857142857142
2024-05-14,8.26530612244898
2024-05-15,8.26530612244898
2024-05-16,8.26530612244898
2024-05-17,8.26530612244898
2024-05-18,11.020408163265305
2024-05-19,8.26530612244898
2024-05-20,5.5102040816326525
2024-05-21,11.020408163265305
2024-05-22,38.57142857142857
2024-05-23,13.77551020408163
2024-05-24,15.153061224489795
2024-05-25,9.642857142857142
2024-05-26,13.77551020408163
2024-05-27,13.77551020408163
2024-05-28,8.26530612244898
2024-05-29,8.26530612244898
2024-05-30,9.642857142857142
2024-05-31,9.642857142857142
2024-06-01,9.642857142857142
2024-06-02,13.77551020408163
2024-06-03,11.020408163265305
2024-06-04,11.020408163265305
2024-06-05,13.77551020408163
2024-06-06,15.153061224489795
2024-06-07,11.020408163265305
2024-06-08,12.397959183673468
2024-06-09,11.020408163265305
2024-06-10,11.020408163265305
2024-06-11,11.020408163265305
2024-06-12,9.642857142857142
2024-06-13,8.26530612244898
2024-06-14,11.020408163265305
2024-06-15,12.397959183673468
2024-06-16,12.397959183673468
2024-06-17,13.77551020408163
2024-06-18,9.642857142857142
2024-06-19,11.020408163265305
2024-06-20,9.642857142857142
2024-06-21,11.020408163265305
2024-06-22,12.397959183673468
2024-06-23,8.26530612244898
2024-06-24,9.642857142857142
2024-06-25,8.26530612244898
2024-06-26,8.26530612244898
2024-06-27,8.26530612244898
2024-06-28,8.26530612244898
2024-06-29,11.020408163265305
2024-06-30,11.020408163265305
2024-07-01,9.642857142857142
2024-07-02,11.020408163265305
2024-07-03,13.77551020408163
2024-07-04,12.397959183673468
2024-07-05,13.77551020408163
2024-07-06,15.153061224489795
2024-07-07,13.77551020408163
2024-07-08,8.26530612244898
2024-07-09,9.642857142857142
2024-07-10,9.642857142857142
2024-07-11,12.397959183673468
2024-07-12,8.26530612244898
2024-07-13,11.020408163265305
2024-07-14,9.642857142857142
2024-07-15,9.642857142857142
2024-07-16,11.020408163265305
2024-07-17,12.397959183673468
2024-07-18,6.887755102040815
2024-07-19,8.26530612244898
2024-07-20,11.020408163265305
2024-07-21,9.642857142857142
2024-07-22,8.26530612244898
2024-07-23,8.26530612244898
2024-07-24,11.020408163265305
2024-07-25,9.642857142857142
2024-07-26,12.397959183673468
2024-07-27,13.77551020408163
2024-07-28,11.020408163265305
2024-07-29,11.020408163265305
2024-07-30,15.153061224489795
2024-07-31,12.397959183673468
2024-08-01,8.26530612244898
2024-08-02,6.887755102040815
2024-08-03,6.887755102040815
2024-08-04,11.020408163265305
2024-08-05,11.020408163265305
2024-08-06,13.77551020408163
2024-08-07,12.397959183673468
2024-08-08,9.642857142857142
2024-08-09,8.26530612244898
2024-08-10,8.26530612244898
2024-08-11,9.642857142857142
2024-08-12,9.642857142857142
2024-08-13,12.397959183673468
2024-08-14,8.26530612244898
2024-08-15,8.26530612244898
2024-08-16,9.642857142857142
2024-08-17,11.020408163265305
2024-08-18,32.93002915451895
2024-08-19,15.284256559766764
2024-08-20,18.137755102040813
2024-08-21,12.59475218658892
2024-08-22,14.956268221574343
2024-08-23,11.086005830903789
2024-08-24,13.77551020408163
2024-08-25,12.2667638483965
2024-08-26,9.905247813411078
2024-08-27,11.086005830903789
2024-08-28,9.741253644314869
2024-08-29,7.051749271137025
2024-08-30,9.413265306122447
2024-08-31,12.102769679300291
2024-09-01,11.25
2024-09-02,12.59475218658892
2024-09-03,8.068513119533527
2024-09-04,9.413265306122447
2024-09-05,6.887755102040815
2024-09-06,10.75801749271137
2024-09-07,10.59402332361516
2024-09-08,9.577259475218657
2024-09-09,9.577259475218657
2024-09-10,8.232507288629737
2024-09-11,12.43075801749271
2024-09-12,12.59475218658892
2024-09-13,23.680758017492707
2024-09-14,24.86151603498542
2024-09-15,20.499271137026238
2024-09-16,14.956268221574343
2024-09-17,12.135568513119532
2024-09-18,10.495626822157433
2024-09-19,10.823615160349853
2024-09-20,8.527696793002914
2024-09-21,9.511661807580174
2024-09-22,13.119533527696792
2024-09-23,10.167638483965014
2024-09-24,7.215743440233235
2024-09-25,12.135568513119532
2024-09-26,10.495626822157433
2024-09-27,11.807580174927113
2024-09-28,5.575801749271136
2024-09-29,11.807580174927113
2024-09-30,9.839650145772595
2024-10-01,6.887755102040815
2024-10-02,8.855685131195335
2024-10-03,8.855685131195335
2024-10-04,11.807580174927113
2024-10-05,9.839650145772595
2024-10-06,9.839650145772595
2024-10-07,9.511661807580174
2024-10-08,9.839650145772595
2024-10-09,4.919825072886297
2024-10-10,8.855685131195335
2024-10-11,9.183673469387754
2024-10-12,7.543731778425656
2024-10-13,8.855685131195335
2024-10-14,8.199708454810494
2024-10-15,9.183673469387754
2024-10-16,8.855685131195335
2024-10-17,9.511661807580174
2024-10-18,9.511661807580174
2024-10-19,8.527696793002914
2024-10-20,11.151603498542272
2024-10-21,6.559766763848396
2024-10-22,7.543731778425656
2024-10-23,4.263848396501457
2024-10-24,5.903790087463556
2024-10-25,10.495626822157433
2024-10-26,9.511661807580174
2024-10-27,10.495626822157433
2024-10-28,5.903790087463556
2024-10-29,9.511661807580174
2024-10-30,5.903790087463556
2024-10-31,6.887755102040815
2024-11-01,8.855685131195335
2024-11-02,6.887755102040815
2024-11-03,7.871720116618075
2024-11-04,8.527696793002914
2024-11-05,6.887755102040815
2024-11-06,5.903790087463556
2024-11-07,5.247813411078717
2024-11-08,8.199708454810494
2024-11-09,11.479591836734693
2024-11-10,6.559766763848396
2024-11-11,5.247813411078717
2024-11-12,6.559766763848396
2024-11-13,5.247813411078717
2024-11-14,2.951895043731778
2024-11-15,4.591836734693877
2024-11-16,6.2317784256559765
2024-11-17,6.559766763848396
2024-11-18,4.263848396501457
2024-11-19,5.903790087463556
2024-11-20,9.183673469387754
2024-11-21,6.887755102040815
2024-11-22,7.215743440233235
2024-11-23,7.215743440233235
2024-11-24,7.871720116618075
2024-11-25,6.887755102040815
2024-11-26,4.591836734693877
2024-11-27,8.855685131195335
2024-11-28,5.575801749271136
2024-11-29,7.543731778425656
2024-11-30,9.511661807580174
2024-12-01,0.0
