Time,gmail
2025-04-15,90
2025-04-16,85
2025-04-17,83
2025-04-18,65
2025-04-19,45
2025-04-20,44
2025-04-21,79
2025-04-22,82
2025-04-23,81
2025-04-24,78
2025-04-25,72
2025-04-26,48
2025-04-27,48
2025-04-28,87
2025-04-29,85
2025-04-30,82
2025-05-01,85
2025-05-02,78
2025-05-03,50
2025-05-04,50
2025-05-05,84
2025-05-06,84
2025-05-07,84
2025-05-08,80
2025-05-09,78
2025-05-10,49
2025-05-11,46
2025-05-12,85
2025-05-13,82
2025-05-14,83
2025-05-15,81
2025-05-16,74
2025-05-17,48
2025-05-18,50
2025-05-19,83
2025-05-20,83
2025-05-21,77
2025-05-22,76
2025-05-23,71
2025-05-24,46
2025-05-25,44
2025-05-26,51
2025-05-27,80
2025-05-28,81
2025-05-29,81
2025-05-30,74
2025-05-31,49
2025-06-01,49
2025-06-02,77
2025-06-03,81
2025-06-04,77
2025-06-05,76
2025-06-06,69
2025-06-07,45
2025-06-08,43
2025-06-09,73
2025-06-10,75
2025-06-11,74
2025-06-12,73
2025-06-13,64
2025-06-14,47
2025-06-15,43
2025-06-16,75
2025-06-17,69
2025-06-18,70
2025-06-19,60
2025-06-20,63
2025-06-21,44
2025-06-22,44
2025-06-23,69
2025-06-24,71
2025-06-25,65
2025-06-26,68
2025-06-27,69
2025-06-28,47
2025-06-29,45
2025-06-30,67
2025-07-01,69
2025-07-02,69
2025-07-03,64
2025-07-04,44
2025-07-05,41
2025-07-06,46
2025-07-07,75
2025-07-08,73
2025-07-09,72
2025-07-10,70
2025-07-11,64
2025-07-12,47
2025-07-13,45
2025-07-14,74
2025-07-15,75
2025-07-16,70
2025-07-17,71
2025-07-18,68
2025-07-19,46
2025-07-20,45
2025-07-21,73
2025-07-22,71
2025-07-23,72
2025-07-24,68
2025-07-25,68
2025-07-26,46
2025-07-27,45
2025-07-28,72
2025-07-29,68
2025-07-30,69
2025-07-31,69
2025-08-01,67
2025-08-02,48
2025-08-03,49
2025-08-04,77
2025-08-05,78
2025-08-06,73
2025-08-07,76
2025-08-08,72
2025-08-09,48
2025-08-10,49
2025-08-11,79
2025-08-12,83
2025-08-13,83
2025-08-14,82
2025-08-15,77
2025-08-16,50
2025-08-17,51
2025-08-18,88
2025-08-19,86
2025-08-20,85
2025-08-21,85
2025-08-22,76
2025-08-23,51
2025-08-24,50
2025-08-25,92
2025-08-26,91
2025-08-27,92
2025-08-28,89
2025-08-29,83
2025-08-30,52
2025-08-31,49
2025-09-01,59
2025-09-02,100
2025-09-03,99
2025-09-04,93
2025-09-05,87
2025-09-06,50
2025-09-07,48
2025-09-08,95
2025-09-09,92
2025-09-10,89
2025-09-11,85
2025-09-12,83
2025-09-13,49
2025-09-14,49
2025-09-15,92
2025-09-16,89
2025-09-17,92
2025-09-18,87
2025-09-19,83
2025-09-20,51
2025-09-21,48
2025-09-22,89
2025-09-23,87
2025-09-24,90
2025-09-25,86
2025-09-26,81
2025-09-27,50
2025-09-28,47
2025-09-29,91
2025-09-30,97
2025-10-01,87
2025-10-02,85
2025-10-03,80
2025-10-04,49
2025-10-05,53
2025-10-06,90
2025-10-07,89
2025-10-08,88
2025-10-09,85
2025-10-10,81
2025-10-11,47
2025-10-12,46
2025-10-13,82
2025-10-14,91
2025-10-15,88
2025-10-16,88
2025-10-17,80
2025-10-18,50
2025-10-19,48
2025-10-20,93
2025-10-21,91
2025-10-22,89
2025-10-23,88
2025-10-24,81
2025-10-25,49
2025-10-26,47
2025-10-27,88
2025-10-28,89
2025-10-29,85
2025-10-30,85
2025-10-31,76
2025-11-01,49
2025-11-02,49
2025-11-03,86
2025-11-04,84
2025-11-05,95
2025-11-06,88
2025-11-07,82
2025-11-08,54
2025-11-09,49
2025-11-10,85
2025-11-11,84
2025-11-12,89
2025-11-13,92
2025-11-14,82
2025-11-15,51
2025-11-16,48
2025-11-17,88
2025-11-18,81
2025-11-19,78
2025-11-20,78
2025-11-21,71
2025-11-22,47
2025-11-23,42
2025-11-24,72
2025-11-25,68
2025-11-26,58
2025-11-27,37
2025-11-28,44
2025-11-29,44
2025-11-30,47
2025-12-01,82
2025-12-02,83
2025-12-03,81
2025-12-04,80
2025-12-05,76
2025-12-06,50
2025-12-07,46
2025-12-08,78
2025-12-09,77
2025-12-10,76
2025-12-11,77
2025-12-12,69
2025-12-13,47
2025-12-14,46
2025-12-15,79
2025-12-16,74
2025-12-17,74
2025-12-18,72
2025-12-19,67
2025-12-20,44
2025-12-21,40
2025-12-22,58
2025-12-23,56
2025-12-24,44
2025-12-25,42
2025-12-26,46
2025-12-27,44
2025-12-28,41
2025-12-29,55
2025-12-30,56
2025-12-31,49
2026-01-01,40
2026-01-02,53
2026-01-03,44
2026-01-04,43
2026-01-05,69
2026-01-06,74
2026-01-07,77
2026-01-08,72
2026-01-09,72
