Time,retro_bowl
2023-01-27,55.863247863247864
2023-01-28,14.524444444444445
2023-01-29,11.172649572649574
2023-01-30,45.80786324786325
2023-01-31,46.92512820512821
2023-02-01,49.159658119658125
2023-02-02,51.39418803418804
2023-02-03,62.56683760683761
2023-02-04,16.75897435897436
2023-02-05,12.289914529914531
2023-02-06,40.221538461538465
2023-02-07,45.80786324786325
2023-02-08,48.04239316239317
2023-02-09,50.27692307692308
2023-02-10,54.745982905982906
2023-02-11,14.524444444444445
2023-02-12,13.407179487179487
2023-02-13,39.10427350427351
2023-02-14,42.45606837606838
2023-02-15,45.80786324786325
2023-02-16,52.511452991453
2023-02-17,43.57333333333334
2023-02-18,13.407179487179487
2023-02-19,11.172649572649574
2023-02-20,13.407179487179487
2023-02-21,32.40068376068376
2023-02-22,34.63521367521368
2023-02-23,37.98700854700855
2023-02-24,42.45606837606838
2023-02-25,12.289914529914531
2023-02-26,10.055384615384616
2023-02-27,33.51794871794872
2023-02-28,33.51794871794872
2023-03-01,39.10427350427351
2023-03-02,39.10427350427351
2023-03-03,40.221538461538465
2023-03-04,12.289914529914531
2023-03-05,8.938119658119659
2023-03-06,29.04888888888889
2023-03-07,31.283418803418805
2023-03-08,31.283418803418805
2023-03-09,35.752478632478635
2023-03-10,34.63521367521368
2023-03-11,10.055384615384616
2023-03-12,7.820854700854701
2023-03-13,20.110769230769233
2023-03-14,22.345299145299148
2023-03-15,23.462564102564105
2023-03-16,23.462564102564105
2023-03-17,23.462564102564105
2023-03-18,7.820854700854701
2023-03-19,6.703589743589744
2023-03-20,18.993504273504275
2023-03-21,23.462564102564105
2023-03-22,24.579829059829063
2023-03-23,23.462564102564105
2023-03-24,27.931623931623932
2023-03-25,8.938119658119659
2023-03-26,6.703589743589744
2023-03-27,21.22803418803419
2023-03-28,22.345299145299148
2023-03-29,20.110769230769233
2023-03-30,21.22803418803419
2023-03-31,20.110769230769233
2023-04-01,7.820854700854701
2023-04-02,5.586324786324787
2023-04-03,14.524444444444445
2023-04-04,17.876239316239317
2023-04-05,16.75897435897436
2023-04-06,15.641709401709402
2023-04-07,7.820854700854701
2023-04-08,5.586324786324787
2023-04-09,3.351794871794872
2023-04-10,10.055384615384616
2023-04-11,13.407179487179487
2023-04-12,14.524444444444445
2023-04-13,15.641709401709402
2023-04-14,17.876239316239317
2023-04-15,4.469059829059829
2023-04-16,4.469059829059829
2023-04-17,14.524444444444445
2023-04-18,15.641709401709402
2023-04-19,15.641709401709402
2023-04-20,17.876239316239317
2023-04-21,18.993504273504275
2023-04-22,5.586324786324787
2023-04-23,4.469059829059829
2023-04-24,15.641709401709402
2023-04-25,16.75897435897436
2023-04-26,16.75897435897436
2023-04-27,20.110769230769233
2023-04-28,21.22803418803419
2023-04-29,4.469059829059829
2023-04-30,4.469059829059829
2023-05-01,16.75897435897436
2023-05-02,15.641709401709402
2023-05-03,15.641709401709402
2023-05-04,16.20034188034188
2023-05-05,16.75897435897436
2023-05-06,5.586324786324787
2023-05-07,3.351794871794872
2023-05-08,12.848547008547008
2023-05-09,14.524444444444445
2023-05-10,14.524444444444445
2023-05-11,14.524444444444445
2023-05-12,17.876239316239317
2023-05-13,4.469059829059829
2023-05-14,3.351794871794872
2023-05-15,13.965811965811966
2023-05-16,14.524444444444445
2023-05-17,15.083076923076923
2023-05-18,15.641709401709402
2023-05-19,15.641709401709402
2023-05-20,3.351794871794872
2023-05-21,3.351794871794872
2023-05-22,12.289914529914531
2023-05-23,12.289914529914531
2023-05-24,12.289914529914531
2023-05-25,11.172649572649574
2023-05-26,10.055384615384616
2023-05-27,4.469059829059829
2023-05-28,3.351794871794872
2023-05-29,3.351794871794872
2023-05-30,7.820854700854701
2023-05-31,7.820854700854701
2023-06-01,7.820854700854701
2023-06-02,7.820854700854701
2023-06-03,3.351794871794872
2023-06-04,3.351794871794872
2023-06-05,5.586324786324787
2023-06-06,5.586324786324787
2023-06-07,7.820854700854701
2023-06-08,6.703589743589744
2023-06-09,5.586324786324787
2023-06-10,3.351794871794872
2023-06-11,2.2345299145299147
2023-06-12,4.469059829059829
2023-06-13,4.469059829059829
2023-06-14,4.469059829059829
2023-06-15,4.469059829059829
2023-06-16,3.351794871794872
2023-06-17,3.351794871794872
2023-06-18,3.351794871794872
2023-06-19,2.2345299145299147
2023-06-20,3.351794871794872
2023-06-21,3.351794871794872
2023-06-22,3.351794871794872
2023-06-23,3.351794871794872
2023-06-24,2.2345299145299147
2023-06-25,1.1172649572649573
2023-06-26,2.2345299145299147
2023-06-27,2.2345299145299147
2023-06-28,2.2345299145299147
2023-06-29,2.2345299145299147
2023-06-30,2.2345299145299147
2023-07-01,2.2345299145299147
2023-07-02,3.351794871794872
2023-07-03,2.2345299145299147
2023-07-04,3.351794871794872
2023-07-05,2.2345299145299147
2023-07-06,2.2345299145299147
2023-07-07,2.2345299145299147
2023-07-08,2.2345299145299147
2023-07-09,2.2345299145299147
2023-07-10,2.2345299145299147
2023-07-11,2.2345299145299147
2023-07-12,2.2345299145299147
2023-07-13,2.2345299145299147
2023-07-14,2.2345299145299147
2023-07-15,2.2345299145299147
2023-07-16,2.2345299145299147
2023-07-17,2.2345299145299147
2023-07-18,2.2345299145299147
2023-07-19,3.351794871794872
2023-07-20,2.2345299145299147
2023-07-21,2.2345299145299147
2023-07-22,2.2345299145299147
2023-07-23,1.1172649572649573
2023-07-24,2.2345299145299147
2023-07-25,3.351794871794872
2023-07-26,2.2345299145299147
2023-07-27,2.2345299145299147
2023-07-28,2.2345299145299147
2023-07-29,2.2345299145299147
2023-07-30,2.2345299145299147
2023-07-31,2.2345299145299147
2023-08-01,2.2345299145299147
2023-08-02,2.2345299145299147
2023-08-03,3.351794871794872
2023-08-04,3.351794871794872
2023-08-05,3.351794871794872
2023-08-06,2.2345299145299147
2023-08-07,3.351794871794872
2023-08-08,4.469059829059829
2023-08-09,5.586324786324787
2023-08-10,5.586324786324787
2023-08-11,7.820854700854701
2023-08-12,3.351794871794872
2023-08-13,3.351794871794872
2023-08-14,6.703589743589744
2023-08-15,7.820854700854701
2023-08-16,10.055384615384616
2023-08-17,13.407179487179487
2023-08-18,14.524444444444445
2023-08-19,3.351794871794872
2023-08-20,3.351794871794872
2023-08-21,12.289914529914531
2023-08-22,16.75897435897436
2023-08-23,17.876239316239317
2023-08-24,20.110769230769233
2023-08-25,22.345299145299148
2023-08-26,5.586324786324787
2023-08-27,4.469059829059829
2023-08-28,20.110769230769233
2023-08-29,22.345299145299148
2023-08-30,24.579829059829063
2023-08-31,25.69709401709402
2023-09-01,27.931623931623932
2023-09-02,6.703589743589744
2023-09-03,5.586324786324787
2023-09-04,5.586324786324787
2023-09-05,23.462564102564105
2023-09-06,29.04888888888889
2023-09-07,32.40068376068376
2023-09-08,41.33880341880342
2023-09-09,7.820854700854701
2023-09-10,8.938119658119659
2023-09-11,33.51794871794872
2023-09-12,42.45606837606838
2023-09-13,44.690598290598295
2023-09-14,51.39418803418804
2023-09-15,59.215042735042736
2023-09-16,12.289914529914531
2023-09-17,10.055384615384616
2023-09-18,48.04239316239317
2023-09-19,68.1531623931624
2023-09-20,75.9740170940171
2023-09-21,91.6157264957265
2023-09-22,102.78837606837608
2023-09-23,25.69709401709402
2023-09-24,22.345299145299148
2023-09-25,75.9740170940171
2023-09-26,86.02940170940171
2023-09-27,96.08478632478634
2023-09-28,98.31931623931625
2023-09-29,105.022905982906
2023-09-30,25.69709401709402
2023-10-01,22.345299145299148
2023-10-02,87.14666666666668
2023-10-03,94.96752136752137
2023-10-04,98.31931623931625
2023-10-05,111.72649572649573
2023-10-06,99.4365811965812
2023-10-07,24.579829059829063
2023-10-08,21.22803418803419
2023-10-09,56.98051282051282
2023-10-10,80.44307692307693
2023-10-11,81.56034188034188
2023-10-12,92.73299145299146
2023-10-13,92.73299145299146
2023-10-14,23.462564102564105
2023-10-15,20.110769230769233
2023-10-16,74.85675213675214
2023-10-17,89.38119658119659
2023-10-18,83.7948717948718
2023-10-19,90.49846153846154
2023-10-20,97.20205128205129
2023-10-21,23.462564102564105
2023-10-22,22.345299145299148
2023-10-23,73.73948717948718
2023-10-24,87.14666666666668
2023-10-25,86.02940170940171
2023-10-26,84.91213675213676
2023-10-27,91.6157264957265
2023-10-28,22.345299145299148
2023-10-29,17.876239316239317
2023-10-30,71.50495726495727
2023-10-31,71.50495726495727
2023-11-01,74.85675213675214
2023-11-02,81.56034188034188
2023-11-03,89.38119658119659
2023-11-04,22.345299145299148
2023-11-05,20.110769230769233
2023-11-06,65.91863247863249
2023-11-07,64.80136752136752
2023-11-08,81.56034188034188
2023-11-09,82.67760683760685
2023-11-10,63.68410256410257
2023-11-11,20.110769230769233
2023-11-12,17.876239316239317
2023-11-13,62.56683760683761
2023-11-14,68.1531623931624
2023-11-15,72.62222222222222
2023-11-16,73.73948717948718
2023-11-17,111.72649572649573
2023-11-18,22.345299145299148
2023-11-19,17.876239316239317
2023-11-20,42.45606837606838
2023-11-21,48.04239316239317
2023-11-22,22.345299145299148
2023-11-23,16.75897435897436
2023-11-24,14.524444444444445
2023-11-25,14.524444444444445
2023-11-26,13.407179487179487
2023-11-27,45.80786324786325
2023-11-28,54.745982905982906
2023-11-29,54.745982905982906
2023-11-30,59.215042735042736
2023-12-01,67.03589743589744
2023-12-02,18.993504273504275
2023-12-03,16.75897435897436
2023-12-04,44.690598290598295
2023-12-05,53.62871794871795
2023-12-06,53.62871794871795
2023-12-07,58.09777777777778
2023-12-08,63.68410256410257
2023-12-09,17.876239316239317
2023-12-10,15.641709401709402
2023-12-11,49.159658119658125
2023-12-12,51.39418803418804
2023-12-13,54.745982905982906
2023-12-14,61.44957264957265
2023-12-15,67.03589743589744
2023-12-16,20.110769230769233
2023-12-17,15.641709401709402
2023-12-18,45.80786324786325
2023-12-19,50.27692307692308
2023-12-20,46.92512820512821
2023-12-21,36.86974358974359
2023-12-22,26.925345559517744
2023-12-23,15.63135065376125
2023-12-24,13.31247093451067
2023-12-25,13.31247093451067
2023-12-26,11.293994905756495
2023-12-27,9.8341513556348
2023-12-28,10.134555046131206
2023-12-29,8.975115186505915
2023-12-30,8.674711496009511
2023-12-31,9.275518877002321
2024-01-01,10.43495873662761
2024-01-02,14.47191079413596
2024-01-03,22.287586121016588
2024-01-04,26.62494186902134
2024-01-05,32.42214116714779
2024-01-06,10.99359121526009
2024-01-07,10.134555046131206
2024-01-08,30.962297617026096
2024-01-09,33.58158102677308
2024-01-10,37.05990060564895
2024-01-11,39.93741280353201
2024-01-12,44.87557593252958
2024-01-13,12.453434765381786
2024-01-14,12.15303107488538
2024-01-15,10.99359121526009
2024-01-16,24.60646584026717
2024-01-17,32.42214116714779
2024-01-18,37.05990060564895
2024-01-19,36.759496915152546
2024-01-20,14.171507103639556
2024-01-21,12.01614761985623
2024-01-22,31.84279119261901
2024-01-23,36.04844285956869
2024-01-24,42.65732405048961
2024-01-25,45.06055357446086
2024-01-26,48.06459047942492
2024-01-27,14.419377143827475
2024-01-28,11.415340238863418
2024-01-29,34.846828097583064
2024-01-30,43.85893881247524
2024-01-31,44.45974619346805
2024-02-01,46.262168336446486
2024-02-02,48.06459047942492
2024-02-03,14.419377143827475
2024-02-04,13.217762381841853
2024-02-05,35.447635478575876
2024-02-06,37.850865002547124
2024-02-07,39.05247976453275
2024-02-08,39.05247976453275
2024-02-09,45.06055357446086
2024-02-10,13.818569762834665
2024-02-11,12.61695500084904
2024-02-12,33.64521333559745
2024-02-13,39.05247976453275
2024-02-14,39.65328714552556
2024-02-15,45.661360955453674
2024-02-16,39.65328714552556
2024-02-17,14.419377143827475
2024-02-18,12.01614761985623
2024-02-19,15.020184524820287
2024-02-20,30.040369049640574
2024-02-21,32.44359857361182
2024-02-22,34.846828097583064
2024-02-23,42.05651666949681
2024-02-24,12.01614761985623
2024-02-25,10.213725476877796
2024-02-26,28.83875428765495
2024-02-27,36.6492502405615
2024-02-28,38.451672383539936
2024-02-29,36.6492502405615
2024-03-01,44.45974619346805
2024-03-02,12.01614761985623
2024-03-03,9.612918095884984
2024-03-04,30.040369049640574
2024-03-05,31.84279119261901
2024-03-06,33.64521333559745
2024-03-07,35.447635478575876
2024-03-08,33.64521333559745
2024-03-09,10.814532857870606
2024-03-10,9.012110714892172
2024-03-11,19.82664357276278
2024-03-12,21.028258334748404
2024-03-13,22.229873096734025
2024-03-14,24.03229523971246
2024-03-15,24.03229523971246
2024-03-16,9.012110714892172
2024-03-17,6.608881190920926
2024-03-18,19.225836191769968
2024-03-19,22.229873096734025
2024-03-20,22.830680477726837
2024-03-21,23.43148785871965
2024-03-22,25.23391000169808
2024-03-23,8.411303333899362
2024-03-24,7.209688571913738
2024-03-25,15.020184524820287
2024-03-26,15.6209919058131
2024-03-27,18.024221429784344
2024-03-28,19.225836191769968
2024-03-29,9.612918095884984
2024-03-30,6.008073809928115
2024-03-31,4.205651666949681
2024-04-01,10.213725476877796
2024-04-02,12.61695500084904
2024-04-03,15.6209919058131
2024-04-04,16.822606667798723
2024-04-05,16.822606667798723
2024-04-06,4.806459047942492
2024-04-07,5.407266428935303
2024-04-08,13.217762381841853
2024-04-09,16.822606667798723
2024-04-10,19.225836191769968
2024-04-11,20.427450953755592
2024-04-12,22.229873096734025
2024-04-13,6.008073809928115
2024-04-14,5.407266428935303
2024-04-15,15.020184524820287
2024-04-16,16.822606667798723
2024-04-17,16.822606667798723
2024-04-18,18.625028810777156
2024-04-19,19.82664357276278
2024-04-20,6.008073809928115
2024-04-21,5.407266428935303
2024-04-22,15.020184524820287
2024-04-23,16.822606667798723
2024-04-24,16.822606667798723
2024-04-25,16.822606667798723
2024-04-26,20.427450953755592
2024-04-27,6.008073809928115
2024-04-28,4.205651666949681
2024-04-29,16.22179928680591
2024-04-30,16.822606667798723
2024-05-01,18.024221429784344
2024-05-02,18.625028810777156
2024-05-03,21.028258334748404
2024-05-04,4.806459047942492
2024-05-05,4.806459047942492
2024-05-06,16.22179928680591
2024-05-07,18.024221429784344
2024-05-08,18.024221429784344
2024-05-09,18.024221429784344
2024-05-10,18.024221429784344
2024-05-11,5.407266428935303
2024-05-12,4.205651666949681
2024-05-13,15.020184524820287
2024-05-14,18.625028810777156
2024-05-15,16.22179928680591
2024-05-16,18.024221429784344
2024-05-17,17.423414048791532
2024-05-18,4.806459047942492
2024-05-19,4.806459047942492
2024-05-20,13.217762381841853
2024-05-21,13.217762381841853
2024-05-22,13.217762381841853
2024-05-23,12.61695500084904
2024-05-24,10.814532857870606
2024-05-25,4.205651666949681
2024-05-26,4.205651666949681
2024-05-27,4.205651666949681
2024-05-28,8.411303333899362
2024-05-29,9.612918095884984
2024-05-30,9.012110714892172
2024-05-31,9.612918095884984
2024-06-01,4.205651666949681
2024-06-02,3.0040369049640576
2024-06-03,7.81049595290655
2024-06-04,8.411303333899362
2024-06-05,7.209688571913738
2024-06-06,7.81049595290655
2024-06-07,6.608881190920926
2024-06-08,3.604844285956869
2024-06-09,3.0040369049640576
2024-06-10,5.407266428935303
2024-06-11,5.407266428935303
2024-06-12,5.407266428935303
2024-06-13,4.806459047942492
2024-06-14,3.604844285956869
2024-06-15,3.0040369049640576
2024-06-16,2.403229523971246
2024-06-17,3.604844285956869
2024-06-18,4.205651666949681
2024-06-19,2.403229523971246
2024-06-20,3.0040369049640576
2024-06-21,3.0040369049640576
2024-06-22,3.0040369049640576
2024-06-23,1.8024221429784344
2024-06-24,2.403229523971246
2024-06-25,3.604844285956869
2024-06-26,3.604844285956869
2024-06-27,3.0040369049640576
2024-06-28,2.403229523971246
2024-06-29,3.0040369049640576
2024-06-30,3.604844285956869
2024-07-01,2.403229523971246
2024-07-02,3.0040369049640576
2024-07-03,3.0040369049640576
2024-07-04,3.0040369049640576
2024-07-05,3.0040369049640576
2024-07-06,1.8024221429784344
2024-07-07,3.0040369049640576
2024-07-08,3.0040369049640576
2024-07-09,2.403229523971246
2024-07-10,3.604844285956869
2024-07-11,3.0040369049640576
2024-07-12,3.604844285956869
2024-07-13,2.403229523971246
2024-07-14,3.0040369049640576
2024-07-15,1.8024221429784344
2024-07-16,2.403229523971246
2024-07-17,3.0040369049640576
2024-07-18,3.0040369049640576
2024-07-19,1.8024221429784344
2024-07-20,2.403229523971246
2024-07-21,2.403229523971246
2024-07-22,2.403229523971246
2024-07-23,3.0040369049640576
2024-07-24,3.0040369049640576
2024-07-25,3.604844285956869
2024-07-26,3.0040369049640576
2024-07-27,2.403229523971246
2024-07-28,3.604844285956869
2024-07-29,2.403229523971246
2024-07-30,3.0040369049640576
2024-07-31,2.403229523971246
2024-08-01,3.0040369049640576
2024-08-02,3.0040369049640576
2024-08-03,3.604844285956869
2024-08-04,3.604844285956869
2024-08-05,4.205651666949681
2024-08-06,4.205651666949681
2024-08-07,4.806459047942492
2024-08-08,6.008073809928115
2024-08-09,6.008073809928115
2024-08-10,3.604844285956869
2024-08-11,3.604844285956869
2024-08-12,6.008073809928115
2024-08-13,8.411303333899362
2024-08-14,10.213725476877796
2024-08-15,12.01614761985623
2024-08-16,14.419377143827475
2024-08-17,3.604844285956869
2024-08-18,4.018406664634967
2024-08-19,14.393116688764213
2024-08-20,17.031417074119933
2024-08-21,17.031417074119933
2024-08-22,19.190822251685617
2024-08-23,23.988527814607025
2024-08-24,4.797705562921404
2024-08-25,5.577004461207842
2024-08-26,19.97012114997206
2024-08-27,23.209228916320587
2024-08-28,23.988527814607025
2024-08-29,25.847529301676303
2024-08-30,26.927231890459147
2024-08-31,7.736409638773528
2024-09-01,7.436005948277122
2024-09-02,6.35630335949428
2024-09-03,21.049823738754903
2024-09-04,30.64523486459771
2024-09-05,35.44294042751911
2024-09-06,44.73794786286552
2024-09-07,12.534115201694934
2024-09-08,10.675113714625653
2024-09-09,34.66364152923268
2024-09-10,38.860539711161266
2024-09-11,43.95864896457908
2024-09-12,50.61535601456977
2024-09-13,60.21076714041257
2024-09-14,17.33182076461634
2024-09-15,12.233711511198528
2024-09-16,44.259052655075486
2024-09-17,57.46742493480381
