Time,craigslist
2022-11-30,58.51999999999999
2022-12-01,63.83999999999999
2022-12-02,54.71999999999999
2022-12-03,66.11999999999999
2022-12-04,67.63999999999999
2022-12-05,57.75999999999999
2022-12-06,58.51999999999999
2022-12-07,56.99999999999999
2022-12-08,59.279999999999994
2022-12-09,56.239999999999995
2022-12-10,61.559999999999995
2022-12-11,62.31999999999999
2022-12-12,55.47999999999999
2022-12-13,56.99999999999999
2022-12-14,55.47999999999999
2022-12-15,58.51999999999999
2022-12-16,56.239999999999995
2022-12-17,62.31999999999999
2022-12-18,60.79999999999999
2022-12-19,57.75999999999999
2022-12-20,59.279999999999994
2022-12-21,59.279999999999994
2022-12-22,56.99999999999999
2022-12-23,56.99999999999999
2022-12-24,53.199999999999996
2022-12-25,52.43999999999999
2022-12-26,65.35999999999999
2022-12-27,67.63999999999999
2022-12-28,66.11999999999999
2022-12-29,69.16
2022-12-30,66.11999999999999
2022-12-31,63.83999999999999
2023-01-01,60.03999999999999
2023-01-02,70.67999999999999
2023-01-03,60.79999999999999
2023-01-04,64.6
2023-01-05,62.31999999999999
2023-01-06,62.31999999999999
2023-01-07,69.16
2023-01-08,70.67999999999999
2023-01-09,62.31999999999999
2023-01-10,61.559999999999995
2023-01-11,60.79999999999999
2023-01-12,61.559999999999995
2023-01-13,60.03999999999999
2023-01-14,68.39999999999999
2023-01-15,67.63999999999999
2023-01-16,69.16
2023-01-17,64.6
2023-01-18,58.51999999999999
2023-01-19,60.79999999999999
2023-01-20,59.279999999999994
2023-01-21,67.63999999999999
2023-01-22,68.39999999999999
2023-01-23,63.07999999999999
2023-01-24,63.07999999999999
2023-01-25,62.31999999999999
2023-01-26,61.559999999999995
2023-01-27,61.559999999999995
2023-01-28,66.11999999999999
2023-01-29,69.16
2023-01-30,63.07999999999999
2023-01-31,64.6
2023-02-01,62.31999999999999
2023-02-02,60.79999999999999
2023-02-03,64.6
2023-02-04,69.91999999999999
2023-02-05,67.63999999999999
2023-02-06,61.559999999999995
2023-02-07,62.31999999999999
2023-02-08,63.83999999999999
2023-02-09,59.279999999999994
2023-02-10,62.31999999999999
2023-02-11,69.16
2023-02-12,65.35999999999999
2023-02-13,56.239999999999995
2023-02-14,56.99999999999999
2023-02-15,62.31999999999999
2023-02-16,63.83999999999999
2023-02-17,65.35999999999999
2023-02-18,69.16
2023-02-19,67.63999999999999
2023-02-20,67.63999999999999
2023-02-21,63.07999999999999
2023-02-22,63.07999999999999
2023-02-23,66.11999999999999
2023-02-24,66.88
2023-02-25,68.39999999999999
2023-02-26,72.96
2023-02-27,64.6
2023-02-28,64.6
2023-03-01,62.31999999999999
2023-03-02,63.83999999999999
2023-03-03,62.31999999999999
2023-03-04,69.91999999999999
2023-03-05,69.91999999999999
2023-03-06,62.31999999999999
2023-03-07,65.35999999999999
2023-03-08,62.31999999999999
2023-03-09,64.6
2023-03-10,63.07999999999999
2023-03-11,69.91999999999999
2023-03-12,69.91999999999999
2023-03-13,62.31999999999999
2023-03-14,61.559999999999995
2023-03-15,58.51999999999999
2023-03-16,60.79999999999999
2023-03-17,60.79999999999999
2023-03-18,66.88
2023-03-19,66.88
2023-03-20,60.03999999999999
2023-03-21,63.07999999999999
2023-03-22,60.79999999999999
2023-03-23,60.03999999999999
2023-03-24,59.279999999999994
2023-03-25,66.88
2023-03-26,66.88
2023-03-27,61.559999999999995
2023-03-28,61.559999999999995
2023-03-29,59.279999999999994
2023-03-30,60.79999999999999
2023-03-31,60.03999999999999
2023-04-01,69.16
2023-04-02,69.16
2023-04-03,63.07999999999999
2023-04-04,57.75999999999999
2023-04-05,59.279999999999994
2023-04-06,58.51999999999999
2023-04-07,63.07999999999999
2023-04-08,66.11999999999999
2023-04-09,63.07999999999999
2023-04-10,62.31999999999999
2023-04-11,62.31999999999999
2023-04-12,62.31999999999999
2023-04-13,63.83999999999999
2023-04-14,60.79999999999999
2023-04-15,67.63999999999999
2023-04-16,69.16
2023-04-17,58.51999999999999
2023-04-18,59.279999999999994
2023-04-19,59.279999999999994
2023-04-20,59.279999999999994
2023-04-21,61.559999999999995
2023-04-22,71.43999999999998
2023-04-23,68.39999999999999
2023-04-24,59.279999999999994
2023-04-25,62.31999999999999
2023-04-26,59.51159515951595
2023-04-27,59.15598093142647
2023-04-28,62.09843784378437
2023-04-29,66.8677374404107
2023-04-30,67.60335166850018
2023-05-01,60.24720938760542
2023-05-02,60.24720938760542
2023-05-03,58.77598093142647
2023-05-04,56.94913824715805
2023-05-05,57.68475247524752
2023-05-06,64.66089475614228
2023-05-07,63.18966629996332
2023-05-08,62.09843784378437
2023-05-09,60.62720938760542
2023-05-10,59.891595159515944
2023-05-11,59.51159515951595
2023-05-12,59.15598093142647
2023-05-13,63.569666299963316
2023-05-14,63.569666299963316
2023-05-15,61.71843784378437
2023-05-16,59.51159515951595
2023-05-17,59.891595159515944
2023-05-18,60.62720938760542
2023-05-19,60.9828236156949
2023-05-20,66.13212321232123
2023-05-21,69.07458012467913
2023-05-22,58.77598093142647
2023-05-23,61.71843784378437
2023-05-24,63.18966629996332
2023-05-25,60.9828236156949
2023-05-26,58.320733406673995
2023-05-27,65.4330179684635
2023-05-28,66.8554748808214
2023-05-29,68.98916024935826
2023-05-30,64.72178951228456
2023-05-31,59.743190319031896
2023-06-01,58.320733406673995
2023-06-02,61.87687568756875
2023-06-03,67.56670333700036
2023-06-04,68.2779317931793
2023-06-05,61.87687568756875
2023-06-06,59.031961862852945
2023-06-07,58.320733406673995
2023-06-08,60.45441877521085
2023-06-09,61.87687568756875
2023-06-10,71.12284561789511
2023-06-11,66.8554748808214
2023-06-12,61.1656472313898
2023-06-13,63.29933259992665
2023-06-14,61.87687568756875
2023-06-15,61.1656472313898
2023-06-16,60.45441877521085
2023-06-17,64.0105610561056
2023-06-18,61.87687568756875
2023-06-19,62.5881041437477
2023-06-20,61.87687568756875
2023-06-21,60.45441877521085
2023-06-22,55.47581958195819
2023-06-23,60.45441877521085
2023-06-24,61.1656472313898
2023-06-25,67.56670333700036
2023-06-26,64.0105610561056
2023-06-27,62.5881041437477
2023-06-28,58.320733406673995
2023-06-29,59.031961862852945
2023-06-30,57.609504950495044
2023-07-01,62.5881041437477
2023-07-02,65.4330179684635
2023-07-03,62.5881041437477
2023-07-04,61.87687568756875
2023-07-05,57.609504950495044
2023-07-06,61.87687568756875
2023-07-07,61.87687568756875
2023-07-08,66.14424642464246
2023-07-09,65.4330179684635
2023-07-10,59.743190319031896
2023-07-11,58.320733406673995
2023-07-12,56.18704803813714
2023-07-13,58.320733406673995
2023-07-14,56.89827649431609
2023-07-15,66.8554748808214
2023-07-16,64.0105610561056
2023-07-17,60.45441877521085
2023-07-18,61.1656472313898
2023-07-19,64.0105610561056
2023-07-20,59.743190319031896
2023-07-21,58.320733406673995
2023-07-22,66.14424642464246
2023-07-23,62.5881041437477
2023-07-24,61.1656472313898
2023-07-25,63.29933259992665
2023-07-26,61.87687568756875
2023-07-27,61.1656472313898
2023-07-28,60.45441877521085
2023-07-29,68.98916024935826
2023-07-30,59.031961862852945
2023-07-31,59.743190319031896
2023-08-01,59.031961862852945
2023-08-02,59.743190319031896
2023-08-03,59.031961862852945
2023-08-04,63.29933259992665
2023-08-05,62.5881041437477
2023-08-06,64.0105610561056
2023-08-07,61.87687568756875
2023-08-08,60.45441877521085
2023-08-09,57.609504950495044
2023-08-10,58.320733406673995
2023-08-11,58.320733406673995
2023-08-12,62.5881041437477
2023-08-13,61.87687568756875
2023-08-14,59.031961862852945
2023-08-15,58.320733406673995
2023-08-16,57.609504950495044
2023-08-17,57.609504950495044
2023-08-18,59.031961862852945
2023-08-19,61.87687568756875
2023-08-20,62.5881041437477
2023-08-21,59.743190319031896
2023-08-22,56.89827649431609
2023-08-23,56.89827649431609
2023-08-24,55.47581958195819
2023-08-25,54.76459112577924
2023-08-26,59.031961862852945
2023-08-27,60.45441877521085
2023-08-28,54.05336266960029
2023-08-29,54.05336266960029
2023-08-30,53.34213421342134
2023-08-31,55.47581958195819
2023-09-01,54.05336266960029
2023-09-02,55.47581958195819
2023-09-03,59.743190319031896
2023-09-04,61.87687568756875
2023-09-05,54.05336266960029
2023-09-06,53.34213421342134
2023-09-07,53.34213421342134
2023-09-08,51.20844884488448
2023-09-09,58.320733406673995
2023-09-10,57.609504950495044
2023-09-11,54.05336266960029
2023-09-12,51.20844884488448
2023-09-13,56.18704803813714
2023-09-14,51.91967730106343
2023-09-15,52.63090575724238
2023-09-16,56.89827649431609
2023-09-17,55.47581958195819
2023-09-18,52.63090575724238
2023-09-19,51.91967730106343
2023-09-20,52.63090575724238
2023-09-21,53.34213421342134
2023-09-22,53.34213421342134
2023-09-23,56.89827649431609
2023-09-24,56.89827649431609
2023-09-25,52.63090575724238
2023-09-26,53.34213421342134
2023-09-27,51.20844884488448
2023-09-28,52.63090575724238
2023-09-29,49.78599193252658
2023-09-30,55.47581958195819
2023-10-01,54.76459112577924
2023-10-02,51.20844884488448
2023-10-03,51.20844884488448
2023-10-04,50.49722038870553
2023-10-05,49.78599193252658
2023-10-06,51.20844884488448
2023-10-07,54.05336266960029
2023-10-08,53.34213421342134
2023-10-09,52.63090575724238
2023-10-10,49.07476347634763
2023-10-11,49.07476347634763
2023-10-12,47.652306563989725
2023-10-13,47.652306563989725
2023-10-14,53.34213421342134
2023-10-15,57.609504950495044
2023-10-16,51.20844884488448
2023-10-17,49.78599193252658
2023-10-18,49.07476347634763
2023-10-19,49.78599193252658
2023-10-20,49.07476347634763
2023-10-21,53.34213421342134
2023-10-22,56.89827649431609
2023-10-23,51.20844884488448
2023-10-24,52.63090575724238
2023-10-25,49.78599193252658
2023-10-26,49.07476347634763
2023-10-27,47.652306563989725
2023-10-28,52.63090575724238
2023-10-29,49.78599193252658
2023-10-30,49.07476347634763
2023-10-31,49.07476347634763
2023-11-01,47.652306563989725
2023-11-02,49.78599193252658
2023-11-03,48.363535020168676
2023-11-04,52.63090575724238
2023-11-05,53.34213421342134
2023-11-06,51.20844884488448
2023-11-07,50.49722038870553
2023-11-08,48.363535020168676
2023-11-09,51.20844884488448
2023-11-10,52.63090575724238
2023-11-11,51.20844884488448
2023-11-12,52.63090575724238
2023-11-13,49.07476347634763
2023-11-14,48.363535020168676
2023-11-15,48.363535020168676
2023-11-16,48.363535020168676
2023-11-17,49.07476347634763
2023-11-18,52.63090575724238
2023-11-19,53.34213421342134
2023-11-20,48.363535020168676
2023-11-21,48.363535020168676
2023-11-22,46.941078107810775
2023-11-23,45.51862119545287
2023-11-24,47.652306563989725
2023-11-25,51.91967730106343
2023-11-26,53.34213421342134
2023-11-27,45.51862119545287
2023-11-28,47.652306563989725
2023-11-29,44.09616428309497
2023-11-30,46.229849651631824
2023-12-01,46.229849651631824
2023-12-02,51.20844884488448
2023-12-03,49.07476347634763
2023-12-04,46.941078107810775
2023-12-05,48.363535020168676
2023-12-06,48.363535020168676
2023-12-07,44.80739273927392
2023-12-08,44.09616428309497
2023-12-09,50.49722038870553
2023-12-10,52.63090575724238
2023-12-11,46.941078107810775
2023-12-12,45.51862119545287
2023-12-13,44.80739273927392
2023-12-14,44.80739273927392
2023-12-15,45.51862119545287
2023-12-16,48.363535020168676
2023-12-17,49.07476347634763
2023-12-18,45.51862119545287
2023-12-19,45.51862119545287
2023-12-20,46.941078107810775
2023-12-21,47.652306563989725
2023-12-22,46.79975575679938
2023-12-23,49.53284282100526
2023-12-24,44.0666686925935
2023-12-25,42.569062145305764
2023-12-26,51.29257539866259
2023-12-27,49.794968851374854
2023-12-28,50.412709109833926
2023-12-29,51.29257539866259
2023-12-30,51.29257539866259
2023-12-31,47.67962204562805
2024-01-01,47.41749601525845
2024-01-02,50.05709488174445
2024-01-03,51.91031565712166
2024-01-04,48.91510256254619
2024-01-05,48.297362304087116
2024-01-06,52.52805591558074
2024-01-07,50.412709109833926
2024-01-08,45.56427523988124
2024-01-09,46.79975575679938
2024-01-10,46.182015498340306
2024-01-11,45.56427523988124
2024-01-12,46.444141528709906
2024-01-13,49.794968851374854
2024-01-14,48.297362304087116
2024-01-15,47.06188178716897
2024-01-16,46.79975575679938
2024-01-17,45.56427523988124
2024-01-18,42.83118817567536
2024-01-19,45.56427523988124
2024-01-20,51.29257539866259
2024-01-21,50.328197830962324
2024-01-22,46.65843340578798
2024-01-23,46.134181345048795
2024-01-24,44.56142516283122
2024-01-25,46.65843340578798
2024-01-26,40.891660737656885
2024-01-27,43.51292104135284
2024-01-28,42.988668980613646
2024-01-29,37.22189631248255
2024-01-30,39.31890455543931
2024-01-31,37.74614837322174
2024-02-01,37.22189631248255
2024-02-02,37.22189631248255
2024-02-03,41.940164859135265
2024-02-04,42.46441691987446
2024-02-05,36.697644251743355
2024-02-06,41.41591279839608
2024-02-07,37.74614837322174
2024-02-08,37.22189631248255
2024-02-09,37.74614837322174
2024-02-10,42.988668980613646
2024-02-11,39.31890455543931
2024-02-12,34.07638394804741
2024-02-13,37.22189631248255
2024-02-14,38.27040043396093
2024-02-15,37.22189631248255
2024-02-16,38.794652494700124
2024-02-17,44.037173102092034
2024-02-18,45.6099292843096
2024-02-19,43.51292104135284
2024-02-20,40.891660737656885
2024-02-21,39.843156616178504
2024-02-22,39.31890455543931
2024-02-23,38.794652494700124
2024-02-24,45.085677223570414
2024-02-25,42.988668980613646
2024-02-26,39.31890455543931
2024-02-27,37.74614837322174
2024-02-28,38.27040043396093
2024-02-29,39.843156616178504
2024-03-01,38.27040043396093
2024-03-02,42.988668980613646
2024-03-03,42.46441691987446
2024-03-04,37.22189631248255
2024-03-05,39.31890455543931
2024-03-06,37.74614837322174
2024-03-07,38.794652494700124
2024-03-08,37.22189631248255
2024-03-09,43.51292104135284
2024-03-10,44.037173102092034
2024-03-11,37.22189631248255
2024-03-12,39.31890455543931
2024-03-13,37.74614837322174
2024-03-14,36.17339219100417
2024-03-15,38.27040043396093
2024-03-16,42.46441691987446
2024-03-17,44.56142516283122
2024-03-18,39.843156616178504
2024-03-19,38.27040043396093
2024-03-20,36.697644251743355
2024-03-21,37.22189631248255
2024-03-22,36.697644251743355
2024-03-23,42.988668980613646
2024-03-24,44.037173102092034
2024-03-25,36.697644251743355
2024-03-26,37.22189631248255
2024-03-27,38.27040043396093
2024-03-28,38.794652494700124
2024-03-29,37.22189631248255
2024-03-30,39.31890455543931
2024-03-31,37.74614837322174
2024-04-01,38.27040043396093
2024-04-02,38.794652494700124
2024-04-03,38.27040043396093
2024-04-04,37.22189631248255
2024-04-05,37.22189631248255
2024-04-06,40.3674086769177
2024-04-07,39.843156616178504
2024-04-08,34.07638394804741
2024-04-09,36.17339219100417
2024-04-10,37.74614837322174
2024-04-11,35.649140130264975
2024-04-12,38.27040043396093
2024-04-13,40.3674086769177
2024-04-14,41.41591279839608
2024-04-15,36.697644251743355
2024-04-16,37.22189631248255
2024-04-17,38.27040043396093
2024-04-18,35.12488806952579
2024-04-19,35.649140130264975
2024-04-20,41.940164859135265
2024-04-21,42.46441691987446
2024-04-22,36.697644251743355
2024-04-23,38.27040043396093
2024-04-24,36.697644251743355
2024-04-25,37.22189631248255
2024-04-26,37.22189631248255
2024-04-27,40.891660737656885
2024-04-28,43.51292104135284
2024-04-29,36.697644251743355
2024-04-30,39.31890455543931
2024-05-01,34.600636008786594
2024-05-02,36.697644251743355
2024-05-03,37.22189631248255
2024-05-04,39.843156616178504
2024-05-05,38.794652494700124
2024-05-06,37.74614837322174
2024-05-07,36.697644251743355
2024-05-08,36.17339219100417
2024-05-09,37.22189631248255
2024-05-10,36.697644251743355
2024-05-11,38.27040043396093
2024-05-12,38.794652494700124
2024-05-13,37.22189631248255
2024-05-14,37.74614837322174
2024-05-15,36.17339219100417
2024-05-16,35.12488806952579
2024-05-17,35.649140130264975
2024-05-18,39.843156616178504
2024-05-19,41.940164859135265
2024-05-20,36.17339219100417
2024-05-21,37.22189631248255
2024-05-22,36.17339219100417
2024-05-23,38.794652494700124
2024-05-24,37.22189631248255
2024-05-25,40.891660737656885
2024-05-26,38.27040043396093
2024-05-27,41.41591279839608
2024-05-28,36.17339219100417
2024-05-29,38.27040043396093
2024-05-30,39.31890455543931
2024-05-31,37.22189631248255
2024-06-01,41.41591279839608
2024-06-02,41.940164859135265
2024-06-03,36.17339219100417
2024-06-04,38.794652494700124
2024-06-05,38.27040043396093
2024-06-06,37.74614837322174
2024-06-07,36.17339219100417
2024-06-08,40.3674086769177
2024-06-09,39.843156616178504
2024-06-10,39.843156616178504
2024-06-11,38.794652494700124
2024-06-12,38.27040043396093
2024-06-13,38.27040043396093
2024-06-14,37.22189631248255
2024-06-15,38.794652494700124
2024-06-16,37.22189631248255
2024-06-17,39.843156616178504
2024-06-18,35.649140130264975
2024-06-19,39.843156616178504
2024-06-20,36.697644251743355
2024-06-21,38.27040043396093
2024-06-22,38.27040043396093
2024-06-23,39.31890455543931
2024-06-24,37.74614837322174
2024-06-25,38.794652494700124
2024-06-26,34.600636008786594
2024-06-27,36.17339219100417
2024-06-28,35.649140130264975
2024-06-29,38.27040043396093
2024-06-30,39.31890455543931
2024-07-01,38.27040043396093
2024-07-02,38.794652494700124
2024-07-03,36.697644251743355
2024-07-04,37.22189631248255
2024-07-05,37.74614837322174
2024-07-06,40.891660737656885
2024-07-07,38.27040043396093
2024-07-08,37.74614837322174
2024-07-09,36.697644251743355
2024-07-10,36.17339219100417
2024-07-11,35.649140130264975
2024-07-12,36.17339219100417
2024-07-13,39.31890455543931
2024-07-14,33.552131887308214
2024-07-15,37.22189631248255
2024-07-16,36.17339219100417
2024-07-17,37.74614837322174
2024-07-18,36.697644251743355
2024-07-19,35.649140130264975
2024-07-20,37.22189631248255
2024-07-21,38.27040043396093
2024-07-22,37.22189631248255
2024-07-23,37.74614837322174
2024-07-24,36.697644251743355
2024-07-25,36.697644251743355
2024-07-26,35.12488806952579
2024-07-27,36.697644251743355
2024-07-28,37.74614837322174
2024-07-29,34.600636008786594
2024-07-30,36.697644251743355
2024-07-31,35.649140130264975
2024-08-01,35.12488806952579
2024-08-02,35.12488806952579
2024-08-03,37.22189631248255
2024-08-04,38.794652494700124
2024-08-05,34.600636008786594
2024-08-06,35.649140130264975
2024-08-07,36.697644251743355
2024-08-08,34.600636008786594
2024-08-09,34.600636008786594
2024-08-10,37.22189631248255
2024-08-11,38.27040043396093
2024-08-12,36.697644251743355
2024-08-13,36.697644251743355
2024-08-14,35.649140130264975
2024-08-15,37.22189631248255
2024-08-16,35.12488806952579
2024-08-17,38.27040043396093
2024-08-18,38.629192564461995
2024-08-19,34.15455299625333
2024-08-20,33.96223433308221
2024-08-21,34.15455299625333
2024-08-22,35.06344238333475
2024-08-23,34.15455299625333
2024-08-24,37.07353982066873
2024-08-25,37.72030317738057
2024-08-26,35.06344238333475
2024-08-27,34.60899768979404
2024-08-28,34.60899768979404
2024-08-29,32.59890025246006
2024-08-30,34.416679026622916
2024-08-31,35.255761046505874
2024-09-01,35.71020574004659
2024-09-02,37.26585848383985
2024-09-03,34.60899768979404
2024-09-04,33.05334494600078
2024-09-05,32.40658158928894
2024-09-06,31.49769220220751
2024-09-07,33.05334494600078
2024-09-08,33.96223433308221
2024-09-09,32.40658158928894
2024-09-10,31.49769220220751
2024-09-11,32.40658158928894
2024-09-12,33.507789639541485
2024-09-13,32.40658158928894
2024-09-14,36.1646504335873
2024-09-15,31.952136895748225
2024-09-16,31.49769220220751
2024-09-17,32.69417273909029
2024-09-18,31.54026076006357
2024-09-19,31.54026076006357
2024-09-20,30.386348781036855
2024-09-21,37.694457981539394
2024-09-22,34.232722044459244
2024-09-23,31.92489808640581
2024-09-24,31.54026076006357
2024-09-25,29.23243680201014
2024-09-26,30.001711454694618
2024-09-27,29.617074128352378
2024-09-28,33.463447391774764
2024-09-29,31.155623433721335
2024-09-30,28.8477994756679
2024-10-01,28.46316214932566
2024-10-02,30.770986107379095
2024-10-03,30.386348781036855
2024-10-04,28.8477994756679
2024-10-05,32.69417273909029
2024-10-06,31.54026076006357
2024-10-07,30.386348781036855
