Time,popeyes
2022-08-30,34.780381254964254
2022-08-31,32.0460683081811
2022-09-01,34.780381254964254
2022-09-02,40.057585385226375
2022-09-03,44.21763304209691
2022-09-04,45.026211278792694
2022-09-05,43.60047656870532
2022-09-06,35.08895949166005
2022-09-07,32.0460683081811
2022-09-08,34.780381254964254
2022-09-09,35.89753772835584
2022-09-10,42.29189833200953
2022-09-11,41.98332009531374
2022-09-12,31.237490071485304
2022-09-13,32.854646544876886
2022-09-14,33.16322478157268
2022-09-15,33.97180301826847
2022-09-16,37.01469420174742
2022-09-17,43.90905480540111
2022-09-18,40.86616362192216
2022-09-19,31.737490071485304
2022-09-20,35.08895949166005
2022-09-21,33.97180301826847
2022-09-22,32.0460683081811
2022-09-23,35.08895949166005
2022-09-24,42.79189833200953
2022-09-25,44.21763304209691
2022-09-26,30.928911834789517
2022-09-27,34.280381254964254
2022-09-28,33.943606036536934
2022-09-29,40.732327243844324
2022-09-30,38.263701350278
2022-10-01,41.96664019062749
2022-10-02,46.28673550436855
2022-10-03,32.0921366163622
2022-10-04,35.1779189833201
2022-10-05,34.560762509928516
2022-10-06,32.70929308975377
2022-10-07,37.029388403494835
2022-10-08,43.20095313741064
2022-10-09,45.05242255758539
2022-10-10,35.1779189833201
2022-10-11,32.70929308975377
2022-10-12,34.560762509928516
2022-10-13,35.79507545671168
2022-10-14,40.732327243844324
2022-10-15,49.37251787132645
2022-10-16,47.52104845115171
2022-10-17,33.943606036536934
2022-10-18,35.79507545671168
2022-10-19,37.029388403494835
2022-10-20,38.88085782366958
2022-10-21,40.11517077045274
2022-10-22,46.28673550436855
2022-10-23,53.692613185067515
2022-10-24,33.943606036536934
2022-10-25,40.732327243844324
2022-10-26,38.263701350278
2022-10-27,37.646544876886416
2022-10-28,38.263701350278
2022-10-29,42.58379666401906
2022-10-30,51.223987291501196
2022-10-31,36.41223193010326
2022-11-01,37.646544876886416
2022-11-02,36.41223193010326
2022-11-03,43.20095313741064
2022-11-04,46.28673550436855
2022-11-05,55.54408260524226
2022-11-06,59.24702144559174
2022-11-07,37.029388403494835
2022-11-08,38.88085782366958
2022-11-09,38.263701350278
2022-11-10,41.349483717235906
2022-11-11,45.05242255758539
2022-11-12,45.66957903097697
2022-11-13,51.223987291501196
2022-11-14,40.732327243844324
2022-11-15,41.96664019062749
2022-11-16,47.52104845115171
2022-11-17,50.606830818109614
2022-11-18,49.37251787132645
2022-11-19,53.07545671167593
2022-11-20,53.07545671167593
2022-11-21,46.28673550436855
2022-11-22,49.37251787132645
2022-11-23,54.309769658459096
2022-11-24,61.71564733915807
2022-11-25,37.646544876886416
2022-11-26,35.79507545671168
2022-11-27,41.96664019062749
2022-11-28,30.240667196187452
2022-11-29,33.32644956314535
2022-11-30,31.47498014297061
2022-12-01,36.41223193010326
2022-12-02,34.560762509928516
2022-12-03,42.58379666401906
2022-12-04,41.96664019062749
2022-12-05,32.70929308975377
2022-12-06,32.70929308975377
2022-12-07,32.70929308975377
2022-12-08,33.943606036536934
2022-12-09,34.560762509928516
2022-12-10,40.732327243844324
2022-12-11,45.66957903097697
2022-12-12,34.560762509928516
2022-12-13,31.47498014297061
2022-12-14,33.943606036536934
2022-12-15,32.70929308975377
2022-12-16,35.1779189833201
2022-12-17,40.732327243844324
2022-12-18,41.96664019062749
2022-12-19,35.79507545671168
2022-12-20,35.79507545671168
2022-12-21,40.11517077045274
2022-12-22,37.029388403494835
2022-12-23,38.88085782366958
2022-12-24,51.223987291501196
2022-12-25,48.75536139793487
2022-12-26,34.560762509928516
2022-12-27,37.029388403494835
2022-12-28,36.41223193010326
2022-12-29,37.646544876886416
2022-12-30,38.88085782366958
2022-12-31,41.96664019062749
2023-01-01,45.05242255758539
2023-01-02,36.41223193010326
2023-01-03,33.943606036536934
2023-01-04,37.029388403494835
2023-01-05,41.96664019062749
2023-01-06,40.732327243844324
2023-01-07,47.52104845115171
2023-01-08,48.13820492454329
2023-01-09,36.41223193010326
2023-01-10,35.79507545671168
2023-01-11,37.646544876886416
2023-01-12,39.49801429706116
2023-01-13,39.49801429706116
2023-01-14,45.66957903097697
2023-01-15,40.732327243844324
2023-01-16,38.88085782366958
2023-01-17,33.32644956314535
2023-01-18,33.943606036536934
2023-01-19,34.560762509928516
2023-01-20,36.41223193010326
2023-01-21,42.58379666401906
2023-01-22,41.349483717235906
2023-01-23,30.240667196187452
2023-01-24,35.79507545671168
2023-01-25,33.943606036536934
2023-01-26,34.560762509928516
2023-01-27,35.79507545671168
2023-01-28,41.96664019062749
2023-01-29,41.96664019062749
2023-01-30,29.00635424940429
2023-01-31,29.00635424940429
2023-02-01,37.646544876886416
2023-02-02,32.0921366163622
2023-02-03,33.943606036536934
2023-02-04,38.88085782366958
2023-02-05,40.11517077045274
2023-02-06,29.62351072279587
2023-02-07,29.62351072279587
2023-02-08,29.62351072279587
2023-02-09,29.62351072279587
2023-02-10,35.79507545671168
2023-02-11,40.11517077045274
2023-02-12,41.96664019062749
2023-02-13,25.303415409054807
2023-02-14,28.389197776012708
2023-02-15,32.70929308975377
2023-02-16,35.79507545671168
2023-02-17,36.41223193010326
2023-02-18,43.20095313741064
2023-02-19,51.223987291501196
2023-02-20,38.88085782366958
2023-02-21,37.029388403494835
2023-02-22,34.560762509928516
2023-02-23,33.943606036536934
2023-02-24,42.58379666401906
2023-02-25,49.37251787132645
2023-02-26,51.84114376489278
2023-02-27,37.029388403494835
2023-02-28,31.47498014297061
2023-03-01,35.1779189833201
2023-03-02,35.1779189833201
2023-03-03,37.646544876886416
2023-03-04,41.96664019062749
2023-03-05,42.58379666401906
2023-03-06,34.560762509928516
2023-03-07,32.70929308975377
2023-03-08,33.32644956314535
2023-03-09,33.32644956314535
2023-03-10,38.88085782366958
2023-03-11,42.58379666401906
2023-03-12,46.903891977760125
2023-03-13,33.943606036536934
2023-03-14,31.47498014297061
2023-03-15,35.79507545671168
2023-03-16,35.79507545671168
2023-03-17,38.263701350278
2023-03-18,40.11517077045274
2023-03-19,49.37251787132645
2023-03-20,33.943606036536934
2023-03-21,34.560762509928516
2023-03-22,33.943606036536934
2023-03-23,35.1779189833201
2023-03-24,37.646544876886416
2023-03-25,42.58379666401906
2023-03-26,42.58379666401906
2023-03-27,35.79507545671168
2023-03-28,37.646544876886416
2023-03-29,43.20095313741064
2023-03-30,43.20095313741064
2023-03-31,46.903891977760125
2023-04-01,55.54408260524226
2023-04-02,53.07545671167593
2023-04-03,40.11517077045274
2023-04-04,38.88085782366958
2023-04-05,43.818109610802225
2023-04-06,43.20095313741064
2023-04-07,48.75536139793487
2023-04-08,50.606830818109614
2023-04-09,57.395552025417
2023-04-10,37.646544876886416
2023-04-11,37.029388403494835
2023-04-12,37.646544876886416
2023-04-13,38.263701350278
2023-04-14,40.732327243844324
2023-04-15,43.818109610802225
2023-04-16,49.98967434471803
2023-04-17,34.560762509928516
2023-04-18,35.79507545671168
2023-04-19,37.029388403494835
2023-04-20,38.263701350278
2023-04-21,41.96664019062749
2023-04-22,48.13820492454329
2023-04-23,46.903891977760125
2023-04-24,34.560762509928516
2023-04-25,33.943606036536934
2023-04-26,33.546539430974086
2023-04-27,34.48837503223877
2023-04-28,36.38814712594546
2023-04-29,45.887007594478874
2023-04-30,42.087463407065506
2023-05-01,35.75488976137656
2023-05-02,38.61259834752524
2023-05-03,37.02140449051435
2023-05-04,35.75488976137656
2023-05-05,39.55443394878993
2023-05-06,43.98723550077219
2023-05-07,46.520264959047765
2023-05-08,37.02140449051435
2023-05-09,34.48837503223877
2023-05-10,35.12163239680767
2023-05-11,35.75488976137656
2023-05-12,39.55443394878993
2023-05-13,45.56232846660576
2023-05-14,45.887007594478874
2023-05-15,32.91328206640519
2023-05-16,36.38814712594546
2023-05-17,35.12163239680767
2023-05-18,36.71282625381856
2023-05-19,36.38814712594546
2023-05-20,43.66255637289908
2023-05-21,44.62049286534108
2023-05-22,33.85511766766987
2023-05-23,37.65466185508325
2023-05-24,36.71282625381856
2023-05-25,38.92117658422103
2023-05-26,39.610853600518695
2023-05-27,49.35122743671182
2023-05-28,44.805719646488356
2023-05-29,44.15636139074215
2023-05-30,36.36406232178766
2023-05-31,38.31213708902628
2023-06-01,37.013420577533864
2023-06-02,40.90957011201111
2023-06-03,47.403152669473194
2023-06-04,46.10443615798077
2023-06-05,37.66277883328007
2023-06-06,36.36406232178766
2023-06-07,40.2602118562649
2023-06-08,38.96149534477249
2023-06-09,42.85764487924973
2023-06-10,46.75379441372698
2023-06-11,43.50700313499594
2023-06-12,36.36406232178766
2023-06-13,39.610853600518695
2023-06-14,38.96149534477249
2023-06-15,41.55892836775732
2023-06-16,40.90957011201111
2023-06-17,46.10443615798077
2023-06-18,50.000585692458024
2023-06-19,37.013420577533864
2023-06-20,37.66277883328007
2023-06-21,37.013420577533864
2023-06-22,35.71470406604144
2023-06-23,40.90957011201111
2023-06-24,46.10443615798077
2023-06-25,47.403152669473194
2023-06-26,36.36406232178766
2023-06-27,35.71470406604144
2023-06-28,38.96149534477249
2023-06-29,42.85764487924973
2023-06-30,40.2602118562649
2023-07-01,44.805719646488356
2023-07-02,55.195451738427685
2023-07-03,39.610853600518695
2023-07-04,54.54609348268148
2023-07-05,36.36406232178766
2023-07-06,40.90957011201111
2023-07-07,42.85764487924973
2023-07-08,46.75379441372698
2023-07-09,48.70186918096561
2023-07-10,40.2602118562649
2023-07-11,35.71470406604144
2023-07-12,38.31213708902628
2023-07-13,42.85764487924973
2023-07-14,42.208286623503525
2023-07-15,44.15636139074215
2023-07-16,46.75379441372698
2023-07-17,38.31213708902628
2023-07-18,35.71470406604144
2023-07-19,41.55892836775732
2023-07-20,39.610853600518695
2023-07-21,42.85764487924973
2023-07-22,51.94866045969665
2023-07-23,53.89673522693527
2023-07-24,51.29930220395044
2023-07-25,42.208286623503525
2023-07-26,41.55892836775732
2023-07-27,49.35122743671182
2023-07-28,44.15636139074215
2023-07-29,50.64994394820423
2023-07-30,50.64994394820423
2023-07-31,41.55892836775732
2023-08-01,39.610853600518695
2023-08-02,38.96149534477249
2023-08-03,40.90957011201111
2023-08-04,43.50700313499594
2023-08-05,47.403152669473194
2023-08-06,50.000585692458024
2023-08-07,38.31213708902628
2023-08-08,35.71470406604144
2023-08-09,36.36406232178766
2023-08-10,37.66277883328007
2023-08-11,40.90957011201111
2023-08-12,48.70186918096561
2023-08-13,49.35122743671182
2023-08-14,36.36406232178766
2023-08-15,35.71470406604144
2023-08-16,36.36406232178766
2023-08-17,41.55892836775732
2023-08-18,38.96149534477249
2023-08-19,42.208286623503525
2023-08-20,50.000585692458024
2023-08-21,35.71470406604144
2023-08-22,36.36406232178766
2023-08-23,39.610853600518695
2023-08-24,39.610853600518695
2023-08-25,41.55892836775732
2023-08-26,46.75379441372698
2023-08-27,48.0525109252194
2023-08-28,36.36406232178766
2023-08-29,39.610853600518695
2023-08-30,37.013420577533864
2023-08-31,38.96149534477249
2023-09-01,43.50700313499594
2023-09-02,47.403152669473194
2023-09-03,45.455077902234564
2023-09-04,46.10443615798077
2023-09-05,35.71470406604144
2023-09-06,34.41598755454903
2023-09-07,36.36406232178766
2023-09-08,37.013420577533864
2023-09-09,44.15636139074215
2023-09-10,44.805719646488356
2023-09-11,34.41598755454903
2023-09-12,31.818554531564196
2023-09-13,35.065345810295234
2023-09-14,35.065345810295234
2023-09-15,37.66277883328007
2023-09-16,48.0525109252194
2023-09-17,43.50700313499594
2023-09-18,32.467912787310404
2023-09-19,33.76662929880282
2023-09-20,31.818554531564196
2023-09-21,35.065345810295234
2023-09-22,38.31213708902628
2023-09-23,42.208286623503525
2023-09-24,46.10443615798077
2023-09-25,33.76662929880282
2023-09-26,34.41598755454903
2023-09-27,33.76662929880282
2023-09-28,34.41598755454903
2023-09-29,41.55892836775732
2023-09-30,44.805719646488356
2023-10-01,44.15636139074215
2023-10-02,33.11727104305661
2023-10-03,33.11727104305661
2023-10-04,33.11727104305661
2023-10-05,33.11727104305661
2023-10-06,33.76662929880282
2023-10-07,41.55892836775732
2023-10-08,45.455077902234564
2023-10-09,35.065345810295234
2023-10-10,29.870479764325573
2023-10-11,30.51983802007178
2023-10-12,34.41598755454903
2023-10-13,38.31213708902628
2023-10-14,43.50700313499594
2023-10-15,43.50700313499594
2023-10-16,31.818554531564196
2023-10-17,33.11727104305661
2023-10-18,33.76662929880282
2023-10-19,35.065345810295234
2023-10-20,38.96149534477249
2023-10-21,42.208286623503525
2023-10-22,44.805719646488356
2023-10-23,33.11727104305661
2023-10-24,35.71470406604144
2023-10-25,33.11727104305661
2023-10-26,35.065345810295234
2023-10-27,37.66277883328007
2023-10-28,42.208286623503525
2023-10-29,47.403152669473194
2023-10-30,35.065345810295234
2023-10-31,35.065345810295234
2023-11-01,40.2602118562649
2023-11-02,39.610853600518695
2023-11-03,42.85764487924973
2023-11-04,48.70186918096561
2023-11-05,51.29930220395044
2023-11-06,39.610853600518695
2023-11-07,40.90957011201111
2023-11-08,40.2602118562649
2023-11-09,43.50700313499594
2023-11-10,42.85764487924973
2023-11-11,51.29930220395044
2023-11-12,53.89673522693527
2023-11-13,41.55892836775732
2023-11-14,42.208286623503525
2023-11-15,41.55892836775732
2023-11-16,44.805719646488356
2023-11-17,46.75379441372698
2023-11-18,51.94866045969665
2023-11-19,57.143526505666316
2023-11-20,46.75379441372698
2023-11-21,51.29930220395044
2023-11-22,56.4941682499201
2023-11-23,64.93582557462081
2023-11-24,31.818554531564196
2023-11-25,35.71470406604144
2023-11-26,43.50700313499594
2023-11-27,33.11727104305661
2023-11-28,33.76662929880282
2023-11-29,34.41598755454903
2023-11-30,36.36406232178766
2023-12-01,40.2602118562649
2023-12-02,46.10443615798077
2023-12-03,43.50700313499594
2023-12-04,33.76662929880282
2023-12-05,36.36406232178766
2023-12-06,36.36406232178766
2023-12-07,35.71470406604144
2023-12-08,38.96149534477249
2023-12-09,40.90957011201111
2023-12-10,45.455077902234564
2023-12-11,34.41598755454903
2023-12-12,34.41598755454903
2023-12-13,33.11727104305661
2023-12-14,34.41598755454903
2023-12-15,37.66277883328007
2023-12-16,46.75379441372698
2023-12-17,50.000585692458024
2023-12-18,34.41598755454903
2023-12-19,35.065345810295234
2023-12-20,40.2602118562649
2023-12-21,44.15636139074215
2023-12-22,42.98582163119964
2023-12-23,49.9448204821941
2023-12-24,61.64023027876598
2023-12-25,55.638546814825936
2023-12-26,36.351501908078276
2023-12-27,33.82095687135302
2023-12-28,37.61677442644091
2023-12-29,40.45527659447438
2023-12-30,43.61845789038095
2023-12-31,48.04691170465016
2024-01-01,50.577456741375414
2024-01-02,35.08622938971564
2024-01-03,32.55568435299038
2024-01-04,36.351501908078276
2024-01-05,35.71886564889696
2024-01-06,42.67786449989143
2024-01-07,44.25109414956226
2024-01-08,30.982454703319544
2024-01-09,30.025139316265125
2024-01-10,32.55568435299038
2024-01-11,37.2920952985678
2024-01-12,33.512999740044805
2024-01-13,43.31050075907274
2024-01-14,39.51468320398485
2024-01-15,34.45359313053433
2024-01-16,31.290411834627754
2024-01-17,32.880363480863494
2024-01-18,32.24772722168217
2024-01-19,35.08622938971564
2024-01-20,44.88373040874358
2024-01-21,42.49808412053312
2024-01-22,38.18668428221817
2024-01-23,33.25937018128679
2024-01-24,35.107112969136054
2024-01-25,36.338941494368896
2024-01-26,36.954855756985324
2024-01-27,46.19356969623165
2024-01-28,46.80948395884808
2024-01-29,36.338941494368896
2024-01-30,34.49119870651963
2024-01-31,35.107112969136054
2024-02-01,36.338941494368896
2024-02-02,40.03442707006743
2024-02-03,46.80948395884808
2024-02-04,47.4253982214645
2024-02-05,33.25937018128679
2024-02-06,32.64345591867037
2024-02-07,32.64345591867037
2024-02-08,36.338941494368896
2024-02-09,39.41851280745101
2024-02-10,48.04131248408092
2024-02-11,50.5049695345466
2024-02-12,34.49119870651963
2024-02-13,36.954855756985324
2024-02-14,38.18668428221817
2024-02-15,41.88216985791669
2024-02-16,48.04131248408092
2024-02-17,46.80948395884808
2024-02-18,44.961741170998806
2024-02-19,40.03442707006743
2024-02-20,33.87528444390321
2024-02-21,35.107112969136054
2024-02-22,36.954855756985324
2024-02-23,38.18668428221817
2024-02-24,43.729912645765964
2024-02-25,43.729912645765964
2024-02-26,33.87528444390321
2024-02-27,33.25937018128679
2024-02-28,34.49119870651963
2024-02-29,35.723027231752475
2024-03-01,39.41851280745101
2024-03-02,45.57765543361523
2024-03-03,43.729912645765964
2024-03-04,33.87528444390321
2024-03-05,32.02754165605394
2024-03-06,32.64345591867037
2024-03-07,33.87528444390321
2024-03-08,37.570770019601746
2024-03-09,43.729912645765964
2024-03-10,43.729912645765964
2024-03-11,33.25937018128679
2024-03-12,32.02754165605394
2024-03-13,33.87528444390321
2024-03-14,33.25937018128679
2024-03-15,40.03442707006743
2024-03-16,43.11399838314954
2024-03-17,48.04131248408092
2024-03-18,32.64345591867037
2024-03-19,35.723027231752475
2024-03-20,33.25937018128679
2024-03-21,33.25937018128679
2024-03-22,39.41851280745101
2024-03-23,43.729912645765964
2024-03-24,46.19356969623165
2024-03-25,33.87528444390321
2024-03-26,33.87528444390321
2024-03-27,33.87528444390321
2024-03-28,36.338941494368896
2024-03-29,39.41851280745101
2024-03-30,46.19356969623165
2024-03-31,52.968626585012295
2024-04-01,33.25937018128679
2024-04-02,31.411627393437524
2024-04-03,33.87528444390321
2024-04-04,34.49119870651963
2024-04-05,40.03442707006743
2024-04-06,44.345826908382385
2024-04-07,42.49808412053312
2024-04-08,30.7957131308211
2024-04-09,30.7957131308211
2024-04-10,34.49119870651963
2024-04-11,35.723027231752475
2024-04-12,35.723027231752475
2024-04-13,43.11399838314954
2024-04-14,45.57765543361523
2024-04-15,32.64345591867037
2024-04-16,32.64345591867037
2024-04-17,32.64345591867037
2024-04-18,35.723027231752475
2024-04-19,37.570770019601746
2024-04-20,47.4253982214645
2024-04-21,60.97551199902578
2024-04-22,33.87528444390321
2024-04-23,34.49119870651963
2024-04-24,44.345826908382385
2024-04-25,35.723027231752475
2024-04-26,36.954855756985324
2024-04-27,44.961741170998806
2024-04-28,49.88905527193018
2024-04-29,34.49119870651963
2024-04-30,35.723027231752475
2024-05-01,34.49119870651963
2024-05-02,36.954855756985324
2024-05-03,40.65034133268385
2024-05-04,45.57765543361523
2024-05-05,46.80948395884808
2024-05-06,34.49119870651963
2024-05-07,35.107112969136054
2024-05-08,35.107112969136054
2024-05-09,39.41851280745101
2024-05-10,39.41851280745101
2024-05-11,48.65722674669734
2024-05-12,48.65722674669734
2024-05-13,33.25937018128679
2024-05-14,35.723027231752475
2024-05-15,33.87528444390321
2024-05-16,34.49119870651963
2024-05-17,38.80259854483459
2024-05-18,45.57765543361523
2024-05-19,46.19356969623165
2024-05-20,35.723027231752475
2024-05-21,35.723027231752475
2024-05-22,33.87528444390321
2024-05-23,36.954855756985324
2024-05-24,40.03442707006743
2024-05-25,46.80948395884808
2024-05-26,46.80948395884808
2024-05-27,44.345826908382385
2024-05-28,35.107112969136054
2024-05-29,35.723027231752475
2024-05-30,36.954855756985324
2024-05-31,40.03442707006743
2024-06-01,43.729912645765964
2024-06-02,47.4253982214645
2024-06-03,40.03442707006743
2024-06-04,36.954855756985324
2024-06-05,36.954855756985324
2024-06-06,41.26625559530027
2024-06-07,40.65034133268385
2024-06-08,48.04131248408092
2024-06-09,46.19356969623165
2024-06-10,38.18668428221817
2024-06-11,36.338941494368896
2024-06-12,36.338941494368896
2024-06-13,41.88216985791669
2024-06-14,41.26625559530027
2024-06-15,44.345826908382385
2024-06-16,46.19356969623165
2024-06-17,36.338941494368896
2024-06-18,42.49808412053312
2024-06-19,40.65034133268385
2024-06-20,37.570770019601746
2024-06-21,43.729912645765964
2024-06-22,44.345826908382385
2024-06-23,52.352712322395874
2024-06-24,41.88216985791669
2024-06-25,37.570770019601746
2024-06-26,36.338941494368896
2024-06-27,38.18668428221817
2024-06-28,41.26625559530027
2024-06-29,44.961741170998806
2024-06-30,44.961741170998806
2024-07-01,40.65034133268385
2024-07-02,41.88216985791669
2024-07-03,40.65034133268385
2024-07-04,52.352712322395874
2024-07-05,46.19356969623165
2024-07-06,43.729912645765964
2024-07-07,47.4253982214645
2024-07-08,36.954855756985324
2024-07-09,36.338941494368896
2024-07-10,36.954855756985324
2024-07-11,38.80259854483459
2024-07-12,41.88216985791669
2024-07-13,40.65034133268385
2024-07-14,43.729912645765964
2024-07-15,36.954855756985324
2024-07-16,37.570770019601746
2024-07-17,38.18668428221817
2024-07-18,42.49808412053312
2024-07-19,40.65034133268385
2024-07-20,44.345826908382385
2024-07-21,49.27314100931376
2024-07-22,39.41851280745101
2024-07-23,35.107112969136054
2024-07-24,35.723027231752475
2024-07-25,39.41851280745101
2024-07-26,40.03442707006743
2024-07-27,42.49808412053312
2024-07-28,46.80948395884808
2024-07-29,44.961741170998806
2024-07-30,40.03442707006743
2024-07-31,36.954855756985324
2024-08-01,37.570770019601746
2024-08-02,42.49808412053312
2024-08-03,41.88216985791669
2024-08-04,47.4253982214645
2024-08-05,34.49119870651963
2024-08-06,38.80259854483459
2024-08-07,35.723027231752475
2024-08-08,37.570770019601746
2024-08-09,41.26625559530027
2024-08-10,46.80948395884808
2024-08-11,51.736798059779446
2024-08-12,36.954855756985324
2024-08-13,34.49119870651963
2024-08-14,38.80259854483459
2024-08-15,36.954855756985324
2024-08-16,36.338941494368896
2024-08-17,47.4253982214645
2024-08-18,46.36459979548305
2024-08-19,35.099777592418725
2024-08-20,33.413027019891885
2024-08-21,33.413027019891885
2024-08-22,33.7209841512001
2024-08-23,40.54146889930034
2024-08-24,43.60701291304581
2024-08-25,43.60701291304581
2024-08-26,32.723630299282576
2024-08-27,32.03423357867326
2024-08-28,32.03423357867326
2024-08-29,35.099777592418725
2024-08-30,38.8547183267735
2024-08-31,41.23086561990965
2024-09-01,46.36459979548305
2024-09-02,41.23086561990965
2024-09-03,31.34483685806395
2024-09-04,29.966043416845324
2024-09-05,32.723630299282576
2024-09-06,35.099777592418725
2024-09-07,45.675203074873735
2024-09-08,41.23086561990965
2024-09-09,28.9686895649278
2024-09-10,31.34483685806395
2024-09-11,30.655440137454633
2024-09-12,33.413027019891885
2024-09-13,34.41038087180941
2024-09-14,38.8547183267735
2024-09-15,38.8547183267735
2024-09-16,29.65808628553711
2024-09-17,30.515167144088167
2024-09-18,32.04092550129258
2024-09-19,34.32956303709919
2024-09-20,34.32956303709919
2024-09-21,40.43259646591682
2024-09-22,39.66971728731462
