Time,amazon
2022-06-06,63.0
2022-06-07,58.0
2022-06-08,56.0
2022-06-09,55.0
2022-06-10,56.0
2022-06-11,54.0
2022-06-12,56.0
2022-06-13,60.0
2022-06-14,56.0
2022-06-15,60.0
2022-06-16,58.0
2022-06-17,55.0
2022-06-18,54.0
2022-06-19,54.0
2022-06-20,57.0
2022-06-21,57.0
2022-06-22,58.0
2022-06-23,55.0
2022-06-24,53.0
2022-06-25,54.0
2022-06-26,56.0
2022-06-27,57.0
2022-06-28,55.0
2022-06-29,59.0
2022-06-30,56.0
2022-07-01,56.0
2022-07-02,54.0
2022-07-03,54.0
2022-07-04,55.0
2022-07-05,54.0
2022-07-06,58.0
2022-07-07,59.0
2022-07-08,61.0
2022-07-09,65.0
2022-07-10,63.0
2022-07-11,68.0
2022-07-12,100.0
2022-07-13,95.0
2022-07-14,71.0
2022-07-15,61.0
2022-07-16,57.0
2022-07-17,58.0
2022-07-18,57.0
2022-07-19,59.0
2022-07-20,60.0
2022-07-21,59.0
2022-07-22,58.0
2022-07-23,55.0
2022-07-24,57.0
2022-07-25,60.0
2022-07-26,59.0
2022-07-27,59.0
2022-07-28,60.0
2022-07-29,61.0
2022-07-30,54.0
2022-07-31,58.0
2022-08-01,58.0
2022-08-02,58.0
2022-08-03,59.0
2022-08-04,57.0
2022-08-05,59.0
2022-08-06,57.0
2022-08-07,60.0
2022-08-08,58.0
2022-08-09,62.0
2022-08-10,60.0
2022-08-11,58.0
2022-08-12,56.0
2022-08-13,53.0
2022-08-14,60.0
2022-08-15,57.0
2022-08-16,59.0
2022-08-17,59.0
2022-08-18,57.0
2022-08-19,54.0
2022-08-20,57.0
2022-08-21,62.0
2022-08-22,59.0
2022-08-23,61.0
2022-08-24,57.0
2022-08-25,56.0
2022-08-26,55.0
2022-08-27,56.0
2022-08-28,58.0
2022-08-29,57.275689958896066
2022-08-30,55.903699354081034
2022-08-31,54.96770405167352
2022-09-01,54.96770405167352
2022-09-02,54.96770405167352
2022-09-03,55.903699354081034
2022-09-04,55.903699354081034
2022-09-05,60.08367586611861
2022-09-06,54.96770405167352
2022-09-07,54.031708749266
2022-09-08,51.22372284204346
2022-09-09,50.78772753963594
2022-09-10,53.09571344685848
2022-09-11,54.031708749266
2022-09-12,54.031708749266
2022-09-13,57.775689958896066
2022-09-14,54.031708749266
2022-09-15,57.275689958896066
2022-09-16,59.1476805637111
2022-09-17,53.09571344685848
2022-09-18,54.96770405167352
2022-09-19,54.96770405167352
2022-09-20,54.96770405167352
2022-09-21,51.72372284204346
2022-09-22,55.903699354081034
2022-09-23,55.403699354081034
2022-09-24,51.22372284204346
2022-09-25,54.031708749266
2022-09-26,54.031708749266
2022-09-27,54.96770405167352
2022-09-28,51.44744568408691
2022-09-29,52.31943628890194
2022-09-30,53.19142689371697
2022-10-01,54.063417498532004
2022-10-02,55.80739870816207
2022-10-03,57.55137991779213
2022-10-04,55.80739870816207
2022-10-05,54.93540810334704
2022-10-06,54.93540810334704
2022-10-07,59.2953611274222
2022-10-08,56.6793893129771
2022-10-09,57.55137991779213
2022-10-10,59.2953611274222
2022-10-11,68.01526717557252
2022-10-12,70.63123899001762
2022-10-13,61.91133294186729
2022-10-14,58.423370522607165
2022-10-15,51.44744568408691
2022-10-16,55.80739870816207
2022-10-17,60.16735173223723
2022-10-18,59.2953611274222
2022-10-19,59.2953611274222
2022-10-20,55.80739870816207
2022-10-21,55.80739870816207
2022-10-22,54.93540810334704
2022-10-23,59.2953611274222
2022-10-24,56.6793893129771
2022-10-25,56.6793893129771
2022-10-26,57.55137991779213
2022-10-27,59.2953611274222
2022-10-28,56.6793893129771
2022-10-29,53.19142689371697
2022-10-30,52.31943628890194
2022-10-31,50.575455079271876
2022-11-01,54.063417498532004
2022-11-02,53.19142689371697
2022-11-03,58.423370522607165
2022-11-04,56.6793893129771
2022-11-05,54.93540810334704
2022-11-06,54.93540810334704
2022-11-07,58.423370522607165
2022-11-08,54.93540810334704
2022-11-09,49.703464474456844
2022-11-10,57.55137991779213
2022-11-11,57.55137991779213
2022-11-12,59.2953611274222
2022-11-13,60.16735173223723
2022-11-14,61.91133294186729
2022-11-15,62.783323546682325
2022-11-16,62.783323546682325
2022-11-17,61.91133294186729
2022-11-18,61.91133294186729
2022-11-19,62.783323546682325
2022-11-20,68.01526717557252
2022-11-21,62.783323546682325
2022-11-22,61.91133294186729
2022-11-23,58.423370522607165
2022-11-24,57.55137991779213
2022-11-25,87.19906048150324
2022-11-26,74.99119201409277
2022-11-27,74.11920140927775
2022-11-28,80.22313564298297
2022-11-29,71.50322959483265
2022-11-30,63.65531415149736
2022-12-01,65.39929536112743
2022-12-02,65.39929536112743
2022-12-03,66.27128596594245
2022-12-04,67.1432765707575
2022-12-05,68.01526717557252
2022-12-06,66.27128596594245
2022-12-07,70.63123899001762
2022-12-08,71.50322959483265
2022-12-09,68.01526717557252
2022-12-10,71.50322959483265
2022-12-11,75.86318261890781
2022-12-12,72.37522019964769
2022-12-13,71.50322959483265
2022-12-14,70.63123899001762
2022-12-15,72.37522019964769
2022-12-16,73.24721080446271
2022-12-17,73.24721080446271
2022-12-18,70.63123899001762
2022-12-19,74.11920140927775
2022-12-20,69.75924838520258
2022-12-21,68.88725778038756
2022-12-22,62.783323546682325
2022-12-23,61.03934233705226
2022-12-24,53.19142689371697
2022-12-25,60.16735173223723
2022-12-26,69.75924838520258
2022-12-27,68.88725778038756
2022-12-28,67.1432765707575
2022-12-29,64.52730475631239
2022-12-30,63.65531415149736
2022-12-31,55.80739870816207
2023-01-01,51.44744568408691
2023-01-02,61.91133294186729
2023-01-03,59.2953611274222
2023-01-04,59.2953611274222
2023-01-05,57.55137991779213
2023-01-06,58.423370522607165
2023-01-07,57.55137991779213
2023-01-08,59.2953611274222
2023-01-09,56.6793893129771
2023-01-10,58.423370522607165
2023-01-11,54.93540810334704
2023-01-12,54.93540810334704
2023-01-13,54.063417498532004
2023-01-14,54.93540810334704
2023-01-15,54.93540810334704
2023-01-16,59.2953611274222
2023-01-17,54.063417498532004
2023-01-18,54.063417498532004
2023-01-19,54.063417498532004
2023-01-20,51.44744568408691
2023-01-21,54.93540810334704
2023-01-22,54.93540810334704
2023-01-23,55.80739870816207
2023-01-24,54.93540810334704
2023-01-25,53.19142689371697
2023-01-26,53.19142689371697
2023-01-27,50.575455079271876
2023-01-28,53.19142689371697
2023-01-29,53.19142689371697
2023-01-30,53.19142689371697
2023-01-31,54.93540810334704
2023-02-01,54.063417498532004
2023-02-02,56.6793893129771
2023-02-03,55.80739870816207
2023-02-04,55.80739870816207
2023-02-05,58.423370522607165
2023-02-06,54.93540810334704
2023-02-07,54.93540810334704
2023-02-08,53.19142689371697
2023-02-09,52.31943628890194
2023-02-10,51.44744568408691
2023-02-11,56.6793893129771
2023-02-12,53.19142689371697
2023-02-13,47.95948326482678
2023-02-14,48.83147386964181
2023-02-15,52.31943628890194
2023-02-16,51.44744568408691
2023-02-17,52.31943628890194
2023-02-18,54.063417498532004
2023-02-19,54.063417498532004
2023-02-20,52.31943628890194
2023-02-21,53.19142689371697
2023-02-22,53.19142689371697
2023-02-23,50.575455079271876
2023-02-24,51.44744568408691
2023-02-25,54.063417498532004
2023-02-26,56.6793893129771
2023-02-27,54.93540810334704
2023-02-28,51.44744568408691
2023-03-01,53.19142689371697
2023-03-02,54.93540810334704
2023-03-03,53.19142689371697
2023-03-04,54.063417498532004
2023-03-05,56.6793893129771
2023-03-06,54.93540810334704
2023-03-07,54.93540810334704
2023-03-08,53.19142689371697
2023-03-09,54.93540810334704
2023-03-10,54.063417498532004
2023-03-11,53.19142689371697
2023-03-12,54.93540810334704
2023-03-13,54.93540810334704
2023-03-14,53.19142689371697
2023-03-15,54.063417498532004
2023-03-16,53.19142689371697
2023-03-17,50.575455079271876
2023-03-18,52.31943628890194
2023-03-19,58.423370522607165
2023-03-20,54.93540810334704
2023-03-21,54.063417498532004
2023-03-22,53.19142689371697
2023-03-23,52.31943628890194
2023-03-24,53.19142689371697
2023-03-25,54.063417498532004
2023-03-26,58.423370522607165
2023-03-27,52.31943628890194
2023-03-28,51.44744568408691
2023-03-29,52.31943628890194
2023-03-30,54.063417498532004
2023-03-31,51.44744568408691
2023-04-01,53.19142689371697
2023-04-02,55.80739870816207
2023-04-03,52.31943628890194
2023-04-04,54.063417498532004
2023-04-05,50.575455079271876
2023-04-06,52.31943628890194
2023-04-07,54.063417498532004
2023-04-08,50.575455079271876
2023-04-09,49.703464474456844
2023-04-10,53.19142689371697
2023-04-11,53.19142689371697
2023-04-12,52.31943628890194
2023-04-13,50.575455079271876
2023-04-14,52.31943628890194
2023-04-15,54.063417498532004
2023-04-16,54.93540810334704
2023-04-17,52.31943628890194
2023-04-18,53.19142689371697
2023-04-19,54.063417498532004
2023-04-20,54.063417498532004
2023-04-21,53.19142689371697
2023-04-22,56.6793893129771
2023-04-23,57.55137991779213
2023-04-24,53.19142689371697
2023-04-25,52.31943628890194
2023-04-26,53.84385352219586
2023-04-27,53.84385352219586
2023-04-28,51.48441095721135
2023-04-29,53.40785821978834
2023-04-30,55.76730078477284
2023-05-01,53.84385352219586
2023-05-02,53.84385352219586
2023-05-03,53.84385352219586
2023-05-04,52.446134588499845
2023-05-05,50.52268732592286
2023-05-06,52.446134588499845
2023-05-07,53.40785821978834
2023-05-08,54.80557715348435
2023-05-09,53.84385352219586
2023-05-10,53.84385352219586
2023-05-11,53.40785821978834
2023-05-12,52.446134588499845
2023-05-13,53.40785821978834
2023-05-14,52.882129890907365
2023-05-15,52.446134588499845
2023-05-16,53.40785821978834
2023-05-17,52.446134588499845
2023-05-18,52.882129890907365
2023-05-19,53.40785821978834
2023-05-20,51.48441095721135
2023-05-21,54.36958185107683
2023-05-22,51.48441095721135
2023-05-23,55.76730078477284
2023-05-24,52.882129890907365
2023-05-25,55.76730078477284
2023-05-26,52.57283288809775
2023-05-27,53.62428954585971
2023-05-28,52.57283288809775
2023-05-29,56.77865951914558
2023-05-30,55.72720286138362
2023-05-31,55.72720286138362
2023-06-01,54.675746203621664
2023-06-02,54.675746203621664
2023-06-03,53.62428954585971
2023-06-04,56.77865951914558
2023-06-05,53.62428954585971
2023-06-06,57.83011617690753
2023-06-07,55.72720286138362
2023-06-08,55.72720286138362
2023-06-09,53.62428954585971
2023-06-10,54.675746203621664
2023-06-11,55.72720286138362
2023-06-12,58.881572834669484
2023-06-13,57.83011617690753
2023-06-14,58.881572834669484
2023-06-15,57.83011617690753
2023-06-16,55.72720286138362
2023-06-17,54.675746203621664
2023-06-18,54.675746203621664
2023-06-19,56.77865951914558
2023-06-20,57.83011617690753
2023-06-21,56.77865951914558
2023-06-22,52.57283288809775
2023-06-23,53.62428954585971
2023-06-24,54.675746203621664
2023-06-25,56.77865951914558
2023-06-26,57.83011617690753
2023-06-27,58.881572834669484
2023-06-28,54.675746203621664
2023-06-29,55.72720286138362
2023-06-30,57.83011617690753
2023-07-01,54.675746203621664
2023-07-02,56.77865951914558
2023-07-03,58.881572834669484
2023-07-04,53.62428954585971
2023-07-05,56.77865951914558
2023-07-06,55.72720286138362
2023-07-07,58.881572834669484
2023-07-08,58.881572834669484
2023-07-09,59.93302949243144
2023-07-10,64.13885612347926
2023-07-11,105.1456657761955
2023-07-12,92.52818588305205
2023-07-13,68.34468275452708
2023-07-14,60.98448615019339
2023-07-15,55.72720286138362
2023-07-16,56.77865951914558
2023-07-17,57.83011617690753
2023-07-18,58.881572834669484
2023-07-19,54.675746203621664
2023-07-20,54.675746203621664
2023-07-21,55.72720286138362
2023-07-22,51.5213762303358
2023-07-23,55.72720286138362
2023-07-24,55.72720286138362
2023-07-25,55.72720286138362
2023-07-26,57.83011617690753
2023-07-27,53.62428954585971
2023-07-28,52.57283288809775
2023-07-29,53.62428954585971
2023-07-30,53.62428954585971
2023-07-31,52.57283288809775
2023-08-01,54.675746203621664
2023-08-02,57.83011617690753
2023-08-03,56.77865951914558
2023-08-04,55.72720286138362
2023-08-05,53.62428954585971
2023-08-06,56.77865951914558
2023-08-07,58.881572834669484
2023-08-08,55.72720286138362
2023-08-09,56.77865951914558
2023-08-10,54.675746203621664
2023-08-11,52.57283288809775
2023-08-12,53.62428954585971
2023-08-13,54.675746203621664
2023-08-14,54.675746203621664
2023-08-15,56.77865951914558
2023-08-16,56.77865951914558
2023-08-17,54.675746203621664
2023-08-18,55.72720286138362
2023-08-19,52.57283288809775
2023-08-20,54.675746203621664
2023-08-21,53.62428954585971
2023-08-22,56.77865951914558
2023-08-23,55.72720286138362
2023-08-24,53.62428954585971
2023-08-25,50.46991957257384
2023-08-26,51.5213762303358
2023-08-27,53.62428954585971
2023-08-28,52.57283288809775
2023-08-29,53.62428954585971
2023-08-30,56.77865951914558
2023-08-31,54.675746203621664
2023-09-01,50.46991957257384
2023-09-02,49.41846291481189
2023-09-03,50.46991957257384
2023-09-04,55.72720286138362
2023-09-05,51.5213762303358
2023-09-06,51.5213762303358
2023-09-07,52.57283288809775
2023-09-08,50.46991957257384
2023-09-09,51.5213762303358
2023-09-10,50.46991957257384
2023-09-11,53.62428954585971
2023-09-12,51.5213762303358
2023-09-13,51.5213762303358
2023-09-14,52.57283288809775
2023-09-15,51.5213762303358
2023-09-16,50.46991957257384
2023-09-17,52.57283288809775
2023-09-18,50.46991957257384
2023-09-19,52.57283288809775
2023-09-20,50.46991957257384
2023-09-21,51.5213762303358
2023-09-22,53.62428954585971
2023-09-23,52.57283288809775
2023-09-24,52.57283288809775
2023-09-25,54.675746203621664
2023-09-26,51.5213762303358
2023-09-27,53.62428954585971
2023-09-28,51.5213762303358
2023-09-29,53.62428954585971
2023-09-30,52.57283288809775
2023-10-01,55.72720286138362
2023-10-02,52.57283288809775
2023-10-03,53.62428954585971
2023-10-04,53.62428954585971
2023-10-05,51.5213762303358
2023-10-06,56.77865951914558
2023-10-07,54.675746203621664
2023-10-08,55.72720286138362
2023-10-09,56.77865951914558
2023-10-10,70.44759607005099
2023-10-11,74.6534227010988
2023-10-12,59.93302949243144
2023-10-13,53.62428954585971
2023-10-14,51.5213762303358
2023-10-15,55.72720286138362
2023-10-16,55.72720286138362
2023-10-17,56.77865951914558
2023-10-18,53.62428954585971
2023-10-19,54.675746203621664
2023-10-20,54.675746203621664
2023-10-21,53.62428954585971
2023-10-22,56.77865951914558
2023-10-23,53.62428954585971
2023-10-24,56.77865951914558
2023-10-25,54.675746203621664
2023-10-26,53.62428954585971
2023-10-27,55.72720286138362
2023-10-28,52.57283288809775
2023-10-29,50.46991957257384
2023-10-30,51.5213762303358
2023-10-31,50.46991957257384
2023-11-01,53.62428954585971
2023-11-02,52.57283288809775
2023-11-03,55.72720286138362
2023-11-04,54.675746203621664
2023-11-05,54.675746203621664
2023-11-06,55.72720286138362
2023-11-07,57.83011617690753
2023-11-08,54.675746203621664
2023-11-09,55.72720286138362
2023-11-10,57.83011617690753
2023-11-11,57.83011617690753
2023-11-12,58.881572834669484
2023-11-13,57.83011617690753
2023-11-14,57.83011617690753
2023-11-15,60.98448615019339
2023-11-16,58.881572834669484
2023-11-17,59.93302949243144
2023-11-18,60.98448615019339
2023-11-19,63.087399465717304
2023-11-20,66.24176943900316
2023-11-21,65.19031278124122
2023-11-22,62.03594280795535
2023-11-23,58.881572834669484
2023-11-24,86.21944593648031
2023-11-25,79.91070598990859
2023-11-26,71.49905272781294
2023-11-27,85.16798927871837
2023-11-28,75.70487935886077
2023-11-29,66.24176943900316
2023-11-30,64.13885612347926
2023-12-01,65.19031278124122
2023-12-02,71.49905272781294
2023-12-03,69.39613941228903
2023-12-04,64.13885612347926
2023-12-05,68.34468275452708
2023-12-06,66.24176943900316
2023-12-07,65.19031278124122
2023-12-08,67.29322609676512
2023-12-09,72.5505093855749
2023-12-10,75.70487935886077
2023-12-11,70.44759607005099
2023-12-12,68.34468275452708
2023-12-13,71.49905272781294
2023-12-14,68.34468275452708
2023-12-15,69.39613941228903
2023-12-16,70.44759607005099
2023-12-17,68.34468275452708
2023-12-18,65.19031278124122
2023-12-19,68.34468275452708
2023-12-20,69.39613941228903
2023-12-21,65.19031278124122
2023-12-22,63.067770529978134
2023-12-23,57.848109368001786
2023-12-24,49.755753460596765
2023-12-25,57.848109368001786
2023-12-26,64.45717203138292
2023-12-27,64.02533544512102
2023-12-28,63.067770529978134
2023-12-29,61.678369028573336
2023-12-30,54.5435780363112
2023-12-31,52.628448206025425
2024-01-01,49.755753460596765
2024-01-02,52.628448206025425
2024-01-03,59.76323919828755
2024-01-04,56.89054445285889
2024-01-05,55.932979537716
2024-01-06,55.932979537716
2024-01-07,55.932979537716
2024-01-08,51.67088329088254
2024-01-09,52.628448206025425
2024-01-10,54.5435780363112
2024-01-11,51.239046704620634
2024-01-12,50.28148178947774
2024-01-13,53.58601312116832
2024-01-14,50.28148178947774
2024-01-15,53.58601312116832
2024-01-16,49.323916874334856
2024-01-17,52.628448206025425
2024-01-18,53.58601312116832
2024-01-19,51.67088329088254
2024-01-20,53.58601312116832
2024-01-21,50.956717178905464
2024-01-22,51.82039035142928
2024-01-23,50.09304400638164
2024-01-24,50.09304400638164
2024-01-25,50.956717178905464
2024-01-26,47.50202448881018
2024-01-27,49.229370833857814
2024-01-28,48.365697661333996
2024-01-29,47.50202448881018
2024-01-30,50.09304400638164
2024-01-31,47.50202448881018
2024-02-01,49.229370833857814
2024-02-02,48.365697661333996
2024-02-03,46.638351316286354
2024-02-04,48.365697661333996
2024-02-05,50.09304400638164
2024-02-06,51.82039035142928
2024-02-07,50.09304400638164
2024-02-08,45.77467814376253
2024-02-09,44.04733179871489
2024-02-10,46.638351316286354
2024-02-11,46.638351316286354
2024-02-12,40.59263910861961
2024-02-13,45.77467814376253
2024-02-14,43.18365862619107
2024-02-15,44.04733179871489
2024-02-16,46.638351316286354
2024-02-17,46.638351316286354
2024-02-18,49.229370833857814
2024-02-19,49.229370833857814
2024-02-20,46.638351316286354
2024-02-21,46.638351316286354
2024-02-22,45.77467814376253
2024-02-23,46.638351316286354
2024-02-24,47.50202448881018
2024-02-25,49.229370833857814
2024-02-26,47.50202448881018
2024-02-27,45.77467814376253
2024-02-28,44.91100497123871
2024-02-29,44.91100497123871
2024-03-01,44.91100497123871
2024-03-02,48.365697661333996
2024-03-03,49.229370833857814
2024-03-04,48.365697661333996
2024-03-05,44.91100497123871
2024-03-06,47.50202448881018
2024-03-07,44.91100497123871
2024-03-08,42.31998545366724
2024-03-09,44.91100497123871
2024-03-10,50.09304400638164
2024-03-11,45.77467814376253
2024-03-12,44.91100497123871
2024-03-13,48.365697661333996
2024-03-14,47.50202448881018
2024-03-15,44.04733179871489
2024-03-16,44.91100497123871
2024-03-17,47.50202448881018
2024-03-18,44.91100497123871
2024-03-19,47.50202448881018
2024-03-20,46.638351316286354
2024-03-21,44.91100497123871
2024-03-22,44.91100497123871
2024-03-23,47.50202448881018
2024-03-24,50.09304400638164
2024-03-25,45.77467814376253
2024-03-26,46.638351316286354
2024-03-27,46.638351316286354
2024-03-28,48.365697661333996
2024-03-29,44.04733179871489
2024-03-30,44.04733179871489
2024-03-31,43.18365862619107
2024-04-01,47.50202448881018
2024-04-02,46.638351316286354
2024-04-03,47.50202448881018
2024-04-04,48.365697661333996
2024-04-05,45.77467814376253
2024-04-06,45.77467814376253
2024-04-07,45.77467814376253
2024-04-08,41.456312281143425
2024-04-09,44.91100497123871
2024-04-10,47.50202448881018
2024-04-11,49.229370833857814
2024-04-12,45.77467814376253
2024-04-13,45.77467814376253
2024-04-14,46.638351316286354
2024-04-15,44.91100497123871
2024-04-16,49.229370833857814
2024-04-17,48.365697661333996
2024-04-18,46.638351316286354
2024-04-19,44.04733179871489
2024-04-20,47.50202448881018
2024-04-21,47.50202448881018
2024-04-22,47.50202448881018
2024-04-23,46.638351316286354
2024-04-24,48.365697661333996
2024-04-25,44.91100497123871
2024-04-26,43.18365862619107
2024-04-27,45.77467814376253
2024-04-28,47.50202448881018
2024-04-29,48.365697661333996
2024-04-30,49.229370833857814
2024-05-01,48.365697661333996
2024-05-02,47.50202448881018
2024-05-03,47.50202448881018
2024-05-04,46.638351316286354
2024-05-05,48.365697661333996
2024-05-06,49.229370833857814
2024-05-07,48.365697661333996
2024-05-08,49.229370833857814
2024-05-09,48.365697661333996
2024-05-10,44.04733179871489
2024-05-11,44.91100497123871
2024-05-12,44.91100497123871
2024-05-13,48.365697661333996
2024-05-14,52.6840635239531
2024-05-15,46.638351316286354
2024-05-16,47.50202448881018
2024-05-17,44.91100497123871
2024-05-18,43.18365862619107
2024-05-19,48.365697661333996
2024-05-20,48.365697661333996
2024-05-21,47.50202448881018
2024-05-22,48.365697661333996
2024-05-23,46.638351316286354
2024-05-24,45.77467814376253
2024-05-25,45.77467814376253
2024-05-26,44.91100497123871
2024-05-27,47.50202448881018
2024-05-28,46.638351316286354
2024-05-29,48.365697661333996
2024-05-30,48.365697661333996
2024-05-31,44.91100497123871
2024-06-01,45.77467814376253
2024-06-02,48.365697661333996
2024-06-03,49.229370833857814
2024-06-04,49.229370833857814
2024-06-05,49.229370833857814
2024-06-06,46.638351316286354
2024-06-07,45.77467814376253
2024-06-08,46.638351316286354
2024-06-09,49.229370833857814
2024-06-10,50.956717178905464
2024-06-11,49.229370833857814
2024-06-12,50.09304400638164
2024-06-13,50.09304400638164
2024-06-14,49.229370833857814
2024-06-15,45.77467814376253
2024-06-16,46.638351316286354
2024-06-17,51.82039035142928
2024-06-18,49.229370833857814
2024-06-19,50.09304400638164
2024-06-20,46.638351316286354
2024-06-21,49.229370833857814
2024-06-22,47.50202448881018
2024-06-23,47.50202448881018
2024-06-24,48.365697661333996
2024-06-25,53.547736696476925
2024-06-26,46.638351316286354
2024-06-27,49.229370833857814
2024-06-28,46.638351316286354
2024-06-29,50.09304400638164
2024-06-30,48.365697661333996
2024-07-01,52.6840635239531
2024-07-02,50.956717178905464
2024-07-03,48.365697661333996
2024-07-04,44.04733179871489
2024-07-05,47.50202448881018
2024-07-06,46.638351316286354
2024-07-07,49.229370833857814
2024-07-08,50.956717178905464
2024-07-09,50.09304400638164
2024-07-10,51.82039035142928
2024-07-11,49.229370833857814
2024-07-12,49.229370833857814
2024-07-13,44.91100497123871
2024-07-14,45.77467814376253
2024-07-15,57.866102559096035
2024-07-16,86.36731725238214
2024-07-17,83.77629773481067
2024-07-18,61.32079524919132
2024-07-19,49.229370833857814
2024-07-20,47.50202448881018
2024-07-21,49.229370833857814
2024-07-22,49.229370833857814
2024-07-23,50.956717178905464
2024-07-24,50.09304400638164
2024-07-25,50.956717178905464
2024-07-26,45.77467814376253
2024-07-27,44.04733179871489
2024-07-28,44.91100497123871
2024-07-29,47.50202448881018
2024-07-30,50.09304400638164
2024-07-31,49.229370833857814
2024-08-01,45.77467814376253
2024-08-02,47.50202448881018
2024-08-03,44.91100497123871
2024-08-04,46.638351316286354
2024-08-05,47.50202448881018
2024-08-06,49.229370833857814
2024-08-07,50.09304400638164
2024-08-08,46.638351316286354
2024-08-09,47.50202448881018
2024-08-10,42.31998545366724
2024-08-11,47.50202448881018
2024-08-12,47.50202448881018
2024-08-13,48.365697661333996
2024-08-14,50.09304400638164
2024-08-15,49.229370833857814
2024-08-16,46.638351316286354
2024-08-17,45.77467814376253
2024-08-18,46.42390185508146
2024-08-19,50.25167785439622
2024-08-20,49.9016062453517
2024-08-21,50.25167785439622
2024-08-22,46.77397346412598
2024-08-23,45.641993659775025
2024-08-24,44.8600854644686
2024-08-25,46.42390185508146
2024-08-26,49.46976965908979
2024-08-27,46.77397346412598
2024-08-28,46.42390185508146
2024-08-29,46.42390185508146
2024-08-30,41.73245268324288
2024-08-31,44.8600854644686
2024-09-01,47.555881659432416
2024-09-02,48.68786146378336
2024-09-03,44.8600854644686
2024-09-04,45.992065268819545
2024-09-05,44.8600854644686
2024-09-06,44.8600854644686
2024-09-07,42.51436087854931
2024-09-08,45.641993659775025
2024-09-09,44.8600854644686
2024-09-10,44.8600854644686
2024-09-11,42.51436087854931
2024-09-12,46.77397346412598
2024-09-13,47.555881659432416
2024-09-14,45.992065268819545
2024-09-15,44.8600854644686
2024-09-16,47.555881659432416
2024-09-17,44.10902273960945
2024-09-18,46.90959561196561
2024-09-19,46.90959561196561
2024-09-20,44.10902273960945
2024-09-21,44.80916595769849
2024-09-22,44.10902273960945
2024-09-23,47.609738830054646
