Time,instagram
2024-08-18,78
2024-08-19,69
2024-08-20,72
2024-08-21,75
2024-08-22,75
2024-08-23,71
2024-08-24,77
2024-08-25,76
2024-08-26,72
2024-08-27,69
2024-08-28,67
2024-08-29,68
2024-08-30,69
2024-08-31,75
2024-09-01,69
2024-09-02,74
2024-09-03,67
2024-09-04,70
2024-09-05,67
2024-09-06,67
2024-09-07,69
2024-09-08,74
2024-09-09,68
2024-09-10,68
2024-09-11,71
2024-09-12,80
2024-09-13,70
2024-09-14,69
2024-09-15,69
2024-09-16,70
2024-09-17,69
2024-09-18,75
2024-09-19,65
2024-09-20,64
2024-09-21,70
2024-09-22,76
2024-09-23,74
2024-09-24,68
2024-09-25,62
2024-09-26,68
2024-09-27,67
2024-09-28,70
2024-09-29,72
2024-09-30,67
2024-10-01,67
2024-10-02,66
2024-10-03,70
2024-10-04,70
2024-10-05,68
2024-10-06,78
2024-10-07,67
2024-10-08,69
2024-10-09,67
2024-10-10,66
2024-10-11,65
2024-10-12,71
2024-10-13,69
2024-10-14,67
2024-10-15,69
2024-10-16,70
2024-10-17,69
2024-10-18,70
2024-10-19,70
2024-10-20,76
2024-10-21,67
2024-10-22,75
2024-10-23,69
2024-10-24,66
2024-10-25,68
2024-10-26,72
2024-10-27,75
2024-10-28,72
2024-10-29,66
2024-10-30,69
2024-10-31,70
2024-11-01,77
2024-11-02,72
2024-11-03,76
2024-11-04,70
2024-11-05,65
2024-11-06,54
2024-11-07,68
2024-11-08,67
2024-11-09,72
2024-11-10,70
2024-11-11,72
2024-11-12,68
2024-11-13,68
2024-11-14,68
2024-11-15,67
2024-11-16,64
2024-11-17,74
2024-11-18,69
2024-11-19,65
2024-11-20,66
2024-11-21,69
2024-11-22,65
2024-11-23,67
2024-11-24,66
2024-11-25,68
2024-11-26,67
2024-11-27,69
2024-11-28,74
2024-11-29,67
2024-11-30,63
2024-12-01,71
2024-12-02,63
2024-12-03,64
2024-12-04,69
2024-12-05,64
2024-12-06,66
2024-12-07,70
2024-12-08,73
2024-12-09,66
2024-12-10,67
2024-12-11,100
2024-12-12,70
2024-12-13,64
2024-12-14,71
2024-12-15,69
2024-12-16,65
2024-12-17,65
2024-12-18,70
2024-12-19,67
2024-12-20,70
2024-12-21,69
2024-12-22,70
2024-12-23,69
2024-12-24,74
2024-12-25,76
2024-12-26,68
2024-12-27,70
2024-12-28,70
2024-12-29,71
2024-12-30,72
2024-12-31,81
2025-01-01,81
2025-01-02,77
2025-01-03,72
2025-01-04,78
2025-01-05,69
2025-01-06,69
2025-01-07,70
2025-01-08,72
2025-01-09,69
2025-01-10,71
2025-01-11,71
2025-01-12,72
2025-01-13,70
2025-01-14,68
2025-01-15,68
2025-01-16,71
2025-01-17,72
2025-01-18,76
2025-01-19,88
2025-01-20,74
2025-01-21,75
2025-01-22,78
2025-01-23,70
2025-01-24,69
2025-01-25,68
2025-01-26,75
2025-01-27,70
2025-01-28,70
2025-01-29,71
2025-01-30,68
2025-01-31,71
2025-02-01,70
2025-02-02,74
2025-02-03,67
2025-02-04,69
2025-02-05,68
2025-02-06,71
2025-02-07,70
2025-02-08,71
2025-02-09,72
2025-02-10,66
2025-02-11,70
2025-02-12,65
2025-02-13,67
2025-02-14,73
2025-02-15,79
2025-02-16,71
2025-02-17,69
2025-02-18,72
2025-02-19,72
2025-02-20,71
2025-02-21,73
2025-02-22,71
2025-02-23,75
2025-02-24,70
2025-02-25,67
2025-02-26,70
2025-02-27,77
2025-02-28,67
2025-03-01,72
2025-03-02,74
2025-03-03,67
2025-03-04,69
2025-03-05,68
2025-03-06,66
2025-03-07,66
2025-03-08,70
2025-03-09,71
2025-03-10,68
2025-03-11,68
2025-03-12,67
2025-03-13,64
2025-03-14,66
2025-03-15,68
2025-03-16,73
2025-03-17,68
2025-03-18,71
2025-03-19,68
2025-03-20,69
2025-03-21,68
2025-03-22,71
2025-03-23,71
2025-03-24,66
2025-03-25,71
2025-03-26,69
2025-03-27,68
2025-03-28,67
2025-03-29,69
2025-03-30,71
2025-03-31,71
2025-04-01,68
2025-04-02,64
2025-04-03,67
2025-04-04,68
2025-04-05,70
2025-04-06,70
2025-04-07,63
2025-04-08,67
2025-04-09,63
2025-04-10,66
2025-04-11,69
2025-04-12,69
2025-04-13,71
2025-04-14,68
2025-04-15,69
2025-04-16,70
2025-04-17,72
2025-04-18,71
2025-04-19,73
2025-04-20,76
2025-04-21,71
2025-04-22,73
2025-04-23,72
2025-04-24,66
2025-04-25,67
2025-04-26,70
2025-04-27,76
2025-04-28,68
2025-04-29,69
2025-04-30,66
2025-05-01,69
2025-05-02,65
2025-05-03,70
2025-05-04,73
2025-05-05,69
2025-05-06,73
2025-05-07,67
2025-05-08,68
2025-05-09,67
2025-05-10,72
2025-05-11,78
2025-05-12,71
2025-05-13,70
2025-05-14,70
