Time,instagram
2025-04-15,46
2025-04-16,46
2025-04-17,44
2025-04-18,48
2025-04-19,47
2025-04-20,50
2025-04-21,48
2025-04-22,49
2025-04-23,47
2025-04-24,45
2025-04-25,43
2025-04-26,45
2025-04-27,48
2025-04-28,46
2025-04-29,45
2025-04-30,43
2025-05-01,47
2025-05-02,44
2025-05-03,45
2025-05-04,48
2025-05-05,46
2025-05-06,47
2025-05-07,47
2025-05-08,44
2025-05-09,47
2025-05-10,46
2025-05-11,52
2025-05-12,47
2025-05-13,46
2025-05-14,45
2025-05-15,41
2025-05-16,44
2025-05-17,45
2025-05-18,49
2025-05-19,46
2025-05-20,47
2025-05-21,45
2025-05-22,45
2025-05-23,46
2025-05-24,47
2025-05-25,48
2025-05-26,48
2025-05-27,46
2025-05-28,48
2025-05-29,44
2025-05-30,47
2025-05-31,45
2025-06-01,49
2025-06-02,47
2025-06-03,46
2025-06-04,46
2025-06-05,47
2025-06-06,51
2025-06-07,47
2025-06-08,47
2025-06-09,48
2025-06-10,48
2025-06-11,46
2025-06-12,49
2025-06-13,47
2025-06-14,47
2025-06-15,52
2025-06-16,48
2025-06-17,47
2025-06-18,46
2025-06-19,45
2025-06-20,46
2025-06-21,50
2025-06-22,47
2025-06-23,48
2025-06-24,48
2025-06-25,50
2025-06-26,47
2025-06-27,49
2025-06-28,47
2025-06-29,48
2025-06-30,47
2025-07-01,47
2025-07-02,48
2025-07-03,47
2025-07-04,49
2025-07-05,47
2025-07-06,49
2025-07-07,51
2025-07-08,52
2025-07-09,51
2025-07-10,52
2025-07-11,55
2025-07-12,51
2025-07-13,53
2025-07-14,53
2025-07-15,52
2025-07-16,49
2025-07-17,67
2025-07-18,52
2025-07-19,83
2025-07-20,83
2025-07-21,78
2025-07-22,67
2025-07-23,62
2025-07-24,61
2025-07-25,62
2025-07-26,66
2025-07-27,70
2025-07-28,65
2025-07-29,85
2025-07-30,100
2025-07-31,89
2025-08-01,69
2025-08-02,46
2025-08-03,49
2025-08-04,46
2025-08-05,54
2025-08-06,60
2025-08-07,71
2025-08-08,61
2025-08-09,64
2025-08-10,63
2025-08-11,55
2025-08-12,52
2025-08-13,49
2025-08-14,49
2025-08-15,48
2025-08-16,48
2025-08-17,50
2025-08-18,46
2025-08-19,50
2025-08-20,46
2025-08-21,48
2025-08-22,46
2025-08-23,46
2025-08-24,49
2025-08-25,46
2025-08-26,49
2025-08-27,51
2025-08-28,45
2025-08-29,46
2025-08-30,46
2025-08-31,52
2025-09-01,51
2025-09-02,48
2025-09-03,47
2025-09-04,46
2025-09-05,44
2025-09-06,47
2025-09-07,48
2025-09-08,47
2025-09-09,44
2025-09-10,46
2025-09-11,46
2025-09-12,48
2025-09-13,48
2025-09-14,48
2025-09-15,47
2025-09-16,47
2025-09-17,45
2025-09-18,46
2025-09-19,46
2025-09-20,50
2025-09-21,48
2025-09-22,49
2025-09-23,48
2025-09-24,45
2025-09-25,47
2025-09-26,45
2025-09-27,47
2025-09-28,48
2025-09-29,46
2025-09-30,45
2025-10-01,47
2025-10-02,46
2025-10-03,46
2025-10-04,46
2025-10-05,44
2025-10-06,46
2025-10-07,45
2025-10-08,46
2025-10-09,45
2025-10-10,45
2025-10-11,48
2025-10-12,46
2025-10-13,48
2025-10-14,47
2025-10-15,45
2025-10-16,45
2025-10-17,45
2025-10-18,46
2025-10-19,48
2025-10-20,47
2025-10-21,45
2025-10-22,45
2025-10-23,45
2025-10-24,45
2025-10-25,45
2025-10-26,46
2025-10-27,51
2025-10-28,45
2025-10-29,48
2025-10-30,51
2025-10-31,53
2025-11-01,58
2025-11-02,57
2025-11-03,54
2025-11-04,51
2025-11-05,50
2025-11-06,50
2025-11-07,50
2025-11-08,51
2025-11-09,49
2025-11-10,49
2025-11-11,52
2025-11-12,50
2025-11-13,52
2025-11-14,48
2025-11-15,49
2025-11-16,51
2025-11-17,50
2025-11-18,51
2025-11-19,51
2025-11-20,52
2025-11-21,50
2025-11-22,49
2025-11-23,51
2025-11-24,48
2025-11-25,50
2025-11-26,54
2025-11-27,52
2025-11-28,46
2025-11-29,51
2025-11-30,51
2025-12-01,51
2025-12-02,56
2025-12-03,53
2025-12-04,52
2025-12-05,50
2025-12-06,53
2025-12-07,54
2025-12-08,53
2025-12-09,53
2025-12-10,52
2025-12-11,52
2025-12-12,52
2025-12-13,58
2025-12-14,55
2025-12-15,53
2025-12-16,50
2025-12-17,52
2025-12-18,53
2025-12-19,51
2025-12-20,50
2025-12-21,48
2025-12-22,49
2025-12-23,49
2025-12-24,54
2025-12-25,52
2025-12-26,51
2025-12-27,51
2025-12-28,52
2025-12-29,51
2025-12-30,50
2025-12-31,58
2026-01-01,59
2026-01-02,54
2026-01-03,52
2026-01-04,54
2026-01-05,49
2026-01-06,50
2026-01-07,51
2026-01-08,50
2026-01-09,53
