Time,fortnite
2022-11-02,15.75
2022-11-03,14.625
2022-11-04,15.75
2022-11-05,18.0
2022-11-06,18.0
2022-11-07,13.5
2022-11-08,15.75
2022-11-09,13.5
2022-11-10,14.625
2022-11-11,15.75
2022-11-12,19.125
2022-11-13,18.0
2022-11-14,14.625
2022-11-15,16.875
2022-11-16,15.75
2022-11-17,14.625
2022-11-18,15.75
2022-11-19,18.0
2022-11-20,19.125
2022-11-21,16.875
2022-11-22,18.0
2022-11-23,20.25
2022-11-24,19.125
2022-11-25,19.125
2022-11-26,20.25
2022-11-27,23.625
2022-11-28,16.875
2022-11-29,15.75
2022-11-30,15.75
2022-12-01,18.0
2022-12-02,21.375
2022-12-03,82.125
2022-12-04,112.5
2022-12-05,39.375
2022-12-06,29.25
2022-12-07,27.0
2022-12-08,27.0
2022-12-09,24.75
2022-12-10,30.375
2022-12-11,30.375
2022-12-12,24.75
2022-12-13,30.375
2022-12-14,31.5
2022-12-15,30.375
2022-12-16,30.375
2022-12-17,39.375
2022-12-18,31.5
2022-12-19,28.125
2022-12-20,30.375
2022-12-21,32.625
2022-12-22,31.5
2022-12-23,32.625
2022-12-24,32.625
2022-12-25,41.625
2022-12-26,38.25
2022-12-27,32.625
2022-12-28,31.5
2022-12-29,29.25
2022-12-30,28.125
2022-12-31,30.375
2023-01-01,29.25
2023-01-02,29.25
2023-01-03,25.875
2023-01-04,23.625
2023-01-05,21.375
2023-01-06,23.625
2023-01-07,27.0
2023-01-08,29.25
2023-01-09,21.375
2023-01-10,22.5
2023-01-11,21.375
2023-01-12,19.125
2023-01-13,20.25
2023-01-14,24.75
2023-01-15,25.875
2023-01-16,24.75
2023-01-17,21.375
2023-01-18,22.5
2023-01-19,20.25
2023-01-20,20.25
2023-01-21,27.0
2023-01-22,24.75
2023-01-23,20.25
2023-01-24,21.375
2023-01-25,21.375
2023-01-26,20.25
2023-01-27,24.75
2023-01-28,25.875
2023-01-29,25.875
2023-01-30,21.375
2023-01-31,24.75
2023-02-01,22.5
2023-02-02,19.125
2023-02-03,20.25
2023-02-04,24.75
2023-02-05,27.0
2023-02-06,19.125
2023-02-07,20.25
2023-02-08,20.25
2023-02-09,16.875
2023-02-10,19.125
2023-02-11,23.625
2023-02-12,24.75
2023-02-13,16.875
2023-02-14,20.25
2023-02-15,20.25
2023-02-16,20.25
2023-02-17,20.25
2023-02-18,23.625
2023-02-19,22.5
2023-02-20,21.375
2023-02-21,18.0
2023-02-22,18.0
2023-02-23,18.0
2023-02-24,19.125
2023-02-25,22.5
2023-02-26,23.625
2023-02-27,19.125
2023-02-28,22.5
2023-03-01,22.5
2023-03-02,21.375
2023-03-03,21.375
2023-03-04,24.75
2023-03-05,27.0
2023-03-06,22.5
2023-03-07,23.625
2023-03-08,31.5
2023-03-09,30.375
2023-03-10,50.625
2023-03-11,34.875
2023-03-12,31.5
2023-03-13,23.625
2023-03-14,22.5
2023-03-15,21.375
2023-03-16,21.375
2023-03-17,22.5
2023-03-18,23.625
2023-03-19,24.75
2023-03-20,22.5
2023-03-21,19.125
2023-03-22,23.625
2023-03-23,25.875
2023-03-24,23.625
2023-03-25,28.125
2023-03-26,27.0
2023-03-27,20.25
2023-03-28,19.125
2023-03-29,20.25
2023-03-30,20.25
2023-03-31,21.375
2023-04-01,25.875
2023-04-02,23.625
2023-04-03,20.25
2023-04-04,19.125
2023-04-05,19.125
2023-04-06,19.125
2023-04-07,21.375
2023-04-08,24.75
2023-04-09,24.75
2023-04-10,20.25
2023-04-11,25.875
2023-04-12,21.375
2023-04-13,20.25
2023-04-14,19.125
2023-04-15,24.75
2023-04-16,23.625
2023-04-17,16.875
2023-04-18,15.75
2023-04-19,16.875
2023-04-20,15.75
2023-04-21,15.75
2023-04-22,19.125
2023-04-23,20.25
2023-04-24,15.75
2023-04-25,14.625
2023-04-26,14.4
2023-04-27,16.14375
2023-04-28,16.14375
2023-04-29,19.012500000000003
2023-04-30,20.75625
2023-05-01,16.14375
2023-05-02,21.31875
2023-05-03,19.012500000000003
2023-05-04,19.012500000000003
2023-05-05,18.450000000000003
2023-05-06,21.31875
2023-05-07,21.31875
2023-05-08,19.012500000000003
2023-05-09,18.450000000000003
2023-05-10,18.450000000000003
2023-05-11,15.58125
2023-05-12,18.450000000000003
2023-05-13,23.625
2023-05-14,23.625
2023-05-15,19.012500000000003
2023-05-16,19.012500000000003
2023-05-17,23.0625
2023-05-18,25.368750000000002
2023-05-19,23.0625
2023-05-20,25.931250000000002
2023-05-21,27.675
2023-05-22,21.31875
2023-05-23,23.625
2023-05-24,19.012500000000003
2023-05-25,18.450000000000003
2023-05-26,18.900000000000002
2023-05-27,21.262500000000003
2023-05-28,23.625000000000004
2023-05-29,23.625000000000004
2023-05-30,18.900000000000002
2023-05-31,18.900000000000002
2023-06-01,18.900000000000002
2023-06-02,18.900000000000002
2023-06-03,21.262500000000003
2023-06-04,23.625000000000004
2023-06-05,21.262500000000003
2023-06-06,21.262500000000003
2023-06-07,21.262500000000003
2023-06-08,25.987500000000004
2023-06-09,47.25000000000001
2023-06-10,30.712500000000002
2023-06-11,28.35
2023-06-12,23.625000000000004
2023-06-13,23.625000000000004
2023-06-14,21.262500000000003
2023-06-15,21.262500000000003
2023-06-16,23.625000000000004
2023-06-17,23.625000000000004
2023-06-18,23.625000000000004
2023-06-19,21.262500000000003
2023-06-20,28.35
2023-06-21,23.625000000000004
2023-06-22,18.900000000000002
2023-06-23,18.900000000000002
2023-06-24,21.262500000000003
2023-06-25,23.625000000000004
2023-06-26,21.262500000000003
2023-06-27,21.262500000000003
2023-06-28,18.900000000000002
2023-06-29,21.262500000000003
2023-06-30,21.262500000000003
2023-07-01,21.262500000000003
2023-07-02,21.262500000000003
2023-07-03,21.262500000000003
2023-07-04,23.625000000000004
2023-07-05,18.900000000000002
2023-07-06,18.900000000000002
2023-07-07,21.262500000000003
2023-07-08,23.625000000000004
2023-07-09,23.625000000000004
2023-07-10,18.900000000000002
2023-07-11,18.900000000000002
2023-07-12,21.262500000000003
2023-07-13,18.900000000000002
2023-07-14,21.262500000000003
2023-07-15,21.262500000000003
2023-07-16,21.262500000000003
2023-07-17,18.900000000000002
2023-07-18,21.262500000000003
2023-07-19,18.900000000000002
2023-07-20,18.900000000000002
2023-07-21,18.900000000000002
2023-07-22,23.625000000000004
2023-07-23,21.262500000000003
2023-07-24,18.900000000000002
2023-07-25,21.262500000000003
2023-07-26,28.35
2023-07-27,23.625000000000004
2023-07-28,21.262500000000003
2023-07-29,23.625000000000004
2023-07-30,23.625000000000004
2023-07-31,18.900000000000002
2023-08-01,21.262500000000003
2023-08-02,21.262500000000003
2023-08-03,21.262500000000003
2023-08-04,18.900000000000002
2023-08-05,21.262500000000003
2023-08-06,21.262500000000003
2023-08-07,18.900000000000002
2023-08-08,23.625000000000004
2023-08-09,21.262500000000003
2023-08-10,18.900000000000002
2023-08-11,18.900000000000002
2023-08-12,21.262500000000003
2023-08-13,21.262500000000003
2023-08-14,18.900000000000002
2023-08-15,18.900000000000002
2023-08-16,18.900000000000002
2023-08-17,18.900000000000002
2023-08-18,18.900000000000002
2023-08-19,21.262500000000003
2023-08-20,23.625000000000004
2023-08-21,18.900000000000002
2023-08-22,21.262500000000003
2023-08-23,21.262500000000003
2023-08-24,25.987500000000004
2023-08-25,44.8875
2023-08-26,33.075
2023-08-27,30.712500000000002
2023-08-28,21.262500000000003
2023-08-29,21.262500000000003
2023-08-30,18.900000000000002
2023-08-31,18.900000000000002
2023-09-01,18.900000000000002
2023-09-02,21.262500000000003
2023-09-03,23.625000000000004
2023-09-04,25.987500000000004
2023-09-05,18.900000000000002
2023-09-06,16.5375
2023-09-07,16.5375
2023-09-08,16.5375
2023-09-09,21.262500000000003
2023-09-10,23.625000000000004
2023-09-11,16.5375
2023-09-12,16.5375
2023-09-13,16.5375
2023-09-14,14.175
2023-09-15,16.5375
2023-09-16,18.900000000000002
2023-09-17,21.262500000000003
2023-09-18,16.5375
2023-09-19,16.5375
2023-09-20,21.262500000000003
2023-09-21,23.625000000000004
2023-09-22,21.262500000000003
2023-09-23,21.262500000000003
2023-09-24,23.625000000000004
2023-09-25,18.900000000000002
2023-09-26,18.900000000000002
2023-09-27,16.5375
2023-09-28,16.5375
2023-09-29,16.5375
2023-09-30,21.262500000000003
2023-10-01,21.262500000000003
2023-10-02,18.900000000000002
2023-10-03,18.900000000000002
2023-10-04,16.5375
2023-10-05,14.175
2023-10-06,16.5375
2023-10-07,18.900000000000002
2023-10-08,21.262500000000003
2023-10-09,16.5375
2023-10-10,28.35
2023-10-11,25.987500000000004
2023-10-12,21.262500000000003
2023-10-13,21.262500000000003
2023-10-14,25.987500000000004
2023-10-15,25.987500000000004
2023-10-16,21.262500000000003
2023-10-17,18.900000000000002
2023-10-18,18.900000000000002
2023-10-19,18.900000000000002
2023-10-20,18.900000000000002
2023-10-21,21.262500000000003
2023-10-22,25.987500000000004
2023-10-23,18.900000000000002
2023-10-24,21.262500000000003
2023-10-25,21.262500000000003
2023-10-26,18.900000000000002
2023-10-27,21.262500000000003
2023-10-28,23.625000000000004
2023-10-29,23.625000000000004
2023-10-30,21.262500000000003
2023-10-31,23.625000000000004
2023-11-01,28.35
2023-11-02,42.525000000000006
2023-11-03,113.4
2023-11-04,75.60000000000001
2023-11-05,66.15
2023-11-06,56.7
2023-11-07,51.97500000000001
2023-11-08,47.25000000000001
2023-11-09,51.97500000000001
2023-11-10,51.97500000000001
2023-11-11,56.7
2023-11-12,56.7
2023-11-13,49.612500000000004
2023-11-14,44.8875
2023-11-15,42.525000000000006
2023-11-16,54.337500000000006
2023-11-17,54.337500000000006
2023-11-18,70.87500000000001
2023-11-19,59.06250000000001
2023-11-20,51.97500000000001
2023-11-21,56.7
2023-11-22,61.425000000000004
2023-11-23,66.15
2023-11-24,59.06250000000001
2023-11-25,61.425000000000004
2023-11-26,61.425000000000004
2023-11-27,56.7
2023-11-28,54.337500000000006
2023-11-29,54.337500000000006
2023-11-30,61.425000000000004
2023-12-01,73.23750000000001
2023-12-02,224.43750000000003
2023-12-03,236.25000000000003
2023-12-04,111.03750000000001
2023-12-05,80.325
2023-12-06,70.87500000000001
2023-12-07,101.5875
2023-12-08,101.5875
2023-12-09,132.3
2023-12-10,127.57500000000002
2023-12-11,85.05000000000001
2023-12-12,73.23750000000001
2023-12-13,68.5125
2023-12-14,66.15
2023-12-15,66.15
2023-12-16,75.60000000000001
2023-12-17,77.9625
2023-12-18,59.06250000000001
2023-12-19,63.78750000000001
2023-12-20,59.06250000000001
2023-12-21,61.425000000000004
2023-12-22,61.72881477927064
2023-12-23,65.72375239923225
2023-12-24,60.91259596928984
2023-12-25,80.15722168905951
2023-12-26,64.54250239923226
2023-12-27,58.91512715930903
2023-12-28,70.53490882917467
2023-12-29,56.91765834932822
2023-12-30,54.92018953934742
2023-12-31,56.10143953934742
2024-01-01,54.10397072936661
2024-01-02,47.29534548944339
2024-01-03,49.292814299424194
2024-01-04,44.48165786948177
2024-01-05,43.300407869481774
2024-01-06,47.29534548944339
2024-01-07,50.109033109405
2024-01-08,42.48418905950096
2024-01-09,39.67050143953935
2024-01-10,38.48925143953936
2024-01-11,37.67303262955855
2024-01-12,40.48672024952016
2024-01-13,47.29534548944339
2024-01-14,48.11156429942419
2024-01-15,45.297876679462576
2024-01-16,42.48418905950096
2024-01-17,42.48418905950096
2024-01-18,39.67050143953935
2024-01-19,39.67050143953935
2024-01-20,47.29534548944339
2024-01-21,48.973128598848376
2024-01-22,42.44337811900193
2024-01-23,50.60556621880999
2024-01-24,45.708253358925155
2024-01-25,39.17850287907871
2024-01-26,42.44337811900193
2024-01-27,50.60556621880999
2024-01-28,47.34069097888677
2024-01-29,37.54606525911709
2024-01-30,37.54606525911709
2024-01-31,37.54606525911709
2024-02-01,34.281190019193865
2024-02-02,35.91362763915548
2024-02-03,44.07581573896354
2024-02-04,47.34069097888677
2024-02-05,35.91362763915548
2024-02-06,34.281190019193865
2024-02-07,40.81094049904031
2024-02-08,40.81094049904031
2024-02-09,42.44337811900193
2024-02-10,47.34069097888677
2024-02-11,45.708253358925155
2024-02-12,35.91362763915548
2024-02-13,35.91362763915548
2024-02-14,31.01631477927064
2024-02-15,34.281190019193865
2024-02-16,34.281190019193865
2024-02-17,42.44337811900193
2024-02-18,42.44337811900193
2024-02-19,39.17850287907871
2024-02-20,35.91362763915548
2024-02-21,34.281190019193865
2024-02-22,42.44337811900193
2024-02-23,35.91362763915548
2024-02-24,40.81094049904031
2024-02-25,44.07581573896354
2024-02-26,37.54606525911709
2024-02-27,35.91362763915548
2024-02-28,32.64875239923225
2024-02-29,40.81094049904031
2024-03-01,37.54606525911709
2024-03-02,53.87044145873322
2024-03-03,50.60556621880999
2024-03-04,39.17850287907871
2024-03-05,35.91362763915548
2024-03-06,37.54606525911709
2024-03-07,44.07581573896354
2024-03-08,163.24376199616125
2024-03-09,140.38963531669867
2024-03-10,58.76775431861805
2024-03-11,45.708253358925155
2024-03-12,40.81094049904031
2024-03-13,39.17850287907871
2024-03-14,35.91362763915548
2024-03-15,35.91362763915548
2024-03-16,42.44337811900193
2024-03-17,42.44337811900193
2024-03-18,35.91362763915548
2024-03-19,37.54606525911709
2024-03-20,32.64875239923225
2024-03-21,29.383877159309026
2024-03-22,29.383877159309026
2024-03-23,35.91362763915548
2024-03-24,39.17850287907871
2024-03-25,32.64875239923225
2024-03-26,39.17850287907871
2024-03-27,40.81094049904031
2024-03-28,34.281190019193865
2024-03-29,34.281190019193865
2024-03-30,39.17850287907871
2024-03-31,40.81094049904031
2024-04-01,35.91362763915548
2024-04-02,34.281190019193865
2024-04-03,31.01631477927064
2024-04-04,29.383877159309026
2024-04-05,29.383877159309026
2024-04-06,32.64875239923225
2024-04-07,35.91362763915548
2024-04-08,27.751439539347416
2024-04-09,32.64875239923225
2024-04-10,32.64875239923225
2024-04-11,31.01631477927064
2024-04-12,35.91362763915548
2024-04-13,37.54606525911709
2024-04-14,35.91362763915548
2024-04-15,29.383877159309026
2024-04-16,27.751439539347416
2024-04-17,26.119001919385802
2024-04-18,27.751439539347416
2024-04-19,44.07581573896354
2024-04-20,52.238003838771604
2024-04-21,42.44337811900193
2024-04-22,34.281190019193865
2024-04-23,39.17850287907871
2024-04-24,32.64875239923225
2024-04-25,29.383877159309026
2024-04-26,27.751439539347416
2024-04-27,31.01631477927064
2024-04-28,34.281190019193865
2024-04-29,27.751439539347416
2024-04-30,26.119001919385802
2024-05-01,24.486564299424188
2024-05-02,24.486564299424188
2024-05-03,37.54606525911709
2024-05-04,34.281190019193865
2024-05-05,34.281190019193865
2024-05-06,26.119001919385802
2024-05-07,24.486564299424188
2024-05-08,24.486564299424188
2024-05-09,24.486564299424188
2024-05-10,24.486564299424188
2024-05-11,29.383877159309026
2024-05-12,29.383877159309026
2024-05-13,26.119001919385802
2024-05-14,26.119001919385802
2024-05-15,24.486564299424188
2024-05-16,26.119001919385802
2024-05-17,29.383877159309026
2024-05-18,31.01631477927064
2024-05-19,34.281190019193865
2024-05-20,27.751439539347416
2024-05-21,27.751439539347416
2024-05-22,26.119001919385802
2024-05-23,32.64875239923225
2024-05-24,65.2975047984645
2024-05-25,42.44337811900193
2024-05-26,37.54606525911709
2024-05-27,35.91362763915548
2024-05-28,29.383877159309026
2024-05-29,24.486564299424188
2024-05-30,26.119001919385802
2024-05-31,29.383877159309026
2024-06-01,31.01631477927064
2024-06-02,29.383877159309026
2024-06-03,22.854126679462578
2024-06-04,22.854126679462578
2024-06-05,22.854126679462578
2024-06-06,22.854126679462578
2024-06-07,21.221689059500964
2024-06-08,24.486564299424188
2024-06-09,24.486564299424188
2024-06-10,21.221689059500964
2024-06-11,22.854126679462578
2024-06-12,26.119001919385802
2024-06-13,27.751439539347416
2024-06-14,26.119001919385802
2024-06-15,26.119001919385802
2024-06-16,26.119001919385802
2024-06-17,21.221689059500964
2024-06-18,22.854126679462578
2024-06-19,22.854126679462578
2024-06-20,19.589251439539353
2024-06-21,22.854126679462578
2024-06-22,44.07581573896354
2024-06-23,35.91362763915548
2024-06-24,26.119001919385802
2024-06-25,22.854126679462578
2024-06-26,22.854126679462578
2024-06-27,24.486564299424188
2024-06-28,22.854126679462578
2024-06-29,24.486564299424188
2024-06-30,24.486564299424188
2024-07-01,22.854126679462578
2024-07-02,22.854126679462578
2024-07-03,21.221689059500964
2024-07-04,22.854126679462578
2024-07-05,19.589251439539353
2024-07-06,22.854126679462578
2024-07-07,22.854126679462578
2024-07-08,19.589251439539353
2024-07-09,21.221689059500964
2024-07-10,21.221689059500964
2024-07-11,19.589251439539353
2024-07-12,21.221689059500964
2024-07-13,21.221689059500964
2024-07-14,22.854126679462578
2024-07-15,19.589251439539353
2024-07-16,19.589251439539353
2024-07-17,21.221689059500964
2024-07-18,21.221689059500964
2024-07-19,22.854126679462578
2024-07-20,22.854126679462578
2024-07-21,24.486564299424188
2024-07-22,21.221689059500964
2024-07-23,27.751439539347416
2024-07-24,27.751439539347416
2024-07-25,24.486564299424188
2024-07-26,24.486564299424188
2024-07-27,27.751439539347416
2024-07-28,27.751439539347416
2024-07-29,22.854126679462578
2024-07-30,24.486564299424188
2024-07-31,22.854126679462578
2024-08-01,22.854126679462578
2024-08-02,24.486564299424188
2024-08-03,27.751439539347416
2024-08-04,29.383877159309026
2024-08-05,26.119001919385802
2024-08-06,29.383877159309026
2024-08-07,27.751439539347416
2024-08-08,24.486564299424188
2024-08-09,27.751439539347416
2024-08-10,42.44337811900193
2024-08-11,55.50287907869483
2024-08-12,29.383877159309026
2024-08-13,26.119001919385802
2024-08-14,29.383877159309026
2024-08-15,32.64875239923225
2024-08-16,70.19481765834934
2024-08-17,58.76775431861805
2024-08-18,45.586378415689325
2024-08-19,31.032621989985294
2024-08-20,27.73684887712904
2024-08-21,27.73684887712904
2024-08-22,26.366184902850023
2024-08-23,27.182403712830826
2024-08-24,32.95773112856253
2024-08-25,34.32839510284155
2024-08-26,25.811739738551807
2024-08-27,23.07041178999377
2024-08-28,23.07041178999377
2024-08-29,23.07041178999377
2024-08-30,23.07041178999377
2024-08-31,27.73684887712904
2024-09-01,29.10751285140806
2024-09-02,29.10751285140806
2024-09-03,23.07041178999377
2024-09-04,26.366184902850023
2024-09-05,26.366184902850023
2024-09-06,24.44107576427279
2024-09-07,29.661958015706276
2024-09-08,32.95773112856253
2024-09-09,21.145302651416536
2024-09-10,21.145302651416536
2024-09-11,20.59085748711832
2024-09-12,23.07041178999377
2024-09-13,22.515966625695555
2024-09-14,29.10751285140806
2024-09-15,26.366184902850023
2024-09-16,21.145302651416536
2024-09-17,27.722258214910667
2024-09-18,25.504477557717813
2024-09-19,23.28669690052496
2024-09-20,24.395587229121386
2024-09-21,28.831148543507094
2024-09-22,27.722258214910667
2024-09-23,21.068916243332108
2024-09-24,23.28669690052496
2024-09-25,24.395587229121386
2024-09-26,22.177806571928535
2024-09-27,22.177806571928535
2024-09-28,31.048929200699945
2024-09-29,27.722258214910667
2024-09-30,22.177806571928535
2024-10-01,26.61336788631424
2024-10-02,23.28669690052496
2024-10-03,25.504477557717813
2024-10-04,25.504477557717813
2024-10-05,42.137832486664216
2024-10-06,29.94003887210352
2024-10-07,23.28669690052496
2024-10-08,22.177806571928535
2024-10-09,23.28669690052496
2024-10-10,22.177806571928535
2024-10-11,26.61336788631424
2024-10-12,37.70227117227851
2024-10-13,35.48449051508565
2024-10-14,28.831148543507094
2024-10-15,25.504477557717813
2024-10-16,24.395587229121386
2024-10-17,25.504477557717813
2024-10-18,26.61336788631424
2024-10-19,31.048929200699945
2024-10-20,29.94003887210352
2024-10-21,23.28669690052496
2024-10-22,24.395587229121386
2024-10-23,23.28669690052496
2024-10-24,22.177806571928535
2024-10-25,25.504477557717813
2024-10-26,28.831148543507094
2024-10-27,27.722258214910667
2024-10-28,24.395587229121386
2024-10-29,26.61336788631424
2024-10-30,24.395587229121386
2024-10-31,25.504477557717813
2024-11-01,55.444516429821334
2024-11-02,76.51343267315345
2024-11-03,51.008955115435626
2024-11-04,41.028942158067785
2024-11-05,32.157819529296376
2024-11-06,24.395587229121386
2024-11-07,31.048929200699945
2024-11-08,31.048929200699945
2024-11-09,35.48449051508565
2024-11-10,37.70227117227851
2024-11-11,33.2667098578928
2024-11-12,31.048929200699945
2024-11-13,35.48449051508565
2024-11-14,36.59338084368208
2024-11-15,34.37560018648923
2024-11-16,32.157819529296376
2024-11-17,37.70227117227851
2024-11-18,28.831148543507094
2024-11-19,27.722258214910667
2024-11-20,28.831148543507094
2024-11-21,35.48449051508565
2024-11-22,35.48449051508565
2024-11-23,38.81116150087493
2024-11-24,38.81116150087493
2024-11-25,44.35561314385707
2024-11-26,52.117845444032056
2024-11-27,48.79117445824277
2024-11-28,48.79117445824277
2024-11-29,49.9000647868392
2024-11-30,88.71122628771414
2024-12-01,110.88903285964267
2024-12-02,60.988968072803466
2024-12-03,46.57339380104992
2024-12-04,43.24672281526064
2024-12-05,42.137832486664216
2024-12-06,57.66229708701419
2024-12-07,62.09785840139989
