Time,harbor_freight
2022-04-26,48.0
2022-04-27,46.0
2022-04-28,48.0
2022-04-29,51.0
2022-04-30,69.0
2022-05-01,64.0
2022-05-02,48.0
2022-05-03,47.0
2022-05-04,48.0
2022-05-05,50.0
2022-05-06,50.0
2022-05-07,67.0
2022-05-08,63.0
2022-05-09,49.0
2022-05-10,46.0
2022-05-11,47.0
2022-05-12,47.0
2022-05-13,53.0
2022-05-14,71.0
2022-05-15,71.0
2022-05-16,49.0
2022-05-17,48.0
2022-05-18,47.0
2022-05-19,48.0
2022-05-20,54.0
2022-05-21,68.0
2022-05-22,68.0
2022-05-23,51.0
2022-05-24,52.0
2022-05-25,49.0
2022-05-26,49.0
2022-05-27,64.0
2022-05-28,87.0
2022-05-29,87.0
2022-05-30,100.0
2022-05-31,57.0
2022-06-01,51.0
2022-06-02,49.0
2022-06-03,55.0
2022-06-04,74.0
2022-06-05,75.0
2022-06-06,50.0
2022-06-07,51.0
2022-06-08,51.0
2022-06-09,50.0
2022-06-10,59.0
2022-06-11,71.0
2022-06-12,72.0
2022-06-13,54.0
2022-06-14,54.0
2022-06-15,54.0
2022-06-16,56.0
2022-06-17,62.0
2022-06-18,85.0
2022-06-19,84.0
2022-06-20,57.0
2022-06-21,52.0
2022-06-22,52.0
2022-06-23,52.0
2022-06-24,53.0
2022-06-25,69.0
2022-06-26,69.0
2022-06-27,51.0
2022-06-28,47.0
2022-06-29,52.0
2022-06-30,51.0
2022-07-01,65.0
2022-07-02,78.0
2022-07-03,79.0
2022-07-04,78.0
2022-07-05,48.0
2022-07-06,46.0
2022-07-07,49.0
2022-07-08,58.0
2022-07-09,69.0
2022-07-10,69.0
2022-07-11,53.0
2022-07-12,50.0
2022-07-13,52.0
2022-07-14,51.0
2022-07-15,50.0
2022-07-16,65.0
2022-07-17,68.0
2022-07-18,52.0
2022-07-19,47.0
2022-07-20,47.0
2022-07-21,47.0
2022-07-22,55.0
2022-07-23,65.0
2022-07-24,67.0
2022-07-25,51.0
2022-07-26,48.0
2022-07-27,49.0
2022-07-28,51.0
2022-07-29,51.0
2022-07-30,64.0
2022-07-31,65.0
2022-08-01,46.0
2022-08-02,47.0
2022-08-03,46.0
2022-08-04,47.0
2022-08-05,54.0
2022-08-06,64.0
2022-08-07,66.0
2022-08-08,48.0
2022-08-09,45.0
2022-08-10,47.0
2022-08-11,40.0
2022-08-12,51.0
2022-08-13,65.0
2022-08-14,67.0
2022-08-15,45.0
2022-08-16,48.0
2022-08-17,46.0
2022-08-18,42.0
2022-08-19,51.0
2022-08-20,70.0
2022-08-21,68.0
2022-08-22,47.0
2022-08-23,47.0
2022-08-24,42.0
2022-08-25,45.0
2022-08-26,52.0
2022-08-27,67.0
2022-08-28,69.0
2022-08-29,47.39113177591291
2022-08-30,49.97709231118168
2022-08-31,48.93411204354729
2022-09-01,46.84815150827852
2022-09-02,59.86391471989113
2022-09-03,79.13755953731004
2022-09-04,74.9656384667725
2022-09-05,79.13755953731004
2022-09-06,41.1332501701066
2022-09-07,42.17623043774098
2022-09-08,38.00430936720345
2022-09-09,47.89113177591291
2022-09-10,62.99285552279429
2022-09-11,56.73497391698798
2022-09-12,44.76219097300975
2022-09-13,41.1332501701066
2022-09-14,43.21921070537537
2022-09-15,44.76219097300975
2022-09-16,48.93411204354729
2022-09-17,61.9498752551599
2022-09-18,55.19199364935359
2022-09-19,46.84815150827852
2022-09-20,41.1332501701066
2022-09-21,40.090269902472215
2022-09-22,45.30517124064414
2022-09-23,54.149013381719215
2022-09-24,74.4656384667725
2022-09-25,68.20775686096621
2022-09-26,48.93411204354729
2022-09-27,47.39113177591291
2022-09-28,45.61034248128828
2022-09-29,43.438421410750735
2022-09-30,55.38398729870719
2022-10-01,64.07167158085734
2022-10-02,61.899750510319805
2022-10-03,45.61034248128828
2022-10-04,44.52438194601951
2022-10-05,44.52438194601951
2022-10-06,44.52438194601951
2022-10-07,49.95418462236335
2022-10-08,62.98571104558857
2022-10-09,61.899750510319805
2022-10-10,47.782263551825814
2022-10-11,45.61034248128828
2022-10-12,44.52438194601951
2022-10-13,45.61034248128828
2022-10-14,55.38398729870719
2022-10-15,62.98571104558857
2022-10-16,61.899750510319805
2022-10-17,43.438421410750735
2022-10-18,40.18053980494443
2022-10-19,40.18053980494443
2022-10-20,43.438421410750735
2022-10-21,48.86822408709458
2022-10-22,62.98571104558857
2022-10-23,62.98571104558857
2022-10-24,42.35246087548197
2022-10-25,44.52438194601951
2022-10-26,40.18053980494443
2022-10-27,43.438421410750735
2022-10-28,46.696303016557046
2022-10-29,58.641868904513494
2022-10-30,59.72782943978226
2022-10-31,40.18053980494443
2022-11-01,40.18053980494443
2022-11-02,39.09457926967566
2022-11-03,40.18053980494443
2022-11-04,47.782263551825814
2022-11-05,61.899750510319805
2022-11-06,62.98571104558857
2022-11-07,46.696303016557046
2022-11-08,39.09457926967566
2022-11-09,38.008618734406895
2022-11-10,42.35246087548197
2022-11-11,51.04014515763212
2022-11-12,60.81378997505104
2022-11-13,57.555908369244726
2022-11-14,43.438421410750735
2022-11-15,44.52438194601951
2022-11-16,42.35246087548197
2022-11-17,41.2665003402132
2022-11-18,45.61034248128828
2022-11-19,60.81378997505104
2022-11-20,64.07167158085734
2022-11-21,48.86822408709458
2022-11-22,51.04014515763212
2022-11-23,53.212066228169654
2022-11-24,57.555908369244726
2022-11-25,108.59605352687684
2022-11-26,68.41551372193241
2022-11-27,64.07167158085734
2022-11-28,52.126105692900886
2022-11-29,43.438421410750735
2022-11-30,39.09457926967566
2022-12-01,40.18053980494443
2022-12-02,45.61034248128828
2022-12-03,56.46994783397596
2022-12-04,61.899750510319805
2022-12-05,41.2665003402132
2022-12-06,38.008618734406895
2022-12-07,40.18053980494443
2022-12-08,40.18053980494443
2022-12-09,45.61034248128828
2022-12-10,56.46994783397596
2022-12-11,58.641868904513494
2022-12-12,43.438421410750735
2022-12-13,41.2665003402132
2022-12-14,39.09457926967566
2022-12-15,41.2665003402132
2022-12-16,46.696303016557046
2022-12-17,62.98571104558857
2022-12-18,57.555908369244726
2022-12-19,47.782263551825814
2022-12-20,54.29802676343842
2022-12-21,56.46994783397596
2022-12-22,59.72782943978226
2022-12-23,60.81378997505104
2022-12-24,57.555908369244726
2022-12-25,40.18053980494443
2022-12-26,65.15763211612611
2022-12-27,52.126105692900886
2022-12-28,48.86822408709458
2022-12-29,56.46994783397596
2022-12-30,59.72782943978226
2022-12-31,69.50147425720118
2023-01-01,72.75935586300749
2023-01-02,74.93127693354502
2023-01-03,44.52438194601951
2023-01-04,41.2665003402132
2023-01-05,43.438421410750735
2023-01-06,45.61034248128828
2023-01-07,57.555908369244726
2023-01-08,57.555908369244726
2023-01-09,43.438421410750735
2023-01-10,38.008618734406895
2023-01-11,42.35246087548197
2023-01-12,42.35246087548197
2023-01-13,47.782263551825814
2023-01-14,61.899750510319805
2023-01-15,59.72782943978226
2023-01-16,57.555908369244726
2023-01-17,43.438421410750735
2023-01-18,41.2665003402132
2023-01-19,38.008618734406895
2023-01-20,43.438421410750735
2023-01-21,57.555908369244726
2023-01-22,55.38398729870719
2023-01-23,39.09457926967566
2023-01-24,38.008618734406895
2023-01-25,40.18053980494443
2023-01-26,38.008618734406895
2023-01-27,43.438421410750735
2023-01-28,55.38398729870719
2023-01-29,57.555908369244726
2023-01-30,40.18053980494443
2023-01-31,40.18053980494443
2023-02-01,38.008618734406895
2023-02-02,41.2665003402132
2023-02-03,43.438421410750735
2023-02-04,56.46994783397596
2023-02-05,59.72782943978226
2023-02-06,43.438421410750735
2023-02-07,43.438421410750735
2023-02-08,39.09457926967566
2023-02-09,41.2665003402132
2023-02-10,45.61034248128828
2023-02-11,60.81378997505104
2023-02-12,52.126105692900886
2023-02-13,36.92265819913813
2023-02-14,38.008618734406895
2023-02-15,39.09457926967566
2023-02-16,40.18053980494443
2023-02-17,55.38398729870719
2023-02-18,71.67339532773872
2023-02-19,71.67339532773872
2023-02-20,60.81378997505104
2023-02-21,45.61034248128828
2023-02-22,42.35246087548197
2023-02-23,47.782263551825814
2023-02-24,56.46994783397596
2023-02-25,67.32955318666365
2023-02-26,69.50147425720118
2023-02-27,46.696303016557046
2023-02-28,43.438421410750735
2023-03-01,43.438421410750735
2023-03-02,48.86822408709458
2023-03-03,54.29802676343842
2023-03-04,74.93127693354502
2023-03-05,80.36107960988886
2023-03-06,49.95418462236335
2023-03-07,46.696303016557046
2023-03-08,46.696303016557046
2023-03-09,48.86822408709458
2023-03-10,55.38398729870719
2023-03-11,71.67339532773872
2023-03-12,67.32955318666365
2023-03-13,46.696303016557046
2023-03-14,44.52438194601951
2023-03-15,41.2665003402132
2023-03-16,47.782263551825814
2023-03-17,54.29802676343842
2023-03-18,70.58743479246995
2023-03-19,71.67339532773872
2023-03-20,49.95418462236335
2023-03-21,43.438421410750735
2023-03-22,45.61034248128828
2023-03-23,46.696303016557046
2023-03-24,55.38398729870719
2023-03-25,69.50147425720118
2023-03-26,70.58743479246995
2023-03-27,53.212066228169654
2023-03-28,47.782263551825814
2023-03-29,47.782263551825814
2023-03-30,48.86822408709458
2023-03-31,59.72782943978226
2023-04-01,72.75935586300749
2023-04-02,72.75935586300749
2023-04-03,58.641868904513494
2023-04-04,48.86822408709458
2023-04-05,47.782263551825814
2023-04-06,53.212066228169654
2023-04-07,64.07167158085734
2023-04-08,69.50147425720118
2023-04-09,59.72782943978226
2023-04-10,53.212066228169654
2023-04-11,54.29802676343842
2023-04-12,53.212066228169654
2023-04-13,53.212066228169654
2023-04-14,56.46994783397596
2023-04-15,74.93127693354502
2023-04-16,77.10319800408256
2023-04-17,52.126105692900886
2023-04-18,48.86822408709458
2023-04-19,46.696303016557046
2023-04-20,52.126105692900886
2023-04-21,58.641868904513494
2023-04-22,74.93127693354502
2023-04-23,74.93127693354502
2023-04-24,51.04014515763212
2023-04-25,49.95418462236335
2023-04-26,47.82264790642036
2023-04-27,50.048204447903764
2023-04-28,52.81674125702156
2023-04-29,68.39563704740542
2023-04-30,66.17008050592202
2023-05-01,51.70396298627985
2023-05-02,51.16098271864547
2023-05-03,46.70986963567865
2023-05-04,51.70396298627985
2023-05-05,56.15507606924667
2023-05-06,68.39563704740542
2023-05-07,72.2769521272649
2023-05-08,51.16098271864547
2023-05-09,48.93542617716206
2023-05-10,47.252849903313034
2023-05-11,49.47840644479645
2023-05-12,58.380632610730075
2023-05-13,71.73397185963053
2023-05-14,62.8317456936969
2023-05-15,50.048204447903764
2023-05-16,48.93542617716206
2023-05-17,50.048204447903764
2023-05-18,52.27376098938717
2023-05-19,58.380632610730075
2023-05-20,72.84675013037224
2023-05-21,70.0513955857815
2023-05-22,52.27376098938717
2023-05-23,47.82264790642036
2023-05-24,51.70396298627985
2023-05-25,56.724874072353984
2023-05-26,63.81737634801986
2023-05-27,87.74889247852731
2023-05-28,85.46970046609803
2023-05-29,85.46970046609803
2023-05-30,55.84020430451738
2023-05-31,52.42141628587346
2023-06-01,54.70060829830274
2023-06-02,60.39858832937594
2023-06-03,76.35293241638091
2023-06-04,78.63212442881019
2023-06-05,53.5610122920881
2023-06-06,52.42141628587346
2023-06-07,46.723436254800255
2023-06-08,58.11939631694666
2023-06-09,60.39858832937594
2023-06-10,69.51535637909306
2023-06-11,79.77172043502483
2023-06-12,56.97980031073202
2023-06-13,58.11939631694666
2023-06-14,52.42141628587346
2023-06-15,56.97980031073202
2023-06-16,69.51535637909306
2023-06-17,86.60929647231268
2023-06-18,85.46970046609803
2023-06-19,61.538184335590586
2023-06-20,53.5610122920881
2023-06-21,52.42141628587346
2023-06-22,46.723436254800255
2023-06-23,53.5610122920881
2023-06-24,69.51535637909306
2023-06-25,76.35293241638091
2023-06-26,58.11939631694666
2023-06-27,55.84020430451738
2023-06-28,49.00262826722954
2023-06-29,59.2589923231613
2023-06-30,60.39858832937594
2023-07-01,77.49252842259554
2023-07-02,79.77172043502483
2023-07-03,72.93414439773699
2023-07-04,77.49252842259554
2023-07-05,46.723436254800255
2023-07-06,50.14222427344418
2023-07-07,60.39858832937594
2023-07-08,74.07374040395163
2023-07-09,72.93414439773699
2023-07-10,47.863032261014894
2023-07-11,46.723436254800255
2023-07-12,47.863032261014894
2023-07-13,47.863032261014894
2023-07-14,51.28182027965882
2023-07-15,68.37576037287843
2023-07-16,68.37576037287843
2023-07-17,50.14222427344418
2023-07-18,51.28182027965882
2023-07-19,50.14222427344418
2023-07-20,47.863032261014894
2023-07-21,53.5610122920881
2023-07-22,67.23616436666379
2023-07-23,68.37576037287843
2023-07-24,51.28182027965882
2023-07-25,47.863032261014894
2023-07-26,50.14222427344418
2023-07-27,50.14222427344418
2023-07-28,52.42141628587346
2023-07-29,70.65495238530771
2023-07-30,72.93414439773699
2023-07-31,47.863032261014894
2023-08-01,46.723436254800255
2023-08-02,45.58384024858562
2023-08-03,45.58384024858562
2023-08-04,53.5610122920881
2023-08-05,61.538184335590586
2023-08-06,67.23616436666379
2023-08-07,45.58384024858562
2023-08-08,44.44424424237098
2023-08-09,44.44424424237098
2023-08-10,46.723436254800255
2023-08-11,51.28182027965882
2023-08-12,63.81737634801986
2023-08-13,66.09656836044914
2023-08-14,47.863032261014894
2023-08-15,42.16505222994169
2023-08-16,47.863032261014894
2023-08-17,45.58384024858562
2023-08-18,52.42141628587346
2023-08-19,71.79454839152234
2023-08-20,71.79454839152234
2023-08-21,49.00262826722954
2023-08-22,44.44424424237098
2023-08-23,44.44424424237098
2023-08-24,44.44424424237098
2023-08-25,52.42141628587346
2023-08-26,67.23616436666379
2023-08-27,69.51535637909306
2023-08-28,52.42141628587346
2023-08-29,44.44424424237098
2023-08-30,44.44424424237098
2023-08-31,45.58384024858562
2023-09-01,58.11939631694666
2023-09-02,69.51535637909306
2023-09-03,82.05091244745411
2023-09-04,83.19050845366876
2023-09-05,43.30464823615634
2023-09-06,39.885860217512416
2023-09-07,41.025456223727055
2023-09-08,45.58384024858562
2023-09-09,56.97980031073202
2023-09-10,53.5610122920881
2023-09-11,45.58384024858562
2023-09-12,38.74626421129777
2023-09-13,37.60666820508313
2023-09-14,41.025456223727055
2023-09-15,45.58384024858562
2023-09-16,58.11939631694666
2023-09-17,56.97980031073202
2023-09-18,38.74626421129777
2023-09-19,43.30464823615634
2023-09-20,41.025456223727055
2023-09-21,43.30464823615634
2023-09-22,50.14222427344418
2023-09-23,66.09656836044914
2023-09-24,61.538184335590586
2023-09-25,44.44424424237098
2023-09-26,39.885860217512416
2023-09-27,42.16505222994169
2023-09-28,42.16505222994169
2023-09-29,46.723436254800255
2023-09-30,59.2589923231613
2023-10-01,60.39858832937594
2023-10-02,39.885860217512416
2023-10-03,41.025456223727055
2023-10-04,45.58384024858562
2023-10-05,39.885860217512416
2023-10-06,49.00262826722954
2023-10-07,62.677780341805224
2023-10-08,58.11939631694666
2023-10-09,42.16505222994169
2023-10-10,43.30464823615634
2023-10-11,43.30464823615634
2023-10-12,42.16505222994169
2023-10-13,49.00262826722954
2023-10-14,69.51535637909306
2023-10-15,62.677780341805224
2023-10-16,44.44424424237098
2023-10-17,42.16505222994169
2023-10-18,39.885860217512416
2023-10-19,42.16505222994169
2023-10-20,51.28182027965882
2023-10-21,60.39858832937594
2023-10-22,64.95697235423451
2023-10-23,43.30464823615634
2023-10-24,42.16505222994169
2023-10-25,43.30464823615634
2023-10-26,43.30464823615634
2023-10-27,49.00262826722954
2023-10-28,55.84020430451738
2023-10-29,55.84020430451738
2023-10-30,43.30464823615634
2023-10-31,41.025456223727055
2023-11-01,41.025456223727055
2023-11-02,45.58384024858562
2023-11-03,51.28182027965882
2023-11-04,67.23616436666379
2023-11-05,62.677780341805224
2023-11-06,45.58384024858562
2023-11-07,47.863032261014894
2023-11-08,45.58384024858562
2023-11-09,45.58384024858562
2023-11-10,51.28182027965882
2023-11-11,67.23616436666379
2023-11-12,64.95697235423451
2023-11-13,44.44424424237098
2023-11-14,43.30464823615634
2023-11-15,44.44424424237098
2023-11-16,43.30464823615634
2023-11-17,47.863032261014894
2023-11-18,64.95697235423451
2023-11-19,72.93414439773699
2023-11-20,55.84020430451738
2023-11-21,51.28182027965882
2023-11-22,58.11939631694666
2023-11-23,68.37576037287843
2023-11-24,113.95960062146403
2023-11-25,80.91131644123946
2023-11-26,76.35293241638091
2023-11-27,60.39858832937594
2023-11-28,50.14222427344418
2023-11-29,47.863032261014894
2023-11-30,45.58384024858562
2023-12-01,52.42141628587346
2023-12-02,64.95697235423451
2023-12-03,66.09656836044914
2023-12-04,45.58384024858562
2023-12-05,49.00262826722954
2023-12-06,44.44424424237098
2023-12-07,42.16505222994169
2023-12-08,53.5610122920881
2023-12-09,67.23616436666379
2023-12-10,70.65495238530771
2023-12-11,47.863032261014894
2023-12-12,49.00262826722954
2023-12-13,49.00262826722954
2023-12-14,44.44424424237098
2023-12-15,53.5610122920881
2023-12-16,68.37576037287843
2023-12-17,64.95697235423451
2023-12-18,49.00262826722954
2023-12-19,50.14222427344418
2023-12-20,51.28182027965882
2023-12-21,51.28182027965882
2023-12-22,58.05424456099215
2023-12-23,71.42580288617157
2023-12-24,60.41896224618646
2023-12-25,37.99690707322304
2023-12-26,54.711354979697305
2023-12-27,52.346637294503
2023-12-28,56.097900768791064
2023-12-29,68.08291330487671
2023-12-30,69.46945909397047
2023-12-31,68.08291330487671
2024-01-01,66.12656951267562
2024-01-02,44.27431234281953
2024-01-03,45.66085813191329
2024-01-04,47.04740392100705
2024-01-05,46.639030028013835
2024-01-06,59.032416457092694
2024-01-07,55.68952687579784
2024-01-08,39.544876972430906
2024-01-09,41.3397966545179
2024-01-10,43.29614044671898
2024-01-11,44.27431234281953
2024-01-12,52.755011187496216
2024-01-13,66.53494340566884
2024-01-14,65.14839761657508
2024-01-15,55.11972887269052
2024-01-16,37.58853318022982
2024-01-17,39.953250865424124
2024-01-18,38.56670507633036
2024-01-19,41.90959465762521
2024-01-20,54.711354979697305
2024-01-21,48.188119373200294
2024-01-22,37.5703981553765
2024-01-23,35.93690258340361
2024-01-24,39.203893727349396
2024-01-25,40.02064151333584
2024-01-26,44.92112822925451
2024-01-27,54.72210166109186
2024-01-28,54.72210166109186
2024-01-29,39.203893727349396
2024-01-30,43.28763265728162
2024-01-31,44.10438044326807
2024-02-01,40.83738929932228
2024-02-02,42.470884871295176
2024-02-03,57.98909280503764
2024-02-04,60.43933616299698
2024-02-05,40.83738929932228
2024-02-06,40.83738929932228
2024-02-07,37.5703981553765
2024-02-08,40.02064151333584
2024-02-09,45.73787601524096
2024-02-10,58.805840591024094
2024-02-11,53.90535387510542
2024-02-12,34.30340701143072
2024-02-13,40.02064151333584
2024-02-14,39.203893727349396
2024-02-15,39.203893727349396
2024-02-16,48.188119373200294
2024-02-17,61.25608394898343
2024-02-18,59.62258837701054
2024-02-19,52.271858303132525
2024-02-20,39.203893727349396
2024-02-21,40.02064151333584
2024-02-22,43.28763265728162
2024-02-23,49.82161494517319
2024-02-24,66.1565706649021
2024-02-25,65.33982287891565
2024-02-26,46.55462380122741
2024-02-27,40.83738929932228
2024-02-28,40.02064151333584
2024-02-29,49.82161494517319
2024-03-01,48.188119373200294
2024-03-02,67.79006623687499
2024-03-03,72.69055295279367
2024-03-04,50.63836273115963
2024-03-05,42.470884871295176
2024-03-06,43.28763265728162
2024-03-07,45.73787601524096
2024-03-08,52.271858303132525
2024-03-09,74.32404852476655
2024-03-10,71.05705738082078
2024-03-11,46.55462380122741
2024-03-12,46.55462380122741
2024-03-13,47.37137158721385
2024-03-14,45.73787601524096
2024-03-15,50.63836273115963
2024-03-16,72.69055295279367
2024-03-17,71.05705738082078
2024-03-18,47.37137158721385
2024-03-19,40.83738929932228
2024-03-20,42.470884871295176
2024-03-21,44.10438044326807
2024-03-22,44.10438044326807
2024-03-23,65.33982287891565
2024-03-24,64.5230750929292
2024-03-25,45.73787601524096
2024-03-26,40.02064151333584
2024-03-27,46.55462380122741
2024-03-28,47.37137158721385
2024-03-29,61.25608394898343
2024-03-30,70.24030959483433
2024-03-31,58.805840591024094
2024-04-01,50.63836273115963
2024-04-02,44.92112822925451
2024-04-03,44.92112822925451
2024-04-04,48.188119373200294
2024-04-05,52.271858303132525
2024-04-06,72.69055295279367
2024-04-07,71.05705738082078
2024-04-08,48.188119373200294
2024-04-09,45.73787601524096
2024-04-10,46.55462380122741
2024-04-11,42.470884871295176
2024-04-12,51.45511051714608
2024-04-13,72.69055295279367
2024-04-14,71.05705738082078
2024-04-15,50.63836273115963
2024-04-16,46.55462380122741
2024-04-17,46.55462380122741
2024-04-18,44.10438044326807
2024-04-19,54.72210166109186
2024-04-20,75.95754409673945
2024-04-21,73.50730073878012
2024-04-22,50.63836273115963
2024-04-23,49.82161494517319
2024-04-24,48.188119373200294
2024-04-25,43.28763265728162
2024-04-26,50.63836273115963
2024-04-27,70.24030959483433
2024-04-28,71.05705738082078
2024-04-29,49.82161494517319
2024-04-30,46.55462380122741
2024-05-01,44.92112822925451
2024-05-02,46.55462380122741
2024-05-03,56.355597233064756
2024-05-04,68.60681402286144
2024-05-05,69.42356180884788
2024-05-06,44.10438044326807
2024-05-07,44.10438044326807
2024-05-08,44.10438044326807
2024-05-09,45.73787601524096
2024-05-10,49.004867159186745
2024-05-11,64.5230750929292
2024-05-12,57.1723450190512
2024-05-13,49.004867159186745
2024-05-14,44.92112822925451
2024-05-15,46.55462380122741
2024-05-16,44.92112822925451
2024-05-17,54.72210166109186
2024-05-18,69.42356180884788
2024-05-19,76.77429188272589
2024-05-20,50.63836273115963
2024-05-21,49.82161494517319
2024-05-22,48.188119373200294
2024-05-23,52.271858303132525
2024-05-24,61.25608394898343
2024-05-25,77.59103966871234
2024-05-26,80.04128302667168
2024-05-27,81.67477859864456
2024-05-28,49.004867159186745
2024-05-29,49.004867159186745
2024-05-30,48.188119373200294
2024-05-31,57.1723450190512
2024-06-01,71.05705738082078
2024-06-02,71.87380516680722
2024-06-03,51.45511051714608
2024-06-04,50.63836273115963
2024-06-05,48.188119373200294
2024-06-06,53.08860608911897
2024-06-07,53.90535387510542
2024-06-08,71.05705738082078
2024-06-09,75.140796310753
2024-06-10,53.08860608911897
2024-06-11,48.188119373200294
2024-06-12,50.63836273115963
2024-06-13,53.90535387510542
2024-06-14,63.70632730694277
2024-06-15,80.04128302667168
2024-06-16,80.85803081265813
2024-06-17,49.004867159186745
2024-06-18,50.63836273115963
2024-06-19,57.98909280503764
2024-06-20,48.188119373200294
2024-06-21,57.1723450190512
2024-06-22,72.69055295279367
2024-06-23,62.072831734969874
2024-06-24,50.63836273115963
2024-06-25,49.004867159186745
2024-06-26,46.55462380122741
2024-06-27,46.55462380122741
2024-06-28,54.72210166109186
2024-06-29,70.24030959483433
2024-06-30,72.69055295279367
2024-07-01,50.63836273115963
2024-07-02,52.271858303132525
2024-07-03,53.90535387510542
2024-07-04,78.40778745469879
2024-07-05,59.62258837701054
2024-07-06,66.97331845088854
2024-07-07,66.97331845088854
2024-07-08,50.63836273115963
2024-07-09,51.45511051714608
2024-07-10,49.004867159186745
2024-07-11,52.271858303132525
2024-07-12,57.1723450190512
2024-07-13,62.072831734969874
2024-07-14,57.1723450190512
2024-07-15,44.10438044326807
2024-07-16,47.37137158721385
2024-07-17,47.37137158721385
2024-07-18,46.55462380122741
2024-07-19,51.45511051714608
2024-07-20,65.33982287891565
2024-07-21,57.98909280503764
2024-07-22,47.37137158721385
2024-07-23,42.470884871295176
2024-07-24,43.28763265728162
2024-07-25,45.73787601524096
2024-07-26,50.63836273115963
2024-07-27,58.805840591024094
2024-07-28,58.805840591024094
2024-07-29,45.73787601524096
2024-07-30,44.92112822925451
2024-07-31,45.73787601524096
2024-08-01,44.10438044326807
2024-08-02,49.004867159186745
2024-08-03,63.70632730694277
2024-08-04,62.88957952095632
2024-08-05,48.188119373200294
2024-08-06,43.28763265728162
2024-08-07,45.73787601524096
2024-08-08,44.92112822925451
2024-08-09,50.63836273115963
2024-08-10,62.88957952095632
2024-08-11,62.88957952095632
2024-08-12,50.63836273115963
2024-08-13,46.55462380122741
2024-08-14,51.45511051714608
2024-08-15,51.45511051714608
2024-08-16,57.98909280503764
2024-08-17,72.69055295279367
2024-08-18,76.0936687277372
2024-08-19,49.95773957617094
2024-08-20,46.69074843222515
2024-08-21,45.73787601524096
2024-08-22,50.366113469164155
2024-08-23,51.31898588614834
2024-08-24,67.65394160587726
2024-08-25,68.60681402286144
2024-08-26,44.78500359825678
2024-08-27,43.42375728827936
2024-08-28,46.69074843222515
2024-08-29,41.51801245431099
2024-08-30,50.910611993155115
2024-08-31,76.5020426207304
2024-09-01,71.87380516680722
2024-09-02,75.54917020374623
2024-09-03,40.565140037326806
2024-09-04,41.51801245431099
2024-09-05,41.109638561317766
2024-09-06,44.376629705263554
2024-09-07,61.11995931798569
2024-09-08,58.805840591024094
2024-09-09,43.42375728827936
2024-09-10,41.109638561317766
2024-09-11,37.842647417371985
2024-09-12,41.51801245431099
2024-09-13,44.78500359825678
2024-09-14,55.538849447078306
2024-09-15,51.31898588614834
2024-09-16,40.15676614433359
2024-09-17,40.29289077533133
2024-09-18,42.47088487129518
2024-09-19,41.38188782331326
2024-09-20,43.55988191927711
2024-09-21,56.62784649506024
2024-09-22,57.716843543042174
