Time,uvalde tx
2023-04-26,44
2023-04-27,43
2023-04-28,38
2023-04-29,31
2023-04-30,29
2023-05-01,41
2023-05-02,34
2023-05-03,38
2023-05-04,35
2023-05-05,43
2023-05-06,31
2023-05-07,55
2023-05-08,58
2023-05-09,44
2023-05-10,49
2023-05-11,43
2023-05-12,34
2023-05-13,48
2023-05-14,22
2023-05-15,39
2023-05-16,40
2023-05-17,40
2023-05-18,41
2023-05-19,44
2023-05-20,93
2023-05-21,66
2023-05-22,69
2023-05-23,69
2023-05-24,100
2023-05-25,65
2023-05-26,51
2023-05-27,33
2023-05-28,40
2023-05-29,36
2023-05-30,40
2023-05-31,58
2023-06-01,42
2023-06-02,57
2023-06-03,58
2023-06-04,46
2023-06-05,54
2023-06-06,45
2023-06-07,38
2023-06-08,33
2023-06-09,39
2023-06-10,34
2023-06-11,35
2023-06-12,49
2023-06-13,45
2023-06-14,34
2023-06-15,39
2023-06-16,39
2023-06-17,38
2023-06-18,48
2023-06-19,46
2023-06-20,32
2023-06-21,42
2023-06-22,28
2023-06-23,49
2023-06-24,37
2023-06-25,32
2023-06-26,48
2023-06-27,44
2023-06-28,45
2023-06-29,43
2023-06-30,47
2023-07-01,33
2023-07-02,46
2023-07-03,41
2023-07-04,35
2023-07-05,34
2023-07-06,34
2023-07-07,43
2023-07-08,34
2023-07-09,41
2023-07-10,39
2023-07-11,37
2023-07-12,42
2023-07-13,47
2023-07-14,43
2023-07-15,27
2023-07-16,19
2023-07-17,39
2023-07-18,53
2023-07-19,31
2023-07-20,33
2023-07-21,42
2023-07-22,24
2023-07-23,34
2023-07-24,45
2023-07-25,37
2023-07-26,36
2023-07-27,29
2023-07-28,51
2023-07-29,44
2023-07-30,38
2023-07-31,35
2023-08-01,37
2023-08-02,36
2023-08-03,47
2023-08-04,33
2023-08-05,47
2023-08-06,21
2023-08-07,37
2023-08-08,31
2023-08-09,50
2023-08-10,49
2023-08-11,38
2023-08-12,35
2023-08-13,26
2023-08-14,46
2023-08-15,28
2023-08-16,31
2023-08-17,45
2023-08-18,35
2023-08-19,35
2023-08-20,25
2023-08-21,45
2023-08-22,42
2023-08-23,35
2023-08-24,33
2023-08-25,26
2023-08-26,19
2023-08-27,0
2023-08-28,41
2023-08-29,37
2023-08-30,31
2023-08-31,42
2023-09-01,48
2023-09-02,34
2023-09-03,32
2023-09-04,34
2023-09-05,33
2023-09-06,38
2023-09-07,26
2023-09-08,31
2023-09-09,23
2023-09-10,28
2023-09-11,48
2023-09-12,40
2023-09-13,36
2023-09-14,20
2023-09-15,22
2023-09-16,27
2023-09-17,22
2023-09-18,27
2023-09-19,36
2023-09-20,35
2023-09-21,30
2023-09-22,36
2023-09-23,27
2023-09-24,32
2023-09-25,29
2023-09-26,30
2023-09-27,36
2023-09-28,40
2023-09-29,34
2023-09-30,28
2023-10-01,25
2023-10-02,31
2023-10-03,50
2023-10-04,27
2023-10-05,29
2023-10-06,39
2023-10-07,28
2023-10-08,29
2023-10-09,35
2023-10-10,25
2023-10-11,37
2023-10-12,24
2023-10-13,36
2023-10-14,23
2023-10-15,18
2023-10-16,37
2023-10-17,35
2023-10-18,39
2023-10-19,31
2023-10-20,31
2023-10-21,23
2023-10-22,24
2023-10-23,31
2023-10-24,32
2023-10-25,31
2023-10-26,39
2023-10-27,24
2023-10-28,30
2023-10-29,20
2023-10-30,29
2023-10-31,25
2023-11-01,32
2023-11-02,35
2023-11-03,30
2023-11-04,19
2023-11-05,31
2023-11-06,35
2023-11-07,30
2023-11-08,37
2023-11-09,30
2023-11-10,44
2023-11-11,26
2023-11-12,29
2023-11-13,17
2023-11-14,36
2023-11-15,30
2023-11-16,39
2023-11-17,31
2023-11-18,28
2023-11-19,36
2023-11-20,30
2023-11-21,18
2023-11-22,29
2023-11-23,28
2023-11-24,27
2023-11-25,19
2023-11-26,33
2023-11-27,16
2023-11-28,35
2023-11-29,29
2023-11-30,28
2023-12-01,33
2023-12-02,24
2023-12-03,23
2023-12-04,42
2023-12-05,32
2023-12-06,31
2023-12-07,41
2023-12-08,31
2023-12-09,28
2023-12-10,18
2023-12-11,35
2023-12-12,26
2023-12-13,35
2023-12-14,25
2023-12-15,23
2023-12-16,22
2023-12-17,30
2023-12-18,25
2023-12-19,32
2023-12-20,34
2023-12-21,26
2023-12-22,31
2023-12-23,30
2023-12-24,27
2023-12-25,23
2023-12-26,28
2023-12-27,25
2023-12-28,26
2023-12-29,30
2023-12-30,24
2023-12-31,24
2024-01-01,35
2024-01-02,28
2024-01-03,34
2024-01-04,29
2024-01-05,34
2024-01-06,30
2024-01-07,21
2024-01-08,30
2024-01-09,26
2024-01-10,38
2024-01-11,33
2024-01-12,32
2024-01-13,26
2024-01-14,18
2024-01-15,34
2024-01-16,26
2024-01-17,29
2024-01-18,70
2024-01-19,61
2024-01-20,39
