Time,shirk
2023-12-22,50
2023-12-23,48
2023-12-24,40
2023-12-25,33
2023-12-26,43
2023-12-27,52
2023-12-28,57
2023-12-29,66
2023-12-30,64
2023-12-31,54
2024-01-01,71
2024-01-02,62
2024-01-03,46
2024-01-04,51
2024-01-05,56
2024-01-06,53
2024-01-07,46
2024-01-08,68
2024-01-09,74
2024-01-10,57
2024-01-11,62
2024-01-12,74
2024-01-13,50
2024-01-14,55
2024-01-15,58
2024-01-16,67
2024-01-17,75
2024-01-18,56
2024-01-19,67
2024-01-20,66
2024-01-21,71
2024-01-22,76
2024-01-23,73
2024-01-24,78
2024-01-25,64
2024-01-26,58
2024-01-27,59
2024-01-28,59
2024-01-29,59
2024-01-30,65
2024-01-31,64
2024-02-01,46
2024-02-02,65
2024-02-03,53
2024-02-04,26
2024-02-05,75
2024-02-06,70
2024-02-07,52
2024-02-08,39
2024-02-09,54
2024-02-10,59
2024-02-11,66
2024-02-12,64
2024-02-13,66
2024-02-14,40
2024-02-15,69
2024-02-16,53
2024-02-17,41
2024-02-18,73
2024-02-19,63
2024-02-20,71
2024-02-21,60
2024-02-22,73
2024-02-23,55
2024-02-24,69
2024-02-25,57
2024-02-26,63
2024-02-27,80
2024-02-28,72
2024-02-29,73
2024-03-01,71
2024-03-02,52
2024-03-03,62
2024-03-04,78
2024-03-05,69
2024-03-06,54
2024-03-07,62
2024-03-08,60
2024-03-09,45
2024-03-10,82
2024-03-11,73
2024-03-12,65
2024-03-13,58
2024-03-14,92
2024-03-15,79
2024-03-16,60
2024-03-17,52
2024-03-18,64
2024-03-19,78
2024-03-20,57
2024-03-21,61
2024-03-22,49
2024-03-23,48
2024-03-24,70
2024-03-25,57
2024-03-26,78
2024-03-27,54
2024-03-28,51
2024-03-29,69
2024-03-30,66
2024-03-31,51
2024-04-01,72
2024-04-02,64
2024-04-03,51
2024-04-04,56
2024-04-05,62
2024-04-06,53
2024-04-07,64
2024-04-08,85
2024-04-09,72
2024-04-10,64
2024-04-11,51
2024-04-12,59
2024-04-13,36
2024-04-14,62
2024-04-15,100
2024-04-16,62
2024-04-17,70
2024-04-18,72
2024-04-19,75
2024-04-20,77
2024-04-21,59
2024-04-22,70
2024-04-23,64
2024-04-24,67
2024-04-25,66
2024-04-26,50
2024-04-27,63
2024-04-28,50
2024-04-29,52
2024-04-30,48
2024-05-01,56
2024-05-02,60
2024-05-03,70
2024-05-04,48
2024-05-05,58
2024-05-06,49
2024-05-07,59
2024-05-08,58
2024-05-09,63
2024-05-10,46
2024-05-11,35
2024-05-12,91
2024-05-13,58
2024-05-14,50
2024-05-15,54
2024-05-16,54
2024-05-17,75
2024-05-18,38
2024-05-19,47
2024-05-20,48
2024-05-21,60
2024-05-22,66
2024-05-23,55
2024-05-24,65
2024-05-25,0
2024-05-26,44
2024-05-27,44
2024-05-28,73
2024-05-29,57
2024-05-30,59
2024-05-31,50
2024-06-01,51
2024-06-02,37
2024-06-03,39
2024-06-04,62
2024-06-05,43
2024-06-06,57
2024-06-07,38
2024-06-08,34
2024-06-09,53
2024-06-10,53
2024-06-11,53
2024-06-12,60
2024-06-13,48
2024-06-14,49
2024-06-15,36
2024-06-16,47
2024-06-17,58
2024-06-18,68
2024-06-19,54
2024-06-20,52
2024-06-21,44
2024-06-22,59
2024-06-23,65
2024-06-24,61
2024-06-25,69
2024-06-26,41
2024-06-27,54
2024-06-28,38
2024-06-29,37
2024-06-30,64
2024-07-01,55
2024-07-02,50
2024-07-03,53
2024-07-04,45
2024-07-05,60
2024-07-06,32
2024-07-07,48
2024-07-08,40
2024-07-09,64
2024-07-10,48
2024-07-11,53
2024-07-12,41
2024-07-13,50
2024-07-14,46
2024-07-15,50
2024-07-16,51
2024-07-17,49
2024-07-18,51
2024-07-19,36
2024-07-20,60
2024-07-21,54
2024-07-22,52
2024-07-23,56
2024-07-24,56
2024-07-25,53
2024-07-26,47
2024-07-27,54
2024-07-28,45
2024-07-29,53
2024-07-30,47
2024-07-31,61
2024-08-01,49
2024-08-02,64
2024-08-03,45
2024-08-04,37
2024-08-05,54
2024-08-06,53
2024-08-07,62
2024-08-08,59
2024-08-09,63
2024-08-10,76
2024-08-11,66
2024-08-12,96
2024-08-13,53
2024-08-14,54
2024-08-15,59
2024-08-16,44
2024-08-17,45
2024-08-18,47
2024-08-19,50
2024-08-20,76
2024-08-21,67
2024-08-22,60
2024-08-23,47
2024-08-24,42
2024-08-25,58
2024-08-26,61
2024-08-27,57
2024-08-28,49
2024-08-29,54
2024-08-30,59
2024-08-31,62
2024-09-01,46
2024-09-02,52
2024-09-03,44
2024-09-04,74
2024-09-05,61
2024-09-06,60
2024-09-07,21
2024-09-08,47
2024-09-09,38
2024-09-10,53
2024-09-11,55
2024-09-12,56
2024-09-13,66
2024-09-14,51
2024-09-15,51
2024-09-16,68
