Time,shirk
2025-12-11,60
2025-12-12,61
2025-12-13,60
2025-12-14,88
2025-12-15,57
2025-12-16,49
2025-12-17,38
2025-12-18,69
2025-12-19,73
2025-12-20,55
2025-12-21,46
2025-12-22,42
2025-12-23,48
2025-12-24,52
2025-12-25,56
2025-12-26,64
2025-12-27,77
2025-12-28,66
2025-12-29,52
2025-12-30,73
2025-12-31,70
2026-01-01,60
2026-01-02,59
2026-01-03,60
2026-01-04,58
2026-01-05,66
2026-01-06,59
2026-01-07,72
2026-01-08,60
2026-01-09,76
2026-01-10,79
2026-01-11,63
2026-01-12,56
2026-01-13,61
2026-01-14,65
2026-01-15,78
2026-01-16,81
2026-01-17,62
2026-01-18,43
2026-01-19,87
2026-01-20,68
2026-01-21,61
2026-01-22,73
2026-01-23,60
2026-01-24,68
2026-01-25,70
2026-01-26,72
2026-01-27,82
2026-01-28,59
2026-01-29,84
2026-01-30,85
2026-01-31,62
2026-02-01,87
2026-02-02,78
2026-02-03,71
2026-02-04,91
2026-02-05,80
2026-02-06,72
2026-02-07,52
2026-02-08,70
2026-02-09,65
2026-02-10,68
2026-02-11,65
2026-02-12,56
2026-02-13,54
2026-02-14,81
2026-02-15,65
2026-02-16,75
2026-02-17,56
2026-02-18,38
2026-02-19,69
2026-02-20,99
2026-02-21,75
2026-02-22,77
2026-02-23,81
2026-02-24,78
2026-02-25,93
2026-02-26,71
2026-02-27,69
2026-02-28,73
2026-03-01,55
2026-03-02,99
2026-03-03,81
2026-03-04,76
2026-03-05,84
2026-03-06,75
2026-03-07,76
2026-03-08,52
2026-03-09,72
2026-03-10,83
2026-03-11,69
2026-03-12,69
2026-03-13,62
2026-03-14,57
2026-03-15,48
2026-03-16,75
2026-03-17,53
2026-03-18,75
2026-03-19,70
2026-03-20,86
2026-03-21,83
2026-03-22,66
2026-03-23,83
2026-03-24,85
2026-03-25,92
2026-03-26,71
2026-03-27,79
2026-03-28,44
2026-03-29,43
2026-03-30,80
2026-03-31,88
2026-04-01,68
2026-04-02,81
2026-04-03,56
2026-04-04,49
2026-04-05,66
2026-04-06,93
2026-04-07,88
2026-04-08,66
2026-04-09,86
2026-04-10,56
2026-04-11,63
2026-04-12,74
2026-04-13,89
2026-04-14,88
2026-04-15,77
2026-04-16,59
2026-04-17,80
2026-04-18,66
2026-04-19,62
2026-04-20,79
2026-04-21,65
2026-04-22,71
2026-04-23,74
2026-04-24,58
2026-04-25,66
2026-04-26,65
2026-04-27,71
2026-04-28,66
2026-04-29,64
2026-04-30,82
2026-05-01,80
2026-05-02,65
2026-05-03,68
2026-05-04,71
2026-05-05,78
2026-05-06,70
2026-05-07,49
2026-05-08,45
2026-05-09,64
2026-05-10,71
2026-05-11,73
2026-05-12,58
2026-05-13,53
2026-05-14,47
2026-05-15,51
2026-05-16,39
2026-05-17,56
2026-05-18,69
2026-05-19,65
2026-05-20,53
2026-05-21,62
2026-05-22,65
2026-05-23,59
2026-05-24,67
2026-05-25,55
2026-05-26,60
2026-05-27,70
2026-05-28,73
2026-05-29,100
2026-05-30,78
2026-05-31,47
