Time,2016_election_results
2025-06-15,0.0
2025-06-16,0.0
2025-06-17,0.0
2025-06-18,16.0
2025-06-19,0.0
2025-06-20,0.0
2025-06-21,0.0
2025-06-22,0.0
2025-06-23,0.0
2025-06-24,0.0
2025-06-25,0.0
2025-06-26,0.0
2025-06-27,0.0
2025-06-28,0.0
2025-06-29,0.0
2025-06-30,0.0
2025-07-01,0.0
2025-07-02,0.0
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,0.0
2025-07-06,18.0
2025-07-07,0.0
2025-07-08,0.0
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,0.0
2025-07-12,0.0
2025-07-13,0.0
2025-07-14,0.0
2025-07-15,0.0
2025-07-16,0.0
2025-07-17,14.0
2025-07-18,0.0
2025-07-19,29.0
2025-07-20,31.0
2025-07-21,31.0
2025-07-22,18.0
2025-07-23,0.0
2025-07-24,14.0
2025-07-25,18.0
2025-07-26,15.0
2025-07-27,19.0
2025-07-28,15.0
2025-07-29,19.0
2025-07-30,40.0
2025-07-31,45.0
2025-08-01,48.0
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,0.0
2025-08-05,0.0
2025-08-06,14.0
2025-08-07,0.0
2025-08-08,0.0
2025-08-09,22.0
2025-08-10,18.0
2025-08-11,15.0
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,0.0
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,0.0
2025-08-19,0.0
2025-08-20,0.0
2025-08-21,20.0
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,0.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,0.0
2025-09-01,0.0
2025-09-02,0.0
2025-09-03,0.0
2025-09-04,0.0
2025-09-05,0.0
2025-09-06,0.0
2025-09-07,0.0
2025-09-08,0.0
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,17.0
2025-09-14,0.0
2025-09-15,0.0
2025-09-16,0.0
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,0.0
2025-09-20,0.0
2025-09-21,0.0
2025-09-22,0.0
2025-09-23,0.0
2025-09-24,15.0
2025-09-25,13.0
2025-09-26,16.0
2025-09-27,0.0
2025-09-28,18.0
2025-09-29,0.0
2025-09-30,0.0
2025-10-01,0.0
2025-10-02,0.0
2025-10-03,0.0
2025-10-04,0.0
2025-10-05,0.0
2025-10-06,0.0
2025-10-07,0.0
2025-10-08,0.0
2025-10-09,0.0
2025-10-10,0.0
2025-10-11,0.0
2025-10-12,0.0
2025-10-13,13.0
2025-10-14,0.0
2025-10-15,22.0
2025-10-16,20.0
2025-10-17,16.0
2025-10-18,0.0
2025-10-19,0.0
2025-10-20,0.0
2025-10-21,15.0
2025-10-22,0.0
2025-10-23,0.0
2025-10-24,0.0
2025-10-25,0.0
2025-10-26,0.0
2025-10-27,0.0
2025-10-28,20.0
2025-10-29,12.0
2025-10-30,0.0
2025-10-31,16.0
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,19.0
2025-11-04,36.0
2025-11-05,100.0
2025-11-06,44.0
2025-11-07,24.0
2025-11-08,25.0
2025-11-09,16.0
2025-11-10,0.0
2025-11-11,19.0
2025-11-12,21.0
2025-11-13,23.0
2025-11-14,21.0
2025-11-15,0.0
2025-11-16,26.0
2025-11-17,18.0
2025-11-18,18.0
2025-11-19,20.0
2025-11-20,20.0
2025-11-21,25.0
2025-11-22,0.0
2025-11-23,16.0
2025-11-24,0.0
2025-11-25,0.0
2025-11-26,0.0
2025-11-27,18.0
2025-11-28,21.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,18.0
2025-12-02,14.0
2025-12-03,19.0
2025-12-04,0.0
2025-12-05,22.0
2025-12-06,0.0
2025-12-07,0.0
2025-12-08,0.0
2025-12-09,21.0
2025-12-10,15.0
2025-12-11,18.35483870967742
2025-12-12,0.0
2025-12-13,30.435483870967744
2025-12-14,0.0
2025-12-15,14.016129032258064
2025-12-16,16.91935483870968
2025-12-17,0.0
2025-12-18,29.0
2025-12-19,0.0
2025-12-20,15.951612903225808
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,0.0
2025-12-28,0.0
2025-12-29,0.0
2025-12-30,14.983870967741936
2025-12-31,0.0
2026-01-01,0.0
2026-01-02,13.516129032258064
2026-01-03,0.0
2026-01-04,0.0
2026-01-05,14.983870967741936
2026-01-06,16.91935483870968
2026-01-07,20.29032258064516
2026-01-08,17.387096774193548
2026-01-09,14.983870967741936
2026-01-10,0.0
2026-01-11,0.0
2026-01-12,22.451612903225808
2026-01-13,29.0
2026-01-14,36.483870967741936
2026-01-15,24.322580645161292
2026-01-16,30.870967741935488
2026-01-17,26.193548387096776
2026-01-18,31.806451612903228
2026-01-19,33.67741935483871
2026-01-20,19.645161290322584
2026-01-21,46.7741935483871
2026-01-22,36.483870967741936
2026-01-23,26.193548387096776
2026-01-24,37.41935483870968
2026-01-25,46.7741935483871
2026-01-26,34.612903225806456
2026-01-27,21.516129032258064
2026-01-28,24.322580645161292
2026-01-29,33.67741935483871
2026-01-30,54.25806451612904
2026-01-31,58.0
2026-02-01,55.193548387096776
2026-02-02,50.516129032258064
2026-02-03,32.74193548387097
2026-02-04,55.193548387096776
2026-02-05,93.5483870967742
2026-02-06,65.48387096774194
2026-02-07,63.612903225806456
2026-02-08,65.48387096774194
2026-02-09,39.29032258064517
2026-02-10,32.74193548387097
2026-02-11,38.35483870967742
2026-02-12,32.74193548387097
2026-02-13,39.29032258064517
2026-02-14,24.322580645161292
2026-02-15,35.54838709677419
2026-02-16,72.03225806451613
2026-02-17,55.193548387096776
2026-02-18,30.870967741935488
2026-02-19,30.870967741935488
2026-02-20,29.935483870967744
2026-02-21,17.774193548387096
2026-02-22,30.870967741935488
2026-02-23,30.870967741935488
2026-02-24,29.935483870967744
2026-02-25,27.12903225806452
2026-02-26,24.322580645161292
2026-02-27,50.516129032258064
2026-02-28,26.193548387096776
2026-03-01,0.0
2026-03-02,27.12903225806452
2026-03-03,31.806451612903228
2026-03-04,55.193548387096776
2026-03-05,14.967741935483872
2026-03-06,17.774193548387096
2026-03-07,23.38709677419355
2026-03-08,32.74193548387097
2026-03-09,25.258064516129032
2026-03-10,38.35483870967742
2026-03-11,22.451612903225808
2026-03-12,0.0
2026-03-13,0.0
2026-03-14,19.645161290322584
2026-03-15,33.67741935483871
2026-03-16,23.38709677419355
2026-03-17,23.38709677419355
2026-03-18,41.16129032258065
2026-03-19,28.06451612903226
2026-03-20,35.54838709677419
2026-03-21,25.258064516129032
2026-03-22,24.322580645161292
2026-03-23,22.451612903225808
2026-03-24,20.580645161290324
2026-03-25,25.258064516129032
2026-03-26,28.06451612903226
2026-03-27,22.451612903225808
2026-03-28,26.193548387096776
2026-03-29,29.935483870967744
2026-03-30,0.0
2026-03-31,13.096774193548388
2026-04-01,19.645161290322584
2026-04-02,23.38709677419355
2026-04-03,20.580645161290324
2026-04-04,0.0
2026-04-05,19.645161290322584
2026-04-06,0.0
2026-04-07,26.193548387096776
2026-04-08,31.806451612903228
2026-04-09,23.38709677419355
2026-04-10,22.451612903225808
2026-04-11,27.12903225806452
2026-04-12,61.741935483870975
2026-04-13,29.935483870967744
2026-04-14,38.35483870967742
2026-04-15,38.35483870967742
2026-04-16,31.806451612903228
2026-04-17,49.58064516129033
2026-04-18,17.774193548387096
2026-04-19,14.03225806451613
2026-04-20,22.451612903225808
2026-04-21,0.0
2026-04-22,37.41935483870968
2026-04-23,25.258064516129032
2026-04-24,0.0
2026-04-25,0.0
2026-04-26,29.935483870967744
2026-04-27,25.258064516129032
2026-04-28,30.870967741935488
2026-04-29,24.322580645161292
2026-04-30,29.935483870967744
2026-05-01,21.516129032258064
2026-05-02,21.516129032258064
2026-05-03,20.580645161290324
2026-05-04,45.83870967741936
2026-05-05,34.612903225806456
2026-05-06,48.645161290322584
2026-05-07,43.96774193548387
2026-05-08,34.612903225806456
2026-05-09,32.74193548387097
2026-05-10,34.612903225806456
2026-05-11,39.29032258064517
2026-05-12,37.41935483870968
2026-05-13,42.09677419354839
2026-05-14,29.0
2026-05-15,18.70967741935484
2026-05-16,20.580645161290324
2026-05-17,21.516129032258064
2026-05-18,0.0
2026-05-19,17.774193548387096
2026-05-20,32.74193548387097
2026-05-21,14.967741935483872
2026-05-22,13.096774193548388
2026-05-23,15.903225806451614
2026-05-24,15.903225806451614
2026-05-25,0.0
2026-05-26,21.516129032258064
2026-05-27,25.258064516129032
2026-05-28,19.645161290322584
2026-05-29,23.38709677419355
2026-05-30,18.70967741935484
2026-05-31,16.838709677419356
