Time,monthly_gt
2021-12-26,38
2022-01-02,49
2022-01-09,51
2022-01-16,50
2022-01-23,56
2022-01-30,53
2022-02-06,56
2022-02-13,53
2022-02-20,50
2022-02-27,49
2022-03-06,52
2022-03-13,49
2022-03-20,51
2022-03-27,49
2022-04-03,51
2022-04-10,54
2022-04-17,54
2022-04-24,55
2022-05-01,54
2022-05-08,58
2022-05-15,47
2022-05-22,44
2022-05-29,44
2022-06-05,45
2022-06-12,44
2022-06-19,45
2022-06-26,43
2022-07-03,45
2022-07-10,46
2022-07-17,45
2022-07-24,47
2022-07-31,47
2022-08-07,47
2022-08-14,48
2022-08-21,47
2022-08-28,51
2022-09-04,50
2022-09-11,50
2022-09-18,51
2022-09-25,48
2022-10-02,48
2022-10-09,57
2022-10-16,51
2022-10-23,57
2022-10-30,53
2022-11-06,51
2022-11-13,50
2022-11-20,47
2022-11-27,51
2022-12-04,50
2022-12-11,56
2022-12-18,44
2022-12-25,47
2023-01-01,54
2023-01-08,53
2023-01-15,54
2023-01-22,53
2023-01-29,58
2023-02-05,55
2023-02-12,56
2023-02-19,54
2023-02-26,55
2023-03-05,52
2023-03-12,50
2023-03-19,55
2023-03-26,52
2023-04-02,52
2023-04-09,52
2023-04-16,56
2023-04-23,55
2023-04-30,52
2023-05-07,50
2023-05-14,50
2023-05-21,49
2023-05-28,49
2023-06-04,49
2023-06-11,56
2023-06-18,49
2023-06-25,49
2023-07-02,53
2023-07-09,54
2023-07-16,51
2023-07-23,54
2023-07-30,53
2023-08-06,52
2023-08-13,50
2023-08-20,52
2023-08-27,51
2023-09-03,62
2023-09-10,58
2023-09-17,57
2023-09-24,55
2023-10-01,54
2023-10-08,56
2023-10-15,57
2023-10-22,58
2023-10-29,59
2023-11-05,55
2023-11-12,55
2023-11-19,49
2023-11-26,60
2023-12-03,57
2023-12-10,60
2023-12-17,47
2023-12-24,51
2023-12-31,56
2024-01-07,57
2024-01-14,56
2024-01-21,62
2024-01-28,62
2024-02-04,60
2024-02-11,59
2024-02-18,62
2024-02-25,60
2024-03-03,59
2024-03-10,60
2024-03-17,57
2024-03-24,68
2024-03-31,58
2024-04-07,57
2024-04-14,59
2024-04-21,64
2024-04-28,56
2024-05-05,57
2024-05-12,53
2024-05-19,53
2024-05-26,52
2024-06-02,55
2024-06-09,54
2024-06-16,52
2024-06-23,52
2024-06-30,53
2024-07-07,52
2024-07-14,49
2024-07-21,50
2024-07-28,49
2024-08-04,50
2024-08-11,51
2024-08-18,55
2024-08-25,57
2024-09-01,56
2024-09-08,58
2024-09-15,58
2024-09-22,56
2024-09-29,56
2024-10-06,56
2024-10-13,57
2024-10-20,63
2024-10-27,57
2024-11-03,51
2024-11-10,61
2024-11-17,61
2024-11-24,54
2024-12-01,66
2024-12-08,60
2024-12-15,56
2024-12-22,51
2024-12-29,61
2025-01-05,60
2025-01-12,62
2025-01-19,61
2025-01-26,73
2025-02-02,62
2025-02-09,61
2025-02-16,66
2025-02-23,61
2025-03-02,60
2025-03-09,62
2025-03-16,67
2025-03-23,61
2025-03-30,59
2025-04-06,61
2025-04-13,59
2025-04-20,62
2025-04-27,61
2025-05-04,62
2025-05-11,58
2025-05-18,56
2025-05-25,58
2025-06-01,59
2025-06-08,61
2025-06-15,69
2025-06-22,65
2025-06-29,64
2025-07-06,66
2025-07-13,66
2025-07-20,89
2025-07-27,78
2025-08-03,72
2025-08-10,72
2025-08-17,63
2025-08-24,65
2025-08-31,64
2025-09-07,59
2025-09-14,73
2025-09-21,73
2025-09-28,69
2025-10-05,66
2025-10-12,71
2025-10-19,70
2025-10-26,67
2025-11-02,72
2025-11-09,70
2025-11-16,73
2025-11-23,76
2025-11-30,84
2025-12-07,78
2025-12-14,69
2025-12-21,76
2025-12-28,77
2026-01-04,78
2026-01-11,84
2026-01-18,78
2026-01-25,82
2026-02-01,87
2026-02-08,79
2026-02-15,72
2026-02-22,76
2026-03-01,100
2026-03-08,85
2026-03-15,82
2026-03-22,88
2026-03-29,87
2026-04-05,77
2026-04-12,84
2026-04-19,81
2026-04-26,76
2026-05-03,79
2026-05-10,76
2026-05-17,81
2026-05-24,78
2026-05-31,86
