Time,linkedin
2022-04-29,72.0
2022-04-30,38.0
2022-05-01,33.0
2022-05-02,74.0
2022-05-03,89.0
2022-05-04,79.0
2022-05-05,79.0
2022-05-06,66.0
2022-05-07,40.0
2022-05-08,33.0
2022-05-09,73.0
2022-05-10,81.0
2022-05-11,83.0
2022-05-12,76.0
2022-05-13,67.0
2022-05-14,34.0
2022-05-15,31.0
2022-05-16,71.0
2022-05-17,79.0
2022-05-18,77.0
2022-05-19,80.0
2022-05-20,68.0
2022-05-21,33.0
2022-05-22,31.0
2022-05-23,75.0
2022-05-24,81.0
2022-05-25,76.0
2022-05-26,77.0
2022-05-27,62.0
2022-05-28,27.0
2022-05-29,25.0
2022-05-30,32.0
2022-05-31,74.0
2022-06-01,78.0
2022-06-02,79.0
2022-06-03,71.0
2022-06-04,33.0
2022-06-05,34.0
2022-06-06,78.0
2022-06-07,85.0
2022-06-08,82.0
2022-06-09,82.0
2022-06-10,71.0
2022-06-11,33.0
2022-06-12,32.0
2022-06-13,76.0
2022-06-14,82.0
2022-06-15,80.0
2022-06-16,80.0
2022-06-17,68.0
2022-06-18,32.0
2022-06-19,28.0
2022-06-20,61.0
2022-06-21,82.0
2022-06-22,83.0
2022-06-23,79.0
2022-06-24,65.0
2022-06-25,31.0
2022-06-26,28.0
2022-06-27,73.0
2022-06-28,82.0
2022-06-29,82.0
2022-06-30,76.0
2022-07-01,62.0
2022-07-02,31.0
2022-07-03,26.0
2022-07-04,31.0
2022-07-05,70.0
2022-07-06,80.0
2022-07-07,78.0
2022-07-08,67.0
2022-07-09,37.0
2022-07-10,55.0
2022-07-11,95.0
2022-07-12,97.0
2022-07-13,100.0
2022-07-14,94.0
2022-07-15,86.0
2022-07-16,48.0
2022-07-17,47.0
2022-07-18,91.0
2022-07-19,95.0
2022-07-20,96.0
2022-07-21,94.0
2022-07-22,81.0
2022-07-23,33.0
2022-07-24,30.0
2022-07-25,73.0
2022-07-26,84.0
2022-07-27,80.0
2022-07-28,80.0
2022-07-29,71.0
2022-07-30,31.0
2022-07-31,30.0
2022-08-01,77.0
2022-08-02,84.0
2022-08-03,80.0
2022-08-04,77.0
2022-08-05,69.0
2022-08-06,33.0
2022-08-07,34.0
2022-08-08,74.0
2022-08-09,84.0
2022-08-10,84.0
2022-08-11,81.0
2022-08-12,68.0
2022-08-13,34.0
2022-08-14,32.0
2022-08-15,77.0
2022-08-16,85.0
2022-08-17,81.0
2022-08-18,78.0
2022-08-19,71.0
2022-08-20,33.0
2022-08-21,36.0
2022-08-22,78.0
2022-08-23,87.0
2022-08-24,81.0
2022-08-25,79.0
2022-08-26,66.0
2022-08-27,34.0
2022-08-28,32.0
2022-08-29,75.0
2022-08-30,79.25903614457832
2022-08-31,80.21084337349399
2022-09-01,75.0
2022-09-02,61.72289156626506
2022-09-03,28.957831325301207
2022-09-04,27.05421686746988
2022-09-05,37.975903614457835
2022-09-06,75.95180722891567
2022-09-07,78.80722891566265
2022-09-08,75.0
2022-09-09,64.07831325301206
2022-09-10,29.90963855421687
2022-09-11,30.36144578313253
2022-09-12,76.90361445783132
2022-09-13,80.21084337349399
2022-09-14,79.25903614457832
2022-09-15,82.1144578313253
2022-09-16,65.98192771084337
2022-09-17,33.71686746987952
2022-09-18,30.86144578313253
2022-09-19,74.04819277108433
2022-09-20,81.16265060240964
2022-09-21,84.01807228915663
2022-09-22,78.80722891566265
2022-09-23,68.83734939759037
2022-09-24,30.36144578313253
2022-09-25,29.90963855421687
2022-09-26,71.19277108433735
2022-09-27,76.90361445783132
2022-09-28,75.90361445783132
2022-09-29,73.19277108433735
2022-09-30,65.96385542168674
2022-10-01,30.722891566265062
2022-10-02,30.722891566265062
2022-10-03,73.19277108433735
2022-10-04,77.71084337349397
2022-10-05,83.13253012048193
2022-10-06,76.80722891566265
2022-10-07,68.67469879518073
2022-10-08,30.722891566265062
2022-10-09,31.626506024096386
2022-10-10,67.7710843373494
2022-10-11,73.19277108433735
2022-10-12,77.71084337349397
2022-10-13,75.0
2022-10-14,65.06024096385542
2022-10-15,30.722891566265062
2022-10-16,29.819277108433734
2022-10-17,70.48192771084338
2022-10-18,79.51807228915663
2022-10-19,81.32530120481928
2022-10-20,77.71084337349397
2022-10-21,64.1566265060241
2022-10-22,30.722891566265062
2022-10-23,28.012048192771086
2022-10-24,73.19277108433735
2022-10-25,77.71084337349397
2022-10-26,81.32530120481928
2022-10-27,75.0
2022-10-28,64.1566265060241
2022-10-29,28.91566265060241
2022-10-30,28.012048192771086
2022-10-31,68.67469879518073
2022-11-01,75.90361445783132
2022-11-02,78.6144578313253
2022-11-03,73.19277108433735
2022-11-04,65.96385542168674
2022-11-05,32.53012048192771
2022-11-06,28.91566265060241
2022-11-07,66.86746987951807
2022-11-08,71.3855421686747
2022-11-09,72.28915662650603
2022-11-10,74.09638554216868
2022-11-11,64.1566265060241
2022-11-12,32.53012048192771
2022-11-13,28.91566265060241
2022-11-14,70.48192771084338
2022-11-15,79.51807228915663
2022-11-16,75.0
2022-11-17,80.42168674698796
2022-11-18,68.67469879518073
2022-11-19,32.53012048192771
2022-11-20,28.012048192771086
2022-11-21,61.445783132530124
2022-11-22,65.96385542168674
2022-11-23,52.40963855421687
2022-11-24,24.397590361445783
2022-11-25,25.30120481927711
2022-11-26,25.30120481927711
2022-11-27,26.204819277108435
2022-11-28,62.34939759036145
2022-11-29,70.48192771084338
2022-11-30,69.57831325301206
2022-12-01,72.28915662650603
2022-12-02,65.06024096385542
2022-12-03,30.722891566265062
2022-12-04,29.819277108433734
2022-12-05,65.06024096385542
2022-12-06,70.48192771084338
2022-12-07,71.3855421686747
2022-12-08,71.3855421686747
2022-12-09,63.25301204819277
2022-12-10,29.819277108433734
2022-12-11,28.012048192771086
2022-12-12,67.7710843373494
2022-12-13,70.48192771084338
2022-12-14,68.67469879518073
2022-12-15,66.86746987951807
2022-12-16,60.5421686746988
2022-12-17,30.722891566265062
2022-12-18,24.397590361445783
2022-12-19,59.63855421686747
2022-12-20,64.1566265060241
2022-12-21,63.25301204819277
2022-12-22,54.21686746987952
2022-12-23,38.855421686746986
2022-12-24,24.397590361445783
2022-12-25,19.87951807228916
2022-12-26,24.397590361445783
2022-12-27,51.506024096385545
2022-12-28,50.60240963855422
2022-12-29,49.69879518072289
2022-12-30,41.566265060240966
2022-12-31,26.204819277108435
2023-01-01,24.397590361445783
2023-01-02,37.04819277108434
2023-01-03,70.48192771084338
2023-01-04,80.42168674698796
2023-01-05,77.71084337349397
2023-01-06,76.80722891566265
2023-01-07,39.75903614457832
2023-01-08,36.144578313253014
2023-01-09,77.71084337349397
2023-01-10,82.2289156626506
2023-01-11,81.32530120481928
2023-01-12,82.2289156626506
2023-01-13,72.28915662650603
2023-01-14,37.04819277108434
2023-01-15,32.53012048192771
2023-01-16,53.31325301204819
2023-01-17,81.32530120481928
2023-01-18,87.65060240963855
2023-01-19,84.03614457831326
2023-01-20,78.6144578313253
2023-01-21,38.855421686746986
2023-01-22,36.144578313253014
2023-01-23,77.71084337349397
2023-01-24,90.36144578313254
2023-01-25,88.55421686746988
2023-01-26,87.65060240963855
2023-01-27,83.13253012048193
2023-01-28,38.855421686746986
2023-01-29,37.04819277108434
2023-01-30,79.51807228915663
2023-01-31,89.45783132530121
2023-02-01,84.93975903614458
2023-02-02,80.42168674698796
2023-02-03,82.2289156626506
2023-02-04,39.75903614457832
2023-02-05,39.75903614457832
2023-02-06,79.51807228915663
2023-02-07,84.93975903614458
2023-02-08,82.2289156626506
2023-02-09,78.6144578313253
2023-02-10,80.42168674698796
2023-02-11,37.95180722891566
2023-02-12,33.433734939759034
2023-02-13,71.3855421686747
2023-02-14,83.13253012048193
2023-02-15,85.8433734939759
2023-02-16,86.74698795180723
2023-02-17,77.71084337349397
2023-02-18,38.855421686746986
2023-02-19,31.626506024096386
2023-02-20,62.34939759036145
2023-02-21,78.6144578313253
2023-02-22,84.03614457831326
2023-02-23,81.32530120481928
2023-02-24,75.90361445783132
2023-02-25,38.855421686746986
2023-02-26,36.144578313253014
2023-02-27,75.0
2023-02-28,83.13253012048193
2023-03-01,85.8433734939759
2023-03-02,83.13253012048193
2023-03-03,69.57831325301206
2023-03-04,37.95180722891566
2023-03-05,33.433734939759034
2023-03-06,71.3855421686747
2023-03-07,85.8433734939759
2023-03-08,84.93975903614458
2023-03-09,78.6144578313253
2023-03-10,72.28915662650603
2023-03-11,37.04819277108434
2023-03-12,34.337349397590366
2023-03-13,74.09638554216868
2023-03-14,78.6144578313253
2023-03-15,74.09638554216868
2023-03-16,78.6144578313253
2023-03-17,66.86746987951807
2023-03-18,33.433734939759034
2023-03-19,34.337349397590366
2023-03-20,80.42168674698796
2023-03-21,85.8433734939759
2023-03-22,82.2289156626506
2023-03-23,80.42168674698796
2023-03-24,72.28915662650603
2023-03-25,35.24096385542169
2023-03-26,34.337349397590366
2023-03-27,78.6144578313253
2023-03-28,83.13253012048193
2023-03-29,81.32530120481928
2023-03-30,76.80722891566265
2023-03-31,65.96385542168674
2023-04-01,34.337349397590366
2023-04-02,34.337349397590366
2023-04-03,75.90361445783132
2023-04-04,79.51807228915663
2023-04-05,73.19277108433735
2023-04-06,75.0
2023-04-07,62.34939759036145
2023-04-08,33.433734939759034
2023-04-09,28.91566265060241
2023-04-10,76.80722891566265
2023-04-11,80.42168674698796
2023-04-12,79.51807228915663
2023-04-13,75.90361445783132
2023-04-14,67.7710843373494
2023-04-15,33.433734939759034
2023-04-16,32.53012048192771
2023-04-17,72.28915662650603
2023-04-18,77.71084337349397
2023-04-19,77.71084337349397
2023-04-20,74.09638554216868
2023-04-21,65.96385542168674
2023-04-22,34.337349397590366
2023-04-23,36.144578313253014
2023-04-24,75.90361445783132
2023-04-25,79.51807228915663
2023-04-26,79.56766088745226
2023-04-27,75.88708492506612
2023-04-28,65.3136937995886
2023-04-29,33.57699089039083
2023-04-30,31.736702909197767
2023-05-01,76.80722891566265
2023-05-02,79.09932412577137
2023-05-03,77.25903614457832
2023-05-04,80.48780487804879
2023-05-05,67.60578900969733
2023-05-06,33.57699089039083
2023-05-07,30.348222156920365
2023-05-08,76.80722891566265
2023-05-09,76.80722891566265
2023-05-10,77.72737290625918
2023-05-11,74.04679694387306
2023-05-12,65.3136937995886
2023-05-13,34.0287981193065
2023-05-14,28.056126946811638
2023-05-15,73.12665295327653
2023-05-16,79.56766088745226
2023-05-17,78.17918013517485
2023-05-18,73.12665295327653
2023-05-19,69.44607699089039
2023-05-20,34.49713488098737
2023-05-21,29.896414928004702
2023-05-22,68.99426976197473
2023-05-23,74.96694093446959
2023-05-24,77.25903614457832
2023-05-25,75.41874816338526
2023-05-26,59.94710549515134
2023-05-27,32.78357331766089
2023-05-28,30.91022627093741
2023-05-29,34.65692036438437
2023-05-30,72.12386129885395
2023-05-31,77.7439024390244
2023-06-01,76.80722891566266
2023-06-02,69.31384072876874
2023-06-03,34.65692036438437
2023-06-04,32.78357331766089
2023-06-05,75.87055539230091
2023-06-06,78.68057596238613
2023-06-07,85.23729062591832
2023-06-08,77.7439024390244
2023-06-09,65.56714663532178
2023-06-10,32.78357331766089
2023-06-11,30.91022627093741
2023-06-12,74.93388186893918
2023-06-13,77.7439024390244
2023-06-14,78.68057596238613
2023-06-15,79.61724948574788
2023-06-16,65.56714663532178
2023-06-17,33.72024684102263
2023-06-18,28.10020570085219
2023-06-19,59.0104319717896
2023-06-20,76.80722891566266
2023-06-21,78.68057596238613
2023-06-22,71.18718777549222
2023-06-23,68.377167205407
2023-06-24,32.78357331766089
2023-06-25,32.78357331766089
2023-06-26,73.99720834557743
2023-06-27,81.49059653247136
2023-06-28,74.93388186893918
2023-06-29,74.93388186893918
2023-06-30,61.82045254187482
2023-07-01,32.78357331766089
2023-07-02,28.10020570085219
2023-07-03,48.70702321481046
2023-07-04,34.65692036438437
2023-07-05,66.50382015868352
2023-07-06,76.80722891566266
2023-07-07,67.44049368204526
2023-07-08,33.72024684102263
2023-07-09,31.84689979429915
2023-07-10,80.55392300910961
2023-07-11,83.36394357919484
2023-07-12,81.49059653247136
2023-07-13,77.7439024390244
2023-07-14,71.18718777549222
2023-07-15,33.72024684102263
2023-07-16,31.84689979429915
2023-07-17,76.80722891566266
2023-07-18,81.49059653247136
2023-07-19,81.49059653247136
2023-07-20,75.87055539230091
2023-07-21,66.50382015868352
2023-07-22,30.91022627093741
2023-07-23,28.10020570085219
2023-07-24,73.99720834557743
2023-07-25,76.80722891566266
2023-07-26,78.68057596238613
2023-07-27,72.12386129885395
2023-07-28,67.44049368204526
2023-07-29,29.97355274757567
2023-07-30,29.03687922421393
2023-07-31,71.18718777549222
2023-08-01,93.66735233617398
2023-08-02,79.61724948574788
2023-08-03,76.80722891566266
2023-08-04,71.18718777549222
2023-08-05,32.78357331766089
2023-08-06,30.91022627093741
2023-08-07,75.87055539230091
2023-08-08,80.55392300910961
2023-08-09,78.68057596238613
2023-08-10,84.30061710255657
2023-08-11,67.44049368204526
2023-08-12,31.84689979429915
2023-08-13,30.91022627093741
2023-08-14,73.99720834557743
2023-08-15,76.80722891566266
2023-08-16,78.68057596238613
2023-08-17,81.49059653247136
2023-08-18,67.44049368204526
2023-08-19,32.78357331766089
2023-08-20,29.97355274757567
2023-08-21,70.25051425213047
2023-08-22,78.68057596238613
2023-08-23,81.49059653247136
2023-08-24,79.61724948574788
2023-08-25,67.44049368204526
2023-08-26,30.91022627093741
2023-08-27,30.91022627093741
2023-08-28,72.12386129885395
2023-08-29,84.30061710255657
2023-08-30,75.87055539230091
2023-08-31,74.93388186893918
2023-09-01,77.7439024390244
2023-09-02,27.163532177490453
2023-09-03,28.10020570085219
2023-09-04,36.53026741110785
2023-09-05,79.61724948574788
2023-09-06,87.11063767264179
2023-09-07,76.80722891566266
2023-09-08,66.50382015868352
2023-09-09,36.53026741110785
2023-09-10,30.91022627093741
2023-09-11,71.18718777549222
2023-09-12,77.7439024390244
2023-09-13,76.80722891566266
2023-09-14,78.68057596238613
2023-09-15,65.56714663532178
2023-09-16,33.72024684102263
2023-09-17,30.91022627093741
2023-09-18,70.25051425213047
2023-09-19,80.55392300910961
2023-09-20,77.7439024390244
2023-09-21,78.68057596238613
2023-09-22,66.50382015868352
2023-09-23,32.78357331766089
2023-09-24,31.84689979429915
2023-09-25,70.25051425213047
2023-09-26,73.99720834557743
2023-09-27,77.7439024390244
2023-09-28,74.93388186893918
2023-09-29,65.56714663532178
2023-09-30,32.78357331766089
2023-10-01,29.03687922421393
2023-10-02,68.377167205407
2023-10-03,76.80722891566266
2023-10-04,77.7439024390244
2023-10-05,73.99720834557743
2023-10-06,65.56714663532178
2023-10-07,32.78357331766089
2023-10-08,28.10020570085219
2023-10-09,67.44049368204526
2023-10-10,73.99720834557743
2023-10-11,74.93388186893918
2023-10-12,74.93388186893918
2023-10-13,63.6937995885983
2023-10-14,30.91022627093741
2023-10-15,29.97355274757567
2023-10-16,70.25051425213047
2023-10-17,77.7439024390244
2023-10-18,76.80722891566266
2023-10-19,75.87055539230091
2023-10-20,65.56714663532178
2023-10-21,31.84689979429915
2023-10-22,30.91022627093741
2023-10-23,70.25051425213047
2023-10-24,74.93388186893918
2023-10-25,79.61724948574788
2023-10-26,73.99720834557743
2023-10-27,63.6937995885983
2023-10-28,27.163532177490453
2023-10-29,27.163532177490453
2023-10-30,69.31384072876874
2023-10-31,81.49059653247136
2023-11-01,73.0605348222157
2023-11-02,73.99720834557743
2023-11-03,65.56714663532178
2023-11-04,29.97355274757567
2023-11-05,30.91022627093741
2023-11-06,69.31384072876874
2023-11-07,75.87055539230091
2023-11-08,75.87055539230091
2023-11-09,73.0605348222157
2023-11-10,60.88377901851308
2023-11-11,30.91022627093741
2023-11-12,28.10020570085219
2023-11-13,70.25051425213047
2023-11-14,73.0605348222157
2023-11-15,72.12386129885395
2023-11-16,73.99720834557743
2023-11-17,61.82045254187482
2023-11-18,31.84689979429915
2023-11-19,28.10020570085219
2023-11-20,59.94710549515134
2023-11-21,62.75712606523656
2023-11-22,52.453717308257424
2023-11-23,26.226858654128712
2023-11-24,26.226858654128712
2023-11-25,22.480164560681754
2023-11-26,26.226858654128712
2023-11-27,61.82045254187482
2023-11-28,69.31384072876874
2023-11-29,72.12386129885395
2023-11-30,70.25051425213047
2023-12-01,59.94710549515134
2023-12-02,33.72024684102263
2023-12-03,29.97355274757567
2023-12-04,67.44049368204526
2023-12-05,73.0605348222157
2023-12-06,71.18718777549222
2023-12-07,67.44049368204526
2023-12-08,65.56714663532178
2023-12-09,33.72024684102263
2023-12-10,29.97355274757567
2023-12-11,61.82045254187482
2023-12-12,69.31384072876874
2023-12-13,65.56714663532178
2023-12-14,69.31384072876874
2023-12-15,59.0104319717896
2023-12-16,29.97355274757567
2023-12-17,27.163532177490453
2023-12-18,59.94710549515134
2023-12-19,62.75712606523656
2023-12-20,64.63047311196004
2023-12-21,62.75712606523656
2023-12-22,46.86294721569204
2023-12-23,23.170961284161038
2023-12-24,25.14968410226271
2023-12-25,22.181599875110198
2023-12-26,38.479719181604466
2023-12-27,47.852308624742875
2023-12-28,48.84167003379371
2023-12-29,43.89486298853953
2023-12-30,24.160322693211874
2023-12-31,24.68134734058184
2024-01-01,24.68134734058184
2024-01-02,67.58684892007054
2024-01-03,75.97007695415809
2024-01-04,79.40649794299148
2024-01-05,75.97007695415809
2024-01-06,34.52227354540112
2024-01-07,31.554189318248604
2024-01-08,72.01263131795474
2024-01-09,83.36394357919482
2024-01-10,83.36394357919482
2024-01-11,76.95943836320893
2024-01-12,67.58684892007054
2024-01-13,33.53291213635028
2024-01-14,31.085852556567737
2024-01-15,50.82039285189539
2024-01-16,73.00199272700559
2024-01-17,80.91688399941228
2024-01-18,75.44905230678813
2024-01-19,71.02326990890391
2024-01-20,36.50099636350279
2024-01-21,34.387626726417864
2024-01-22,75.02754922127535
2024-01-23,80.23779569497502
2024-01-24,84.40599287393476
2024-01-25,87.53214075815457
2024-01-26,72.94345063179547
2024-01-27,39.59787320011754
2024-01-28,34.387626726417864
2024-01-29,76.06959851601528
2024-01-30,86.49009146341463
2024-01-31,85.4480421686747
2024-02-01,83.36394357919482
2024-02-02,72.94345063179547
2024-02-03,39.59787320011754
2024-02-04,34.387626726417864
2024-02-05,70.8593520423156
2024-02-06,83.36394357919482
2024-02-07,83.36394357919482
2024-02-08,80.23779569497502
2024-02-09,73.98549992653541
2024-02-10,36.471725315897736
2024-02-11,32.303528136938
2024-02-12,65.64910556861592
2024-02-13,81.27984498971496
2024-02-14,79.19574640023508
2024-02-15,80.23779569497502
2024-02-16,77.11164781075522
2024-02-17,37.513774610637675
2024-02-18,35.4296760211578
2024-02-19,62.52295768439612
2024-02-20,79.19574640023508
2024-02-21,82.3218942844549
2024-02-22,81.27984498971496
2024-02-23,69.81730274757567
2024-02-24,38.55582390537761
2024-02-25,37.513774610637675
2024-02-26,73.98549992653541
2024-02-27,78.15369710549516
2024-02-28,75.02754922127535
2024-02-29,79.19574640023508
2024-03-01,69.81730274757567
2024-03-02,38.55582390537761
2024-03-03,32.303528136938
2024-03-04,72.94345063179547
2024-03-05,78.15369710549516
2024-03-06,104.20492947399353
2024-03-07,80.23779569497502
2024-03-08,71.90140133705555
2024-03-09,35.4296760211578
2024-03-10,31.26147884219806
2024-03-11,69.81730274757567
2024-03-12,84.40599287393476
2024-03-13,81.27984498971496
2024-03-14,76.06959851601528
2024-03-15,67.7332041580958
2024-03-16,34.387626726417864
2024-03-17,30.219429547458127
2024-03-18,73.98549992653541
2024-03-19,77.11164781075522
2024-03-20,80.23779569497502
2024-03-21,76.06959851601528
2024-03-22,64.607056273876
2024-03-23,33.34557743167793
2024-03-24,33.34557743167793
2024-03-25,70.8593520423156
2024-03-26,77.11164781075522
2024-03-27,77.11164781075522
2024-03-28,77.11164781075522
2024-03-29,61.480908389656186
2024-03-30,31.26147884219806
2024-03-31,28.135330957978255
2024-04-01,70.8593520423156
2024-04-02,79.19574640023508
2024-04-03,77.11164781075522
2024-04-04,76.06959851601528
2024-04-05,66.69115486335586
2024-04-06,30.219429547458127
2024-04-07,30.219429547458127
2024-04-08,63.56500697913606
2024-04-09,76.06959851601528
2024-04-10,81.27984498971496
2024-04-11,75.02754922127535
2024-04-12,67.7332041580958
2024-04-13,30.219429547458127
2024-04-14,30.219429547458127
2024-04-15,69.81730274757567
2024-04-16,76.06959851601528
2024-04-17,77.11164781075522
2024-04-18,73.98549992653541
2024-04-19,64.607056273876
2024-04-20,31.26147884219806
2024-04-21,31.26147884219806
2024-04-22,75.02754922127535
2024-04-23,73.98549992653541
2024-04-24,75.02754922127535
2024-04-25,75.02754922127535
2024-04-26,62.52295768439612
2024-04-27,33.34557743167793
2024-04-28,29.17738025271819
2024-04-29,69.81730274757567
2024-04-30,78.15369710549516
2024-05-01,72.94345063179547
2024-05-02,71.90140133705555
2024-05-03,69.81730274757567
2024-05-04,32.303528136938
2024-05-05,30.219429547458127
2024-05-06,68.77525345283573
2024-05-07,72.94345063179547
2024-05-08,70.8593520423156
2024-05-09,69.81730274757567
2024-05-10,67.7332041580958
2024-05-11,32.303528136938
2024-05-12,28.135330957978255
2024-05-13,67.7332041580958
2024-05-14,71.90140133705555
2024-05-15,73.98549992653541
2024-05-16,72.94345063179547
2024-05-17,65.64910556861592
2024-05-18,33.34557743167793
2024-05-19,29.17738025271819
2024-05-20,71.90140133705555
2024-05-21,73.98549992653541
2024-05-22,78.15369710549516
2024-05-23,75.02754922127535
2024-05-24,59.396809800176314
2024-05-25,29.17738025271819
2024-05-26,26.051232368498383
2024-05-27,36.471725315897736
2024-05-28,73.98549992653541
2024-05-29,71.90140133705555
2024-05-30,80.23779569497502
2024-05-31,65.64910556861592
2024-06-01,31.26147884219806
2024-06-02,29.17738025271819
2024-06-03,72.94345063179547
2024-06-04,77.11164781075522
2024-06-05,75.02754922127535
2024-06-06,75.02754922127535
2024-06-07,71.90140133705555
2024-06-08,31.26147884219806
2024-06-09,29.17738025271819
2024-06-10,75.02754922127535
2024-06-11,78.15369710549516
2024-06-12,69.81730274757567
2024-06-13,75.02754922127535
2024-06-14,63.56500697913606
2024-06-15,31.26147884219806
2024-06-16,32.303528136938
2024-06-17,68.77525345283573
2024-06-18,76.06959851601528
2024-06-19,62.52295768439612
2024-06-20,68.77525345283573
2024-06-21,64.607056273876
2024-06-22,30.219429547458127
2024-06-23,28.135330957978255
2024-06-24,69.81730274757567
2024-06-25,77.11164781075522
2024-06-26,69.81730274757567
2024-06-27,69.81730274757567
2024-06-28,62.52295768439612
2024-06-29,30.219429547458127
2024-06-30,29.17738025271819
2024-07-01,69.81730274757567
2024-07-02,72.94345063179547
2024-07-03,62.52295768439612
2024-07-04,34.387626726417864
2024-07-05,44.80811967381722
2024-07-06,29.17738025271819
2024-07-07,31.26147884219806
2024-07-08,68.77525345283573
2024-07-09,71.90140133705555
2024-07-10,81.27984498971496
2024-07-11,75.02754922127535
2024-07-12,67.7332041580958
2024-07-13,34.387626726417864
2024-07-14,31.26147884219806
2024-07-15,66.69115486335586
2024-07-16,72.94345063179547
2024-07-17,73.98549992653541
2024-07-18,71.90140133705555
2024-07-19,60.43885909491625
2024-07-20,33.34557743167793
2024-07-21,29.17738025271819
2024-07-22,68.77525345283573
2024-07-23,76.06959851601528
2024-07-24,73.98549992653541
2024-07-25,71.90140133705555
2024-07-26,60.43885909491625
2024-07-27,27.09328166323832
2024-07-28,26.051232368498383
2024-07-29,64.607056273876
2024-07-30,70.8593520423156
2024-07-31,68.77525345283573
2024-08-01,66.69115486335586
2024-08-02,60.43885909491625
2024-08-03,29.17738025271819
2024-08-04,29.17738025271819
2024-08-05,68.77525345283573
2024-08-06,68.77525345283573
2024-08-07,70.8593520423156
2024-08-08,75.02754922127535
2024-08-09,66.69115486335586
2024-08-10,29.17738025271819
2024-08-11,29.17738025271819
2024-08-12,69.81730274757567
2024-08-13,73.98549992653541
2024-08-14,76.06959851601528
2024-08-15,71.90140133705555
2024-08-16,67.7332041580958
2024-08-17,31.26147884219806
2024-08-18,30.1952235280449
2024-08-19,71.60735772418337
2024-08-20,76.95530073454518
2024-08-21,76.95530073454518
2024-08-22,76.95530073454518
2024-08-23,64.76022879016298
2024-08-24,33.129707356910785
2024-08-25,31.173384804333523
2024-08-26,72.585519000472
2024-08-27,74.99897818196793
2024-08-28,76.43427608717522
2024-08-29,74.0208169056793
2024-08-30,63.78206751387434
2024-08-31,27.26073969917901
2024-09-01,29.217062251756268
2024-09-02,35.54316653840671
2024-09-03,74.0208169056793
2024-09-04,80.34692119232973
2024-09-05,74.99897818196793
2024-09-06,64.76022879016298
2024-09-07,31.173384804333523
2024-09-08,33.129707356910785
2024-09-09,74.0208169056793
2024-09-10,81.32508246861836
2024-09-11,74.99897818196793
2024-09-12,77.41243736346385
2024-09-13,66.71655134274023
2024-09-14,33.129707356910785
2024-09-15,30.1952235280449
2024-09-16,72.06449435310205
2024-09-17,80.45604668968444
2024-09-18,79.54177343184712
2024-09-19,77.71322691617247
2024-09-20,69.48476759563657
2024-09-21,34.742383797818285
2024-09-22,32.91383728214364
2024-09-23,74.9704071426605
2024-09-24,78.6275001740098
2024-09-25,78.6275001740098
