Time,ke_huy_quan
2025-02-18,10.938880196978634
2025-02-19,13.673600246223291
2025-02-20,15.040960270845622
2025-02-21,13.673600246223291
2025-02-22,19.14304034471261
2025-02-23,16.408320295467952
2025-02-24,136.73600246223293
2025-02-25,54.694400984893164
2025-02-26,28.714560517068914
2025-02-27,25.979840467824253
2025-02-28,20.51040036933494
2025-03-01,20.51040036933494
2025-03-02,28.714560517068914
2025-03-03,25.979840467824253
2025-03-04,28.714560517068914
2025-03-05,15.040960270845622
2025-03-06,16.408320295467952
2025-03-07,13.673600246223291
2025-03-08,13.673600246223291
2025-03-09,15.040960270845622
2025-03-10,15.040960270845622
2025-03-11,9.571520172356305
2025-03-12,10.938880196978634
2025-03-13,10.938880196978634
2025-03-14,13.673600246223291
2025-03-15,31.449280566313572
2025-03-16,38.28608068942522
2025-03-17,19.14304034471261
2025-03-18,13.673600246223291
2025-03-19,12.306240221600962
2025-03-20,12.306240221600962
2025-03-21,12.306240221600962
2025-03-22,15.040960270845622
2025-03-23,16.408320295467952
2025-03-24,13.673600246223291
2025-03-25,6.8368001231116455
2025-03-26,10.938880196978634
2025-03-27,6.8368001231116455
2025-03-28,0.0
2025-03-29,13.673600246223291
2025-03-30,20.51040036933494
2025-03-31,13.673600246223291
2025-04-01,8.204160147733976
2025-04-02,5.469440098489317
2025-04-03,5.469440098489317
2025-04-04,9.571520172356305
2025-04-05,20.51040036933494
2025-04-06,16.408320295467952
2025-04-07,19.14304034471261
2025-04-08,13.673600246223291
2025-04-09,8.204160147733976
2025-04-10,5.469440098489317
2025-04-11,5.469440098489317
2025-04-12,6.8368001231116455
2025-04-13,9.571520172356305
2025-04-14,0.0
2025-04-15,8.574925077487338
2025-04-16,6.731618582756082
2025-04-17,0.0
2025-04-18,9.589926941918527
2025-04-19,9.75558786797854
2025-04-20,24.896470602161948
2025-04-21,6.565957656696069
2025-04-22,6.897279508816094
2025-04-23,5.385294866204866
2025-04-24,0.0
2025-04-25,6.897279508816094
2025-04-26,12.116913448960947
2025-04-27,9.589926941918527
2025-04-28,6.565957656696069
2025-04-29,9.258605089798502
2025-04-30,9.75558786797854
2025-05-01,0.0
2025-05-02,13.463237165512163
2025-05-03,12.28257437502096
2025-05-04,11.267572510589769
2025-05-05,8.409264151427326
2025-05-06,5.385294866204866
2025-05-07,5.716616718324891
2025-05-08,0.0
2025-05-09,10.770589732409732
2025-05-10,30.281765468366814
2025-05-11,21.706840390879478
2025-05-12,13.960219943692202
2025-05-13,11.951252522900933
2025-05-14,11.267572510589769
2025-05-15,8.283046303000647
2025-05-16,12.258908528440958
2025-05-17,22.86120779628179
2025-05-18,16.89741445812132
2025-05-19,10.602299267840829
2025-05-20,9.608333711480752
2025-05-21,9.939655563600777
2025-05-22,9.277011859360725
2025-05-23,11.927586676320933
2025-05-24,10.602299267840829
2025-05-25,23.192529648401813
2025-05-26,20.21063297932158
2025-05-27,11.927586676320933
2025-05-28,8.614368155120674
2025-05-29,7.951724450880622
2025-05-30,0.0
2025-05-31,13.252874084801036
2025-06-01,11.264942972080881
2025-06-02,6.295115190280492
2025-06-03,6.626437042400518
2025-06-04,8.614368155120674
2025-06-05,7.951724450880622
2025-06-06,8.283046303000647
2025-06-07,11.596264824200906
2025-06-08,13.252874084801036
2025-06-09,0.0
2025-06-10,0.0
2025-06-11,6.295115190280492
2025-06-12,5.963793338160467
2025-06-13,6.626437042400518
2025-06-14,10.270977415720804
2025-06-15,9.939655563600777
2025-06-16,7.951724450880622
2025-06-17,5.3011496339204145
2025-06-18,0.0
2025-06-19,6.295115190280492
2025-06-20,6.957758894520544
2025-06-21,10.602299267840829
2025-06-22,8.614368155120674
2025-06-23,5.963793338160467
2025-06-24,0.0
2025-06-25,0.0
2025-06-26,0.0
2025-06-27,0.0
2025-06-28,0.0
2025-06-29,9.608333711480752
2025-06-30,6.295115190280492
2025-07-01,10.602299267840829
2025-07-02,0.0
2025-07-03,7.28908074664057
2025-07-04,0.0
2025-07-05,10.270977415720804
2025-07-06,8.9456900072407
2025-07-07,0.0
2025-07-08,0.0
2025-07-09,0.0
2025-07-10,8.614368155120674
2025-07-11,0.0
2025-07-12,0.0
2025-07-13,7.620402598760596
2025-07-14,0.0
2025-07-15,6.626437042400518
2025-07-16,5.963793338160467
2025-07-17,0.0
2025-07-18,5.963793338160467
2025-07-19,7.620402598760596
2025-07-20,6.957758894520544
2025-07-21,0.0
2025-07-22,5.963793338160467
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,0.0
2025-07-26,0.0
2025-07-27,6.295115190280492
2025-07-28,0.0
2025-07-29,4.969827781800388
2025-07-30,7.28908074664057
2025-07-31,0.0
2025-08-01,6.295115190280492
2025-08-02,8.283046303000647
2025-08-03,0.0
2025-08-04,7.951724450880622
2025-08-05,7.951724450880622
2025-08-06,0.0
2025-08-07,0.0
2025-08-08,5.963793338160467
2025-08-09,0.0
2025-08-10,0.0
2025-08-11,7.951724450880622
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,0.0
2025-08-16,5.963793338160467
2025-08-17,0.0
2025-08-18,5.963793338160467
2025-08-19,0.0
2025-08-20,22.86120779628179
2025-08-21,5.3011496339204145
2025-08-22,5.632471486040441
2025-08-23,0.0
2025-08-24,8.283046303000647
2025-08-25,0.0
2025-08-26,0.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,6.295115190280492
2025-09-01,5.632471486040441
2025-09-02,5.963793338160467
2025-09-03,0.0
2025-09-04,0.0
2025-09-05,0.0
2025-09-06,6.626437042400518
2025-09-07,9.939655563600777
2025-09-08,5.963793338160467
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,0.0
2025-09-14,0.0
2025-09-15,0.0
2025-09-16,6.957758894520544
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,6.626437042400518
2025-09-20,6.957758894520544
2025-09-21,9.277011859360725
2025-09-22,6.626437042400518
2025-09-23,5.632471486040441
2025-09-24,0.0
2025-09-25,6.295115190280492
2025-09-26,5.963793338160467
2025-09-27,7.620402598760596
2025-09-28,0.0
2025-09-29,7.951724450880622
2025-09-30,0.0
2025-10-01,0.0
2025-10-02,5.632471486040441
2025-10-03,0.0
2025-10-04,10.602299267840829
2025-10-05,6.957758894520544
2025-10-06,6.626437042400518
2025-10-07,5.963793338160467
2025-10-08,0.0
2025-10-09,5.3011496339204145
2025-10-10,5.3011496339204145
2025-10-11,0.0
2025-10-12,10.602299267840829
2025-10-13,10.270977415720804
2025-10-14,0.0
2025-10-15,5.3011496339204145
2025-10-16,0.0
2025-10-17,0.0
2025-10-18,7.28908074664057
2025-10-19,0.0
2025-10-20,0.0
2025-10-21,0.0
2025-10-22,0.0
2025-10-23,0.0
2025-10-24,0.0
2025-10-25,8.9456900072407
2025-10-26,0.0
2025-10-27,5.632471486040441
2025-10-28,0.0
2025-10-29,0.0
2025-10-30,5.3011496339204145
2025-10-31,0.0
2025-11-01,6.295115190280492
2025-11-02,0.0
2025-11-03,0.0
2025-11-04,8.9456900072407
2025-11-05,7.28908074664057
2025-11-06,0.0
2025-11-07,9.939655563600777
2025-11-08,7.951724450880622
2025-11-09,7.620402598760596
2025-11-10,0.0
2025-11-11,33.13218521200259
2025-11-12,0.0
2025-11-13,5.632471486040441
2025-11-14,0.0
2025-11-15,11.264942972080881
2025-11-16,0.0
2025-11-17,0.0
2025-11-18,6.957758894520544
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,6.957758894520544
2025-11-22,9.277011859360725
2025-11-23,0.0
2025-11-24,21.535920387801685
2025-11-25,12.590230380560984
2025-11-26,12.590230380560984
2025-11-27,12.92155223268101
2025-11-28,22.86120779628179
2025-11-29,23.855173352641867
2025-11-30,26.174426317482048
2025-12-01,19.879311127201554
2025-12-02,11.264942972080881
2025-12-03,11.927586676320933
2025-12-04,12.590230380560984
2025-12-05,12.92155223268101
2025-12-06,16.234770753881268
2025-12-07,12.590230380560984
2025-12-08,12.258908528440958
2025-12-09,7.951724450880622
2025-12-10,6.957758894520544
2025-12-11,8.351259625495947
2025-12-12,9.88118700146195
2025-12-13,8.916455726171286
2025-12-14,8.916455726171286
2025-12-15,6.42179707491462
2025-12-16,9.715526075401936
2025-12-17,10.6802573506926
2025-12-18,11.245453451367938
2025-12-19,9.31599090078661
2025-12-20,6.986993175589959
2025-12-21,14.93871762647058
2025-12-22,10.6802573506926
2025-12-23,6.587458000974633
2025-12-24,16.302984076376568
2025-12-25,11.810649552043277
2025-12-26,10.845918276752613
2025-12-27,10.115061250017263
2025-12-28,9.88118700146195
2025-12-29,10.6802573506926
2025-12-30,11.245453451367938
2025-12-31,7.951724450880622
2026-01-01,11.810649552043277
2026-01-02,0.0
2026-01-03,15.338252801085906
2026-01-04,8.51692055155596
2026-01-05,10.115061250017263
2026-01-06,5.223191551068644
2026-01-07,6.986993175589959
2026-01-08,10.6802573506926
2026-01-09,6.587458000974633
2026-01-10,16.371197398871868
2026-01-11,6.080730462438122
2026-01-12,8.887221445101872
2026-01-13,5.6129819653274975
2026-01-14,7.951724450880622
2026-01-15,0.0
2026-01-16,5.6129819653274975
2026-01-17,8.419472947991247
2026-01-18,15.43570040465062
2026-01-19,14.50020341042937
2026-01-20,5.145233468216873
2026-01-21,7.016227456659372
2026-01-22,8.419472947991247
2026-01-23,6.548478959548747
2026-01-24,10.758215433544372
2026-01-25,8.419472947991247
2026-01-26,7.951724450880622
2026-01-27,10.290466936433747
2026-01-28,16.371197398871868
2026-01-29,13.096957919097495
2026-01-30,17.306694393093117
2026-01-31,26.661664335305616
2026-02-01,46.77484971106248
2026-02-02,22.919676358420617
2026-02-03,17.774442890203744
2026-02-04,18.709939884424994
2026-02-05,14.032454913318745
2026-02-06,14.032454913318745
2026-02-07,22.919676358420617
2026-02-08,15.43570040465062
2026-02-09,0.0
2026-02-10,6.080730462438122
2026-02-11,9.822718439323122
2026-02-12,8.419472947991247
2026-02-13,10.290466936433747
2026-02-14,9.822718439323122
2026-02-15,14.50020341042937
2026-02-16,6.548478959548747
2026-02-17,9.354969942212497
2026-02-18,5.6129819653274975
2026-02-19,0.0
2026-02-20,6.548478959548747
2026-02-21,6.548478959548747
2026-02-22,6.080730462438122
2026-02-23,6.080730462438122
2026-02-24,7.483975953769997
2026-02-25,6.080730462438122
2026-02-26,6.080730462438122
2026-02-27,6.080730462438122
2026-02-28,7.483975953769997
2026-03-01,7.016227456659372
2026-03-02,5.145233468216873
2026-03-03,0.0
2026-03-04,6.080730462438122
2026-03-05,5.145233468216873
2026-03-06,10.290466936433747
2026-03-07,0.0
2026-03-08,11.69371242776562
2026-03-09,7.951724450880622
2026-03-10,5.6129819653274975
2026-03-11,8.887221445101872
2026-03-12,14.50020341042937
2026-03-13,19.177688381535617
2026-03-14,26.661664335305616
2026-03-15,30.403652312190612
2026-03-16,24.32292184975249
2026-03-17,23.38742485553124
2026-03-18,13.56470641620812
2026-03-19,13.56470641620812
2026-03-20,10.290466936433747
2026-03-21,14.967951907539994
2026-03-22,13.56470641620812
2026-03-23,12.161460924876245
2026-03-24,9.822718439323122
2026-03-25,0.0
2026-03-26,0.0
2026-03-27,5.145233468216873
2026-03-28,14.032454913318745
2026-03-29,0.0
2026-03-30,7.483975953769997
2026-03-31,6.548478959548747
2026-04-01,5.6129819653274975
2026-04-02,6.080730462438122
2026-04-03,5.6129819653274975
2026-04-04,11.225963930654995
2026-04-05,18.242191387314367
2026-04-06,0.0
2026-04-07,0.0
2026-04-08,5.145233468216873
2026-04-09,7.016227456659372
2026-04-10,0.0
2026-04-11,7.483975953769997
2026-04-12,0.0
2026-04-13,0.0
2026-04-14,7.951724450880622
2026-04-15,7.016227456659372
2026-04-16,8.419472947991247
2026-04-17,6.548478959548747
2026-04-18,5.6129819653274975
2026-04-19,11.69371242776562
2026-04-20,6.548478959548747
2026-04-21,0.0
2026-04-22,6.548478959548747
2026-04-23,5.6129819653274975
2026-04-24,6.080730462438122
2026-04-25,7.483975953769997
2026-04-26,0.0
2026-04-27,5.6129819653274975
2026-04-28,6.080730462438122
2026-04-29,0.0
2026-04-30,0.0
2026-05-01,0.0
2026-05-02,9.822718439323122
2026-05-03,0.0
2026-05-04,0.0
2026-05-05,5.6129819653274975
2026-05-06,4.6774849711062485
2026-05-07,5.6129819653274975
2026-05-08,7.016227456659372
2026-05-09,0.0
2026-05-10,9.354969942212497
2026-05-11,6.548478959548747
2026-05-12,6.548478959548747
2026-05-13,5.145233468216873
2026-05-14,7.016227456659372
2026-05-15,0.0
2026-05-16,9.822718439323122
2026-05-17,0.0
2026-05-18,5.6129819653274975
2026-05-19,0.0
2026-05-20,0.0
2026-05-21,0.0
2026-05-22,0.0
2026-05-23,0.0
2026-05-24,9.354969942212497
2026-05-25,0.0
2026-05-26,0.0
2026-05-27,5.145233468216873
2026-05-28,5.6129819653274975
2026-05-29,0.0
2026-05-30,0.0
2026-05-31,5.145233468216873
