Time,ke_huy_quan
2024-02-26,12.403908794788272
2024-02-27,15.50488599348534
2024-02-28,10.853420195439739
2024-02-29,10.853420195439739
2024-03-01,10.853420195439739
2024-03-02,12.403908794788272
2024-03-03,10.853420195439739
2024-03-04,7.75244299674267
2024-03-05,6.201954397394136
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,12.403908794788272
2024-03-09,29.459283387622147
2024-03-10,60.46905537459283
2024-03-11,155.0488599348534
2024-03-12,102.33224755700324
2024-03-13,75.97394136807817
2024-03-14,43.413680781758956
2024-03-15,35.66123778501628
2024-03-16,41.863192182410415
2024-03-17,24.807817589576544
2024-03-18,17.055374592833875
2024-03-19,15.50488599348534
2024-03-20,13.954397394136805
2024-03-21,17.055374592833875
2024-03-22,13.954397394136805
2024-03-23,15.50488599348534
2024-03-24,15.50488599348534
2024-03-25,13.954397394136805
2024-03-26,13.954397394136805
2024-03-27,10.853420195439739
2024-03-28,9.302931596091204
2024-03-29,12.403908794788272
2024-03-30,15.50488599348534
2024-03-31,15.50488599348534
2024-04-01,10.853420195439739
2024-04-02,7.75244299674267
2024-04-03,7.75244299674267
2024-04-04,9.302931596091204
2024-04-05,7.75244299674267
2024-04-06,7.75244299674267
2024-04-07,7.75244299674267
2024-04-08,0.0
2024-04-09,7.75244299674267
2024-04-10,12.403908794788272
2024-04-11,6.201954397394136
2024-04-12,6.201954397394136
2024-04-13,7.75244299674267
2024-04-14,9.302931596091204
2024-04-15,7.75244299674267
2024-04-16,0.0
2024-04-17,6.201954397394136
2024-04-18,6.201954397394136
2024-04-19,9.302931596091204
2024-04-20,0.0
2024-04-21,7.75244299674267
2024-04-22,6.201954397394136
2024-04-23,6.201954397394136
2024-04-24,10.853420195439739
2024-04-25,7.75244299674267
2024-04-26,6.201954397394136
2024-04-27,9.302931596091204
2024-04-28,10.853420195439739
2024-04-29,6.201954397394136
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,6.201954397394136
2024-05-04,9.302931596091204
2024-05-05,15.50488599348534
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,6.201954397394136
2024-05-09,4.651465798045602
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,7.75244299674267
2024-05-13,6.201954397394136
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,0.0
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,6.201954397394136
2024-05-21,0.0
2024-05-22,0.0
2024-05-23,6.201954397394136
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,7.75244299674267
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,6.201954397394136
2024-05-30,24.807817589576544
2024-05-31,7.75244299674267
2024-06-01,7.75244299674267
2024-06-02,10.853420195439739
2024-06-03,6.201954397394136
2024-06-04,12.403908794788272
2024-06-05,0.0
2024-06-06,6.201954397394136
2024-06-07,7.75244299674267
2024-06-08,13.954397394136805
2024-06-09,0.0
2024-06-10,6.201954397394136
2024-06-11,6.201954397394136
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,10.853420195439739
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,0.0
2024-06-21,9.302931596091204
2024-06-22,0.0
2024-06-23,7.75244299674267
2024-06-24,7.75244299674267
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,7.75244299674267
2024-06-28,7.75244299674267
2024-06-29,15.50488599348534
2024-06-30,7.75244299674267
2024-07-01,7.75244299674267
2024-07-02,0.0
2024-07-03,6.201954397394136
2024-07-04,9.302931596091204
2024-07-05,9.302931596091204
2024-07-06,6.201954397394136
2024-07-07,10.853420195439739
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,6.201954397394136
2024-07-11,6.201954397394136
2024-07-12,7.75244299674267
2024-07-13,6.201954397394136
2024-07-14,10.853420195439739
2024-07-15,68.2214983713355
2024-07-16,60.46905537459283
2024-07-17,37.211726384364816
2024-07-18,29.459283387622147
2024-07-19,18.605863192182408
2024-07-20,21.706840390879478
2024-07-21,13.954397394136805
2024-07-22,15.50488599348534
2024-07-23,9.302931596091204
2024-07-24,12.403908794788272
2024-07-25,18.605863192182408
2024-07-26,17.055374592833875
2024-07-27,9.302931596091204
2024-07-28,7.75244299674267
2024-07-29,6.201954397394136
2024-07-30,15.50488599348534
2024-07-31,24.807817589576544
2024-08-01,17.055374592833875
2024-08-02,12.403908794788272
2024-08-03,21.706840390879478
2024-08-04,23.25732899022801
2024-08-05,12.403908794788272
2024-08-06,9.302931596091204
2024-08-07,7.75244299674267
2024-08-08,10.853420195439739
2024-08-09,7.75244299674267
2024-08-10,35.66123778501628
2024-08-11,23.25732899022801
2024-08-12,13.954397394136805
2024-08-13,10.853420195439739
2024-08-14,10.853420195439739
2024-08-15,9.302931596091204
2024-08-16,13.954397394136805
2024-08-17,10.853420195439739
2024-08-18,13.813998820180048
2024-08-19,8.75354587191259
2024-08-20,10.896150196209186
2024-08-21,12.355074508194617
2024-08-22,8.75354587191259
2024-08-23,9.437225884223754
2024-08-24,13.813998820180048
2024-08-25,7.294621559927158
2024-08-26,5.835697247941726
2024-08-27,0.0
2024-08-28,0.0
2024-08-29,5.835697247941726
2024-08-30,8.75354587191259
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,10.896150196209186
2024-09-03,7.978301572238323
2024-09-04,5.835697247941726
2024-09-05,5.835697247941726
2024-09-06,6.519377260252891
2024-09-07,7.294621559927158
2024-09-08,7.978301572238323
2024-09-09,10.896150196209186
2024-09-10,6.519377260252891
2024-09-11,9.437225884223754
2024-09-12,8.75354587191259
2024-09-13,6.519377260252891
2024-09-14,10.212470183898022
2024-09-15,9.437225884223754
2024-09-16,6.519377260252891
2024-09-17,0.0
2024-09-18,9.571520172356305
2024-09-19,6.8368001231116455
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,6.8368001231116455
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,5.469440098489317
2024-09-27,8.204160147733976
2024-09-28,6.8368001231116455
2024-09-29,5.469440098489317
2024-09-30,5.469440098489317
2024-10-01,0.0
2024-10-02,6.8368001231116455
2024-10-03,5.469440098489317
2024-10-04,6.8368001231116455
2024-10-05,0.0
2024-10-06,6.8368001231116455
2024-10-07,5.469440098489317
2024-10-08,0.0
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,5.469440098489317
2024-10-15,0.0
2024-10-16,5.469440098489317
2024-10-17,8.204160147733976
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,6.8368001231116455
2024-10-21,0.0
2024-10-22,31.449280566313572
2024-10-23,39.65344071404755
2024-10-24,28.714560517068914
2024-10-25,20.51040036933494
2024-10-26,20.51040036933494
2024-10-27,21.877760393957267
2024-10-28,12.306240221600962
2024-10-29,10.938880196978634
2024-10-30,6.8368001231116455
2024-10-31,6.8368001231116455
2024-11-01,6.8368001231116455
2024-11-02,6.8368001231116455
2024-11-03,10.938880196978634
2024-11-04,9.571520172356305
2024-11-05,5.469440098489317
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,8.204160147733976
2024-11-09,13.673600246223291
2024-11-10,6.8368001231116455
2024-11-11,6.8368001231116455
2024-11-12,0.0
2024-11-13,5.469440098489317
2024-11-14,0.0
2024-11-15,9.571520172356305
2024-11-16,10.938880196978634
2024-11-17,0.0
2024-11-18,6.8368001231116455
2024-11-19,0.0
2024-11-20,6.8368001231116455
2024-11-21,6.8368001231116455
2024-11-22,0.0
2024-11-23,9.571520172356305
2024-11-24,12.306240221600962
2024-11-25,6.8368001231116455
2024-11-26,0.0
2024-11-27,8.204160147733976
2024-11-28,9.571520172356305
2024-11-29,6.8368001231116455
2024-11-30,8.204160147733976
2024-12-01,13.673600246223291
2024-12-02,6.8368001231116455
2024-12-03,10.938880196978634
2024-12-04,13.673600246223291
2024-12-05,6.8368001231116455
2024-12-06,0.0
2024-12-07,9.571520172356305
2024-12-08,0.0
2024-12-09,5.469440098489317
2024-12-10,8.204160147733976
2024-12-11,0.0
2024-12-12,5.469440098489317
2024-12-13,0.0
2024-12-14,8.204160147733976
2024-12-15,8.204160147733976
2024-12-16,6.8368001231116455
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,6.8368001231116455
2024-12-22,0.0
2024-12-23,10.938880196978634
2024-12-24,0.0
2024-12-25,9.571520172356305
2024-12-26,16.408320295467952
2024-12-27,8.204160147733976
2024-12-28,6.8368001231116455
2024-12-29,9.571520172356305
2024-12-30,5.469440098489317
2024-12-31,10.938880196978634
2025-01-01,9.571520172356305
2025-01-02,5.469440098489317
2025-01-03,5.469440098489317
2025-01-04,9.571520172356305
2025-01-05,10.938880196978634
2025-01-06,28.714560517068914
2025-01-07,16.408320295467952
2025-01-08,12.306240221600962
2025-01-09,10.938880196978634
2025-01-10,9.571520172356305
2025-01-11,15.040960270845622
2025-01-12,19.14304034471261
2025-01-13,24.612480443201925
2025-01-14,28.714560517068914
2025-01-15,25.979840467824253
2025-01-16,19.14304034471261
2025-01-17,28.714560517068914
2025-01-18,27.347200492446582
2025-01-19,27.347200492446582
2025-01-20,23.245120418579596
2025-01-21,31.449280566313572
2025-01-22,19.14304034471261
2025-01-23,13.673600246223291
2025-01-24,20.51040036933494
2025-01-25,23.245120418579596
2025-01-26,39.65344071404755
2025-01-27,16.408320295467952
2025-01-28,20.51040036933494
2025-01-29,15.040960270845622
2025-01-30,17.77568032009028
2025-01-31,23.245120418579596
2025-02-01,31.449280566313572
2025-02-02,34.18400061555823
2025-02-03,38.28608068942522
2025-02-04,84.77632152658441
2025-02-05,62.898561132627144
2025-02-06,125.79712226525429
2025-02-07,76.57216137885044
2025-02-08,67.00064120649414
2025-02-09,49.22496088640385
2025-02-10,25.979840467824253
2025-02-11,49.22496088640385
2025-02-12,54.694400984893164
2025-02-13,47.85760086178152
2025-02-14,42.388160763292206
2025-02-15,38.28608068942522
2025-02-16,32.816640590935904
2025-02-17,21.877760393957267
