Time,subway
2024-08-18,33
2024-08-19,34
2024-08-20,36
2024-08-21,34
2024-08-22,35
2024-08-23,39
2024-08-24,37
2024-08-25,37
2024-08-26,36
2024-08-27,38
2024-08-28,36
2024-08-29,40
2024-08-30,40
2024-08-31,38
2024-09-01,36
2024-09-02,39
2024-09-03,33
2024-09-04,34
2024-09-05,35
2024-09-06,34
2024-09-07,33
2024-09-08,35
2024-09-09,34
2024-09-10,33
2024-09-11,33
2024-09-12,35
2024-09-13,36
2024-09-14,34
2024-09-15,29
2024-09-16,37
2024-09-17,36
2024-09-18,34
2024-09-19,33
2024-09-20,36
2024-09-21,33
2024-09-22,30
2024-09-23,30
2024-09-24,32
2024-09-25,32
2024-09-26,34
2024-09-27,35
2024-09-28,34
2024-09-29,34
2024-09-30,32
2024-10-01,33
2024-10-02,32
2024-10-03,35
2024-10-04,38
2024-10-05,35
2024-10-06,31
2024-10-07,31
2024-10-08,30
2024-10-09,33
2024-10-10,34
2024-10-11,39
2024-10-12,37
2024-10-13,38
2024-10-14,34
2024-10-15,35
2024-10-16,35
2024-10-17,35
2024-10-18,38
2024-10-19,33
2024-10-20,35
2024-10-21,36
2024-10-22,38
2024-10-23,38
2024-10-24,36
2024-10-25,40
2024-10-26,39
2024-10-27,38
2024-10-28,36
2024-10-29,38
2024-10-30,41
2024-10-31,48
2024-11-01,44
2024-11-02,38
2024-11-03,36
2024-11-04,36
2024-11-05,33
2024-11-06,23
2024-11-07,35
2024-11-08,37
2024-11-09,31
2024-11-10,34
2024-11-11,35
2024-11-12,31
2024-11-13,32
2024-11-14,33
2024-11-15,34
2024-11-16,29
2024-11-17,28
2024-11-18,29
2024-11-19,32
2024-11-20,33
2024-11-21,31
2024-11-22,33
2024-11-23,29
2024-11-24,27
2024-11-25,30
2024-11-26,39
2024-11-27,35
2024-11-28,30
2024-11-29,20
2024-11-30,24
2024-12-01,25
2024-12-02,28
2024-12-03,28
2024-12-04,31
2024-12-05,33
2024-12-06,37
2024-12-07,31
2024-12-08,29
2024-12-09,34
2024-12-10,35
2024-12-11,33
2024-12-12,34
2024-12-13,40
2024-12-14,31
2024-12-15,30
2024-12-16,32
2024-12-17,31
2024-12-18,34
2024-12-19,35
2024-12-20,35
2024-12-21,28
2024-12-22,35
2024-12-23,76
2024-12-24,100
2024-12-25,56
2024-12-26,45
2024-12-27,45
2024-12-28,38
2024-12-29,35
2024-12-30,35
2024-12-31,41
2025-01-01,51
2025-01-02,36
2025-01-03,35
2025-01-04,32
2025-01-05,31
2025-01-06,30
2025-01-07,34
2025-01-08,32
2025-01-09,32
2025-01-10,31
2025-01-11,31
2025-01-12,29
2025-01-13,29
2025-01-14,30
2025-01-15,32
2025-01-16,33
2025-01-17,34
2025-01-18,29
2025-01-19,26
2025-01-20,26
2025-01-21,27
2025-01-22,27
2025-01-23,32
2025-01-24,32
2025-01-25,29
2025-01-26,28
2025-01-27,30
2025-01-28,33
2025-01-29,35
2025-01-30,35
2025-01-31,35
2025-02-01,29
2025-02-02,31
2025-02-03,31
2025-02-04,31
2025-02-05,33
2025-02-06,33
2025-02-07,33
2025-02-08,29
2025-02-09,28
2025-02-10,25
2025-02-11,31
2025-02-12,32
2025-02-13,33
2025-02-14,33
2025-02-15,28
2025-02-16,28
2025-02-17,30
2025-02-18,30
2025-02-19,31
2025-02-20,32
2025-02-21,35
2025-02-22,31
2025-02-23,31
2025-02-24,32
2025-02-25,33
2025-02-26,33
2025-02-27,36
2025-02-28,35
2025-03-01,35
2025-03-02,31
2025-03-03,30
2025-03-04,32
2025-03-05,31
2025-03-06,34
2025-03-07,34
2025-03-08,33
2025-03-09,32
2025-03-10,31
2025-03-11,32
2025-03-12,34
2025-03-13,35
2025-03-14,31
2025-03-15,30
2025-03-16,32
2025-03-17,32
2025-03-18,31
2025-03-19,33
2025-03-20,33
2025-03-21,34
2025-03-22,32
2025-03-23,30
2025-03-24,29
2025-03-25,33
2025-03-26,35
2025-03-27,37
2025-03-28,36
2025-03-29,34
2025-03-30,31
2025-03-31,30
2025-04-01,34
2025-04-02,33
2025-04-03,38
2025-04-04,37
2025-04-05,34
2025-04-06,34
2025-04-07,31
2025-04-08,31
2025-04-09,34
2025-04-10,36
2025-04-11,35
2025-04-12,33
2025-04-13,30
2025-04-14,30
2025-04-15,33
2025-04-16,33
2025-04-17,35
2025-04-18,32
2025-04-19,29
2025-04-20,30
2025-04-21,29
2025-04-22,30
2025-04-23,33
2025-04-24,33
2025-04-25,33
2025-04-26,32
2025-04-27,32
2025-04-28,34
2025-04-29,34
2025-04-30,33
2025-05-01,36
2025-05-02,38
2025-05-03,39
2025-05-04,31
2025-05-05,31
2025-05-06,31
2025-05-07,32
2025-05-08,34
2025-05-09,34
2025-05-10,30
2025-05-11,29
2025-05-12,31
2025-05-13,33
2025-05-14,33
