Time,apple
2025-12-11,64
2025-12-12,68
2025-12-13,77
2025-12-14,69
2025-12-15,67
2025-12-16,65
2025-12-17,67
2025-12-18,66
2025-12-19,64
2025-12-20,65
2025-12-21,69
2025-12-22,69
2025-12-23,70
2025-12-24,78
2025-12-25,95
2025-12-26,89
2025-12-27,85
2025-12-28,76
2025-12-29,73
2025-12-30,72
2025-12-31,71
2026-01-01,67
2026-01-02,65
2026-01-03,68
2026-01-04,68
2026-01-05,65
2026-01-06,64
2026-01-07,61
2026-01-08,64
2026-01-09,62
2026-01-10,68
2026-01-11,67
2026-01-12,64
2026-01-13,65
2026-01-14,67
2026-01-15,66
2026-01-16,64
2026-01-17,65
2026-01-18,70
2026-01-19,67
2026-01-20,65
2026-01-21,70
2026-01-22,65
2026-01-23,64
2026-01-24,70
2026-01-25,66
2026-01-26,68
2026-01-27,65
2026-01-28,71
2026-01-29,69
2026-01-30,63
2026-01-31,63
2026-02-01,65
2026-02-02,61
2026-02-03,62
2026-02-04,62
2026-02-05,67
2026-02-06,61
2026-02-07,68
2026-02-08,64
2026-02-09,58
2026-02-10,65
2026-02-11,57
2026-02-12,58
2026-02-13,64
2026-02-14,73
2026-02-15,70
2026-02-16,69
2026-02-17,64
2026-02-18,60
2026-02-19,58
2026-02-20,59
2026-02-21,65
2026-02-22,64
2026-02-23,59
2026-02-24,61
2026-02-25,61
2026-02-26,66
2026-02-27,63
2026-02-28,59
2026-03-01,63
2026-03-02,66
2026-03-03,70
2026-03-04,77
2026-03-05,75
2026-03-06,69
2026-03-07,70
2026-03-08,71
2026-03-09,64
2026-03-10,61
2026-03-11,64
2026-03-12,67
2026-03-13,63
2026-03-14,69
2026-03-15,68
2026-03-16,63
2026-03-17,63
2026-03-18,70
2026-03-19,65
2026-03-20,67
2026-03-21,71
2026-03-22,70
2026-03-23,70
2026-03-24,67
2026-03-25,74
2026-03-26,71
2026-03-27,77
2026-03-28,87
2026-03-29,87
2026-03-30,82
2026-03-31,82
2026-04-01,86
2026-04-02,88
2026-04-03,82
2026-04-04,89
2026-04-05,84
2026-04-06,95
2026-04-07,88
2026-04-08,92
2026-04-09,98
2026-04-10,94
2026-04-11,96
2026-04-12,95
2026-04-13,93
2026-04-14,86
2026-04-15,88
2026-04-16,95
2026-04-17,99
2026-04-18,100
2026-04-19,89
2026-04-20,89
2026-04-21,93
2026-04-22,90
2026-04-23,86
2026-04-24,80
2026-04-25,87
2026-04-26,87
2026-04-27,77
2026-04-28,71
2026-04-29,76
2026-04-30,80
2026-05-01,76
2026-05-02,79
2026-05-03,79
2026-05-04,72
2026-05-05,74
2026-05-06,80
2026-05-07,86
2026-05-08,84
2026-05-09,91
2026-05-10,83
2026-05-11,75
2026-05-12,76
2026-05-13,88
2026-05-14,92
2026-05-15,89
2026-05-16,94
2026-05-17,86
2026-05-18,83
2026-05-19,87
2026-05-20,82
2026-05-21,76
2026-05-22,83
2026-05-23,83
2026-05-24,81
2026-05-25,76
2026-05-26,74
2026-05-27,74
2026-05-28,79
2026-05-29,76
2026-05-30,83
2026-05-31,85
