Time,apple
2025-04-15,45
2025-04-16,44
2025-04-17,46
2025-04-18,48
2025-04-19,47
2025-04-20,48
2025-04-21,43
2025-04-22,45
2025-04-23,45
2025-04-24,43
2025-04-25,46
2025-04-26,46
2025-04-27,47
2025-04-28,45
2025-04-29,46
2025-04-30,48
2025-05-01,49
2025-05-02,50
2025-05-03,53
2025-05-04,53
2025-05-05,47
2025-05-06,44
2025-05-07,46
2025-05-08,51
2025-05-09,51
2025-05-10,49
2025-05-11,52
2025-05-12,51
2025-05-13,51
2025-05-14,48
2025-05-15,47
2025-05-16,49
2025-05-17,50
2025-05-18,48
2025-05-19,44
2025-05-20,44
2025-05-21,46
2025-05-22,48
2025-05-23,46
2025-05-24,49
2025-05-25,49
2025-05-26,48
2025-05-27,46
2025-05-28,48
2025-05-29,47
2025-05-30,48
2025-05-31,51
2025-06-01,53
2025-06-02,46
2025-06-03,48
2025-06-04,49
2025-06-05,49
2025-06-06,48
2025-06-07,47
2025-06-08,49
2025-06-09,56
2025-06-10,54
2025-06-11,49
2025-06-12,50
2025-06-13,48
2025-06-14,50
2025-06-15,52
2025-06-16,50
2025-06-17,51
2025-06-18,46
2025-06-19,47
2025-06-20,50
2025-06-21,51
2025-06-22,48
2025-06-23,44
2025-06-24,46
2025-06-25,46
2025-06-26,47
2025-06-27,48
2025-06-28,50
2025-06-29,49
2025-06-30,52
2025-07-01,50
2025-07-02,51
2025-07-03,52
2025-07-04,51
2025-07-05,49
2025-07-06,51
2025-07-07,49
2025-07-08,56
2025-07-09,55
2025-07-10,52
2025-07-11,53
2025-07-12,54
2025-07-13,53
2025-07-14,51
2025-07-15,54
2025-07-16,48
2025-07-17,55
2025-07-18,51
2025-07-19,60
2025-07-20,60
2025-07-21,56
2025-07-22,54
2025-07-23,52
2025-07-24,53
2025-07-25,54
2025-07-26,56
2025-07-27,56
2025-07-28,53
2025-07-29,61
2025-07-30,67
2025-07-31,66
2025-08-01,61
2025-08-02,55
2025-08-03,54
2025-08-04,52
2025-08-05,54
2025-08-06,57
2025-08-07,57
2025-08-08,56
2025-08-09,62
2025-08-10,59
2025-08-11,55
2025-08-12,52
2025-08-13,48
2025-08-14,52
2025-08-15,52
2025-08-16,55
2025-08-17,54
2025-08-18,51
2025-08-19,51
2025-08-20,52
2025-08-21,51
2025-08-22,48
2025-08-23,54
2025-08-24,55
2025-08-25,53
2025-08-26,56
2025-08-27,57
2025-08-28,51
2025-08-29,52
2025-08-30,54
2025-08-31,56
2025-09-01,59
2025-09-02,53
2025-09-03,54
2025-09-04,54
2025-09-05,53
2025-09-06,56
2025-09-07,56
2025-09-08,59
2025-09-09,100
2025-09-10,77
2025-09-11,58
2025-09-12,65
2025-09-13,64
2025-09-14,61
2025-09-15,58
2025-09-16,62
2025-09-17,57
2025-09-18,63
2025-09-19,70
2025-09-20,85
2025-09-21,77
2025-09-22,67
2025-09-23,66
2025-09-24,64
2025-09-25,63
2025-09-26,63
2025-09-27,72
2025-09-28,66
2025-09-29,61
2025-09-30,60
2025-10-01,59
2025-10-02,58
2025-10-03,60
2025-10-04,65
2025-10-05,65
2025-10-06,57
2025-10-07,58
2025-10-08,61
2025-10-09,62
2025-10-10,61
2025-10-11,68
2025-10-12,65
2025-10-13,59
2025-10-14,55
2025-10-15,57
2025-10-16,56
2025-10-17,60
2025-10-18,64
2025-10-19,61
2025-10-20,59
2025-10-21,58
2025-10-22,56
2025-10-23,55
2025-10-24,55
2025-10-25,61
2025-10-26,62
2025-10-27,51
2025-10-28,51
2025-10-29,53
2025-10-30,58
2025-10-31,56
2025-11-01,60
2025-11-02,57
2025-11-03,58
2025-11-04,54
2025-11-05,54
2025-11-06,55
2025-11-07,60
2025-11-08,62
2025-11-09,60
2025-11-10,59
2025-11-11,58
2025-11-12,58
2025-11-13,57
2025-11-14,57
2025-11-15,63
2025-11-16,65
2025-11-17,56
2025-11-18,55
2025-11-19,61
2025-11-20,64
2025-11-21,64
2025-11-22,66
2025-11-23,75
2025-11-24,68
2025-11-25,71
2025-11-26,83
2025-11-27,80
2025-11-28,87
2025-11-29,73
2025-11-30,71
2025-12-01,67
2025-12-02,69
2025-12-03,73
2025-12-04,65
2025-12-05,58
2025-12-06,63
2025-12-07,63
2025-12-08,57
2025-12-09,59
2025-12-10,57
2025-12-11,58
2025-12-12,61
2025-12-13,69
2025-12-14,62
2025-12-15,60
2025-12-16,58
2025-12-17,60
2025-12-18,59
2025-12-19,58
2025-12-20,58
2025-12-21,62
2025-12-22,61
2025-12-23,63
2025-12-24,70
2025-12-25,86
2025-12-26,80
2025-12-27,76
2025-12-28,68
2025-12-29,65
2025-12-30,65
2025-12-31,64
2026-01-01,60
2026-01-02,58
2026-01-03,61
2026-01-04,61
2026-01-05,58
2026-01-06,57
2026-01-07,55
2026-01-08,57
2026-01-09,56
