Time,andor
2023-04-26,67
2023-04-27,56
2023-04-28,53
2023-04-29,74
2023-04-30,87
2023-05-01,72
2023-05-02,64
2023-05-03,55
2023-05-04,97
2023-05-05,100
2023-05-06,88
2023-05-07,92
2023-05-08,67
2023-05-09,63
2023-05-10,64
2023-05-11,55
2023-05-12,49
2023-05-13,65
2023-05-14,65
2023-05-15,53
2023-05-16,61
2023-05-17,50
2023-05-18,45
2023-05-19,44
2023-05-20,57
2023-05-21,72
2023-05-22,54
2023-05-23,41
2023-05-24,37
2023-05-25,46
2023-05-26,38
2023-05-27,54
2023-05-28,57
2023-05-29,58
2023-05-30,45
2023-05-31,43
2023-06-01,52
2023-06-02,39
2023-06-03,47
2023-06-04,54
2023-06-05,42
2023-06-06,52
2023-06-07,42
2023-06-08,39
2023-06-09,43
2023-06-10,53
2023-06-11,53
2023-06-12,42
2023-06-13,59
2023-06-14,48
2023-06-15,40
2023-06-16,44
2023-06-17,50
2023-06-18,53
2023-06-19,47
2023-06-20,38
2023-06-21,39
2023-06-22,40
2023-06-23,37
2023-06-24,47
2023-06-25,52
2023-06-26,46
2023-06-27,43
2023-06-28,36
2023-06-29,36
2023-06-30,36
2023-07-01,39
2023-07-02,50
2023-07-03,52
2023-07-04,48
2023-07-05,33
2023-07-06,37
2023-07-07,36
2023-07-08,42
2023-07-09,47
2023-07-10,41
2023-07-11,47
2023-07-12,74
2023-07-13,69
2023-07-14,50
2023-07-15,54
2023-07-16,58
2023-07-17,49
2023-07-18,56
2023-07-19,44
2023-07-20,41
2023-07-21,41
2023-07-22,49
2023-07-23,49
2023-07-24,33
2023-07-25,33
2023-07-26,36
2023-07-27,37
2023-07-28,27
2023-07-29,38
2023-07-30,44
2023-07-31,32
2023-08-01,33
2023-08-02,32
2023-08-03,29
2023-08-04,40
2023-08-05,42
2023-08-06,42
2023-08-07,40
2023-08-08,33
2023-08-09,36
2023-08-10,33
2023-08-11,36
2023-08-12,31
2023-08-13,41
2023-08-14,34
2023-08-15,39
2023-08-16,39
2023-08-17,34
2023-08-18,42
2023-08-19,51
2023-08-20,54
2023-08-21,45
2023-08-22,50
2023-08-23,59
2023-08-24,63
2023-08-25,64
2023-08-26,71
2023-08-27,68
2023-08-28,54
2023-08-29,53
2023-08-30,60
2023-08-31,55
2023-09-01,50
2023-09-02,52
2023-09-03,57
2023-09-04,57
2023-09-05,43
2023-09-06,48
2023-09-07,41
2023-09-08,34
2023-09-09,46
2023-09-10,40
2023-09-11,41
2023-09-12,41
2023-09-13,46
2023-09-14,44
2023-09-15,35
2023-09-16,46
2023-09-17,52
2023-09-18,46
2023-09-19,49
2023-09-20,47
2023-09-21,55
2023-09-22,62
2023-09-23,60
2023-09-24,50
2023-09-25,46
2023-09-26,44
2023-09-27,52
2023-09-28,44
2023-09-29,41
2023-09-30,49
2023-10-01,48
2023-10-02,41
2023-10-03,49
2023-10-04,62
2023-10-05,50
2023-10-06,50
2023-10-07,54
2023-10-08,48
2023-10-09,51
2023-10-10,36
2023-10-11,41
2023-10-12,42
2023-10-13,36
2023-10-14,46
2023-10-15,46
2023-10-16,39
2023-10-17,32
2023-10-18,39
2023-10-19,38
2023-10-20,30
2023-10-21,34
2023-10-22,38
2023-10-23,33
2023-10-24,29
2023-10-25,33
2023-10-26,26
2023-10-27,31
2023-10-28,36
2023-10-29,30
2023-10-30,29
2023-10-31,35
2023-11-01,30
2023-11-02,28
2023-11-03,47
2023-11-04,36
2023-11-05,32
2023-11-06,31
2023-11-07,31
2023-11-08,31
2023-11-09,32
2023-11-10,30
2023-11-11,37
2023-11-12,39
2023-11-13,31
2023-11-14,23
2023-11-15,29
2023-11-16,27
2023-11-17,28
2023-11-18,32
2023-11-19,33
2023-11-20,27
2023-11-21,29
2023-11-22,34
2023-11-23,39
2023-11-24,37
2023-11-25,36
2023-11-26,40
2023-11-27,30
2023-11-28,31
2023-11-29,28
2023-11-30,37
2023-12-01,47
2023-12-02,41
2023-12-03,42
2023-12-04,40
2023-12-05,40
2023-12-06,34
2023-12-07,33
2023-12-08,26
2023-12-09,36
2023-12-10,33
2023-12-11,31
2023-12-12,29
2023-12-13,29
2023-12-14,27
2023-12-15,29
2023-12-16,29
2023-12-17,29
2023-12-18,27
2023-12-19,25
2023-12-20,39
2023-12-21,36
2023-12-22,31
2023-12-23,23
2023-12-24,29
2023-12-25,38
2023-12-26,39
2023-12-27,41
2023-12-28,33
2023-12-29,42
2023-12-30,41
2023-12-31,37
2024-01-01,30
2024-01-02,39
2024-01-03,31
2024-01-04,40
2024-01-05,31
2024-01-06,47
2024-01-07,46
2024-01-08,38
2024-01-09,36
2024-01-10,43
2024-01-11,39
2024-01-12,36
2024-01-13,41
2024-01-14,44
2024-01-15,43
2024-01-16,65
2024-01-17,46
2024-01-18,34
2024-01-19,32
2024-01-20,48
