Time,andor
2023-12-22,39
2023-12-23,29
2023-12-24,36
2023-12-25,47
2023-12-26,48
2023-12-27,50
2023-12-28,41
2023-12-29,52
2023-12-30,51
2023-12-31,46
2024-01-01,37
2024-01-02,48
2024-01-03,39
2024-01-04,50
2024-01-05,39
2024-01-06,59
2024-01-07,57
2024-01-08,47
2024-01-09,45
2024-01-10,53
2024-01-11,48
2024-01-12,45
2024-01-13,51
2024-01-14,55
2024-01-15,53
2024-01-16,81
2024-01-17,57
2024-01-18,42
2024-01-19,40
2024-01-20,60
2024-01-21,57
2024-01-22,40
2024-01-23,36
2024-01-24,40
2024-01-25,41
2024-01-26,37
2024-01-27,39
2024-01-28,49
2024-01-29,35
2024-01-30,35
2024-01-31,35
2024-02-01,31
2024-02-02,37
2024-02-03,49
2024-02-04,49
2024-02-05,39
2024-02-06,37
2024-02-07,38
2024-02-08,34
2024-02-09,45
2024-02-10,57
2024-02-11,52
2024-02-12,28
2024-02-13,35
2024-02-14,50
2024-02-15,48
2024-02-16,40
2024-02-17,45
2024-02-18,51
2024-02-19,54
2024-02-20,50
2024-02-21,48
2024-02-22,37
2024-02-23,39
2024-02-24,51
2024-02-25,49
2024-02-26,42
2024-02-27,40
2024-02-28,38
2024-02-29,37
2024-03-01,32
2024-03-02,46
2024-03-03,53
2024-03-04,40
2024-03-05,52
2024-03-06,46
2024-03-07,45
2024-03-08,36
2024-03-09,48
2024-03-10,50
2024-03-11,35
2024-03-12,53
2024-03-13,52
2024-03-14,44
2024-03-15,27
2024-03-16,39
2024-03-17,45
2024-03-18,43
2024-03-19,55
2024-03-20,53
2024-03-21,40
2024-03-22,38
2024-03-23,45
2024-03-24,51
2024-03-25,46
2024-03-26,41
2024-03-27,30
2024-03-28,36
2024-03-29,57
2024-03-30,54
2024-03-31,57
2024-04-01,46
2024-04-02,36
2024-04-03,40
2024-04-04,38
2024-04-05,37
2024-04-06,48
2024-04-07,51
2024-04-08,37
2024-04-09,32
2024-04-10,29
2024-04-11,37
2024-04-12,35
2024-04-13,39
2024-04-14,36
2024-04-15,35
2024-04-16,37
2024-04-17,31
2024-04-18,32
2024-04-19,25
2024-04-20,34
2024-04-21,35
2024-04-22,32
2024-04-23,27
2024-04-24,29
2024-04-25,32
2024-04-26,26
2024-04-27,34
2024-04-28,41
2024-04-29,37
2024-04-30,40
2024-05-01,40
2024-05-02,45
2024-05-03,41
2024-05-04,67
2024-05-05,100
2024-05-06,57
2024-05-07,44
2024-05-08,37
2024-05-09,40
2024-05-10,42
2024-05-11,38
2024-05-12,47
2024-05-13,46
2024-05-14,38
2024-05-15,37
2024-05-16,35
2024-05-17,40
2024-05-18,50
2024-05-19,51
2024-05-20,45
2024-05-21,48
2024-05-22,37
2024-05-23,41
2024-05-24,38
2024-05-25,42
2024-05-26,50
2024-05-27,55
2024-05-28,44
2024-05-29,40
2024-05-30,40
2024-05-31,38
2024-06-01,47
2024-06-02,53
2024-06-03,45
2024-06-04,52
2024-06-05,62
2024-06-06,63
2024-06-07,56
2024-06-08,80
2024-06-09,73
2024-06-10,68
2024-06-11,57
2024-06-12,68
2024-06-13,69
2024-06-14,61
2024-06-15,62
2024-06-16,70
2024-06-17,64
2024-06-18,52
2024-06-19,54
2024-06-20,48
2024-06-21,49
2024-06-22,48
2024-06-23,62
2024-06-24,52
2024-06-25,57
2024-06-26,60
2024-06-27,48
2024-06-28,44
2024-06-29,50
2024-06-30,48
2024-07-01,40
2024-07-02,37
2024-07-03,43
2024-07-04,55
2024-07-05,46
2024-07-06,50
2024-07-07,59
2024-07-08,45
2024-07-09,46
2024-07-10,46
2024-07-11,43
2024-07-12,43
2024-07-13,52
2024-07-14,46
2024-07-15,29
2024-07-16,39
2024-07-17,54
2024-07-18,57
2024-07-19,51
2024-07-20,44
2024-07-21,45
2024-07-22,42
2024-07-23,47
2024-07-24,43
2024-07-25,34
2024-07-26,37
2024-07-27,42
2024-07-28,45
2024-07-29,35
2024-07-30,38
2024-07-31,37
2024-08-01,30
2024-08-02,28
2024-08-03,41
2024-08-04,42
2024-08-05,31
2024-08-06,26
2024-08-07,39
2024-08-08,28
2024-08-09,26
2024-08-10,83
2024-08-11,92
2024-08-12,80
2024-08-13,66
2024-08-14,47
2024-08-15,42
2024-08-16,45
2024-08-17,52
2024-08-18,62
2024-08-19,48
2024-08-20,74
2024-08-21,52
2024-08-22,40
2024-08-23,37
2024-08-24,64
2024-08-25,54
2024-08-26,40
2024-08-27,45
2024-08-28,44
2024-08-29,45
2024-08-30,38
2024-08-31,39
2024-09-01,49
2024-09-02,49
2024-09-03,34
2024-09-04,35
2024-09-05,29
2024-09-06,40
2024-09-07,43
2024-09-08,43
2024-09-09,35
2024-09-10,33
2024-09-11,28
2024-09-12,31
2024-09-13,26
2024-09-14,30
2024-09-15,35
2024-09-16,37
