Time,msnbc
2023-12-22,20
2023-12-23,16
2023-12-24,12
2023-12-25,12
2023-12-26,18
2023-12-27,18
2023-12-28,18
2023-12-29,19
2023-12-30,14
2023-12-31,14
2024-01-01,15
2024-01-02,18
2024-01-03,19
2024-01-04,22
2024-01-05,18
2024-01-06,16
2024-01-07,16
2024-01-08,21
2024-01-09,24
2024-01-10,24
2024-01-11,24
2024-01-12,20
2024-01-13,16
2024-01-14,14
2024-01-15,17
2024-01-16,28
2024-01-17,23
2024-01-18,20
2024-01-19,20
2024-01-20,16
2024-01-21,16
2024-01-22,20
2024-01-23,22
2024-01-24,28
2024-01-25,21
2024-01-26,22
2024-01-27,18
2024-01-28,14
2024-01-29,18
2024-01-30,21
2024-01-31,21
2024-02-01,18
2024-02-02,17
2024-02-03,15
2024-02-04,14
2024-02-05,17
2024-02-06,22
2024-02-07,23
2024-02-08,28
2024-02-09,26
2024-02-10,15
2024-02-11,14
2024-02-12,17
2024-02-13,20
2024-02-14,25
2024-02-15,24
2024-02-16,29
2024-02-17,19
2024-02-18,16
2024-02-19,18
2024-02-20,21
2024-02-21,21
2024-02-22,22
2024-02-23,21
2024-02-24,18
2024-02-25,19
2024-02-26,20
2024-02-27,21
2024-02-28,21
2024-02-29,19
2024-03-01,19
2024-03-02,16
2024-03-03,14
2024-03-04,22
2024-03-05,21
2024-03-06,27
2024-03-07,21
2024-03-08,32
2024-03-09,16
2024-03-10,14
2024-03-11,18
2024-03-12,18
2024-03-13,19
2024-03-14,18
2024-03-15,19
2024-03-16,14
2024-03-17,14
2024-03-18,19
2024-03-19,20
2024-03-20,19
2024-03-21,18
2024-03-22,21
2024-03-23,19
2024-03-24,21
2024-03-25,30
2024-03-26,33
2024-03-27,28
2024-03-28,24
2024-03-29,19
2024-03-30,17
2024-03-31,15
2024-04-01,20
2024-04-02,20
2024-04-03,20
2024-04-04,18
2024-04-05,21
2024-04-06,15
2024-04-07,12
2024-04-08,18
2024-04-09,18
2024-04-10,19
2024-04-11,19
2024-04-12,19
2024-04-13,17
2024-04-14,20
2024-04-15,25
2024-04-16,22
2024-04-17,19
2024-04-18,22
2024-04-19,26
2024-04-20,17
2024-04-21,15
2024-04-22,24
2024-04-23,29
2024-04-24,24
2024-04-25,28
2024-04-26,23
2024-04-27,16
2024-04-28,15
2024-04-29,19
2024-04-30,21
2024-05-01,22
2024-05-02,20
2024-05-03,20
2024-05-04,16
2024-05-05,14
2024-05-06,19
2024-05-07,23
2024-05-08,21
2024-05-09,21
2024-05-10,19
2024-05-11,14
2024-05-12,12
2024-05-13,22
2024-05-14,24
2024-05-15,20
2024-05-16,23
2024-05-17,20
2024-05-18,14
2024-05-19,14
2024-05-20,20
2024-05-21,22
2024-05-22,20
2024-05-23,18
2024-05-24,18
2024-05-25,12
2024-05-26,14
2024-05-27,15
2024-05-28,23
2024-05-29,28
2024-05-30,55
2024-05-31,42
2024-06-01,20
2024-06-02,16
2024-06-03,20
2024-06-04,21
2024-06-05,21
2024-06-06,19
2024-06-07,17
2024-06-08,15
2024-06-09,13
2024-06-10,19
2024-06-11,22
2024-06-12,19
2024-06-13,18
2024-06-14,16
2024-06-15,14
2024-06-16,12
2024-06-17,16
2024-06-18,18
2024-06-19,17
2024-06-20,17
2024-06-21,18
2024-06-22,14
2024-06-23,13
2024-06-24,18
2024-06-25,20
2024-06-26,20
2024-06-27,22
2024-06-28,100
2024-06-29,23
2024-06-30,19
2024-07-01,34
2024-07-02,27
2024-07-03,26
2024-07-04,22
2024-07-05,23
2024-07-06,23
2024-07-07,19
2024-07-08,25
2024-07-09,23
2024-07-10,22
2024-07-11,28
2024-07-12,34
2024-07-13,45
2024-07-14,85
2024-07-15,51
2024-07-16,38
2024-07-17,37
2024-07-18,99
2024-07-19,72
2024-07-20,29
2024-07-21,53
2024-07-22,49
2024-07-23,39
2024-07-24,36
2024-07-25,34
2024-07-26,29
2024-07-27,24
2024-07-28,25
2024-07-29,27
2024-07-30,26
2024-07-31,28
2024-08-01,29
2024-08-02,26
2024-08-03,21
2024-08-04,22
2024-08-05,32
2024-08-06,38
2024-08-07,32
2024-08-08,31
2024-08-09,31
2024-08-10,26
2024-08-11,23
2024-08-12,28
2024-08-13,29
2024-08-14,28
2024-08-15,27
2024-08-16,28
2024-08-17,22
2024-08-18,20
2024-08-19,30
2024-08-20,37
2024-08-21,39
2024-08-22,33
2024-08-23,40
2024-08-24,24
2024-08-25,22
2024-08-26,24
2024-08-27,27
2024-08-28,25
2024-08-29,27
2024-08-30,28
2024-08-31,20
2024-09-01,19
2024-09-02,20
2024-09-03,22
2024-09-04,26
2024-09-05,23
2024-09-06,23
2024-09-07,19
2024-09-08,17
2024-09-09,22
2024-09-10,28
2024-09-11,73
2024-09-12,29
2024-09-13,25
2024-09-14,20
2024-09-15,26
2024-09-16,29
