Time,uvalde_texas
2023-12-28,6.7894736842105265
2023-12-29,11.684210526315791
2023-12-30,0.0
2023-12-31,7.894736842105264
2024-01-01,8.368421052631579
2024-01-02,14.05263157894737
2024-01-03,12.157894736842106
2024-01-04,10.578947368421053
2024-01-05,12.157894736842106
2024-01-06,8.68421052631579
2024-01-07,8.368421052631579
2024-01-08,8.68421052631579
2024-01-09,11.368421052631579
2024-01-10,9.473684210526315
2024-01-11,5.684210526315789
2024-01-12,11.368421052631579
2024-01-13,12.473684210526317
2024-01-14,11.05263157894737
2024-01-15,15.947368421052632
2024-01-16,10.263157894736842
2024-01-17,11.368421052631579
2024-01-18,63.31578947368421
2024-01-19,41.684210526315795
2024-01-20,18.94736842105263
2024-01-21,11.36842105263158
2024-01-22,13.894736842105265
2024-01-23,13.263157894736844
2024-01-24,12.631578947368423
2024-01-25,17.05263157894737
2024-01-26,8.842105263157896
2024-01-27,6.947368421052633
2024-01-28,9.473684210526317
2024-01-29,12.631578947368423
2024-01-30,13.263157894736844
2024-01-31,13.894736842105265
2024-02-01,12.631578947368423
2024-02-02,10.105263157894738
2024-02-03,15.789473684210527
2024-02-04,10.73684210526316
2024-02-05,6.3157894736842115
2024-02-06,13.263157894736844
2024-02-07,11.36842105263158
2024-02-08,15.157894736842106
2024-02-09,11.36842105263158
2024-02-10,8.210526315789474
2024-02-11,11.36842105263158
2024-02-12,8.842105263157896
2024-02-13,11.36842105263158
2024-02-14,12.000000000000002
2024-02-15,17.05263157894737
2024-02-16,12.631578947368423
2024-02-17,12.000000000000002
2024-02-18,10.105263157894738
2024-02-19,12.000000000000002
2024-02-20,14.526315789473687
2024-02-21,13.894736842105265
2024-02-22,16.42105263157895
2024-02-23,8.210526315789474
2024-02-24,8.210526315789474
2024-02-25,7.578947368421053
2024-02-26,11.36842105263158
2024-02-27,14.526315789473687
2024-02-28,13.894736842105265
2024-02-29,10.105263157894738
2024-03-01,13.894736842105265
2024-03-02,10.105263157894738
2024-03-03,10.73684210526316
2024-03-04,14.526315789473687
2024-03-05,10.73684210526316
2024-03-06,10.105263157894738
2024-03-07,15.789473684210527
2024-03-08,22.73684210526316
2024-03-09,18.947368421052634
2024-03-10,14.526315789473687
2024-03-11,16.42105263157895
2024-03-12,12.631578947368423
2024-03-13,12.631578947368423
2024-03-14,10.105263157894738
2024-03-15,11.36842105263158
2024-03-16,13.263157894736844
2024-03-17,10.73684210526316
2024-03-18,13.263157894736844
2024-03-19,13.894736842105265
2024-03-20,12.000000000000002
2024-03-21,14.526315789473687
2024-03-22,14.526315789473687
2024-03-23,8.210526315789474
2024-03-24,12.631578947368423
2024-03-25,12.631578947368423
2024-03-26,13.263157894736844
2024-03-27,12.631578947368423
2024-03-28,9.473684210526317
2024-03-29,10.73684210526316
2024-03-30,14.526315789473687
2024-03-31,10.105263157894738
2024-04-01,19.578947368421055
2024-04-02,20.210526315789476
2024-04-03,15.789473684210527
2024-04-04,17.05263157894737
2024-04-05,17.68421052631579
2024-04-06,20.210526315789476
2024-04-07,26.52631578947369
2024-04-08,41.684210526315795
2024-04-09,7.578947368421053
2024-04-10,13.263157894736844
2024-04-11,11.36842105263158
2024-04-12,12.000000000000002
2024-04-13,7.578947368421053
2024-04-14,9.473684210526317
2024-04-15,12.631578947368423
2024-04-16,7.578947368421053
2024-04-17,12.000000000000002
2024-04-18,13.263157894736844
2024-04-19,11.36842105263158
2024-04-20,12.631578947368423
2024-04-21,8.210526315789474
2024-04-22,12.000000000000002
2024-04-23,8.210526315789474
2024-04-24,11.36842105263158
2024-04-25,12.000000000000002
2024-04-26,13.263157894736844
2024-04-27,10.105263157894738
2024-04-28,0.0
2024-04-29,9.473684210526317
2024-04-30,12.000000000000002
2024-05-01,12.631578947368423
2024-05-02,15.157894736842106
2024-05-03,14.526315789473687
2024-05-04,13.263157894736844
2024-05-05,6.947368421052633
2024-05-06,8.210526315789474
2024-05-07,8.210526315789474
2024-05-08,6.947368421052633
2024-05-09,12.000000000000002
2024-05-10,7.578947368421053
2024-05-11,12.631578947368423
2024-05-12,8.210526315789474
2024-05-13,6.3157894736842115
2024-05-14,13.263157894736844
2024-05-15,7.578947368421053
2024-05-16,17.68421052631579
2024-05-17,0.0
2024-05-18,8.842105263157896
2024-05-19,10.73684210526316
2024-05-20,10.105263157894738
2024-05-21,15.157894736842106
2024-05-22,22.73684210526316
2024-05-23,12.000000000000002
2024-05-24,19.578947368421055
2024-05-25,18.947368421052634
2024-05-26,19.578947368421055
2024-05-27,15.157894736842106
2024-05-28,15.157894736842106
2024-05-29,16.42105263157895
2024-05-30,13.894736842105265
2024-05-31,18.315789473684212
2024-06-01,10.105263157894738
2024-06-02,13.894736842105265
2024-06-03,6.947368421052633
2024-06-04,11.36842105263158
2024-06-05,10.105263157894738
2024-06-06,11.36842105263158
2024-06-07,10.105263157894738
2024-06-08,10.105263157894738
2024-06-09,12.000000000000002
2024-06-10,13.894736842105265
2024-06-11,8.842105263157896
2024-06-12,14.526315789473687
2024-06-13,8.842105263157896
2024-06-14,12.000000000000002
2024-06-15,0.0
2024-06-16,8.842105263157896
2024-06-17,9.473684210526317
2024-06-18,20.210526315789476
2024-06-19,12.000000000000002
2024-06-20,9.473684210526317
2024-06-21,7.578947368421053
2024-06-22,11.36842105263158
2024-06-23,10.73684210526316
2024-06-24,10.105263157894738
2024-06-25,12.000000000000002
2024-06-26,14.526315789473687
2024-06-27,15.157894736842106
2024-06-28,16.42105263157895
2024-06-29,16.42105263157895
2024-06-30,11.36842105263158
2024-07-01,7.578947368421053
2024-07-02,13.263157894736844
2024-07-03,11.36842105263158
2024-07-04,9.473684210526317
2024-07-05,11.36842105263158
2024-07-06,12.631578947368423
2024-07-07,10.73684210526316
2024-07-08,13.263157894736844
2024-07-09,10.73684210526316
2024-07-10,12.000000000000002
2024-07-11,9.473684210526317
2024-07-12,10.105263157894738
2024-07-13,19.578947368421055
2024-07-14,0.0
2024-07-15,14.526315789473687
2024-07-16,14.526315789473687
2024-07-17,8.210526315789474
2024-07-18,7.578947368421053
2024-07-19,13.263157894736844
2024-07-20,8.210526315789474
2024-07-21,12.000000000000002
2024-07-22,12.000000000000002
2024-07-23,12.631578947368423
2024-07-24,12.631578947368423
2024-07-25,7.578947368421053
2024-07-26,8.842105263157896
2024-07-27,10.73684210526316
2024-07-28,8.842105263157896
2024-07-29,11.36842105263158
2024-07-30,8.210526315789474
2024-07-31,11.36842105263158
2024-08-01,7.578947368421053
2024-08-02,8.210526315789474
2024-08-03,8.842105263157896
2024-08-04,10.105263157894738
2024-08-05,8.210526315789474
2024-08-06,10.73684210526316
2024-08-07,0.0
2024-08-08,9.473684210526317
2024-08-09,8.842105263157896
2024-08-10,10.73684210526316
2024-08-11,9.473684210526317
2024-08-12,13.263157894736844
2024-08-13,18.947368421052634
2024-08-14,10.73684210526316
2024-08-15,10.73684210526316
2024-08-16,8.842105263157896
2024-08-17,10.73684210526316
2024-08-18,11.93092581768279
2024-08-19,8.869246994841038
2024-08-20,11.50108007827391
2024-08-21,11.387023812549241
2024-08-22,11.272967546824571
2024-08-23,21.34407481765738
2024-08-24,13.246842359399224
2024-08-25,10.843121807415692
2024-08-26,17.08053571882386
2024-08-27,18.16833972909096
2024-08-28,11.158911281099904
2024-08-29,12.159038349132128
2024-08-30,10.843121807415692
2024-08-31,10.071107270832805
2024-09-01,9.413148999974588
2024-09-02,7.5533304531246035
2024-09-03,10.185163536557475
2024-09-04,14.56275890111566
2024-09-05,22.774047625098483
2024-09-06,20.14221454166561
2024-09-07,17.62443772395741
2024-09-08,12.159038349132128
2024-09-09,14.992604640524538
2024-09-10,13.904800630257443
2024-09-11,14.56275890111566
2024-09-12,12.588884088541008
2024-09-13,12.702940354265676
2024-09-14,11.272967546824571
2024-09-15,9.527205265699257
2024-09-16,10.729065541691023
2024-09-17,13.230526824061606
2024-09-18,12.089964166814916
2024-09-19,10.036951383770873
2024-09-20,9.35261378942286
2024-09-21,9.35261378942286
2024-09-22,13.68675188696028
2024-09-23,15.05542707565631
2024-09-24,12.089964166814916
2024-09-25,9.35261378942286
2024-09-26,13.91486441840962
2024-09-27,7.071488474929478
2024-09-28,9.35261378942286
2024-09-29,0.0
2024-09-30,11.177514041017563
2024-10-01,7.071488474929478
2024-10-02,12.089964166814916
2024-10-03,7.527713537828155
2024-10-04,12.54618922971359
2024-10-05,0.0
2024-10-06,9.808838852321534
2024-10-07,9.12450125797352
2024-10-08,10.721288978118887
2024-10-09,6.84337594348014
2024-10-10,11.4056265724669
2024-10-11,8.21205113217617
2024-10-12,12.54618922971359
2024-10-13,8.896388726524183
2024-10-14,11.861851635365577
2024-10-15,13.458639355510943
2024-10-16,10.26506391522021
2024-10-17,10.26506391522021
2024-10-18,9.35261378942286
2024-10-19,7.527713537828155
2024-10-20,15.283539607105647
2024-10-21,10.949401509568226
2024-10-22,11.177514041017563
2024-10-23,11.861851635365577
2024-10-24,12.089964166814916
2024-10-25,0.0
2024-10-26,7.755826069277493
2024-10-27,8.896388726524183
2024-10-28,9.580726320872197
2024-10-29,7.98393860072683
2024-10-30,12.54618922971359
2024-10-31,12.089964166814916
2024-11-01,10.26506391522021
2024-11-02,8.668276195074844
2024-11-03,9.808838852321534
2024-11-04,12.77430176116293
2024-11-05,9.35261378942286
2024-11-06,12.318076698264253
2024-11-07,10.49317644666955
2024-11-08,12.089964166814916
2024-11-09,9.12450125797352
2024-11-10,7.299601006378817
2024-11-11,9.35261378942286
2024-11-12,7.755826069277493
2024-11-13,9.580726320872197
2024-11-14,0.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,10.49317644666955
2024-11-18,6.1590383491321266
2024-11-19,9.808838852321534
2024-11-20,5.930925817682788
2024-11-21,10.036951383770873
2024-11-22,10.949401509568226
2024-11-23,12.77430176116293
2024-11-24,7.755826069277493
2024-11-25,9.35261378942286
2024-11-26,6.387150880581465
2024-11-27,15.283539607105647
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,8.896388726524183
2024-12-01,6.84337594348014
2024-12-02,10.949401509568226
