Time,prodigy
2022-06-30,10.0
2022-07-01,7.0
2022-07-02,6.0
2022-07-03,5.0
2022-07-04,6.0
2022-07-05,8.0
2022-07-06,8.0
2022-07-07,8.0
2022-07-08,8.0
2022-07-09,6.0
2022-07-10,6.0
2022-07-11,9.0
2022-07-12,8.0
2022-07-13,8.0
2022-07-14,8.0
2022-07-15,7.0
2022-07-16,6.0
2022-07-17,5.0
2022-07-18,7.0
2022-07-19,7.0
2022-07-20,8.0
2022-07-21,8.0
2022-07-22,7.0
2022-07-23,6.0
2022-07-24,5.0
2022-07-25,7.0
2022-07-26,8.0
2022-07-27,7.0
2022-07-28,7.0
2022-07-29,8.0
2022-07-30,5.0
2022-07-31,5.0
2022-08-01,7.0
2022-08-02,8.0
2022-08-03,9.0
2022-08-04,10.0
2022-08-05,10.0
2022-08-06,6.0
2022-08-07,6.0
2022-08-08,11.0
2022-08-09,14.0
2022-08-10,16.0
2022-08-11,18.0
2022-08-12,23.0
2022-08-13,8.0
2022-08-14,6.0
2022-08-15,20.0
2022-08-16,25.0
2022-08-17,28.0
2022-08-18,38.0
2022-08-19,49.0
2022-08-20,11.0
2022-08-21,8.0
2022-08-22,30.0
2022-08-23,42.0
2022-08-24,45.0
2022-08-25,54.0
2022-08-26,68.0
2022-08-27,13.0
2022-08-28,10.0
2022-08-29,41.1140350877193
2022-08-30,53.25438596491228
2022-08-31,59.824561403508774
2022-09-01,78.03508771929825
2022-09-02,85.04385964912281
2022-09-03,21.964912280701753
2022-09-04,14.956140350877194
2022-09-05,12.140350877192983
2022-09-06,50.0
2022-09-07,60.76315789473684
2022-09-08,66.33333333333334
2022-09-09,85.98245614035088
2022-09-10,18.210526315789473
2022-09-11,13.078947368421053
2022-09-12,50.93859649122807
2022-09-13,57.94736842105263
2022-09-14,64.95614035087719
2022-09-15,71.02631578947368
2022-09-16,87.85964912280701
2022-09-17,17.771929824561404
2022-09-18,13.078947368421053
2022-09-19,50.0
2022-09-20,61.20175438596492
2022-09-21,60.26315789473684
2022-09-22,72.90350877192984
2022-09-23,85.54385964912281
2022-09-24,16.833333333333336
2022-09-25,12.140350877192983
2022-09-26,42.05263157894737
2022-09-27,53.75438596491228
2022-09-28,57.89473684210527
2022-09-29,63.15789473684211
2022-09-30,74.56140350877193
2022-10-01,14.912280701754387
2022-10-02,11.403508771929825
2022-10-03,44.736842105263165
2022-10-04,53.50877192982456
2022-10-05,51.75438596491229
2022-10-06,62.28070175438597
2022-10-07,72.80701754385966
2022-10-08,14.912280701754387
2022-10-09,11.403508771929825
2022-10-10,28.070175438596493
2022-10-11,44.736842105263165
2022-10-12,51.75438596491229
2022-10-13,55.26315789473685
2022-10-14,64.03508771929825
2022-10-15,14.035087719298247
2022-10-16,11.403508771929825
2022-10-17,44.736842105263165
2022-10-18,50.877192982456144
2022-10-19,54.385964912280706
2022-10-20,57.01754385964912
2022-10-21,67.54385964912281
2022-10-22,14.035087719298247
2022-10-23,10.526315789473685
2022-10-24,43.85964912280702
2022-10-25,49.12280701754386
2022-10-26,51.75438596491229
2022-10-27,55.26315789473685
2022-10-28,64.91228070175438
2022-10-29,13.157894736842106
2022-10-30,9.649122807017545
2022-10-31,35.96491228070175
2022-11-01,42.98245614035088
2022-11-02,46.49122807017544
2022-11-03,56.140350877192986
2022-11-04,70.17543859649123
2022-11-05,14.035087719298247
2022-11-06,10.526315789473685
2022-11-07,36.8421052631579
2022-11-08,33.333333333333336
2022-11-09,40.35087719298246
2022-11-10,51.75438596491229
2022-11-11,44.736842105263165
2022-11-12,12.280701754385966
2022-11-13,10.526315789473685
2022-11-14,38.59649122807018
2022-11-15,47.36842105263158
2022-11-16,46.49122807017544
2022-11-17,53.50877192982456
2022-11-18,63.15789473684211
2022-11-19,14.035087719298247
2022-11-20,10.526315789473685
2022-11-21,26.315789473684212
2022-11-22,26.315789473684212
2022-11-23,14.035087719298247
2022-11-24,9.649122807017545
2022-11-25,8.771929824561404
2022-11-26,7.894736842105264
2022-11-27,7.894736842105264
2022-11-28,27.192982456140353
2022-11-29,36.8421052631579
2022-11-30,44.736842105263165
2022-12-01,45.6140350877193
2022-12-02,57.89473684210527
2022-12-03,13.157894736842106
2022-12-04,9.649122807017545
2022-12-05,37.71929824561404
2022-12-06,46.49122807017544
2022-12-07,45.6140350877193
2022-12-08,49.12280701754386
2022-12-09,61.40350877192983
2022-12-10,12.280701754385966
2022-12-11,9.649122807017545
2022-12-12,38.59649122807018
2022-12-13,45.6140350877193
2022-12-14,50.0
2022-12-15,54.385964912280706
2022-12-16,51.75438596491229
2022-12-17,12.280701754385966
2022-12-18,8.771929824561404
2022-12-19,25.438596491228072
2022-12-20,28.947368421052634
2022-12-21,24.56140350877193
2022-12-22,18.42105263157895
2022-12-23,12.280701754385966
2022-12-24,7.894736842105264
2022-12-25,7.017543859649123
2022-12-26,7.017543859649123
2022-12-27,7.017543859649123
2022-12-28,7.017543859649123
2022-12-29,7.894736842105264
2022-12-30,6.140350877192983
2022-12-31,6.140350877192983
2023-01-01,6.140350877192983
2023-01-02,7.894736842105264
2023-01-03,17.54385964912281
2023-01-04,24.56140350877193
2023-01-05,31.578947368421055
2023-01-06,45.6140350877193
2023-01-07,9.649122807017545
2023-01-08,7.894736842105264
2023-01-09,32.45614035087719
2023-01-10,42.98245614035088
2023-01-11,45.6140350877193
2023-01-12,51.75438596491229
2023-01-13,64.91228070175438
2023-01-14,13.157894736842106
2023-01-15,9.649122807017545
2023-01-16,9.649122807017545
2023-01-17,36.8421052631579
2023-01-18,42.98245614035088
2023-01-19,47.36842105263158
2023-01-20,58.77192982456141
2023-01-21,12.280701754385966
2023-01-22,9.649122807017545
2023-01-23,36.8421052631579
2023-01-24,47.36842105263158
2023-01-25,44.736842105263165
2023-01-26,50.877192982456144
2023-01-27,57.89473684210527
2023-01-28,12.280701754385966
2023-01-29,9.649122807017545
2023-01-30,38.59649122807018
2023-01-31,42.10526315789474
2023-02-01,40.35087719298246
2023-02-02,47.36842105263158
2023-02-03,60.526315789473685
2023-02-04,13.157894736842106
2023-02-05,10.526315789473685
2023-02-06,34.21052631578948
2023-02-07,42.98245614035088
2023-02-08,45.6140350877193
2023-02-09,48.245614035087726
2023-02-10,63.15789473684211
2023-02-11,13.157894736842106
2023-02-12,9.649122807017545
2023-02-13,31.578947368421055
2023-02-14,38.59649122807018
2023-02-15,45.6140350877193
2023-02-16,50.0
2023-02-17,52.631578947368425
2023-02-18,12.280701754385966
2023-02-19,8.771929824561404
2023-02-20,14.912280701754387
2023-02-21,31.578947368421055
2023-02-22,35.96491228070175
2023-02-23,42.10526315789474
2023-02-24,52.631578947368425
2023-02-25,11.403508771929825
2023-02-26,9.649122807017545
2023-02-27,35.96491228070175
2023-02-28,36.8421052631579
2023-03-01,42.10526315789474
2023-03-02,45.6140350877193
2023-03-03,54.385964912280706
2023-03-04,12.280701754385966
2023-03-05,10.526315789473685
2023-03-06,32.45614035087719
2023-03-07,39.473684210526315
2023-03-08,42.10526315789474
2023-03-09,50.0
2023-03-10,56.140350877192986
2023-03-11,12.280701754385966
2023-03-12,8.771929824561404
2023-03-13,24.56140350877193
2023-03-14,32.45614035087719
2023-03-15,31.578947368421055
2023-03-16,35.08771929824562
2023-03-17,34.21052631578948
2023-03-18,9.649122807017545
2023-03-19,8.771929824561404
2023-03-20,28.947368421052634
2023-03-21,36.8421052631579
2023-03-22,37.71929824561404
2023-03-23,45.6140350877193
2023-03-24,54.385964912280706
2023-03-25,11.403508771929825
2023-03-26,10.526315789473685
2023-03-27,33.333333333333336
2023-03-28,42.10526315789474
2023-03-29,42.98245614035088
2023-03-30,49.12280701754386
2023-03-31,56.140350877192986
2023-04-01,12.280701754385966
2023-04-02,9.649122807017545
2023-04-03,30.701754385964914
2023-04-04,34.21052631578948
2023-04-05,39.473684210526315
2023-04-06,51.75438596491229
2023-04-07,20.17543859649123
2023-04-08,8.771929824561404
2023-04-09,6.140350877192983
2023-04-10,24.56140350877193
2023-04-11,35.08771929824562
2023-04-12,39.473684210526315
2023-04-13,44.736842105263165
2023-04-14,55.26315789473685
2023-04-15,10.526315789473685
2023-04-16,8.771929824561404
2023-04-17,39.473684210526315
2023-04-18,44.736842105263165
2023-04-19,47.36842105263158
2023-04-20,52.631578947368425
2023-04-21,61.40350877192983
2023-04-22,12.280701754385966
2023-04-23,9.649122807017545
2023-04-24,42.10526315789474
2023-04-25,48.245614035087726
2023-04-26,50.21111281937398
2023-04-27,55.13461111395822
2023-04-28,64.10441472067055
2023-04-29,12.099341179954106
2023-04-30,8.969803606712336
2023-05-01,40.34432885199041
2023-05-02,44.829230655346585
2023-05-03,47.520171737360286
2023-05-04,52.00507354071645
2023-05-05,56.92857183530069
2023-05-06,12.099341179954106
2023-05-07,8.969803606712336
2023-05-08,43.93225029467535
2023-05-09,47.958768228588355
2023-05-10,50.21111281937398
2023-05-11,55.13461111395822
2023-05-12,61.41347363865685
2023-05-13,11.202360819282873
2023-05-14,8.969803606712336
2023-05-15,48.41715209803152
2023-05-16,51.546689671273285
2023-05-17,53.34065039261575
2023-05-18,58.72253255664316
2023-05-19,54.69601462273015
2023-05-20,11.202360819282873
2023-05-21,8.511419737269172
2023-05-22,40.34432885199041
2023-05-23,41.24130921266165
2023-05-24,41.24130921266165
2023-05-25,35.859427048634245
2023-05-26,29.33656764436245
2023-05-27,9.167677388863266
2023-05-28,8.25090964997694
2023-05-29,7.3341419110906125
2023-05-30,22.919193472158163
2023-05-31,22.919193472158163
2023-06-01,24.752728949930816
2023-06-02,22.919193472158163
2023-06-03,8.25090964997694
2023-06-04,7.3341419110906125
2023-06-05,21.08565799438551
2023-06-06,22.00242573327184
2023-06-07,23.83596121104449
2023-06-08,21.08565799438551
2023-06-09,19.252122516612857
2023-06-10,8.25090964997694
2023-06-11,7.3341419110906125
2023-06-12,16.50181929995388
2023-06-13,16.50181929995388
2023-06-14,16.50181929995388
2023-06-15,14.668283822181225
2023-06-16,11.917980605522246
2023-06-17,6.417374172204286
2023-06-18,5.50060643331796
2023-06-19,7.3341419110906125
2023-06-20,11.00121286663592
2023-06-21,11.917980605522246
2023-06-22,10.084445127749593
2023-06-23,10.084445127749593
2023-06-24,7.3341419110906125
2023-06-25,6.417374172204286
2023-06-26,10.084445127749593
2023-06-27,10.084445127749593
2023-06-28,9.167677388863266
2023-06-29,8.25090964997694
2023-06-30,7.3341419110906125
2023-07-01,5.50060643331796
2023-07-02,5.50060643331796
2023-07-03,5.50060643331796
2023-07-04,5.50060643331796
2023-07-05,6.417374172204286
2023-07-06,6.417374172204286
2023-07-07,7.3341419110906125
2023-07-08,5.50060643331796
2023-07-09,5.50060643331796
2023-07-10,7.3341419110906125
2023-07-11,7.3341419110906125
2023-07-12,7.3341419110906125
2023-07-13,7.3341419110906125
2023-07-14,7.3341419110906125
2023-07-15,5.50060643331796
2023-07-16,5.50060643331796
2023-07-17,7.3341419110906125
2023-07-18,7.3341419110906125
2023-07-19,6.417374172204286
2023-07-20,7.3341419110906125
2023-07-21,6.417374172204286
2023-07-22,4.583838694431633
2023-07-23,5.50060643331796
2023-07-24,6.417374172204286
2023-07-25,7.3341419110906125
2023-07-26,7.3341419110906125
2023-07-27,7.3341419110906125
2023-07-28,7.3341419110906125
2023-07-29,5.50060643331796
2023-07-30,5.50060643331796
2023-07-31,7.3341419110906125
2023-08-01,7.3341419110906125
2023-08-02,8.25090964997694
2023-08-03,8.25090964997694
2023-08-04,11.00121286663592
2023-08-05,6.417374172204286
2023-08-06,6.417374172204286
2023-08-07,11.00121286663592
2023-08-08,12.834748344408572
2023-08-09,13.751516083294899
2023-08-10,17.418587038840204
2023-08-11,22.919193472158163
2023-08-12,8.25090964997694
2023-08-13,6.417374172204286
2023-08-14,19.252122516612857
2023-08-15,24.752728949930816
2023-08-16,28.419799905476122
2023-08-17,33.92040633879408
2023-08-18,47.67192242208898
2023-08-19,11.00121286663592
2023-08-20,8.25090964997694
2023-08-21,29.33656764436245
2023-08-22,41.25454824988469
2023-08-23,50.42222563874796
2023-08-24,54.089296594293266
2023-08-25,69.67434815536082
2023-08-26,15.585051561067552
2023-08-27,11.917980605522246
2023-08-28,41.25454824988469
2023-08-29,53.17252885540694
2023-08-30,58.6731352887249
2023-08-31,63.256973983156534
2023-09-01,71.50788363313347
2023-09-02,15.585051561067552
2023-09-03,11.917980605522246
2023-09-04,11.00121286663592
2023-09-05,47.67192242208898
2023-09-06,57.75636754983857
2023-09-07,69.67434815536082
2023-09-08,86.1761674553147
2023-09-09,17.418587038840204
2023-09-10,12.834748344408572
2023-09-11,51.33899337763429
2023-09-12,61.42343850538388
2023-09-13,66.92404493870184
2023-09-14,70.59111589424714
2023-09-15,91.67677388863265
2023-09-16,18.335354777726533
2023-09-17,13.751516083294899
2023-09-18,53.17252885540694
2023-09-19,63.256973983156534
2023-09-20,66.00727719981552
2023-09-21,73.34141911090613
2023-09-22,88.00970293308735
2023-09-23,19.252122516612857
2023-09-24,13.751516083294899
2023-09-25,46.755154683202655
2023-09-26,61.42343850538388
2023-09-27,63.256973983156534
2023-09-28,66.92404493870184
2023-09-29,89.84323841086001
2023-09-30,18.335354777726533
2023-10-01,14.668283822181225
2023-10-02,50.42222563874796
2023-10-03,62.340206244270206
2023-10-04,63.256973983156534
2023-10-05,71.50788363313347
2023-10-06,79.7587932831104
2023-10-07,17.418587038840204
2023-10-08,13.751516083294899
2023-10-09,30.25333538324878
2023-10-10,45.838386944316326
2023-10-11,55.006064333179594
2023-10-12,60.50667076649756
2023-10-13,66.92404493870184
2023-10-14,15.585051561067552
2023-10-15,11.917980605522246
2023-10-16,43.08808372765735
2023-10-17,52.25576111652062
2023-10-18,53.17252885540694
2023-10-19,57.75636754983857
2023-10-20,73.34141911090613
2023-10-21,14.668283822181225
2023-10-22,11.917980605522246
2023-10-23,46.755154683202655
2023-10-24,52.25576111652062
2023-10-25,54.089296594293266
2023-10-26,60.50667076649756
2023-10-27,69.67434815536082
2023-10-28,13.751516083294899
2023-10-29,11.00121286663592
2023-10-30,42.17131598877102
2023-10-31,42.17131598877102
2023-11-01,48.58869016097531
2023-11-02,56.839599810952244
2023-11-03,73.34141911090613
2023-11-04,14.668283822181225
2023-11-05,11.917980605522246
2023-11-06,41.25454824988469
2023-11-07,41.25454824988469
2023-11-08,52.25576111652062
2023-11-09,60.50667076649756
2023-11-10,50.42222563874796
2023-11-11,12.834748344408572
2023-11-12,11.00121286663592
2023-11-13,41.25454824988469
2023-11-14,48.58869016097531
2023-11-15,52.25576111652062
2023-11-16,59.58990302761123
2023-11-17,72.4246513720198
2023-11-18,14.668283822181225
2023-11-19,11.00121286663592
2023-11-20,29.33656764436245
2023-11-21,33.00363859990776
2023-11-22,15.585051561067552
2023-11-23,10.084445127749593
2023-11-24,9.167677388863266
2023-11-25,8.25090964997694
2023-11-26,8.25090964997694
2023-11-27,29.33656764436245
2023-11-28,43.08808372765735
2023-11-29,47.67192242208898
2023-11-30,54.089296594293266
2023-12-01,66.92404493870184
2023-12-02,13.751516083294899
2023-12-03,10.084445127749593
2023-12-04,38.504245033225715
2023-12-05,46.755154683202655
2023-12-06,49.50545789986163
2023-12-07,54.089296594293266
2023-12-08,66.00727719981552
2023-12-09,13.751516083294899
2023-12-10,10.084445127749593
2023-12-11,39.42101277211204
2023-12-12,45.838386944316326
2023-12-13,51.33899337763429
2023-12-14,63.256973983156534
2023-12-15,67.84081267758816
2023-12-16,12.834748344408572
2023-12-17,10.084445127749593
2023-12-18,40.33778051099837
2023-12-19,42.17131598877102
2023-12-20,41.25454824988469
2023-12-21,32.08687086102143
2023-12-22,22.707631686261323
2023-12-23,10.084445127749593
2023-12-24,7.157840422843242
2023-12-25,7.545703696987458
2023-12-26,7.545703696987458
2023-12-27,6.311593279255864
2023-12-28,8.004087566430622
2023-12-29,6.311593279255864
2023-12-30,6.699456553400079
2023-12-31,6.311593279255864
2024-01-01,7.157840422843242
2024-01-02,12.164802689068566
2024-01-03,23.941742103992915
2024-01-04,27.32673067834243
2024-01-05,37.799039080236234
2024-01-06,9.238197984162214
2024-01-07,8.004087566430622
2024-01-08,32.79207681401091
2024-01-09,36.10654479306148
2024-01-10,45.803126646666854
2024-01-11,47.037237064398454
2024-01-12,55.88757177441645
2024-01-13,13.011049832655942
2024-01-14,9.238197984162214
2024-01-15,10.084445127749593
2024-01-16,25.63423639116767
2024-01-17,34.87243437532989
2024-01-18,48.341868077429
2024-01-19,53.34883034365431
2024-01-20,12.164802689068566
2024-01-21,9.308718579461162
2024-01-22,35.68342122126779
2024-01-23,44.99213980072896
2024-01-24,51.973678735324825
2024-01-25,52.74940528361326
2024-01-26,66.712483152805
2024-01-27,13.963077869191745
2024-01-28,10.084445127749593
2024-01-29,38.01060086613308
2024-01-30,47.319319445594246
2024-01-31,48.8707725421711
2024-02-01,56.62803802505541
2024-02-02,68.26393624938186
2024-02-03,13.187351320903314
2024-02-04,10.084445127749593
2024-02-05,35.68342122126779
2024-02-06,50.42222563874797
2024-02-07,51.973678735324825
2024-02-08,54.300858380190114
2024-02-09,69.81538934595872
2024-02-10,13.963077869191745
2024-02-11,10.084445127749593
2024-02-12,34.90769467297936
2024-02-13,41.889233607575235
2024-02-14,38.01060086613308
2024-02-15,54.300858380190114
2024-02-16,55.85231147676698
2024-02-17,12.411624772614884
2024-02-18,10.084445127749593
2024-02-19,15.514530965768605
2024-02-20,34.90769467297936
2024-02-21,41.1135070592868
2024-02-22,45.76786634901738
2024-02-23,62.05812386307442
2024-02-24,12.411624772614884
2024-02-25,9.308718579461162
2024-02-26,36.459147769556225
2024-02-27,43.44068670415209
2024-02-28,51.973678735324825
2024-02-29,51.19795218703639
2024-03-01,66.712483152805
2024-03-02,13.963077869191745
2024-03-03,10.084445127749593
2024-03-04,38.01060086613308
2024-03-05,44.216413252440525
2024-03-06,47.319319445594246
2024-03-07,57.403764573343835
2024-03-08,65.16103005622814
2024-03-09,12.411624772614884
2024-03-10,9.308718579461162
2024-03-11,30.25333538324878
2024-03-12,35.68342122126779
2024-03-13,36.459147769556225
2024-03-14,41.1135070592868
2024-03-15,44.99213980072896
2024-03-16,12.411624772614884
2024-03-17,9.308718579461162
2024-03-18,31.80478847982564
2024-03-19,39.56205396270994
2024-03-20,41.1135070592868
2024-03-21,49.646499090459535
2024-03-22,58.17949112163227
2024-03-23,13.187351320903314
2024-03-24,9.308718579461162
2024-03-25,31.80478847982564
2024-03-26,34.13196812469093
2024-03-27,37.23487431784465
2024-03-28,41.1135070592868
2024-03-29,22.49606990036448
2024-03-30,8.532992031172732
2024-03-31,6.981538934595872
2024-04-01,20.168890255499186
2024-04-02,28.701882286671918
2024-04-03,31.80478847982564
2024-04-04,32.58051502811407
2024-04-05,44.99213980072896
2024-04-06,10.084445127749593
2024-04-07,7.757265482884303
2024-04-08,27.92615573838349
2024-04-09,41.1135070592868
2024-04-10,37.23487431784465
2024-04-11,47.319319445594246
2024-04-12,61.28239731478599
2024-04-13,9.308718579461162
2024-04-14,8.532992031172732
2024-04-15,34.13196812469093
2024-04-16,41.889233607575235
2024-04-17,46.543592897305814
2024-04-18,55.85231147676698
2024-04-19,62.833850411362846
2024-04-20,10.860171676038023
2024-04-21,9.308718579461162
2024-04-22,38.01060086613308
2024-04-23,42.66496015586366
2024-04-24,49.646499090459535
2024-04-25,56.62803802505541
2024-04-26,61.28239731478599
2024-04-27,11.635898224326453
2024-04-28,10.860171676038023
2024-04-29,48.8707725421711
2024-04-30,54.300858380190114
2024-05-01,50.42222563874797
2024-05-02,58.17949112163227
2024-05-03,62.833850411362846
2024-05-04,12.411624772614884
2024-05-05,10.084445127749593
2024-05-06,48.8707725421711
2024-05-07,51.973678735324825
2024-05-08,57.403764573343835
2024-05-09,60.50667076649756
2024-05-10,66.712483152805
2024-05-11,11.635898224326453
2024-05-12,9.308718579461162
2024-05-13,52.74940528361326
2024-05-14,56.62803802505541
2024-05-15,59.73094421820913
2024-05-16,62.05812386307442
2024-05-17,62.05812386307442
2024-05-18,20.168890255499186
2024-05-19,18.617437158922325
2024-05-20,51.19795218703639
2024-05-21,46.543592897305814
2024-05-22,46.543592897305814
2024-05-23,45.76786634901738
2024-05-24,37.23487431784465
2024-05-25,10.860171676038023
2024-05-26,9.308718579461162
2024-05-27,8.532992031172732
2024-05-28,28.701882286671918
2024-05-29,30.25333538324878
2024-05-30,29.47760883496035
2024-05-31,28.701882286671918
2024-06-01,10.084445127749593
2024-06-02,8.532992031172732
2024-06-03,24.04752299694134
2024-06-04,24.823249545229768
2024-06-05,25.598976093518196
2024-06-06,23.271796448652907
2024-06-07,20.168890255499186
2024-06-08,8.532992031172732
2024-06-09,6.981538934595872
2024-06-10,18.617437158922325
2024-06-11,17.841710610633896
2024-06-12,17.841710610633896
2024-06-13,16.290257514057036
2024-06-14,13.963077869191745
2024-06-15,6.981538934595872
2024-06-16,6.205812386307442
2024-06-17,11.635898224326453
2024-06-18,11.635898224326453
2024-06-19,8.532992031172732
2024-06-20,10.860171676038023
2024-06-21,9.308718579461162
2024-06-22,6.205812386307442
2024-06-23,6.205812386307442
2024-06-24,9.308718579461162
2024-06-25,9.308718579461162
2024-06-26,8.532992031172732
2024-06-27,9.308718579461162
2024-06-28,7.757265482884303
2024-06-29,6.205812386307442
2024-06-30,6.205812386307442
2024-07-01,9.308718579461162
2024-07-02,8.532992031172732
2024-07-03,8.532992031172732
2024-07-04,6.981538934595872
2024-07-05,6.981538934595872
2024-07-06,6.981538934595872
2024-07-07,7.757265482884303
2024-07-08,8.532992031172732
2024-07-09,7.757265482884303
2024-07-10,8.532992031172732
2024-07-11,8.532992031172732
2024-07-12,6.981538934595872
2024-07-13,6.205812386307442
2024-07-14,5.430085838019012
2024-07-15,7.757265482884303
2024-07-16,7.757265482884303
2024-07-17,6.981538934595872
2024-07-18,6.981538934595872
2024-07-19,6.981538934595872
2024-07-20,6.205812386307442
2024-07-21,6.981538934595872
2024-07-22,5.430085838019012
2024-07-23,6.205812386307442
2024-07-24,6.981538934595872
2024-07-25,6.981538934595872
2024-07-26,6.981538934595872
2024-07-27,6.205812386307442
2024-07-28,6.981538934595872
2024-07-29,8.532992031172732
2024-07-30,9.308718579461162
2024-07-31,7.757265482884303
2024-08-01,7.757265482884303
2024-08-02,8.532992031172732
2024-08-03,6.205812386307442
2024-08-04,5.430085838019012
2024-08-05,7.757265482884303
2024-08-06,10.084445127749593
2024-08-07,11.635898224326453
2024-08-08,13.187351320903314
2024-08-09,17.841710610633896
2024-08-10,6.981538934595872
2024-08-11,6.205812386307442
2024-08-12,14.738804417480175
2024-08-13,19.393163707210757
2024-08-14,22.49606990036448
2024-08-15,28.701882286671918
2024-08-16,37.23487431784465
2024-08-17,10.860171676038023
2024-08-18,10.084445127749593
2024-08-19,27.92615573838349
2024-08-20,36.459147769556225
2024-08-21,41.889233607575235
2024-08-22,43.44068670415209
2024-08-23,62.05812386307442
2024-08-24,13.187351320903314
2024-08-25,10.860171676038023
2024-08-26,35.68342122126779
2024-08-27,48.09504599388268
2024-08-28,51.973678735324825
2024-08-29,57.403764573343835
2024-08-30,65.16103005622814
2024-08-31,13.963077869191745
2024-09-01,10.860171676038023
2024-09-02,9.308718579461162
2024-09-03,37.23487431784465
2024-09-04,47.319319445594246
2024-09-05,58.17949112163227
2024-09-06,77.57265482884303
2024-09-07,14.738804417480175
2024-09-08,10.860171676038023
2024-09-09,42.66496015586366
2024-09-10,49.646499090459535
2024-09-11,50.42222563874797
2024-09-12,62.05812386307442
2024-09-13,77.57265482884303
2024-09-14,15.514530965768605
2024-09-15,11.635898224326453
2024-09-16,40.33778051099837
2024-09-17,50.42222563874797
2024-09-18,52.74940528361326
2024-09-19,57.403764573343835
2024-09-20,72.14256899082402
2024-09-21,13.187351320903314
2024-09-22,11.635898224326453
