Time,ncaa
2024-12-25,5.747059771226033
2024-12-26,6.56806830997261
2024-12-27,8.210085387465762
2024-12-28,13.13613661994522
2024-12-29,9.031093926212339
2024-12-30,6.56806830997261
2024-12-31,13.13613661994522
2025-01-01,27.91429031738359
2025-01-02,17.2411793136781
2025-01-03,13.13613661994522
2025-01-04,9.852102464958914
2025-01-05,5.747059771226033
2025-01-06,4.926051232479457
2025-01-07,4.926051232479457
2025-01-08,4.926051232479457
2025-01-09,7.389076848719186
2025-01-10,13.13613661994522
2025-01-11,15.599162236184949
2025-01-12,5.747059771226033
2025-01-13,4.926051232479457
2025-01-14,3.284034154986305
2025-01-15,4.926051232479457
2025-01-16,4.105042693732881
2025-01-17,4.105042693732881
2025-01-18,6.56806830997261
2025-01-19,5.747059771226033
2025-01-20,8.210085387465762
2025-01-21,16.420170774931524
2025-01-22,4.105042693732881
2025-01-23,3.284034154986305
2025-01-24,3.284034154986305
2025-01-25,5.747059771226033
2025-01-26,4.926051232479457
2025-01-27,3.284034154986305
2025-01-28,3.284034154986305
2025-01-29,4.105042693732881
2025-01-30,3.284034154986305
2025-01-31,3.284034154986305
2025-02-01,5.747059771226033
2025-02-02,5.747059771226033
2025-02-03,4.105042693732881
2025-02-04,3.284034154986305
2025-02-05,3.284034154986305
2025-02-06,4.105042693732881
2025-02-07,3.284034154986305
2025-02-08,5.747059771226033
2025-02-09,5.747059771226033
2025-02-10,3.284034154986305
2025-02-11,3.284034154986305
2025-02-12,4.105042693732881
2025-02-13,3.284034154986305
2025-02-14,4.105042693732881
2025-02-15,8.210085387465762
2025-02-16,7.389076848719186
2025-02-17,5.747059771226033
2025-02-18,4.926051232479457
2025-02-19,4.926051232479457
2025-02-20,4.926051232479457
2025-02-21,3.284034154986305
2025-02-22,6.56806830997261
2025-02-23,7.389076848719186
2025-02-24,4.926051232479457
2025-02-25,4.105042693732881
2025-02-26,4.926051232479457
2025-02-27,4.926051232479457
2025-02-28,4.105042693732881
2025-03-01,7.389076848719186
2025-03-02,8.210085387465762
2025-03-03,5.747059771226033
2025-03-04,5.747059771226033
2025-03-05,5.747059771226033
2025-03-06,5.747059771226033
2025-03-07,5.747059771226033
2025-03-08,10.67311100370549
2025-03-09,13.13613661994522
2025-03-10,9.031093926212339
2025-03-11,7.389076848719186
2025-03-12,8.210085387465762
2025-03-13,10.67311100370549
2025-03-14,12.315128081198644
2025-03-15,18.062187852424678
2025-03-16,41.87143547607538
2025-03-17,45.15546963106169
2025-03-18,25.451264701143863
2025-03-19,36.124375704849356
2025-03-20,76.35379410343158
2025-03-21,82.10085387465762
2025-03-22,76.35379410343158
2025-03-23,79.6378282584179
2025-03-24,41.87143547607538
2025-03-25,17.2411793136781
2025-03-26,13.13613661994522
2025-03-27,22.16723054615756
2025-03-28,45.97647816980827
2025-03-29,65.6806830997261
2025-03-30,68.14370871596583
2025-03-31,20.525213468664404
2025-04-01,13.957145158691795
2025-04-02,8.210085387465762
2025-04-03,9.031093926212339
2025-04-04,13.13613661994522
2025-04-05,39.40840985983566
2025-04-06,62.396648944739795
2025-04-07,28.735298856130168
2025-04-08,41.87143547607538
2025-04-09,4.926051232479457
2025-04-10,3.284034154986305
2025-04-11,4.105042693732881
2025-04-12,4.105042693732881
2025-04-13,4.105042693732881
2025-04-14,3.284034154986305
2025-04-15,2.6764878363138385
2025-04-16,3.218353471886579
2025-04-17,2.6764878363138385
2025-04-18,3.4810762042854835
2025-04-19,4.285664572257128
2025-04-20,3.3497148380860313
2025-04-21,2.413765103914934
2025-04-22,2.5451264701143863
2025-04-23,2.413765103914934
2025-04-24,2.413765103914934
2025-04-25,2.413765103914934
2025-04-26,3.218353471886579
2025-04-27,3.086992105687127
2025-04-28,2.5451264701143863
2025-04-29,2.413765103914934
2025-04-30,2.282403737715482
2025-05-01,2.282403737715482
2025-05-02,2.413765103914934
2025-05-03,3.218353471886579
2025-05-04,3.3497148380860313
2025-05-05,4.022941839858223
2025-05-06,2.5451264701143863
2025-05-07,2.5451264701143863
2025-05-08,2.5451264701143863
2025-05-09,2.5451264701143863
2025-05-10,3.4810762042854835
2025-05-11,5.632118575801513
2025-05-12,5.221614306428226
2025-05-13,3.218353471886579
2025-05-14,2.5451264701143863
2025-05-15,2.627227323989044
2025-05-16,3.4153955211857574
2025-05-17,5.7799001127758975
2025-05-18,7.356236507169324
2025-05-19,5.517177380376993
2025-05-20,3.152672788786853
2025-05-21,2.627227323989044
2025-05-22,3.4153955211857574
2025-05-23,4.466286450781375
2025-05-24,7.618959239568229
2025-05-25,8.144404704366037
2025-05-26,12.347968422748508
2025-05-27,5.517177380376993
2025-05-28,4.203563718382471
2025-05-29,4.991731915579184
2025-05-30,6.830791042371515
2025-05-31,9.720741098759463
2025-06-01,12.347968422748508
2025-06-02,11.034354760753986
2025-06-03,7.881681971967133
2025-06-04,3.152672788786853
2025-06-05,3.4153955211857574
2025-06-06,4.466286450781375
2025-06-07,7.093513774770419
2025-06-08,5.517177380376993
2025-06-09,4.729009183180279
2025-06-10,2.8899500563879488
2025-06-11,2.3645045915901397
2025-06-12,3.152672788786853
2025-06-13,3.4153955211857574
2025-06-14,4.203563718382471
2025-06-15,3.9408409859835665
2025-06-16,3.4153955211857574
2025-06-17,3.678118253584662
2025-06-18,3.152672788786853
2025-06-19,2.627227323989044
2025-06-20,1.839059126792331
2025-06-21,2.3645045915901397
2025-06-22,3.4153955211857574
2025-06-23,1.839059126792331
2025-06-24,1.5763363943934265
2025-06-25,1.5763363943934265
2025-06-26,2.1017818591912354
2025-06-27,1.839059126792331
2025-06-28,1.5763363943934265
2025-06-29,1.313613661994522
2025-06-30,2.1017818591912354
2025-07-01,1.839059126792331
2025-07-02,1.839059126792331
2025-07-03,1.839059126792331
2025-07-04,2.1017818591912354
2025-07-05,2.1017818591912354
2025-07-06,2.627227323989044
2025-07-07,4.729009183180279
2025-07-08,3.9408409859835665
2025-07-09,3.152672788786853
2025-07-10,3.678118253584662
2025-07-11,3.152672788786853
2025-07-12,3.152672788786853
2025-07-13,2.8899500563879488
2025-07-14,2.3645045915901397
2025-07-15,2.3645045915901397
2025-07-16,2.3645045915901397
2025-07-17,2.627227323989044
2025-07-18,2.1017818591912354
2025-07-19,2.1017818591912354
2025-07-20,2.1017818591912354
2025-07-21,2.1017818591912354
2025-07-22,1.839059126792331
2025-07-23,1.839059126792331
2025-07-24,1.839059126792331
2025-07-25,1.839059126792331
2025-07-26,1.839059126792331
2025-07-27,1.839059126792331
2025-07-28,1.839059126792331
2025-07-29,1.839059126792331
2025-07-30,2.1017818591912354
2025-07-31,2.1017818591912354
2025-08-01,1.839059126792331
2025-08-02,1.839059126792331
2025-08-03,1.839059126792331
2025-08-04,1.839059126792331
2025-08-05,1.839059126792331
2025-08-06,2.1017818591912354
2025-08-07,1.839059126792331
2025-08-08,1.839059126792331
2025-08-09,1.839059126792331
2025-08-10,2.1017818591912354
2025-08-11,2.1017818591912354
2025-08-12,2.1017818591912354
2025-08-13,1.839059126792331
2025-08-14,1.839059126792331
2025-08-15,2.8899500563879488
2025-08-16,2.3645045915901397
2025-08-17,2.1017818591912354
2025-08-18,2.1017818591912354
2025-08-19,2.1017818591912354
2025-08-20,2.1017818591912354
2025-08-21,2.1017818591912354
2025-08-22,2.3645045915901397
2025-08-23,6.042622845174802
2025-08-24,3.678118253584662
2025-08-25,2.627227323989044
2025-08-26,2.3645045915901397
2025-08-27,2.627227323989044
2025-08-28,3.678118253584662
2025-08-29,6.5680683099726105
2025-08-30,19.704204929917832
2025-08-31,16.814254873529883
2025-09-01,10.246186563557272
2025-09-02,7.618959239568229
2025-09-03,2.8899500563879488
2025-09-04,2.627227323989044
2025-09-05,2.8899500563879488
2025-09-06,16.288809408732075
2025-09-07,12.085245690349604
2025-09-08,3.4153955211857574
2025-09-09,2.627227323989044
2025-09-10,2.3645045915901397
2025-09-11,2.3645045915901397
2025-09-12,3.152672788786853
2025-09-13,17.07697760592879
2025-09-14,13.136136619945221
2025-09-15,3.4153955211857574
2025-09-16,2.627227323989044
2025-09-17,2.3645045915901397
2025-09-18,2.627227323989044
2025-09-19,3.152672788786853
2025-09-20,16.288809408732075
2025-09-21,11.29707749315289
2025-09-22,3.9408409859835665
2025-09-23,2.627227323989044
2025-09-24,2.627227323989044
2025-09-25,2.627227323989044
2025-09-26,3.4153955211857574
2025-09-27,17.602423070726598
2025-09-28,14.187027549540838
2025-09-29,3.4153955211857574
2025-09-30,2.8899500563879488
2025-10-01,2.3645045915901397
2025-10-02,2.627227323989044
2025-10-03,3.4153955211857574
2025-10-04,17.33970033832769
2025-10-05,12.610691155147412
2025-10-06,3.678118253584662
2025-10-07,2.627227323989044
2025-10-08,2.627227323989044
2025-10-09,2.627227323989044
2025-10-10,3.152672788786853
2025-10-11,18.653314000322215
2025-10-12,14.449750281939743
2025-10-13,4.203563718382471
2025-10-14,3.152672788786853
2025-10-15,2.627227323989044
2025-10-16,2.8899500563879488
2025-10-17,3.4153955211857574
2025-10-18,18.39059126792331
2025-10-19,14.975195746737553
2025-10-20,4.466286450781375
2025-10-21,2.8899500563879488
2025-10-22,2.627227323989044
2025-10-23,2.8899500563879488
2025-10-24,3.678118253584662
2025-10-25,15.237918479136457
2025-10-26,12.610691155147412
2025-10-27,4.203563718382471
2025-10-28,2.627227323989044
2025-10-29,2.627227323989044
2025-10-30,2.8899500563879488
2025-10-31,3.4153955211857574
2025-11-01,18.127868535524406
2025-11-02,11.29707749315289
2025-11-03,4.991731915579184
2025-11-04,4.991731915579184
2025-11-05,4.466286450781375
2025-11-06,3.4153955211857574
2025-11-07,4.203563718382471
2025-11-08,18.127868535524406
2025-11-09,13.66158208474303
2025-11-10,6.305345577573706
2025-11-11,4.729009183180279
2025-11-12,5.254454647978088
2025-11-13,4.203563718382471
2025-11-14,6.042622845174802
2025-11-15,19.704204929917832
2025-11-16,17.602423070726598
2025-11-17,7.356236507169324
2025-11-18,5.254454647978088
2025-11-19,5.254454647978088
2025-11-20,4.991731915579184
2025-11-21,6.5680683099726105
2025-11-22,18.653314000322215
2025-11-23,15.237918479136457
2025-11-24,7.093513774770419
2025-11-25,5.7799001127758975
2025-11-26,6.830791042371515
2025-11-27,6.5680683099726105
2025-11-28,10.246186563557272
2025-11-29,22.068709521507973
2025-11-30,16.814254873529883
2025-12-01,8.669850169163846
2025-12-02,6.042622845174802
2025-12-03,7.356236507169324
2025-12-04,6.5680683099726105
2025-12-05,7.881681971967133
2025-12-06,23.9077686483003
2025-12-07,26.272273239890442
2025-12-08,8.669850169163846
2025-12-09,5.7799001127758975
2025-12-10,5.517177380376993
2025-12-11,5.517177380376993
2025-12-12,6.962152408570967
2025-12-13,14.712473014338649
2025-12-14,10.246186563557272
2025-12-15,6.305345577573706
2025-12-16,4.860370549379732
2025-12-17,4.860370549379732
2025-12-18,6.173984211374254
2025-12-19,9.195295633961655
2025-12-20,23.250961817303043
2025-12-21,15.632002577734813
2025-12-22,5.517177380376993
2025-12-23,4.597647816980827
2025-12-24,6.042622845174802
2025-12-25,4.729009183180279
2025-12-26,6.305345577573706
2025-12-27,9.589379732560012
2025-12-28,6.305345577573706
2025-12-29,4.597647816980827
2025-12-30,6.305345577573706
2025-12-31,12.479329788947961
2026-01-01,25.746827775092633
2026-01-02,17.996507169324953
2026-01-03,10.246186563557272
2026-01-04,5.517177380376993
2026-01-05,4.860370549379732
2026-01-06,5.385816014177541
2026-01-07,5.385816014177541
2026-01-08,6.962152408570967
2026-01-09,13.398859352344125
2026-01-10,17.33970033832769
2026-01-11,6.305345577573706
2026-01-12,5.517177380376993
2026-01-13,3.9408409859835665
2026-01-14,4.729009183180279
2026-01-15,5.517177380376993
2026-01-16,5.517177380376993
2026-01-17,7.093513774770419
2026-01-18,5.517177380376993
2026-01-19,9.458018366360559
2026-01-20,22.068709521507973
2026-01-21,4.729009183180279
2026-01-22,3.152672788786853
2026-01-23,3.152672788786853
2026-01-24,6.305345577573706
2026-01-25,4.729009183180279
2026-01-26,3.9408409859835665
2026-01-27,3.9408409859835665
2026-01-28,3.9408409859835665
2026-01-29,3.152672788786853
2026-01-30,3.152672788786853
2026-01-31,6.305345577573706
2026-02-01,6.305345577573706
2026-02-02,3.9408409859835665
2026-02-03,3.9408409859835665
2026-02-04,3.9408409859835665
2026-02-05,3.9408409859835665
2026-02-06,3.9408409859835665
2026-02-07,5.517177380376993
2026-02-08,6.305345577573706
2026-02-09,3.9408409859835665
2026-02-10,3.9408409859835665
2026-02-11,3.9408409859835665
2026-02-12,3.152672788786853
2026-02-13,3.9408409859835665
2026-02-14,6.305345577573706
2026-02-15,7.093513774770419
2026-02-16,5.517177380376993
2026-02-17,5.517177380376993
2026-02-18,5.517177380376993
2026-02-19,4.729009183180279
2026-02-20,3.9408409859835665
2026-02-21,7.881681971967133
2026-02-22,7.093513774770419
2026-02-23,4.729009183180279
2026-02-24,4.729009183180279
2026-02-25,4.729009183180279
2026-02-26,4.729009183180279
2026-02-27,4.729009183180279
2026-02-28,7.093513774770419
2026-03-01,7.881681971967133
2026-03-02,6.305345577573706
2026-03-03,7.881681971967133
2026-03-04,6.305345577573706
2026-03-05,6.305345577573706
2026-03-06,6.305345577573706
2026-03-07,10.246186563557272
2026-03-08,11.8225229579507
2026-03-09,8.669850169163846
2026-03-10,7.093513774770419
2026-03-11,8.669850169163846
2026-03-12,11.034354760753986
2026-03-13,12.610691155147412
2026-03-14,18.127868535524406
2026-03-15,40.196578057032376
2026-03-16,46.50192363460609
2026-03-17,30.738559690671817
2026-03-18,37.043905268245524
2026-03-19,78.81681971967133
2026-03-20,73.29964233929434
2026-03-21,74.87597873368776
2026-03-22,73.29964233929434
2026-03-23,42.561082648622516
2026-03-24,15.763363943934266
2026-03-25,12.610691155147412
2026-03-26,22.068709521507973
2026-03-27,44.137419043015946
2026-03-28,64.62979217013049
2026-03-29,66.99429676172063
2026-03-30,22.068709521507973
2026-03-31,12.610691155147412
2026-04-01,7.881681971967133
2026-04-02,9.458018366360559
2026-04-03,14.975195746737553
2026-04-04,40.98474625422909
2026-04-05,56.74811019816335
2026-04-06,29.16222329627839
2026-04-07,45.71375543740937
2026-04-08,6.305345577573706
2026-04-09,4.729009183180279
2026-04-10,6.305345577573706
2026-04-11,6.305345577573706
2026-04-12,4.729009183180279
2026-04-13,3.152672788786853
2026-04-14,3.152672788786853
2026-04-15,3.152672788786853
2026-04-16,3.152672788786853
2026-04-17,3.9408409859835665
2026-04-18,4.729009183180279
2026-04-19,3.9408409859835665
2026-04-20,3.152672788786853
2026-04-21,3.152672788786853
2026-04-22,2.3645045915901397
2026-04-23,2.3645045915901397
2026-04-24,2.3645045915901397
2026-04-25,3.152672788786853
2026-04-26,3.152672788786853
2026-04-27,3.152672788786853
2026-04-28,3.152672788786853
2026-04-29,3.152672788786853
2026-04-30,2.3645045915901397
2026-05-01,3.152672788786853
2026-05-02,3.152672788786853
2026-05-03,3.9408409859835665
2026-05-04,3.9408409859835665
2026-05-05,2.3645045915901397
2026-05-06,3.152672788786853
2026-05-07,3.152672788786853
2026-05-08,3.152672788786853
2026-05-09,4.729009183180279
2026-05-10,6.305345577573706
2026-05-11,5.517177380376993
2026-05-12,3.152672788786853
2026-05-13,3.152672788786853
2026-05-14,3.152672788786853
2026-05-15,3.9408409859835665
2026-05-16,7.093513774770419
2026-05-17,7.093513774770419
2026-05-18,3.9408409859835665
2026-05-19,3.152672788786853
2026-05-20,3.152672788786853
2026-05-21,3.152672788786853
2026-05-22,4.729009183180279
2026-05-23,7.093513774770419
2026-05-24,8.669850169163846
2026-05-25,11.8225229579507
2026-05-26,4.729009183180279
2026-05-27,3.152672788786853
2026-05-28,3.9408409859835665
2026-05-29,7.881681971967133
2026-05-30,11.8225229579507
2026-05-31,12.610691155147412
