,count,mean,std,min,5%,25%,50%,75%,95%,max,skew,kurtosis
sp500_close,489.0,5793.576744032784,556.387968873913,4688.68017578125,4955.98193359375,5346.990234375,5780.0498046875,6115.06982421875,6748.34404296875,6901.0,0.17633189562916032,-0.8029771404922053
sp500_return_1d,488.0,0.0008198907469241105,0.010141719510342982,-0.059749605345531,-0.015653890213056486,-0.0031565832644507748,0.0011313826592114998,0.005679980332200875,0.013583118403922421,0.0951538764490484,0.7138094995019209,18.74779163443563
vix_close,489.0,17.334642154795016,4.794207698283339,11.859999656677246,12.600000000000001,14.470000267028809,16.350000381469727,18.709999084472656,24.858000564575196,52.33000183105469,2.856449501165584,13.01636514474623
kalshi_signal,489.0,0.29359918200408996,0.4050932533797073,0.01,0.01,0.01,0.02,0.81,0.98,0.99,0.9141844236353818,-1.0565250384239293
kalshi_volume_total,489.0,38606.88343558282,55564.540766969105,1.0,318.6000000000001,6496.0,17326.0,45588.0,146544.9999999999,441121.0,3.043388604571506,12.615624509772736
trends_composite,489.0,10.147785894884494,6.3476481866663015,2.1208732880084207,5.181257020262432,7.055491424738187,9.051733800172745,10.70637972011513,19.18245480833587,63.99491213252375,4.455330645733469,27.64112002016853
federal_reserve,489.0,10.189966600454667,9.476144602548608,1.399536921579538,3.829596852396003,5.839541108375888,7.690220458801523,10.367435520642212,24.807181513878838,100.0,4.773783013714302,31.328366964978485
interest_rate,489.0,17.51296347850748,8.98106990826288,3.503664547102836,10.396587970329929,12.910258892445176,16.559529148734313,19.079585791261263,25.66345071825553,100.0,5.134212855201817,36.44436715557175
stock_market_crash,489.0,2.740427605691336,5.737532591819352,0.2848089999643988,0.5206664530599169,1.1093083814536986,1.9948727716008925,2.726395153366904,5.687359180554291,100.0,11.937738575219099,180.22361637266576
