step,file,overlap_days,valid_ratio_days,overlap_corr,median_ratio_new_over_base,scale_new_to_base,ratio_cv,method
0,gt_ja_morant_2022-01-01_2022-09-27.csv,,,,,1.0,,base_chunk
1,gt_ja_morant_2022-08-29_2023-05-25.csv,30.0,30.0,0.9258200997725514,0.5,2.0,0.19843078460682506,overlap_ratio
2,gt_ja_morant_2023-04-26_2024-01-20.csv,30.0,30.0,0.9999999999999998,0.5,2.0,0.0,overlap_ratio
3,gt_ja_morant_2023-12-22_2024-09-16.csv,30.0,30.0,0.9981456270151872,1.8333333333333333,0.5454545454545455,0.09486946843466428,overlap_ratio
4,gt_ja_morant_2024-08-18_2025-05-14.csv,30.0,30.0,0.8082903768654762,3.666666666666666,0.27272727272727276,0.0788129310388865,overlap_ratio
5,gt_ja_morant_2025-04-15_2026-01-09.csv,30.0,30.0,0.9999999999999997,3.666666666666666,0.27272727272727276,2.1689086760819873e-16,overlap_ratio
6,gt_ja_morant_2025-12-11_2026-05-31.csv,30.0,30.0,0.9990543781298826,4.583333333333333,0.2181818181818182,0.020196493075803502,overlap_ratio
