Time,dallas_cowboys
2022-09-01,10.859421522756275
2022-09-02,10.859421522756275
2022-09-03,12.252658443215653
2022-09-04,16.03913228413441
2022-09-05,12.252658443215653
2022-09-06,9.466184602296895
2022-09-07,10.359421522756275
2022-09-08,10.359421522756275
2022-09-09,12.252658443215653
2022-09-10,12.252658443215653
2022-09-11,44.83092301148447
2022-09-12,100.02126754572522
2022-09-13,19.32560612505317
2022-09-14,12.252658443215653
2022-09-15,10.859421522756275
2022-09-16,10.859421522756275
2022-09-17,12.752658443215653
2022-09-18,85.3753721820502
2022-09-19,30.18502764780944
2022-09-20,10.859421522756275
2022-09-21,8.966184602296895
2022-09-22,8.966184602296895
2022-09-23,8.966184602296895
2022-09-24,10.859421522756275
2022-09-25,30.18502764780944
2022-09-26,28.29179072735006
2022-09-27,83.98213526159081
2022-09-28,10.718843045512548
2022-09-29,10.718843045512548
2022-09-30,10.718843045512548
2022-10-01,12.505316886431306
2022-10-02,83.96427052318163
2022-10-03,21.437686091025096
2022-10-04,10.718843045512548
2022-10-05,8.93236920459379
2022-10-06,8.93236920459379
2022-10-07,10.718843045512548
2022-10-08,12.505316886431306
2022-10-09,85.75074436410038
2022-10-10,32.15652913653764
2022-10-11,12.505316886431306
2022-10-12,10.718843045512548
2022-10-13,10.718843045512548
2022-10-14,10.718843045512548
2022-10-15,10.718843045512548
2022-10-16,48.234793704806464
2022-10-17,89.3236920459379
2022-10-18,10.718843045512548
2022-10-19,8.93236920459379
2022-10-20,8.93236920459379
2022-10-21,10.718843045512548
2022-10-22,10.718843045512548
2022-10-23,96.46958740961293
2022-10-24,21.437686091025096
2022-10-25,10.718843045512548
2022-10-26,10.718843045512548
2022-10-27,12.505316886431306
2022-10-28,10.718843045512548
2022-10-29,12.505316886431306
2022-10-30,82.17779668226287
2022-10-31,21.437686091025096
2022-11-01,17.86473840918758
2022-11-02,10.718843045512548
2022-11-03,8.93236920459379
2022-11-04,10.718843045512548
2022-11-05,12.505316886431306
2022-11-06,37.515950659293914
2022-11-07,16.07826456826882
2022-11-08,10.718843045512548
2022-11-09,8.93236920459379
2022-11-10,8.93236920459379
2022-11-11,8.93236920459379
2022-11-12,10.718843045512548
2022-11-13,66.09953211399404
2022-11-14,48.234793704806464
2022-11-15,12.505316886431306
2022-11-16,8.93236920459379
2022-11-17,8.93236920459379
2022-11-18,10.718843045512548
2022-11-19,10.718843045512548
2022-11-20,64.31305827307528
2022-11-21,44.66184602296895
2022-11-22,12.505316886431306
2022-11-23,12.505316886431306
2022-11-24,78.60484900042535
2022-11-25,64.31305827307528
2022-11-26,16.07826456826882
2022-11-27,25.01063377286261
2022-11-28,16.07826456826882
2022-11-29,10.718843045512548
2022-11-30,8.93236920459379
2022-12-01,10.718843045512548
2022-12-02,10.718843045512548
2022-12-03,12.505316886431306
2022-12-04,39.30242450021267
2022-12-05,82.17779668226287
2022-12-06,16.07826456826882
2022-12-07,12.505316886431306
2022-12-08,10.718843045512548
2022-12-09,10.718843045512548
2022-12-10,12.505316886431306
2022-12-11,94.68311356869417
2022-12-12,25.01063377286261
2022-12-13,12.505316886431306
2022-12-14,10.718843045512548
2022-12-15,10.718843045512548
2022-12-16,12.505316886431306
2022-12-17,16.07826456826882
2022-12-18,92.89663972777541
2022-12-19,28.583581454700127
2022-12-20,10.718843045512548
2022-12-21,10.718843045512548
2022-12-22,10.718843045512548
2022-12-23,12.505316886431306
2022-12-24,58.95363675031901
2022-12-25,66.09953211399404
2022-12-26,16.07826456826882
2022-12-27,12.505316886431306
2022-12-28,12.505316886431306
2022-12-29,25.01063377286261
2022-12-30,98.25606125053169
2022-12-31,12.505316886431306
2023-01-01,25.01063377286261
2023-01-02,19.651212250106337
2023-01-03,12.505316886431306
2023-01-04,8.93236920459379
2023-01-05,8.93236920459379
2023-01-06,8.93236920459379
2023-01-07,14.291790727350064
2023-01-08,71.45895363675032
2023-01-09,51.80774138664398
2023-01-10,10.718843045512548
2023-01-11,8.93236920459379
2023-01-12,10.718843045512548
2023-01-13,8.93236920459379
2023-01-14,14.291790727350064
2023-01-15,23.224159931943852
2023-01-16,41.08889834113143
2023-01-17,178.6473840918758
2023-01-18,19.651212250106337
2023-01-19,16.07826456826882
2023-01-20,16.07826456826882
2023-01-21,25.01063377286261
2023-01-22,91.11016588685665
2023-01-23,160.7826456826882
2023-01-24,14.291790727350064
2023-01-25,8.93236920459379
2023-01-26,8.93236920459379
2023-01-27,8.93236920459379
2023-01-28,7.145895363675032
2023-01-29,8.93236920459379
2023-01-30,10.718843045512548
2023-01-31,7.145895363675032
2023-02-01,7.145895363675032
2023-02-02,7.145895363675032
2023-02-03,7.145895363675032
2023-02-04,5.359421522756274
2023-02-05,7.145895363675032
2023-02-06,5.359421522756274
2023-02-07,5.359421522756274
2023-02-08,5.359421522756274
2023-02-09,5.359421522756274
2023-02-10,5.359421522756274
2023-02-11,5.359421522756274
2023-02-12,7.145895363675032
2023-02-13,7.145895363675032
2023-02-14,5.359421522756274
2023-02-15,5.359421522756274
2023-02-16,5.359421522756274
2023-02-17,5.359421522756274
2023-02-18,5.359421522756274
2023-02-19,5.359421522756274
2023-02-20,5.359421522756274
2023-02-21,5.359421522756274
2023-02-22,5.359421522756274
2023-02-23,5.359421522756274
2023-02-24,5.359421522756274
2023-02-25,5.359421522756274
2023-02-26,3.572947681837516
2023-02-27,5.359421522756274
2023-02-28,5.359421522756274
2023-03-01,5.359421522756274
2023-03-02,3.572947681837516
2023-03-03,5.359421522756274
2023-03-04,7.145895363675032
2023-03-05,5.359421522756274
2023-03-06,5.359421522756274
2023-03-07,5.359421522756274
2023-03-08,5.359421522756274
2023-03-09,5.359421522756274
2023-03-10,5.359421522756274
2023-03-11,5.359421522756274
2023-03-12,5.359421522756274
2023-03-13,8.93236920459379
2023-03-14,10.718843045512548
2023-03-15,14.291790727350064
2023-03-16,12.505316886431306
2023-03-17,10.718843045512548
2023-03-18,8.93236920459379
2023-03-19,10.718843045512548
2023-03-20,10.718843045512548
2023-03-21,8.93236920459379
2023-03-22,8.93236920459379
2023-03-23,7.145895363675032
2023-03-24,7.145895363675032
2023-03-25,5.359421522756274
2023-03-26,7.145895363675032
2023-03-27,5.359421522756274
2023-03-28,7.145895363675032
2023-03-29,5.359421522756274
2023-03-30,7.145895363675032
2023-03-31,7.145895363675032
2023-04-01,8.93236920459379
2023-04-02,8.93236920459379
2023-04-03,5.359421522756274
2023-04-04,5.359421522756274
2023-04-05,5.359421522756274
2023-04-06,5.359421522756274
2023-04-07,5.359421522756274
2023-04-08,5.359421522756274
2023-04-09,5.359421522756274
2023-04-10,7.145895363675032
2023-04-11,7.145895363675032
2023-04-12,5.359421522756274
2023-04-13,5.359421522756274
2023-04-14,5.359421522756274
2023-04-15,3.572947681837516
2023-04-16,3.572947681837516
2023-04-17,3.572947681837516
2023-04-18,3.572947681837516
2023-04-19,3.572947681837516
2023-04-20,3.572947681837516
2023-04-21,3.572947681837516
2023-04-22,3.572947681837516
2023-04-23,5.359421522756274
2023-04-24,5.359421522756274
2023-04-25,5.359421522756274
2023-04-26,5.359421522756274
2023-04-27,6.922586133560188
2023-04-28,20.767758400680563
2023-04-29,27.69034453424075
2023-04-30,13.845172267120375
2023-05-01,7.592513823904721
2023-05-02,5.359421522756274
2023-05-03,5.359421522756274
2023-05-04,5.359421522756274
2023-05-05,4.68949383241174
2023-05-06,4.68949383241174
2023-05-07,4.68949383241174
2023-05-08,4.68949383241174
2023-05-09,4.68949383241174
2023-05-10,5.359421522756274
2023-05-11,8.4857507443641
2023-05-12,14.515099957464908
2023-05-13,6.922586133560188
2023-05-14,6.922586133560188
2023-05-15,5.359421522756274
2023-05-16,4.68949383241174
2023-05-17,3.7962569119523604
2023-05-18,3.7962569119523604
2023-05-19,4.68949383241174
2023-05-20,3.7962569119523604
2023-05-21,3.7962569119523604
2023-05-22,3.7962569119523604
2023-05-23,3.7962569119523604
2023-05-24,3.7962569119523604
2023-05-25,3.7962569119523604
2023-05-26,4.019566142067205
2023-05-27,4.019566142067205
2023-05-28,4.019566142067205
2023-05-29,4.019566142067205
2023-05-30,4.019566142067205
2023-05-31,4.019566142067205
2023-06-01,4.019566142067205
2023-06-02,4.019566142067205
2023-06-03,4.019566142067205
2023-06-04,4.019566142067205
2023-06-05,4.019566142067205
2023-06-06,4.019566142067205
2023-06-07,4.019566142067205
2023-06-08,4.019566142067205
2023-06-09,4.019566142067205
2023-06-10,4.019566142067205
2023-06-11,4.019566142067205
2023-06-12,4.019566142067205
2023-06-13,4.019566142067205
2023-06-14,4.019566142067205
2023-06-15,5.359421522756274
2023-06-16,4.019566142067205
2023-06-17,4.019566142067205
2023-06-18,4.019566142067205
2023-06-19,4.019566142067205
2023-06-20,4.019566142067205
2023-06-21,4.019566142067205
2023-06-22,4.019566142067205
2023-06-23,4.019566142067205
2023-06-24,4.019566142067205
2023-06-25,4.019566142067205
2023-06-26,4.019566142067205
2023-06-27,4.019566142067205
2023-06-28,4.019566142067205
2023-06-29,4.019566142067205
2023-06-30,4.019566142067205
2023-07-01,4.019566142067205
2023-07-02,4.019566142067205
2023-07-03,4.019566142067205
2023-07-04,4.019566142067205
2023-07-05,4.019566142067205
2023-07-06,4.019566142067205
2023-07-07,4.019566142067205
2023-07-08,4.019566142067205
2023-07-09,4.019566142067205
2023-07-10,4.019566142067205
2023-07-11,4.019566142067205
2023-07-12,4.019566142067205
2023-07-13,4.019566142067205
2023-07-14,4.019566142067205
2023-07-15,4.019566142067205
2023-07-16,5.359421522756274
2023-07-17,4.019566142067205
2023-07-18,4.019566142067205
2023-07-19,5.359421522756274
2023-07-20,4.019566142067205
2023-07-21,4.019566142067205
2023-07-22,5.359421522756274
2023-07-23,5.359421522756274
2023-07-24,5.359421522756274
2023-07-25,6.699276903445343
2023-07-26,8.03913228413441
2023-07-27,14.738409187579753
2023-07-28,10.718843045512548
2023-07-29,6.699276903445343
2023-07-30,8.03913228413441
2023-07-31,17.41811994895789
2023-08-01,8.03913228413441
2023-08-02,6.699276903445343
2023-08-03,8.03913228413441
2023-08-04,9.37898766482348
2023-08-05,6.699276903445343
2023-08-06,9.37898766482348
2023-08-07,8.03913228413441
2023-08-08,8.03913228413441
2023-08-09,6.699276903445343
2023-08-10,8.03913228413441
2023-08-11,9.37898766482348
2023-08-12,34.83623989791578
2023-08-13,25.4572522330923
2023-08-14,17.41811994895789
2023-08-15,12.058698426201616
2023-08-16,12.058698426201616
2023-08-17,10.718843045512548
2023-08-18,9.37898766482348
2023-08-19,14.738409187579753
2023-08-20,33.496384517226716
2023-08-21,9.37898766482348
2023-08-22,9.37898766482348
2023-08-23,8.03913228413441
2023-08-24,8.03913228413441
2023-08-25,9.37898766482348
2023-08-26,22.777541471714166
2023-08-27,40.19566142067205
2023-08-28,14.738409187579753
2023-08-29,12.058698426201616
2023-08-30,10.718843045512548
2023-08-31,9.37898766482348
2023-09-01,9.37898766482348
2023-09-02,9.37898766482348
2023-09-03,14.738409187579753
2023-09-04,12.058698426201616
2023-09-05,9.37898766482348
2023-09-06,8.03913228413441
2023-09-07,9.37898766482348
2023-09-08,10.718843045512548
2023-09-09,10.718843045512548
2023-09-10,41.535516801361126
2023-09-11,99.14929817099107
2023-09-12,16.07826456826882
2023-09-13,10.718843045512548
2023-09-14,9.37898766482348
2023-09-15,10.718843045512548
2023-09-16,12.058698426201616
2023-09-17,91.11016588685666
2023-09-18,33.496384517226716
2023-09-19,14.738409187579753
2023-09-20,10.718843045512548
2023-09-21,14.738409187579753
2023-09-22,14.738409187579753
2023-09-23,13.398553806890686
2023-09-24,104.50871969374734
2023-09-25,30.816673755848576
2023-09-26,10.718843045512548
2023-09-27,9.37898766482348
2023-09-28,8.03913228413441
2023-09-29,9.37898766482348
2023-09-30,12.058698426201616
2023-10-01,84.41088898341131
2023-10-02,26.79710761378137
2023-10-03,10.718843045512548
2023-10-04,9.37898766482348
2023-10-05,9.37898766482348
2023-10-06,9.37898766482348
2023-10-07,12.058698426201616
2023-10-08,41.535516801361126
2023-10-09,93.7898766482348
2023-10-10,12.058698426201616
2023-10-11,9.37898766482348
2023-10-12,9.37898766482348
2023-10-13,9.37898766482348
2023-10-14,10.718843045512548
2023-10-15,33.496384517226716
2023-10-16,28.136962994470437
2023-10-17,80.3913228413441
2023-10-18,9.37898766482348
2023-10-19,9.37898766482348
2023-10-20,10.718843045512548
2023-10-21,10.718843045512548
2023-10-22,36.17609527860485
2023-10-23,14.738409187579753
2023-10-24,10.718843045512548
2023-10-25,9.37898766482348
2023-10-26,8.03913228413441
2023-10-27,9.37898766482348
2023-10-28,13.398553806890686
2023-10-29,76.3717566992769
2023-10-30,18.75797532964696
2023-10-31,13.398553806890686
2023-11-01,9.37898766482348
2023-11-02,9.37898766482348
2023-11-03,9.37898766482348
2023-11-04,12.058698426201616
2023-11-05,66.99276903445343
2023-11-06,45.55508294342833
2023-11-07,9.37898766482348
2023-11-08,8.03913228413441
2023-11-09,8.03913228413441
2023-11-10,8.03913228413441
2023-11-11,10.718843045512548
2023-11-12,64.31305827307528
2023-11-13,36.17609527860485
2023-11-14,10.718843045512548
2023-11-15,8.03913228413441
2023-11-16,9.37898766482348
2023-11-17,9.37898766482348
2023-11-18,10.718843045512548
2023-11-19,75.03190131858784
2023-11-20,20.097830710336027
2023-11-21,12.058698426201616
2023-11-22,12.058698426201616
2023-11-23,87.09059974478946
2023-11-24,68.33262441514249
2023-11-25,16.07826456826882
2023-11-26,22.777541471714166
2023-11-27,14.738409187579753
2023-11-28,10.718843045512548
2023-11-29,10.718843045512548
2023-11-30,21.437686091025096
2023-12-01,105.84857507443641
2023-12-02,13.398553806890686
2023-12-03,22.777541471714166
2023-12-04,20.097830710336027
2023-12-05,10.718843045512548
2023-12-06,9.37898766482348
2023-12-07,9.37898766482348
2023-12-08,9.37898766482348
2023-12-09,12.058698426201616
2023-12-10,36.17609527860485
2023-12-11,105.84857507443641
2023-12-12,17.41811994895789
2023-12-13,12.058698426201616
2023-12-14,10.718843045512548
2023-12-15,12.058698426201616
2023-12-16,13.398553806890686
2023-12-17,75.03190131858784
2023-12-18,40.19566142067205
2023-12-19,16.07826456826882
2023-12-20,10.718843045512548
2023-12-21,9.37898766482348
2023-12-22,10.718843045512548
2023-12-23,13.398553806890686
2023-12-24,66.99276903445343
2023-12-25,60.29349213100808
2023-12-26,13.398553806890686
2023-12-27,10.718843045512548
2023-12-28,9.37898766482348
2023-12-29,10.718843045512548
2023-12-30,30.816673755848576
2023-12-31,133.98553806890686
2024-01-01,20.097830710336027
2024-01-02,10.718843045512548
2024-01-03,10.718843045512548
2024-01-04,10.718843045512548
2024-01-05,10.718843045512548
2024-01-06,13.398553806890686
2024-01-07,73.69204593789877
2024-01-08,48.234793704806464
2024-01-09,12.058698426201616
2024-01-10,10.718843045512548
2024-01-11,10.718843045512548
2024-01-12,12.058698426201616
2024-01-13,17.41811994895789
2024-01-14,133.98553806890686
2024-01-15,115.2275627392599
2024-01-16,25.4572522330923
2024-01-17,14.738409187579753
2024-01-18,12.058698426201616
2024-01-19,8.03913228413441
2024-01-20,8.03913228413441
2024-01-21,10.718843045512548
2024-01-22,8.03913228413441
2024-01-23,5.359421522756274
2024-01-24,5.359421522756274
2024-01-25,5.359421522756274
2024-01-26,5.359421522756274
2024-01-27,5.359421522756274
2024-01-28,6.699276903445343
2024-01-29,6.699276903445343
2024-01-30,4.019566142067205
2024-01-31,4.019566142067205
2024-02-01,6.699276903445343
2024-02-02,5.359421522756274
2024-02-03,5.359421522756274
2024-02-04,5.359421522756274
2024-02-05,5.359421522756274
2024-02-06,5.359421522756274
2024-02-07,5.359421522756274
2024-02-08,5.359421522756274
2024-02-09,6.699276903445343
2024-02-10,5.359421522756274
2024-02-11,5.359421522756274
2024-02-12,6.699276903445343
2024-02-13,5.359421522756274
2024-02-14,4.019566142067205
2024-02-15,4.019566142067205
2024-02-16,4.019566142067205
2024-02-17,4.019566142067205
2024-02-18,4.019566142067205
2024-02-19,4.019566142067205
2024-02-20,4.019566142067205
2024-02-21,4.019566142067205
2024-02-22,4.019566142067205
2024-02-23,4.019566142067205
2024-02-24,4.019566142067205
2024-02-25,4.019566142067205
2024-02-26,4.019566142067205
2024-02-27,4.019566142067205
2024-02-28,4.019566142067205
2024-02-29,4.019566142067205
2024-03-01,4.019566142067205
2024-03-02,4.019566142067205
2024-03-03,4.019566142067205
2024-03-04,4.019566142067205
2024-03-05,4.019566142067205
2024-03-06,4.019566142067205
2024-03-07,4.019566142067205
2024-03-08,4.019566142067205
2024-03-09,5.359421522756274
2024-03-10,6.699276903445343
2024-03-11,10.718843045512548
2024-03-12,14.738409187579753
2024-03-13,10.718843045512548
2024-03-14,10.718843045512548
2024-03-15,10.718843045512548
2024-03-16,9.37898766482348
2024-03-17,8.03913228413441
2024-03-18,6.699276903445343
2024-03-19,6.699276903445343
2024-03-20,6.699276903445343
2024-03-21,5.359421522756274
2024-03-22,4.019566142067205
2024-03-23,4.019566142067205
2024-03-24,4.019566142067205
2024-03-25,4.019566142067205
2024-03-26,4.019566142067205
2024-03-27,4.019566142067205
2024-03-28,4.019566142067205
2024-03-29,5.359421522756274
2024-03-30,4.019566142067205
2024-03-31,5.359421522756274
2024-04-01,5.359421522756274
2024-04-02,4.019566142067205
2024-04-03,4.019566142067205
2024-04-04,4.019566142067205
2024-04-05,4.019566142067205
2024-04-06,4.019566142067205
2024-04-07,4.019566142067205
2024-04-08,4.019566142067205
2024-04-09,4.019566142067205
2024-04-10,4.019566142067205
2024-04-11,2.679710761378137
2024-04-12,4.019566142067205
2024-04-13,2.679710761378137
2024-04-14,4.019566142067205
2024-04-15,2.679710761378137
2024-04-16,2.679710761378137
2024-04-17,4.019566142067205
2024-04-18,4.019566142067205
2024-04-19,4.019566142067205
2024-04-20,4.019566142067205
2024-04-21,6.699276903445343
2024-04-22,6.699276903445343
2024-04-23,5.359421522756274
2024-04-24,4.019566142067205
2024-04-25,5.359421522756274
2024-04-26,22.777541471714166
2024-04-27,26.79710761378137
2024-04-28,13.398553806890686
2024-04-29,8.03913228413441
2024-04-30,6.699276903445343
2024-05-01,5.359421522756274
2024-05-02,5.359421522756274
2024-05-03,4.019566142067205
2024-05-04,4.019566142067205
2024-05-05,4.019566142067205
2024-05-06,4.019566142067205
2024-05-07,4.019566142067205
2024-05-08,4.019566142067205
2024-05-09,4.019566142067205
2024-05-10,4.019566142067205
2024-05-11,4.019566142067205
2024-05-12,4.019566142067205
2024-05-13,4.019566142067205
2024-05-14,5.359421522756274
2024-05-15,6.699276903445343
2024-05-16,12.058698426201616
2024-05-17,5.359421522756274
2024-05-18,4.019566142067205
2024-05-19,4.019566142067205
2024-05-20,4.019566142067205
2024-05-21,4.019566142067205
2024-05-22,4.019566142067205
2024-05-23,4.019566142067205
2024-05-24,4.019566142067205
2024-05-25,4.019566142067205
2024-05-26,2.679710761378137
2024-05-27,4.019566142067205
2024-05-28,2.679710761378137
2024-05-29,4.019566142067205
2024-05-30,2.679710761378137
2024-05-31,2.679710761378137
2024-06-01,2.679710761378137
2024-06-02,2.679710761378137
2024-06-03,4.019566142067205
2024-06-04,4.019566142067205
2024-06-05,4.019566142067205
2024-06-06,4.019566142067205
2024-06-07,4.019566142067205
2024-06-08,4.019566142067205
2024-06-09,4.019566142067205
2024-06-10,4.019566142067205
2024-06-11,4.019566142067205
2024-06-12,4.019566142067205
2024-06-13,4.019566142067205
2024-06-14,2.679710761378137
2024-06-15,4.019566142067205
2024-06-16,4.019566142067205
2024-06-17,2.679710761378137
2024-06-18,4.019566142067205
2024-06-19,4.019566142067205
2024-06-20,4.019566142067205
2024-06-21,6.699276903445343
2024-06-22,8.03913228413441
2024-06-23,13.398553806890686
2024-06-24,10.718843045512548
2024-06-25,8.03913228413441
2024-06-26,8.03913228413441
2024-06-27,9.37898766482348
2024-06-28,8.03913228413441
2024-06-29,8.03913228413441
2024-06-30,8.03913228413441
2024-07-01,6.699276903445343
2024-07-02,6.699276903445343
2024-07-03,6.699276903445343
2024-07-04,6.699276903445343
2024-07-05,6.699276903445343
2024-07-06,6.699276903445343
2024-07-07,6.699276903445343
2024-07-08,6.699276903445343
2024-07-09,6.699276903445343
2024-07-10,8.03913228413441
2024-07-11,6.699276903445343
2024-07-12,6.699276903445343
2024-07-13,5.359421522756274
2024-07-14,5.359421522756274
2024-07-15,5.359421522756274
2024-07-16,5.359421522756274
2024-07-17,5.359421522756274
2024-07-18,5.359421522756274
2024-07-19,5.359421522756274
2024-07-20,5.359421522756274
2024-07-21,5.359421522756274
2024-07-22,5.359421522756274
2024-07-23,5.359421522756274
2024-07-24,5.359421522756274
2024-07-25,6.699276903445343
2024-07-26,6.699276903445343
2024-07-27,6.699276903445343
2024-07-28,6.699276903445343
2024-07-29,6.699276903445343
2024-07-30,6.699276903445343
2024-07-31,5.359421522756274
2024-08-01,5.359421522756274
2024-08-02,6.699276903445343
2024-08-03,6.699276903445343
2024-08-04,6.699276903445343
2024-08-05,5.359421522756274
2024-08-06,5.359421522756274
2024-08-07,6.699276903445343
2024-08-08,6.699276903445343
2024-08-09,6.699276903445343
2024-08-10,9.37898766482348
2024-08-11,32.15652913653764
2024-08-12,13.398553806890686
2024-08-13,8.03913228413441
2024-08-14,8.03913228413441
2024-08-15,8.03913228413441
2024-08-16,8.03913228413441
2024-08-17,13.398553806890686
2024-08-18,33.408911550621916
2024-08-19,9.449699344414185
2024-08-20,8.184745965069345
2024-08-21,8.184745965069345
2024-08-22,7.589720276069039
2024-08-23,8.184745965069345
2024-08-24,26.489118964897408
2024-08-25,18.304372999828065
2024-08-26,11.979606103103864
2024-08-27,10.714652723759023
2024-08-28,9.449699344414185
2024-08-29,9.449699344414185
2024-08-30,8.184745965069345
2024-08-31,9.449699344414185
2024-09-01,14.509512861793544
2024-09-02,10.714652723759023
2024-09-03,8.184745965069345
2024-09-04,8.184745965069345
2024-09-05,8.85467365541388
2024-09-06,11.309678412759329
2024-09-07,11.979606103103864
2024-09-08,92.0419886867964
2024-09-09,30.879004791932232
2024-09-10,10.119627034758718
2024-09-11,8.184745965069345
2024-09-12,8.85467365541388
2024-09-13,9.449699344414185
2024-09-14,13.244559482448704
2024-09-15,95.16692113448639
2024-09-16,18.304372999828065
2024-09-17,9.52041102400489
2024-09-18,8.330359646004279
2024-09-19,7.140308268003667
2024-09-20,8.330359646004279
2024-09-21,11.900513780006111
