Time,capital_one_login
2022-05-26,63.0
2022-05-27,72.0
2022-05-28,57.0
2022-05-29,42.0
2022-05-30,53.0
2022-05-31,78.0
2022-06-01,96.0
2022-06-02,80.0
2022-06-03,81.0
2022-06-04,63.0
2022-06-05,49.0
2022-06-06,72.0
2022-06-07,72.0
2022-06-08,75.0
2022-06-09,73.0
2022-06-10,80.0
2022-06-11,57.0
2022-06-12,47.0
2022-06-13,71.0
2022-06-14,75.0
2022-06-15,81.0
2022-06-16,76.0
2022-06-17,79.0
2022-06-18,57.0
2022-06-19,41.0
2022-06-20,67.0
2022-06-21,68.0
2022-06-22,75.0
2022-06-23,71.0
2022-06-24,75.0
2022-06-25,54.0
2022-06-26,46.0
2022-06-27,73.0
2022-06-28,72.0
2022-06-29,70.0
2022-06-30,84.0
2022-07-01,100.0
2022-07-02,70.0
2022-07-03,49.0
2022-07-04,61.0
2022-07-05,82.0
2022-07-06,85.0
2022-07-07,84.0
2022-07-08,84.0
2022-07-09,61.0
2022-07-10,52.0
2022-07-11,78.0
2022-07-12,76.0
2022-07-13,79.0
2022-07-14,83.0
2022-07-15,85.0
2022-07-16,61.0
2022-07-17,48.0
2022-07-18,78.0
2022-07-19,76.0
2022-07-20,76.0
2022-07-21,76.0
2022-07-22,74.0
2022-07-23,54.0
2022-07-24,47.0
2022-07-25,69.0
2022-07-26,68.0
2022-07-27,69.0
2022-07-28,77.0
2022-07-29,82.0
2022-07-30,59.0
2022-07-31,54.0
2022-08-01,92.0
2022-08-02,87.0
2022-08-03,85.0
2022-08-04,81.0
2022-08-05,83.0
2022-08-06,60.0
2022-08-07,54.0
2022-08-08,78.0
2022-08-09,77.0
2022-08-10,82.0
2022-08-11,78.0
2022-08-12,83.0
2022-08-13,61.0
2022-08-14,54.0
2022-08-15,77.0
2022-08-16,81.0
2022-08-17,80.0
2022-08-18,79.0
2022-08-19,80.0
2022-08-20,61.0
2022-08-21,52.0
2022-08-22,72.0
2022-08-23,76.0
2022-08-24,71.0
2022-08-25,71.0
2022-08-26,72.0
2022-08-27,62.0
2022-08-28,52.0
2022-08-29,67.11911819192295
2022-08-30,75.38069655427937
2022-08-31,77.82771396813635
2022-09-01,92.40385327899223
2022-09-02,92.90385327899223
2022-09-03,61.27806595035199
2022-09-04,53.016487587995556
2022-09-05,61.77806595035199
2022-09-06,77.82771396813635
2022-09-07,77.82771396813635
2022-09-08,78.30122267506485
2022-09-09,81.22174879585032
2022-09-10,58.85753982956651
2022-09-11,48.1489440533531
2022-09-12,71.9866617265654
2022-09-13,73.93367914042238
2022-09-14,78.80122267506485
2022-09-15,80.24824008892183
2022-09-16,81.22174879585032
2022-09-17,59.831048536495004
2022-09-18,46.201926639496115
2022-09-19,71.01315301963692
2022-09-20,76.85420526120785
2022-09-21,73.93367914042238
2022-09-22,69.06613560577992
2022-09-23,71.9866617265654
2022-09-24,56.91052241570952
2022-09-25,45.22841793256762
2022-09-26,64.69859207113745
2022-09-27,70.03964431270842
2022-09-28,70.07928862541684
2022-09-29,71.02630603927382
2022-09-30,81.44349759170065
2022-10-01,71.9733234531308
2022-10-02,57.76806224527604
2022-10-03,82.39051500555763
2022-10-04,83.33753241941461
2022-10-05,77.6554279362727
2022-10-06,78.60244535012968
2022-10-07,79.54946276398668
2022-10-08,59.66209707299001
2022-10-09,49.24490552056318
2022-10-10,70.07928862541684
2022-10-11,69.13227121155985
2022-10-12,74.81437569470175
2022-10-13,76.70841052241572
2022-10-14,81.44349759170065
2022-10-15,57.76806224527604
2022-10-16,46.40385327899223
2022-10-17,72.92034086698779
2022-10-18,75.76139310855874
2022-10-19,75.76139310855874
2022-10-20,72.92034086698779
2022-10-21,70.07928862541684
2022-10-22,47.35087069284921
2022-10-23,43.56280103742127
2022-10-24,71.9733234531308
2022-10-25,67.23823638384589
2022-10-26,70.07928862541684
2022-10-27,68.18525379770287
2022-10-28,74.81437569470175
2022-10-29,55.87402741756207
2022-10-30,44.50981845127826
2022-10-31,73.86735828084477
2022-11-01,86.17858466098556
2022-11-02,81.44349759170065
2022-11-03,87.12560207484255
2022-11-04,79.54946276398668
2022-11-05,58.715079659133025
2022-11-06,48.297888106706196
2022-11-07,70.07928862541684
2022-11-08,68.18525379770287
2022-11-09,68.18525379770287
2022-11-10,75.76139310855874
2022-11-11,69.13227121155985
2022-11-12,53.03297517599112
2022-11-13,47.35087069284921
2022-11-14,71.02630603927382
2022-11-15,85.23156724712858
2022-11-16,73.86735828084477
2022-11-17,67.23823638384589
2022-11-18,76.70841052241572
2022-11-19,58.715079659133025
2022-11-20,47.35087069284921
2022-11-21,63.45016672841794
2022-11-22,68.18525379770287
2022-11-23,70.07928862541684
2022-11-24,37.88069655427937
2022-11-25,59.66209707299001
2022-11-26,52.085957762134136
2022-11-27,54.927010003705085
2022-11-28,74.81437569470175
2022-11-29,73.86735828084477
2022-11-30,79.54946276398668
2022-12-01,88.07261948869953
2022-12-02,86.17858466098556
2022-12-03,64.39718414227492
2022-12-04,54.927010003705085
2022-12-05,74.81437569470175
2022-12-06,73.86735828084477
2022-12-07,71.9733234531308
2022-12-08,73.86735828084477
2022-12-09,76.70841052241572
2022-12-10,59.66209707299001
2022-12-11,47.35087069284921
2022-12-12,70.07928862541684
2022-12-13,70.07928862541684
2022-12-14,74.81437569470175
2022-12-15,77.6554279362727
2022-12-16,81.44349759170065
2022-12-17,63.45016672841794
2022-12-18,49.24490552056318
2022-12-19,69.13227121155985
2022-12-20,72.92034086698779
2022-12-21,72.92034086698779
2022-12-22,71.02630603927382
2022-12-23,62.50314931456096
2022-12-24,41.66876620970731
2022-12-25,29.357539829566512
2022-12-26,55.87402741756207
2022-12-27,72.92034086698779
2022-12-28,83.33753241941461
2022-12-29,76.70841052241572
2022-12-30,86.17858466098556
2022-12-31,62.50314931456096
2023-01-01,49.24490552056318
2023-01-02,81.44349759170065
2023-01-03,82.39051500555763
2023-01-04,84.2845498332716
2023-01-05,80.49648017784367
2023-01-06,82.39051500555763
2023-01-07,66.29121896998889
2023-01-08,51.138940348277146
2023-01-09,70.07928862541684
2023-01-10,72.92034086698779
2023-01-11,74.81437569470175
2023-01-12,75.76139310855874
2023-01-13,78.60244535012968
2023-01-14,61.556131900703974
2023-01-15,48.297888106706196
2023-01-16,63.45016672841794
2023-01-17,66.29121896998889
2023-01-18,71.9733234531308
2023-01-19,70.07928862541684
2023-01-20,71.9733234531308
2023-01-21,58.715079659133025
2023-01-22,45.45683586513525
2023-01-23,66.29121896998889
2023-01-24,67.23823638384589
2023-01-25,64.39718414227492
2023-01-26,65.3442015561319
2023-01-27,70.07928862541684
2023-01-28,59.66209707299001
2023-01-29,48.297888106706196
2023-01-30,65.3442015561319
2023-01-31,75.76139310855874
2023-02-01,85.23156724712858
2023-02-02,87.12560207484255
2023-02-03,92.80770655798446
2023-02-04,71.9733234531308
2023-02-05,54.927010003705085
2023-02-06,73.86735828084477
2023-02-07,75.76139310855874
2023-02-08,75.76139310855874
2023-02-09,72.92034086698779
2023-02-10,76.70841052241572
2023-02-11,65.3442015561319
2023-02-12,52.085957762134136
2023-02-13,64.39718414227492
2023-02-14,71.02630603927382
2023-02-15,79.54946276398668
2023-02-16,74.81437569470175
2023-02-17,82.39051500555763
2023-02-18,69.13227121155985
2023-02-19,53.03297517599112
2023-02-20,73.86735828084477
2023-02-21,71.02630603927382
2023-02-22,74.81437569470175
2023-02-23,74.81437569470175
2023-02-24,79.54946276398668
2023-02-25,62.50314931456096
2023-02-26,57.76806224527604
2023-02-27,74.81437569470175
2023-02-28,84.2845498332716
2023-03-01,93.75472397184144
2023-03-02,83.33753241941461
2023-03-03,86.17858466098556
2023-03-04,71.02630603927382
2023-03-05,58.715079659133025
2023-03-06,75.76139310855874
2023-03-07,77.6554279362727
2023-03-08,78.60244535012968
2023-03-09,81.44349759170065
2023-03-10,80.49648017784367
2023-03-11,64.39718414227492
2023-03-12,55.87402741756207
2023-03-13,74.81437569470175
2023-03-14,75.76139310855874
2023-03-15,81.44349759170065
2023-03-16,80.49648017784367
2023-03-17,75.76139310855874
2023-03-18,61.556131900703974
2023-03-19,53.9799925898481
2023-03-20,72.92034086698779
2023-03-21,71.02630603927382
2023-03-22,68.18525379770287
2023-03-23,71.9733234531308
2023-03-24,66.29121896998889
2023-03-25,56.82104483141905
2023-03-26,49.24490552056318
2023-03-27,70.07928862541684
2023-03-28,70.07928862541684
2023-03-29,71.02630603927382
2023-03-30,74.81437569470175
2023-03-31,86.17858466098556
2023-04-01,76.70841052241572
2023-04-02,67.23823638384589
2023-04-03,83.33753241941461
2023-04-04,79.54946276398668
2023-04-05,78.60244535012968
2023-04-06,81.44349759170065
2023-04-07,78.60244535012968
2023-04-08,58.715079659133025
2023-04-09,44.50981845127826
2023-04-10,80.49648017784367
2023-04-11,75.76139310855874
2023-04-12,78.60244535012968
2023-04-13,76.70841052241572
2023-04-14,82.39051500555763
2023-04-15,61.556131900703974
2023-04-16,56.82104483141905
2023-04-17,76.70841052241572
2023-04-18,72.92034086698779
2023-04-19,73.86735828084477
2023-04-20,71.9733234531308
2023-04-21,76.70841052241572
2023-04-22,56.82104483141905
2023-04-23,49.24490552056318
2023-04-24,65.3442015561319
2023-04-25,67.23823638384589
2023-04-26,67.01121166134592
2023-04-27,65.55825343734617
2023-04-28,73.86735828084477
2023-04-29,63.599354403203634
2023-04-30,55.763758266633516
2023-05-01,94.90930684626981
2023-05-02,76.80570683205856
2023-05-03,76.80570683205856
2023-05-04,73.86735828084477
2023-05-05,78.7646058662011
2023-05-06,59.681556334918575
2023-05-07,50.3930019743487
2023-05-08,76.80570683205856
2023-05-09,70.92900972963098
2023-05-10,71.90845924670224
2023-05-11,73.86735828084477
2023-05-12,71.90845924670224
2023-05-13,63.599354403203634
2023-05-14,43.53685535484985
2023-05-15,78.7646058662011
2023-05-16,77.78515634912982
2023-05-17,74.84680779791603
2023-05-18,72.88790876377351
2023-05-19,70.92900972963098
2023-05-20,55.763758266633516
2023-05-21,47.45465342313491
2023-05-22,64.07286311013212
2023-05-23,67.99066117841718
2023-05-24,67.01121166134592
2023-05-25,69.47605150563122
2023-05-26,76.9030031417014
2023-05-27,54.641607495419414
2023-05-28,45.534672912849516
2023-05-29,54.641607495419414
2023-05-30,75.89112152141585
2023-05-31,87.02181934455685
2023-06-01,95.1168723068412
2023-06-02,91.06934582569903
2023-06-03,69.81983179970258
2023-06-04,55.65348911570496
2023-06-05,80.95052962284358
2023-06-06,77.91488476198694
2023-06-07,79.93864800255804
2023-06-08,79.93864800255804
2023-06-09,83.98617448370021
2023-06-10,61.72477883741823
2023-06-11,55.65348911570496
2023-06-12,76.9030031417014
2023-06-13,78.92676638227249
2023-06-14,79.93864800255804
2023-06-15,86.0099377242713
2023-06-16,87.02181934455685
2023-06-17,60.712897217132685
2023-06-18,43.51090967227842
2023-06-19,64.76042369827486
2023-06-20,68.80795017941705
2023-06-21,76.9030031417014
2023-06-22,68.80795017941705
2023-06-23,70.83171341998813
2023-06-24,55.65348911570496
2023-06-25,44.522791292563966
2023-06-26,63.74854207798932
2023-06-27,78.92676638227249
2023-06-28,73.86735828084477
2023-06-29,74.8792399011303
2023-06-30,101.18816202855447
2023-07-01,74.8792399011303
2023-07-02,58.68913397656159
2023-07-03,80.95052962284358
2023-07-04,62.73666045770377
2023-07-05,88.0337009648424
2023-07-06,87.02181934455685
2023-07-07,84.99805610398576
2023-07-08,61.72477883741823
2023-07-09,54.641607495419414
2023-07-10,80.95052962284358
2023-07-11,74.8792399011303
2023-07-12,73.86735828084477
2023-07-13,78.92676638227249
2023-07-14,79.93864800255804
2023-07-15,59.70101559684714
2023-07-16,50.594081014277236
2023-07-17,68.80795017941705
2023-07-18,71.84359504027367
2023-07-19,69.81983179970258
2023-07-20,65.77230531856041
2023-07-21,66.78418693884595
2023-07-22,48.57031777370615
2023-07-23,43.51090967227842
2023-07-24,63.74854207798932
2023-07-25,62.73666045770377
2023-07-26,64.76042369827486
2023-07-27,64.76042369827486
2023-07-28,67.7960685591315
2023-07-29,56.66537073599051
2023-07-30,45.534672912849516
2023-07-31,67.7960685591315
2023-08-01,84.99805610398576
2023-08-02,74.8792399011303
2023-08-03,76.9030031417014
2023-08-04,74.8792399011303
2023-08-05,57.67725235627605
2023-08-06,45.534672912849516
2023-08-07,73.86735828084477
2023-08-08,68.80795017941705
2023-08-09,66.78418693884595
2023-08-10,65.77230531856041
2023-08-11,66.78418693884595
2023-08-12,48.57031777370615
2023-08-13,43.51090967227842
2023-08-14,72.85547666055922
2023-08-15,69.81983179970258
2023-08-16,65.77230531856041
2023-08-17,62.73666045770377
2023-08-18,64.76042369827486
2023-08-19,48.57031777370615
2023-08-20,41.48714643170734
2023-08-21,57.67725235627605
2023-08-22,54.641607495419414
2023-08-23,53.62972587513387
2023-08-24,53.62972587513387
2023-08-25,53.62972587513387
2023-08-26,45.534672912849516
2023-08-27,46.54655453313506
2023-08-28,58.68913397656159
2023-08-29,52.61784425484833
2023-08-30,53.62972587513387
2023-08-31,72.85547666055922
2023-09-01,75.89112152141585
2023-09-02,53.62972587513387
2023-09-03,42.49902805199288
2023-09-04,47.5584361534206
2023-09-05,61.72477883741823
2023-09-06,60.712897217132685
2023-09-07,55.65348911570496
2023-09-08,60.712897217132685
2023-09-09,46.54655453313506
2023-09-10,41.48714643170734
2023-09-11,64.76042369827486
2023-09-12,53.62972587513387
2023-09-13,53.62972587513387
2023-09-14,56.66537073599051
2023-09-15,62.73666045770377
2023-09-16,45.534672912849516
2023-09-17,39.463383191136245
2023-09-18,52.61784425484833
2023-09-19,62.73666045770377
2023-09-20,56.66537073599051
2023-09-21,57.67725235627605
2023-09-22,55.65348911570496
2023-09-23,43.51090967227842
2023-09-24,42.49902805199288
2023-09-25,55.65348911570496
2023-09-26,49.582199393991694
2023-09-27,54.641607495419414
2023-09-28,68.80795017941705
2023-09-29,64.76042369827486
2023-09-30,55.65348911570496
2023-10-01,50.594081014277236
2023-10-02,67.7960685591315
2023-10-03,71.84359504027367
2023-10-04,64.76042369827486
2023-10-05,65.77230531856041
2023-10-06,70.83171341998813
2023-10-07,52.61784425484833
2023-10-08,40.47526481142179
2023-10-09,61.72477883741823
2023-10-10,63.74854207798932
2023-10-11,63.74854207798932
2023-10-12,70.83171341998813
2023-10-13,72.85547666055922
2023-10-14,52.61784425484833
2023-10-15,42.49902805199288
2023-10-16,62.73666045770377
2023-10-17,61.72477883741823
2023-10-18,60.712897217132685
2023-10-19,56.66537073599051
2023-10-20,63.74854207798932
2023-10-21,46.54655453313506
2023-10-22,42.49902805199288
2023-10-23,54.641607495419414
2023-10-24,56.66537073599051
2023-10-25,54.641607495419414
2023-10-26,55.65348911570496
2023-10-27,56.66537073599051
2023-10-28,44.522791292563966
2023-10-29,38.4515015708507
2023-10-30,57.67725235627605
2023-10-31,62.73666045770377
2023-11-01,74.8792399011303
2023-11-02,75.89112152141585
2023-11-03,69.81983179970258
2023-11-04,56.66537073599051
2023-11-05,46.54655453313506
2023-11-06,64.76042369827486
2023-11-07,65.77230531856041
2023-11-08,61.72477883741823
2023-11-09,60.712897217132685
2023-11-10,61.72477883741823
2023-11-11,49.582199393991694
2023-11-12,41.48714643170734
2023-11-13,59.70101559684714
2023-11-14,60.712897217132685
2023-11-15,63.74854207798932
2023-11-16,60.712897217132685
2023-11-17,63.74854207798932
2023-11-18,47.5584361534206
2023-11-19,39.463383191136245
2023-11-20,60.712897217132685
2023-11-21,56.66537073599051
2023-11-22,59.70101559684714
2023-11-23,33.392093469422974
2023-11-24,48.57031777370615
2023-11-25,44.522791292563966
2023-11-26,43.51090967227842
2023-11-27,63.74854207798932
2023-11-28,63.74854207798932
2023-11-29,60.712897217132685
2023-11-30,63.74854207798932
2023-12-01,82.97429286341468
2023-12-02,65.77230531856041
2023-12-03,52.61784425484833
2023-12-04,71.84359504027367
2023-12-05,70.83171341998813
2023-12-06,70.83171341998813
2023-12-07,66.78418693884595
2023-12-08,70.83171341998813
2023-12-09,60.712897217132685
2023-12-10,51.60596263456278
2023-12-11,62.73666045770377
2023-12-12,67.7960685591315
2023-12-13,61.72477883741823
2023-12-14,65.77230531856041
2023-12-15,71.84359504027367
2023-12-16,54.641607495419414
2023-12-17,43.51090967227842
2023-12-18,59.70101559684714
2023-12-19,59.70101559684714
2023-12-20,62.73666045770377
2023-12-21,62.73666045770377
2023-12-22,63.48690592870475
2023-12-23,47.883852180114246
2023-12-24,31.490482559280988
2023-12-25,26.194672955717493
2023-12-26,57.685155514998485
2023-12-27,71.48601177106069
2023-12-28,75.88072262836003
2023-12-29,73.68336719971036
2023-12-30,54.98185927620604
2023-12-31,44.39024006907904
2024-01-01,50.58714841890669
2024-01-02,78.97917680327386
2024-01-03,76.78182137462419
2024-01-04,78.0780780570097
2024-01-05,71.88116970718207
2024-01-06,55.487800086348805
2024-01-07,46.58759549772872
2024-01-08,59.88251094364816
2024-01-09,62.585807182440604
2024-01-10,64.78316261109028
2024-01-11,66.07941929347581
2024-01-12,67.48645884988272
2024-01-13,52.38934591143499
2024-01-14,41.6869438302866
2024-01-15,57.685155514998485
2024-01-16,58.586254261262624
2024-01-17,63.88206386482612
2024-01-18,62.980965118561976
2024-01-19,62.585807182440604
2024-01-20,52.784503847556365
2024-01-21,39.515793612137614
2024-01-22,54.5317951847499
2024-01-23,54.5317951847499
2024-01-24,58.48337454596366
2024-01-25,60.06400629044917
2024-01-26,57.69305867372091
2024-01-27,48.209268206807884
2024-01-28,41.096425356623115
2024-01-29,54.5317951847499
2024-01-30,62.43495390717743
2024-01-31,60.85432216269192
2024-02-01,72.70906024633321
2024-02-02,73.49937611857595
2024-02-03,60.06400629044917
2024-02-04,48.99958407905064
2024-02-05,60.06400629044917
2024-02-06,62.43495390717743
2024-02-07,57.69305867372091
2024-02-08,59.27369041820642
2024-02-09,60.85432216269192
2024-02-10,48.99958407905064
2024-02-11,41.886741228865866
2024-02-12,47.418952334565134
2024-02-13,55.322111056992654
2024-02-14,55.322111056992654
2024-02-15,57.69305867372091
2024-02-16,64.01558565166293
2024-02-17,48.99958407905064
2024-02-18,35.564214250923854
2024-02-19,44.257688845594124
2024-02-20,47.418952334565134
2024-02-21,44.257688845594124
2024-02-22,46.62863646232238
2024-02-23,47.418952334565134
2024-02-24,39.515793612137614
2024-02-25,32.402950761952845
2024-02-26,41.096425356623115
2024-02-27,39.515793612137614
2024-02-28,45.048004717836875
2024-02-29,50.58021582353614
2024-03-01,64.80590152390569
2024-03-02,52.9511634402644
2024-03-03,35.564214250923854
2024-03-04,52.160847568021644
2024-03-05,48.99958407905064
2024-03-06,48.99958407905064
2024-03-07,44.257688845594124
2024-03-08,48.99958407905064
2024-03-09,38.725477739894856
2024-03-10,39.515793612137614
2024-03-11,50.58021582353614
2024-03-12,52.160847568021644
2024-03-13,52.160847568021644
2024-03-14,58.48337454596366
2024-03-15,55.322111056992654
2024-03-16,41.886741228865866
2024-03-17,34.773898378681096
2024-03-18,46.62863646232238
2024-03-19,56.90274280147816
2024-03-20,55.322111056992654
2024-03-21,50.58021582353614
2024-03-22,47.418952334565134
2024-03-23,48.99958407905064
2024-03-24,38.725477739894856
2024-03-25,53.74147931250715
2024-03-26,48.209268206807884
2024-03-27,52.160847568021644
2024-03-28,59.27369041820642
2024-03-29,59.27369041820642
2024-03-30,38.725477739894856
2024-03-31,38.725477739894856
2024-04-01,68.75748088511945
2024-04-02,66.38653326839119
2024-04-03,65.59621739614843
2024-04-04,65.59621739614843
2024-04-05,60.06400629044917
2024-04-06,48.209268206807884
2024-04-07,38.725477739894856
2024-04-08,51.370531695778894
2024-04-09,58.48337454596366
2024-04-10,48.209268206807884
2024-04-11,46.62863646232238
2024-04-12,46.62863646232238
2024-04-13,39.515793612137614
2024-04-14,35.564214250923854
2024-04-15,55.322111056992654
2024-04-16,44.257688845594124
2024-04-17,41.886741228865866
2024-04-18,43.467372973351374
2024-04-19,43.467372973351374
2024-04-20,33.193266634195595
2024-04-21,30.032003145224586
2024-04-22,41.096425356623115
2024-04-23,38.725477739894856
2024-04-24,37.935161867652106
2024-04-25,38.725477739894856
2024-04-26,41.096425356623115
2024-04-27,34.773898378681096
2024-04-28,31.61263488971009
2024-04-29,46.62863646232238
2024-04-30,41.886741228865866
2024-05-01,50.58021582353614
2024-05-02,47.418952334565134
2024-05-03,50.58021582353614
2024-05-04,38.725477739894856
2024-05-05,33.193266634195595
2024-05-06,44.257688845594124
2024-05-07,41.096425356623115
2024-05-08,38.725477739894856
2024-05-09,41.886741228865866
2024-05-10,41.886741228865866
2024-05-11,33.983582506438346
2024-05-12,27.661055528496327
2024-05-13,41.886741228865866
2024-05-14,41.886741228865866
2024-05-15,44.257688845594124
2024-05-16,42.67705710110862
2024-05-17,44.257688845594124
2024-05-18,33.983582506438346
2024-05-19,28.45137140073908
2024-05-20,41.096425356623115
2024-05-21,41.886741228865866
2024-05-22,40.306109484380364
2024-05-23,41.886741228865866
2024-05-24,52.9511634402644
2024-05-25,36.354530123166604
2024-05-26,30.822319017467336
2024-05-27,30.032003145224586
2024-05-28,41.886741228865866
2024-05-29,42.67705710110862
2024-05-30,48.209268206807884
2024-05-31,67.17684914063393
2024-06-01,50.58021582353614
2024-06-02,44.257688845594124
2024-06-03,62.43495390717743
2024-06-04,52.160847568021644
2024-06-05,67.17684914063393
2024-06-06,61.64463803493467
2024-06-07,63.22526977942018
2024-06-08,47.418952334565134
2024-06-09,40.306109484380364
2024-06-10,61.64463803493467
2024-06-11,52.160847568021644
2024-06-12,56.11242692923541
2024-06-13,56.11242692923541
2024-06-14,60.85432216269192
2024-06-15,45.048004717836875
2024-06-16,34.773898378681096
2024-06-17,52.9511634402644
2024-06-18,56.11242692923541
2024-06-19,56.90274280147816
2024-06-20,47.418952334565134
2024-06-21,42.67705710110862
2024-06-22,35.564214250923854
2024-06-23,29.24168727298183
2024-06-24,40.306109484380364
2024-06-25,40.306109484380364
2024-06-26,42.67705710110862
2024-06-27,51.370531695778894
2024-06-28,60.85432216269192
2024-06-29,41.096425356623115
2024-06-30,32.402950761952845
2024-07-01,71.12842850184771
2024-07-02,64.01558565166293
2024-07-03,58.48337454596366
2024-07-04,47.418952334565134
2024-07-05,57.69305867372091
2024-07-06,45.048004717836875
2024-07-07,39.515793612137614
2024-07-08,55.322111056992654
2024-07-09,59.27369041820642
2024-07-10,62.43495390717743
2024-07-11,64.01558565166293
2024-07-12,61.64463803493467
2024-07-13,45.048004717836875
2024-07-14,39.515793612137614
2024-07-15,59.27369041820642
2024-07-16,58.48337454596366
2024-07-17,60.06400629044917
2024-07-18,60.06400629044917
2024-07-19,56.90274280147816
2024-07-20,46.62863646232238
2024-07-21,38.725477739894856
2024-07-22,54.5317951847499
2024-07-23,54.5317951847499
2024-07-24,46.62863646232238
2024-07-25,52.160847568021644
2024-07-26,46.62863646232238
2024-07-27,32.402950761952845
2024-07-28,30.822319017467336
2024-07-29,39.515793612137614
2024-07-30,40.306109484380364
2024-07-31,46.62863646232238
2024-08-01,52.160847568021644
2024-08-02,55.322111056992654
2024-08-03,40.306109484380364
2024-08-04,32.402950761952845
2024-08-05,44.257688845594124
2024-08-06,41.886741228865866
2024-08-07,43.467372973351374
2024-08-08,41.886741228865866
2024-08-09,41.096425356623115
2024-08-10,33.983582506438346
2024-08-11,31.61263488971009
2024-08-12,42.67705710110862
2024-08-13,41.886741228865866
2024-08-14,42.67705710110862
2024-08-15,43.467372973351374
2024-08-16,57.69305867372091
2024-08-17,44.257688845594124
2024-08-18,38.83455259194767
2024-08-19,55.270343641780244
2024-08-20,50.57440334182808
2024-08-21,56.2467497487076
2024-08-22,50.57440334182808
2024-08-23,50.57440334182808
2024-08-24,42.844710870375465
2024-08-25,34.53377022811688
2024-08-26,49.20283929877935
2024-08-27,52.2365914702798
2024-08-28,52.922373491804166
2024-08-29,53.608155513328526
2024-08-30,58.304095813280696
2024-08-31,45.87846304187592
2024-09-01,44.2162749134242
2024-09-02,43.53049289189983
2024-09-03,48.226433191851996
2024-09-04,47.250027084924646
2024-09-05,43.53049289189983
2024-09-06,43.53049289189983
2024-09-07,33.16220618506815
2024-09-08,31.104860120495054
2024-09-09,39.52033461347203
2024-09-10,37.17236446349595
2024-09-11,36.88174037809296
2024-09-12,41.18252274192375
2024-09-13,44.90205693494856
2024-09-14,39.52033461347203
2024-09-15,33.16220618506815
2024-09-16,41.86830476344811
2024-09-17,40.10612378561243
2024-09-18,41.84986829803036
2024-09-19,38.94362744400048
2024-09-20,41.84986829803036
2024-09-21,32.54989756513473
2024-09-22,28.481160369492883
