Time,la_liga
2022-10-18,17.052983825989962
2022-10-19,27.609592861126604
2022-10-20,33.29392080312326
2022-10-21,18.67707752370329
2022-10-22,47.09871723368656
2022-10-23,56.843279419966535
2022-10-24,18.67707752370329
2022-10-25,7.308421639709983
2022-10-26,6.496374790853318
2022-10-27,7.308421639709983
2022-10-28,12.992749581706637
2022-10-29,51.970998326826546
2022-10-30,57.6553262688232
2022-10-31,18.67707752370329
2022-11-01,8.120468488566647
2022-11-02,5.684327941996654
2022-11-03,6.496374790853318
2022-11-04,10.556609035136642
2022-11-05,44.66257668711656
2022-11-06,38.97824874511991
2022-11-07,32.48187395426659
2022-11-08,35.73006134969325
2022-11-09,24.361405465699942
2022-11-10,25.985499163413273
2022-11-11,12.180702732849971
2022-11-12,17.052983825989962
2022-11-13,12.992749581706637
2022-11-14,4.872281093139989
2022-11-15,3.248187395426659
2022-11-16,2.4361405465699946
2022-11-17,2.4361405465699946
2022-11-18,2.4361405465699946
2022-11-19,3.248187395426659
2022-11-20,3.248187395426659
2022-11-21,2.4361405465699946
2022-11-22,2.4361405465699946
2022-11-23,2.4361405465699946
2022-11-24,3.248187395426659
2022-11-25,2.4361405465699946
2022-11-26,3.248187395426659
2022-11-27,4.060234244283324
2022-11-28,2.4361405465699946
2022-11-29,2.4361405465699946
2022-11-30,2.4361405465699946
2022-12-01,3.248187395426659
2022-12-02,2.4361405465699946
2022-12-03,3.248187395426659
2022-12-04,3.248187395426659
2022-12-05,2.4361405465699946
2022-12-06,2.4361405465699946
2022-12-07,2.4361405465699946
2022-12-08,2.4361405465699946
2022-12-09,2.4361405465699946
2022-12-10,3.248187395426659
2022-12-11,3.248187395426659
2022-12-12,2.4361405465699946
2022-12-13,2.4361405465699946
2022-12-14,2.4361405465699946
2022-12-15,2.4361405465699946
2022-12-16,2.4361405465699946
2022-12-17,3.248187395426659
2022-12-18,4.872281093139989
2022-12-19,4.872281093139989
2022-12-20,4.872281093139989
2022-12-21,4.872281093139989
2022-12-22,4.872281093139989
2022-12-23,4.872281093139989
2022-12-24,5.684327941996654
2022-12-25,5.684327941996654
2022-12-26,9.744562186279978
2022-12-27,8.120468488566647
2022-12-28,8.932515337423313
2022-12-29,19.489124372559957
2022-12-30,30.857780256553262
2022-12-31,40.60234244283324
2023-01-01,16.240936977133295
2023-01-02,10.556609035136642
2023-01-03,9.744562186279978
2023-01-04,10.556609035136642
2023-01-05,8.932515337423313
2023-01-06,12.992749581706637
2023-01-07,43.038482989403235
2023-01-08,50.34690462911322
2023-01-09,18.67707752370329
2023-01-10,8.932515337423313
2023-01-11,9.744562186279978
2023-01-12,9.744562186279978
2023-01-13,10.556609035136642
2023-01-14,24.361405465699942
2023-01-15,26.797546012269937
2023-01-16,13.804796430563302
2023-01-17,9.744562186279978
2023-01-18,7.308421639709983
2023-01-19,9.744562186279978
2023-01-20,11.368655883993307
2023-01-21,33.29392080312326
2023-01-22,59.27941996653653
2023-01-23,16.240936977133295
2023-01-24,9.744562186279978
2023-01-25,9.744562186279978
2023-01-26,11.368655883993307
2023-01-27,12.180702732849971
2023-01-28,40.60234244283324
2023-01-29,48.722810931399884
2023-01-30,18.67707752370329
2023-01-31,11.368655883993307
2023-02-01,22.737311767986615
2023-02-02,25.985499163413273
2023-02-03,16.240936977133295
2023-02-04,37.35415504740658
2023-02-05,75.52035694366982
2023-02-06,20.30117122141662
2023-02-07,9.744562186279978
2023-02-08,8.932515337423313
2023-02-09,8.932515337423313
2023-02-10,12.180702732849971
2023-02-11,31.669827105409926
2023-02-12,47.09871723368656
2023-02-13,15.428890128276631
2023-02-14,8.932515337423313
2023-02-15,20.30117122141662
2023-02-16,15.428890128276631
2023-02-17,13.804796430563302
2023-02-18,45.47462353597323
2023-02-19,54.40713887339654
2023-02-20,20.30117122141662
2023-02-21,9.744562186279978
2023-02-22,7.308421639709983
2023-02-23,8.932515337423313
2023-02-24,14.616843279419966
2023-02-25,55.21918572225321
2023-02-26,63.33965421081985
2023-02-27,19.489124372559957
2023-02-28,10.556609035136642
2023-03-01,8.932515337423313
2023-03-02,12.180702732849971
2023-03-03,12.180702732849971
2023-03-04,37.35415504740658
2023-03-05,73.89626324595649
2023-03-06,19.489124372559957
2023-03-07,8.120468488566647
2023-03-08,6.496374790853318
2023-03-09,8.120468488566647
2023-03-10,12.992749581706637
2023-03-11,41.4143892916899
2023-03-12,60.90351366424986
2023-03-13,20.30117122141662
2023-03-14,8.932515337423313
2023-03-15,6.496374790853318
2023-03-16,7.308421639709983
2023-03-17,11.368655883993307
2023-03-18,34.918014500836584
2023-03-19,81.20468488566648
2023-03-20,21.925264919129948
2023-03-21,8.120468488566647
2023-03-22,5.684327941996654
2023-03-23,5.684327941996654
2023-03-24,4.872281093139989
2023-03-25,10.556609035136642
2023-03-26,8.932515337423313
2023-03-27,4.872281093139989
2023-03-28,4.872281093139989
2023-03-29,4.872281093139989
2023-03-30,5.684327941996654
2023-03-31,8.932515337423313
2023-04-01,38.166201896263246
2023-04-02,48.722810931399884
2023-04-03,14.616843279419966
2023-04-04,8.120468488566647
2023-04-05,12.180702732849971
2023-04-06,8.932515337423313
2023-04-07,11.368655883993307
2023-04-08,45.47462353597323
2023-04-09,46.28667038482989
2023-04-10,26.797546012269937
2023-04-11,9.744562186279978
2023-04-12,6.496374790853318
2023-04-13,6.496374790853318
2023-04-14,11.368655883993307
2023-04-15,46.28667038482989
2023-04-16,61.715560513106524
2023-04-17,18.67707752370329
2023-04-18,8.120468488566647
2023-04-19,6.496374790853318
2023-04-20,8.120468488566647
2023-04-21,12.992749581706637
2023-04-22,48.722810931399884
2023-04-23,63.33965421081985
2023-04-24,17.052983825989962
2023-04-25,31.669827105409926
2023-04-26,39.70845835068868
2023-04-27,21.046008740036854
2023-04-28,15.890394195900136
2023-04-29,67.49912105445227
2023-04-30,40.502978060483684
2023-05-01,21.840528449831858
2023-05-02,44.8640728948254
2023-05-03,28.196686128191914
2023-05-04,22.635048159626866
2023-05-05,14.689851061676798
2023-05-06,28.585182413558584
2023-05-07,30.1742218331486
2023-05-08,16.27889048126681
2023-05-09,9.12821309311175
2023-05-10,8.333693383316742
2023-05-11,12.306291932291776
2023-05-12,16.27889048126681
2023-05-13,41.297497770278696
2023-05-14,73.85527873281231
2023-05-15,28.991205837986918
2023-05-16,12.306291932291776
2023-05-17,9.922732802906756
2023-05-18,12.712315356720108
2023-05-19,16.27889048126681
2023-05-20,35.735859801713644
2023-05-21,54.39830941236548
2023-05-22,25.813126998806894
2023-05-23,26.201623284173564
2023-05-24,30.580245257576934
2023-05-25,21.046008740036854
2023-05-26,16.316843985400325
2023-05-27,32.63368797080065
2023-05-28,45.84256167326758
2023-05-29,27.971732546400556
2023-05-30,9.323910848800185
2023-05-31,9.323910848800185
2023-06-01,6.992933136600139
2023-06-02,6.992933136600139
2023-06-03,14.762858843933628
2023-06-04,65.2673759416013
2023-06-05,12.431881131733581
2023-06-06,6.215940565866791
2023-06-07,5.438947995133442
2023-06-08,4.661955424400093
2023-06-09,3.884962853666744
2023-06-10,5.438947995133442
2023-06-11,4.661955424400093
2023-06-12,3.884962853666744
2023-06-13,3.1079702829333953
2023-06-14,3.1079702829333953
2023-06-15,3.1079702829333953
2023-06-16,3.1079702829333953
2023-06-17,3.884962853666744
2023-06-18,3.884962853666744
2023-06-19,3.1079702829333953
2023-06-20,2.3309777122000463
2023-06-21,3.1079702829333953
2023-06-22,3.884962853666744
2023-06-23,2.3309777122000463
2023-06-24,3.1079702829333953
2023-06-25,3.884962853666744
2023-06-26,3.1079702829333953
2023-06-27,2.3309777122000463
2023-06-28,2.3309777122000463
2023-06-29,2.3309777122000463
2023-06-30,3.1079702829333953
2023-07-01,5.438947995133442
2023-07-02,6.992933136600139
2023-07-03,3.884962853666744
2023-07-04,4.661955424400093
2023-07-05,3.1079702829333953
2023-07-06,2.3309777122000463
2023-07-07,3.1079702829333953
2023-07-08,5.438947995133442
2023-07-09,6.992933136600139
2023-07-10,4.661955424400093
2023-07-11,3.1079702829333953
2023-07-12,3.1079702829333953
2023-07-13,3.1079702829333953
2023-07-14,4.661955424400093
2023-07-15,5.438947995133442
2023-07-16,7.769925707333488
2023-07-17,4.661955424400093
2023-07-18,3.1079702829333953
2023-07-19,2.3309777122000463
2023-07-20,3.1079702829333953
2023-07-21,3.1079702829333953
2023-07-22,4.661955424400093
2023-07-23,4.661955424400093
2023-07-24,3.884962853666744
2023-07-25,3.1079702829333953
2023-07-26,3.884962853666744
2023-07-27,3.884962853666744
2023-07-28,3.884962853666744
2023-07-29,3.884962853666744
2023-07-30,5.438947995133442
2023-07-31,3.884962853666744
2023-08-01,3.884962853666744
2023-08-02,3.1079702829333953
2023-08-03,4.661955424400093
2023-08-04,3.884962853666744
2023-08-05,6.215940565866791
2023-08-06,6.992933136600139
2023-08-07,4.661955424400093
2023-08-08,4.661955424400093
2023-08-09,4.661955424400093
2023-08-10,5.438947995133442
2023-08-11,17.093836556133674
2023-08-12,40.403613678134136
2023-08-13,45.06556910253423
2023-08-14,17.870829126867022
2023-08-15,8.546918278066837
2023-08-16,6.992933136600139
2023-08-17,6.215940565866791
2023-08-18,12.431881131733581
2023-08-19,40.403613678134136
2023-08-20,40.403613678134136
2023-08-21,17.870829126867022
2023-08-22,9.323910848800185
2023-08-23,7.769925707333488
2023-08-24,8.546918278066837
2023-08-25,23.309777122000465
2023-08-26,34.18767311226735
2023-08-27,41.95759881960084
2023-08-28,19.42481426833372
2023-08-29,10.100903419533534
2023-08-30,7.769925707333488
2023-08-31,8.546918278066837
2023-09-01,13.985866273200278
2023-09-02,46.61955424400093
2023-09-03,54.389479951334415
2023-09-04,19.42481426833372
2023-09-05,7.769925707333488
2023-09-06,5.438947995133442
2023-09-07,4.661955424400093
2023-09-08,4.661955424400093
2023-09-09,7.769925707333488
2023-09-10,6.992933136600139
2023-09-11,4.661955424400093
2023-09-12,3.884962853666744
2023-09-13,3.884962853666744
2023-09-14,5.438947995133442
2023-09-15,9.323910848800185
2023-09-16,45.84256167326758
2023-09-17,55.166472522067764
2023-09-18,16.316843985400325
2023-09-19,8.546918278066837
2023-09-20,6.992933136600139
2023-09-21,7.769925707333488
2023-09-22,12.431881131733581
2023-09-23,54.389479951334415
2023-09-24,77.69925707333488
2023-09-25,19.42481426833372
2023-09-26,31.856695400067302
2023-09-27,41.180606248867484
2023-09-28,24.086769692733814
2023-09-29,33.410680541534
2023-09-30,61.38241308793456
2023-10-01,38.84962853666744
2023-10-02,16.316843985400325
2023-10-03,10.100903419533534
2023-10-04,10.100903419533534
2023-10-05,10.100903419533534
2023-10-06,13.985866273200278
2023-10-07,53.61248738060107
2023-10-08,67.59835365380135
2023-10-09,17.870829126867022
2023-10-10,8.546918278066837
2023-10-11,6.215940565866791
2023-10-12,5.438947995133442
2023-10-13,4.661955424400093
2023-10-14,7.769925707333488
2023-10-15,6.992933136600139
2023-10-16,5.438947995133442
2023-10-17,4.661955424400093
2023-10-18,4.661955424400093
2023-10-19,5.438947995133442
2023-10-20,11.654888561000233
2023-10-21,55.166472522067764
2023-10-22,65.2673759416013
2023-10-23,18.64782169760037
2023-10-24,9.323910848800185
2023-10-25,7.769925707333488
2023-10-26,7.769925707333488
2023-10-27,17.093836556133674
2023-10-28,72.26030907820144
2023-10-29,34.964665683000696
2023-10-30,15.539851414666977
2023-10-31,7.769925707333488
2023-11-01,10.877895990266884
2023-11-02,10.877895990266884
2023-11-03,16.316843985400325
2023-11-04,59.82842794646786
2023-11-05,66.04436851233464
2023-11-06,22.532784551267117
2023-11-07,9.323910848800185
2023-11-08,6.992933136600139
2023-11-09,8.546918278066837
2023-11-10,13.985866273200278
2023-11-11,58.274442805001165
2023-11-12,60.60542051720121
2023-11-13,18.64782169760037
2023-11-14,7.769925707333488
2023-11-15,6.215940565866791
2023-11-16,5.438947995133442
2023-11-17,5.438947995133442
2023-11-18,7.769925707333488
2023-11-19,6.992933136600139
2023-11-20,4.661955424400093
2023-11-21,4.661955424400093
2023-11-22,5.438947995133442
2023-11-23,6.992933136600139
2023-11-24,14.762858843933628
2023-11-25,44.288576531800885
2023-11-26,49.727524526934324
2023-11-27,24.086769692733814
2023-11-28,12.431881131733581
2023-11-29,9.323910848800185
2023-11-30,10.100903419533534
2023-12-01,14.762858843933628
2023-12-02,52.83549480986772
2023-12-03,61.38241308793456
2023-12-04,23.309777122000465
2023-12-05,10.100903419533534
2023-12-06,11.654888561000233
2023-12-07,13.20887370246693
2023-12-08,14.762858843933628
2023-12-09,55.166472522067764
2023-12-10,77.69925707333488
2023-12-11,27.194739975667208
2023-12-12,10.100903419533534
2023-12-13,8.546918278066837
2023-12-14,6.992933136600139
2023-12-15,13.985866273200278
2023-12-16,52.83549480986772
2023-12-17,54.389479951334415
2023-12-18,30.302710258600605
2023-12-19,24.086769692733814
2023-12-20,31.856695400067302
2023-12-21,39.62662110740079
2023-12-22,20.201806839067068
2023-12-23,26.3839651192498
2023-12-24,13.1919825596249
2023-12-25,7.009824279442168
2023-12-26,9.881318562587152
2023-12-27,7.837490278701605
2023-12-28,7.009824279442168
2023-12-29,7.837490278701605
2023-12-30,10.70898456184659
2023-12-31,8.665156277961042
2024-01-01,7.837490278701605
2024-01-02,19.37414083980763
2024-01-03,48.241103956835744
2024-01-04,44.102773960538556
2024-01-05,16.502646556662647
2024-01-06,20.201806839067068
2024-01-07,12.364316560365463
2024-01-08,7.009824279442168
2024-01-09,7.009824279442168
2024-01-10,9.492822277220478
2024-01-11,9.492822277220478
2024-01-12,10.70898456184659
2024-01-13,26.3839651192498
2024-01-14,29.255459402394784
2024-01-15,10.70898456184659
2024-01-16,7.837490278701605
2024-01-17,8.665156277961042
2024-01-18,10.70898456184659
2024-01-19,11.536650561106025
2024-01-20,31.738457400173097
2024-01-21,72.02383307841302
2024-01-22,25.471843405780216
2024-01-23,12.296751988997345
2024-01-24,13.17509141678287
2024-01-25,12.296751988997345
2024-01-26,12.296751988997345
2024-01-27,58.84874166163015
2024-01-28,40.403613678134136
2024-01-29,16.68844912792497
2024-01-30,12.296751988997345
2024-01-31,28.985201116922312
2024-02-01,25.471843405780216
2024-02-02,17.56678855571049
2024-02-03,52.70036566713148
2024-02-04,71.1454936506275
2024-02-05,22.83682512242364
2024-02-06,11.41841256121182
2024-02-07,10.540073133426295
2024-02-08,9.66173370564077
2024-02-09,14.053430844568394
2024-02-10,62.36209937277225
2024-02-11,61.48375994498672
2024-02-12,17.56678855571049
2024-02-13,8.783394277855246
2024-02-14,7.026715422284197
2024-02-15,7.026715422284197
2024-02-16,12.296751988997345
2024-02-17,48.30866852820385
2024-02-18,52.70036566713148
2024-02-19,28.10686168913679
2024-02-20,14.053430844568394
2024-02-21,9.66173370564077
2024-02-22,9.66173370564077
2024-02-23,13.17509141678287
2024-02-24,54.45704452270253
2024-02-25,61.48375994498672
2024-02-26,23.715164550209167
2024-02-27,13.17509141678287
2024-02-28,8.783394277855246
2024-02-29,10.540073133426295
2024-03-01,14.053430844568394
2024-03-02,64.99711765612882
2024-03-03,78.1722090729117
2024-03-04,21.08014626685259
2024-03-05,8.783394277855246
2024-03-06,7.026715422284197
2024-03-07,7.026715422284197
2024-03-08,21.958485694638117
2024-03-09,45.67365024484728
2024-03-10,57.092062806059104
2024-03-11,17.56678855571049
2024-03-12,8.783394277855246
2024-03-13,7.905054850069722
2024-03-14,7.905054850069722
2024-03-15,13.17509141678287
2024-03-16,57.970402233844624
2024-03-17,68.51047536727093
2024-03-18,19.32346741128154
2024-03-19,8.783394277855246
2024-03-20,7.026715422284197
2024-03-21,5.270036566713148
2024-03-22,5.270036566713148
2024-03-23,9.66173370564077
2024-03-24,7.905054850069722
2024-03-25,4.391697138927623
2024-03-26,3.5133577111420986
2024-03-27,4.391697138927623
2024-03-28,6.1483759944986724
2024-03-29,11.41841256121182
2024-03-30,45.67365024484728
2024-03-31,54.45704452270253
2024-04-01,20.201806839067068
2024-04-02,8.783394277855246
2024-04-03,7.905054850069722
2024-04-04,8.783394277855246
2024-04-05,10.540073133426295
2024-04-06,28.985201116922312
2024-04-07,23.715164550209167
2024-04-08,7.026715422284197
2024-04-09,6.1483759944986724
2024-04-10,7.026715422284197
2024-04-11,7.026715422284197
2024-04-12,11.41841256121182
2024-04-13,68.51047536727093
2024-04-14,36.01191653920651
2024-04-15,14.93177027235392
2024-04-16,8.783394277855246
2024-04-17,8.783394277855246
2024-04-18,8.783394277855246
2024-04-19,12.296751988997345
2024-04-20,34.255237683635464
2024-04-21,87.83394277855247
2024-04-22,24.59350397799469
2024-04-23,10.540073133426295
2024-04-24,9.66173370564077
2024-04-25,10.540073133426295
2024-04-26,27.228522261351266
2024-04-27,37.76859539477756
2024-04-28,37.76859539477756
2024-04-29,31.620219400278888
2024-04-30,12.296751988997345
2024-05-01,7.026715422284197
2024-05-02,7.026715422284197
2024-05-03,15.810109700139444
2024-05-04,77.29386964512616
2024-05-05,36.01191653920651
2024-05-06,14.93177027235392
2024-05-07,7.905054850069722
2024-05-08,7.905054850069722
2024-05-09,10.540073133426295
2024-05-10,14.93177027235392
2024-05-11,37.76859539477756
2024-05-12,36.01191653920651
2024-05-13,28.10686168913679
2024-05-14,30.74187997249336
2024-05-15,22.83682512242364
2024-05-16,25.471843405780216
2024-05-17,14.053430844568394
2024-05-18,27.228522261351266
2024-05-19,60.6054205172012
2024-05-20,20.201806839067068
2024-05-21,8.783394277855246
2024-05-22,7.026715422284197
2024-05-23,7.026715422284197
2024-05-24,15.810109700139444
2024-05-25,34.255237683635464
2024-05-26,32.49855882806441
2024-05-27,15.810109700139444
2024-05-28,6.1483759944986724
2024-05-29,4.391697138927623
2024-05-30,4.391697138927623
2024-05-31,3.5133577111420986
2024-06-01,7.026715422284197
2024-06-02,6.1483759944986724
2024-06-03,4.391697138927623
2024-06-04,3.5133577111420986
2024-06-05,2.635018283356574
2024-06-06,3.5133577111420986
2024-06-07,2.635018283356574
2024-06-08,3.5133577111420986
2024-06-09,2.635018283356574
2024-06-10,2.635018283356574
2024-06-11,2.635018283356574
2024-06-12,2.635018283356574
2024-06-13,2.635018283356574
2024-06-14,2.635018283356574
2024-06-15,2.635018283356574
2024-06-16,3.5133577111420986
2024-06-17,2.635018283356574
2024-06-18,2.635018283356574
2024-06-19,2.635018283356574
2024-06-20,1.7566788555710493
2024-06-21,1.7566788555710493
2024-06-22,2.635018283356574
2024-06-23,3.5133577111420986
2024-06-24,2.635018283356574
2024-06-25,2.635018283356574
2024-06-26,2.635018283356574
2024-06-27,1.7566788555710493
2024-06-28,1.7566788555710493
2024-06-29,1.7566788555710493
2024-06-30,2.635018283356574
2024-07-01,2.635018283356574
2024-07-02,1.7566788555710493
2024-07-03,1.7566788555710493
2024-07-04,1.7566788555710493
2024-07-05,2.635018283356574
2024-07-06,4.391697138927623
2024-07-07,5.270036566713148
2024-07-08,2.635018283356574
2024-07-09,2.635018283356574
2024-07-10,2.635018283356574
2024-07-11,2.635018283356574
2024-07-12,2.635018283356574
2024-07-13,5.270036566713148
2024-07-14,5.270036566713148
2024-07-15,4.391697138927623
2024-07-16,4.391697138927623
2024-07-17,6.1483759944986724
2024-07-18,6.1483759944986724
2024-07-19,3.5133577111420986
2024-07-20,6.1483759944986724
2024-07-21,7.905054850069722
2024-07-22,4.391697138927623
2024-07-23,3.5133577111420986
2024-07-24,4.391697138927623
2024-07-25,4.391697138927623
2024-07-26,3.5133577111420986
2024-07-27,3.5133577111420986
2024-07-28,4.391697138927623
2024-07-29,2.635018283356574
2024-07-30,1.7566788555710493
2024-07-31,2.635018283356574
2024-08-01,2.635018283356574
2024-08-02,2.635018283356574
2024-08-03,3.5133577111420986
2024-08-04,4.391697138927623
2024-08-05,3.5133577111420986
2024-08-06,2.635018283356574
2024-08-07,3.5133577111420986
2024-08-08,2.635018283356574
2024-08-09,3.5133577111420986
2024-08-10,5.270036566713148
2024-08-11,5.270036566713148
2024-08-12,5.270036566713148
2024-08-13,4.391697138927623
2024-08-14,6.1483759944986724
2024-08-15,19.32346741128154
2024-08-16,22.83682512242364
2024-08-17,50.065347383774906
2024-08-18,59.70124757683375
2024-08-19,27.71935900040788
2024-08-20,14.079264357150322
2024-08-21,8.731727252691392
2024-08-22,8.731727252691392
2024-08-23,17.463454505382785
2024-08-24,53.91454075848206
2024-08-25,70.93882554997208
2024-08-26,21.829318131728478
2024-08-27,32.08522262675358
2024-08-28,31.542718862533107
2024-08-29,36.89025596699204
2024-08-30,21.829318131728478
2024-08-31,67.01213163751915
2024-09-01,78.68887932455024
2024-09-02,24.77433856606818
2024-09-03,10.152570444697387
2024-09-04,7.750053774578159
2024-09-05,6.768380296464925
2024-09-06,5.786706818351691
2024-09-07,9.713400730804626
2024-09-08,7.750053774578159
2024-09-09,5.3475371044589295
2024-09-10,5.3475371044589295
2024-09-11,5.3475371044589295
2024-09-12,6.329210582572163
2024-09-13,13.097590879037089
2024-09-14,55.33538395048805
2024-09-15,56.31705742860129
2024-09-16,18.44512798349602
