Time,robert_kennedy
2024-09-20,70.59766910753518
2024-09-21,35.29883455376759
2024-09-22,35.29883455376759
2024-09-23,35.29883455376759
2024-09-24,35.29883455376759
2024-09-25,35.29883455376759
2024-09-26,35.29883455376759
2024-09-27,35.29883455376759
2024-09-28,35.29883455376759
2024-09-29,35.29883455376759
2024-09-30,35.29883455376759
2024-10-01,0.0
2024-10-02,35.29883455376759
2024-10-03,35.29883455376759
2024-10-04,35.29883455376759
2024-10-05,35.29883455376759
2024-10-06,35.29883455376759
2024-10-07,35.29883455376759
2024-10-08,0.0
2024-10-09,35.29883455376759
2024-10-10,105.89650366130277
2024-10-11,70.59766910753518
2024-10-12,35.29883455376759
2024-10-13,35.29883455376759
2024-10-14,35.29883455376759
2024-10-15,35.29883455376759
2024-10-16,35.29883455376759
2024-10-17,35.29883455376759
2024-10-18,35.29883455376759
2024-10-19,35.29883455376759
2024-10-20,35.29883455376759
2024-10-21,35.29883455376759
2024-10-22,35.29883455376759
2024-10-23,35.29883455376759
2024-10-24,35.29883455376759
2024-10-25,35.29883455376759
2024-10-26,35.29883455376759
2024-10-27,35.29883455376759
2024-10-28,35.29883455376759
2024-10-29,35.29883455376759
2024-10-30,35.29883455376759
2024-10-31,35.29883455376759
2024-11-01,70.59766910753518
2024-11-02,70.59766910753518
2024-11-03,70.59766910753518
2024-11-04,70.59766910753518
2024-11-05,1058.9650366130277
2024-11-06,3529.8834553767592
2024-11-07,529.4825183065138
2024-11-08,247.09184187637314
2024-11-09,211.79300732260555
2024-11-10,141.19533821507036
2024-11-11,105.89650366130277
2024-11-12,105.89650366130277
2024-11-13,105.89650366130277
2024-11-14,211.79300732260555
2024-11-15,317.68951098390835
2024-11-16,141.19533821507036
2024-11-17,141.19533821507036
2024-11-18,70.59766910753518
2024-11-19,70.59766910753518
2024-11-20,70.59766910753518
2024-11-21,35.29883455376759
2024-11-22,35.29883455376759
2024-11-23,35.29883455376759
2024-11-24,35.29883455376759
2024-11-25,35.29883455376759
2024-11-26,35.29883455376759
2024-11-27,35.29883455376759
2024-11-28,35.29883455376759
2024-11-29,70.59766910753518
2024-11-30,35.29883455376759
2024-12-01,35.29883455376759
2024-12-02,35.29883455376759
2024-12-03,35.29883455376759
2024-12-04,35.29883455376759
2024-12-05,35.29883455376759
2024-12-06,35.29883455376759
2024-12-07,35.29883455376759
2024-12-08,35.29883455376759
2024-12-09,35.29883455376759
2024-12-10,35.29883455376759
2024-12-11,35.29883455376759
2024-12-12,35.29883455376759
2024-12-13,35.29883455376759
2024-12-14,35.29883455376759
2024-12-15,35.29883455376759
2024-12-16,35.29883455376759
2024-12-17,35.29883455376759
2024-12-18,35.29883455376759
2024-12-19,35.29883455376759
2024-12-20,35.29883455376759
2024-12-21,35.29883455376759
2024-12-22,35.29883455376759
2024-12-23,35.29883455376759
2024-12-24,35.29883455376759
2024-12-25,35.29883455376759
2024-12-26,35.29883455376759
2024-12-27,35.29883455376759
2024-12-28,0.0
2024-12-29,35.29883455376759
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,35.29883455376759
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,35.29883455376759
2025-01-05,35.29883455376759
2025-01-06,35.29883455376759
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,35.29883455376759
2025-01-16,35.29883455376759
2025-01-17,35.29883455376759
2025-01-18,35.29883455376759
2025-01-19,35.29883455376759
2025-01-20,70.59766910753518
2025-01-21,35.29883455376759
2025-01-22,35.29883455376759
2025-01-23,35.29883455376759
2025-01-24,70.59766910753518
2025-01-25,35.29883455376759
2025-01-26,35.29883455376759
2025-01-27,35.29883455376759
2025-01-28,70.59766910753518
2025-01-29,458.8848491989787
2025-01-30,317.68951098390835
2025-01-31,176.49417276883796
2025-02-01,105.89650366130277
2025-02-02,70.59766910753518
2025-02-03,35.29883455376759
2025-02-04,105.89650366130277
2025-02-05,70.59766910753518
2025-02-06,35.29883455376759
2025-02-07,35.29883455376759
2025-02-08,35.29883455376759
2025-02-09,35.29883455376759
2025-02-10,35.29883455376759
2025-02-11,35.29883455376759
2025-02-12,70.59766910753518
2025-02-13,176.49417276883796
2025-02-14,141.19533821507036
2025-02-15,70.59766910753518
2025-02-16,70.59766910753518
2025-02-17,35.29883455376759
2025-02-18,35.29883455376759
2025-02-19,35.29883455376759
2025-02-20,35.29883455376759
2025-02-21,35.29883455376759
2025-02-22,35.29883455376759
2025-02-23,35.29883455376759
2025-02-24,35.29883455376759
2025-02-25,35.29883455376759
2025-02-26,35.29883455376759
2025-02-27,35.29883455376759
2025-02-28,35.29883455376759
2025-03-01,35.29883455376759
2025-03-02,35.29883455376759
2025-03-03,35.29883455376759
2025-03-04,35.29883455376759
2025-03-05,105.89650366130277
2025-03-06,35.29883455376759
2025-03-07,35.29883455376759
2025-03-08,35.29883455376759
2025-03-09,35.29883455376759
2025-03-10,35.29883455376759
2025-03-11,35.29883455376759
2025-03-12,35.29883455376759
2025-03-13,35.29883455376759
2025-03-14,35.29883455376759
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,35.29883455376759
2025-03-18,35.29883455376759
2025-03-19,35.29883455376759
2025-03-20,35.29883455376759
2025-03-21,35.29883455376759
2025-03-22,35.29883455376759
2025-03-23,35.29883455376759
2025-03-24,0.0
2025-03-25,35.29883455376759
2025-03-26,0.0
2025-03-27,35.29883455376759
2025-03-28,35.29883455376759
2025-03-29,35.29883455376759
2025-03-30,35.29883455376759
2025-03-31,0.0
2025-04-01,35.29883455376759
2025-04-02,35.29883455376759
2025-04-03,35.29883455376759
2025-04-04,35.29883455376759
2025-04-05,0.0
2025-04-06,35.29883455376759
2025-04-07,35.29883455376759
2025-04-08,35.29883455376759
2025-04-09,35.29883455376759
2025-04-10,35.29883455376759
2025-04-11,35.29883455376759
2025-04-12,0.0
2025-04-13,35.29883455376759
2025-04-14,35.29883455376759
2025-04-15,31.98956881435188
2025-04-16,37.50501171337807
2025-04-17,54.051340410456625
2025-04-18,73.90693484695089
2025-04-19,44.12354319220949
2025-04-20,36.40192313357283
2025-04-21,34.19574597396235
2025-04-22,39.711188872988544
2025-04-23,48.535897511430434
2025-04-24,38.6081002931833
2025-04-25,34.19574597396235
2025-04-26,29.783391654741404
2025-04-27,30.886480234546642
2025-04-28,35.29883455376759
2025-04-29,34.19574597396235
2025-04-30,35.29883455376759
2025-05-01,36.40192313357283
2025-05-02,30.886480234546642
2025-05-03,11.030885798052372
2025-05-04,11.030885798052372
2025-05-05,31.98956881435188
2025-05-06,31.98956881435188
2025-05-07,12.133974377857609
2025-05-08,35.29883455376759
2025-05-09,30.886480234546642
2025-05-10,11.030885798052372
2025-05-11,12.133974377857609
2025-05-12,30.886480234546642
2025-05-13,41.91736603259901
2025-05-14,43.02045461240425
2025-05-15,57.36060614987234
2025-05-16,33.092657394157115
2025-05-17,24.267948755715217
2025-05-18,22.061771596104744
2025-05-19,19.855594436494272
2025-05-20,22.061771596104744
2025-05-21,26.474125915325693
2025-05-22,33.092657394157115
2025-05-23,30.886480234546642
2025-05-24,24.267948755715217
2025-05-25,22.061771596104744
2025-05-26,17.649417276883796
2025-05-27,28.68030307493617
2025-05-28,26.474125915325693
2025-05-29,22.061771596104744
2025-05-30,22.061771596104744
2025-05-31,19.855594436494272
2025-06-01,17.649417276883796
2025-06-02,17.649417276883796
2025-06-03,17.649417276883796
2025-06-04,15.443240117273321
2025-06-05,22.061771596104744
2025-06-06,17.649417276883796
2025-06-07,13.237062957662847
2025-06-08,17.649417276883796
2025-06-09,19.855594436494272
2025-06-10,37.50501171337807
2025-06-11,26.474125915325693
2025-06-12,24.267948755715217
2025-06-13,15.443240117273321
2025-06-14,17.649417276883796
2025-06-15,15.443240117273321
2025-06-16,13.237062957662847
2025-06-17,13.237062957662847
2025-06-18,17.649417276883796
2025-06-19,13.237062957662847
2025-06-20,17.649417276883796
2025-06-21,11.030885798052372
2025-06-22,15.443240117273321
2025-06-23,15.443240117273321
2025-06-24,17.649417276883796
2025-06-25,22.061771596104744
2025-06-26,24.267948755715217
2025-06-27,22.061771596104744
2025-06-28,15.443240117273321
2025-06-29,15.443240117273321
2025-06-30,17.649417276883796
2025-07-01,35.29883455376759
2025-07-02,19.855594436494272
2025-07-03,17.649417276883796
2025-07-04,17.649417276883796
2025-07-05,15.443240117273321
2025-07-06,22.061771596104744
2025-07-07,17.649417276883796
2025-07-08,17.649417276883796
2025-07-09,19.855594436494272
2025-07-10,17.649417276883796
2025-07-11,15.443240117273321
2025-07-12,13.237062957662847
2025-07-13,15.443240117273321
2025-07-14,17.649417276883796
2025-07-15,24.267948755715217
2025-07-16,17.649417276883796
2025-07-17,24.267948755715217
2025-07-18,17.649417276883796
2025-07-19,22.061771596104744
2025-07-20,22.061771596104744
2025-07-21,22.061771596104744
2025-07-22,19.855594436494272
2025-07-23,22.061771596104744
2025-07-24,19.855594436494272
2025-07-25,15.443240117273321
2025-07-26,24.267948755715217
2025-07-27,26.474125915325693
2025-07-28,17.649417276883796
2025-07-29,24.267948755715217
2025-07-30,24.267948755715217
2025-07-31,24.267948755715217
2025-08-01,22.061771596104744
2025-08-02,15.443240117273321
2025-08-03,22.061771596104744
2025-08-04,44.12354319220949
2025-08-05,28.68030307493617
2025-08-06,41.91736603259901
2025-08-07,26.474125915325693
2025-08-08,24.267948755715217
2025-08-09,33.092657394157115
2025-08-10,35.29883455376759
2025-08-11,33.092657394157115
2025-08-12,26.474125915325693
2025-08-13,24.267948755715217
2025-08-14,19.855594436494272
2025-08-15,19.855594436494272
2025-08-16,17.649417276883796
2025-08-17,19.855594436494272
2025-08-18,19.855594436494272
2025-08-19,30.886480234546642
2025-08-20,33.092657394157115
2025-08-21,19.855594436494272
2025-08-22,17.649417276883796
2025-08-23,17.649417276883796
2025-08-24,17.649417276883796
2025-08-25,15.443240117273321
2025-08-26,17.649417276883796
2025-08-27,24.267948755715217
2025-08-28,48.535897511430434
2025-08-29,48.535897511430434
2025-08-30,37.50501171337807
2025-08-31,37.50501171337807
2025-09-01,33.092657394157115
2025-09-02,28.68030307493617
2025-09-03,30.886480234546642
2025-09-04,130.164452417018
2025-09-05,141.19533821507036
2025-09-06,77.21620058636661
2025-09-07,57.36060614987234
2025-09-08,39.711188872988544
2025-09-09,37.50501171337807
2025-09-10,35.29883455376759
2025-09-11,44.12354319220949
2025-09-12,33.092657394157115
2025-09-13,28.68030307493617
2025-09-14,28.68030307493617
2025-09-15,35.29883455376759
2025-09-16,33.092657394157115
2025-09-17,33.092657394157115
2025-09-18,35.29883455376759
2025-09-19,28.68030307493617
2025-09-20,28.68030307493617
2025-09-21,220.61771596104745
2025-09-22,99.27797218247134
2025-09-23,77.21620058636661
2025-09-24,46.329720351819965
2025-09-25,35.29883455376759
2025-09-26,30.886480234546642
2025-09-27,28.68030307493617
2025-09-28,19.855594436494272
2025-09-29,22.061771596104744
2025-09-30,28.68030307493617
2025-10-01,24.267948755715217
2025-10-02,19.855594436494272
2025-10-03,19.855594436494272
2025-10-04,15.443240117273321
2025-10-05,17.649417276883796
2025-10-06,19.855594436494272
2025-10-07,26.474125915325693
2025-10-08,33.092657394157115
2025-10-09,28.68030307493617
2025-10-10,39.711188872988544
2025-10-11,28.68030307493617
2025-10-12,22.061771596104744
2025-10-13,19.855594436494272
2025-10-14,35.29883455376759
2025-10-15,30.886480234546642
2025-10-16,26.474125915325693
2025-10-17,24.267948755715217
2025-10-18,19.855594436494272
2025-10-19,15.443240117273321
2025-10-20,15.443240117273321
2025-10-21,17.649417276883796
2025-10-22,28.68030307493617
2025-10-23,19.855594436494272
2025-10-24,17.649417276883796
2025-10-25,19.855594436494272
2025-10-26,17.649417276883796
2025-10-27,19.855594436494272
2025-10-28,17.649417276883796
2025-10-29,17.649417276883796
2025-10-30,19.855594436494272
2025-10-31,19.855594436494272
2025-11-01,15.443240117273321
2025-11-02,17.649417276883796
2025-11-03,17.649417276883796
2025-11-04,15.443240117273321
2025-11-05,13.237062957662847
2025-11-06,22.061771596104744
2025-11-07,19.855594436494272
2025-11-08,15.443240117273321
2025-11-09,22.061771596104744
2025-11-10,24.267948755715217
2025-11-11,24.267948755715217
2025-11-12,22.061771596104744
2025-11-13,22.061771596104744
2025-11-14,26.474125915325693
2025-11-15,24.267948755715217
2025-11-16,19.855594436494272
2025-11-17,19.855594436494272
2025-11-18,24.267948755715217
2025-11-19,22.061771596104744
2025-11-20,28.68030307493617
2025-11-21,22.061771596104744
2025-11-22,30.886480234546642
2025-11-23,30.886480234546642
2025-11-24,28.68030307493617
2025-11-25,24.267948755715217
2025-11-26,22.061771596104744
2025-11-27,19.855594436494272
2025-11-28,17.649417276883796
2025-11-29,17.649417276883796
2025-11-30,17.649417276883796
2025-12-01,17.649417276883796
2025-12-02,22.061771596104744
2025-12-03,17.649417276883796
2025-12-04,19.855594436494272
2025-12-05,22.061771596104744
2025-12-06,24.267948755715217
2025-12-07,15.443240117273321
2025-12-08,26.474125915325693
2025-12-09,30.886480234546642
2025-12-10,26.474125915325693
2025-12-11,20.309807381119956
2025-12-12,18.168517785027436
2025-12-13,19.790706872976315
2025-12-14,17.649417276883796
2025-12-15,17.649417276883796
2025-12-16,14.989027172647635
2025-12-17,12.847737576555115
2025-12-18,19.790706872976315
2025-12-19,21.931996469068835
2025-12-20,17.649417276883796
2025-12-21,16.027228188934917
2025-12-22,14.989027172647635
2025-12-23,11.744648996749879
2025-12-24,17.130316768740155
2025-12-25,17.649417276883796
2025-12-26,15.508127680791276
2025-12-27,14.989027172647635
2025-12-28,11.225548488606238
2025-12-29,15.508127680791276
2025-12-30,21.41289596092519
2025-12-31,33.15754495767507
2026-01-01,19.790706872976315
2026-01-02,15.508127680791276
2026-01-03,16.027228188934917
2026-01-04,13.366838084698756
2026-01-05,17.130316768740155
2026-01-06,24.073286065161355
2026-01-07,37.44012414986011
2026-01-08,103.75521406521025
2026-01-09,35.81793506191123
2026-01-10,29.0696284560439
2026-01-11,29.0696284560439
2026-01-12,20.76402032574564
2026-01-13,17.649417276883796
2026-01-14,24.91682439089477
2026-01-15,25.955025407182053
2026-01-16,22.840422358320208
2026-01-17,25.955025407182053
2026-01-18,26.993226423469334
2026-01-19,29.0696284560439
2026-01-20,19.72581930945836
2026-01-21,25.955025407182053
2026-01-22,18.687618293171077
2026-01-23,16.611216260596514
2026-01-24,20.76402032574564
2026-01-25,17.649417276883796
2026-01-26,16.611216260596514
2026-01-27,18.687618293171077
2026-01-28,15.573015244309232
2026-01-29,21.802221342032926
2026-01-30,22.840422358320208
2026-01-31,20.76402032574564
2026-02-01,26.993226423469334
2026-02-02,26.993226423469334
2026-02-03,28.031427439756616
2026-02-04,28.031427439756616
2026-02-05,29.0696284560439
2026-02-06,24.91682439089477
2026-02-07,20.76402032574564
2026-02-08,20.76402032574564
2026-02-09,18.687618293171077
2026-02-10,22.840422358320208
2026-02-11,19.72581930945836
2026-02-12,25.955025407182053
2026-02-13,47.75724674921498
2026-02-14,48.79544776550226
2026-02-15,46.7190457329277
2026-02-16,56.06285487951323
2026-02-17,37.375236586342155
2026-02-18,44.64264370035313
2026-02-19,42.56624166777857
2026-02-20,33.22243252119303
2026-02-21,39.45163861891672
2026-02-22,35.29883455376759
2026-02-23,34.26063353748031
2026-02-24,32.184231504905746
2026-02-25,43.60444268406585
2026-02-26,32.184231504905746
2026-02-27,39.45163861891672
2026-02-28,47.75724674921498
2026-03-01,41.52804065149128
2026-03-02,35.29883455376759
2026-03-03,32.184231504905746
2026-03-04,32.184231504905746
2026-03-05,37.375236586342155
2026-03-06,37.375236586342155
2026-03-07,43.60444268406585
2026-03-08,37.375236586342155
2026-03-09,36.33703557005487
2026-03-10,29.0696284560439
2026-03-11,30.107829472331183
2026-03-12,23.87862337460749
2026-03-13,21.802221342032926
2026-03-14,30.107829472331183
2026-03-15,31.146030488618464
2026-03-16,28.031427439756616
2026-03-17,28.031427439756616
2026-03-18,20.76402032574564
2026-03-19,23.87862337460749
2026-03-20,25.955025407182053
2026-03-21,30.107829472331183
2026-03-22,24.91682439089477
2026-03-23,23.87862337460749
2026-03-24,23.87862337460749
2026-03-25,24.91682439089477
2026-03-26,24.91682439089477
2026-03-27,26.993226423469334
2026-03-28,30.107829472331183
2026-03-29,32.184231504905746
2026-03-30,23.87862337460749
2026-03-31,22.840422358320208
2026-04-01,28.031427439756616
2026-04-02,26.993226423469334
2026-04-03,21.802221342032926
2026-04-04,20.76402032574564
2026-04-05,19.72581930945836
2026-04-06,18.687618293171077
2026-04-07,20.76402032574564
2026-04-08,20.76402032574564
2026-04-09,22.840422358320208
2026-04-10,17.649417276883796
2026-04-11,25.955025407182053
2026-04-12,19.72581930945836
2026-04-13,17.649417276883796
2026-04-14,18.687618293171077
2026-04-15,21.802221342032926
2026-04-16,41.52804065149128
2026-04-17,65.40666402609877
2026-04-18,38.413437602629436
2026-04-19,24.91682439089477
2026-04-20,22.840422358320208
2026-04-21,29.0696284560439
2026-04-22,31.146030488618464
2026-04-23,48.79544776550226
2026-04-24,29.0696284560439
2026-04-25,22.840422358320208
2026-04-26,39.45163861891672
2026-04-27,26.993226423469334
2026-04-28,24.91682439089477
2026-04-29,19.72581930945836
2026-04-30,20.76402032574564
2026-05-01,21.802221342032926
2026-05-02,15.573015244309232
2026-05-03,15.573015244309232
2026-05-04,18.687618293171077
2026-05-05,22.840422358320208
2026-05-06,37.375236586342155
2026-05-07,26.993226423469334
2026-05-08,23.87862337460749
2026-05-09,18.687618293171077
2026-05-10,17.649417276883796
2026-05-11,19.72581930945836
2026-05-12,19.72581930945836
2026-05-13,18.687618293171077
2026-05-14,21.802221342032926
2026-05-15,20.76402032574564
2026-05-16,13.496613211734667
2026-05-17,13.496613211734667
2026-05-18,16.611216260596514
2026-05-19,14.53481422802195
2026-05-20,14.53481422802195
2026-05-21,28.031427439756616
2026-05-22,18.687618293171077
2026-05-23,17.649417276883796
2026-05-24,14.53481422802195
2026-05-25,14.53481422802195
2026-05-26,20.76402032574564
2026-05-27,28.031427439756616
2026-05-28,21.802221342032926
2026-05-29,23.87862337460749
2026-05-30,23.87862337460749
2026-05-31,21.802221342032926
