Time,carhartt
2023-12-22,88
2023-12-23,94
2023-12-24,79
2023-12-25,86
2023-12-26,90
2023-12-27,75
2023-12-28,73
2023-12-29,72
2023-12-30,70
2023-12-31,76
2024-01-01,68
2024-01-02,63
2024-01-03,65
2024-01-04,65
2024-01-05,68
2024-01-06,79
2024-01-07,82
2024-01-08,68
2024-01-09,69
2024-01-10,67
2024-01-11,68
2024-01-12,71
2024-01-13,87
2024-01-14,94
2024-01-15,95
2024-01-16,81
2024-01-17,80
2024-01-18,67
2024-01-19,72
2024-01-20,100
2024-01-21,86
2024-01-22,66
2024-01-23,59
2024-01-24,55
2024-01-25,51
2024-01-26,45
2024-01-27,58
2024-01-28,56
2024-01-29,48
2024-01-30,46
2024-01-31,42
2024-02-01,42
2024-02-02,44
2024-02-03,53
2024-02-04,53
2024-02-05,43
2024-02-06,41
2024-02-07,39
2024-02-08,38
2024-02-09,37
2024-02-10,47
2024-02-11,44
2024-02-12,34
2024-02-13,39
2024-02-14,36
2024-02-15,36
2024-02-16,43
2024-02-17,52
2024-02-18,56
2024-02-19,45
2024-02-20,40
2024-02-21,36
2024-02-22,37
2024-02-23,37
2024-02-24,47
2024-02-25,48
2024-02-26,36
2024-02-27,32
2024-02-28,33
2024-02-29,34
2024-03-01,35
2024-03-02,42
2024-03-03,42
2024-03-04,33
2024-03-05,31
2024-03-06,31
2024-03-07,34
2024-03-08,31
2024-03-09,43
2024-03-10,40
2024-03-11,34
2024-03-12,30
2024-03-13,31
2024-03-14,30
2024-03-15,29
2024-03-16,37
2024-03-17,39
2024-03-18,32
2024-03-19,31
2024-03-20,30
2024-03-21,31
2024-03-22,29
2024-03-23,37
2024-03-24,42
2024-03-25,32
2024-03-26,29
2024-03-27,32
2024-03-28,33
2024-03-29,33
2024-03-30,38
2024-03-31,35
2024-04-01,33
2024-04-02,30
2024-04-03,32
2024-04-04,32
2024-04-05,30
2024-04-06,36
2024-04-07,38
2024-04-08,27
2024-04-09,27
2024-04-10,27
2024-04-11,28
2024-04-12,31
2024-04-13,35
2024-04-14,35
2024-04-15,26
2024-04-16,27
2024-04-17,26
2024-04-18,25
2024-04-19,24
2024-04-20,32
2024-04-21,34
2024-04-22,27
2024-04-23,26
2024-04-24,26
2024-04-25,28
2024-04-26,27
2024-04-27,31
2024-04-28,32
2024-04-29,28
2024-04-30,26
2024-05-01,22
2024-05-02,24
2024-05-03,25
2024-05-04,29
2024-05-05,31
2024-05-06,27
2024-05-07,25
2024-05-08,24
2024-05-09,22
2024-05-10,22
2024-05-11,25
2024-05-12,27
2024-05-13,25
2024-05-14,26
2024-05-15,24
2024-05-16,22
2024-05-17,23
2024-05-18,28
2024-05-19,28
2024-05-20,25
2024-05-21,22
2024-05-22,21
2024-05-23,21
2024-05-24,27
2024-05-25,28
2024-05-26,27
2024-05-27,26
2024-05-28,23
2024-05-29,23
2024-05-30,22
2024-05-31,22
2024-06-01,26
2024-06-02,27
2024-06-03,23
2024-06-04,22
2024-06-05,26
2024-06-06,27
2024-06-07,24
2024-06-08,27
2024-06-09,28
2024-06-10,25
2024-06-11,23
2024-06-12,23
2024-06-13,24
2024-06-14,26
2024-06-15,27
2024-06-16,30
2024-06-17,26
2024-06-18,22
2024-06-19,22
2024-06-20,22
2024-06-21,22
2024-06-22,25
2024-06-23,27
2024-06-24,23
2024-06-25,24
2024-06-26,25
2024-06-27,21
2024-06-28,22
2024-06-29,29
2024-06-30,25
2024-07-01,23
2024-07-02,22
2024-07-03,20
2024-07-04,22
2024-07-05,21
2024-07-06,23
2024-07-07,29
2024-07-08,23
2024-07-09,21
2024-07-10,23
2024-07-11,22
2024-07-12,23
2024-07-13,27
2024-07-14,22
2024-07-15,22
2024-07-16,25
2024-07-17,25
2024-07-18,24
2024-07-19,22
2024-07-20,26
2024-07-21,30
2024-07-22,26
2024-07-23,25
2024-07-24,26
2024-07-25,24
2024-07-26,24
2024-07-27,25
2024-07-28,29
2024-07-29,23
2024-07-30,25
2024-07-31,25
2024-08-01,25
2024-08-02,27
2024-08-03,31
2024-08-04,33
2024-08-05,27
2024-08-06,26
2024-08-07,35
2024-08-08,30
2024-08-09,31
2024-08-10,34
2024-08-11,37
2024-08-12,30
2024-08-13,32
2024-08-14,30
2024-08-15,31
2024-08-16,31
2024-08-17,33
2024-08-18,36
2024-08-19,30
2024-08-20,31
2024-08-21,33
2024-08-22,33
2024-08-23,33
2024-08-24,34
2024-08-25,38
2024-08-26,33
2024-08-27,31
2024-08-28,33
2024-08-29,34
2024-08-30,33
2024-08-31,35
2024-09-01,38
2024-09-02,42
2024-09-03,36
2024-09-04,33
2024-09-05,30
2024-09-06,31
2024-09-07,42
2024-09-08,44
2024-09-09,38
2024-09-10,35
2024-09-11,34
2024-09-12,36
2024-09-13,33
2024-09-14,41
2024-09-15,40
2024-09-16,37
