Time,flights
2022-01-01,62
2022-01-02,80
2022-01-03,80
2022-01-04,82
2022-01-05,73
2022-01-06,58
2022-01-07,66
2022-01-08,65
2022-01-09,68
2022-01-10,68
2022-01-11,66
2022-01-12,67
2022-01-13,74
2022-01-14,50
2022-01-15,60
2022-01-16,57
2022-01-17,62
2022-01-18,62
2022-01-19,65
2022-01-20,60
2022-01-21,59
2022-01-22,63
2022-01-23,78
2022-01-24,78
2022-01-25,61
2022-01-26,59
2022-01-27,61
2022-01-28,65
2022-01-29,66
2022-01-30,72
2022-01-31,70
2022-02-01,73
2022-02-02,77
2022-02-03,76
2022-02-04,78
2022-02-05,69
2022-02-06,80
2022-02-07,80
2022-02-08,79
2022-02-09,75
2022-02-10,63
2022-02-11,68
2022-02-12,69
2022-02-13,72
2022-02-14,67
2022-02-15,79
2022-02-16,86
2022-02-17,82
2022-02-18,78
2022-02-19,77
2022-02-20,83
2022-02-21,86
2022-02-22,90
2022-02-23,90
2022-02-24,86
2022-02-25,79
2022-02-26,75
2022-02-27,85
2022-02-28,90
2022-03-01,88
2022-03-02,89
2022-03-03,86
2022-03-04,80
2022-03-05,81
2022-03-06,90
2022-03-07,94
2022-03-08,98
2022-03-09,90
2022-03-10,94
2022-03-11,91
2022-03-12,87
2022-03-13,94
2022-03-14,96
2022-03-15,89
2022-03-16,83
2022-03-17,80
2022-03-18,78
2022-03-19,78
2022-03-20,88
2022-03-21,91
2022-03-22,89
2022-03-23,84
2022-03-24,81
2022-03-25,71
2022-03-26,74
2022-03-27,84
2022-03-28,77
2022-03-29,78
2022-03-30,82
2022-03-31,74
2022-04-01,78
2022-04-02,85
2022-04-03,100
2022-04-04,93
2022-04-05,82
2022-04-06,82
2022-04-07,79
2022-04-08,75
2022-04-09,76
2022-04-10,80
2022-04-11,80
2022-04-12,81
2022-04-13,78
2022-04-14,79
2022-04-15,75
2022-04-16,69
2022-04-17,76
2022-04-18,86
2022-04-19,87
2022-04-20,78
2022-04-21,77
2022-04-22,69
2022-04-23,67
2022-04-24,76
2022-04-25,81
2022-04-26,75
2022-04-27,77
2022-04-28,73
2022-04-29,71
2022-04-30,68
2022-05-01,73
2022-05-02,78
2022-05-03,81
2022-05-04,75
2022-05-05,73
2022-05-06,62
2022-05-07,71
2022-05-08,76
2022-05-09,78
2022-05-10,84
2022-05-11,76
2022-05-12,80
2022-05-13,76
2022-05-14,70
2022-05-15,80
2022-05-16,80
2022-05-17,83
2022-05-18,79
2022-05-19,78
2022-05-20,76
2022-05-21,77
2022-05-22,80
2022-05-23,80
2022-05-24,84
2022-05-25,73
2022-05-26,75
2022-05-27,79
2022-05-28,71
2022-05-29,79
2022-05-30,86
2022-05-31,86
2022-06-01,83
2022-06-02,82
2022-06-03,78
2022-06-04,81
2022-06-05,84
2022-06-06,83
2022-06-07,88
2022-06-08,87
2022-06-09,86
2022-06-10,83
2022-06-11,73
2022-06-12,83
2022-06-13,91
2022-06-14,85
2022-06-15,81
2022-06-16,85
2022-06-17,87
2022-06-18,81
2022-06-19,83
2022-06-20,90
2022-06-21,86
2022-06-22,86
2022-06-23,88
2022-06-24,75
2022-06-25,72
2022-06-26,80
2022-06-27,86
2022-06-28,84
2022-06-29,84
2022-06-30,78
2022-07-01,76
2022-07-02,73
2022-07-03,70
2022-07-04,76
2022-07-05,80
2022-07-06,80
2022-07-07,74
2022-07-08,76
2022-07-09,71
2022-07-10,79
2022-07-11,84
2022-07-12,81
2022-07-13,77
2022-07-14,82
2022-07-15,72
2022-07-16,71
2022-07-17,78
2022-07-18,83
2022-07-19,84
2022-07-20,76
2022-07-21,79
2022-07-22,72
2022-07-23,72
2022-07-24,80
2022-07-25,84
2022-07-26,80
2022-07-27,76
2022-07-28,72
2022-07-29,76
2022-07-30,66
2022-07-31,75
2022-08-01,80
2022-08-02,82
2022-08-03,76
2022-08-04,76
2022-08-05,75
2022-08-06,69
2022-08-07,77
2022-08-08,79
2022-08-09,77
2022-08-10,80
2022-08-11,80
2022-08-12,71
2022-08-13,65
2022-08-14,74
2022-08-15,76
2022-08-16,75
2022-08-17,72
2022-08-18,71
2022-08-19,69
2022-08-20,67
2022-08-21,74
2022-08-22,77
2022-08-23,80
2022-08-24,71
2022-08-25,69
2022-08-26,66
2022-08-27,68
2022-08-28,74
2022-08-29,70
2022-08-30,74
2022-08-31,72
2022-09-01,71
2022-09-02,65
2022-09-03,60
2022-09-04,66
2022-09-05,76
2022-09-06,76
2022-09-07,73
2022-09-08,67
2022-09-09,66
2022-09-10,63
2022-09-11,69
2022-09-12,75
2022-09-13,73
2022-09-14,76
2022-09-15,71
2022-09-16,64
2022-09-17,65
2022-09-18,68
2022-09-19,75
2022-09-20,72
2022-09-21,72
2022-09-22,72
2022-09-23,66
2022-09-24,60
2022-09-25,69
2022-09-26,72
2022-09-27,80
