Time,flights
2025-12-11,57
2025-12-12,58
2025-12-13,58
2025-12-14,62
2025-12-15,62
2025-12-16,57
2025-12-17,59
2025-12-18,58
2025-12-19,56
2025-12-20,57
2025-12-21,57
2025-12-22,58
2025-12-23,55
2025-12-24,50
2025-12-25,51
2025-12-26,66
2025-12-27,71
2025-12-28,72
2025-12-29,71
2025-12-30,69
2025-12-31,61
2026-01-01,64
2026-01-02,72
2026-01-03,87
2026-01-04,80
2026-01-05,75
2026-01-06,76
2026-01-07,72
2026-01-08,66
2026-01-09,66
2026-01-10,71
2026-01-11,72
2026-01-12,69
2026-01-13,73
2026-01-14,70
2026-01-15,71
2026-01-16,67
2026-01-17,68
2026-01-18,70
2026-01-19,74
2026-01-20,70
2026-01-21,71
2026-01-22,67
2026-01-23,67
2026-01-24,78
2026-01-25,87
2026-01-26,85
2026-01-27,78
2026-01-28,73
2026-01-29,68
2026-01-30,66
2026-01-31,69
2026-02-01,78
2026-02-02,70
2026-02-03,67
2026-02-04,70
2026-02-05,64
2026-02-06,60
2026-02-07,69
2026-02-08,65
2026-02-09,62
2026-02-10,72
2026-02-11,80
2026-02-12,79
2026-02-13,74
2026-02-14,73
2026-02-15,88
2026-02-16,85
2026-02-17,87
2026-02-18,82
2026-02-19,79
2026-02-20,73
2026-02-21,89
2026-02-22,100
2026-02-23,96
2026-02-24,85
2026-02-25,74
2026-02-26,78
2026-02-27,72
2026-02-28,78
2026-03-01,81
2026-03-02,85
2026-03-03,88
2026-03-04,82
2026-03-05,83
2026-03-06,77
2026-03-07,82
2026-03-08,85
2026-03-09,84
2026-03-10,81
2026-03-11,80
2026-03-12,79
2026-03-13,76
2026-03-14,79
2026-03-15,89
2026-03-16,95
2026-03-17,81
2026-03-18,79
2026-03-19,78
2026-03-20,71
2026-03-21,70
2026-03-22,76
2026-03-23,75
2026-03-24,68
2026-03-25,71
2026-03-26,65
2026-03-27,61
2026-03-28,61
2026-03-29,67
2026-03-30,69
2026-03-31,67
2026-04-01,69
2026-04-02,63
2026-04-03,62
2026-04-04,53
2026-04-05,68
2026-04-06,74
2026-04-07,73
2026-04-08,68
2026-04-09,65
2026-04-10,61
2026-04-11,60
2026-04-12,67
2026-04-13,64
2026-04-14,67
2026-04-15,64
2026-04-16,65
2026-04-17,65
2026-04-18,61
2026-04-19,65
2026-04-20,62
2026-04-21,64
2026-04-22,65
2026-04-23,68
2026-04-24,57
2026-04-25,59
2026-04-26,62
2026-04-27,67
2026-04-28,73
2026-04-29,73
2026-04-30,76
2026-05-01,70
2026-05-02,90
2026-05-03,81
2026-05-04,83
2026-05-05,73
2026-05-06,79
2026-05-07,82
2026-05-08,77
2026-05-09,77
2026-05-10,77
2026-05-11,83
2026-05-12,83
2026-05-13,79
2026-05-14,81
2026-05-15,83
2026-05-16,58
2026-05-17,68
2026-05-18,67
2026-05-19,69
2026-05-20,74
2026-05-21,71
2026-05-22,67
2026-05-23,64
2026-05-24,67
2026-05-25,72
2026-05-26,68
2026-05-27,68
2026-05-28,69
2026-05-29,64
2026-05-30,63
2026-05-31,73
