Time,rockauto
2022-09-28,81.58620689655172
2022-09-29,79.49425287356321
2022-09-30,82.63218390804597
2022-10-01,87.86206896551724
2022-10-02,81.58620689655172
2022-10-03,84.72413793103448
2022-10-04,89.95402298850574
2022-10-05,89.95402298850574
2022-10-06,85.77011494252874
2022-10-07,86.81609195402298
2022-10-08,97.27586206896551
2022-10-09,85.77011494252874
2022-10-10,88.90804597701148
2022-10-11,85.77011494252874
2022-10-12,92.04597701149424
2022-10-13,83.67816091954023
2022-10-14,78.44827586206897
2022-10-15,88.90804597701148
2022-10-16,85.77011494252874
2022-10-17,88.90804597701148
2022-10-18,84.72413793103448
2022-10-19,87.86206896551724
2022-10-20,84.72413793103448
2022-10-21,83.67816091954023
2022-10-22,94.13793103448275
2022-10-23,86.81609195402298
2022-10-24,85.77011494252874
2022-10-25,83.67816091954023
2022-10-26,83.67816091954023
2022-10-27,88.90804597701148
2022-10-28,77.40229885057471
2022-10-29,87.86206896551724
2022-10-30,84.72413793103448
2022-10-31,83.67816091954023
2022-11-01,81.58620689655172
2022-11-02,81.58620689655172
2022-11-03,83.67816091954023
2022-11-04,81.58620689655172
2022-11-05,88.90804597701148
2022-11-06,84.72413793103448
2022-11-07,82.63218390804597
2022-11-08,76.35632183908045
2022-11-09,67.98850574712644
2022-11-10,76.35632183908045
2022-11-11,80.54022988505747
2022-11-12,83.67816091954023
2022-11-13,77.40229885057471
2022-11-14,76.35632183908045
2022-11-15,76.35632183908045
2022-11-16,81.58620689655172
2022-11-17,78.44827586206897
2022-11-18,74.26436781609195
2022-11-19,82.63218390804597
2022-11-20,75.3103448275862
2022-11-21,75.3103448275862
2022-11-22,76.35632183908045
2022-11-23,79.49425287356321
2022-11-24,66.94252873563218
2022-11-25,80.54022988505747
2022-11-26,76.35632183908045
2022-11-27,72.17241379310344
2022-11-28,76.35632183908045
2022-11-29,77.40229885057471
2022-11-30,74.26436781609195
2022-12-01,73.2183908045977
2022-12-02,72.17241379310344
2022-12-03,74.26436781609195
2022-12-04,71.12643678160919
2022-12-05,73.2183908045977
2022-12-06,74.26436781609195
2022-12-07,70.08045977011494
2022-12-08,72.17241379310344
2022-12-09,71.12643678160919
2022-12-10,78.44827586206897
2022-12-11,72.17241379310344
2022-12-12,73.2183908045977
2022-12-13,70.08045977011494
2022-12-14,70.08045977011494
2022-12-15,70.08045977011494
2022-12-16,70.08045977011494
2022-12-17,78.44827586206897
2022-12-18,77.40229885057471
2022-12-19,72.17241379310344
2022-12-20,70.08045977011494
2022-12-21,69.03448275862068
2022-12-22,65.89655172413792
2022-12-23,61.712643678160916
2022-12-24,51.25287356321839
2022-12-25,47.068965517241374
2022-12-26,72.17241379310344
2022-12-27,84.72413793103448
2022-12-28,86.81609195402298
2022-12-29,93.0919540229885
2022-12-30,85.77011494252874
2022-12-31,81.58620689655172
2023-01-01,65.89655172413792
2023-01-02,95.183908045977
2023-01-03,77.40229885057471
2023-01-04,78.44827586206897
2023-01-05,84.72413793103448
2023-01-06,84.72413793103448
2023-01-07,85.77011494252874
2023-01-08,81.58620689655172
2023-01-09,79.49425287356321
2023-01-10,81.58620689655172
2023-01-11,82.63218390804597
2023-01-12,75.3103448275862
2023-01-13,75.3103448275862
2023-01-14,79.49425287356321
2023-01-15,76.35632183908045
2023-01-16,85.77011494252874
2023-01-17,80.54022988505747
2023-01-18,74.26436781609195
2023-01-19,76.35632183908045
2023-01-20,79.49425287356321
2023-01-21,91.0
2023-01-22,79.49425287356321
2023-01-23,75.3103448275862
2023-01-24,78.44827586206897
2023-01-25,77.40229885057471
2023-01-26,73.2183908045977
2023-01-27,76.35632183908045
2023-01-28,85.77011494252874
2023-01-29,84.72413793103448
2023-01-30,74.26436781609195
2023-01-31,76.35632183908045
2023-02-01,73.2183908045977
2023-02-02,77.40229885057471
2023-02-03,75.3103448275862
2023-02-04,86.81609195402298
2023-02-05,94.13793103448275
2023-02-06,87.86206896551724
2023-02-07,80.54022988505747
2023-02-08,81.58620689655172
2023-02-09,82.63218390804597
2023-02-10,83.67816091954023
2023-02-11,94.13793103448275
2023-02-12,84.72413793103448
2023-02-13,79.49425287356321
2023-02-14,82.63218390804597
2023-02-15,81.58620689655172
2023-02-16,87.86206896551724
2023-02-17,81.58620689655172
2023-02-18,104.59770114942528
2023-02-19,91.0
2023-02-20,101.45977011494253
2023-02-21,88.90804597701148
2023-02-22,88.90804597701148
2023-02-23,84.72413793103448
2023-02-24,88.90804597701148
2023-02-25,94.13793103448275
2023-02-26,93.0919540229885
2023-02-27,93.0919540229885
2023-02-28,88.90804597701148
2023-03-01,92.04597701149424
2023-03-02,83.67816091954023
2023-03-03,83.67816091954023
2023-03-04,94.13793103448275
2023-03-05,100.41379310344827
2023-03-06,94.13793103448275
2023-03-07,95.183908045977
2023-03-08,91.0
2023-03-09,89.95402298850574
2023-03-10,82.63218390804597
2023-03-11,95.183908045977
2023-03-12,87.86206896551724
2023-03-13,80.54022988505747
2023-03-14,80.54022988505747
2023-03-15,82.63218390804597
2023-03-16,92.04597701149424
2023-03-17,82.63218390804597
2023-03-18,95.183908045977
2023-03-19,91.0
2023-03-20,87.86206896551724
2023-03-21,84.72413793103448
2023-03-22,91.0
2023-03-23,92.04597701149424
2023-03-24,85.77011494252874
2023-03-25,94.13793103448275
2023-03-26,95.183908045977
2023-03-27,89.95402298850574
2023-03-28,91.0
2023-03-29,87.86206896551724
2023-03-30,85.77011494252874
2023-03-31,82.63218390804597
2023-04-01,92.04597701149424
2023-04-02,87.86206896551724
2023-04-03,92.04597701149424
2023-04-04,86.81609195402298
2023-04-05,82.63218390804597
2023-04-06,86.81609195402298
2023-04-07,83.67816091954023
2023-04-08,96.22988505747126
2023-04-09,87.86206896551724
2023-04-10,91.0
2023-04-11,87.86206896551724
2023-04-12,93.0919540229885
2023-04-13,88.90804597701148
2023-04-14,91.0
2023-04-15,94.13793103448275
2023-04-16,95.183908045977
2023-04-17,87.86206896551724
2023-04-18,86.81609195402298
2023-04-19,85.77011494252874
2023-04-20,84.72413793103448
2023-04-21,83.67816091954023
2023-04-22,95.183908045977
2023-04-23,92.04597701149424
2023-04-24,86.81609195402298
2023-04-25,85.77011494252874
2023-04-26,83.63867637742035
2023-04-27,80.44115517507572
2023-04-28,78.30947437351264
2023-04-29,90.55670728785677
2023-04-30,87.35918608551212
2023-05-01,82.57283597663881
2023-05-02,80.44115517507572
2023-05-03,79.37531477429417
2023-05-04,81.50699557585727
2023-05-05,83.63867637742035
2023-05-06,94.2970803852358
2023-05-07,91.09955918289117
2023-05-08,90.03371878210963
2023-05-09,90.03371878210963
2023-05-10,90.03371878210963
2023-05-11,82.57283597663881
2023-05-12,82.57283597663881
2023-05-13,90.55670728785677
2023-05-14,91.09955918289117
2023-05-15,88.96787838132808
2023-05-16,92.16539958367272
2023-05-17,92.16539958367272
2023-05-18,86.83619757976498
2023-05-19,88.96787838132808
2023-05-20,93.7542284902014
2023-05-21,92.16539958367272
2023-05-22,86.83619757976498
2023-05-23,91.09955918289117
2023-05-24,84.7045167782019
2023-05-25,86.83619757976498
2023-05-26,86.856303205507
2023-05-27,89.02771078564467
2023-05-28,79.25637667502514
2023-05-29,83.59919183530049
2023-05-30,85.77059941543817
2023-05-31,85.77059941543817
2023-06-01,85.77059941543817
2023-06-02,94.45622973598887
2023-06-03,95.5419335260577
2023-06-04,96.62763731612654
2023-06-05,91.19911836578235
2023-06-06,90.11341457571352
2023-06-07,90.11341457571352
2023-06-08,83.59919183530049
2023-06-09,89.02771078564467
2023-06-10,92.28482215585119
2023-06-11,92.28482215585119
2023-06-12,85.77059941543817
2023-06-13,91.19911836578235
2023-06-14,89.02771078564467
2023-06-15,89.02771078564467
2023-06-16,91.19911836578235
2023-06-17,92.28482215585119
2023-06-18,85.77059941543817
2023-06-19,92.28482215585119
2023-06-20,85.77059941543817
2023-06-21,93.37052594592004
2023-06-22,84.68489562536934
2023-06-23,91.19911836578235
2023-06-24,92.28482215585119
2023-06-25,92.28482215585119
2023-06-26,90.11341457571352
2023-06-27,94.45622973598887
2023-06-28,87.94200699557584
2023-06-29,85.77059941543817
2023-06-30,83.59919183530049
2023-07-01,86.856303205507
2023-07-02,85.77059941543817
2023-07-03,87.94200699557584
2023-07-04,92.28482215585119
2023-07-05,85.77059941543817
2023-07-06,97.71334110619537
2023-07-07,90.11341457571352
2023-07-08,94.45622973598887
2023-07-09,91.19911836578235
2023-07-10,87.94200699557584
2023-07-11,86.856303205507
2023-07-12,86.856303205507
2023-07-13,85.77059941543817
2023-07-14,84.68489562536934
2023-07-15,89.02771078564467
2023-07-16,86.856303205507
2023-07-17,89.02771078564467
2023-07-18,94.45622973598887
2023-07-19,95.5419335260577
2023-07-20,93.37052594592004
2023-07-21,86.856303205507
2023-07-22,93.37052594592004
2023-07-23,84.68489562536934
2023-07-24,86.856303205507
2023-07-25,90.11341457571352
2023-07-26,87.94200699557584
2023-07-27,81.42778425516282
2023-07-28,87.94200699557584
2023-07-29,87.94200699557584
2023-07-30,91.19911836578235
2023-07-31,91.19911836578235
2023-08-01,90.11341457571352
2023-08-02,84.68489562536934
2023-08-03,87.94200699557584
2023-08-04,93.37052594592004
2023-08-05,105.31326763667724
2023-08-06,97.71334110619537
2023-08-07,108.57037900688375
2023-08-08,98.79904489626422
2023-08-09,90.11341457571352
2023-08-10,83.59919183530049
2023-08-11,105.31326763667724
2023-08-12,99.88474868633305
2023-08-13,95.5419335260577
2023-08-14,90.11341457571352
2023-08-15,89.02771078564467
2023-08-16,89.02771078564467
2023-08-17,87.94200699557584
2023-08-18,89.02771078564467
2023-08-19,98.79904489626422
2023-08-20,93.37052594592004
2023-08-21,87.94200699557584
2023-08-22,97.71334110619537
2023-08-23,85.77059941543817
2023-08-24,86.856303205507
2023-08-25,80.34208046509397
2023-08-26,89.02771078564467
2023-08-27,91.19911836578235
2023-08-28,87.94200699557584
2023-08-29,89.02771078564467
2023-08-30,81.42778425516282
2023-08-31,80.34208046509397
2023-09-01,82.51348804523165
2023-09-02,81.42778425516282
2023-09-03,81.42778425516282
2023-09-04,84.68489562536934
2023-09-05,86.856303205507
2023-09-06,82.51348804523165
2023-09-07,82.51348804523165
2023-09-08,81.42778425516282
2023-09-09,84.68489562536934
2023-09-10,81.42778425516282
2023-09-11,82.51348804523165
2023-09-12,80.34208046509397
2023-09-13,79.25637667502514
2023-09-14,79.25637667502514
2023-09-15,79.25637667502514
2023-09-16,85.77059941543817
2023-09-17,82.51348804523165
2023-09-18,84.68489562536934
2023-09-19,82.51348804523165
2023-09-20,79.25637667502514
2023-09-21,81.42778425516282
2023-09-22,83.59919183530049
2023-09-23,83.59919183530049
2023-09-24,81.42778425516282
2023-09-25,85.77059941543817
2023-09-26,78.1706728849563
2023-09-27,79.25637667502514
2023-09-28,79.25637667502514
2023-09-29,79.25637667502514
2023-09-30,89.02771078564467
2023-10-01,73.82785772468095
2023-10-02,81.42778425516282
2023-10-03,84.68489562536934
2023-10-04,82.51348804523165
2023-10-05,81.42778425516282
2023-10-06,81.42778425516282
2023-10-07,78.1706728849563
2023-10-08,80.34208046509397
2023-10-09,80.34208046509397
2023-10-10,81.42778425516282
2023-10-11,79.25637667502514
2023-10-12,78.1706728849563
2023-10-13,77.08496909488747
2023-10-14,77.08496909488747
2023-10-15,73.82785772468095
2023-10-16,80.34208046509397
2023-10-17,78.1706728849563
2023-10-18,81.42778425516282
2023-10-19,82.51348804523165
2023-10-20,71.65645014454327
2023-10-21,83.59919183530049
2023-10-22,77.08496909488747
2023-10-23,78.1706728849563
2023-10-24,77.08496909488747
2023-10-25,81.42778425516282
2023-10-26,77.08496909488747
2023-10-27,73.82785772468095
2023-10-28,78.1706728849563
2023-10-29,69.4850425644056
2023-10-30,75.99926530481864
2023-10-31,73.82785772468095
2023-11-01,79.25637667502514
2023-11-02,80.34208046509397
2023-11-03,81.42778425516282
2023-11-04,85.77059941543817
2023-11-05,74.91356151474979
2023-11-06,84.68489562536934
2023-11-07,82.51348804523165
2023-11-08,78.1706728849563
2023-11-09,78.1706728849563
2023-11-10,79.25637667502514
2023-11-11,81.42778425516282
2023-11-12,75.99926530481864
2023-11-13,75.99926530481864
2023-11-14,77.08496909488747
2023-11-15,77.08496909488747
2023-11-16,75.99926530481864
2023-11-17,78.1706728849563
2023-11-18,80.34208046509397
2023-11-19,74.91356151474979
2023-11-20,74.91356151474979
2023-11-21,72.74215393461212
2023-11-22,71.65645014454327
2023-11-23,61.88511603392374
2023-11-24,75.99926530481864
2023-11-25,79.25637667502514
2023-11-26,70.57074635447444
2023-11-27,75.99926530481864
2023-11-28,74.91356151474979
2023-11-29,71.65645014454327
2023-11-30,73.82785772468095
2023-12-01,77.08496909488747
2023-12-02,77.08496909488747
2023-12-03,71.65645014454327
2023-12-04,71.65645014454327
2023-12-05,71.65645014454327
2023-12-06,66.22793119419909
2023-12-07,70.57074635447444
2023-12-08,74.91356151474979
2023-12-09,85.77059941543817
2023-12-10,80.34208046509397
2023-12-11,69.4850425644056
2023-12-12,75.99926530481864
2023-12-13,74.91356151474979
2023-12-14,69.4850425644056
2023-12-15,67.31363498426794
2023-12-16,73.82785772468095
2023-12-17,68.39933877433677
2023-12-18,64.05652361406142
2023-12-19,65.14222740413025
2023-12-20,66.22793119419909
2023-12-21,67.31363498426794
2023-12-22,69.78040149020697
2023-12-23,70.3232533852414
2023-12-24,55.71575081315869
2023-12-25,46.70121829181612
2023-12-26,69.39109171011805
2023-12-27,72.96619629566598
2023-12-28,76.15199110112496
2023-12-29,78.01631445137167
2023-12-30,76.6948429961594
2023-12-31,64.88382544944676
2024-01-01,59.83370729374105
2024-01-02,67.13745857978239
2024-01-03,75.76268132103604
2024-01-04,76.6948429961594
2024-01-05,72.96619629566598
2024-01-06,75.21982942600161
2024-01-07,71.25541506036474
2024-01-08,63.9516637743234
2024-01-09,62.087340424076686
2024-01-10,68.06962025490574
2024-01-11,67.52676835987134
2024-01-12,65.27313522953568
2024-01-13,70.71256316533032
2024-01-14,62.6301923191111
2024-01-15,61.15517874895333
2024-01-16,59.83370729374105
2024-01-17,60.765868968864396
2024-01-18,66.20529690465904
2024-01-19,59.44439751365211
2024-01-20,67.52676835987134
2024-01-21,64.62542349476325
2024-01-22,62.289564814229635
2024-01-23,64.62542349476325
2024-01-24,67.73990173547473
2024-01-25,64.62542349476325
2024-01-26,60.7323256938739
2024-01-27,60.7323256938739
2024-01-28,59.17508657351816
2024-01-29,61.51094525405177
2024-01-30,64.62542349476325
2024-01-31,59.95370613369603
2024-02-01,60.7323256938739
2024-02-02,59.95370613369603
2024-02-03,65.40404305494113
2024-02-04,66.18266261511899
2024-02-05,63.06818437440751
2024-02-06,63.06818437440751
2024-02-07,59.17508657351816
2024-02-08,61.51094525405177
2024-02-09,63.06818437440751
2024-02-10,74.74747777707557
2024-02-11,64.62542349476325
2024-02-12,52.16751053191732
2024-02-13,62.289564814229635
2024-02-14,59.17508657351816
2024-02-15,58.396467013340285
2024-02-16,59.95370613369603
2024-02-17,63.84680393458538
2024-02-18,63.84680393458538
2024-02-19,69.29714085583048
2024-02-20,61.51094525405177
2024-02-21,65.40404305494113
2024-02-22,66.18266261511899
2024-02-23,67.73990173547473
2024-02-24,70.07576041600835
2024-02-25,69.29714085583048
2024-02-26,66.18266261511899
2024-02-27,66.96128217529686
2024-02-28,66.96128217529686
2024-02-29,61.51094525405177
2024-03-01,59.17508657351816
2024-03-02,69.29714085583048
2024-03-03,66.18266261511899
2024-03-04,70.07576041600835
2024-03-05,66.96128217529686
2024-03-06,65.40404305494113
2024-03-07,63.06818437440751
2024-03-08,58.396467013340285
2024-03-09,68.5185212956526
2024-03-10,66.96128217529686
2024-03-11,63.84680393458538
2024-03-12,63.06818437440751
2024-03-13,66.18266261511899
2024-03-14,65.40404305494113
2024-03-15,63.84680393458538
2024-03-16,73.9688582168977
2024-03-17,66.96128217529686
2024-03-18,66.96128217529686
2024-03-19,59.95370613369603
2024-03-20,57.61784745316242
2024-03-21,59.95370613369603
2024-03-22,58.396467013340285
2024-03-23,63.84680393458538
2024-03-24,61.51094525405177
2024-03-25,63.06818437440751
2024-03-26,65.40404305494113
2024-03-27,56.06060833280667
2024-03-28,60.7323256938739
2024-03-29,63.84680393458538
2024-03-30,63.06818437440751
2024-03-31,60.7323256938739
2024-04-01,63.06818437440751
2024-04-02,59.17508657351816
2024-04-03,57.61784745316242
2024-04-04,56.06060833280667
2024-04-05,56.06060833280667
2024-04-06,61.51094525405177
2024-04-07,63.06818437440751
2024-04-08,52.946130092095196
2024-04-09,62.289564814229635
2024-04-10,59.95370613369603
2024-04-11,58.396467013340285
2024-04-12,56.06060833280667
2024-04-13,54.503369212450934
2024-04-14,65.40404305494113
2024-04-15,62.289564814229635
2024-04-16,62.289564814229635
2024-04-17,63.06818437440751
2024-04-18,66.18266261511899
2024-04-19,59.95370613369603
2024-04-20,66.18266261511899
2024-04-21,65.40404305494113
2024-04-22,60.7323256938739
2024-04-23,65.40404305494113
2024-04-24,60.7323256938739
2024-04-25,62.289564814229635
2024-04-26,59.17508657351816
2024-04-27,62.289564814229635
2024-04-28,64.62542349476325
2024-04-29,61.51094525405177
2024-04-30,60.7323256938739
2024-05-01,59.17508657351816
2024-05-02,63.06818437440751
2024-05-03,58.396467013340285
2024-05-04,63.84680393458538
2024-05-05,62.289564814229635
2024-05-06,63.06818437440751
2024-05-07,61.51094525405177
2024-05-08,57.61784745316242
2024-05-09,59.17508657351816
2024-05-10,59.95370613369603
2024-05-11,65.40404305494113
2024-05-12,56.839227892984546
2024-05-13,60.7323256938739
2024-05-14,56.06060833280667
2024-05-15,61.51094525405177
2024-05-16,59.95370613369603
2024-05-17,58.396467013340285
2024-05-18,64.62542349476325
2024-05-19,59.95370613369603
2024-05-20,64.62542349476325
2024-05-21,64.62542349476325
2024-05-22,58.396467013340285
2024-05-23,60.7323256938739
2024-05-24,59.95370613369603
2024-05-25,69.29714085583048
2024-05-26,56.06060833280667
2024-05-27,61.51094525405177
2024-05-28,60.7323256938739
2024-05-29,62.289564814229635
2024-05-30,66.96128217529686
2024-05-31,61.51094525405177
2024-06-01,66.18266261511899
2024-06-02,59.95370613369603
2024-06-03,64.62542349476325
2024-06-04,63.06818437440751
2024-06-05,63.84680393458538
2024-06-06,63.06818437440751
2024-06-07,64.62542349476325
2024-06-08,56.839227892984546
2024-06-09,56.839227892984546
2024-06-10,67.73990173547473
2024-06-11,66.18266261511899
2024-06-12,66.96128217529686
2024-06-13,63.84680393458538
2024-06-14,63.84680393458538
2024-06-15,65.40404305494113
2024-06-16,65.40404305494113
2024-06-17,63.06818437440751
2024-06-18,66.18266261511899
2024-06-19,66.96128217529686
2024-06-20,63.06818437440751
2024-06-21,63.84680393458538
2024-06-22,63.06818437440751
2024-06-23,67.73990173547473
2024-06-24,66.18266261511899
2024-06-25,63.06818437440751
2024-06-26,63.84680393458538
2024-06-27,59.95370613369603
2024-06-28,61.51094525405177
2024-06-29,68.5185212956526
2024-06-30,64.62542349476325
2024-07-01,62.289564814229635
2024-07-02,62.289564814229635
2024-07-03,59.95370613369603
2024-07-04,56.839227892984546
2024-07-05,56.839227892984546
2024-07-06,64.62542349476325
2024-07-07,58.396467013340285
2024-07-08,63.06818437440751
2024-07-09,63.06818437440751
2024-07-10,60.7323256938739
2024-07-11,67.73990173547473
2024-07-12,61.51094525405177
2024-07-13,69.29714085583048
2024-07-14,56.06060833280667
2024-07-15,61.51094525405177
2024-07-16,59.95370613369603
2024-07-17,60.7323256938739
2024-07-18,62.289564814229635
2024-07-19,59.17508657351816
2024-07-20,68.5185212956526
2024-07-21,58.396467013340285
2024-07-22,62.289564814229635
2024-07-23,61.51094525405177
2024-07-24,64.62542349476325
2024-07-25,61.51094525405177
2024-07-26,58.396467013340285
2024-07-27,56.839227892984546
2024-07-28,63.06818437440751
2024-07-29,66.96128217529686
2024-07-30,63.06818437440751
2024-07-31,65.40404305494113
2024-08-01,59.17508657351816
2024-08-02,60.7323256938739
2024-08-03,67.73990173547473
2024-08-04,63.06818437440751
2024-08-05,63.06818437440751
2024-08-06,60.7323256938739
2024-08-07,61.51094525405177
2024-08-08,59.95370613369603
2024-08-09,60.7323256938739
2024-08-10,64.62542349476325
2024-08-11,63.06818437440751
2024-08-12,64.62542349476325
2024-08-13,63.06818437440751
2024-08-14,62.289564814229635
2024-08-15,57.61784745316242
2024-08-16,60.7323256938739
2024-08-17,65.40404305494113
2024-08-18,62.910889913515504
2024-08-19,66.97272854831829
2024-08-20,64.00529627172381
2024-08-21,66.97272854831829
2024-08-22,64.74715434087243
2024-08-23,62.169031844366884
2024-08-24,67.71458661746689
2024-08-25,65.48901241002105
2024-08-26,67.71458661746689
2024-08-27,61.42717377521827
2024-08-28,63.652747982664124
2024-08-29,58.4597414986238
2024-08-30,61.42717377521827
2024-08-31,63.26343820257519
2024-09-01,61.42717377521827
2024-09-02,62.169031844366884
2024-09-03,61.42717377521827
2024-09-04,59.94345763692104
2024-09-05,54.008593083732094
2024-09-06,59.20159956777242
2024-09-07,58.849051278712736
2024-09-08,55.492309222029334
2024-09-09,62.52158013342657
2024-09-10,58.4597414986238
2024-09-11,51.43047058722655
2024-09-12,63.652747982664124
2024-09-13,55.13976093296965
2024-09-14,64.74715434087243
2024-09-15,57.365335140415496
2024-09-16,57.71788342947518
2024-09-17,60.63830571826541
2024-09-18,59.22811256202668
2024-09-19,56.40772624954921
2024-09-20,57.81791940578795
2024-09-21,66.9841749213397
2024-09-22,59.93320914014604
2024-09-23,60.63830571826541
2024-09-24,57.11282282766858
2024-09-25,58.523015983907314
2024-09-26,54.29243651519112
