Time,paypal
2023-12-22,92
2023-12-23,75
2023-12-24,62
2023-12-25,61
2023-12-26,86
2023-12-27,90
2023-12-28,89
2023-12-29,91
2023-12-30,79
2023-12-31,73
2024-01-01,66
2024-01-02,96
2024-01-03,95
2024-01-04,91
2024-01-05,91
2024-01-06,77
2024-01-07,68
2024-01-08,80
2024-01-09,86
2024-01-10,90
2024-01-11,87
2024-01-12,89
2024-01-13,74
2024-01-14,66
2024-01-15,76
2024-01-16,87
2024-01-17,90
2024-01-18,89
2024-01-19,94
2024-01-20,82
2024-01-21,70
2024-01-22,93
2024-01-23,94
2024-01-24,91
2024-01-25,100
2024-01-26,94
2024-01-27,76
2024-01-28,66
2024-01-29,89
2024-01-30,92
2024-01-31,96
2024-02-01,95
2024-02-02,93
2024-02-03,78
2024-02-04,66
2024-02-05,80
2024-02-06,85
2024-02-07,89
2024-02-08,90
2024-02-09,85
2024-02-10,75
2024-02-11,63
2024-02-12,76
2024-02-13,87
2024-02-14,81
2024-02-15,85
2024-02-16,91
2024-02-17,74
2024-02-18,67
2024-02-19,79
2024-02-20,82
2024-02-21,80
2024-02-22,85
2024-02-23,84
2024-02-24,69
2024-02-25,67
2024-02-26,81
2024-02-27,80
2024-02-28,82
2024-02-29,83
2024-03-01,93
2024-03-02,87
2024-03-03,65
2024-03-04,87
2024-03-05,86
2024-03-06,83
2024-03-07,85
2024-03-08,79
2024-03-09,73
2024-03-10,62
2024-03-11,79
2024-03-12,77
2024-03-13,86
2024-03-14,83
2024-03-15,81
2024-03-16,72
2024-03-17,64
2024-03-18,89
2024-03-19,86
2024-03-20,85
2024-03-21,84
2024-03-22,81
2024-03-23,69
2024-03-24,65
2024-03-25,76
2024-03-26,80
2024-03-27,81
2024-03-28,86
2024-03-29,87
2024-03-30,74
2024-03-31,60
2024-04-01,89
2024-04-02,88
2024-04-03,90
2024-04-04,82
2024-04-05,84
2024-04-06,69
2024-04-07,61
2024-04-08,71
2024-04-09,83
2024-04-10,80
2024-04-11,74
2024-04-12,81
2024-04-13,68
2024-04-14,65
2024-04-15,85
2024-04-16,87
2024-04-17,80
2024-04-18,85
2024-04-19,83
2024-04-20,71
2024-04-21,62
2024-04-22,78
2024-04-23,74
2024-04-24,81
2024-04-25,80
2024-04-26,82
2024-04-27,64
2024-04-28,60
2024-04-29,80
2024-04-30,89
2024-05-01,91
2024-05-02,84
2024-05-03,82
2024-05-04,65
2024-05-05,61
2024-05-06,81
2024-05-07,84
2024-05-08,80
2024-05-09,81
2024-05-10,85
2024-05-11,69
2024-05-12,61
2024-05-13,79
2024-05-14,78
2024-05-15,85
2024-05-16,84
2024-05-17,90
2024-05-18,65
2024-05-19,60
2024-05-20,78
2024-05-21,83
2024-05-22,78
2024-05-23,74
2024-05-24,79
2024-05-25,60
2024-05-26,58
2024-05-27,65
2024-05-28,79
2024-05-29,83
2024-05-30,89
2024-05-31,90
2024-06-01,67
2024-06-02,59
2024-06-03,84
2024-06-04,86
2024-06-05,89
2024-06-06,87
2024-06-07,88
2024-06-08,66
2024-06-09,60
2024-06-10,84
2024-06-11,90
2024-06-12,86
2024-06-13,88
2024-06-14,87
2024-06-15,70
2024-06-16,69
2024-06-17,91
2024-06-18,85
2024-06-19,77
2024-06-20,80
2024-06-21,84
2024-06-22,65
2024-06-23,60
2024-06-24,85
2024-06-25,89
2024-06-26,83
2024-06-27,86
2024-06-28,86
2024-06-29,69
2024-06-30,59
2024-07-01,91
2024-07-02,93
2024-07-03,89
2024-07-04,62
2024-07-05,81
2024-07-06,66
2024-07-07,62
2024-07-08,85
2024-07-09,89
2024-07-10,85
2024-07-11,79
2024-07-12,80
2024-07-13,64
2024-07-14,57
2024-07-15,78
2024-07-16,86
2024-07-17,80
2024-07-18,84
2024-07-19,89
2024-07-20,60
2024-07-21,60
2024-07-22,74
2024-07-23,78
2024-07-24,76
2024-07-25,81
2024-07-26,80
2024-07-27,62
2024-07-28,57
2024-07-29,82
2024-07-30,87
2024-07-31,80
2024-08-01,88
2024-08-02,89
2024-08-03,66
2024-08-04,61
2024-08-05,74
2024-08-06,79
2024-08-07,78
2024-08-08,80
2024-08-09,78
2024-08-10,64
2024-08-11,56
2024-08-12,76
2024-08-13,78
2024-08-14,88
2024-08-15,88
2024-08-16,80
2024-08-17,62
2024-08-18,57
2024-08-19,75
2024-08-20,84
2024-08-21,77
2024-08-22,77
2024-08-23,78
2024-08-24,71
2024-08-25,60
2024-08-26,79
2024-08-27,77
2024-08-28,82
2024-08-29,81
2024-08-30,85
2024-08-31,64
2024-09-01,61
2024-09-02,72
2024-09-03,79
2024-09-04,84
2024-09-05,85
2024-09-06,85
2024-09-07,72
2024-09-08,55
2024-09-09,78
2024-09-10,82
2024-09-11,77
2024-09-12,77
2024-09-13,81
2024-09-14,71
2024-09-15,59
2024-09-16,76
