Time,prime_video
2024-11-26,32.735770066547666
2024-11-27,32.735770066547666
2024-11-28,36.37307785171963
2024-11-29,52.37723210647627
2024-11-30,34.918154737650845
2024-12-01,35.64561629468524
2024-12-02,33.46323162358206
2024-12-03,28.371000724341314
2024-12-04,26.188616053238135
2024-12-05,28.371000724341314
2024-12-06,56.01453989164823
2024-12-07,34.19069318061646
2024-12-08,35.64561629468524
2024-12-09,28.371000724341314
2024-12-10,29.098462281375706
2024-12-11,31.280846952478882
2024-12-12,34.19069318061646
2024-12-13,49.467385878338696
2024-12-14,36.37307785171963
2024-12-15,41.46530875096038
2024-12-16,32.735770066547666
2024-12-17,33.46323162358206
2024-12-18,37.100539408754024
2024-12-19,45.83007809316673
2024-12-20,65.47154013309533
2024-12-21,39.2829240798572
2024-12-22,36.37307785171963
2024-12-23,39.2829240798572
2024-12-24,39.2829240798572
2024-12-25,42.19277030799477
2024-12-26,41.46530875096038
2024-12-27,54.55961677757945
2024-12-28,41.46530875096038
2024-12-29,39.2829240798572
2024-12-30,36.37307785171963
2024-12-31,37.82800096578842
2025-01-01,37.82800096578842
2025-01-02,41.46530875096038
2025-01-03,37.100539408754024
2025-01-04,36.37307785171963
2025-01-05,38.55546252282281
2025-01-06,34.19069318061646
2025-01-07,30.55338539544449
2025-01-08,30.55338539544449
2025-01-09,30.55338539544449
2025-01-10,34.19069318061646
2025-01-11,37.82800096578842
2025-01-12,72.74615570343926
2025-01-13,29.825923838410098
2025-01-14,27.64353916730692
2025-01-15,27.64353916730692
2025-01-16,29.825923838410098
2025-01-17,30.55338539544449
2025-01-18,34.19069318061646
2025-01-19,33.46323162358206
2025-01-20,32.735770066547666
2025-01-21,30.55338539544449
2025-01-22,30.55338539544449
2025-01-23,29.825923838410098
2025-01-24,31.280846952478882
2025-01-25,34.918154737650845
2025-01-26,37.82800096578842
2025-01-27,29.825923838410098
2025-01-28,26.916077610272527
2025-01-29,26.916077610272527
2025-01-30,31.280846952478882
2025-01-31,30.55338539544449
2025-02-01,37.100539408754024
2025-02-02,35.64561629468524
2025-02-03,29.098462281375706
2025-02-04,25.461154496203743
2025-02-05,25.461154496203743
2025-02-06,33.46323162358206
2025-02-07,36.37307785171963
2025-02-08,38.55546252282281
2025-02-09,43.64769342206356
2025-02-10,28.371000724341314
2025-02-11,30.55338539544449
2025-02-12,29.098462281375706
2025-02-13,37.82800096578842
2025-02-14,38.55546252282281
2025-02-15,42.19277030799477
2025-02-16,41.46530875096038
2025-02-17,37.100539408754024
2025-02-18,32.00830850951328
2025-02-19,32.735770066547666
2025-02-20,34.918154737650845
2025-02-21,36.37307785171963
2025-02-22,39.2829240798572
2025-02-23,40.0103856368916
2025-02-24,33.46323162358206
2025-02-25,28.371000724341314
2025-02-26,27.64353916730692
2025-02-27,34.19069318061646
2025-02-28,34.918154737650845
2025-03-01,36.37307785171963
2025-03-02,40.0103856368916
2025-03-03,30.55338539544449
2025-03-04,32.00830850951328
2025-03-05,29.825923838410098
2025-03-06,37.100539408754024
2025-03-07,36.37307785171963
2025-03-08,36.37307785171963
2025-03-09,38.55546252282281
2025-03-10,29.825923838410098
2025-03-11,29.098462281375706
2025-03-12,29.825923838410098
2025-03-13,41.46530875096038
2025-03-14,37.100539408754024
2025-03-15,38.55546252282281
2025-03-16,38.55546252282281
2025-03-17,31.280846952478882
2025-03-18,30.55338539544449
2025-03-19,30.55338539544449
2025-03-20,29.098462281375706
2025-03-21,29.098462281375706
2025-03-22,40.0103856368916
2025-03-23,40.73784719392599
2025-03-24,29.825923838410098
2025-03-25,29.825923838410098
2025-03-26,28.371000724341314
2025-03-27,31.280846952478882
2025-03-28,32.735770066547666
2025-03-29,34.19069318061646
2025-03-30,37.82800096578842
2025-03-31,28.371000724341314
2025-04-01,26.916077610272527
2025-04-02,28.371000724341314
2025-04-03,28.371000724341314
2025-04-04,29.825923838410098
2025-04-05,34.19069318061646
2025-04-06,34.918154737650845
2025-04-07,29.098462281375706
2025-04-08,27.64353916730692
2025-04-09,27.64353916730692
2025-04-10,28.371000724341314
2025-04-11,31.280846952478882
2025-04-12,33.46323162358206
2025-04-13,37.100539408754024
2025-04-14,30.55338539544449
2025-04-15,29.134395181204525
2025-04-16,30.93705893336668
2025-04-17,31.292794641671964
2025-04-18,32.73172761531693
2025-04-19,33.45119410213941
2025-04-20,36.32906004942933
2025-04-21,30.573328154849484
2025-04-22,29.853861668027
2025-04-23,29.134395181204525
2025-04-24,30.93705893336668
2025-04-25,30.2175924465442
2025-04-26,32.012261128494444
2025-04-27,35.60959356260685
2025-04-28,28.778659472899236
2025-04-29,29.134395181204525
2025-04-30,27.695462207559558
2025-05-01,29.134395181204525
2025-05-02,34.170660588961894
2025-05-03,34.170660588961894
2025-05-04,39.92639248354173
2025-05-05,28.05919298607676
2025-05-06,29.49812595972172
2025-05-07,29.853861668027
2025-05-08,27.695462207559558
2025-05-09,32.73172761531693
2025-05-10,35.60959356260685
2025-05-11,32.73172761531693
2025-05-12,29.853861668027
2025-05-13,28.41492869438204
2025-05-14,28.41492869438204
2025-05-15,29.17032808103334
2025-05-16,31.304742330865047
2025-05-17,32.01621374747562
2025-05-18,33.43915658069675
2025-05-19,32.01621374747562
2025-05-20,32.01621374747562
2025-05-21,30.593270914254475
2025-05-22,33.43915658069675
2025-05-23,34.150627997307325
2025-05-24,36.9965136637496
2025-05-25,41.26534216341302
2025-05-26,36.28504224713903
2025-05-27,32.01621374747562
2025-05-28,29.881799497643907
2025-05-29,31.304742330865047
2025-05-30,32.01621374747562
2025-05-31,34.86209941391789
2025-06-01,40.553870746802446
2025-06-02,36.9965136637496
2025-06-03,34.150627997307325
2025-06-04,30.593270914254475
2025-06-05,29.881799497643907
2025-06-06,30.593270914254475
2025-06-07,32.72768516408618
2025-06-08,37.70798508036017
2025-06-09,30.593270914254475
2025-06-10,31.304742330865047
2025-06-11,30.593270914254475
2025-06-12,30.593270914254475
2025-06-13,30.593270914254475
2025-06-14,31.304742330865047
2025-06-15,38.41945649697074
2025-06-16,31.304742330865047
2025-06-17,31.304742330865047
2025-06-18,28.45885666442277
2025-06-19,30.593270914254475
2025-06-20,34.150627997307325
2025-06-21,34.86209941391789
2025-06-22,36.28504224713903
2025-06-23,30.593270914254475
2025-06-24,30.593270914254475
2025-06-25,30.593270914254475
2025-06-26,32.01621374747562
2025-06-27,31.304742330865047
2025-06-28,34.150627997307325
2025-06-29,34.150627997307325
2025-06-30,34.86209941391789
2025-07-01,29.17032808103334
2025-07-02,29.881799497643907
2025-07-03,32.01621374747562
2025-07-04,35.57357083052846
2025-07-05,35.57357083052846
2025-07-06,38.41945649697074
2025-07-07,32.72768516408618
2025-07-08,29.881799497643907
2025-07-09,30.593270914254475
2025-07-10,32.01621374747562
2025-07-11,32.01621374747562
2025-07-12,34.86209941391789
2025-07-13,39.842399330191874
2025-07-14,34.86209941391789
2025-07-15,36.28504224713903
2025-07-16,47.66858491290814
2025-07-17,61.18654182850895
2025-07-18,37.70798508036017
2025-07-19,59.763598995287815
2025-07-20,64.7438989115618
2025-07-21,49.09152774612928
2025-07-22,39.842399330191874
2025-07-23,46.957113496297566
2025-07-24,44.82269924646586
2025-07-25,41.97681358002358
2025-07-26,44.82269924646586
2025-07-27,45.53417066307643
2025-07-28,37.70798508036017
2025-07-29,47.66858491290814
2025-07-30,62.60948466173009
2025-07-31,61.89801324511952
2025-08-01,46.245642079687
2025-08-02,36.9965136637496
2025-08-03,37.70798508036017
2025-08-04,33.43915658069675
2025-08-05,34.150627997307325
2025-08-06,42.68828499663415
2025-08-07,41.97681358002358
2025-08-08,39.13092791358131
2025-08-09,41.26534216341302
2025-08-10,44.111227829855295
2025-08-11,35.57357083052846
2025-08-12,33.43915658069675
2025-08-13,43.399756413244724
2025-08-14,41.26534216341302
2025-08-15,32.72768516408618
2025-08-16,35.57357083052846
2025-08-17,41.97681358002358
2025-08-18,32.72768516408618
2025-08-19,32.01621374747562
2025-08-20,42.68828499663415
2025-08-21,43.399756413244724
2025-08-22,37.70798508036017
2025-08-23,37.70798508036017
2025-08-24,36.9965136637496
2025-08-25,35.57357083052846
2025-08-26,31.304742330865047
2025-08-27,46.957113496297566
2025-08-28,41.97681358002358
2025-08-29,36.9965136637496
2025-08-30,38.41945649697074
2025-08-31,38.41945649697074
2025-09-01,39.13092791358131
2025-09-02,34.86209941391789
2025-09-03,44.82269924646586
2025-09-04,40.553870746802446
2025-09-05,36.28504224713903
2025-09-06,34.150627997307325
2025-09-07,36.28504224713903
2025-09-08,33.43915658069675
2025-09-09,32.01621374747562
2025-09-10,41.97681358002358
2025-09-11,51.93741341257155
2025-09-12,71.14714166105692
2025-09-13,37.70798508036017
2025-09-14,36.9965136637496
2025-09-15,32.72768516408618
2025-09-16,31.304742330865047
2025-09-17,50.514470579350416
2025-09-18,51.93741341257155
2025-09-19,64.03242749495124
2025-09-20,40.553870746802446
2025-09-21,40.553870746802446
2025-09-22,34.150627997307325
2025-09-23,30.593270914254475
2025-09-24,32.72768516408618
2025-09-25,34.150627997307325
2025-09-26,52.64888482918212
2025-09-27,39.842399330191874
2025-09-28,36.28504224713903
2025-09-29,29.881799497643907
2025-09-30,28.45885666442277
2025-10-01,29.17032808103334
2025-10-02,32.72768516408618
2025-10-03,51.22594199596099
2025-10-04,32.72768516408618
2025-10-05,32.72768516408618
2025-10-06,29.17032808103334
2025-10-07,29.881799497643907
2025-10-08,28.45885666442277
2025-10-09,32.01621374747562
2025-10-10,53.360356245792694
2025-10-11,32.72768516408618
2025-10-12,32.72768516408618
2025-10-13,33.43915658069675
2025-10-14,27.7473852478122
2025-10-15,33.43915658069675
2025-10-16,35.57357083052846
2025-10-17,48.38005632951871
2025-10-18,32.72768516408618
2025-10-19,34.150627997307325
2025-10-20,32.01621374747562
2025-10-21,27.7473852478122
2025-10-22,29.17032808103334
2025-10-23,32.72768516408618
2025-10-24,45.53417066307643
2025-10-25,36.28504224713903
2025-10-26,36.28504224713903
2025-10-27,29.881799497643907
2025-10-28,28.45885666442277
2025-10-29,29.881799497643907
2025-10-30,33.43915658069675
2025-10-31,49.802999162739845
2025-11-01,38.41945649697074
2025-11-02,37.70798508036017
2025-11-03,30.593270914254475
2025-11-04,29.881799497643907
2025-11-05,28.45885666442277
2025-11-06,29.881799497643907
2025-11-07,49.802999162739845
2025-11-08,36.9965136637496
2025-11-09,34.86209941391789
2025-11-10,31.304742330865047
2025-11-11,30.593270914254475
2025-11-12,30.593270914254475
2025-11-13,30.593270914254475
2025-11-14,45.53417066307643
2025-11-15,36.9965136637496
2025-11-16,36.28504224713903
2025-11-17,32.01621374747562
2025-11-18,30.593270914254475
2025-11-19,33.43915658069675
2025-11-20,33.43915658069675
2025-11-21,46.957113496297566
2025-11-22,39.13092791358131
2025-11-23,36.28504224713903
2025-11-24,32.01621374747562
2025-11-25,36.9965136637496
2025-11-26,34.150627997307325
2025-11-27,38.41945649697074
2025-11-28,54.07182766240326
2025-11-29,41.26534216341302
2025-11-30,41.26534216341302
2025-12-01,30.593270914254475
2025-12-02,29.881799497643907
2025-12-03,28.45885666442277
2025-12-04,30.593270914254475
2025-12-05,52.64888482918212
2025-12-06,39.842399330191874
2025-12-07,34.86209941391789
2025-12-08,30.593270914254475
2025-12-09,27.7473852478122
2025-12-10,31.304742330865047
2025-12-11,34.84661890796144
2025-12-12,40.78860576569305
2025-12-13,35.5893672651779
2025-12-14,38.916096402348984
2025-12-15,30.7771414135739
2025-12-16,31.519889770790353
2025-12-17,43.37258654564769
2025-12-18,40.0458574084766
2025-12-19,59.68177346380374
2025-12-20,37.0748639796108
2025-12-21,34.84661890796144
2025-12-22,31.87562547909564
2025-12-23,34.10387055074499
2025-12-24,36.33211562239435
2025-12-25,41.531354122909505
2025-12-26,48.18481239725168
2025-12-27,40.40159311678188
2025-12-28,38.916096402348984
2025-12-29,34.84661890796144
2025-12-30,34.10387055074499
2025-12-31,34.84661890796144
2026-01-01,37.0748639796108
2026-01-02,36.33211562239435
2026-01-03,36.33211562239435
2026-01-04,34.84661890796144
2026-01-05,31.132877121879186
2026-01-06,29.291644699141003
2026-01-07,29.291644699141003
2026-01-08,31.519889770790353
2026-01-09,32.61837383631209
2026-01-10,39.47529018893899
2026-01-11,77.40252978223332
2026-01-12,30.961011912893326
2026-01-13,26.31686012595933
2026-01-14,29.412961317248662
2026-01-15,32.509062508537994
2026-01-16,32.509062508537994
2026-01-17,36.37918899764966
2026-01-18,37.927239593294324
2026-01-19,33.28308780636033
2026-01-20,27.864910721603994
2026-01-21,29.412961317248662
2026-01-22,31.73503721071566
2026-01-23,34.05711310418266
2026-01-24,41.02334078458366
2026-01-25,49.537619060629325
2026-01-26,34.05711310418266
2026-01-27,32.509062508537994
2026-01-28,32.509062508537994
2026-01-29,30.186986615070996
2026-01-30,32.509062508537994
2026-01-31,34.831138402004996
2026-02-01,41.79736608240599
2026-02-02,32.509062508537994
2026-02-03,29.412961317248662
2026-02-04,30.961011912893326
2026-02-05,30.186986615070996
2026-02-06,31.73503721071566
2026-02-07,36.37918899764966
2026-02-08,37.927239593294324
2026-02-09,27.09088542378166
2026-02-10,26.31686012595933
2026-02-11,28.63893601942633
2026-02-12,27.09088542378166
2026-02-13,28.63893601942633
2026-02-14,34.831138402004996
2026-02-15,37.153214295472
2026-02-16,31.73503721071566
2026-02-17,27.864910721603994
2026-02-18,28.63893601942633
2026-02-19,26.31686012595933
2026-02-20,34.05711310418266
2026-02-21,35.60516369982733
2026-02-22,33.28308780636033
2026-02-23,30.186986615070996
2026-02-24,28.63893601942633
2026-02-25,27.864910721603994
2026-02-26,27.09088542378166
2026-02-27,30.186986615070996
2026-02-28,31.73503721071566
2026-03-01,34.05711310418266
2026-03-02,30.961011912893326
2026-03-03,30.186986615070996
2026-03-04,27.09088542378166
2026-03-05,27.864910721603994
2026-03-06,29.412961317248662
2026-03-07,33.28308780636033
2026-03-08,36.37918899764966
2026-03-09,28.63893601942633
2026-03-10,27.864910721603994
2026-03-11,28.63893601942633
2026-03-12,27.864910721603994
2026-03-13,30.961011912893326
2026-03-14,41.79736608240599
2026-03-15,37.927239593294324
2026-03-16,30.961011912893326
2026-03-17,29.412961317248662
2026-03-18,42.57139138022833
2026-03-19,38.70126489111666
2026-03-20,34.05711310418266
2026-03-21,37.153214295472
2026-03-22,41.02334078458366
2026-03-23,34.831138402004996
2026-03-24,30.186986615070996
2026-03-25,34.831138402004996
2026-03-26,34.831138402004996
2026-03-27,30.961011912893326
2026-03-28,35.60516369982733
2026-03-29,34.831138402004996
2026-03-30,28.63893601942633
2026-03-31,30.186986615070996
2026-04-01,35.60516369982733
2026-04-02,34.05711310418266
2026-04-03,34.831138402004996
2026-04-04,36.37918899764966
2026-04-05,35.60516369982733
2026-04-06,33.28308780636033
2026-04-07,30.961011912893326
2026-04-08,37.927239593294324
2026-04-09,41.79736608240599
2026-04-10,41.02334078458366
2026-04-11,39.47529018893899
2026-04-12,37.927239593294324
2026-04-13,33.28308780636033
2026-04-14,29.412961317248662
2026-04-15,48.76359376280699
2026-04-16,44.89346727369533
2026-04-17,39.47529018893899
2026-04-18,57.27787203885266
2026-04-19,38.70126489111666
2026-04-20,33.28308780636033
2026-04-21,30.186986615070996
2026-04-22,41.02334078458366
2026-04-23,37.153214295472
2026-04-24,44.89346727369533
2026-04-25,47.21554316716232
2026-04-26,39.47529018893899
2026-04-27,32.509062508537994
2026-04-28,32.509062508537994
2026-04-29,35.60516369982733
2026-04-30,34.831138402004996
2026-05-01,33.28308780636033
2026-05-02,43.34541667805066
2026-05-03,36.37918899764966
2026-05-04,31.73503721071566
2026-05-05,30.186986615070996
2026-05-06,33.28308780636033
2026-05-07,34.831138402004996
2026-05-08,43.34541667805066
2026-05-09,40.249315486761326
2026-05-10,37.153214295472
2026-05-11,28.63893601942633
2026-05-12,37.927239593294324
2026-05-13,41.02334078458366
2026-05-14,44.119441975872995
2026-05-15,45.667492571517656
2026-05-16,51.08566965627399
2026-05-17,46.44151786933999
2026-05-18,49.537619060629325
2026-05-19,39.47529018893899
2026-05-20,49.537619060629325
2026-05-21,42.57139138022833
2026-05-22,41.02334078458366
2026-05-23,47.98956846498466
2026-05-24,55.72982144320799
2026-05-25,57.27787203885266
2026-05-26,45.667492571517656
2026-05-27,41.02334078458366
2026-05-28,41.79736608240599
2026-05-29,41.02334078458366
2026-05-30,42.57139138022833
2026-05-31,48.76359376280699
