Time,burger_king
2022-06-10,63.0
2022-06-11,70.0
2022-06-12,69.0
2022-06-13,59.0
2022-06-14,58.0
2022-06-15,59.0
2022-06-16,66.0
2022-06-17,64.0
2022-06-18,78.0
2022-06-19,67.0
2022-06-20,57.0
2022-06-21,58.0
2022-06-22,62.0
2022-06-23,61.0
2022-06-24,86.0
2022-06-25,88.0
2022-06-26,78.0
2022-06-27,61.0
2022-06-28,63.0
2022-06-29,76.0
2022-06-30,71.0
2022-07-01,77.0
2022-07-02,85.0
2022-07-03,79.0
2022-07-04,93.0
2022-07-05,67.0
2022-07-06,56.0
2022-07-07,60.0
2022-07-08,65.0
2022-07-09,73.0
2022-07-10,69.0
2022-07-11,62.0
2022-07-12,53.0
2022-07-13,62.0
2022-07-14,64.0
2022-07-15,66.0
2022-07-16,73.0
2022-07-17,73.0
2022-07-18,56.0
2022-07-19,62.0
2022-07-20,57.0
2022-07-21,58.0
2022-07-22,61.0
2022-07-23,68.0
2022-07-24,68.0
2022-07-25,53.0
2022-07-26,56.0
2022-07-27,57.0
2022-07-28,59.0
2022-07-29,67.0
2022-07-30,65.0
2022-07-31,73.0
2022-08-01,56.0
2022-08-02,51.0
2022-08-03,55.0
2022-08-04,57.0
2022-08-05,59.0
2022-08-06,62.0
2022-08-07,62.0
2022-08-08,57.0
2022-08-09,87.0
2022-08-10,63.0
2022-08-11,55.0
2022-08-12,58.0
2022-08-13,64.0
2022-08-14,66.0
2022-08-15,54.0
2022-08-16,54.0
2022-08-17,53.0
2022-08-18,59.0
2022-08-19,63.0
2022-08-20,66.0
2022-08-21,68.0
2022-08-22,49.0
2022-08-23,52.0
2022-08-24,51.0
2022-08-25,53.0
2022-08-26,57.0
2022-08-27,66.0
2022-08-28,69.0
2022-08-29,50.12635284913287
2022-08-30,50.12635284913287
2022-08-31,49.5801277871952
2022-09-01,53.265028034945885
2022-09-02,57.949928282696575
2022-09-03,66.31972877819794
2022-09-04,68.9121789020733
2022-09-05,67.8659538401356
2022-09-06,46.98767766331986
2022-09-07,50.12635284913287
2022-09-08,49.0801277871952
2022-09-09,52.718802973008216
2022-09-10,64.22727865432259
2022-09-11,60.04237840657191
2022-09-12,53.765028034945885
2022-09-13,51.67257791107055
2022-09-14,53.765028034945885
2022-09-15,52.218802973008216
2022-09-16,58.996153344634244
2022-09-17,71.00462902594862
2022-09-18,72.05085408788631
2022-09-19,53.265028034945885
2022-09-20,51.67257791107055
2022-09-21,50.12635284913287
2022-09-22,45.94145260138219
2022-09-23,54.81125309688356
2022-09-24,64.22727865432259
2022-09-25,64.72727865432259
2022-09-26,45.94145260138219
2022-09-27,48.03390272525753
2022-09-28,49.160255574390405
2022-09-29,52.43760594601643
2022-09-30,53.53005606989178
2022-10-01,61.17720693701917
2022-10-02,58.99230668926849
2022-10-03,45.88290520276438
2022-10-04,49.160255574390405
2022-10-05,50.25270569826575
2022-10-06,50.25270569826575
2022-10-07,54.622506193767116
2022-10-08,64.45455730864519
2022-10-09,60.08475681314383
2022-10-10,52.43760594601643
2022-10-11,50.25270569826575
2022-10-12,49.160255574390405
2022-10-13,52.43760594601643
2022-10-14,62.26965706089452
2022-10-15,68.82435780414657
2022-10-16,68.82435780414657
2022-10-17,52.43760594601643
2022-10-18,49.160255574390405
2022-10-19,57.899856565393144
2022-10-20,55.71495631764246
2022-10-21,60.08475681314383
2022-10-22,67.73190768027122
2022-10-23,71.00925805189725
2022-10-24,46.97535532663972
2022-10-25,55.71495631764246
2022-10-26,53.53005606989178
2022-10-27,56.8074064415178
2022-10-28,61.17720693701917
2022-10-29,77.5639587951493
2022-10-30,75.37905854739863
2022-10-31,53.53005606989178
2022-11-01,52.43760594601643
2022-11-02,51.34515582214109
2022-11-03,52.43760594601643
2022-11-04,58.99230668926849
2022-11-05,64.45455730864519
2022-11-06,65.54700743252054
2022-11-07,49.160255574390405
2022-11-08,49.160255574390405
2022-11-09,46.97535532663972
2022-11-10,54.622506193767116
2022-11-11,60.08475681314383
2022-11-12,60.08475681314383
2022-11-13,62.26965706089452
2022-11-14,45.88290520276438
2022-11-15,45.88290520276438
2022-11-16,49.160255574390405
2022-11-17,52.43760594601643
2022-11-18,54.622506193767116
2022-11-19,58.99230668926849
2022-11-20,61.17720693701917
2022-11-21,50.25270569826575
2022-11-22,48.06780545051507
2022-11-23,60.08475681314383
2022-11-24,73.19415829964794
2022-11-25,50.25270569826575
2022-11-26,49.160255574390405
2022-11-27,58.99230668926849
2022-11-28,45.88290520276438
2022-11-29,45.88290520276438
2022-11-30,44.79045507888904
2022-12-01,48.06780545051507
2022-12-02,53.53005606989178
2022-12-03,56.8074064415178
2022-12-04,57.899856565393144
2022-12-05,45.88290520276438
2022-12-06,44.79045507888904
2022-12-07,45.88290520276438
2022-12-08,46.97535532663972
2022-12-09,49.160255574390405
2022-12-10,55.71495631764246
2022-12-11,57.899856565393144
2022-12-12,46.97535532663972
2022-12-13,46.97535532663972
2022-12-14,46.97535532663972
2022-12-15,44.79045507888904
2022-12-16,52.43760594601643
2022-12-17,57.899856565393144
2022-12-18,53.53005606989178
2022-12-19,50.25270569826575
2022-12-20,48.06780545051507
2022-12-21,49.160255574390405
2022-12-22,54.622506193767116
2022-12-23,50.25270569826575
2022-12-24,61.17720693701917
2022-12-25,109.24501238753423
2022-12-26,64.45455730864519
2022-12-27,51.34515582214109
2022-12-28,61.17720693701917
2022-12-29,55.71495631764246
2022-12-30,56.8074064415178
2022-12-31,60.08475681314383
2023-01-01,77.5639587951493
2023-01-02,52.43760594601643
2023-01-03,43.698004955013694
2023-01-04,45.88290520276438
2023-01-05,49.160255574390405
2023-01-06,53.53005606989178
2023-01-07,61.17720693701917
2023-01-08,63.362107184769854
2023-01-09,57.899856565393144
2023-01-10,46.97535532663972
2023-01-11,44.79045507888904
2023-01-12,49.160255574390405
2023-01-13,52.43760594601643
2023-01-14,58.99230668926849
2023-01-15,56.8074064415178
2023-01-16,57.899856565393144
2023-01-17,50.25270569826575
2023-01-18,48.06780545051507
2023-01-19,45.88290520276438
2023-01-20,53.53005606989178
2023-01-21,56.8074064415178
2023-01-22,63.362107184769854
2023-01-23,51.34515582214109
2023-01-24,51.34515582214109
2023-01-25,49.160255574390405
2023-01-26,51.34515582214109
2023-01-27,54.622506193767116
2023-01-28,62.26965706089452
2023-01-29,63.362107184769854
2023-01-30,53.53005606989178
2023-01-31,46.97535532663972
2023-02-01,52.43760594601643
2023-02-02,54.622506193767116
2023-02-03,55.71495631764246
2023-02-04,69.91680792802191
2023-02-05,60.08475681314383
2023-02-06,55.71495631764246
2023-02-07,48.06780545051507
2023-02-08,52.43760594601643
2023-02-09,53.53005606989178
2023-02-10,52.43760594601643
2023-02-11,64.45455730864519
2023-02-12,58.99230668926849
2023-02-13,45.88290520276438
2023-02-14,46.97535532663972
2023-02-15,48.06780545051507
2023-02-16,52.43760594601643
2023-02-17,55.71495631764246
2023-02-18,61.17720693701917
2023-02-19,61.17720693701917
2023-02-20,53.53005606989178
2023-02-21,48.06780545051507
2023-02-22,49.160255574390405
2023-02-23,49.160255574390405
2023-02-24,53.53005606989178
2023-02-25,64.45455730864519
2023-02-26,62.26965706089452
2023-02-27,48.06780545051507
2023-02-28,42.60555483113835
2023-03-01,52.43760594601643
2023-03-02,51.34515582214109
2023-03-03,50.25270569826575
2023-03-04,60.08475681314383
2023-03-05,63.362107184769854
2023-03-06,48.06780545051507
2023-03-07,46.97535532663972
2023-03-08,52.43760594601643
2023-03-09,52.43760594601643
2023-03-10,54.622506193767116
2023-03-11,61.17720693701917
2023-03-12,61.17720693701917
2023-03-13,48.06780545051507
2023-03-14,49.160255574390405
2023-03-15,50.25270569826575
2023-03-16,52.43760594601643
2023-03-17,52.43760594601643
2023-03-18,61.17720693701917
2023-03-19,60.08475681314383
2023-03-20,51.34515582214109
2023-03-21,48.06780545051507
2023-03-22,53.53005606989178
2023-03-23,56.8074064415178
2023-03-24,57.899856565393144
2023-03-25,66.63945755639588
2023-03-26,65.54700743252054
2023-03-27,52.43760594601643
2023-03-28,64.45455730864519
2023-03-29,75.37905854739863
2023-03-30,67.73190768027122
2023-03-31,57.899856565393144
2023-04-01,66.63945755639588
2023-04-02,65.54700743252054
2023-04-03,50.25270569826575
2023-04-04,48.06780545051507
2023-04-05,50.25270569826575
2023-04-06,49.160255574390405
2023-04-07,53.53005606989178
2023-04-08,60.08475681314383
2023-04-09,64.45455730864519
2023-04-10,57.899856565393144
2023-04-11,50.25270569826575
2023-04-12,46.97535532663972
2023-04-13,46.97535532663972
2023-04-14,57.899856565393144
2023-04-15,67.73190768027122
2023-04-16,65.54700743252054
2023-04-17,49.160255574390405
2023-04-18,48.06780545051507
2023-04-19,48.06780545051507
2023-04-20,50.25270569826575
2023-04-21,55.71495631764246
2023-04-22,68.82435780414657
2023-04-23,64.45455730864519
2023-04-24,45.88290520276438
2023-04-25,45.88290520276438
2023-04-26,43.79175405958288
2023-04-27,51.36165293398882
2023-04-28,51.36165293398882
2023-04-29,56.7687235585645
2023-04-30,65.4200365578856
2023-05-01,44.87316818449801
2023-05-02,48.117410559243424
2023-05-03,50.280238809073694
2023-05-04,51.36165293398882
2023-05-05,54.60589530873423
2023-05-06,74.07134955720667
2023-05-07,74.07134955720667
2023-05-08,61.09438005822504
2023-05-09,54.60589530873423
2023-05-10,55.68730943364937
2023-05-11,53.5244811838191
2023-05-12,52.443067058903964
2023-05-13,63.25720830805531
2023-05-14,59.46674087137224
2023-05-15,49.19882468415855
2023-05-16,55.68730943364937
2023-05-17,61.09438005822504
2023-05-18,76.23417780703693
2023-05-19,83.25785161950522
2023-05-20,87.58350811916576
2023-05-21,82.17643749459008
2023-05-22,63.25720830805531
2023-05-23,64.8738114959479
2023-05-24,68.66427893263099
2023-05-25,70.28088212052359
2023-05-26,75.9968469427999
2023-05-27,83.48949382448441
2023-05-28,85.63025007639426
2023-05-29,87.77100632830413
2023-05-30,57.80041880156613
2023-05-31,63.15230943134077
2023-06-01,68.50420006111541
2023-06-02,68.50420006111541
2023-06-03,80.27835944661962
2023-06-04,79.2079813206647
2023-06-05,59.94117505347599
2023-06-06,57.80041880156613
2023-06-07,59.94117505347599
2023-06-08,61.01155317943091
2023-06-09,61.01155317943091
2023-06-10,67.43382193516048
2023-06-11,67.43382193516048
2023-06-12,54.58928442370134
2023-06-13,54.58928442370134
2023-06-14,54.58928442370134
2023-06-15,58.870796927521056
2023-06-16,62.081931305385844
2023-06-17,63.15230943134077
2023-06-18,65.29306568325063
2023-06-19,58.870796927521056
2023-06-20,53.51890629774642
2023-06-21,53.51890629774642
2023-06-22,55.659662549656275
2023-06-23,59.94117505347599
2023-06-24,64.2226875572957
2023-06-25,67.43382193516048
2023-06-26,56.7300406756112
2023-06-27,52.44852817179149
2023-06-28,52.44852817179149
2023-06-29,56.7300406756112
2023-06-30,64.2226875572957
2023-07-01,68.50420006111541
2023-07-02,65.29306568325063
2023-07-03,57.80041880156613
2023-07-04,69.57457818707034
2023-07-05,54.58928442370134
2023-07-06,52.44852817179149
2023-07-07,56.7300406756112
2023-07-08,63.15230943134077
2023-07-09,62.081931305385844
2023-07-10,51.37815004583656
2023-07-11,53.51890629774642
2023-07-12,67.43382193516048
2023-07-13,74.92646881684499
2023-07-14,74.92646881684499
2023-07-15,71.7153344389802
2023-07-16,73.85609069089006
2023-07-17,59.94117505347599
2023-07-18,55.659662549656275
2023-07-19,57.80041880156613
2023-07-20,61.01155317943091
2023-07-21,62.081931305385844
2023-07-22,65.29306568325063
2023-07-23,67.43382193516048
2023-07-24,55.659662549656275
2023-07-25,55.659662549656275
2023-07-26,54.58928442370134
2023-07-27,55.659662549656275
2023-07-28,57.80041880156613
2023-07-29,62.081931305385844
2023-07-30,63.15230943134077
2023-07-31,52.44852817179149
2023-08-01,51.37815004583656
2023-08-02,54.58928442370134
2023-08-03,55.659662549656275
2023-08-04,55.659662549656275
2023-08-05,58.870796927521056
2023-08-06,61.01155317943091
2023-08-07,53.51890629774642
2023-08-08,53.51890629774642
2023-08-09,53.51890629774642
2023-08-10,52.44852817179149
2023-08-11,51.37815004583656
2023-08-12,54.58928442370134
2023-08-13,67.43382193516048
2023-08-14,51.37815004583656
2023-08-15,52.44852817179149
2023-08-16,51.37815004583656
2023-08-17,57.80041880156613
2023-08-18,62.081931305385844
2023-08-19,66.36344380920555
2023-08-20,64.2226875572957
2023-08-21,54.58928442370134
2023-08-22,57.80041880156613
2023-08-23,54.58928442370134
2023-08-24,52.44852817179149
2023-08-25,53.51890629774642
2023-08-26,57.80041880156613
2023-08-27,65.29306568325063
2023-08-28,51.37815004583656
2023-08-29,49.2373937939267
2023-08-30,55.659662549656275
2023-08-31,64.2226875572957
2023-09-01,65.29306568325063
2023-09-02,58.870796927521056
2023-09-03,58.870796927521056
2023-09-04,61.01155317943091
2023-09-05,47.09663754201684
2023-09-06,43.88550316415206
2023-09-07,50.30777191988163
2023-09-08,49.2373937939267
2023-09-09,58.870796927521056
2023-09-10,61.01155317943091
2023-09-11,44.95588129010699
2023-09-12,46.02625941606192
2023-09-13,48.167015667971775
2023-09-14,48.167015667971775
2023-09-15,51.37815004583656
2023-09-16,59.94117505347599
2023-09-17,59.94117505347599
2023-09-18,86.7006282023492
2023-09-19,56.7300406756112
2023-09-20,50.30777191988163
2023-09-21,48.167015667971775
2023-09-22,51.37815004583656
2023-09-23,55.659662549656275
2023-09-24,59.94117505347599
2023-09-25,49.2373937939267
2023-09-26,49.2373937939267
2023-09-27,50.30777191988163
2023-09-28,49.2373937939267
2023-09-29,56.7300406756112
2023-09-30,64.2226875572957
2023-10-01,62.081931305385844
2023-10-02,46.02625941606192
2023-10-03,47.09663754201684
2023-10-04,49.2373937939267
2023-10-05,50.30777191988163
2023-10-06,52.44852817179149
2023-10-07,58.870796927521056
2023-10-08,59.94117505347599
2023-10-09,48.167015667971775
2023-10-10,44.95588129010699
2023-10-11,46.02625941606192
2023-10-12,49.2373937939267
2023-10-13,51.37815004583656
2023-10-14,61.01155317943091
2023-10-15,61.01155317943091
2023-10-16,50.30777191988163
2023-10-17,48.167015667971775
2023-10-18,49.2373937939267
2023-10-19,54.58928442370134
2023-10-20,61.01155317943091
2023-10-21,63.15230943134077
2023-10-22,61.01155317943091
2023-10-23,49.2373937939267
2023-10-24,47.09663754201684
2023-10-25,51.37815004583656
2023-10-26,48.167015667971775
2023-10-27,52.44852817179149
2023-10-28,57.80041880156613
2023-10-29,62.081931305385844
2023-10-30,47.09663754201684
2023-10-31,52.44852817179149
2023-11-01,52.44852817179149
2023-11-02,50.30777191988163
2023-11-03,50.30777191988163
2023-11-04,62.081931305385844
2023-11-05,62.081931305385844
2023-11-06,46.02625941606192
2023-11-07,47.09663754201684
2023-11-08,48.167015667971775
2023-11-09,51.37815004583656
2023-11-10,52.44852817179149
2023-11-11,62.081931305385844
2023-11-12,57.80041880156613
2023-11-13,43.88550316415206
2023-11-14,43.88550316415206
2023-11-15,48.167015667971775
2023-11-16,49.2373937939267
2023-11-17,52.44852817179149
2023-11-18,61.01155317943091
2023-11-19,56.7300406756112
2023-11-20,48.167015667971775
2023-11-21,48.167015667971775
2023-11-22,54.58928442370134
2023-11-23,74.92646881684499
2023-11-24,47.09663754201684
2023-11-25,49.2373937939267
2023-11-26,55.659662549656275
2023-11-27,42.81512503819713
2023-11-28,43.88550316415206
2023-11-29,51.37815004583656
2023-11-30,44.95588129010699
2023-12-01,49.2373937939267
2023-12-02,57.80041880156613
2023-12-03,54.58928442370134
2023-12-04,43.88550316415206
2023-12-05,46.02625941606192
2023-12-06,42.81512503819713
2023-12-07,47.09663754201684
2023-12-08,52.44852817179149
2023-12-09,58.870796927521056
2023-12-10,58.870796927521056
2023-12-11,44.95588129010699
2023-12-12,46.02625941606192
2023-12-13,50.30777191988163
2023-12-14,51.37815004583656
2023-12-15,51.37815004583656
2023-12-16,58.870796927521056
2023-12-17,57.80041880156613
2023-12-18,48.167015667971775
2023-12-19,48.167015667971775
2023-12-20,56.7300406756112
2023-12-21,49.2373937939267
2023-12-22,58.870796927521056
2023-12-23,63.15230943134077
2023-12-24,68.50420006111541
2023-12-25,107.03781259549284
2023-12-26,65.29306568325063
2023-12-27,54.58928442370134
2023-12-28,54.58928442370134
2023-12-29,58.870796927521056
2023-12-30,59.94117505347599
2023-12-31,62.081931305385844
2024-01-01,71.7153344389802
2024-01-02,53.51890629774642
2024-01-03,58.870796927521056
2024-01-04,62.081931305385844
2024-01-05,56.7300406756112
2024-01-06,54.58928442370134
2024-01-07,54.58928442370134
2024-01-08,42.81512503819713
2024-01-09,41.744746912242206
2024-01-10,44.95588129010699
2024-01-11,43.88550316415206
2024-01-12,47.09663754201684
2024-01-13,52.44852817179149
2024-01-14,48.167015667971775
2024-01-15,44.95588129010699
2024-01-16,41.744746912242206
2024-01-17,49.2373937939267
2024-01-18,47.09663754201684
2024-01-19,43.88550316415206
2024-01-20,56.7300406756112
2024-01-21,48.167015667971775
2024-01-22,44.95588129010699
2024-01-23,48.167015667971775
2024-01-24,48.167015667971775
2024-01-25,49.2373937939267
2024-01-26,49.2373937939267
2024-01-27,56.7300406756112
2024-01-28,55.659662549656275
2024-01-29,57.80041880156613
2024-01-30,67.43382193516048
2024-01-31,58.870796927521056
2024-02-01,49.2373937939267
2024-02-02,51.37815004583656
2024-02-03,56.7300406756112
2024-02-04,53.51890629774642
2024-02-05,46.02625941606192
2024-02-06,50.30777191988163
2024-02-07,50.30777191988163
2024-02-08,51.37815004583656
2024-02-09,48.167015667971775
2024-02-10,61.01155317943091
2024-02-11,54.58928442370134
2024-02-12,41.744746912242206
2024-02-13,44.95588129010699
2024-02-14,44.95588129010699
2024-02-15,47.09663754201684
2024-02-16,53.51890629774642
2024-02-17,53.51890629774642
2024-02-18,55.659662549656275
2024-02-19,48.167015667971775
2024-02-20,50.30777191988163
2024-02-21,46.02625941606192
2024-02-22,46.02625941606192
2024-02-23,48.167015667971775
2024-02-24,54.58928442370134
2024-02-25,55.659662549656275
2024-02-26,44.95588129010699
2024-02-27,42.81512503819713
2024-02-28,47.09663754201684
2024-02-29,53.51890629774642
2024-03-01,59.94117505347599
2024-03-02,68.50420006111541
2024-03-03,63.15230943134077
2024-03-04,49.2373937939267
2024-03-05,43.88550316415206
2024-03-06,42.81512503819713
2024-03-07,46.02625941606192
2024-03-08,50.30777191988163
2024-03-09,54.58928442370134
2024-03-10,57.80041880156613
2024-03-11,52.44852817179149
2024-03-12,52.44852817179149
2024-03-13,59.94117505347599
2024-03-14,58.870796927521056
2024-03-15,54.58928442370134
2024-03-16,55.659662549656275
2024-03-17,58.870796927521056
2024-03-18,47.09663754201684
2024-03-19,46.02625941606192
2024-03-20,47.09663754201684
2024-03-21,44.95588129010699
2024-03-22,49.2373937939267
2024-03-23,53.51890629774642
2024-03-24,59.94117505347599
2024-03-25,43.88550316415206
2024-03-26,46.02625941606192
2024-03-27,49.2373937939267
2024-03-28,49.2373937939267
2024-03-29,52.44852817179149
2024-03-30,54.58928442370134
2024-03-31,58.870796927521056
2024-04-01,48.167015667971775
2024-04-02,44.95588129010699
2024-04-03,48.167015667971775
2024-04-04,48.167015667971775
2024-04-05,50.30777191988163
2024-04-06,58.870796927521056
2024-04-07,56.7300406756112
2024-04-08,48.167015667971775
2024-04-09,46.02625941606192
2024-04-10,47.09663754201684
2024-04-11,48.167015667971775
2024-04-12,50.30777191988163
2024-04-13,56.7300406756112
2024-04-14,55.659662549656275
2024-04-15,47.09663754201684
2024-04-16,48.167015667971775
2024-04-17,47.09663754201684
2024-04-18,47.09663754201684
2024-04-19,50.30777191988163
2024-04-20,64.2226875572957
2024-04-21,59.94117505347599
2024-04-22,46.02625941606192
2024-04-23,44.95588129010699
2024-04-24,49.2373937939267
2024-04-25,49.2373937939267
2024-04-26,49.2373937939267
2024-04-27,57.80041880156613
2024-04-28,59.94117505347599
2024-04-29,50.30777191988163
2024-04-30,43.88550316415206
2024-05-01,46.02625941606192
2024-05-02,50.30777191988163
2024-05-03,51.37815004583656
2024-05-04,58.870796927521056
2024-05-05,55.659662549656275
2024-05-06,43.88550316415206
2024-05-07,42.81512503819713
2024-05-08,42.81512503819713
2024-05-09,62.081931305385844
2024-05-10,65.29306568325063
2024-05-11,64.2226875572957
2024-05-12,58.870796927521056
2024-05-13,46.02625941606192
2024-05-14,46.02625941606192
2024-05-15,50.30777191988163
2024-05-16,49.2373937939267
2024-05-17,57.80041880156613
2024-05-18,61.01155317943091
2024-05-19,65.29306568325063
2024-05-20,50.30777191988163
2024-05-21,51.37815004583656
2024-05-22,51.37815004583656
2024-05-23,55.659662549656275
2024-05-24,64.2226875572957
2024-05-25,62.081931305385844
2024-05-26,63.15230943134077
2024-05-27,62.081931305385844
2024-05-28,57.80041880156613
2024-05-29,62.081931305385844
2024-05-30,59.94117505347599
2024-05-31,57.80041880156613
2024-06-01,68.50420006111541
2024-06-02,65.29306568325063
2024-06-03,55.659662549656275
2024-06-04,57.80041880156613
2024-06-05,53.51890629774642
2024-06-06,56.7300406756112
2024-06-07,57.80041880156613
2024-06-08,61.01155317943091
2024-06-09,58.870796927521056
2024-06-10,50.30777191988163
2024-06-11,49.2373937939267
2024-06-12,51.37815004583656
2024-06-13,53.51890629774642
2024-06-14,56.7300406756112
2024-06-15,58.870796927521056
2024-06-16,58.870796927521056
2024-06-17,53.51890629774642
2024-06-18,52.44852817179149
2024-06-19,54.58928442370134
2024-06-20,51.37815004583656
2024-06-21,57.80041880156613
2024-06-22,63.15230943134077
2024-06-23,57.80041880156613
2024-06-24,50.30777191988163
2024-06-25,48.167015667971775
2024-06-26,53.51890629774642
2024-06-27,54.58928442370134
2024-06-28,56.7300406756112
2024-06-29,62.081931305385844
2024-06-30,63.15230943134077
2024-07-01,54.58928442370134
2024-07-02,54.58928442370134
2024-07-03,54.58928442370134
2024-07-04,65.29306568325063
2024-07-05,61.01155317943091
2024-07-06,57.80041880156613
2024-07-07,58.870796927521056
2024-07-08,50.30777191988163
2024-07-09,51.37815004583656
2024-07-10,51.37815004583656
2024-07-11,51.37815004583656
2024-07-12,55.659662549656275
2024-07-13,57.80041880156613
2024-07-14,57.80041880156613
2024-07-15,49.2373937939267
2024-07-16,48.167015667971775
2024-07-17,51.37815004583656
2024-07-18,56.7300406756112
2024-07-19,58.870796927521056
2024-07-20,64.2226875572957
2024-07-21,61.01155317943091
2024-07-22,51.37815004583656
2024-07-23,51.37815004583656
2024-07-24,51.37815004583656
2024-07-25,55.659662549656275
2024-07-26,62.081931305385844
2024-07-27,63.15230943134077
2024-07-28,58.870796927521056
2024-07-29,50.30777191988163
2024-07-30,53.51890629774642
2024-07-31,52.44852817179149
2024-08-01,52.44852817179149
2024-08-02,52.44852817179149
2024-08-03,58.870796927521056
2024-08-04,59.94117505347599
2024-08-05,48.167015667971775
2024-08-06,47.09663754201684
2024-08-07,51.37815004583656
2024-08-08,48.167015667971775
2024-08-09,51.37815004583656
2024-08-10,52.44852817179149
2024-08-11,58.870796927521056
2024-08-12,49.2373937939267
2024-08-13,46.02625941606192
2024-08-14,48.167015667971775
2024-08-15,48.167015667971775
2024-08-16,50.30777191988163
2024-08-17,56.7300406756112
2024-08-18,54.67032043693018
2024-08-19,52.62223951722241
2024-08-20,47.013185821076576
2024-08-21,44.965104901368804
2024-08-22,51.109347660492105
2024-08-23,54.67032043693018
2024-08-24,57.742441816491834
2024-08-25,58.76648227634571
2024-08-26,43.941064441514925
2024-08-27,47.013185821076576
2024-08-28,44.965104901368804
2024-08-29,49.06126674078433
2024-08-30,50.085307200638226
2024-08-31,59.7905227361996
2024-09-01,57.742441816491834
2024-09-02,55.69436089678406
2024-09-03,41.89298352180715
2024-09-04,43.941064441514925
2024-09-05,47.013185821076576
2024-09-06,45.98914536122269
2024-09-07,54.67032043693018
2024-09-08,54.181469040053756
2024-09-09,44.965104901368804
2024-09-10,42.42817258478462
2024-09-11,41.89298352180715
2024-09-12,47.50203721795299
2024-09-13,43.941064441514925
2024-09-14,56.71840135663795
2024-09-15,51.109347660492105
2024-09-16,42.91702398166103
2024-09-17,43.99662571887778
2024-09-18,54.751356450159015
2024-09-19,47.907436893889134
2024-09-20,49.862842481394814
2024-09-21,56.706762037664696
2024-09-22,53.773653656406175
