Time,peaky_blinders
2024-09-20,4.577376179619324
2024-09-21,5.064331092344784
2024-09-22,5.064331092344784
2024-09-23,5.064331092344784
2024-09-24,4.38259421452914
2024-09-25,4.674767162164416
2024-09-26,4.674767162164416
2024-09-27,4.772158144709508
2024-09-28,5.648676987615336
2024-09-29,5.648676987615336
2024-09-30,5.940849935250612
2024-10-01,7.109541725791716
2024-10-02,5.84345895270552
2024-10-03,5.259113057434968
2024-10-04,4.772158144709508
2024-10-05,6.038240917795704
2024-10-06,5.84345895270552
2024-10-07,4.577376179619324
2024-10-08,4.479985197074232
2024-10-09,4.38259421452914
2024-10-10,3.993030284348772
2024-10-11,5.064331092344784
2024-10-12,5.551286005070244
2024-10-13,5.746067970160428
2024-10-14,4.772158144709508
2024-10-15,5.35650403998006
2024-10-16,5.35650403998006
2024-10-17,4.966940109799692
2024-10-18,5.161722074889876
2024-10-19,5.746067970160428
2024-10-20,6.33041386543098
2024-10-21,4.8695491272546
2024-10-22,4.8695491272546
2024-10-23,6.038240917795704
2024-10-24,5.259113057434968
2024-10-25,4.966940109799692
2024-10-26,7.012150743246624
2024-10-27,6.525195830521164
2024-10-28,5.551286005070244
2024-10-29,5.35650403998006
2024-10-30,5.161722074889876
2024-10-31,6.33041386543098
2024-11-01,6.038240917795704
2024-11-02,7.206932708336808
2024-11-03,7.012150743246624
2024-11-04,5.064331092344784
2024-11-05,4.8695491272546
2024-11-06,3.40868438907822
2024-11-07,4.479985197074232
2024-11-08,5.161722074889876
2024-11-09,6.233022882885888
2024-11-10,6.135631900340796
2024-11-11,4.966940109799692
2024-11-12,4.966940109799692
2024-11-13,4.966940109799692
2024-11-14,5.064331092344784
2024-11-15,4.772158144709508
2024-11-16,5.064331092344784
2024-11-17,5.940849935250612
2024-11-18,4.772158144709508
2024-11-19,4.38259421452914
2024-11-20,4.966940109799692
2024-11-21,4.285203231984048
2024-11-22,4.479985197074232
2024-11-23,5.940849935250612
2024-11-24,5.551286005070244
2024-11-25,4.674767162164416
2024-11-26,4.8695491272546
2024-11-27,5.259113057434968
2024-11-28,5.940849935250612
2024-11-29,5.940849935250612
2024-11-30,6.038240917795704
2024-12-01,6.038240917795704
2024-12-02,4.38259421452914
2024-12-03,4.772158144709508
2024-12-04,4.479985197074232
2024-12-05,4.8695491272546
2024-12-06,5.35650403998006
2024-12-07,5.940849935250612
2024-12-08,5.453895022525152
2024-12-09,4.966940109799692
2024-12-10,5.259113057434968
2024-12-11,4.966940109799692
2024-12-12,5.35650403998006
2024-12-13,5.551286005070244
2024-12-14,5.746067970160428
2024-12-15,7.012150743246624
2024-12-16,5.161722074889876
2024-12-17,5.259113057434968
2024-12-18,5.453895022525152
2024-12-19,6.914759760701532
2024-12-20,7.888669586152452
2024-12-21,6.7199777956113484
2024-12-22,7.012150743246624
2024-12-23,6.038240917795704
2024-12-24,6.33041386543098
2024-12-25,7.206932708336808
2024-12-26,6.038240917795704
2024-12-27,6.914759760701532
2024-12-28,7.012150743246624
2024-12-29,7.79127860360736
2024-12-30,9.057361376693557
2024-12-31,8.083451551242636
2025-01-01,7.693887621062268
2025-01-02,7.109541725791716
2025-01-03,7.109541725791716
2025-01-04,9.7390982545092
2025-01-05,8.27823351633282
2025-01-06,7.401714673426992
2025-01-07,6.914759760701532
2025-01-08,5.551286005070244
2025-01-09,5.940849935250612
2025-01-10,6.135631900340796
2025-01-11,7.109541725791716
2025-01-12,7.3043236908819
2025-01-13,5.746067970160428
2025-01-14,5.161722074889876
2025-01-15,5.84345895270552
2025-01-16,5.940849935250612
2025-01-17,7.79127860360736
2025-01-18,7.79127860360736
2025-01-19,6.33041386543098
2025-01-20,6.81736877815644
2025-01-21,6.135631900340796
2025-01-22,6.427804847976072
2025-01-23,5.746067970160428
2025-01-24,5.551286005070244
2025-01-25,6.427804847976072
2025-01-26,7.596496638517176
2025-01-27,4.772158144709508
2025-01-28,5.940849935250612
2025-01-29,5.648676987615336
2025-01-30,5.161722074889876
2025-01-31,5.35650403998006
2025-02-01,6.33041386543098
2025-02-02,7.3043236908819
2025-02-03,5.161722074889876
2025-02-04,4.966940109799692
2025-02-05,5.161722074889876
2025-02-06,4.8695491272546
2025-02-07,5.259113057434968
2025-02-08,6.622586813066256
2025-02-09,6.81736877815644
2025-02-10,4.479985197074232
2025-02-11,4.674767162164416
2025-02-12,5.648676987615336
2025-02-13,5.259113057434968
2025-02-14,5.35650403998006
2025-02-15,6.525195830521164
2025-02-16,7.206932708336808
2025-02-17,6.038240917795704
2025-02-18,6.038240917795704
2025-02-19,6.135631900340796
2025-02-20,5.551286005070244
2025-02-21,5.648676987615336
2025-02-22,7.012150743246624
2025-02-23,7.499105655972084
2025-02-24,6.038240917795704
2025-02-25,5.648676987615336
2025-02-26,5.453895022525152
2025-02-27,5.064331092344784
2025-02-28,4.966940109799692
2025-03-01,6.622586813066256
2025-03-02,7.012150743246624
2025-03-03,6.7199777956113484
2025-03-04,6.135631900340796
2025-03-05,5.453895022525152
2025-03-06,5.648676987615336
2025-03-07,5.746067970160428
2025-03-08,6.914759760701532
2025-03-09,7.109541725791716
2025-03-10,5.648676987615336
2025-03-11,5.35650403998006
2025-03-12,4.966940109799692
2025-03-13,5.259113057434968
2025-03-14,4.772158144709508
2025-03-15,6.7199777956113484
2025-03-16,6.525195830521164
2025-03-17,5.648676987615336
2025-03-18,4.772158144709508
2025-03-19,4.8695491272546
2025-03-20,5.161722074889876
2025-03-21,5.064331092344784
2025-03-22,5.453895022525152
2025-03-23,7.888669586152452
2025-03-24,4.8695491272546
2025-03-25,4.674767162164416
2025-03-26,4.285203231984048
2025-03-27,4.479985197074232
2025-03-28,4.479985197074232
2025-03-29,5.551286005070244
2025-03-30,6.622586813066256
2025-03-31,5.064331092344784
2025-04-01,4.577376179619324
2025-04-02,4.577376179619324
2025-04-03,4.479985197074232
2025-04-04,4.285203231984048
2025-04-05,5.84345895270552
2025-04-06,6.33041386543098
2025-04-07,4.674767162164416
2025-04-08,4.187812249438956
2025-04-09,4.090421266893864
2025-04-10,3.798248319258588
2025-04-11,4.38259421452914
2025-04-12,5.453895022525152
2025-04-13,5.551286005070244
2025-04-14,4.285203231984048
2025-04-15,4.244196502491377
2025-04-16,4.649137956231497
2025-04-17,4.802913191829011
2025-04-18,5.20785464556913
2025-04-19,5.305245628114222
2025-04-20,5.863962317451855
2025-04-21,4.600442464958951
2025-04-22,3.790559557478712
2025-04-23,3.7418640662061664
2025-04-24,3.993030284348772
2025-04-25,4.195501011218831
2025-04-26,5.054079409971616
2025-04-27,5.41032537243919
2025-04-28,3.993030284348772
2025-04-29,4.146805519946286
2025-04-30,4.600442464958951
2025-05-01,4.195501011218831
2025-05-02,4.244196502491377
2025-05-03,5.710187081854341
2025-05-04,5.612796099309249
2025-05-05,4.397971738088891
2025-05-06,4.851608683101556
2025-05-07,3.6367843218811986
2025-05-08,3.9443347930762256
2025-05-09,3.6367843218811986
2025-05-10,4.649137956231497
2025-05-11,5.459020863711736
2025-05-12,4.041725775621318
2025-05-13,3.993030284348772
2025-05-14,3.993030284348772
2025-05-15,3.7828707956988366
2025-05-16,3.9930302843487717
2025-05-17,5.253987216248384
2025-05-18,5.043827727598448
2025-05-19,3.7828707956988366
2025-05-20,4.833668238948514
2025-05-21,4.203189772998707
2025-05-22,4.203189772998707
2025-05-23,4.623508750298578
2025-05-24,4.833668238948514
2025-05-25,5.253987216248384
2025-05-26,4.833668238948514
2025-05-27,4.4133492616486425
2025-05-28,3.9930302843487717
2025-05-29,4.4133492616486425
2025-05-30,4.4133492616486425
2025-05-31,4.833668238948514
2025-06-01,4.623508750298578
2025-06-02,4.623508750298578
2025-06-03,4.203189772998707
2025-06-04,4.623508750298578
2025-06-05,4.4133492616486425
2025-06-06,4.203189772998707
2025-06-07,5.46414670489832
2025-06-08,5.253987216248384
2025-06-09,4.623508750298578
2025-06-10,3.9930302843487717
2025-06-11,4.203189772998707
2025-06-12,3.9930302843487717
2025-06-13,3.7828707956988366
2025-06-14,5.043827727598448
2025-06-15,6.094625170848126
2025-06-16,4.623508750298578
2025-06-17,4.623508750298578
2025-06-18,4.203189772998707
2025-06-19,4.623508750298578
2025-06-20,4.833668238948514
2025-06-21,5.46414670489832
2025-06-22,6.7251036367979316
2025-06-23,4.833668238948514
2025-06-24,5.043827727598448
2025-06-25,5.46414670489832
2025-06-26,5.043827727598448
2025-06-27,4.623508750298578
2025-06-28,5.88446568219819
2025-06-29,5.674306193548254
2025-06-30,4.833668238948514
2025-07-01,4.623508750298578
2025-07-02,4.4133492616486425
2025-07-03,4.4133492616486425
2025-07-04,10.92829340979664
2025-07-05,8.61653903464735
2025-07-06,7.3555821027477375
2025-07-07,5.043827727598448
2025-07-08,5.88446568219819
2025-07-09,6.094625170848126
2025-07-10,5.674306193548254
2025-07-11,6.304784659498061
2025-07-12,6.304784659498061
2025-07-13,6.7251036367979316
2025-07-14,5.46414670489832
2025-07-15,5.46414670489832
2025-07-16,5.253987216248384
2025-07-17,5.46414670489832
2025-07-18,4.833668238948514
2025-07-19,7.145422614097802
2025-07-20,7.145422614097802
2025-07-21,5.88446568219819
2025-07-22,5.674306193548254
2025-07-23,5.46414670489832
2025-07-24,5.46414670489832
2025-07-25,5.253987216248384
2025-07-26,6.304784659498061
2025-07-27,6.7251036367979316
2025-07-28,5.88446568219819
2025-07-29,5.674306193548254
2025-07-30,6.304784659498061
2025-07-31,6.514944148147996
2025-08-01,6.304784659498061
2025-08-02,6.7251036367979316
2025-08-03,6.7251036367979316
2025-08-04,5.253987216248384
2025-08-05,5.674306193548254
2025-08-06,5.46414670489832
2025-08-07,5.253987216248384
2025-08-08,5.253987216248384
2025-08-09,5.88446568219819
2025-08-10,6.514944148147996
2025-08-11,5.253987216248384
2025-08-12,4.833668238948514
2025-08-13,5.253987216248384
2025-08-14,5.674306193548254
2025-08-15,5.043827727598448
2025-08-16,5.043827727598448
2025-08-17,6.935263125447867
2025-08-18,5.46414670489832
2025-08-19,5.253987216248384
2025-08-20,5.043827727598448
2025-08-21,4.623508750298578
2025-08-22,4.623508750298578
2025-08-23,5.043827727598448
2025-08-24,6.7251036367979316
2025-08-25,5.674306193548254
2025-08-26,5.043827727598448
2025-08-27,4.4133492616486425
2025-08-28,5.043827727598448
2025-08-29,4.4133492616486425
2025-08-30,4.623508750298578
2025-08-31,5.674306193548254
2025-09-01,5.88446568219819
2025-09-02,4.623508750298578
2025-09-03,4.203189772998707
2025-09-04,4.203189772998707
2025-09-05,4.203189772998707
2025-09-06,5.253987216248384
2025-09-07,5.043827727598448
2025-09-08,3.9930302843487717
2025-09-09,4.623508750298578
2025-09-10,3.9930302843487717
2025-09-11,3.7828707956988366
2025-09-12,3.3625518183989658
2025-09-13,4.623508750298578
2025-09-14,4.623508750298578
2025-09-15,3.9930302843487717
2025-09-16,3.572711307048901
2025-09-17,3.572711307048901
2025-09-18,3.9930302843487717
2025-09-19,3.7828707956988366
2025-09-20,5.043827727598448
2025-09-21,4.833668238948514
2025-09-22,4.203189772998707
2025-09-23,5.253987216248384
2025-09-24,3.7828707956988366
2025-09-25,4.623508750298578
2025-09-26,4.833668238948514
2025-09-27,5.88446568219819
2025-09-28,6.514944148147996
2025-09-29,5.043827727598448
2025-09-30,5.043827727598448
2025-10-01,3.9930302843487717
2025-10-02,10.297814943846832
2025-10-03,12.819728807646056
2025-10-04,9.03685801194722
2025-10-05,7.565741591397673
2025-10-06,6.094625170848126
2025-10-07,6.304784659498061
2025-10-08,6.094625170848126
2025-10-09,5.88446568219819
2025-10-10,5.043827727598448
2025-10-11,6.935263125447867
2025-10-12,6.935263125447867
2025-10-13,5.88446568219819
2025-10-14,5.88446568219819
2025-10-15,5.46414670489832
2025-10-16,5.46414670489832
2025-10-17,4.833668238948514
2025-10-18,6.7251036367979316
2025-10-19,6.514944148147996
2025-10-20,5.88446568219819
2025-10-21,5.88446568219819
2025-10-22,5.674306193548254
2025-10-23,6.094625170848126
2025-10-24,5.88446568219819
2025-10-25,7.145422614097802
2025-10-26,7.565741591397673
2025-10-27,6.304784659498061
2025-10-28,6.514944148147996
2025-10-29,6.514944148147996
2025-10-30,6.935263125447867
2025-10-31,8.826698523297285
2025-11-01,9.03685801194722
2025-11-02,7.3555821027477375
2025-11-03,5.88446568219819
2025-11-04,5.46414670489832
2025-11-05,4.833668238948514
2025-11-06,5.253987216248384
2025-11-07,5.253987216248384
2025-11-08,6.304784659498061
2025-11-09,6.7251036367979316
2025-11-10,5.043827727598448
2025-11-11,5.674306193548254
2025-11-12,5.043827727598448
2025-11-13,5.46414670489832
2025-11-14,5.043827727598448
2025-11-15,5.674306193548254
2025-11-16,5.88446568219819
2025-11-17,5.253987216248384
2025-11-18,4.4133492616486425
2025-11-19,4.833668238948514
2025-11-20,4.833668238948514
2025-11-21,5.043827727598448
2025-11-22,6.304784659498061
2025-11-23,6.094625170848126
2025-11-24,5.46414670489832
2025-11-25,4.833668238948514
2025-11-26,5.88446568219819
2025-11-27,5.674306193548254
2025-11-28,5.253987216248384
2025-11-29,6.094625170848126
2025-11-30,6.094625170848126
2025-12-01,4.833668238948514
2025-12-02,5.043827727598448
2025-12-03,4.833668238948514
2025-12-04,5.043827727598448
2025-12-05,6.514944148147996
2025-12-06,9.667336477897027
2025-12-07,7.3555821027477375
2025-12-08,5.46414670489832
2025-12-09,5.88446568219819
2025-12-10,6.304784659498061
2025-12-11,5.726846065710738
2025-12-12,5.6217663213857705
2025-12-13,8.038600440860028
2025-12-14,7.145422614097802
2025-12-15,5.516686577060803
2025-12-16,5.6217663213857705
2025-12-17,4.833668238948514
2025-12-18,4.833668238948514
2025-12-19,5.516686577060803
2025-12-20,5.831925810035706
2025-12-21,5.831925810035706
2025-12-22,5.6217663213857705
2025-12-23,4.9387479832734815
2025-12-24,10.560514304659252
2025-12-25,20.91086912066857
2025-12-26,15.18402305495783
2025-12-27,12.45194970250867
2025-12-28,10.245275071684349
2025-12-29,9.247017500597156
2025-12-30,9.457176989247092
2025-12-31,9.247017500597156
2026-01-01,10.245275071684349
2026-01-02,9.03685801194722
2026-01-03,10.66559404898422
2026-01-04,11.558771875746444
2026-01-05,7.93352069653506
2026-01-06,8.038600440860028
2026-01-07,8.35383967383493
2026-01-08,8.35383967383493
2026-01-09,8.143680185184996
2026-01-10,10.4028946881718
2026-01-11,9.247017500597156
2026-01-12,6.935263125447867
2026-01-13,6.935263125447867
2026-01-14,6.935263125447867
2026-01-15,6.935263125447867
2026-01-16,8.091140313022512
2026-01-17,9.247017500597156
2026-01-18,9.247017500597156
2026-01-19,9.247017500597156
2026-01-20,6.935263125447867
2026-01-21,8.091140313022512
2026-01-22,5.779385937873222
2026-01-23,6.935263125447867
2026-01-24,9.247017500597156
2026-01-25,10.4028946881718
2026-01-26,8.091140313022512
2026-01-27,8.091140313022512
2026-01-28,6.935263125447867
2026-01-29,6.935263125447867
2026-01-30,6.935263125447867
2026-01-31,8.091140313022512
2026-02-01,9.247017500597156
2026-02-02,5.779385937873222
2026-02-03,5.779385937873222
2026-02-04,5.779385937873222
2026-02-05,6.935263125447867
2026-02-06,6.935263125447867
2026-02-07,6.935263125447867
2026-02-08,8.091140313022512
2026-02-09,5.779385937873222
2026-02-10,5.779385937873222
2026-02-11,5.779385937873222
2026-02-12,6.935263125447867
2026-02-13,6.935263125447867
2026-02-14,8.091140313022512
2026-02-15,8.091140313022512
2026-02-16,8.091140313022512
2026-02-17,6.935263125447867
2026-02-18,6.935263125447867
2026-02-19,15.026403438470378
2026-02-20,24.273420939067535
2026-02-21,20.8057893763436
2026-02-22,16.182280626045024
2026-02-23,13.870526250895734
2026-02-24,12.71464906332109
2026-02-25,11.558771875746444
2026-02-26,12.71464906332109
2026-02-27,12.71464906332109
2026-02-28,13.870526250895734
2026-03-01,17.338157813619667
2026-03-02,17.338157813619667
2026-03-03,20.8057893763436
2026-03-04,19.64991218876896
2026-03-05,23.11754375149289
2026-03-06,36.988070002388625
2026-03-07,46.23508750298578
2026-03-08,36.988070002388625
2026-03-09,26.585175314216823
2026-03-10,25.42929812664218
2026-03-11,25.42929812664218
2026-03-12,24.273420939067535
2026-03-13,24.273420939067535
2026-03-14,28.896929689366115
2026-03-15,30.052806876940757
2026-03-16,21.961666563918246
2026-03-17,21.961666563918246
2026-03-18,21.961666563918246
2026-03-19,26.585175314216823
2026-03-20,56.63798219115758
2026-03-21,115.58771875746446
2026-03-22,109.80833281959123
2026-03-23,71.66438562962796
2026-03-24,49.702719065709715
2026-03-25,40.455701565112555
2026-03-26,39.29982437753792
2026-03-27,32.36456125209005
2026-03-28,39.29982437753792
2026-03-29,43.92333312783649
2026-03-30,28.896929689366115
2026-03-31,25.42929812664218
2026-04-01,20.8057893763436
2026-04-02,23.11754375149289
2026-04-03,24.273420939067535
2026-04-04,27.74105250179147
2026-04-05,27.74105250179147
2026-04-06,20.8057893763436
2026-04-07,15.026403438470378
2026-04-08,15.026403438470378
2026-04-09,13.870526250895734
2026-04-10,13.870526250895734
2026-04-11,17.338157813619667
2026-04-12,18.494035001194312
2026-04-13,12.71464906332109
2026-04-14,11.558771875746444
2026-04-15,9.247017500597156
2026-04-16,10.4028946881718
2026-04-17,11.558771875746444
2026-04-18,13.870526250895734
2026-04-19,15.026403438470378
2026-04-20,10.4028946881718
2026-04-21,9.247017500597156
2026-04-22,8.091140313022512
2026-04-23,8.091140313022512
2026-04-24,8.091140313022512
2026-04-25,11.558771875746444
2026-04-26,12.71464906332109
2026-04-27,8.091140313022512
2026-04-28,8.091140313022512
2026-04-29,6.935263125447867
2026-04-30,6.935263125447867
2026-05-01,6.935263125447867
2026-05-02,9.247017500597156
2026-05-03,10.4028946881718
2026-05-04,8.091140313022512
2026-05-05,5.779385937873222
2026-05-06,6.935263125447867
2026-05-07,6.935263125447867
2026-05-08,5.779385937873222
2026-05-09,8.091140313022512
2026-05-10,9.247017500597156
2026-05-11,6.935263125447867
2026-05-12,6.935263125447867
2026-05-13,5.779385937873222
2026-05-14,5.779385937873222
2026-05-15,6.935263125447867
2026-05-16,8.091140313022512
2026-05-17,8.091140313022512
2026-05-18,5.779385937873222
2026-05-19,5.779385937873222
2026-05-20,5.779385937873222
2026-05-21,5.779385937873222
2026-05-22,8.091140313022512
2026-05-23,9.247017500597156
2026-05-24,9.247017500597156
2026-05-25,8.091140313022512
2026-05-26,6.935263125447867
2026-05-27,5.779385937873222
2026-05-28,5.779385937873222
2026-05-29,5.779385937873222
2026-05-30,6.935263125447867
2026-05-31,6.935263125447867
