Time,temperature
2023-04-26,35
2023-04-27,33
2023-04-28,32
2023-04-29,33
2023-04-30,34
2023-05-01,36
2023-05-02,32
2023-05-03,31
2023-05-04,33
2023-05-05,32
2023-05-06,31
2023-05-07,32
2023-05-08,34
2023-05-09,33
2023-05-10,32
2023-05-11,32
2023-05-12,31
2023-05-13,31
2023-05-14,36
2023-05-15,36
2023-05-16,33
2023-05-17,34
2023-05-18,33
2023-05-19,30
2023-05-20,29
2023-05-21,31
2023-05-22,31
2023-05-23,29
2023-05-24,28
2023-05-25,29
2023-05-26,28
2023-05-27,32
2023-05-28,34
2023-05-29,35
2023-05-30,32
2023-05-31,28
2023-06-01,28
2023-06-02,30
2023-06-03,31
2023-06-04,33
2023-06-05,27
2023-06-06,27
2023-06-07,27
2023-06-08,26
2023-06-09,26
2023-06-10,29
2023-06-11,32
2023-06-12,30
2023-06-13,27
2023-06-14,28
2023-06-15,27
2023-06-16,27
2023-06-17,30
2023-06-18,37
2023-06-19,31
2023-06-20,29
2023-06-21,31
2023-06-22,28
2023-06-23,27
2023-06-24,30
2023-06-25,36
2023-06-26,32
2023-06-27,30
2023-06-28,30
2023-06-29,30
2023-06-30,30
2023-07-01,37
2023-07-02,40
2023-07-03,36
2023-07-04,42
2023-07-05,34
2023-07-06,34
2023-07-07,32
2023-07-08,34
2023-07-09,32
2023-07-10,28
2023-07-11,29
2023-07-12,30
2023-07-13,33
2023-07-14,34
2023-07-15,38
2023-07-16,42
2023-07-17,41
2023-07-18,36
2023-07-19,34
2023-07-20,32
2023-07-21,32
2023-07-22,34
2023-07-23,37
2023-07-24,32
2023-07-25,33
2023-07-26,36
2023-07-27,35
2023-07-28,37
2023-07-29,36
2023-07-30,34
2023-07-31,28
2023-08-01,28
2023-08-02,29
2023-08-03,27
2023-08-04,27
2023-08-05,29
2023-08-06,34
2023-08-07,28
2023-08-08,28
2023-08-09,26
2023-08-10,26
2023-08-11,27
2023-08-12,30
2023-08-13,33
2023-08-14,30
2023-08-15,30
2023-08-16,29
2023-08-17,30
2023-08-18,27
2023-08-19,31
2023-08-20,34
2023-08-21,33
2023-08-22,32
2023-08-23,36
2023-08-24,34
2023-08-25,32
2023-08-26,30
2023-08-27,33
2023-08-28,32
2023-08-29,30
2023-08-30,30
2023-08-31,29
2023-09-01,27
2023-09-02,29
2023-09-03,32
2023-09-04,34
2023-09-05,32
2023-09-06,34
2023-09-07,31
2023-09-08,30
2023-09-09,29
2023-09-10,29
2023-09-11,32
2023-09-12,30
2023-09-13,30
2023-09-14,30
2023-09-15,29
2023-09-16,28
2023-09-17,28
2023-09-18,32
2023-09-19,30
2023-09-20,30
2023-09-21,30
2023-09-22,28
2023-09-23,27
2023-09-24,31
2023-09-25,31
2023-09-26,30
2023-09-27,31
2023-09-28,30
2023-09-29,28
2023-09-30,27
2023-10-01,29
2023-10-02,30
2023-10-03,32
2023-10-04,30
2023-10-05,32
2023-10-06,31
2023-10-07,33
2023-10-08,38
2023-10-09,36
2023-10-10,33
2023-10-11,32
2023-10-12,32
2023-10-13,30
2023-10-14,29
2023-10-15,33
2023-10-16,36
2023-10-17,33
2023-10-18,32
2023-10-19,32
2023-10-20,30
2023-10-21,28
2023-10-22,31
2023-10-23,33
2023-10-24,34
2023-10-25,31
2023-10-26,32
2023-10-27,31
2023-10-28,31
2023-10-29,36
2023-10-30,40
2023-10-31,40
2023-11-01,41
2023-11-02,41
2023-11-03,33
2023-11-04,30
2023-11-05,30
2023-11-06,35
2023-11-07,31
2023-11-08,32
2023-11-09,32
2023-11-10,31
2023-11-11,31
2023-11-12,33
2023-11-13,35
2023-11-14,33
2023-11-15,35
2023-11-16,32
2023-11-17,31
2023-11-18,33
2023-11-19,35
2023-11-20,34
2023-11-21,35
2023-11-22,38
2023-11-23,100
2023-11-24,36
2023-11-25,36
2023-11-26,38
2023-11-27,39
2023-11-28,41
2023-11-29,43
2023-11-30,36
2023-12-01,33
2023-12-02,30
2023-12-03,31
2023-12-04,34
2023-12-05,33
2023-12-06,35
2023-12-07,35
2023-12-08,33
2023-12-09,30
2023-12-10,37
2023-12-11,37
2023-12-12,36
2023-12-13,34
2023-12-14,34
2023-12-15,31
2023-12-16,29
2023-12-17,31
2023-12-18,33
2023-12-19,35
2023-12-20,32
2023-12-21,31
2023-12-22,30
2023-12-23,34
2023-12-24,45
2023-12-25,59
2023-12-26,31
2023-12-27,31
2023-12-28,29
2023-12-29,30
2023-12-30,31
2023-12-31,36
2024-01-01,41
2024-01-02,32
2024-01-03,34
2024-01-04,35
2024-01-05,34
2024-01-06,34
2024-01-07,36
2024-01-08,36
2024-01-09,39
2024-01-10,38
2024-01-11,39
2024-01-12,42
2024-01-13,55
2024-01-14,75
2024-01-15,70
2024-01-16,64
2024-01-17,62
2024-01-18,47
2024-01-19,43
2024-01-20,52
