Time,johnny_depp
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,1.0
2022-08-13,1.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,1.0
2022-08-28,1.0
2022-08-29,1.425
2022-08-30,1.1125
2022-08-31,1.0375
2022-09-01,0.9750000000000001
2022-09-02,0.9750000000000001
2022-09-03,1.05
2022-09-04,1.1375000000000002
2022-09-05,1.0750000000000002
2022-09-06,0.9375
2022-09-07,0.95
2022-09-08,0.4
2022-09-09,0.3875
2022-09-10,0.9750000000000001
2022-09-11,0.9750000000000001
2022-09-12,0.9125000000000001
2022-09-13,0.375
2022-09-14,0.4
2022-09-15,0.925
2022-09-16,0.925
2022-09-17,1.0
2022-09-18,1.0
2022-09-19,0.9125000000000001
2022-09-20,0.9125000000000001
2022-09-21,0.3875
2022-09-22,1.625
2022-09-23,2.25
2022-09-24,1.375
2022-09-25,1.2125
2022-09-26,1.0375
2022-09-27,0.95
2022-09-28,0.9
2022-09-29,1.0
2022-09-30,1.075
2022-10-01,1.225
2022-10-02,1.2750000000000001
2022-10-03,1.05
2022-10-04,1.0
2022-10-05,0.9750000000000001
2022-10-06,1.0
2022-10-07,1.0250000000000001
2022-10-08,1.1500000000000001
2022-10-09,1.2000000000000002
2022-10-10,1.125
2022-10-11,1.2750000000000001
2022-10-12,1.3
2022-10-13,1.375
2022-10-14,1.375
2022-10-15,1.625
2022-10-16,1.55
2022-10-17,1.1
2022-10-18,0.9
2022-10-19,0.9500000000000001
2022-10-20,1.0
2022-10-21,1.1
2022-10-22,1.35
2022-10-23,1.85
2022-10-24,1.4000000000000001
2022-10-25,1.3
2022-10-26,1.1500000000000001
2022-10-27,1.05
2022-10-28,1.05
2022-10-29,1.475
2022-10-30,1.475
2022-10-31,1.225
2022-11-01,0.9500000000000001
2022-11-02,0.8
2022-11-03,0.9750000000000001
2022-11-04,1.175
2022-11-05,1.225
2022-11-06,1.05
2022-11-07,0.8500000000000001
2022-11-08,0.9
2022-11-09,1.125
2022-11-10,1.1
2022-11-11,1.0
2022-11-12,1.05
2022-11-13,1.0
2022-11-14,0.75
2022-11-15,0.775
2022-11-16,0.8
2022-11-17,0.8500000000000001
2022-11-18,0.775
2022-11-19,0.9
2022-11-20,0.875
2022-11-21,0.65
2022-11-22,0.7250000000000001
2022-11-23,0.7000000000000001
2022-11-24,0.925
2022-11-25,1.075
2022-11-26,1.075
2022-11-27,1.3
2022-11-28,0.925
2022-11-29,0.775
2022-11-30,0.7000000000000001
2022-12-01,0.675
2022-12-02,0.775
2022-12-03,0.8
2022-12-04,0.9
2022-12-05,0.8
2022-12-06,0.7250000000000001
2022-12-07,0.7250000000000001
2022-12-08,0.875
2022-12-09,0.65
2022-12-10,0.925
2022-12-11,1.05
2022-12-12,0.8500000000000001
2022-12-13,0.8
2022-12-14,0.775
2022-12-15,0.775
2022-12-16,0.8
2022-12-17,0.9750000000000001
2022-12-18,0.925
2022-12-19,1.075
2022-12-20,1.05
2022-12-21,0.8500000000000001
2022-12-22,0.8
2022-12-23,0.9500000000000001
2022-12-24,0.925
2022-12-25,0.9750000000000001
2022-12-26,0.9
2022-12-27,1.0250000000000001
2022-12-28,1.05
2022-12-29,0.925
2022-12-30,0.925
2022-12-31,0.925
2023-01-01,0.925
2023-01-02,0.8250000000000001
2023-01-03,0.625
2023-01-04,0.55
2023-01-05,0.625
2023-01-06,0.625
2023-01-07,0.7250000000000001
2023-01-08,0.7250000000000001
2023-01-09,0.6000000000000001
2023-01-10,0.625
2023-01-11,1.0250000000000001
2023-01-12,1.5
2023-01-13,0.925
2023-01-14,0.9
2023-01-15,0.8
2023-01-16,0.75
2023-01-17,0.6000000000000001
2023-01-18,0.55
2023-01-19,0.5750000000000001
2023-01-20,0.6000000000000001
2023-01-21,0.65
2023-01-22,0.7000000000000001
2023-01-23,0.55
2023-01-24,0.5750000000000001
2023-01-25,0.5750000000000001
2023-01-26,0.55
2023-01-27,0.5750000000000001
2023-01-28,0.65
2023-01-29,0.675
2023-01-30,0.55
2023-01-31,0.5750000000000001
2023-02-01,0.5750000000000001
2023-02-02,0.525
2023-02-03,0.625
2023-02-04,0.8
2023-02-05,0.75
2023-02-06,0.55
2023-02-07,0.5750000000000001
2023-02-08,0.525
2023-02-09,0.525
2023-02-10,0.5750000000000001
2023-02-11,0.65
2023-02-12,0.7000000000000001
2023-02-13,0.5
2023-02-14,0.525
2023-02-15,0.55
2023-02-16,0.525
2023-02-17,0.55
2023-02-18,0.65
2023-02-19,0.675
2023-02-20,0.55
2023-02-21,0.55
2023-02-22,0.5750000000000001
2023-02-23,0.5750000000000001
2023-02-24,0.5750000000000001
2023-02-25,0.65
2023-02-26,0.7000000000000001
2023-02-27,0.525
2023-02-28,0.525
2023-03-01,0.525
2023-03-02,0.5750000000000001
2023-03-03,0.5750000000000001
2023-03-04,0.7000000000000001
2023-03-05,0.65
2023-03-06,0.6000000000000001
2023-03-07,0.5750000000000001
2023-03-08,0.525
2023-03-09,0.525
2023-03-10,0.6000000000000001
2023-03-11,0.7000000000000001
2023-03-12,0.8
2023-03-13,0.625
2023-03-14,0.5750000000000001
2023-03-15,0.55
2023-03-16,0.55
2023-03-17,0.525
2023-03-18,0.675
2023-03-19,0.75
2023-03-20,0.6000000000000001
2023-03-21,0.55
2023-03-22,0.525
2023-03-23,0.55
2023-03-24,0.65
2023-03-25,0.75
2023-03-26,0.875
2023-03-27,0.625
2023-03-28,0.5750000000000001
2023-03-29,0.55
2023-03-30,0.5750000000000001
2023-03-31,0.55
2023-04-01,0.625
2023-04-02,0.75
2023-04-03,0.65
2023-04-04,0.525
2023-04-05,0.5750000000000001
2023-04-06,0.6000000000000001
2023-04-07,0.6000000000000001
2023-04-08,0.7000000000000001
2023-04-09,0.7250000000000001
2023-04-10,0.5750000000000001
2023-04-11,0.5750000000000001
2023-04-12,0.5750000000000001
2023-04-13,0.625
2023-04-14,0.6000000000000001
2023-04-15,0.75
2023-04-16,0.7000000000000001
2023-04-17,0.5750000000000001
2023-04-18,0.5750000000000001
2023-04-19,0.525
2023-04-20,0.55
2023-04-21,0.6000000000000001
2023-04-22,0.675
2023-04-23,0.7000000000000001
2023-04-24,0.5750000000000001
2023-04-25,0.525
2023-04-26,0.6001358080579449
2023-04-27,0.5574807605251245
2023-04-28,0.6001358080579449
2023-04-29,0.7156009506564056
2023-04-30,0.7457559981892259
2023-05-01,0.6427908555907651
2023-05-02,0.5273257129923042
2023-05-03,0.5398257129923043
2023-05-04,0.5699807605251246
2023-05-05,0.5699807605251246
2023-05-06,0.6427908555907651
2023-05-07,0.6729459031235854
2023-05-08,0.5699807605251246
2023-05-09,0.5273257129923042
2023-05-10,0.6001358080579449
2023-05-11,0.6427908555907651
2023-05-12,0.630290855590765
2023-05-13,0.7457559981892259
2023-05-14,0.7332559981892259
2023-05-15,0.630290855590765
2023-05-16,0.878876188320507
2023-05-17,1.624632186509733
2023-05-18,2.1218028519692167
2023-05-19,1.624632186509733
2023-05-20,1.2304266636487098
2023-05-21,1.4790119963784518
2023-05-22,1.2002716161158897
2023-05-23,1.6974422815753736
2023-05-24,0.9090312358533272
2023-05-25,0.878876188320507
2023-05-26,0.6708918062471707
2023-05-27,0.7768220914440924
2023-05-28,1.0239927569035763
2023-05-29,1.1652331371661386
2023-05-30,0.9886826618379357
2023-05-31,0.812132186509733
2023-06-01,0.7415119963784518
2023-06-02,0.7415119963784518
2023-06-03,0.7768220914440924
2023-06-04,1.1652331371661386
2023-06-05,0.9886826618379357
2023-06-06,1.2711634223630601
2023-06-07,1.059302851969217
2023-06-08,0.812132186509733
2023-06-09,1.5889542779538253
2023-06-10,1.5183340878225442
2023-06-11,0.9886826618379357
2023-06-12,0.8474422815753735
2023-06-13,0.9886826618379357
2023-06-14,0.9533725667722952
2023-06-15,0.812132186509733
2023-06-16,0.812132186509733
2023-06-17,0.9180624717066546
2023-06-18,0.882752376641014
2023-06-19,0.7415119963784518
2023-06-20,0.7768220914440924
2023-06-21,0.6355817111815301
2023-06-22,0.6708918062471707
2023-06-23,0.7062019013128112
2023-06-24,0.9180624717066546
2023-06-25,0.9533725667722952
2023-06-26,0.8474422815753735
2023-06-27,0.6708918062471707
2023-06-28,0.6355817111815301
2023-06-29,0.6355817111815301
2023-06-30,0.6708918062471707
2023-07-01,0.882752376641014
2023-07-02,0.9886826618379357
2023-07-03,0.7415119963784518
2023-07-04,0.882752376641014
2023-07-05,0.6355817111815301
2023-07-06,0.6355817111815301
2023-07-07,0.6355817111815301
2023-07-08,0.7415119963784518
2023-07-09,0.8474422815753735
2023-07-10,0.6708918062471707
2023-07-11,0.812132186509733
2023-07-12,0.7415119963784518
2023-07-13,0.7415119963784518
2023-07-14,0.7415119963784518
2023-07-15,0.882752376641014
2023-07-16,0.812132186509733
2023-07-17,0.6708918062471707
2023-07-18,0.6708918062471707
2023-07-19,0.6355817111815301
2023-07-20,0.6708918062471707
2023-07-21,0.9180624717066546
2023-07-22,1.0239927569035763
2023-07-23,1.0239927569035763
2023-07-24,1.5183340878225442
2023-07-25,1.3417836124943414
2023-07-26,1.3770937075599818
2023-07-27,1.8008148483476687
2023-07-28,1.3064735174287008
2023-07-29,1.2358533272974197
2023-07-30,1.059302851969217
2023-07-31,1.5183340878225442
2023-08-01,1.200543232231779
2023-08-02,0.7062019013128112
2023-08-03,0.6708918062471707
2023-08-04,0.7062019013128112
2023-08-05,0.7415119963784518
2023-08-06,0.812132186509733
2023-08-07,0.6002716161158895
2023-08-08,0.6002716161158895
2023-08-09,0.5296514259846085
2023-08-10,0.564961521050249
2023-08-11,0.564961521050249
2023-08-12,0.7062019013128112
2023-08-13,0.7415119963784518
2023-08-14,0.6002716161158895
2023-08-15,0.6355817111815301
2023-08-16,1.5183340878225442
2023-08-17,3.0013580805794478
2023-08-18,2.8954277953825263
2023-08-19,3.531009506564056
2023-08-20,3.14259846084201
2023-08-21,2.3657763693979175
2023-08-22,2.4363965595291988
2023-08-23,1.5889542779538253
2023-08-24,1.1652331371661386
2023-08-25,1.1652331371661386
2023-08-26,1.3417836124943414
2023-08-27,1.3417836124943414
2023-08-28,1.0239927569035763
2023-08-29,1.059302851969217
2023-08-30,1.0239927569035763
2023-08-31,0.9533725667722952
2023-09-01,1.0946129470348573
2023-09-02,1.1652331371661386
2023-09-03,1.2711634223630601
2023-09-04,1.8008148483476687
2023-09-05,1.5889542779538253
2023-09-06,1.4830239927569036
2023-09-07,0.882752376641014
2023-09-08,0.812132186509733
2023-09-09,1.0239927569035763
2023-09-10,0.9886826618379357
2023-09-11,0.8474422815753735
2023-09-12,0.7415119963784518
2023-09-13,0.6708918062471707
2023-09-14,0.7768220914440924
2023-09-15,0.7062019013128112
2023-09-16,1.0239927569035763
2023-09-17,0.9180624717066546
2023-09-18,0.7062019013128112
2023-09-19,0.6708918062471707
2023-09-20,0.6355817111815301
2023-09-21,0.6002716161158895
2023-09-22,0.6708918062471707
2023-09-23,0.882752376641014
2023-09-24,0.9533725667722952
2023-09-25,0.6708918062471707
2023-09-26,0.6002716161158895
2023-09-27,0.6002716161158895
2023-09-28,0.6355817111815301
2023-09-29,0.6708918062471707
2023-09-30,0.7768220914440924
2023-10-01,0.9180624717066546
2023-10-02,0.7415119963784518
2023-10-03,0.6708918062471707
2023-10-04,0.6355817111815301
2023-10-05,0.6708918062471707
2023-10-06,0.812132186509733
2023-10-07,0.882752376641014
2023-10-08,0.9180624717066546
2023-10-09,0.7062019013128112
2023-10-10,0.6708918062471707
2023-10-11,0.7415119963784518
2023-10-12,0.6708918062471707
2023-10-13,0.7768220914440924
2023-10-14,0.9533725667722952
2023-10-15,1.129923042100498
2023-10-16,0.7062019013128112
2023-10-17,0.6355817111815301
2023-10-18,0.6002716161158895
2023-10-19,0.6708918062471707
2023-10-20,0.6708918062471707
2023-10-21,0.7768220914440924
2023-10-22,0.882752376641014
2023-10-23,0.6355817111815301
2023-10-24,0.6002716161158895
2023-10-25,0.6002716161158895
2023-10-26,0.7415119963784518
2023-10-27,0.7415119963784518
2023-10-28,0.9886826618379357
2023-10-29,1.0239927569035763
2023-10-30,0.812132186509733
2023-10-31,0.8474422815753735
2023-11-01,0.7768220914440924
2023-11-02,0.7062019013128112
2023-11-03,0.6355817111815301
2023-11-04,0.6708918062471707
2023-11-05,0.6708918062471707
2023-11-06,0.564961521050249
2023-11-07,0.49434133091896787
2023-11-08,0.5296514259846085
2023-11-09,0.49434133091896787
2023-11-10,0.6002716161158895
2023-11-11,0.7768220914440924
2023-11-12,0.7768220914440924
2023-11-13,0.5296514259846085
2023-11-14,0.5296514259846085
2023-11-15,0.564961521050249
2023-11-16,0.5296514259846085
2023-11-17,0.564961521050249
2023-11-18,0.6708918062471707
2023-11-19,0.7062019013128112
2023-11-20,0.5296514259846085
2023-11-21,0.564961521050249
2023-11-22,0.6355817111815301
2023-11-23,1.0946129470348573
2023-11-24,0.7415119963784518
2023-11-25,0.7768220914440924
2023-11-26,0.7415119963784518
2023-11-27,0.564961521050249
2023-11-28,0.6002716161158895
2023-11-29,0.564961521050249
2023-11-30,0.564961521050249
2023-12-01,0.564961521050249
2023-12-02,0.6708918062471707
2023-12-03,0.7062019013128112
2023-12-04,0.6002716161158895
2023-12-05,0.564961521050249
2023-12-06,0.6002716161158895
2023-12-07,0.564961521050249
2023-12-08,0.564961521050249
2023-12-09,0.9180624717066546
2023-12-10,0.9886826618379357
2023-12-11,0.6002716161158895
2023-12-12,0.6002716161158895
2023-12-13,0.564961521050249
2023-12-14,0.6355817111815301
2023-12-15,0.7415119963784518
2023-12-16,1.5183340878225442
2023-12-17,1.2358533272974197
2023-12-18,1.4124038026256225
2023-12-19,0.8474422815753735
2023-12-20,0.7062019013128112
2023-12-21,0.6708918062471707
2023-12-22,0.7697600724309643
2023-12-23,1.002806699864192
2023-12-24,0.8580353100950657
2023-12-25,0.819194205522861
2023-12-26,0.7697600724309643
2023-12-27,0.7026708918062472
2023-12-28,0.7132639203259394
2023-12-29,1.0698958804889092
2023-12-30,1.6560434585785422
2023-12-31,1.0981439565414215
2024-01-01,0.8474422815753735
2024-01-02,0.7026708918062472
2024-01-03,0.7415119963784518
2024-01-04,0.6355817111815301
2024-01-05,0.6638297872340426
2024-01-06,0.8862833861475781
2024-01-07,0.7697600724309643
2024-01-08,0.5967406066093255
2024-01-09,0.5967406066093255
2024-01-10,0.5967406066093255
2024-01-11,0.6249886826618379
2024-01-12,0.6073336351290177
2024-01-13,0.7803531009506565
2024-01-14,0.752105024898144
2024-01-15,0.6744228157537348
2024-01-16,0.5967406066093255
2024-01-17,0.6073336351290177
2024-01-18,0.5578995020371209
2024-01-19,0.5967406066093255
2024-01-20,0.7415119963784518
2024-01-21,0.7415119963784518
2024-01-22,0.5508374830239928
2024-01-23,0.5720235400633771
2024-01-24,0.5932095971027614
2024-01-25,0.5508374830239928
2024-01-26,0.5720235400633771
2024-01-27,0.9533725667722952
2024-01-28,1.6101403349932095
2024-01-29,0.5932095971027614
2024-01-30,0.5508374830239928
2024-01-31,0.5508374830239928
2024-02-01,0.5508374830239928
2024-02-02,0.5720235400633771
2024-02-03,0.6567677682209144
2024-02-04,0.6991398822996832
2024-02-05,0.5296514259846085
2024-02-06,0.5296514259846085
2024-02-07,0.5720235400633771
2024-02-08,0.5508374830239928
2024-02-09,2.118605703938434
2024-02-10,0.8898143956541422
2024-02-11,0.7626980534178361
2024-02-12,0.5084653689452241
2024-02-13,0.48727931190583973
2024-02-14,0.5084653689452241
2024-02-15,0.5084653689452241
2024-02-16,0.5508374830239928
2024-02-17,0.8474422815753735
2024-02-18,0.8474422815753735
2024-02-19,0.6143956541421458
2024-02-20,0.48727931190583973
2024-02-21,0.5084653689452241
2024-02-22,0.5508374830239928
2024-02-23,0.48727931190583973
2024-02-24,0.6567677682209144
2024-02-25,0.6779538252602988
2024-02-26,0.5084653689452241
2024-02-27,0.4449071978270711
2024-02-28,0.5508374830239928
2024-02-29,0.5508374830239928
2024-03-01,0.5084653689452241
2024-03-02,0.6991398822996832
2024-03-03,0.9745586238116795
2024-03-04,0.6779538252602988
2024-03-05,0.5084653689452241
2024-03-06,0.48727931190583973
2024-03-07,0.48727931190583973
2024-03-08,0.5084653689452241
2024-03-09,0.6567677682209144
2024-03-10,0.8262562245359891
2024-03-11,0.6143956541421458
2024-03-12,0.5508374830239928
2024-03-13,0.7415119963784518
2024-03-14,0.5932095971027614
2024-03-15,0.5508374830239928
2024-03-16,0.6779538252602988
2024-03-17,0.7203259393390675
2024-03-18,0.5296514259846085
2024-03-19,0.5508374830239928
2024-03-20,0.5720235400633771
2024-03-21,0.5508374830239928
2024-03-22,0.5720235400633771
2024-03-23,0.6567677682209144
2024-03-24,0.7203259393390675
2024-03-25,0.6567677682209144
2024-03-26,1.6736985061113627
2024-03-27,1.3982797645993663
2024-03-28,0.6991398822996832
2024-03-29,0.6143956541421458
2024-03-30,0.7415119963784518
2024-03-31,0.7415119963784518
2024-04-01,0.5932095971027614
2024-04-02,0.5296514259846085
2024-04-03,0.4660932548664554
2024-04-04,0.48727931190583973
2024-04-05,0.5508374830239928
2024-04-06,0.6779538252602988
2024-04-07,0.6143956541421458
2024-04-08,0.4449071978270711
2024-04-09,0.48727931190583973
2024-04-10,0.4660932548664554
2024-04-11,0.5296514259846085
2024-04-12,0.5508374830239928
2024-04-13,0.6143956541421458
2024-04-14,0.6779538252602988
2024-04-15,0.5084653689452241
2024-04-16,0.5508374830239928
2024-04-17,0.5720235400633771
2024-04-18,0.5720235400633771
2024-04-19,0.5508374830239928
2024-04-20,0.6355817111815301
2024-04-21,0.6991398822996832
2024-04-22,0.5508374830239928
2024-04-23,0.5084653689452241
2024-04-24,0.5296514259846085
2024-04-25,0.48727931190583973
2024-04-26,0.5296514259846085
2024-04-27,0.5508374830239928
2024-04-28,0.7203259393390675
2024-04-29,0.5296514259846085
2024-04-30,0.5508374830239928
2024-05-01,0.4449071978270711
2024-05-02,0.5720235400633771
2024-05-03,0.6355817111815301
2024-05-04,0.5932095971027614
2024-05-05,0.6567677682209144
2024-05-06,0.5084653689452241
2024-05-07,0.48727931190583973
2024-05-08,0.4660932548664554
2024-05-09,0.48727931190583973
2024-05-10,0.48727931190583973
2024-05-11,0.5720235400633771
2024-05-12,0.5508374830239928
2024-05-13,0.5720235400633771
2024-05-14,0.48727931190583973
2024-05-15,0.5084653689452241
2024-05-16,0.7203259393390675
2024-05-17,0.7203259393390675
2024-05-18,0.7626980534178361
2024-05-19,0.8262562245359891
2024-05-20,0.6143956541421458
2024-05-21,0.5084653689452241
2024-05-22,0.4660932548664554
2024-05-23,0.5084653689452241
2024-05-24,0.5508374830239928
2024-05-25,0.6355817111815301
2024-05-26,0.6143956541421458
2024-05-27,0.6779538252602988
2024-05-28,0.5084653689452241
2024-05-29,0.5296514259846085
2024-05-30,0.48727931190583973
2024-05-31,0.48727931190583973
2024-06-01,0.6143956541421458
2024-06-02,0.6779538252602988
2024-06-03,0.5084653689452241
2024-06-04,0.5296514259846085
2024-06-05,0.5296514259846085
2024-06-06,0.5296514259846085
2024-06-07,0.5508374830239928
2024-06-08,0.6779538252602988
2024-06-09,1.0169307378904482
2024-06-10,0.6567677682209144
2024-06-11,0.5720235400633771
2024-06-12,0.5720235400633771
2024-06-13,0.6143956541421458
2024-06-14,0.5084653689452241
2024-06-15,0.6567677682209144
2024-06-16,0.6143956541421458
2024-06-17,0.5084653689452241
2024-06-18,0.48727931190583973
2024-06-19,0.4660932548664554
2024-06-20,0.5508374830239928
2024-06-21,0.5508374830239928
2024-06-22,0.6143956541421458
2024-06-23,0.6143956541421458
2024-06-24,0.48727931190583973
2024-06-25,0.5084653689452241
2024-06-26,0.48727931190583973
2024-06-27,0.4449071978270711
2024-06-28,0.5084653689452241
2024-06-29,0.6143956541421458
2024-06-30,0.6143956541421458
2024-07-01,0.5508374830239928
2024-07-02,0.48727931190583973
2024-07-03,0.48727931190583973
2024-07-04,0.6567677682209144
2024-07-05,0.5932095971027614
2024-07-06,0.6355817111815301
2024-07-07,0.6779538252602988
2024-07-08,0.5508374830239928
2024-07-09,0.4449071978270711
2024-07-10,0.4660932548664554
2024-07-11,0.4660932548664554
2024-07-12,0.5084653689452241
2024-07-13,0.6779538252602988
2024-07-14,0.7203259393390675
2024-07-15,0.6355817111815301
2024-07-16,0.6779538252602988
2024-07-17,0.8686283386147579
2024-07-18,0.6779538252602988
2024-07-19,0.6143956541421458
2024-07-20,0.6991398822996832
2024-07-21,0.7626980534178361
2024-07-22,0.5508374830239928
2024-07-23,0.5084653689452241
2024-07-24,0.5296514259846085
2024-07-25,0.5084653689452241
2024-07-26,0.5084653689452241
2024-07-27,0.5932095971027614
2024-07-28,0.6143956541421458
2024-07-29,0.4660932548664554
2024-07-30,0.4660932548664554
2024-07-31,0.4449071978270711
2024-08-01,0.4449071978270711
2024-08-02,0.42372114078768675
2024-08-03,0.5084653689452241
2024-08-04,0.5296514259846085
2024-08-05,0.48727931190583973
2024-08-06,0.4660932548664554
2024-08-07,0.5084653689452241
2024-08-08,0.48727931190583973
2024-08-09,0.5296514259846085
2024-08-10,0.5720235400633771
2024-08-11,0.5720235400633771
2024-08-12,0.42372114078768675
2024-08-13,0.38134902670891807
2024-08-14,0.4449071978270711
2024-08-15,0.4449071978270711
2024-08-16,0.4449071978270711
2024-08-17,0.5720235400633771
2024-08-18,0.568492530556813
2024-08-19,0.4713897691263015
2024-08-20,0.42372114078768675
2024-08-21,0.44314169307378903
2024-08-22,0.4625622453598913
2024-08-23,0.5340651878678135
2024-08-24,0.5534857401539158
2024-08-25,0.6117473970122227
2024-08-26,0.4669760072430964
2024-08-27,0.5102308736985062
2024-08-28,0.5296514259846085
2024-08-29,0.505817111815301
2024-08-30,0.6311679492983251
2024-08-31,0.6788365776369398
2024-09-01,0.7609325486645542
2024-09-02,0.7370982344952467
2024-09-03,0.5446582163875058
2024-09-04,0.5102308736985062
2024-09-05,0.7176776822091444
2024-09-06,0.693843368039837
2024-09-07,0.7847668628338615
2024-09-08,0.8518560434585786
2024-09-09,0.6117473970122227
2024-09-10,0.5534857401539158
2024-09-11,0.48198279764599367
2024-09-12,0.6311679492983251
2024-09-13,0.5729062924400181
2024-09-14,0.8086011770031689
2024-09-15,0.7697600724309643
2024-09-16,0.6355817111815301
2024-09-17,0.5561339972838388
2024-09-18,0.564961521050249
2024-09-19,0.5561339972838388
2024-09-20,0.5296514259846085
2024-09-21,0.6708918062471707
2024-09-22,0.7238569488456316
2024-09-23,0.5473064735174287
2024-09-24,0.5384789497510186
2024-09-25,0.5561339972838388
2024-09-26,0.5384789497510186
2024-09-27,0.5561339972838388
