Time,meatloaf
2022-08-29,57
2022-08-30,53
2022-08-31,51
2022-09-01,46
2022-09-02,35
2022-09-03,45
2022-09-04,59
2022-09-05,65
2022-09-06,53
2022-09-07,53
2022-09-08,45
2022-09-09,37
2022-09-10,49
2022-09-11,78
2022-09-12,62
2022-09-13,55
2022-09-14,55
2022-09-15,47
2022-09-16,40
2022-09-17,49
2022-09-18,83
2022-09-19,61
2022-09-20,57
2022-09-21,53
2022-09-22,52
2022-09-23,40
2022-09-24,53
2022-09-25,84
2022-09-26,58
2022-09-27,61
2022-09-28,57
2022-09-29,50
2022-09-30,40
2022-10-01,57
2022-10-02,85
2022-10-03,61
2022-10-04,59
2022-10-05,60
2022-10-06,50
2022-10-07,43
2022-10-08,56
2022-10-09,86
2022-10-10,63
2022-10-11,58
2022-10-12,59
2022-10-13,52
2022-10-14,44
2022-10-15,55
2022-10-16,95
2022-10-17,66
2022-10-18,61
2022-10-19,63
2022-10-20,51
2022-10-21,43
2022-10-22,55
2022-10-23,88
2022-10-24,68
2022-10-25,62
2022-10-26,58
2022-10-27,55
2022-10-28,44
2022-10-29,61
2022-10-30,95
2022-10-31,59
2022-11-01,64
2022-11-02,58
2022-11-03,54
2022-11-04,45
2022-11-05,57
2022-11-06,88
2022-11-07,65
2022-11-08,57
2022-11-09,53
2022-11-10,53
2022-11-11,46
2022-11-12,57
2022-11-13,95
2022-11-14,61
2022-11-15,61
2022-11-16,57
2022-11-17,55
2022-11-18,44
2022-11-19,57
2022-11-20,80
2022-11-21,53
2022-11-22,46
2022-11-23,38
2022-11-24,41
2022-11-25,26
2022-11-26,33
2022-11-27,60
2022-11-28,45
2022-11-29,51
2022-11-30,49
2022-12-01,47
2022-12-02,39
2022-12-03,53
2022-12-04,81
2022-12-05,56
2022-12-06,56
2022-12-07,55
2022-12-08,53
2022-12-09,40
2022-12-10,53
2022-12-11,84
2022-12-12,57
2022-12-13,57
2022-12-14,52
2022-12-15,48
2022-12-16,44
2022-12-17,53
2022-12-18,78
2022-12-19,57
2022-12-20,53
2022-12-21,48
2022-12-22,53
2022-12-23,51
2022-12-24,50
2022-12-25,50
2022-12-26,42
2022-12-27,48
2022-12-28,51
2022-12-29,49
2022-12-30,46
2022-12-31,51
2023-01-01,66
2023-01-02,68
2023-01-03,58
2023-01-04,60
2023-01-05,55
2023-01-06,48
2023-01-07,63
2023-01-08,93
2023-01-09,66
2023-01-10,63
2023-01-11,64
2023-01-12,58
2023-01-13,47
2023-01-14,68
2023-01-15,91
2023-01-16,78
2023-01-17,67
2023-01-18,65
2023-01-19,59
2023-01-20,51
2023-01-21,70
2023-01-22,100
2023-01-23,73
2023-01-24,70
2023-01-25,68
2023-01-26,59
2023-01-27,51
2023-01-28,66
2023-01-29,95
2023-01-30,67
2023-01-31,69
2023-02-01,60
2023-02-02,57
2023-02-03,49
2023-02-04,62
2023-02-05,96
2023-02-06,62
2023-02-07,60
2023-02-08,56
2023-02-09,49
2023-02-10,43
2023-02-11,56
2023-02-12,62
2023-02-13,45
2023-02-14,50
2023-02-15,52
2023-02-16,54
2023-02-17,45
2023-02-18,58
2023-02-19,84
2023-02-20,67
2023-02-21,58
2023-02-22,58
2023-02-23,52
2023-02-24,42
2023-02-25,60
2023-02-26,92
2023-02-27,63
2023-02-28,57
2023-03-01,53
2023-03-02,51
2023-03-03,40
2023-03-04,53
2023-03-05,82
2023-03-06,57
2023-03-07,54
2023-03-08,54
2023-03-09,52
2023-03-10,42
2023-03-11,53
2023-03-12,89
2023-03-13,62
2023-03-14,59
2023-03-15,54
2023-03-16,49
2023-03-17,34
2023-03-18,51
2023-03-19,84
2023-03-20,58
2023-03-21,54
2023-03-22,52
2023-03-23,49
2023-03-24,42
2023-03-25,54
2023-03-26,81
2023-03-27,59
2023-03-28,55
2023-03-29,54
2023-03-30,47
2023-03-31,34
2023-04-01,50
2023-04-02,79
2023-04-03,54
2023-04-04,50
2023-04-05,48
2023-04-06,42
2023-04-07,35
2023-04-08,45
2023-04-09,52
2023-04-10,38
2023-04-11,43
2023-04-12,38
2023-04-13,36
2023-04-14,33
2023-04-15,42
2023-04-16,70
2023-04-17,56
2023-04-18,52
2023-04-19,46
2023-04-20,43
2023-04-21,36
2023-04-22,49
2023-04-23,81
2023-04-24,58
2023-04-25,53
2023-04-26,48
2023-04-27,40
2023-04-28,36
2023-04-29,47
2023-04-30,78
2023-05-01,55
2023-05-02,49
2023-05-03,43
2023-05-04,42
2023-05-05,33
2023-05-06,40
2023-05-07,66
2023-05-08,47
2023-05-09,44
2023-05-10,44
2023-05-11,37
2023-05-12,30
2023-05-13,39
2023-05-14,48
2023-05-15,42
2023-05-16,41
2023-05-17,43
2023-05-18,38
2023-05-19,32
2023-05-20,42
2023-05-21,59
2023-05-22,46
2023-05-23,45
2023-05-24,41
2023-05-25,37
