Time,mlb
2022-06-30,45.0
2022-07-01,43.0
2022-07-02,60.0
2022-07-03,61.0
2022-07-04,48.0
2022-07-05,43.0
2022-07-06,50.0
2022-07-07,49.0
2022-07-08,50.0
2022-07-09,68.0
2022-07-10,71.0
2022-07-11,49.0
2022-07-12,45.0
2022-07-13,52.0
2022-07-14,52.0
2022-07-15,50.0
2022-07-16,74.0
2022-07-17,100.0
2022-07-18,86.0
2022-07-19,61.0
2022-07-20,61.0
2022-07-21,34.0
2022-07-22,38.0
2022-07-23,71.0
2022-07-24,70.0
2022-07-25,38.0
2022-07-26,47.0
2022-07-27,58.0
2022-07-28,47.0
2022-07-29,48.0
2022-07-30,71.0
2022-07-31,73.0
2022-08-01,56.0
2022-08-02,89.0
2022-08-03,62.0
2022-08-04,48.0
2022-08-05,42.0
2022-08-06,62.0
2022-08-07,74.0
2022-08-08,36.0
2022-08-09,42.0
2022-08-10,58.0
2022-08-11,50.0
2022-08-12,38.0
2022-08-13,58.0
2022-08-14,65.0
2022-08-15,38.0
2022-08-16,45.0
2022-08-17,49.0
2022-08-18,54.0
2022-08-19,42.0
2022-08-20,62.0
2022-08-21,70.0
2022-08-22,35.0
2022-08-23,44.0
2022-08-24,52.0
2022-08-25,42.0
2022-08-26,39.0
2022-08-27,60.0
2022-08-28,65.0
2022-08-29,32.48528099910794
2022-08-30,39.782337198929525
2022-08-31,42.930865298840324
2022-09-01,46.079393398751115
2022-09-02,34.80954504906334
2022-09-03,51.05218554861731
2022-09-04,64.64629794826048
2022-09-05,51.05218554861731
2022-09-06,34.80954504906334
2022-09-07,51.05218554861731
2022-09-08,41.10660124888493
2022-09-09,34.80954504906334
2022-09-10,56.0249776984835
2022-09-11,56.0249776984835
2022-09-12,32.98528099910794
2022-09-13,36.633809099018734
2022-09-14,51.05218554861731
2022-09-15,44.25512934879572
2022-09-16,34.80954504906334
2022-09-17,56.0249776984835
2022-09-18,59.173505798394295
2022-09-19,34.80954504906334
2022-09-20,39.782337198929525
2022-09-21,57.8492417484389
2022-09-22,47.90365744870651
2022-09-23,46.579393398751115
2022-09-24,67.29482604817127
2022-09-25,57.8492417484389
2022-09-26,36.133809099018734
2022-09-27,36.133809099018734
2022-09-28,49.45584299732382
2022-09-29,54.4014272970562
2022-09-30,41.21320249776985
2022-10-01,62.64406779661017
2022-10-02,62.64406779661017
2022-10-03,44.51025869759144
2022-10-04,59.34701159678859
2022-10-05,79.12934879571812
2022-10-06,47.80731489741303
2022-10-07,74.18376449598573
2022-10-08,102.20874219446924
2022-10-09,100.56021409455843
2022-10-10,57.69848349687779
2022-10-11,72.53523639607494
2022-10-12,98.91168599464764
2022-10-13,90.66904549509367
2022-10-14,80.7778768956289
2022-10-15,120.34255129348797
2022-10-16,164.8528099910794
2022-10-17,70.88670829616414
2022-10-18,93.96610169491527
2022-10-19,77.48082069580732
2022-10-20,74.18376449598573
2022-10-21,67.58965209634256
2022-10-22,85.7234611953613
2022-10-23,120.34255129348797
2022-10-24,72.53523639607494
2022-10-25,19.78233719892953
2022-10-26,16.485280999107943
2022-10-27,13.188224799286353
2022-10-28,19.78233719892953
2022-10-29,74.18376449598573
2022-10-30,57.69848349687779
2022-10-31,21.430865298840324
2022-11-01,34.61909009812668
2022-11-02,51.10437109723462
2022-11-03,56.049955396967
2022-11-04,67.58965209634256
2022-11-05,28.0249776984835
2022-11-06,60.99553969669938
2022-11-07,11.539696699375558
2022-11-08,9.891168599464764
2022-11-09,8.242640499553971
2022-11-10,9.891168599464764
2022-11-11,9.891168599464764
2022-11-12,8.242640499553971
2022-11-13,6.594112399643176
2022-11-14,6.594112399643176
2022-11-15,9.891168599464764
2022-11-16,9.891168599464764
2022-11-17,9.891168599464764
2022-11-18,9.891168599464764
2022-11-19,8.242640499553971
2022-11-20,6.594112399643176
2022-11-21,6.594112399643176
2022-11-22,6.594112399643176
2022-11-23,6.594112399643176
2022-11-24,8.242640499553971
2022-11-25,6.594112399643176
2022-11-26,6.594112399643176
2022-11-27,6.594112399643176
2022-11-28,6.594112399643176
2022-11-29,6.594112399643176
2022-11-30,6.594112399643176
2022-12-01,6.594112399643176
2022-12-02,6.594112399643176
2022-12-03,9.891168599464764
2022-12-04,8.242640499553971
2022-12-05,13.188224799286353
2022-12-06,13.188224799286353
2022-12-07,21.430865298840324
2022-12-08,16.485280999107943
2022-12-09,11.539696699375558
2022-12-10,9.891168599464764
2022-12-11,9.891168599464764
2022-12-12,8.242640499553971
2022-12-13,8.242640499553971
2022-12-14,9.891168599464764
2022-12-15,8.242640499553971
2022-12-16,9.891168599464764
2022-12-17,8.242640499553971
2022-12-18,8.242640499553971
2022-12-19,6.594112399643176
2022-12-20,8.242640499553971
2022-12-21,11.539696699375558
2022-12-22,8.242640499553971
2022-12-23,8.242640499553971
2022-12-24,8.242640499553971
2022-12-25,6.594112399643176
2022-12-26,6.594112399643176
2022-12-27,6.594112399643176
2022-12-28,6.594112399643176
2022-12-29,6.594112399643176
2022-12-30,6.594112399643176
2022-12-31,6.594112399643176
2023-01-01,6.594112399643176
2023-01-02,6.594112399643176
2023-01-03,6.594112399643176
2023-01-04,6.594112399643176
2023-01-05,6.594112399643176
2023-01-06,6.594112399643176
2023-01-07,6.594112399643176
2023-01-08,6.594112399643176
2023-01-09,6.594112399643176
2023-01-10,6.594112399643176
2023-01-11,6.594112399643176
2023-01-12,6.594112399643176
2023-01-13,6.594112399643176
2023-01-14,6.594112399643176
2023-01-15,6.594112399643176
2023-01-16,6.594112399643176
2023-01-17,4.945584299732382
2023-01-18,6.594112399643176
2023-01-19,6.594112399643176
2023-01-20,6.594112399643176
2023-01-21,6.594112399643176
2023-01-22,6.594112399643176
2023-01-23,6.594112399643176
2023-01-24,8.242640499553971
2023-01-25,8.242640499553971
2023-01-26,6.594112399643176
2023-01-27,6.594112399643176
2023-01-28,6.594112399643176
2023-01-29,6.594112399643176
2023-01-30,8.242640499553971
2023-01-31,8.242640499553971
2023-02-01,6.594112399643176
2023-02-02,8.242640499553971
2023-02-03,6.594112399643176
2023-02-04,6.594112399643176
2023-02-05,6.594112399643176
2023-02-06,6.594112399643176
2023-02-07,6.594112399643176
2023-02-08,6.594112399643176
2023-02-09,6.594112399643176
2023-02-10,6.594112399643176
2023-02-11,6.594112399643176
2023-02-12,6.594112399643176
2023-02-13,6.594112399643176
2023-02-14,8.242640499553971
2023-02-15,9.891168599464764
2023-02-16,9.891168599464764
2023-02-17,8.242640499553971
2023-02-18,8.242640499553971
2023-02-19,8.242640499553971
2023-02-20,8.242640499553971
2023-02-21,8.242640499553971
2023-02-22,8.242640499553971
2023-02-23,6.594112399643176
2023-02-24,11.539696699375558
2023-02-25,16.485280999107943
2023-02-26,16.485280999107943
2023-02-27,13.188224799286353
2023-02-28,13.188224799286353
2023-03-01,11.539696699375558
2023-03-02,11.539696699375558
2023-03-03,11.539696699375558
2023-03-04,13.188224799286353
2023-03-05,13.188224799286353
2023-03-06,11.539696699375558
2023-03-07,11.539696699375558
2023-03-08,11.539696699375558
2023-03-09,11.539696699375558
2023-03-10,9.891168599464764
2023-03-11,13.188224799286353
2023-03-12,14.836752899197148
2023-03-13,13.188224799286353
2023-03-14,11.539696699375558
2023-03-15,11.539696699375558
2023-03-16,13.188224799286353
2023-03-17,11.539696699375558
2023-03-18,13.188224799286353
2023-03-19,16.485280999107943
2023-03-20,16.485280999107943
2023-03-21,18.133809099018734
2023-03-22,19.78233719892953
2023-03-23,16.485280999107943
2023-03-24,18.133809099018734
2023-03-25,19.78233719892953
2023-03-26,21.430865298840324
2023-03-27,21.430865298840324
2023-03-28,24.72792149866191
2023-03-29,24.72792149866191
2023-03-30,79.12934879571812
2023-03-31,60.99553969669938
2023-04-01,62.64406779661017
2023-04-02,57.69848349687779
2023-04-03,42.86173059768065
2023-04-04,47.80731489741303
2023-04-05,52.75289919714541
2023-04-06,39.56467439785906
2023-04-07,47.80731489741303
2023-04-08,57.69848349687779
2023-04-09,65.94112399643177
2023-04-10,42.86173059768065
2023-04-11,51.10437109723462
2023-04-12,57.69848349687779
2023-04-13,47.80731489741303
2023-04-14,42.86173059768065
2023-04-15,65.94112399643177
2023-04-16,62.64406779661017
2023-04-17,37.916146297948266
2023-04-18,44.51025869759144
2023-04-19,56.049955396967
2023-04-20,44.51025869759144
2023-04-21,44.51025869759144
2023-04-22,59.34701159678859
2023-04-23,60.99553969669938
2023-04-24,32.970561998215885
2023-04-25,39.56467439785906
2023-04-26,44.541029476263326
2023-04-27,42.263337157125264
2023-04-28,35.57494832921077
2023-04-29,54.33137467327127
2023-04-30,57.91780713209229
2023-05-01,34.75068427925538
2023-05-02,37.85264064834884
2023-05-03,45.84976961594627
2023-05-04,47.64298584535679
2023-05-05,34.266208189527816
2023-05-06,54.81585076299883
2023-05-07,62.32850364086871
2023-05-08,32.95746804984486
2023-05-09,36.543900508665885
2023-05-10,46.33424570567384
2023-05-11,39.64585687775935
2023-05-12,33.44194413957243
2023-05-13,61.01976350118576
2023-05-14,60.5352874114582
2023-05-15,34.75068427925538
2023-05-16,43.23228933658037
2023-05-17,47.64298584535679
2023-05-18,39.64585687775935
2023-05-19,36.05942441893833
2023-05-20,61.01976350118576
2023-05-21,61.01976350118576
2023-05-22,33.44194413957243
2023-05-23,37.85264064834884
2023-05-24,45.84976961594627
2023-05-25,45.84976961594627
2023-05-26,40.69599153711476
2023-05-27,61.04398730567213
2023-05-28,60.075035126217024
2023-05-29,47.47865679330055
2023-05-30,36.8201828192943
2023-05-31,50.38551333166589
2023-06-01,40.69599153711476
2023-06-02,35.85123063983919
2023-06-03,62.01293948512725
2023-06-04,61.04398730567213
2023-06-05,36.8201828192943
2023-06-06,38.75808717820453
2023-06-07,47.47865679330055
2023-06-08,47.47865679330055
2023-06-09,41.66494371656987
2023-06-10,63.95084384403747
2023-06-11,60.075035126217024
2023-06-12,35.85123063983919
2023-06-13,42.63389589602498
2023-06-14,54.26132204948634
2023-06-15,52.323417690576115
2023-06-16,45.54075243439032
2023-06-17,68.79560474131304
2023-06-18,69.76455692076816
2023-06-19,42.63389589602498
2023-06-20,47.47865679330055
2023-06-21,62.98189166458236
2023-06-22,52.323417690576115
2023-06-23,39.72703935765964
2023-06-24,72.67141345913349
2023-06-25,77.51617435640907
2023-06-26,38.75808717820453
2023-06-27,46.509704613845436
2023-06-28,53.29236987003123
2023-06-29,62.01293948512725
2023-06-30,49.416561152210775
2023-07-01,69.76455692076816
2023-07-02,77.51617435640907
2023-07-03,50.38551333166589
2023-07-04,71.70246127967837
2023-07-05,47.47865679330055
2023-07-06,58.13713076730679
2023-07-07,55.230274228941454
2023-07-08,78.48512653586417
2023-07-09,95.92626576605622
2023-07-10,83.32988743313975
2023-07-11,57.168178587851685
2023-07-12,62.98189166458236
2023-07-13,25.192756665832945
2023-07-14,30.037517563108512
2023-07-15,60.075035126217024
2023-07-16,70.73350910022327
2023-07-17,39.72703935765964
2023-07-18,46.509704613845436
2023-07-19,60.075035126217024
2023-07-20,50.38551333166589
2023-07-21,43.6028480754801
2023-07-22,64.9197960234926
2023-07-23,67.82665256185793
2023-07-24,41.66494371656987
2023-07-25,46.509704613845436
2023-07-26,56.19922640839657
2023-07-27,51.354465511121
2023-07-28,47.47865679330055
2023-07-29,71.70246127967837
2023-07-30,79.45407871531928
2023-07-31,53.29236987003123
2023-08-01,75.57826999749884
2023-08-02,62.01293948512725
2023-08-03,55.230274228941454
2023-08-04,51.354465511121
2023-08-05,63.95084384403747
2023-08-06,72.67141345913349
2023-08-07,40.69599153711476
2023-08-08,47.47865679330055
2023-08-09,53.29236987003123
2023-08-10,52.323417690576115
2023-08-11,38.75808717820453
2023-08-12,62.98189166458236
2023-08-13,68.79560474131304
2023-08-14,36.8201828192943
2023-08-15,41.66494371656987
2023-08-16,50.38551333166589
2023-08-17,47.47865679330055
2023-08-18,43.6028480754801
2023-08-19,61.04398730567213
2023-08-20,68.79560474131304
2023-08-21,34.88227846038408
2023-08-22,44.57180025493521
2023-08-23,56.19922640839657
2023-08-24,50.38551333166589
2023-08-25,38.75808717820453
2023-08-26,59.10608294676191
2023-08-27,65.8887482029477
2023-08-28,33.91332628092896
2023-08-29,45.54075243439032
2023-08-30,57.168178587851685
2023-08-31,42.63389589602498
2023-09-01,41.66494371656987
2023-09-02,54.26132204948634
2023-09-03,65.8887482029477
2023-09-04,49.416561152210775
2023-09-05,35.85123063983919
2023-09-06,53.29236987003123
2023-09-07,39.72703935765964
2023-09-08,38.75808717820453
2023-09-09,51.354465511121
2023-09-10,49.416561152210775
2023-09-11,32.94437410147385
2023-09-12,45.54075243439032
2023-09-13,52.323417690576115
2023-09-14,47.47865679330055
2023-09-15,36.8201828192943
2023-09-16,55.230274228941454
2023-09-17,58.13713076730679
2023-09-18,30.037517563108512
2023-09-19,38.75808717820453
2023-09-20,54.26132204948634
2023-09-21,43.6028480754801
2023-09-22,44.57180025493521
2023-09-23,62.98189166458236
2023-09-24,59.10608294676191
2023-09-25,36.8201828192943
2023-09-26,41.66494371656987
2023-09-27,58.13713076730679
2023-09-28,62.01293948512725
2023-09-29,52.323417690576115
2023-09-30,69.76455692076816
2023-10-01,92.05045704823576
2023-10-02,43.6028480754801
2023-10-03,63.95084384403747
2023-10-04,92.05045704823576
2023-10-05,70.73350910022327
2023-10-06,31.975421922018736
2023-10-07,65.8887482029477
2023-10-08,87.2056961509602
2023-10-09,62.01293948512725
2023-10-10,76.54722217695395
2023-10-11,82.36093525368463
2023-10-12,90.11255268932553
2023-10-13,71.70246127967837
2023-10-14,31.975421922018736
2023-10-15,34.88227846038408
2023-10-16,62.98189166458236
2023-10-17,59.10608294676191
2023-10-18,61.04398730567213
2023-10-19,72.67141345913349
2023-10-20,81.39198307422951
2023-10-21,89.14360050987042
2023-10-22,72.67141345913349
2023-10-23,87.2056961509602
2023-10-24,96.89521794551132
2023-10-25,81.39198307422951
2023-10-26,18.41009140964715
2023-10-27,21.31694794801249
2023-10-28,73.6403656385886
2023-10-29,51.354465511121
2023-10-30,20.34799576855738
2023-10-31,48.44760897275566
2023-11-01,52.323417690576115
2023-11-02,55.230274228941454
2023-11-03,11.627426153461359
2023-11-04,8.72056961509602
2023-11-05,8.72056961509602
2023-11-06,10.658473974006245
2023-11-07,8.72056961509602
2023-11-08,7.751617435640906
2023-11-09,7.751617435640906
2023-11-10,7.751617435640906
2023-11-11,6.782665256185792
2023-11-12,6.782665256185792
2023-11-13,6.782665256185792
2023-11-14,7.751617435640906
2023-11-15,6.782665256185792
2023-11-16,8.72056961509602
2023-11-17,8.72056961509602
2023-11-18,8.72056961509602
2023-11-19,6.782665256185792
2023-11-20,6.782665256185792
2023-11-21,7.751617435640906
2023-11-22,6.782665256185792
2023-11-23,6.782665256185792
2023-11-24,6.782665256185792
2023-11-25,6.782665256185792
2023-11-26,6.782665256185792
2023-11-27,6.782665256185792
2023-11-28,6.782665256185792
2023-11-29,6.782665256185792
2023-11-30,6.782665256185792
2023-12-01,6.782665256185792
2023-12-02,6.782665256185792
2023-12-03,6.782665256185792
2023-12-04,9.689521794551133
2023-12-05,11.627426153461359
2023-12-06,13.565330512371585
2023-12-07,12.596378332916473
2023-12-08,12.596378332916473
2023-12-09,17.44113923019204
2023-12-10,13.565330512371585
2023-12-11,9.689521794551133
2023-12-12,9.689521794551133
2023-12-13,9.689521794551133
2023-12-14,8.72056961509602
2023-12-15,9.689521794551133
2023-12-16,8.72056961509602
2023-12-17,7.751617435640906
2023-12-18,7.751617435640906
2023-12-19,7.751617435640906
2023-12-20,7.751617435640906
2023-12-21,6.782665256185792
2023-12-22,11.465934123552174
2023-12-23,8.50524690855044
2023-12-24,7.643956082368115
2023-12-25,7.643956082368115
2023-12-26,6.782665256185792
2023-12-27,6.782665256185792
2023-12-28,6.782665256185792
2023-12-29,6.782665256185792
2023-12-30,6.782665256185792
2023-12-31,6.782665256185792
2024-01-01,6.405850519731026
2024-01-02,5.921374430003469
2024-01-03,6.405850519731026
2024-01-04,6.405850519731026
2024-01-05,6.782665256185792
2024-01-06,6.782665256185792
2024-01-07,6.782665256185792
2024-01-08,6.405850519731026
2024-01-09,6.782665256185792
2024-01-10,5.921374430003469
2024-01-11,6.782665256185792
2024-01-12,6.782665256185792
2024-01-13,6.405850519731026
2024-01-14,6.405850519731026
2024-01-15,6.782665256185792
2024-01-16,5.921374430003469
2024-01-17,5.921374430003469
2024-01-18,6.782665256185792
2024-01-19,6.405850519731026
2024-01-20,6.782665256185792
2024-01-21,6.02903578327626
2024-01-22,6.782665256185792
2024-01-23,7.536294729095325
2024-01-24,9.04355367491439
2024-01-25,6.782665256185792
2024-01-26,6.02903578327626
2024-01-27,6.782665256185792
2024-01-28,6.02903578327626
2024-01-29,6.02903578327626
2024-01-30,9.04355367491439
2024-01-31,7.536294729095325
2024-02-01,6.782665256185792
2024-02-02,7.536294729095325
2024-02-03,7.536294729095325
2024-02-04,7.536294729095325
2024-02-05,6.782665256185792
2024-02-06,7.536294729095325
2024-02-07,7.536294729095325
2024-02-08,6.782665256185792
2024-02-09,6.02903578327626
2024-02-10,6.782665256185792
2024-02-11,6.782665256185792
2024-02-12,6.782665256185792
2024-02-13,7.536294729095325
2024-02-14,7.536294729095325
2024-02-15,7.536294729095325
2024-02-16,8.289924202004858
2024-02-17,9.04355367491439
2024-02-18,8.289924202004858
2024-02-19,9.04355367491439
2024-02-20,9.797183147823922
2024-02-21,10.550812620733456
2024-02-22,14.318959985281118
2024-02-23,18.08710734982878
2024-02-24,19.594366295647845
2024-02-25,16.579848404009716
2024-02-26,15.07258945819065
2024-02-27,14.318959985281118
2024-02-28,12.811701039462053
2024-02-29,12.811701039462053
2024-03-01,11.304442093642988
2024-03-02,14.318959985281118
2024-03-03,13.565330512371585
2024-03-04,12.811701039462053
2024-03-05,12.811701039462053
2024-03-06,12.05807156655252
2024-03-07,12.05807156655252
2024-03-08,13.565330512371585
2024-03-09,13.565330512371585
2024-03-10,14.318959985281118
2024-03-11,12.811701039462053
2024-03-12,12.811701039462053
2024-03-13,13.565330512371585
2024-03-14,14.318959985281118
2024-03-15,16.579848404009716
2024-03-16,17.333477876919247
2024-03-17,18.08710734982878
2024-03-18,15.826218931100183
2024-03-19,20.34799576855738
2024-03-20,27.884290497652703
2024-03-21,22.608884187285977
2024-03-22,16.579848404009716
2024-03-23,17.333477876919247
2024-03-24,19.594366295647845
2024-03-25,18.840736822738315
2024-03-26,19.594366295647845
2024-03-27,21.855254714376443
2024-03-28,60.2903578327626
2024-03-29,55.768580995305406
2024-03-30,58.783098886943534
2024-03-31,63.30487572440073
2024-04-01,45.971397847481484
2024-04-02,48.98591573911961
2024-04-03,48.98591573911961
2024-04-04,40.69599153711476
2024-04-05,41.44962101002429
2024-04-06,49.73954521202915
2024-04-07,54.26132204948634
2024-04-08,32.406067335109896
2024-04-09,44.464138901662416
2024-04-10,43.710509428752886
2024-04-11,35.42058522674803
2024-04-12,30.898808389290835
2024-04-13,53.50769257657681
2024-04-14,52.00043363075775
2024-04-15,36.17421469965756
2024-04-16,40.69599153711476
2024-04-17,47.47865679330055
2024-04-18,34.666955753838494
2024-04-19,33.91332628092896
2024-04-20,55.014951522395876
2024-04-21,53.50769257657681
2024-04-22,33.91332628092896
2024-04-23,34.666955753838494
2024-04-24,41.44962101002429
2024-04-25,42.956879955843355
2024-04-26,30.898808389290835
2024-04-27,47.47865679330055
2024-04-28,52.00043363075775
2024-04-29,31.652437862200365
2024-04-30,36.17421469965756
2024-05-01,42.956879955843355
2024-05-02,39.18873259129569
2024-05-03,31.652437862200365
2024-05-04,52.00043363075775
2024-05-05,54.26132204948634
2024-05-06,33.15969680801943
2024-05-07,34.666955753838494
2024-05-08,42.203250482933825
2024-05-09,37.68147364547663
2024-05-10,31.652437862200365
2024-05-11,49.73954521202915
2024-05-12,52.75406310366728
2024-05-13,29.391549443471767
2024-05-14,37.68147364547663
2024-05-15,40.69599153711476
2024-05-16,34.666955753838494
2024-05-17,33.91332628092896
2024-05-18,50.49317468493868
2024-05-19,52.75406310366728
2024-05-20,33.91332628092896
2024-05-21,36.92784417256709
2024-05-22,43.710509428752886
2024-05-23,42.203250482933825
2024-05-24,31.652437862200365
2024-05-25,52.75406310366728
2024-05-26,53.50769257657681
2024-05-27,42.956879955843355
2024-05-28,33.15969680801943
2024-05-29,46.725027320391014
2024-05-30,40.69599153711476
2024-05-31,35.42058522674803
2024-06-01,52.00043363075775
2024-06-02,58.029469414034004
2024-06-03,32.406067335109896
2024-06-04,39.18873259129569
2024-06-05,46.725027320391014
2024-06-06,40.69599153711476
2024-06-07,37.68147364547663
2024-06-08,58.029469414034004
2024-06-09,56.522210468214936
2024-06-10,34.666955753838494
2024-06-11,38.43510311838616
2024-06-12,45.971397847481484
2024-06-13,44.464138901662416
2024-06-14,36.92784417256709
2024-06-15,52.75406310366728
2024-06-16,54.26132204948634
2024-06-17,37.68147364547663
2024-06-18,39.18873259129569
2024-06-19,52.00043363075775
2024-06-20,48.23228626621008
2024-06-21,41.44962101002429
2024-06-22,56.522210468214936
2024-06-23,58.029469414034004
2024-06-24,33.91332628092896
2024-06-25,42.203250482933825
2024-06-26,48.98591573911961
2024-06-27,45.21776837457195
2024-06-28,36.17421469965756
2024-06-29,55.768580995305406
2024-06-30,58.029469414034004
2024-07-01,34.666955753838494
2024-07-02,35.42058522674803
2024-07-03,48.23228626621008
2024-07-04,64.81213467021979
2024-07-05,42.203250482933825
2024-07-06,63.30487572440073
2024-07-07,58.029469414034004
2024-07-08,41.44962101002429
2024-07-09,39.18873259129569
2024-07-10,46.725027320391014
2024-07-11,49.73954521202915
2024-07-12,43.710509428752886
2024-07-13,61.79761677858167
2024-07-14,75.36294729095326
2024-07-15,67.82665256185793
2024-07-16,54.26132204948634
2024-07-17,54.26132204948634
2024-07-18,20.34799576855738
2024-07-19,28.637919970562237
2024-07-20,52.00043363075775
2024-07-21,55.014951522395876
2024-07-22,33.91332628092896
2024-07-23,38.43510311838616
2024-07-24,48.98591573911961
2024-07-25,45.21776837457195
2024-07-26,39.18873259129569
2024-07-27,52.00043363075775
2024-07-28,61.79761677858167
2024-07-29,42.203250482933825
2024-07-30,65.56576414312933
2024-07-31,50.49317468493868
2024-08-01,32.406067335109896
2024-08-02,35.42058522674803
2024-08-03,53.50769257657681
2024-08-04,57.275839941124474
2024-08-05,30.1451789163813
2024-08-06,36.17421469965756
2024-08-07,44.464138901662416
2024-08-08,42.956879955843355
2024-08-09,35.42058522674803
2024-08-10,48.98591573911961
2024-08-11,54.26132204948634
2024-08-12,30.898808389290835
2024-08-13,38.43510311838616
2024-08-14,42.956879955843355
2024-08-15,44.464138901662416
2024-08-16,33.15969680801943
2024-08-17,51.24680415784821
2024-08-18,54.00293480163164
2024-08-19,29.16546060159891
2024-08-20,36.17421469965756
2024-08-21,44.453372766335136
2024-08-22,42.28937956555205
2024-08-23,34.01022149887447
2024-08-24,53.62612006517688
2024-08-25,54.8965240337958
2024-08-26,33.11663226671031
2024-08-27,37.44461866827649
2024-08-28,46.240551230663456
2024-08-29,41.39579033338789
2024-08-30,36.17421469965756
2024-08-31,47.510955199282385
2024-09-01,57.57729173028828
2024-09-02,46.240551230663456
2024-09-03,34.01022149887447
2024-09-04,43.182968797716214
2024-09-05,40.12538636476897
2024-09-06,31.329453802381995
2024-09-07,46.617365967118225
2024-09-08,47.510955199282385
2024-09-09,26.624652664361058
2024-09-10,35.2806254674934
2024-09-11,42.666194302006815
2024-09-12,42.28937956555205
2024-09-13,34.38703623532924
2024-09-14,50.9453523686844
2024-09-15,46.617365967118225
2024-09-16,29.6822350973083
2024-09-17,39.274861673913925
2024-09-18,46.509704613845436
2024-09-19,52.71099856235816
2024-09-20,47.54325360526422
2024-09-21,62.01293948512725
2024-09-22,59.94584150228967
