Time,warnock
2025-02-01,39.735849056603776
2025-02-02,39.735849056603776
2025-02-03,39.735849056603776
2025-02-04,66.22641509433963
2025-02-05,39.735849056603776
2025-02-06,39.735849056603776
2025-02-07,26.49056603773585
2025-02-08,26.49056603773585
2025-02-09,26.49056603773585
2025-02-10,26.49056603773585
2025-02-11,26.49056603773585
2025-02-12,39.735849056603776
2025-02-13,26.49056603773585
2025-02-14,26.49056603773585
2025-02-15,26.49056603773585
2025-02-16,13.245283018867925
2025-02-17,13.245283018867925
2025-02-18,39.735849056603776
2025-02-19,26.49056603773585
2025-02-20,26.49056603773585
2025-02-21,26.49056603773585
2025-02-22,26.49056603773585
2025-02-23,26.49056603773585
2025-02-24,13.245283018867925
2025-02-25,26.49056603773585
2025-02-26,26.49056603773585
2025-02-27,26.49056603773585
2025-02-28,26.49056603773585
2025-03-01,26.49056603773585
2025-03-02,13.245283018867925
2025-03-03,26.49056603773585
2025-03-04,26.49056603773585
2025-03-05,39.735849056603776
2025-03-06,39.735849056603776
2025-03-07,26.49056603773585
2025-03-08,13.245283018867925
2025-03-09,39.735849056603776
2025-03-10,13.245283018867925
2025-03-11,52.9811320754717
2025-03-12,39.735849056603776
2025-03-13,39.735849056603776
2025-03-14,52.9811320754717
2025-03-15,39.735849056603776
2025-03-16,26.49056603773585
2025-03-17,26.49056603773585
2025-03-18,26.49056603773585
2025-03-19,26.49056603773585
2025-03-20,26.49056603773585
2025-03-21,26.49056603773585
2025-03-22,13.245283018867925
2025-03-23,26.49056603773585
2025-03-24,26.49056603773585
2025-03-25,26.49056603773585
2025-03-26,26.49056603773585
2025-03-27,26.49056603773585
2025-03-28,26.49056603773585
2025-03-29,26.49056603773585
2025-03-30,26.49056603773585
2025-03-31,26.49056603773585
2025-04-01,39.735849056603776
2025-04-02,26.49056603773585
2025-04-03,26.49056603773585
2025-04-04,26.49056603773585
2025-04-05,13.245283018867925
2025-04-06,26.49056603773585
2025-04-07,26.49056603773585
2025-04-08,26.49056603773585
2025-04-09,26.49056603773585
2025-04-10,26.49056603773585
2025-04-11,26.49056603773585
2025-04-12,0.0
2025-04-13,26.49056603773585
2025-04-14,26.49056603773585
2025-04-15,24.88507718696398
2025-04-16,17.058319039451113
2025-04-17,25.687821612349914
2025-04-18,52.57975986277873
2025-04-19,25.687821612349914
2025-04-20,24.483704974271014
2025-04-21,29.300171526586624
2025-04-22,37.929674099485425
2025-04-23,78.66895368782161
2025-04-24,30.504288164665525
2025-04-25,15.452830188679247
2025-04-26,27.694682675814754
2025-04-27,38.33104631217839
2025-04-28,29.701543739279586
2025-04-29,17.058319039451113
2025-04-30,24.483704974271014
2025-05-01,24.88507718696398
2025-05-02,24.483704974271014
2025-05-03,26.49056603773585
2025-05-04,26.49056603773585
2025-05-05,30.905660377358494
2025-05-06,25.687821612349914
2025-05-07,28.09605488850772
2025-05-08,39.133790737564325
2025-05-09,24.483704974271014
2025-05-10,0.0
2025-05-11,14.650085763293312
2025-05-12,16.656946826758148
2025-05-13,13.044596912521442
2025-05-14,26.891938250428815
2025-05-15,21.67409948542024
2025-05-16,22.476843910806174
2025-05-17,17.660377358490567
2025-05-18,0.0
2025-05-19,18.463121783876502
2025-05-20,17.660377358490567
2025-05-21,20.06861063464837
2025-05-22,16.054888507718697
2025-05-23,14.449399656946827
2025-05-24,14.449399656946827
2025-05-25,20.871355060034304
2025-05-26,20.06861063464837
2025-05-27,12.843910806174957
2025-05-28,12.843910806174957
2025-05-29,25.687821612349914
2025-05-30,22.476843910806174
2025-05-31,16.857632933104632
2025-06-01,34.518010291595196
2025-06-02,26.49056603773585
2025-06-03,20.871355060034304
2025-06-04,20.06861063464837
2025-06-05,21.67409948542024
2025-06-06,12.041166380789022
2025-06-07,14.449399656946827
2025-06-08,14.449399656946827
2025-06-09,21.67409948542024
2025-06-10,23.27958833619211
2025-06-11,21.67409948542024
2025-06-12,26.49056603773585
2025-06-13,26.49056603773585
2025-06-14,19.265866209262434
2025-06-15,24.082332761578044
2025-06-16,17.660377358490567
2025-06-17,29.70154373927959
2025-06-18,24.88507718696398
2025-06-19,32.109777015437395
2025-06-20,24.88507718696398
2025-06-21,12.041166380789022
2025-06-22,11.238421955403087
2025-06-23,16.857632933104632
2025-06-24,18.463121783876502
2025-06-25,17.660377358490567
2025-06-26,16.857632933104632
2025-06-27,43.34819897084048
2025-06-28,24.88507718696398
2025-06-29,20.871355060034304
2025-06-30,35.320754716981135
2025-07-01,36.123499142367066
2025-07-02,17.660377358490567
2025-07-03,28.09605488850772
2025-07-04,25.687821612349914
2025-07-05,16.054888507718697
2025-07-06,18.463121783876502
2025-07-07,14.449399656946827
2025-07-08,27.293310463121784
2025-07-09,28.898799313893655
2025-07-10,32.109777015437395
2025-07-11,19.265866209262434
2025-07-12,19.265866209262434
2025-07-13,18.463121783876502
2025-07-14,28.09605488850772
2025-07-15,19.265866209262434
2025-07-16,32.912521440823326
2025-07-17,80.27444253859348
2025-07-18,37.72898799313894
2025-07-19,30.504288164665525
2025-07-20,16.857632933104632
2025-07-21,20.06861063464837
2025-07-22,20.06861063464837
2025-07-23,20.871355060034304
2025-07-24,24.88507718696398
2025-07-25,15.252144082332762
2025-07-26,16.857632933104632
2025-07-27,15.252144082332762
2025-07-28,25.687821612349914
2025-07-29,24.88507718696398
2025-07-30,26.49056603773585
2025-07-31,53.78387650085763
2025-08-01,33.715265866209265
2025-08-02,16.054888507718697
2025-08-03,21.67409948542024
2025-08-04,28.898799313893655
2025-08-05,18.463121783876502
2025-08-06,20.871355060034304
2025-08-07,20.06861063464837
2025-08-08,21.67409948542024
2025-08-09,21.67409948542024
2025-08-10,21.67409948542024
2025-08-11,24.082332761578044
2025-08-12,24.88507718696398
2025-08-13,31.30703259005146
2025-08-14,21.67409948542024
2025-08-15,18.463121783876502
2025-08-16,13.646655231560892
2025-08-17,0.0
2025-08-18,27.293310463121784
2025-08-19,26.49056603773585
2025-08-20,20.06861063464837
2025-08-21,16.054888507718697
2025-08-22,10.435677530017152
2025-08-23,15.252144082332762
2025-08-24,24.082332761578044
2025-08-25,17.660377358490567
2025-08-26,24.88507718696398
2025-08-27,16.054888507718697
2025-08-28,27.293310463121784
2025-08-29,18.463121783876502
2025-08-30,16.054888507718697
2025-08-31,14.449399656946827
2025-09-01,20.871355060034304
2025-09-02,14.449399656946827
2025-09-03,14.449399656946827
2025-09-04,60.20583190394511
2025-09-05,55.3893653516295
2025-09-06,27.293310463121784
2025-09-07,13.646655231560892
2025-09-08,28.898799313893655
2025-09-09,16.054888507718697
2025-09-10,25.687821612349914
2025-09-11,20.06861063464837
2025-09-12,40.93996569468268
2025-09-13,15.252144082332762
2025-09-14,16.054888507718697
2025-09-15,24.082332761578044
2025-09-16,20.06861063464837
2025-09-17,25.687821612349914
2025-09-18,19.265866209262434
2025-09-19,21.67409948542024
2025-09-20,15.252144082332762
2025-09-21,20.06861063464837
2025-09-22,29.70154373927959
2025-09-23,26.49056603773585
2025-09-24,21.67409948542024
2025-09-25,16.857632933104632
2025-09-26,28.09605488850772
2025-09-27,14.449399656946827
2025-09-28,13.646655231560892
2025-09-29,20.06861063464837
2025-09-30,27.293310463121784
2025-10-01,24.88507718696398
2025-10-02,26.49056603773585
2025-10-03,28.898799313893655
2025-10-04,20.871355060034304
2025-10-05,18.463121783876502
2025-10-06,23.27958833619211
2025-10-07,27.293310463121784
2025-10-08,25.687821612349914
2025-10-09,24.88507718696398
2025-10-10,37.72898799313894
2025-10-11,20.06861063464837
2025-10-12,26.49056603773585
2025-10-13,21.67409948542024
2025-10-14,32.912521440823326
2025-10-15,26.49056603773585
2025-10-16,23.27958833619211
2025-10-17,28.09605488850772
2025-10-18,13.646655231560892
2025-10-19,19.265866209262434
2025-10-20,20.871355060034304
2025-10-21,36.123499142367066
2025-10-22,28.09605488850772
2025-10-23,41.74271012006861
2025-10-24,36.926243567753005
2025-10-25,16.857632933104632
2025-10-26,24.082332761578044
2025-10-27,27.293310463121784
2025-10-28,28.09605488850772
2025-10-29,17.660377358490567
2025-10-30,24.082332761578044
2025-10-31,36.123499142367066
2025-11-01,22.476843910806174
2025-11-02,20.06861063464837
2025-11-03,20.871355060034304
2025-11-04,23.27958833619211
2025-11-05,38.53173241852487
2025-11-06,30.504288164665525
2025-11-07,40.93996569468268
2025-11-08,44.95368782161235
2025-11-09,38.53173241852487
2025-11-10,44.15094339622642
2025-11-11,44.15094339622642
2025-11-12,24.082332761578044
2025-11-13,33.715265866209265
2025-11-14,16.857632933104632
2025-11-15,17.660377358490567
2025-11-16,21.67409948542024
2025-11-17,25.687821612349914
2025-11-18,24.082332761578044
2025-11-19,28.09605488850772
2025-11-20,21.67409948542024
2025-11-21,23.27958833619211
2025-11-22,15.252144082332762
2025-11-23,0.0
2025-11-24,23.27958833619211
2025-11-25,12.041166380789022
2025-11-26,23.27958833619211
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,12.041166380789022
2025-11-30,0.0
2025-12-01,20.06861063464837
2025-12-02,18.463121783876502
2025-12-03,21.67409948542024
2025-12-04,19.265866209262434
2025-12-05,25.687821612349914
2025-12-06,18.463121783876502
2025-12-07,20.871355060034304
2025-12-08,24.88507718696398
2025-12-09,21.67409948542024
2025-12-10,21.67409948542024
2025-12-11,35.24048027444253
2025-12-12,30.263464837049742
2025-12-13,17.820926243567754
2025-12-14,42.70600343053173
2025-12-15,28.57770154373928
2025-12-16,27.774957118353342
2025-12-17,33.554716981132074
2025-12-18,43.50874785591766
2025-12-19,35.24048027444253
2025-12-20,22.797941680960548
2025-12-21,19.908061749571182
2025-12-22,20.710806174957117
2025-12-23,30.263464837049742
2025-12-24,15.733790737564323
2025-12-25,12.843910806174957
2025-12-26,14.931046312178388
2025-12-27,0.0
2025-12-28,18.22229845626072
2025-12-29,15.733790737564323
2025-12-30,15.733790737564323
2025-12-31,25.687821612349914
2026-01-01,20.710806174957117
2026-01-02,15.733790737564323
2026-01-03,18.22229845626072
2026-01-04,24.88507718696398
2026-01-05,27.774957118353342
2026-01-06,18.22229845626072
2026-01-07,21.112178387650083
2026-01-08,27.774957118353342
2026-01-09,22.39656946826758
2026-01-10,17.981475128644938
2026-01-11,17.981475128644938
2026-01-12,28.256603773584903
2026-01-13,23.119039451114922
2026-01-14,28.256603773584903
2026-01-15,46.238078902229844
2026-01-16,20.55025728987993
2026-01-17,15.412692967409948
2026-01-18,17.981475128644938
2026-01-19,33.394168096054884
2026-01-20,35.962950257289876
2026-01-21,38.53173241852487
2026-01-22,30.825385934819895
2026-01-23,17.981475128644938
2026-01-24,33.394168096054884
2026-01-25,38.53173241852487
2026-01-26,38.53173241852487
2026-01-27,41.10051457975986
2026-01-28,35.962950257289876
2026-01-29,41.10051457975986
2026-01-30,33.394168096054884
2026-01-31,38.53173241852487
2026-02-01,35.962950257289876
2026-02-02,20.55025728987993
2026-02-03,35.962950257289876
2026-02-04,38.53173241852487
2026-02-05,41.10051457975986
2026-02-06,28.256603773584903
2026-02-07,41.10051457975986
2026-02-08,46.238078902229844
2026-02-09,35.962950257289876
2026-02-10,23.119039451114922
2026-02-11,28.256603773584903
2026-02-12,25.687821612349914
2026-02-13,28.256603773584903
2026-02-14,23.119039451114922
2026-02-15,20.55025728987993
2026-02-16,25.687821612349914
2026-02-17,35.962950257289876
2026-02-18,28.256603773584903
2026-02-19,30.825385934819895
2026-02-20,38.53173241852487
2026-02-21,30.825385934819895
2026-02-22,43.66929674099485
2026-02-23,48.80686106346484
2026-02-24,41.10051457975986
2026-02-25,61.65077186963979
2026-02-26,41.10051457975986
2026-02-27,38.53173241852487
2026-02-28,28.256603773584903
2026-03-01,35.962950257289876
2026-03-02,41.10051457975986
2026-03-03,41.10051457975986
2026-03-04,51.37564322469983
2026-03-05,35.962950257289876
2026-03-06,33.394168096054884
2026-03-07,23.119039451114922
2026-03-08,35.962950257289876
2026-03-09,30.825385934819895
2026-03-10,35.962950257289876
2026-03-11,30.825385934819895
2026-03-12,33.394168096054884
2026-03-13,20.55025728987993
2026-03-14,17.981475128644938
2026-03-15,28.256603773584903
2026-03-16,23.119039451114922
2026-03-17,23.119039451114922
2026-03-18,35.962950257289876
2026-03-19,41.10051457975986
2026-03-20,25.687821612349914
2026-03-21,20.55025728987993
2026-03-22,33.394168096054884
2026-03-23,28.256603773584903
2026-03-24,28.256603773584903
2026-03-25,25.687821612349914
2026-03-26,35.962950257289876
2026-03-27,28.256603773584903
2026-03-28,20.55025728987993
2026-03-29,23.119039451114922
2026-03-30,30.825385934819895
2026-03-31,30.825385934819895
2026-04-01,33.394168096054884
2026-04-02,38.53173241852487
2026-04-03,17.981475128644938
2026-04-04,23.119039451114922
2026-04-05,66.78833619210977
2026-04-06,53.944425385934814
2026-04-07,20.55025728987993
2026-04-08,35.962950257289876
2026-04-09,33.394168096054884
2026-04-10,20.55025728987993
2026-04-11,23.119039451114922
2026-04-12,15.412692967409948
2026-04-13,17.981475128644938
2026-04-14,17.981475128644938
2026-04-15,43.66929674099485
2026-04-16,28.256603773584903
2026-04-17,35.962950257289876
2026-04-18,30.825385934819895
2026-04-19,25.687821612349914
2026-04-20,20.55025728987993
2026-04-21,41.10051457975986
2026-04-22,38.53173241852487
2026-04-23,41.10051457975986
2026-04-24,33.394168096054884
2026-04-25,17.981475128644938
2026-04-26,20.55025728987993
2026-04-27,28.256603773584903
2026-04-28,28.256603773584903
2026-04-29,23.119039451114922
2026-04-30,35.962950257289876
2026-05-01,35.962950257289876
2026-05-02,20.55025728987993
2026-05-03,87.3385934819897
2026-05-04,256.8782161234991
2026-05-05,53.944425385934814
2026-05-06,12.843910806174957
2026-05-07,25.687821612349914
2026-05-08,25.687821612349914
2026-05-09,30.825385934819895
2026-05-10,23.119039451114922
2026-05-11,46.238078902229844
2026-05-12,43.66929674099485
2026-05-13,28.256603773584903
2026-05-14,30.825385934819895
2026-05-15,28.256603773584903
2026-05-16,17.981475128644938
2026-05-17,15.412692967409948
2026-05-18,23.119039451114922
2026-05-19,38.53173241852487
2026-05-20,41.10051457975986
2026-05-21,30.825385934819895
2026-05-22,17.981475128644938
2026-05-23,17.981475128644938
2026-05-24,20.55025728987993
2026-05-25,17.981475128644938
2026-05-26,30.825385934819895
2026-05-27,25.687821612349914
2026-05-28,25.687821612349914
2026-05-29,23.119039451114922
2026-05-30,28.256603773584903
2026-05-31,23.119039451114922
