Time,translate
2023-12-22,68
2023-12-23,57
2023-12-24,57
2023-12-25,57
2023-12-26,57
2023-12-27,59
2023-12-28,62
2023-12-29,62
2023-12-30,55
2023-12-31,54
2024-01-01,56
2024-01-02,69
2024-01-03,72
2024-01-04,80
2024-01-05,76
2024-01-06,58
2024-01-07,54
2024-01-08,81
2024-01-09,86
2024-01-10,90
2024-01-11,93
2024-01-12,88
2024-01-13,57
2024-01-14,58
2024-01-15,63
2024-01-16,77
2024-01-17,90
2024-01-18,91
2024-01-19,87
2024-01-20,59
2024-01-21,60
2024-01-22,91
2024-01-23,95
2024-01-24,100
2024-01-25,96
2024-01-26,90
2024-01-27,57
2024-01-28,56
2024-01-29,89
2024-01-30,96
2024-01-31,92
2024-02-01,92
2024-02-02,91
2024-02-03,56
2024-02-04,55
2024-02-05,90
2024-02-06,91
2024-02-07,97
2024-02-08,96
2024-02-09,86
2024-02-10,57
2024-02-11,54
2024-02-12,79
2024-02-13,87
2024-02-14,96
2024-02-15,92
2024-02-16,85
2024-02-17,52
2024-02-18,56
2024-02-19,66
2024-02-20,87
2024-02-21,91
2024-02-22,91
2024-02-23,87
2024-02-24,56
2024-02-25,55
2024-02-26,98
2024-02-27,90
2024-02-28,90
2024-02-29,89
2024-03-01,88
2024-03-02,55
2024-03-03,57
2024-03-04,89
2024-03-05,89
2024-03-06,95
2024-03-07,89
2024-03-08,90
2024-03-09,56
2024-03-10,53
2024-03-11,85
2024-03-12,88
2024-03-13,90
2024-03-14,85
2024-03-15,79
2024-03-16,54
2024-03-17,56
2024-03-18,83
2024-03-19,86
2024-03-20,91
2024-03-21,86
2024-03-22,82
2024-03-23,54
2024-03-24,54
2024-03-25,83
2024-03-26,81
2024-03-27,86
2024-03-28,80
2024-03-29,64
2024-03-30,51
2024-03-31,53
2024-04-01,73
2024-04-02,81
2024-04-03,85
2024-04-04,79
2024-04-05,79
2024-04-06,52
2024-04-07,53
2024-04-08,76
2024-04-09,86
2024-04-10,86
2024-04-11,87
2024-04-12,89
2024-04-13,53
2024-04-14,55
2024-04-15,86
2024-04-16,84
2024-04-17,91
2024-04-18,90
2024-04-19,82
2024-04-20,55
2024-04-21,56
2024-04-22,87
2024-04-23,88
2024-04-24,90
2024-04-25,86
2024-04-26,82
2024-04-27,52
2024-04-28,54
2024-04-29,88
2024-04-30,88
2024-05-01,83
2024-05-02,88
2024-05-03,82
2024-05-04,55
2024-05-05,56
2024-05-06,89
2024-05-07,87
2024-05-08,88
2024-05-09,88
2024-05-10,87
2024-05-11,57
2024-05-12,57
2024-05-13,88
2024-05-14,85
2024-05-15,86
2024-05-16,87
2024-05-17,84
2024-05-18,55
2024-05-19,57
2024-05-20,83
2024-05-21,83
2024-05-22,79
2024-05-23,82
2024-05-24,74
2024-05-25,53
2024-05-26,50
2024-05-27,55
2024-05-28,78
2024-05-29,76
2024-05-30,76
2024-05-31,73
2024-06-01,53
2024-06-02,57
2024-06-03,73
2024-06-04,72
2024-06-05,73
2024-06-06,73
2024-06-07,67
2024-06-08,55
2024-06-09,55
2024-06-10,67
2024-06-11,66
2024-06-12,70
2024-06-13,69
2024-06-14,62
2024-06-15,54
2024-06-16,57
2024-06-17,64
2024-06-18,64
2024-06-19,63
2024-06-20,68
2024-06-21,61
2024-06-22,53
2024-06-23,52
2024-06-24,62
2024-06-25,61
2024-06-26,61
2024-06-27,61
2024-06-28,62
2024-06-29,53
2024-06-30,52
2024-07-01,62
2024-07-02,62
2024-07-03,62
2024-07-04,53
2024-07-05,56
2024-07-06,52
2024-07-07,52
2024-07-08,63
2024-07-09,63
2024-07-10,60
2024-07-11,64
2024-07-12,58
2024-07-13,51
2024-07-14,48
2024-07-15,57
2024-07-16,61
2024-07-17,62
2024-07-18,62
2024-07-19,58
2024-07-20,50
2024-07-21,48
2024-07-22,57
2024-07-23,59
2024-07-24,62
2024-07-25,61
2024-07-26,59
2024-07-27,50
2024-07-28,49
2024-07-29,60
2024-07-30,61
2024-07-31,60
2024-08-01,61
2024-08-02,62
2024-08-03,51
2024-08-04,47
2024-08-05,60
2024-08-06,60
2024-08-07,62
2024-08-08,62
2024-08-09,66
2024-08-10,49
2024-08-11,51
2024-08-12,64
2024-08-13,66
2024-08-14,69
2024-08-15,68
2024-08-16,65
2024-08-17,49
2024-08-18,50
2024-08-19,70
2024-08-20,74
2024-08-21,73
2024-08-22,76
2024-08-23,74
2024-08-24,53
2024-08-25,54
2024-08-26,75
2024-08-27,77
2024-08-28,82
2024-08-29,78
2024-08-30,80
2024-08-31,48
2024-09-01,52
2024-09-02,54
2024-09-03,77
2024-09-04,83
2024-09-05,82
2024-09-06,81
2024-09-07,51
2024-09-08,53
2024-09-09,84
2024-09-10,84
2024-09-11,85
2024-09-12,90
2024-09-13,84
2024-09-14,54
2024-09-15,53
2024-09-16,87
