Time,translate
2022-08-29,71
2022-08-30,79
2022-08-31,78
2022-09-01,77
2022-09-02,75
2022-09-03,53
2022-09-04,52
2022-09-05,58
2022-09-06,79
2022-09-07,80
2022-09-08,84
2022-09-09,81
2022-09-10,54
2022-09-11,55
2022-09-12,86
2022-09-13,88
2022-09-14,92
2022-09-15,86
2022-09-16,82
2022-09-17,56
2022-09-18,56
2022-09-19,89
2022-09-20,88
2022-09-21,91
2022-09-22,92
2022-09-23,85
2022-09-24,56
2022-09-25,55
2022-09-26,79
2022-09-27,86
2022-09-28,88
2022-09-29,84
2022-09-30,83
2022-10-01,54
2022-10-02,55
2022-10-03,87
2022-10-04,92
2022-10-05,86
2022-10-06,94
2022-10-07,86
2022-10-08,56
2022-10-09,57
2022-10-10,76
2022-10-11,91
2022-10-12,84
2022-10-13,86
2022-10-14,86
2022-10-15,56
2022-10-16,56
2022-10-17,85
2022-10-18,89
2022-10-19,98
2022-10-20,91
2022-10-21,85
2022-10-22,56
2022-10-23,58
2022-10-24,85
2022-10-25,94
2022-10-26,93
2022-10-27,89
2022-10-28,82
2022-10-29,53
2022-10-30,53
2022-10-31,81
2022-11-01,85
2022-11-02,88
2022-11-03,89
2022-11-04,85
2022-11-05,53
2022-11-06,53
2022-11-07,85
2022-11-08,77
2022-11-09,82
2022-11-10,85
2022-11-11,70
2022-11-12,55
2022-11-13,57
2022-11-14,89
2022-11-15,93
2022-11-16,89
2022-11-17,94
2022-11-18,88
2022-11-19,56
2022-11-20,56
2022-11-21,77
2022-11-22,74
2022-11-23,67
2022-11-24,54
2022-11-25,54
2022-11-26,51
2022-11-27,53
2022-11-28,81
2022-11-29,85
2022-11-30,84
2022-12-01,87
2022-12-02,85
2022-12-03,55
2022-12-04,55
2022-12-05,91
2022-12-06,92
2022-12-07,90
2022-12-08,92
2022-12-09,85
2022-12-10,57
2022-12-11,58
2022-12-12,88
2022-12-13,88
2022-12-14,87
2022-12-15,87
2022-12-16,83
2022-12-17,56
2022-12-18,57
2022-12-19,74
2022-12-20,75
2022-12-21,75
2022-12-22,69
2022-12-23,61
2022-12-24,56
2022-12-25,57
2022-12-26,56
2022-12-27,60
2022-12-28,60
2022-12-29,58
2022-12-30,58
2022-12-31,55
2023-01-01,52
2023-01-02,54
2023-01-03,69
2023-01-04,75
2023-01-05,77
2023-01-06,79
2023-01-07,56
2023-01-08,55
2023-01-09,83
2023-01-10,89
2023-01-11,91
2023-01-12,89
2023-01-13,84
2023-01-14,54
2023-01-15,52
2023-01-16,63
2023-01-17,89
2023-01-18,90
2023-01-19,90
2023-01-20,90
2023-01-21,58
2023-01-22,62
2023-01-23,88
2023-01-24,94
2023-01-25,90
2023-01-26,91
2023-01-27,86
2023-01-28,55
2023-01-29,56
2023-01-30,87
2023-01-31,92
2023-02-01,89
2023-02-02,92
2023-02-03,92
2023-02-04,60
2023-02-05,62
2023-02-06,93
2023-02-07,95
2023-02-08,96
2023-02-09,93
2023-02-10,90
2023-02-11,59
2023-02-12,59
2023-02-13,83
2023-02-14,99
2023-02-15,100
2023-02-16,92
2023-02-17,86
2023-02-18,61
2023-02-19,58
2023-02-20,65
2023-02-21,84
2023-02-22,88
2023-02-23,91
2023-02-24,87
2023-02-25,59
2023-02-26,62
2023-02-27,89
2023-02-28,88
2023-03-01,94
2023-03-02,91
2023-03-03,84
2023-03-04,62
2023-03-05,62
2023-03-06,93
2023-03-07,92
2023-03-08,91
2023-03-09,93
2023-03-10,85
2023-03-11,58
2023-03-12,57
2023-03-13,87
2023-03-14,83
2023-03-15,88
2023-03-16,88
2023-03-17,83
2023-03-18,59
2023-03-19,60
2023-03-20,85
2023-03-21,88
2023-03-22,91
2023-03-23,94
2023-03-24,91
2023-03-25,58
2023-03-26,59
2023-03-27,87
2023-03-28,91
2023-03-29,91
2023-03-30,90
2023-03-31,80
2023-04-01,62
2023-04-02,57
2023-04-03,84
2023-04-04,85
2023-04-05,82
2023-04-06,82
2023-04-07,69
2023-04-08,59
2023-04-09,59
2023-04-10,80
2023-04-11,88
2023-04-12,85
2023-04-13,85
2023-04-14,84
2023-04-15,61
2023-04-16,62
2023-04-17,88
2023-04-18,90
2023-04-19,92
2023-04-20,92
2023-04-21,86
2023-04-22,62
2023-04-23,61
2023-04-24,94
2023-04-25,88
2023-04-26,89
2023-04-27,86
2023-04-28,85
2023-04-29,59
2023-04-30,60
2023-05-01,90
2023-05-02,88
2023-05-03,96
2023-05-04,88
2023-05-05,83
2023-05-06,59
2023-05-07,58
2023-05-08,90
2023-05-09,88
2023-05-10,92
2023-05-11,91
2023-05-12,88
2023-05-13,59
2023-05-14,63
2023-05-15,94
2023-05-16,90
2023-05-17,87
2023-05-18,92
2023-05-19,85
2023-05-20,59
2023-05-21,59
2023-05-22,85
2023-05-23,87
2023-05-24,84
2023-05-25,82
