Time,translate
2023-04-26,92
2023-04-27,92
2023-04-28,89
2023-04-29,61
2023-04-30,56
2023-05-01,90
2023-05-02,93
2023-05-03,90
2023-05-04,87
2023-05-05,83
2023-05-06,60
2023-05-07,60
2023-05-08,87
2023-05-09,90
2023-05-10,91
2023-05-11,89
2023-05-12,85
2023-05-13,59
2023-05-14,64
2023-05-15,92
2023-05-16,90
2023-05-17,89
2023-05-18,91
2023-05-19,85
2023-05-20,61
2023-05-21,62
2023-05-22,87
2023-05-23,95
2023-05-24,84
2023-05-25,78
2023-05-26,76
2023-05-27,58
2023-05-28,60
2023-05-29,60
2023-05-30,78
2023-05-31,82
2023-06-01,77
2023-06-02,78
2023-06-03,60
2023-06-04,61
2023-06-05,80
2023-06-06,77
2023-06-07,76
2023-06-08,70
2023-06-09,70
2023-06-10,62
2023-06-11,60
2023-06-12,73
2023-06-13,73
2023-06-14,71
2023-06-15,72
2023-06-16,69
2023-06-17,58
2023-06-18,60
2023-06-19,66
2023-06-20,70
2023-06-21,68
2023-06-22,66
2023-06-23,64
2023-06-24,58
2023-06-25,60
2023-06-26,67
2023-06-27,68
2023-06-28,69
2023-06-29,67
2023-06-30,64
2023-07-01,58
2023-07-02,55
2023-07-03,63
2023-07-04,60
2023-07-05,66
2023-07-06,70
2023-07-07,70
2023-07-08,60
2023-07-09,54
2023-07-10,66
2023-07-11,66
2023-07-12,62
2023-07-13,64
2023-07-14,62
2023-07-15,57
2023-07-16,56
2023-07-17,64
2023-07-18,63
2023-07-19,65
2023-07-20,65
2023-07-21,63
2023-07-22,55
2023-07-23,54
2023-07-24,63
2023-07-25,64
2023-07-26,64
2023-07-27,65
2023-07-28,60
2023-07-29,54
2023-07-30,55
2023-07-31,60
2023-08-01,68
2023-08-02,63
2023-08-03,64
2023-08-04,62
2023-08-05,54
2023-08-06,53
2023-08-07,62
2023-08-08,63
2023-08-09,65
2023-08-10,66
2023-08-11,67
2023-08-12,55
2023-08-13,53
2023-08-14,64
2023-08-15,69
2023-08-16,72
2023-08-17,74
2023-08-18,75
2023-08-19,56
2023-08-20,55
2023-08-21,74
2023-08-22,74
2023-08-23,82
2023-08-24,76
2023-08-25,72
2023-08-26,50
2023-08-27,55
2023-08-28,76
2023-08-29,81
2023-08-30,79
2023-08-31,78
2023-09-01,76
2023-09-02,53
2023-09-03,57
2023-09-04,55
2023-09-05,82
2023-09-06,84
2023-09-07,81
2023-09-08,83
2023-09-09,58
2023-09-10,57
2023-09-11,84
2023-09-12,92
2023-09-13,99
2023-09-14,89
2023-09-15,83
2023-09-16,58
2023-09-17,58
2023-09-18,92
2023-09-19,93
2023-09-20,92
2023-09-21,94
2023-09-22,86
2023-09-23,57
2023-09-24,57
2023-09-25,83
2023-09-26,84
2023-09-27,100
2023-09-28,99
2023-09-29,90
2023-09-30,56
2023-10-01,57
2023-10-02,90
2023-10-03,93
2023-10-04,93
2023-10-05,87
2023-10-06,89
2023-10-07,57
2023-10-08,58
2023-10-09,81
2023-10-10,90
2023-10-11,92
2023-10-12,88
2023-10-13,85
2023-10-14,58
2023-10-15,58
2023-10-16,85
2023-10-17,94
2023-10-18,96
2023-10-19,93
2023-10-20,90
2023-10-21,57
2023-10-22,58
2023-10-23,92
2023-10-24,95
2023-10-25,93
2023-10-26,90
2023-10-27,87
2023-10-28,55
2023-10-29,55
2023-10-30,86
2023-10-31,88
2023-11-01,90
2023-11-02,87
2023-11-03,88
2023-11-04,55
2023-11-05,56
2023-11-06,90
2023-11-07,86
2023-11-08,90
2023-11-09,95
2023-11-10,80
2023-11-11,55
2023-11-12,54
2023-11-13,89
2023-11-14,95
2023-11-15,98
2023-11-16,95
2023-11-17,83
2023-11-18,58
2023-11-19,57
2023-11-20,77
2023-11-21,78
2023-11-22,73
2023-11-23,60
2023-11-24,54
2023-11-25,55
2023-11-26,55
2023-11-27,83
2023-11-28,89
2023-11-29,94
2023-11-30,93
2023-12-01,89
2023-12-02,56
2023-12-03,56
2023-12-04,85
2023-12-05,93
2023-12-06,88
2023-12-07,89
2023-12-08,85
2023-12-09,58
2023-12-10,61
2023-12-11,89
2023-12-12,93
2023-12-13,91
2023-12-14,91
2023-12-15,84
2023-12-16,55
2023-12-17,55
2023-12-18,78
2023-12-19,76
2023-12-20,75
2023-12-21,73
2023-12-22,63
2023-12-23,55
2023-12-24,57
2023-12-25,56
2023-12-26,55
2023-12-27,58
2023-12-28,58
2023-12-29,59
2023-12-30,53
2023-12-31,53
2024-01-01,54
2024-01-02,66
2024-01-03,67
2024-01-04,78
2024-01-05,71
2024-01-06,55
2024-01-07,54
2024-01-08,78
2024-01-09,80
2024-01-10,89
2024-01-11,92
2024-01-12,87
2024-01-13,56
2024-01-14,53
2024-01-15,56
2024-01-16,75
2024-01-17,83
2024-01-18,87
2024-01-19,84
2024-01-20,56
