step,file,overlap_days,valid_ratio_days,overlap_corr,median_ratio_new_over_base,scale_new_to_base,ratio_cv,method
0,gt_ups_tracking_2022-01-01_2022-09-27.csv,,,,,1.0,,base_chunk
1,gt_ups_tracking_2022-08-29_2023-05-25.csv,30.0,30.0,0.9997916521597396,0.7916666666666666,1.2631578947368423,0.007890689780595452,overlap_ratio
2,gt_ups_tracking_2023-04-26_2024-01-20.csv,30.0,30.0,0.9997924860706936,1.0744047619047619,0.9307479224376731,0.008659339732281479,overlap_ratio
3,gt_ups_tracking_2023-12-22_2024-09-16.csv,30.0,30.0,0.9997762336759378,1.273346742543171,0.7853320439668824,0.009300270230340085,overlap_ratio
4,gt_ups_tracking_2024-08-18_2025-05-14.csv,30.0,30.0,0.9997155360282186,1.3137704486556525,0.7611679810755937,0.012005641344464421,overlap_ratio
5,gt_ups_tracking_2025-04-15_2026-01-09.csv,30.0,30.0,0.9996597242788072,1.576524538386783,0.6343066508963281,0.009432217371915236,overlap_ratio
6,gt_ups_tracking_2025-12-11_2026-05-31.csv,30.0,30.0,0.9998719532640445,1.6299677540330664,0.6135090694436606,0.007598051487287782,overlap_ratio
