Time,ny_yankees
2022-08-17,45.0
2022-08-18,54.0
2022-08-19,39.0
2022-08-20,65.0
2022-08-21,51.0
2022-08-22,26.0
2022-08-23,38.0
2022-08-24,42.0
2022-08-25,22.0
2022-08-26,38.0
2022-08-27,54.0
2022-08-28,64.0
2022-08-29,22.489120151371807
2022-08-30,35.755912961210974
2022-08-31,39.844843897824035
2022-09-01,37.30037842951751
2022-09-02,22.989120151371807
2022-09-03,50.06717123935667
2022-09-04,62.33396404919584
2022-09-05,43.93377483443709
2022-09-06,27.078051087984864
2022-09-07,54.15610217596973
2022-09-08,44.43377483443709
2022-09-09,39.844843897824035
2022-09-10,64.87842951750237
2022-09-11,56.700567644276255
2022-09-12,22.989120151371807
2022-09-13,22.989120151371807
2022-09-14,43.43377483443709
2022-09-15,37.30037842951751
2022-09-16,25.033585619678334
2022-09-17,52.611636707663195
2022-09-18,65.37842951750237
2022-09-19,24.533585619678334
2022-09-20,27.578051087984864
2022-09-21,56.700567644276255
2022-09-22,54.15610217596973
2022-09-23,71.01182592242195
2022-09-24,100.13434247871334
2022-09-25,48.02270577105014
2022-09-26,62.33396404919584
2022-09-27,52.111636707663195
2022-09-28,52.223273415326396
2022-09-29,48.04541154210029
2022-09-30,29.24503311258278
2022-10-01,68.93472090823084
2022-10-02,58.49006622516556
2022-10-03,25.06717123935667
2022-10-04,50.13434247871334
2022-10-05,54.31220435193946
2022-10-06,18.800378429517504
2022-10-07,14.62251655629139
2022-10-08,16.711447492904448
2022-10-09,18.800378429517504
2022-10-10,18.800378429517504
2022-10-11,33.422894985808895
2022-10-12,71.0236518448439
2022-10-13,35.51182592242195
2022-10-14,81.46830652790918
2022-10-15,52.223273415326396
2022-10-16,119.0690633869442
2022-10-17,108.62440870387891
2022-10-18,208.89309366130558
2022-10-19,75.20151371807002
2022-10-20,98.17975402081363
2022-10-21,81.46830652790918
2022-10-22,85.6461684011353
2022-10-23,123.2469252601703
2022-10-24,114.89120151371807
2022-10-25,14.62251655629139
2022-10-26,10.44465468306528
2022-10-27,8.355723746452224
2022-10-28,6.266792809839168
2022-10-29,6.266792809839168
2022-10-30,8.355723746452224
2022-10-31,6.266792809839168
2022-11-01,6.266792809839168
2022-11-02,6.266792809839168
2022-11-03,6.266792809839168
2022-11-04,6.266792809839168
2022-11-05,6.266792809839168
2022-11-06,6.266792809839168
2022-11-07,6.266792809839168
2022-11-08,6.266792809839168
2022-11-09,6.266792809839168
2022-11-10,8.355723746452224
2022-11-11,6.266792809839168
2022-11-12,8.355723746452224
2022-11-13,6.266792809839168
2022-11-14,6.266792809839168
2022-11-15,6.266792809839168
2022-11-16,8.355723746452224
2022-11-17,8.355723746452224
2022-11-18,8.355723746452224
2022-11-19,8.355723746452224
2022-11-20,10.44465468306528
2022-11-21,8.355723746452224
2022-11-22,8.355723746452224
2022-11-23,8.355723746452224
2022-11-24,8.355723746452224
2022-11-25,8.355723746452224
2022-11-26,8.355723746452224
2022-11-27,8.355723746452224
2022-11-28,6.266792809839168
2022-11-29,6.266792809839168
2022-11-30,8.355723746452224
2022-12-01,8.355723746452224
2022-12-02,8.355723746452224
2022-12-03,10.44465468306528
2022-12-04,10.44465468306528
2022-12-05,10.44465468306528
2022-12-06,14.62251655629139
2022-12-07,22.978240302743615
2022-12-08,14.62251655629139
2022-12-09,12.533585619678336
2022-12-10,14.62251655629139
2022-12-11,12.533585619678336
2022-12-12,12.533585619678336
2022-12-13,14.62251655629139
2022-12-14,14.62251655629139
2022-12-15,12.533585619678336
2022-12-16,16.711447492904448
2022-12-17,14.62251655629139
2022-12-18,12.533585619678336
2022-12-19,10.44465468306528
2022-12-20,10.44465468306528
2022-12-21,12.533585619678336
2022-12-22,12.533585619678336
2022-12-23,10.44465468306528
2022-12-24,8.355723746452224
2022-12-25,10.44465468306528
2022-12-26,10.44465468306528
2022-12-27,10.44465468306528
2022-12-28,8.355723746452224
2022-12-29,10.44465468306528
2022-12-30,8.355723746452224
2022-12-31,8.355723746452224
2023-01-01,8.355723746452224
2023-01-02,8.355723746452224
2023-01-03,6.266792809839168
2023-01-04,8.355723746452224
2023-01-05,8.355723746452224
2023-01-06,8.355723746452224
2023-01-07,8.355723746452224
2023-01-08,6.266792809839168
2023-01-09,6.266792809839168
2023-01-10,8.355723746452224
2023-01-11,6.266792809839168
2023-01-12,6.266792809839168
2023-01-13,6.266792809839168
2023-01-14,6.266792809839168
2023-01-15,8.355723746452224
2023-01-16,6.266792809839168
2023-01-17,6.266792809839168
2023-01-18,6.266792809839168
2023-01-19,6.266792809839168
2023-01-20,6.266792809839168
2023-01-21,6.266792809839168
2023-01-22,6.266792809839168
2023-01-23,6.266792809839168
2023-01-24,6.266792809839168
2023-01-25,6.266792809839168
2023-01-26,6.266792809839168
2023-01-27,6.266792809839168
2023-01-28,6.266792809839168
2023-01-29,6.266792809839168
2023-01-30,6.266792809839168
2023-01-31,6.266792809839168
2023-02-01,6.266792809839168
2023-02-02,6.266792809839168
2023-02-03,6.266792809839168
2023-02-04,6.266792809839168
2023-02-05,6.266792809839168
2023-02-06,6.266792809839168
2023-02-07,6.266792809839168
2023-02-08,6.266792809839168
2023-02-09,6.266792809839168
2023-02-10,6.266792809839168
2023-02-11,6.266792809839168
2023-02-12,6.266792809839168
2023-02-13,6.266792809839168
2023-02-14,6.266792809839168
2023-02-15,6.266792809839168
2023-02-16,6.266792809839168
2023-02-17,6.266792809839168
2023-02-18,6.266792809839168
2023-02-19,6.266792809839168
2023-02-20,6.266792809839168
2023-02-21,8.355723746452224
2023-02-22,6.266792809839168
2023-02-23,6.266792809839168
2023-02-24,6.266792809839168
2023-02-25,10.44465468306528
2023-02-26,10.44465468306528
2023-02-27,8.355723746452224
2023-02-28,8.355723746452224
2023-03-01,8.355723746452224
2023-03-02,8.355723746452224
2023-03-03,8.355723746452224
2023-03-04,10.44465468306528
2023-03-05,10.44465468306528
2023-03-06,8.355723746452224
2023-03-07,8.355723746452224
2023-03-08,8.355723746452224
2023-03-09,10.44465468306528
2023-03-10,10.44465468306528
2023-03-11,10.44465468306528
2023-03-12,10.44465468306528
2023-03-13,8.355723746452224
2023-03-14,8.355723746452224
2023-03-15,10.44465468306528
2023-03-16,8.355723746452224
2023-03-17,10.44465468306528
2023-03-18,8.355723746452224
2023-03-19,10.44465468306528
2023-03-20,8.355723746452224
2023-03-21,8.355723746452224
2023-03-22,8.355723746452224
2023-03-23,10.44465468306528
2023-03-24,8.355723746452224
2023-03-25,12.533585619678336
2023-03-26,14.62251655629139
2023-03-27,14.62251655629139
2023-03-28,14.62251655629139
2023-03-29,14.62251655629139
2023-03-30,48.04541154210029
2023-03-31,25.06717123935667
2023-04-01,41.77861873226112
2023-04-02,39.68968779564806
2023-04-03,22.978240302743615
2023-04-04,33.422894985808895
2023-04-05,37.60075685903501
2023-04-06,16.711447492904448
2023-04-07,27.15610217596973
2023-04-08,25.06717123935667
2023-04-09,43.867549668874176
2023-04-10,20.88930936613056
2023-04-11,25.06717123935667
2023-04-12,31.33396404919584
2023-04-13,22.978240302743615
2023-04-14,29.24503311258278
2023-04-15,37.60075685903501
2023-04-16,31.33396404919584
2023-04-17,16.711447492904448
2023-04-18,16.711447492904448
2023-04-19,31.33396404919584
2023-04-20,39.68968779564806
2023-04-21,27.15610217596973
2023-04-22,43.867549668874176
2023-04-23,35.51182592242195
2023-04-24,14.62251655629139
2023-04-25,20.88930936613056
2023-04-26,27.05502487258523
2023-04-27,16.711447492904448
2023-04-28,26.785485396893222
2023-04-29,31.030732139042335
2023-04-30,35.81505783257546
2023-05-01,16.980986968596454
2023-05-02,22.80977813043611
2023-05-03,26.51594592120121
2023-05-04,27.324564348277235
2023-05-05,16.980986968596454
2023-05-06,35.54551835688345
2023-05-07,33.422894985808895
2023-05-08,16.44190801721244
2023-05-09,22.540238654744105
2023-05-10,28.908108767967775
2023-05-11,18.834070863979008
2023-05-12,20.95669423505356
2023-05-13,43.49693288979767
2023-05-14,33.69243446150091
2023-05-15,16.711447492904448
2023-05-16,25.201940977202675
2023-05-17,32.88381603442488
2023-05-18,31.56981109042635
2023-05-19,28.63856929227577
2023-05-20,45.88909573656423
2023-05-21,48.01171910763879
2023-05-22,16.44190801721244
2023-05-23,16.980986968596454
2023-05-24,37.398602252266
2023-05-25,41.91338847010712
2023-05-26,29.6493423261208
2023-05-27,45.82171086764124
2023-05-28,36.118289742728976
2023-05-29,23.180394909512625
2023-05-30,26.953947569200725
2023-05-31,29.6493423261208
2023-06-01,27.493026520584742
2023-06-02,18.867763298440508
2023-06-03,35.04013183996094
2023-06-04,42.04815820795313
2023-06-05,26.414868617816712
2023-06-06,18.328684347056495
2023-06-07,32.88381603442488
2023-06-08,32.88381603442488
2023-06-09,30.72750022888883
2023-06-10,33.4228949858089
2023-06-11,40.9700003051851
2023-06-12,26.414868617816712
2023-06-13,16.71144749290445
2023-06-14,33.4228949858089
2023-06-15,31.266579180272842
2023-06-16,18.867763298440508
2023-06-17,36.65736869411299
2023-06-18,42.58723715933715
2023-06-19,29.110263374736785
2023-06-20,17.250526444288464
2023-06-21,25.875789666432695
2023-06-22,25.875789666432695
2023-06-23,28.032105471968755
2023-06-24,36.118289742728976
2023-06-25,34.50105288857693
2023-06-26,16.172368541520434
2023-06-27,16.172368541520434
2023-06-28,24.25855281228065
2023-06-29,43.665395062105176
2023-06-30,19.945921201208538
2023-07-01,53.90789513840145
2023-07-02,50.67342143009736
2023-07-03,19.945921201208538
2023-07-04,47.97802667317729
2023-07-05,24.79763176366467
2023-07-06,32.88381603442488
2023-07-07,27.493026520584742
2023-07-08,40.9700003051851
2023-07-09,39.891842402417076
2023-07-10,16.172368541520434
2023-07-11,11.85973693044832
2023-07-12,12.937894833216347
2023-07-13,13.476973784600363
2023-07-14,16.172368541520434
2023-07-15,31.266579180272842
2023-07-16,44.20447401348919
2023-07-17,18.867763298440508
2023-07-18,27.493026520584742
2023-07-19,29.110263374736785
2023-07-20,29.110263374736785
2023-07-21,18.328684347056495
2023-07-22,36.65736869411299
2023-07-23,31.805658131656855
2023-07-24,17.250526444288464
2023-07-25,20.48500015259255
2023-07-26,24.79763176366467
2023-07-27,25.33671071504868
2023-07-28,23.71947386089664
2023-07-29,48.5171056245613
2023-07-30,47.43894772179328
2023-07-31,35.579210791344956
2023-08-01,43.665395062105176
2023-08-02,33.961973937192916
2023-08-03,36.118289742728976
2023-08-04,37.196447645497
2023-08-05,47.97802667317729
2023-08-06,47.43894772179328
2023-08-07,18.867763298440508
2023-08-08,27.493026520584742
2023-08-09,28.032105471968755
2023-08-10,26.414868617816712
2023-08-11,18.867763298440508
2023-08-12,34.50105288857693
2023-08-13,33.4228949858089
2023-08-14,18.867763298440508
2023-08-15,24.79763176366467
2023-08-16,26.414868617816712
2023-08-17,25.875789666432695
2023-08-18,20.48500015259255
2023-08-19,44.20447401348919
2023-08-20,41.509079256569116
2023-08-21,17.789605395672478
2023-08-22,16.71144749290445
2023-08-23,25.33671071504868
2023-08-24,30.188421277504812
2023-08-25,16.172368541520434
2023-08-26,31.805658131656855
2023-08-27,33.4228949858089
2023-08-28,16.71144749290445
2023-08-29,21.024079103976565
2023-08-30,23.180394909512625
2023-08-31,27.493026520584742
2023-09-01,18.328684347056495
2023-09-02,33.4228949858089
2023-09-03,33.4228949858089
2023-09-04,33.961973937192916
2023-09-05,15.633289590136421
2023-09-06,26.414868617816712
2023-09-07,25.33671071504868
2023-09-08,24.79763176366467
2023-09-09,40.43092135380109
2023-09-10,31.805658131656855
2023-09-11,18.867763298440508
2023-09-12,29.6493423261208
2023-09-13,27.493026520584742
2023-09-14,35.04013183996094
2023-09-15,25.33671071504868
2023-09-16,34.50105288857693
2023-09-17,31.805658131656855
2023-09-18,13.476973784600363
2023-09-19,15.094210638752406
2023-09-20,18.867763298440508
2023-09-21,21.024079103976565
2023-09-22,20.48500015259255
2023-09-23,25.875789666432695
2023-09-24,26.953947569200725
2023-09-25,18.328684347056495
2023-09-26,12.937894833216347
2023-09-27,17.789605395672478
2023-09-28,18.328684347056495
2023-09-29,15.094210638752406
2023-09-30,22.102237006744595
2023-10-01,23.180394909512625
2023-10-02,12.937894833216347
2023-10-03,7.547105319376203
2023-10-04,7.008026367992189
2023-10-05,5.92986846522416
2023-10-06,5.92986846522416
2023-10-07,5.92986846522416
2023-10-08,6.468947416608174
2023-10-09,4.85171056245613
2023-10-10,4.85171056245613
2023-10-11,5.390789513840145
2023-10-12,5.92986846522416
2023-10-13,4.85171056245613
2023-10-14,4.85171056245613
2023-10-15,4.85171056245613
2023-10-16,4.85171056245613
2023-10-17,3.234473708304087
2023-10-18,4.312631611072116
2023-10-19,4.312631611072116
2023-10-20,3.7735526596881015
2023-10-21,4.85171056245613
2023-10-22,4.85171056245613
2023-10-23,3.7735526596881015
2023-10-24,5.390789513840145
2023-10-25,4.85171056245613
2023-10-26,4.312631611072116
2023-10-27,4.85171056245613
2023-10-28,4.85171056245613
2023-10-29,4.312631611072116
2023-10-30,3.7735526596881015
2023-10-31,4.85171056245613
2023-11-01,4.312631611072116
2023-11-02,4.85171056245613
2023-11-03,4.85171056245613
2023-11-04,4.312631611072116
2023-11-05,5.390789513840145
2023-11-06,5.390789513840145
2023-11-07,5.92986846522416
2023-11-08,5.92986846522416
2023-11-09,5.92986846522416
2023-11-10,5.390789513840145
2023-11-11,5.92986846522416
2023-11-12,5.390789513840145
2023-11-13,5.390789513840145
2023-11-14,5.390789513840145
2023-11-15,5.390789513840145
2023-11-16,6.468947416608174
2023-11-17,5.92986846522416
2023-11-18,6.468947416608174
2023-11-19,6.468947416608174
2023-11-20,6.468947416608174
2023-11-21,6.468947416608174
2023-11-22,7.008026367992189
2023-11-23,5.390789513840145
2023-11-24,5.92986846522416
2023-11-25,6.468947416608174
2023-11-26,5.390789513840145
2023-11-27,6.468947416608174
2023-11-28,7.008026367992189
2023-11-29,7.008026367992189
2023-11-30,7.547105319376203
2023-12-01,7.008026367992189
2023-12-02,8.086184270760217
2023-12-03,8.625263222144232
2023-12-04,9.164342173528247
2023-12-05,9.70342112491226
2023-12-06,16.71144749290445
2023-12-07,19.40684224982452
2023-12-08,12.937894833216347
2023-12-09,11.85973693044832
2023-12-10,11.320657979064304
2023-12-11,9.70342112491226
2023-12-12,10.242500076296276
2023-12-13,9.164342173528247
2023-12-14,9.70342112491226
2023-12-15,11.320657979064304
2023-12-16,10.242500076296276
2023-12-17,10.78157902768029
2023-12-18,9.70342112491226
2023-12-19,10.78157902768029
2023-12-20,11.320657979064304
2023-12-21,10.242500076296276
2023-12-22,14.181679732789252
2023-12-23,11.399251681369801
2023-12-24,8.616823629950353
2023-12-25,8.347284154258347
2023-12-26,9.173309240234243
2023-12-27,9.173309240234243
2023-12-28,7.503852409382574
2023-12-29,8.060338019666464
2023-12-30,8.616823629950353
2023-12-31,9.173309240234243
2024-01-01,9.173309240234243
2024-01-02,7.503852409382574
2024-01-03,8.060338019666464
2024-01-04,8.347284154258347
2024-01-05,9.173309240234243
2024-01-06,8.347284154258347
2024-01-07,8.616823629950353
2024-01-08,8.060338019666464
2024-01-09,8.616823629950353
2024-01-10,8.616823629950353
2024-01-11,9.173309240234243
2024-01-12,11.955737291653692
2024-01-13,8.903769764542236
2024-01-14,8.347284154258347
2024-01-15,8.347284154258347
2024-01-16,7.234312933690568
2024-01-17,8.616823629950353
2024-01-18,6.947366799098685
2024-01-19,7.503852409382574
2024-01-20,7.503852409382574
2024-01-21,7.4605994993889455
2024-01-22,7.4605994993889455
2024-01-23,7.4605994993889455
2024-01-24,6.886707230205181
2024-01-25,7.4605994993889455
2024-01-26,6.886707230205181
2024-01-27,6.312814961021415
2024-01-28,8.03449176857271
2024-01-29,6.312814961021415
2024-01-30,7.4605994993889455
2024-01-31,7.4605994993889455
2024-02-01,6.312814961021415
2024-02-02,7.4605994993889455
2024-02-03,8.03449176857271
2024-02-04,8.608384037756474
2024-02-05,7.4605994993889455
2024-02-06,6.886707230205181
2024-02-07,6.886707230205181
2024-02-08,6.886707230205181
2024-02-09,6.312814961021415
2024-02-10,6.312814961021415
2024-02-11,5.73892269183765
2024-02-12,6.312814961021415
2024-02-13,6.886707230205181
2024-02-14,6.886707230205181
2024-02-15,6.886707230205181
2024-02-16,7.4605994993889455
2024-02-17,8.03449176857271
2024-02-18,8.03449176857271
2024-02-19,9.18227630694024
2024-02-20,8.608384037756474
2024-02-21,9.18227630694024
2024-02-22,9.18227630694024
2024-02-23,9.18227630694024
2024-02-24,13.199522191226595
2024-02-25,16.06898353714542
2024-02-26,10.903953114491536
2024-02-27,12.62562992204283
2024-02-28,10.33006084530777
2024-02-29,9.756168576124006
2024-03-01,10.33006084530777
2024-03-02,13.773414460410361
2024-03-03,12.051737652859066
2024-03-04,9.756168576124006
2024-03-05,9.756168576124006
2024-03-06,9.756168576124006
2024-03-07,8.03449176857271
2024-03-08,9.18227630694024
2024-03-09,11.4778453836753
2024-03-10,12.051737652859066
2024-03-11,10.903953114491536
2024-03-12,12.051737652859066
2024-03-13,13.199522191226595
2024-03-14,10.903953114491536
2024-03-15,9.756168576124006
2024-03-16,12.051737652859066
2024-03-17,12.62562992204283
2024-03-18,10.33006084530777
2024-03-19,8.608384037756474
2024-03-20,10.33006084530777
2024-03-21,10.903953114491536
2024-03-22,10.33006084530777
2024-03-23,11.4778453836753
2024-03-24,13.773414460410361
2024-03-25,11.4778453836753
2024-03-26,11.4778453836753
2024-03-27,12.051737652859066
2024-03-28,30.99018253592331
2024-03-29,29.268505728372016
2024-03-30,49.92862741898755
2024-03-31,56.815334649192735
2024-04-01,24.677367574901897
2024-04-02,32.71185934347461
2024-04-03,35.58132068939343
2024-04-04,19.512337152248012
2024-04-05,35.58132068939343
2024-04-06,24.677367574901897
2024-04-07,49.92862741898755
2024-04-08,22.381798498166834
2024-04-09,25.825152113269425
2024-04-10,32.13796707429084
2024-04-11,26.972936651636957
2024-04-12,20.66012169061554
2024-04-13,36.155212958577195
2024-04-14,44.18970472714991
2024-04-15,17.790660344696715
2024-04-16,21.80790622898307
2024-04-17,31.564074805107076
2024-04-18,18.36455261388048
2024-04-19,18.36455261388048
2024-04-20,40.746351112047314
2024-04-21,34.4335361510259
2024-04-22,25.825152113269425
2024-04-23,17.790660344696715
2024-04-24,29.842397997555782
2024-04-25,30.416290266739544
2024-04-26,25.25125984408566
2024-04-27,38.45078203531226
2024-04-28,45.33748926551743
2024-04-29,21.234013959799306
2024-04-30,20.086229421431774
2024-05-01,24.677367574901897
2024-05-02,28.120721190004485
2024-05-03,16.06898353714542
2024-05-04,35.58132068939343
2024-05-05,40.17245884286355
2024-05-06,16.06898353714542
2024-05-07,18.36455261388048
2024-05-08,29.268505728372016
2024-05-09,37.30299749694473
2024-05-10,21.80790622898307
2024-05-11,37.87688976612849
2024-05-12,33.85964388184214
2024-05-13,16.06898353714542
2024-05-14,17.790660344696715
2024-05-15,27.546828920820722
2024-05-16,35.00742842020966
2024-05-17,22.9556907673506
2024-05-18,43.04192018878238
2024-05-19,34.4335361510259
2024-05-20,21.234013959799306
2024-05-21,24.677367574901897
2024-05-22,27.546828920820722
2024-05-23,39.024674304496024
2024-05-24,18.938444883064246
2024-05-25,36.155212958577195
2024-05-26,49.92862741898755
2024-05-27,22.9556907673506
2024-05-28,16.06898353714542
2024-05-29,28.69461345918825
2024-05-30,29.842397997555782
2024-05-31,32.13796707429084
2024-06-01,35.00742842020966
2024-06-02,54.51976557245768
2024-06-03,20.086229421431774
2024-06-04,18.938444883064246
2024-06-05,30.99018253592331
2024-06-06,33.85964388184214
2024-06-07,42.46802791959861
2024-06-08,48.20695061143626
2024-06-09,48.20695061143626
2024-06-10,36.72910522776096
2024-06-11,29.842397997555782
2024-06-12,31.564074805107076
2024-06-13,44.76359699633367
2024-06-14,22.9556907673506
2024-06-15,44.18970472714991
2024-06-16,41.32024338123108
2024-06-17,29.842397997555782
2024-06-18,20.66012169061554
2024-06-19,41.894135650414846
2024-06-20,52.224196495722616
2024-06-21,29.268505728372016
2024-06-22,45.33748926551743
2024-06-23,49.354735149803794
2024-06-24,16.642875806329187
2024-06-25,18.938444883064246
2024-06-26,32.71185934347461
2024-06-27,40.746351112047314
2024-06-28,28.120721190004485
2024-06-29,48.78084288062003
2024-06-30,35.58132068939343
2024-07-01,17.21676807551295
2024-07-02,20.66012169061554
2024-07-03,30.99018253592331
2024-07-04,48.78084288062003
2024-07-05,22.381798498166834
2024-07-06,52.224196495722616
2024-07-07,30.416290266739544
2024-07-08,29.268505728372016
2024-07-09,18.36455261388048
2024-07-10,27.546828920820722
2024-07-11,32.71185934347461
2024-07-12,29.842397997555782
2024-07-13,45.33748926551743
2024-07-14,50.50251968817132
2024-07-15,13.199522191226595
2024-07-16,9.756168576124006
2024-07-17,10.903953114491536
2024-07-18,12.62562992204283
2024-07-19,16.642875806329187
2024-07-20,37.87688976612849
2024-07-21,33.28575161265837
2024-07-22,27.546828920820722
2024-07-23,21.80790622898307
2024-07-24,30.99018253592331
2024-07-25,33.85964388184214
2024-07-26,21.234013959799306
2024-07-27,44.76359699633367
2024-07-28,53.94587330327391
2024-07-29,47.05916607306873
2024-07-30,55.6675501108252
2024-07-31,57.3892269183765
2024-08-01,22.9556907673506
2024-08-02,25.25125984408566
2024-08-03,57.3892269183765
2024-08-04,53.37198103409015
2024-08-05,20.66012169061554
2024-08-06,18.938444883064246
2024-08-07,33.28575161265837
2024-08-08,37.87688976612849
2024-08-09,29.842397997555782
2024-08-10,40.17245884286355
2024-08-11,38.45078203531226
2024-08-12,18.938444883064246
2024-08-13,30.99018253592331
2024-08-14,30.99018253592331
2024-08-15,38.45078203531226
2024-08-16,20.66012169061554
2024-08-17,38.45078203531226
2024-08-18,29.125388673650015
2024-08-19,27.539993479401165
2024-08-20,18.60151458309184
2024-08-21,36.1915262411186
2024-08-22,39.64926276420818
2024-08-23,21.485358836997655
2024-08-24,45.4169512720198
2024-08-25,42.24616088352211
2024-08-26,23.0707540312465
2024-08-27,30.423837733306975
2024-08-28,29.412334808241894
2024-08-29,27.253047344809282
2024-08-30,18.888460717683728
2024-08-31,39.075370495024416
2024-09-01,35.18002331605352
2024-09-02,24.36920309090347
2024-09-03,25.954598285152315
2024-09-04,29.412334808241894
2024-09-05,31.722286792963942
2024-09-06,23.357700165838388
2024-09-07,30.423837733306975
2024-09-08,31.722286792963942
2024-09-09,16.291562598369794
2024-09-10,26.2415444197442
2024-09-11,25.954598285152315
2024-09-12,34.60613104686975
2024-09-13,35.4669694506454
2024-09-14,55.07998695880233
2024-09-15,40.66076568927326
2024-09-16,16.004616463777914
2024-09-17,15.940249390410404
2024-09-18,28.98227161892801
2024-09-19,40.57518026649921
2024-09-20,18.838476552303206
2024-09-21,36.22783952366001
