Time,ny_yankees
2024-09-22,46.37163459028481
2024-09-23,17.389362971356803
2024-09-24,17.389362971356803
2024-09-25,30.43138519987441
2024-09-26,30.43138519987441
2024-09-27,39.126066685552814
2024-09-28,39.126066685552814
2024-09-29,33.32961236176721
2024-09-30,15.940249390410404
2024-10-01,10.143795066624802
2024-10-02,11.592908647571203
2024-10-03,13.042022228517604
2024-10-04,15.940249390410404
2024-10-05,43.473407428392015
2024-10-06,68.10833830448082
2024-10-07,30.43138519987441
2024-10-08,49.26986175217761
2024-10-09,34.778725942713606
2024-10-10,73.90479262826642
2024-10-11,71.00656546637362
2024-10-12,24.634930876088806
2024-10-13,23.185817295142407
2024-10-14,39.126066685552814
2024-10-15,85.49770127583763
2024-10-16,72.45567904732002
2024-10-17,56.51542965690962
2024-10-18,82.59947411394482
2024-10-19,123.17465438044404
2024-10-20,123.17465438044404
2024-10-21,34.778725942713606
2024-10-22,17.389362971356803
2024-10-23,15.940249390410404
2024-10-24,14.491135809464005
2024-10-25,28.98227161892801
2024-10-26,107.23440499003362
2024-10-27,104.33617782814083
2024-10-28,28.98227161892801
2024-10-29,110.13263215192643
2024-10-30,139.11490377085443
2024-10-31,144.91135809464004
2024-11-01,14.491135809464005
2024-11-02,11.592908647571203
2024-11-03,11.592908647571203
2024-11-04,10.143795066624802
2024-11-05,8.694681485678402
2024-11-06,4.347340742839201
2024-11-07,5.796454323785602
2024-11-08,5.796454323785602
2024-11-09,5.796454323785602
2024-11-10,7.2455679047320025
2024-11-11,5.796454323785602
2024-11-12,5.796454323785602
2024-11-13,5.796454323785602
2024-11-14,5.796454323785602
2024-11-15,5.796454323785602
2024-11-16,5.796454323785602
2024-11-17,7.2455679047320025
2024-11-18,5.796454323785602
2024-11-19,5.796454323785602
2024-11-20,7.2455679047320025
2024-11-21,5.796454323785602
2024-11-22,5.796454323785602
2024-11-23,5.796454323785602
2024-11-24,7.2455679047320025
2024-11-25,5.796454323785602
2024-11-26,5.796454323785602
2024-11-27,7.2455679047320025
2024-11-28,7.2455679047320025
2024-11-29,5.796454323785602
2024-11-30,5.796454323785602
2024-12-01,5.796454323785602
2024-12-02,5.796454323785602
2024-12-03,5.796454323785602
2024-12-04,7.2455679047320025
2024-12-05,7.2455679047320025
2024-12-06,8.694681485678402
2024-12-07,10.143795066624802
2024-12-08,10.143795066624802
2024-12-09,15.940249390410404
2024-12-10,14.491135809464005
2024-12-11,18.838476552303206
2024-12-12,15.940249390410404
2024-12-13,15.940249390410404
2024-12-14,15.940249390410404
2024-12-15,15.940249390410404
2024-12-16,15.940249390410404
2024-12-17,15.940249390410404
2024-12-18,15.940249390410404
2024-12-19,14.491135809464005
2024-12-20,14.491135809464005
2024-12-21,18.838476552303206
2024-12-22,14.491135809464005
2024-12-23,14.491135809464005
2024-12-24,11.592908647571203
2024-12-25,11.592908647571203
2024-12-26,11.592908647571203
2024-12-27,13.042022228517604
2024-12-28,11.592908647571203
2024-12-29,10.143795066624802
2024-12-30,10.143795066624802
2024-12-31,8.694681485678402
2025-01-01,8.694681485678402
2025-01-02,8.694681485678402
2025-01-03,10.143795066624802
2025-01-04,10.143795066624802
2025-01-05,8.694681485678402
2025-01-06,8.694681485678402
2025-01-07,8.694681485678402
2025-01-08,8.694681485678402
2025-01-09,8.694681485678402
2025-01-10,8.694681485678402
2025-01-11,8.694681485678402
2025-01-12,8.694681485678402
2025-01-13,8.694681485678402
2025-01-14,8.694681485678402
2025-01-15,7.2455679047320025
2025-01-16,8.694681485678402
2025-01-17,8.694681485678402
2025-01-18,5.796454323785602
2025-01-19,7.2455679047320025
2025-01-20,7.2455679047320025
2025-01-21,5.796454323785602
2025-01-22,7.2455679047320025
2025-01-23,7.2455679047320025
2025-01-24,7.2455679047320025
2025-01-25,10.143795066624802
2025-01-26,7.2455679047320025
2025-01-27,7.2455679047320025
2025-01-28,7.2455679047320025
2025-01-29,7.2455679047320025
2025-01-30,5.796454323785602
2025-01-31,5.796454323785602
2025-02-01,5.796454323785602
2025-02-02,5.796454323785602
2025-02-03,5.796454323785602
2025-02-04,5.796454323785602
2025-02-05,5.796454323785602
2025-02-06,5.796454323785602
2025-02-07,5.796454323785602
2025-02-08,5.796454323785602
2025-02-09,7.2455679047320025
2025-02-10,7.2455679047320025
2025-02-11,7.2455679047320025
2025-02-12,5.796454323785602
2025-02-13,5.796454323785602
2025-02-14,7.2455679047320025
2025-02-15,5.796454323785602
2025-02-16,7.2455679047320025
2025-02-17,5.796454323785602
2025-02-18,7.2455679047320025
2025-02-19,7.2455679047320025
2025-02-20,7.2455679047320025
2025-02-21,10.143795066624802
2025-02-22,10.143795066624802
2025-02-23,11.592908647571203
2025-02-24,10.143795066624802
2025-02-25,10.143795066624802
2025-02-26,8.694681485678402
2025-02-27,8.694681485678402
2025-02-28,7.2455679047320025
2025-03-01,10.143795066624802
2025-03-02,10.143795066624802
2025-03-03,8.694681485678402
2025-03-04,8.694681485678402
2025-03-05,7.2455679047320025
2025-03-06,8.694681485678402
2025-03-07,8.694681485678402
2025-03-08,10.143795066624802
2025-03-09,13.042022228517604
2025-03-10,10.143795066624802
2025-03-11,10.143795066624802
2025-03-12,8.694681485678402
2025-03-13,8.694681485678402
2025-03-14,8.694681485678402
2025-03-15,10.143795066624802
2025-03-16,10.143795066624802
2025-03-17,8.694681485678402
2025-03-18,8.694681485678402
2025-03-19,8.694681485678402
2025-03-20,8.694681485678402
2025-03-21,8.694681485678402
2025-03-22,8.694681485678402
2025-03-23,13.042022228517604
2025-03-24,13.042022228517604
2025-03-25,11.592908647571203
2025-03-26,13.042022228517604
2025-03-27,39.126066685552814
2025-03-28,20.287590133249605
2025-03-29,42.02429384744561
2025-03-30,44.92252100933841
2025-03-31,21.736703714196008
2025-04-01,20.287590133249605
2025-04-02,27.533158037981607
2025-04-03,27.533158037981607
2025-04-04,30.43138519987441
2025-04-05,31.88049878082081
2025-04-06,33.32961236176721
2025-04-07,18.838476552303206
2025-04-08,17.389362971356803
2025-04-09,18.838476552303206
2025-04-10,14.491135809464005
2025-04-11,18.838476552303206
2025-04-12,37.67695310460641
2025-04-13,28.98227161892801
2025-04-14,14.491135809464005
2025-04-15,21.675759685090785
2025-04-16,20.459957084254278
2025-04-17,23.382808096290603
2025-04-18,27.521461709163436
2025-04-19,35.074212144435904
2025-04-20,27.521461709163436
2025-04-21,17.537106072217952
2025-04-22,21.675759685090785
2025-04-23,21.18451387472748
2025-04-24,13.398452459345119
2025-04-25,14.614255060181627
2025-04-26,27.521461709163436
2025-04-27,33.36716373323608
2025-04-28,19.968711273890968
2025-04-29,17.045860261854642
2025-04-30,23.382808096290603
2025-05-01,20.459957084254278
2025-05-02,15.830057661018134
2025-05-03,30.44431272119976
2025-05-04,26.305659108326928
2025-05-05,16.32130347138144
2025-05-06,21.675759685090785
2025-05-07,19.244154483417766
2025-05-08,24.59861069712711
2025-05-09,13.398452459345119
2025-05-10,34.582966334072594
2025-05-11,27.03021589880013
2025-05-12,14.614255060181627
2025-05-13,25.81441329796362
2025-05-14,27.521461709163436
2025-05-15,15.719865931625865
2025-05-16,16.70235755235248
2025-05-17,49.12458103633083
2025-05-18,22.59730727671218
2025-05-19,28.49225700107188
2025-05-20,14.737374310899249
2025-05-21,24.562290518165415
2025-05-22,36.352189966884815
2025-05-23,15.719865931625865
2025-05-24,34.38720672543158
2025-05-25,35.369698346158195
2025-05-26,23.5797988974388
2025-05-27,21.614815655985563
2025-05-28,25.54478213889203
2025-05-29,22.59730727671218
2025-05-30,16.70235755235248
2025-05-31,41.26464807051789
2025-06-01,38.31717320833805
2025-06-02,26.527273759618648
2025-06-03,17.684849173079098
2025-06-04,22.59730727671218
2025-06-05,22.59730727671218
2025-06-06,22.59730727671218
2025-06-07,36.352189966884815
2025-06-08,36.352189966884815
2025-06-09,25.54478213889203
2025-06-10,14.737374310899249
2025-06-11,22.59730727671218
2025-06-12,27.509765380345264
2025-06-13,23.5797988974388
2025-06-14,30.457240242525113
2025-06-15,35.369698346158195
2025-06-16,14.737374310899249
2025-06-17,20.632324035258947
2025-06-18,21.614815655985563
2025-06-19,31.43973186325173
2025-06-20,16.70235755235248
2025-06-21,33.40471510470496
2025-06-22,33.40471510470496
2025-06-23,14.737374310899249
2025-06-24,18.667340793805714
2025-06-25,22.59730727671218
2025-06-26,22.59730727671218
2025-06-27,16.70235755235248
2025-06-28,31.43973186325173
2025-06-29,25.54478213889203
2025-06-30,15.719865931625865
2025-07-01,23.5797988974388
2025-07-02,17.684849173079098
2025-07-03,29.474748621798497
2025-07-04,40.28215644979128
2025-07-05,31.43973186325173
2025-07-06,35.369698346158195
2025-07-07,14.737374310899249
2025-07-08,16.70235755235248
2025-07-09,27.509765380345264
2025-07-10,26.527273759618648
2025-07-11,27.509765380345264
2025-07-12,32.42222348397835
2025-07-13,26.527273759618648
2025-07-14,11.7898994487194
2025-07-15,10.807407827992781
2025-07-16,9.824916207266165
2025-07-17,9.824916207266165
2025-07-18,12.772391069446016
2025-07-19,25.54478213889203
2025-07-20,37.33468158761143
2025-07-21,16.70235755235248
2025-07-22,20.632324035258947
2025-07-23,25.54478213889203
2025-07-24,21.614815655985563
2025-07-25,23.5797988974388
2025-07-26,44.212122932697746
2025-07-27,33.40471510470496
2025-07-28,19.64983241453233
2025-07-29,20.632324035258947
2025-07-30,26.527273759618648
2025-07-31,54.03703913996391
2025-08-01,22.59730727671218
2025-08-02,45.19461455342436
2025-08-03,33.40471510470496
2025-08-04,14.737374310899249
2025-08-05,28.49225700107188
2025-08-06,32.42222348397835
2025-08-07,16.70235755235248
2025-08-08,17.684849173079098
2025-08-09,40.28215644979128
2025-08-10,30.457240242525113
2025-08-11,15.719865931625865
2025-08-12,18.667340793805714
2025-08-13,26.527273759618648
2025-08-14,31.43973186325173
2025-08-15,13.754882690172632
2025-08-16,29.474748621798497
2025-08-17,42.24713969124451
2025-08-18,13.754882690172632
2025-08-19,14.737374310899249
2025-08-20,30.457240242525113
2025-08-21,30.457240242525113
2025-08-22,31.43973186325173
2025-08-23,40.28215644979128
2025-08-24,24.562290518165415
2025-08-25,27.509765380345264
2025-08-26,24.562290518165415
2025-08-27,30.457240242525113
2025-08-28,20.632324035258947
2025-08-29,23.5797988974388
2025-08-30,29.474748621798497
2025-08-31,39.29966482906466
2025-09-01,16.70235755235248
2025-09-02,12.772391069446016
2025-09-03,26.527273759618648
2025-09-04,29.474748621798497
2025-09-05,30.457240242525113
2025-09-06,42.24713969124451
2025-09-07,32.42222348397835
2025-09-08,14.737374310899249
2025-09-09,13.754882690172632
2025-09-10,22.59730727671218
2025-09-11,28.49225700107188
2025-09-12,34.38720672543158
2025-09-13,48.14208941560421
2025-09-14,29.474748621798497
2025-09-15,23.5797988974388
2025-09-16,19.64983241453233
2025-09-17,25.54478213889203
2025-09-18,30.457240242525113
2025-09-19,23.5797988974388
2025-09-20,30.457240242525113
2025-09-21,42.24713969124451
2025-09-22,15.719865931625865
2025-09-23,16.70235755235248
2025-09-24,30.457240242525113
2025-09-25,30.457240242525113
2025-09-26,28.49225700107188
2025-09-27,48.14208941560421
2025-09-28,47.1595977948776
2025-09-29,18.667340793805714
2025-09-30,30.457240242525113
2025-10-01,56.98451400214376
2025-10-02,63.86195534723008
2025-10-03,77.6168380374027
2025-10-04,63.86195534723008
2025-10-05,81.54680452030918
2025-10-06,28.49225700107188
2025-10-07,33.40471510470496
2025-10-08,98.24916207266166
2025-10-09,76.6343464166761
2025-10-10,12.772391069446016
2025-10-11,8.842424586539549
2025-10-12,7.859932965812932
2025-10-13,5.8949497243597
2025-10-14,6.877441345086316
2025-10-15,5.8949497243597
2025-10-16,5.8949497243597
2025-10-17,4.9124581036330826
2025-10-18,5.8949497243597
2025-10-19,5.8949497243597
2025-10-20,4.9124581036330826
2025-10-21,4.9124581036330826
2025-10-22,3.929966482906466
2025-10-23,4.9124581036330826
2025-10-24,3.929966482906466
2025-10-25,3.929966482906466
2025-10-26,4.9124581036330826
2025-10-27,3.929966482906466
2025-10-28,3.929966482906466
2025-10-29,3.929966482906466
2025-10-30,3.929966482906466
2025-10-31,3.929966482906466
2025-11-01,4.9124581036330826
2025-11-02,5.8949497243597
2025-11-03,4.9124581036330826
2025-11-04,4.9124581036330826
2025-11-05,3.929966482906466
2025-11-06,4.9124581036330826
2025-11-07,4.9124581036330826
2025-11-08,4.9124581036330826
2025-11-09,4.9124581036330826
2025-11-10,3.929966482906466
2025-11-11,4.9124581036330826
2025-11-12,4.9124581036330826
2025-11-13,4.9124581036330826
2025-11-14,4.9124581036330826
2025-11-15,4.9124581036330826
2025-11-16,4.9124581036330826
2025-11-17,4.9124581036330826
2025-11-18,5.8949497243597
2025-11-19,6.877441345086316
2025-11-20,4.9124581036330826
2025-11-21,4.9124581036330826
2025-11-22,5.8949497243597
2025-11-23,5.8949497243597
2025-11-24,6.877441345086316
2025-11-25,5.8949497243597
2025-11-26,5.8949497243597
2025-11-27,5.8949497243597
2025-11-28,4.9124581036330826
2025-11-29,5.8949497243597
2025-11-30,5.8949497243597
2025-12-01,4.9124581036330826
2025-12-02,6.877441345086316
2025-12-03,5.8949497243597
2025-12-04,6.877441345086316
2025-12-05,5.8949497243597
2025-12-06,5.8949497243597
2025-12-07,6.877441345086316
2025-12-08,5.8949497243597
2025-12-09,7.859932965812932
2025-12-10,8.842424586539549
2025-12-11,8.140644857449107
2025-12-12,7.087975263813448
2025-12-13,7.859932965812932
2025-12-14,7.087975263813448
2025-12-15,6.807263372177272
2025-12-16,8.140644857449107
2025-12-17,7.859932965812932
2025-12-18,7.859932965812932
2025-12-19,8.140644857449107
2025-12-20,7.859932965812932
2025-12-21,7.087975263813448
2025-12-22,8.912602559448594
2025-12-23,6.807263372177272
2025-12-24,6.807263372177272
2025-12-25,6.035305670177788
2025-12-26,7.859932965812932
2025-12-27,8.140644857449107
2025-12-28,6.807263372177272
2025-12-29,6.035305670177788
2025-12-30,6.807263372177272
2025-12-31,7.087975263813448
2026-01-01,6.807263372177272
2026-01-02,6.807263372177272
2026-01-03,7.087975263813448
2026-01-04,8.140644857449107
2026-01-05,6.807263372177272
2026-01-06,6.807263372177272
2026-01-07,6.807263372177272
2026-01-08,7.087975263813448
2026-01-09,6.807263372177272
2026-01-10,7.29850918254058
2026-01-11,7.29850918254058
2026-01-12,6.737085399268228
2026-01-13,7.29850918254058
2026-01-14,8.421356749085284
2026-01-15,6.737085399268228
2026-01-16,8.421356749085284
2026-01-17,9.54420431562999
2026-01-18,7.29850918254058
2026-01-19,7.859932965812932
2026-01-20,8.421356749085284
2026-01-21,8.982780532357637
2026-01-22,8.421356749085284
2026-01-23,6.737085399268228
2026-01-24,6.1756616159958755
2026-01-25,6.1756616159958755
2026-01-26,6.1756616159958755
2026-01-27,6.1756616159958755
2026-01-28,6.1756616159958755
2026-01-29,5.614237832723523
2026-01-30,6.1756616159958755
2026-01-31,5.614237832723523
2026-02-01,6.737085399268228
2026-02-02,5.614237832723523
2026-02-03,5.052814049451171
2026-02-04,5.614237832723523
2026-02-05,5.052814049451171
2026-02-06,5.052814049451171
2026-02-07,5.614237832723523
2026-02-08,5.614237832723523
2026-02-09,4.4913902661788185
2026-02-10,6.1756616159958755
2026-02-11,5.614237832723523
2026-02-12,5.614237832723523
2026-02-13,5.614237832723523
2026-02-14,6.1756616159958755
2026-02-15,6.1756616159958755
2026-02-16,5.052814049451171
2026-02-17,4.4913902661788185
2026-02-18,5.614237832723523
2026-02-19,5.614237832723523
2026-02-20,6.737085399268228
2026-02-21,7.29850918254058
2026-02-22,8.421356749085284
2026-02-23,6.1756616159958755
2026-02-24,6.1756616159958755
2026-02-25,5.052814049451171
2026-02-26,8.421356749085284
2026-02-27,7.29850918254058
2026-02-28,8.421356749085284
2026-03-01,8.421356749085284
2026-03-02,7.29850918254058
2026-03-03,6.1756616159958755
2026-03-04,6.737085399268228
2026-03-05,6.737085399268228
2026-03-06,6.1756616159958755
2026-03-07,7.859932965812932
2026-03-08,7.29850918254058
2026-03-09,6.737085399268228
2026-03-10,6.737085399268228
2026-03-11,5.614237832723523
2026-03-12,6.737085399268228
2026-03-13,6.737085399268228
2026-03-14,7.859932965812932
2026-03-15,7.859932965812932
2026-03-16,6.737085399268228
2026-03-17,5.052814049451171
2026-03-18,7.29850918254058
2026-03-19,5.614237832723523
2026-03-20,7.859932965812932
2026-03-21,8.421356749085284
2026-03-22,8.982780532357637
2026-03-23,8.982780532357637
2026-03-24,10.667051882174693
2026-03-25,19.64983241453233
2026-03-26,38.17681726251996
2026-03-27,23.018375114166446
2026-03-28,21.334103764349386
2026-03-29,29.19403673016232
2026-03-30,12.351323231991751
2026-03-31,20.772679981077037
2026-04-01,26.386917813800558
2026-04-02,16.281289714898218
2026-04-03,28.632612946889967
2026-04-04,23.5797988974388
2026-04-05,56.142378327235235
2026-04-06,20.211256197804683
2026-04-07,15.158442148353512
2026-04-08,24.14122268071115
2026-04-09,27.509765380345264
2026-04-10,14.59701836508116
2026-04-11,24.14122268071115
2026-04-12,30.316884296707023
2026-04-13,15.158442148353512
2026-04-14,24.14122268071115
2026-04-15,19.64983241453233
2026-04-16,28.632612946889967
2026-04-17,15.719865931625865
2026-04-18,30.316884296707023
2026-04-19,33.685426996341135
2026-04-20,14.035594581808809
2026-04-21,15.158442148353512
2026-04-22,24.14122268071115
2026-04-23,25.825494030528205
2026-04-24,18.526984847987627
2026-04-25,29.19403673016232
2026-04-26,35.369698346158195
2026-04-27,14.035594581808809
2026-04-28,24.14122268071115
2026-04-29,31.43973186325173
2026-04-30,15.158442148353512
2026-05-01,16.281289714898218
2026-05-02,31.43973186325173
2026-05-03,30.878308079979377
2026-05-04,20.211256197804683
2026-05-05,24.702646463983502
2026-05-06,24.14122268071115
2026-05-07,30.316884296707023
2026-05-08,16.842713498170568
2026-05-09,29.755460513434674
2026-05-10,33.12400321306879
2026-05-11,15.158442148353512
2026-05-12,19.64983241453233
2026-05-13,27.509765380345264
2026-05-14,13.474170798536456
2026-05-15,19.64983241453233
2026-05-16,38.73824104579231
2026-05-17,42.106783745426426
2026-05-18,15.719865931625865
2026-05-19,22.456951330894093
2026-05-20,28.071189163617618
2026-05-21,32.00115564652408
2026-05-22,21.334103764349386
2026-05-23,25.264070247255855
2026-05-24,29.19403673016232
2026-05-25,27.509765380345264
2026-05-26,15.158442148353512
2026-05-27,20.772679981077037
2026-05-28,24.702646463983502
2026-05-29,15.719865931625865
2026-05-30,24.702646463983502
2026-05-31,31.43973186325173
