Time,melania_trump
2023-06-06,6.0486646884273005
2023-06-07,7.560830860534126
2023-06-08,9.07299703264095
2023-06-09,27.218991097922853
2023-06-10,24.194658753709202
2023-06-11,16.633827893175077
2023-06-12,16.633827893175077
2023-06-13,40.82848664688428
2023-06-14,36.2919881305638
2023-06-15,19.658160237388728
2023-06-16,16.633827893175077
2023-06-17,13.609495548961426
2023-06-18,9.07299703264095
2023-06-19,10.585163204747776
2023-06-20,10.585163204747776
2023-06-21,9.07299703264095
2023-06-22,7.560830860534126
2023-06-23,9.07299703264095
2023-06-24,7.560830860534126
2023-06-25,9.07299703264095
2023-06-26,7.560830860534126
2023-06-27,9.07299703264095
2023-06-28,9.07299703264095
2023-06-29,9.07299703264095
2023-06-30,7.560830860534126
2023-07-01,7.560830860534126
2023-07-02,10.585163204747776
2023-07-03,7.560830860534126
2023-07-04,9.07299703264095
2023-07-05,7.560830860534126
2023-07-06,6.0486646884273005
2023-07-07,6.0486646884273005
2023-07-08,9.07299703264095
2023-07-09,7.560830860534126
2023-07-10,6.0486646884273005
2023-07-11,6.0486646884273005
2023-07-12,6.0486646884273005
2023-07-13,7.560830860534126
2023-07-14,9.07299703264095
2023-07-15,7.560830860534126
2023-07-16,7.560830860534126
2023-07-17,6.0486646884273005
2023-07-18,7.560830860534126
2023-07-19,9.07299703264095
2023-07-20,9.07299703264095
2023-07-21,7.560830860534126
2023-07-22,7.560830860534126
2023-07-23,7.560830860534126
2023-07-24,6.0486646884273005
2023-07-25,6.0486646884273005
2023-07-26,12.097329376854601
2023-07-27,9.07299703264095
2023-07-28,10.585163204747776
2023-07-29,12.097329376854601
2023-07-30,16.633827893175077
2023-07-31,13.609495548961426
2023-08-01,16.633827893175077
2023-08-02,19.658160237388728
2023-08-03,28.731157270029676
2023-08-04,25.706824925816026
2023-08-05,16.633827893175077
2023-08-06,13.609495548961426
2023-08-07,12.097329376854601
2023-08-08,12.097329376854601
2023-08-09,16.633827893175077
2023-08-10,18.1459940652819
2023-08-11,15.121661721068252
2023-08-12,13.609495548961426
2023-08-13,12.097329376854601
2023-08-14,10.585163204747776
2023-08-15,19.658160237388728
2023-08-16,22.68249258160238
2023-08-17,18.1459940652819
2023-08-18,15.121661721068252
2023-08-19,16.633827893175077
2023-08-20,12.097329376854601
2023-08-21,12.097329376854601
2023-08-22,21.17032640949555
2023-08-23,15.121661721068252
2023-08-24,24.194658753709202
2023-08-25,43.85281899109793
2023-08-26,25.706824925816026
2023-08-27,21.17032640949555
2023-08-28,13.609495548961426
2023-08-29,16.633827893175077
2023-08-30,10.585163204747776
2023-08-31,13.609495548961426
2023-09-01,10.585163204747776
2023-09-02,10.585163204747776
2023-09-03,7.560830860534126
2023-09-04,7.560830860534126
2023-09-05,9.07299703264095
2023-09-06,7.560830860534126
2023-09-07,7.560830860534126
2023-09-08,7.560830860534126
2023-09-09,10.585163204747776
2023-09-10,15.121661721068252
2023-09-11,10.585163204747776
2023-09-12,7.560830860534126
2023-09-13,9.07299703264095
2023-09-14,10.585163204747776
2023-09-15,10.585163204747776
2023-09-16,10.585163204747776
2023-09-17,10.585163204747776
2023-09-18,10.585163204747776
2023-09-19,9.07299703264095
2023-09-20,7.560830860534126
2023-09-21,7.560830860534126
2023-09-22,7.560830860534126
2023-09-23,9.07299703264095
2023-09-24,9.07299703264095
2023-09-25,7.560830860534126
2023-09-26,7.560830860534126
2023-09-27,12.097329376854601
2023-09-28,10.585163204747776
2023-09-29,15.121661721068252
2023-09-30,15.121661721068252
2023-10-01,13.609495548961426
2023-10-02,15.121661721068252
2023-10-03,16.633827893175077
2023-10-04,13.609495548961426
2023-10-05,12.097329376854601
2023-10-06,10.585163204747776
2023-10-07,12.097329376854601
2023-10-08,10.585163204747776
2023-10-09,7.560830860534126
2023-10-10,7.560830860534126
2023-10-11,7.560830860534126
2023-10-12,7.560830860534126
2023-10-13,6.0486646884273005
2023-10-14,7.560830860534126
2023-10-15,9.07299703264095
2023-10-16,6.0486646884273005
2023-10-17,6.0486646884273005
2023-10-18,10.585163204747776
2023-10-19,10.585163204747776
2023-10-20,10.585163204747776
2023-10-21,9.07299703264095
2023-10-22,10.585163204747776
2023-10-23,19.658160237388728
2023-10-24,12.097329376854601
2023-10-25,9.07299703264095
2023-10-26,7.560830860534126
2023-10-27,9.07299703264095
2023-10-28,9.07299703264095
2023-10-29,7.560830860534126
2023-10-30,6.0486646884273005
2023-10-31,7.560830860534126
2023-11-01,9.07299703264095
2023-11-02,7.560830860534126
2023-11-03,7.560830860534126
2023-11-04,9.07299703264095
2023-11-05,7.560830860534126
2023-11-06,10.585163204747776
2023-11-07,10.585163204747776
2023-11-08,9.07299703264095
2023-11-09,10.585163204747776
2023-11-10,12.097329376854601
2023-11-11,10.585163204747776
2023-11-12,9.07299703264095
2023-11-13,9.07299703264095
2023-11-14,7.560830860534126
2023-11-15,9.07299703264095
2023-11-16,7.560830860534126
2023-11-17,9.07299703264095
2023-11-18,9.07299703264095
2023-11-19,9.07299703264095
2023-11-20,12.097329376854601
2023-11-21,9.07299703264095
2023-11-22,7.560830860534126
2023-11-23,9.07299703264095
2023-11-24,9.07299703264095
2023-11-25,9.07299703264095
2023-11-26,9.07299703264095
2023-11-27,7.560830860534126
2023-11-28,48.389317507418404
2023-11-29,81.65697329376856
2023-11-30,39.316320474777456
2023-12-01,19.658160237388728
2023-12-02,16.633827893175077
2023-12-03,10.585163204747776
2023-12-04,9.07299703264095
2023-12-05,9.07299703264095
2023-12-06,6.0486646884273005
2023-12-07,9.07299703264095
2023-12-08,9.07299703264095
2023-12-09,9.07299703264095
2023-12-10,7.560830860534126
2023-12-11,7.560830860534126
2023-12-12,7.560830860534126
2023-12-13,9.07299703264095
2023-12-14,21.17032640949555
2023-12-15,34.77982195845698
2023-12-16,27.218991097922853
2023-12-17,18.1459940652819
2023-12-18,16.633827893175077
2023-12-19,13.609495548961426
2023-12-20,16.633827893175077
2023-12-21,10.585163204747776
2023-12-22,10.677744807121663
2023-12-23,9.92166172106825
2023-12-24,9.165578635014839
2023-12-25,10.677744807121663
2023-12-26,18.331157270029678
2023-12-27,25.98456973293769
2023-12-28,20.599406528189917
2023-12-29,19.08724035608309
2023-12-30,11.433827893175076
2023-12-31,16.81899109792285
2024-01-01,19.08724035608309
2024-01-02,27.496735905044517
2024-01-03,17.575074183976263
2024-01-04,17.575074183976263
2024-01-05,16.81899109792285
2024-01-06,11.433827893175076
2024-01-07,16.81899109792285
2024-01-08,9.165578635014839
2024-01-09,10.677744807121663
2024-01-10,149.67359050445106
2024-01-11,56.50563798219585
2024-01-12,27.496735905044517
2024-01-13,18.331157270029678
2024-01-14,19.08724035608309
2024-01-15,16.81899109792285
2024-01-16,28.252818991097925
2024-01-17,19.8433234421365
2024-01-18,54.23738872403562
2024-01-19,54.993471810089034
2024-01-20,38.930563798219595
2024-01-21,37.0326409495549
2024-01-22,18.51632047477745
2024-01-23,18.51632047477745
2024-01-24,18.51632047477745
2024-01-25,18.51632047477745
2024-01-26,9.258160237388726
2024-01-27,18.51632047477745
2024-01-28,18.51632047477745
2024-01-29,9.258160237388726
2024-01-30,9.258160237388726
2024-01-31,9.258160237388726
2024-02-01,9.258160237388726
2024-02-02,9.258160237388726
2024-02-03,9.258160237388726
2024-02-04,9.258160237388726
2024-02-05,9.258160237388726
2024-02-06,9.258160237388726
2024-02-07,9.258160237388726
2024-02-08,9.258160237388726
2024-02-09,9.258160237388726
2024-02-10,9.258160237388726
2024-02-11,18.51632047477745
2024-02-12,9.258160237388726
2024-02-13,9.258160237388726
2024-02-14,9.258160237388726
2024-02-15,18.51632047477745
2024-02-16,18.51632047477745
2024-02-17,27.774480712166177
2024-02-18,18.51632047477745
2024-02-19,18.51632047477745
2024-02-20,9.258160237388726
2024-02-21,9.258160237388726
2024-02-22,9.258160237388726
2024-02-23,9.258160237388726
2024-02-24,18.51632047477745
2024-02-25,37.0326409495549
2024-02-26,27.774480712166177
2024-02-27,27.774480712166177
2024-02-28,18.51632047477745
2024-02-29,18.51632047477745
2024-03-01,18.51632047477745
2024-03-02,18.51632047477745
2024-03-03,18.51632047477745
2024-03-04,18.51632047477745
2024-03-05,9.258160237388726
2024-03-06,18.51632047477745
2024-03-07,18.51632047477745
2024-03-08,18.51632047477745
2024-03-09,18.51632047477745
2024-03-10,18.51632047477745
2024-03-11,18.51632047477745
2024-03-12,18.51632047477745
2024-03-13,9.258160237388726
2024-03-14,9.258160237388726
2024-03-15,9.258160237388726
2024-03-16,9.258160237388726
2024-03-17,9.258160237388726
2024-03-18,9.258160237388726
2024-03-19,18.51632047477745
2024-03-20,27.774480712166177
2024-03-21,18.51632047477745
2024-03-22,18.51632047477745
2024-03-23,9.258160237388726
2024-03-24,18.51632047477745
2024-03-25,18.51632047477745
2024-03-26,9.258160237388726
2024-03-27,9.258160237388726
2024-03-28,9.258160237388726
2024-03-29,9.258160237388726
2024-03-30,9.258160237388726
2024-03-31,9.258160237388726
2024-04-01,18.51632047477745
2024-04-02,9.258160237388726
2024-04-03,9.258160237388726
2024-04-04,9.258160237388726
2024-04-05,18.51632047477745
2024-04-06,18.51632047477745
2024-04-07,27.774480712166177
2024-04-08,18.51632047477745
2024-04-09,18.51632047477745
2024-04-10,9.258160237388726
2024-04-11,18.51632047477745
2024-04-12,9.258160237388726
2024-04-13,9.258160237388726
2024-04-14,9.258160237388726
2024-04-15,18.51632047477745
2024-04-16,27.774480712166177
2024-04-17,18.51632047477745
2024-04-18,18.51632047477745
2024-04-19,18.51632047477745
2024-04-20,18.51632047477745
2024-04-21,18.51632047477745
2024-04-22,37.0326409495549
2024-04-23,37.0326409495549
2024-04-24,27.774480712166177
2024-04-25,18.51632047477745
2024-04-26,46.290801186943625
2024-04-27,37.0326409495549
2024-04-28,18.51632047477745
2024-04-29,9.258160237388726
2024-04-30,18.51632047477745
2024-05-01,18.51632047477745
2024-05-02,9.258160237388726
2024-05-03,18.51632047477745
2024-05-04,18.51632047477745
2024-05-05,9.258160237388726
2024-05-06,9.258160237388726
2024-05-07,37.0326409495549
2024-05-08,37.0326409495549
2024-05-09,27.774480712166177
2024-05-10,27.774480712166177
2024-05-11,27.774480712166177
2024-05-12,18.51632047477745
2024-05-13,27.774480712166177
2024-05-14,27.774480712166177
2024-05-15,18.51632047477745
2024-05-16,18.51632047477745
2024-05-17,18.51632047477745
2024-05-18,27.774480712166177
2024-05-19,18.51632047477745
2024-05-20,9.258160237388726
2024-05-21,18.51632047477745
2024-05-22,9.258160237388726
2024-05-23,9.258160237388726
2024-05-24,9.258160237388726
2024-05-25,9.258160237388726
2024-05-26,9.258160237388726
2024-05-27,9.258160237388726
2024-05-28,9.258160237388726
2024-05-29,18.51632047477745
2024-05-30,27.774480712166177
2024-05-31,74.0652818991098
2024-06-01,37.0326409495549
2024-06-02,27.774480712166177
2024-06-03,27.774480712166177
2024-06-04,18.51632047477745
2024-06-05,18.51632047477745
2024-06-06,18.51632047477745
2024-06-07,18.51632047477745
2024-06-08,18.51632047477745
2024-06-09,18.51632047477745
2024-06-10,9.258160237388726
2024-06-11,9.258160237388726
2024-06-12,9.258160237388726
2024-06-13,9.258160237388726
2024-06-14,9.258160237388726
2024-06-15,9.258160237388726
2024-06-16,18.51632047477745
2024-06-17,9.258160237388726
2024-06-18,9.258160237388726
2024-06-19,18.51632047477745
2024-06-20,9.258160237388726
2024-06-21,9.258160237388726
2024-06-22,9.258160237388726
2024-06-23,9.258160237388726
2024-06-24,9.258160237388726
2024-06-25,18.51632047477745
2024-06-26,9.258160237388726
2024-06-27,18.51632047477745
2024-06-28,55.548961424332354
2024-06-29,27.774480712166177
2024-06-30,27.774480712166177
2024-07-01,18.51632047477745
2024-07-02,18.51632047477745
2024-07-03,18.51632047477745
2024-07-04,18.51632047477745
2024-07-05,18.51632047477745
2024-07-06,18.51632047477745
2024-07-07,18.51632047477745
2024-07-08,9.258160237388726
2024-07-09,18.51632047477745
2024-07-10,18.51632047477745
2024-07-11,18.51632047477745
2024-07-12,18.51632047477745
2024-07-13,37.0326409495549
2024-07-14,324.0356083086054
2024-07-15,166.64688427299706
2024-07-16,194.42136498516325
2024-07-17,120.35608308605343
2024-07-18,185.1632047477745
2024-07-19,925.8160237388726
2024-07-20,148.1305637982196
2024-07-21,92.58160237388725
2024-07-22,55.548961424332354
2024-07-23,37.0326409495549
2024-07-24,37.0326409495549
2024-07-25,46.290801186943625
2024-07-26,64.80712166172108
2024-07-27,46.290801186943625
2024-07-28,37.0326409495549
2024-07-29,27.774480712166177
2024-07-30,27.774480712166177
2024-07-31,27.774480712166177
2024-08-01,27.774480712166177
2024-08-02,18.51632047477745
2024-08-03,18.51632047477745
2024-08-04,27.774480712166177
2024-08-05,18.51632047477745
2024-08-06,18.51632047477745
2024-08-07,18.51632047477745
2024-08-08,18.51632047477745
2024-08-09,18.51632047477745
2024-08-10,18.51632047477745
2024-08-11,18.51632047477745
2024-08-12,18.51632047477745
2024-08-13,27.774480712166177
2024-08-14,18.51632047477745
2024-08-15,18.51632047477745
2024-08-16,18.51632047477745
2024-08-17,18.51632047477745
2024-08-18,18.51632047477745
2024-08-19,18.51632047477745
2024-08-20,32.40356083086054
2024-08-21,50.919881305637986
2024-08-22,37.0326409495549
2024-08-23,32.40356083086054
2024-08-24,32.40356083086054
2024-08-25,32.40356083086054
2024-08-26,18.51632047477745
2024-08-27,32.40356083086054
2024-08-28,18.51632047477745
2024-08-29,18.51632047477745
2024-08-30,18.51632047477745
2024-08-31,18.51632047477745
2024-09-01,37.0326409495549
2024-09-02,46.290801186943625
2024-09-03,18.51632047477745
2024-09-04,18.51632047477745
2024-09-05,18.51632047477745
2024-09-06,32.40356083086054
2024-09-07,18.51632047477745
2024-09-08,18.51632047477745
2024-09-09,18.51632047477745
2024-09-10,37.0326409495549
2024-09-11,55.548961424332354
2024-09-12,37.0326409495549
2024-09-13,46.290801186943625
2024-09-14,50.919881305637986
2024-09-15,64.80712166172108
2024-09-16,37.0326409495549
2024-09-17,37.0326409495549
