Time,nba_schedule
2022-05-22,61.0
2022-05-23,49.0
2022-05-24,47.0
2022-05-25,45.0
2022-05-26,47.0
2022-05-27,64.0
2022-05-28,64.0
2022-05-29,57.0
2022-05-30,99.0
2022-05-31,45.0
2022-06-01,39.0
2022-06-02,55.0
2022-06-03,69.0
2022-06-04,52.0
2022-06-05,71.0
2022-06-06,52.0
2022-06-07,45.0
2022-06-08,59.0
2022-06-09,60.0
2022-06-10,53.0
2022-06-11,64.0
2022-06-12,61.0
2022-06-13,52.0
2022-06-14,59.0
2022-06-15,38.0
2022-06-16,46.0
2022-06-17,41.0
2022-06-18,6.0
2022-06-19,5.0
2022-06-20,5.0
2022-06-21,5.0
2022-06-22,5.0
2022-06-23,7.0
2022-06-24,9.0
2022-06-25,5.0
2022-06-26,4.0
2022-06-27,4.0
2022-06-28,4.0
2022-06-29,4.0
2022-06-30,4.0
2022-07-01,5.0
2022-07-02,10.0
2022-07-03,13.0
2022-07-04,10.0
2022-07-05,12.0
2022-07-06,16.0
2022-07-07,16.0
2022-07-08,18.0
2022-07-09,16.0
2022-07-10,14.0
2022-07-11,11.0
2022-07-12,10.0
2022-07-13,9.0
2022-07-14,8.0
2022-07-15,8.0
2022-07-16,9.0
2022-07-17,9.0
2022-07-18,5.0
2022-07-19,4.0
2022-07-20,3.0
2022-07-21,3.0
2022-07-22,3.0
2022-07-23,3.0
2022-07-24,4.0
2022-07-25,4.0
2022-07-26,4.0
2022-07-27,3.0
2022-07-28,3.0
2022-07-29,3.0
2022-07-30,3.0
2022-07-31,4.0
2022-08-01,4.0
2022-08-02,4.0
2022-08-03,4.0
2022-08-04,4.0
2022-08-05,4.0
2022-08-06,4.0
2022-08-07,5.0
2022-08-08,6.0
2022-08-09,5.0
2022-08-10,6.0
2022-08-11,6.0
2022-08-12,5.0
2022-08-13,8.0
2022-08-14,11.0
2022-08-15,13.0
2022-08-16,11.0
2022-08-17,22.0
2022-08-18,10.0
2022-08-19,5.0
2022-08-20,4.0
2022-08-21,4.0
2022-08-22,3.0
2022-08-23,4.0
2022-08-24,3.0
2022-08-25,3.0
2022-08-26,3.0
2022-08-27,3.0
2022-08-28,3.0
2022-08-29,4.0
2022-08-30,2.833333333333333
2022-08-31,3.5
2022-09-01,4.0
2022-09-02,4.0
2022-09-03,4.0
2022-09-04,5.166666666666666
2022-09-05,3.5
2022-09-06,4.0
2022-09-07,4.0
2022-09-08,4.0
2022-09-09,4.0
2022-09-10,4.0
2022-09-11,5.166666666666666
2022-09-12,5.166666666666666
2022-09-13,4.0
2022-09-14,4.0
2022-09-15,4.0
2022-09-16,3.5
2022-09-17,3.5
2022-09-18,4.0
2022-09-19,4.0
2022-09-20,4.0
2022-09-21,4.0
2022-09-22,4.0
2022-09-23,4.0
2022-09-24,4.0
2022-09-25,4.0
2022-09-26,5.166666666666666
2022-09-27,6.333333333333333
2022-09-28,6.666666666666666
2022-09-29,6.666666666666666
2022-09-30,10.666666666666666
2022-10-01,10.666666666666666
2022-10-02,14.666666666666666
2022-10-03,12.0
2022-10-04,17.333333333333332
2022-10-05,14.666666666666666
2022-10-06,14.666666666666666
2022-10-07,12.0
2022-10-08,13.333333333333332
2022-10-09,12.0
2022-10-10,14.666666666666666
2022-10-11,13.333333333333332
2022-10-12,14.666666666666666
2022-10-13,16.0
2022-10-14,13.333333333333332
2022-10-15,14.666666666666666
2022-10-16,12.0
2022-10-17,18.666666666666664
2022-10-18,49.33333333333333
2022-10-19,57.33333333333333
2022-10-20,44.0
2022-10-21,34.666666666666664
2022-10-22,41.33333333333333
2022-10-23,42.666666666666664
2022-10-24,29.333333333333332
2022-10-25,32.0
2022-10-26,30.666666666666664
2022-10-27,30.666666666666664
2022-10-28,29.333333333333332
2022-10-29,34.666666666666664
2022-10-30,33.33333333333333
2022-10-31,26.666666666666664
2022-11-01,26.666666666666664
2022-11-02,25.333333333333332
2022-11-03,29.333333333333332
2022-11-04,25.333333333333332
2022-11-05,34.666666666666664
2022-11-06,32.0
2022-11-07,22.666666666666664
2022-11-08,29.333333333333332
2022-11-09,20.0
2022-11-10,25.333333333333332
2022-11-11,21.333333333333332
2022-11-12,30.666666666666664
2022-11-13,26.666666666666664
2022-11-14,22.666666666666664
2022-11-15,22.666666666666664
2022-11-16,22.666666666666664
2022-11-17,25.333333333333332
2022-11-18,22.666666666666664
2022-11-19,30.666666666666664
2022-11-20,28.0
2022-11-21,24.0
2022-11-22,25.333333333333332
2022-11-23,28.0
2022-11-24,30.666666666666664
2022-11-25,20.0
2022-11-26,30.666666666666664
2022-11-27,28.0
2022-11-28,20.0
2022-11-29,22.666666666666664
2022-11-30,21.333333333333332
2022-12-01,26.666666666666664
2022-12-02,18.666666666666664
2022-12-03,33.33333333333333
2022-12-04,26.666666666666664
2022-12-05,22.666666666666664
2022-12-06,22.666666666666664
2022-12-07,20.0
2022-12-08,24.0
2022-12-09,20.0
2022-12-10,29.333333333333332
2022-12-11,30.666666666666664
2022-12-12,18.666666666666664
2022-12-13,22.666666666666664
2022-12-14,24.0
2022-12-15,22.666666666666664
2022-12-16,20.0
2022-12-17,29.333333333333332
2022-12-18,25.333333333333332
2022-12-19,22.666666666666664
2022-12-20,22.666666666666664
2022-12-21,24.0
2022-12-22,25.333333333333332
2022-12-23,22.666666666666664
2022-12-24,32.0
2022-12-25,49.33333333333333
2022-12-26,32.0
2022-12-27,25.333333333333332
2022-12-28,29.333333333333332
2022-12-29,26.666666666666664
2022-12-30,24.0
2022-12-31,32.0
2023-01-01,25.333333333333332
2023-01-02,24.0
2023-01-03,24.0
2023-01-04,22.666666666666664
2023-01-05,25.333333333333332
2023-01-06,22.666666666666664
2023-01-07,32.0
2023-01-08,29.333333333333332
2023-01-09,22.666666666666664
2023-01-10,22.666666666666664
2023-01-11,25.333333333333332
2023-01-12,22.666666666666664
2023-01-13,24.0
2023-01-14,32.0
2023-01-15,30.666666666666664
2023-01-16,32.0
2023-01-17,24.0
2023-01-18,21.333333333333332
2023-01-19,25.333333333333332
2023-01-20,25.333333333333332
2023-01-21,32.0
2023-01-22,29.333333333333332
2023-01-23,24.0
2023-01-24,22.666666666666664
2023-01-25,24.0
2023-01-26,26.666666666666664
2023-01-27,25.333333333333332
2023-01-28,34.666666666666664
2023-01-29,33.33333333333333
2023-01-30,20.0
2023-01-31,25.333333333333332
2023-02-01,25.333333333333332
2023-02-02,25.333333333333332
2023-02-03,29.333333333333332
2023-02-04,32.0
2023-02-05,42.666666666666664
2023-02-06,21.333333333333332
2023-02-07,28.0
2023-02-08,30.666666666666664
2023-02-09,29.333333333333332
2023-02-10,26.666666666666664
2023-02-11,33.33333333333333
2023-02-12,33.33333333333333
2023-02-13,17.333333333333332
2023-02-14,26.666666666666664
2023-02-15,26.666666666666664
2023-02-16,30.666666666666664
2023-02-17,42.666666666666664
2023-02-18,60.0
2023-02-19,44.0
2023-02-20,22.666666666666664
2023-02-21,13.333333333333332
2023-02-22,14.666666666666666
2023-02-23,17.333333333333332
2023-02-24,28.0
2023-02-25,36.0
2023-02-26,41.33333333333333
2023-02-27,30.666666666666664
2023-02-28,24.0
2023-03-01,29.333333333333332
2023-03-02,29.333333333333332
2023-03-03,25.333333333333332
2023-03-04,37.33333333333333
2023-03-05,41.33333333333333
2023-03-06,29.333333333333332
2023-03-07,26.666666666666664
2023-03-08,32.0
2023-03-09,28.0
2023-03-10,26.666666666666664
2023-03-11,38.666666666666664
2023-03-12,41.33333333333333
2023-03-13,25.333333333333332
2023-03-14,28.0
2023-03-15,28.0
2023-03-16,28.0
2023-03-17,24.0
2023-03-18,33.33333333333333
2023-03-19,36.0
2023-03-20,26.666666666666664
2023-03-21,26.666666666666664
2023-03-22,26.666666666666664
2023-03-23,33.33333333333333
2023-03-24,26.666666666666664
2023-03-25,41.33333333333333
2023-03-26,46.666666666666664
2023-03-27,28.0
2023-03-28,30.666666666666664
2023-03-29,29.333333333333332
2023-03-30,38.666666666666664
2023-03-31,30.666666666666664
2023-04-01,44.0
2023-04-02,45.33333333333333
2023-04-03,52.0
2023-04-04,28.0
2023-04-05,53.33333333333333
2023-04-06,46.666666666666664
2023-04-07,42.666666666666664
2023-04-08,62.666666666666664
2023-04-09,86.66666666666666
2023-04-10,89.33333333333333
2023-04-11,70.66666666666666
2023-04-12,86.66666666666666
2023-04-13,69.33333333333333
2023-04-14,54.666666666666664
2023-04-15,118.66666666666666
2023-04-16,132.0
2023-04-17,77.33333333333333
2023-04-18,70.66666666666666
2023-04-19,102.66666666666666
2023-04-20,61.33333333333333
2023-04-21,66.66666666666666
2023-04-22,102.66666666666666
2023-04-23,113.33333333333333
2023-04-24,57.33333333333333
2023-04-25,69.33333333333333
2023-04-26,80.0
2023-04-27,94.66666666666666
2023-04-28,68.0
2023-04-29,118.66666666666666
2023-04-30,133.33333333333331
2023-05-01,58.666666666666664
2023-05-02,68.0
2023-05-03,72.0
2023-05-04,72.0
2023-05-05,65.33333333333333
2023-05-06,94.66666666666666
2023-05-07,112.0
2023-05-08,62.666666666666664
2023-05-09,69.33333333333333
2023-05-10,66.66666666666666
2023-05-11,81.33333333333333
2023-05-12,100.0
2023-05-13,132.0
2023-05-14,105.33333333333333
2023-05-15,58.666666666666664
2023-05-16,57.33333333333333
2023-05-17,61.33333333333333
2023-05-18,56.0
2023-05-19,58.666666666666664
2023-05-20,69.33333333333333
2023-05-21,77.33333333333333
2023-05-22,57.33333333333333
2023-05-23,65.33333333333333
2023-05-24,48.0
2023-05-25,38.666666666666664
2023-05-26,53.33333333333333
2023-05-27,50.666666666666664
2023-05-28,70.66666666666666
2023-05-29,61.33333333333333
2023-05-30,100.0
2023-05-31,45.33333333333333
2023-06-01,57.33333333333333
2023-06-02,68.0
2023-06-03,62.666666666666664
2023-06-04,78.66666666666666
2023-06-05,64.0
2023-06-06,52.0
2023-06-07,57.33333333333333
2023-06-08,60.0
2023-06-09,60.0
2023-06-10,69.33333333333333
2023-06-11,61.33333333333333
2023-06-12,46.666666666666664
2023-06-13,41.33333333333333
2023-06-14,6.666666666666666
2023-06-15,5.333333333333333
2023-06-16,4.0
2023-06-17,4.0
2023-06-18,4.0
2023-06-19,4.0
2023-06-20,4.0
2023-06-21,4.0
2023-06-22,8.0
2023-06-23,12.0
2023-06-24,6.666666666666666
2023-06-25,4.0
2023-06-26,4.0
2023-06-27,5.333333333333333
2023-06-28,5.333333333333333
2023-06-29,4.0
2023-06-30,4.0
2023-07-01,5.333333333333333
2023-07-02,8.0
2023-07-03,21.333333333333332
2023-07-04,21.333333333333332
2023-07-05,13.333333333333332
2023-07-06,14.666666666666666
2023-07-07,24.0
2023-07-08,29.333333333333332
2023-07-09,24.0
2023-07-10,17.333333333333332
2023-07-11,12.0
2023-07-12,10.666666666666666
2023-07-13,10.666666666666666
2023-07-14,10.666666666666666
2023-07-15,10.666666666666666
2023-07-16,9.333333333333332
2023-07-17,8.0
2023-07-18,5.333333333333333
2023-07-19,4.0
2023-07-20,4.0
2023-07-21,4.0
2023-07-22,4.0
2023-07-23,4.0
2023-07-24,4.0
2023-07-25,4.0
2023-07-26,4.0
2023-07-27,4.0
2023-07-28,4.0
2023-07-29,4.0
2023-07-30,4.0
2023-07-31,5.333333333333333
2023-08-01,4.0
2023-08-02,4.0
2023-08-03,5.333333333333333
2023-08-04,5.333333333333333
2023-08-05,4.0
2023-08-06,5.333333333333333
2023-08-07,5.333333333333333
2023-08-08,6.666666666666666
2023-08-09,6.666666666666666
2023-08-10,6.666666666666666
2023-08-11,12.0
2023-08-12,9.333333333333332
2023-08-13,8.0
2023-08-14,8.0
2023-08-15,13.333333333333332
2023-08-16,10.666666666666666
2023-08-17,22.666666666666664
2023-08-18,9.333333333333332
2023-08-19,5.333333333333333
2023-08-20,5.333333333333333
2023-08-21,4.0
2023-08-22,4.0
2023-08-23,2.6666666666666665
2023-08-24,2.6666666666666665
2023-08-25,2.6666666666666665
2023-08-26,4.0
2023-08-27,2.6666666666666665
2023-08-28,2.6666666666666665
2023-08-29,2.6666666666666665
2023-08-30,2.6666666666666665
2023-08-31,4.0
2023-09-01,2.6666666666666665
2023-09-02,2.6666666666666665
2023-09-03,4.0
2023-09-04,4.0
2023-09-05,4.0
2023-09-06,2.6666666666666665
2023-09-07,4.0
2023-09-08,4.0
2023-09-09,4.0
2023-09-10,5.333333333333333
2023-09-11,4.0
2023-09-12,2.6666666666666665
2023-09-13,4.0
2023-09-14,2.6666666666666665
2023-09-15,4.0
2023-09-16,4.0
2023-09-17,4.0
2023-09-18,4.0
2023-09-19,4.0
2023-09-20,4.0
2023-09-21,4.0
2023-09-22,2.6666666666666665
2023-09-23,4.0
2023-09-24,4.0
2023-09-25,4.0
2023-09-26,4.0
2023-09-27,5.333333333333333
2023-09-28,5.333333333333333
2023-09-29,4.0
2023-09-30,4.0
2023-10-01,6.666666666666666
2023-10-02,8.0
2023-10-03,8.0
2023-10-04,6.666666666666666
2023-10-05,12.0
2023-10-06,10.666666666666666
2023-10-07,13.333333333333332
2023-10-08,18.666666666666664
2023-10-09,13.333333333333332
2023-10-10,16.0
2023-10-11,13.333333333333332
2023-10-12,10.666666666666666
2023-10-13,12.0
2023-10-14,14.666666666666666
2023-10-15,13.333333333333332
2023-10-16,13.333333333333332
2023-10-17,13.333333333333332
2023-10-18,13.333333333333332
2023-10-19,14.666666666666666
2023-10-20,13.333333333333332
2023-10-21,16.0
2023-10-22,13.333333333333332
2023-10-23,18.666666666666664
2023-10-24,46.666666666666664
2023-10-25,56.0
2023-10-26,44.0
2023-10-27,38.666666666666664
2023-10-28,40.0
2023-10-29,36.0
2023-10-30,32.0
2023-10-31,34.666666666666664
2023-11-01,33.33333333333333
2023-11-02,40.0
2023-11-03,41.33333333333333
2023-11-04,49.33333333333333
2023-11-05,38.666666666666664
2023-11-06,28.0
2023-11-07,38.666666666666664
2023-11-08,26.666666666666664
2023-11-09,32.0
2023-11-10,26.666666666666664
2023-11-11,38.666666666666664
2023-11-12,33.33333333333333
2023-11-13,29.333333333333332
2023-11-14,26.666666666666664
2023-11-15,32.0
2023-11-16,26.666666666666664
2023-11-17,24.0
2023-11-18,34.666666666666664
2023-11-19,32.0
2023-11-20,25.333333333333332
2023-11-21,25.333333333333332
2023-11-22,29.333333333333332
2023-11-23,37.33333333333333
2023-11-24,22.666666666666664
2023-11-25,34.666666666666664
2023-11-26,30.666666666666664
2023-11-27,22.666666666666664
2023-11-28,24.0
2023-11-29,30.666666666666664
2023-11-30,24.0
2023-12-01,25.333333333333332
2023-12-02,28.0
2023-12-03,26.666666666666664
2023-12-04,20.0
2023-12-05,25.333333333333332
2023-12-06,26.666666666666664
2023-12-07,26.666666666666664
2023-12-08,28.0
2023-12-09,34.666666666666664
2023-12-10,29.333333333333332
2023-12-11,16.0
2023-12-12,22.666666666666664
2023-12-13,24.0
2023-12-14,22.666666666666664
2023-12-15,22.666666666666664
2023-12-16,22.666666666666664
2023-12-17,26.666666666666664
2023-12-18,18.666666666666664
2023-12-19,25.333333333333332
2023-12-20,26.666666666666664
2023-12-21,25.333333333333332
2023-12-22,28.0
2023-12-23,35.222222222222214
2023-12-24,31.944444444444443
2023-12-25,46.66666666666666
2023-12-26,28.388888888888886
2023-12-27,28.388888888888886
2023-12-28,24.055555555555554
2023-12-29,29.444444444444443
2023-12-30,29.444444444444443
2023-12-31,27.611111111111107
2024-01-01,28.388888888888886
2024-01-02,21.555555555555554
2024-01-03,22.611111111111107
2024-01-04,26.555555555555554
2024-01-05,21.166666666666664
2024-01-06,30.499999999999996
2024-01-07,25.5
2024-01-08,22.611111111111107
2024-01-09,21.166666666666664
2024-01-10,22.22222222222222
2024-01-11,24.444444444444443
2024-01-12,22.611111111111107
2024-01-13,28.0
2024-01-14,28.0
2024-01-15,24.444444444444443
2024-01-16,21.166666666666664
2024-01-17,21.555555555555554
2024-01-18,22.999999999999996
2024-01-19,21.166666666666664
2024-01-20,28.388888888888886
2024-01-21,22.555555555555554
2024-01-22,18.666666666666664
2024-01-23,21.777777777777775
2024-01-24,23.33333333333333
2024-01-25,20.22222222222222
2024-01-26,20.999999999999996
2024-01-27,27.222222222222218
2024-01-28,23.33333333333333
2024-01-29,13.222222222222221
2024-01-30,20.22222222222222
2024-01-31,20.22222222222222
2024-02-01,17.888888888888886
2024-02-02,17.888888888888886
2024-02-03,22.555555555555554
2024-02-04,27.999999999999996
2024-02-05,16.333333333333332
2024-02-06,18.666666666666664
2024-02-07,17.888888888888886
2024-02-08,17.888888888888886
2024-02-09,18.666666666666664
2024-02-10,22.555555555555554
2024-02-11,21.777777777777775
2024-02-12,12.444444444444443
2024-02-13,20.999999999999996
2024-02-14,19.444444444444443
2024-02-15,24.111111111111107
2024-02-16,38.888888888888886
2024-02-17,66.1111111111111
2024-02-18,48.222222222222214
2024-02-19,16.333333333333332
2024-02-20,10.11111111111111
2024-02-21,10.11111111111111
2024-02-22,11.666666666666664
2024-02-23,19.444444444444443
2024-02-24,29.55555555555555
2024-02-25,23.33333333333333
2024-02-26,16.333333333333332
2024-02-27,15.555555555555554
2024-02-28,17.111111111111107
2024-02-29,17.111111111111107
2024-03-01,19.444444444444443
2024-03-02,22.555555555555554
2024-03-03,25.666666666666664
2024-03-04,17.111111111111107
2024-03-05,17.111111111111107
2024-03-06,17.111111111111107
2024-03-07,17.888888888888886
2024-03-08,17.888888888888886
2024-03-09,21.777777777777775
2024-03-10,31.111111111111107
2024-03-11,17.111111111111107
2024-03-12,17.111111111111107
2024-03-13,17.111111111111107
2024-03-14,16.333333333333332
2024-03-15,16.333333333333332
2024-03-16,19.444444444444443
2024-03-17,25.666666666666664
2024-03-18,17.111111111111107
2024-03-19,17.888888888888886
2024-03-20,17.111111111111107
2024-03-21,17.111111111111107
2024-03-22,16.333333333333332
2024-03-23,20.22222222222222
2024-03-24,22.555555555555554
2024-03-25,18.666666666666664
2024-03-26,18.666666666666664
2024-03-27,20.22222222222222
2024-03-28,20.999999999999996
2024-03-29,17.888888888888886
2024-03-30,24.111111111111107
2024-03-31,24.111111111111107
2024-04-01,21.777777777777775
2024-04-02,18.666666666666664
2024-04-03,22.555555555555554
2024-04-04,22.555555555555554
2024-04-05,21.777777777777775
2024-04-06,27.999999999999996
2024-04-07,27.222222222222218
2024-04-08,23.33333333333333
2024-04-09,20.22222222222222
2024-04-10,32.666666666666664
2024-04-11,28.777777777777775
2024-04-12,30.33333333333333
2024-04-13,46.66666666666666
2024-04-14,66.88888888888889
2024-04-15,67.66666666666666
2024-04-16,57.55555555555555
2024-04-17,59.88888888888888
2024-04-18,48.99999999999999
2024-04-19,38.888888888888886
2024-04-20,77.77777777777777
2024-04-21,69.22222222222221
2024-04-22,42.77777777777777
2024-04-23,44.33333333333333
2024-04-24,44.33333333333333
2024-04-25,38.11111111111111
2024-04-26,38.888888888888886
2024-04-27,59.1111111111111
2024-04-28,70.77777777777777
2024-04-29,46.66666666666666
2024-04-30,49.77777777777777
2024-05-01,41.222222222222214
2024-05-02,45.11111111111111
2024-05-03,51.33333333333333
2024-05-04,58.33333333333333
2024-05-05,68.44444444444443
2024-05-06,35.77777777777777
2024-05-07,42.77777777777777
2024-05-08,42.77777777777777
2024-05-09,42.77777777777777
2024-05-10,39.666666666666664
2024-05-11,54.444444444444436
2024-05-12,59.88888888888888
2024-05-13,38.888888888888886
2024-05-14,41.222222222222214
2024-05-15,45.11111111111111
2024-05-16,53.66666666666666
2024-05-17,52.11111111111111
2024-05-18,62.99999999999999
2024-05-19,72.33333333333333
2024-05-20,54.444444444444436
2024-05-21,36.55555555555555
2024-05-22,38.888888888888886
2024-05-23,36.55555555555555
2024-05-24,34.222222222222214
2024-05-25,43.55555555555555
2024-05-26,50.55555555555555
2024-05-27,51.33333333333333
2024-05-28,54.444444444444436
2024-05-29,42.77777777777777
2024-05-30,29.55555555555555
2024-05-31,64.55555555555554
2024-06-01,34.99999999999999
2024-06-02,34.222222222222214
2024-06-03,29.55555555555555
2024-06-04,27.999999999999996
2024-06-05,29.55555555555555
2024-06-06,49.77777777777777
2024-06-07,60.66666666666666
2024-06-08,44.33333333333333
2024-06-09,54.444444444444436
2024-06-10,44.33333333333333
2024-06-11,34.99999999999999
2024-06-12,39.666666666666664
2024-06-13,37.33333333333333
2024-06-14,27.999999999999996
2024-06-15,48.99999999999999
2024-06-16,36.55555555555555
2024-06-17,31.888888888888886
2024-06-18,26.444444444444443
2024-06-19,5.444444444444444
2024-06-20,4.666666666666666
2024-06-21,3.8888888888888884
2024-06-22,3.8888888888888884
2024-06-23,3.8888888888888884
2024-06-24,3.8888888888888884
2024-06-25,4.666666666666666
2024-06-26,6.999999999999999
2024-06-27,13.222222222222221
2024-06-28,7.777777777777777
2024-06-29,4.666666666666666
2024-06-30,4.666666666666666
2024-07-01,5.444444444444444
2024-07-02,6.222222222222221
2024-07-03,6.999999999999999
2024-07-04,4.666666666666666
2024-07-05,6.999999999999999
2024-07-06,20.999999999999996
2024-07-07,17.888888888888886
2024-07-08,10.888888888888888
2024-07-09,10.888888888888888
2024-07-10,10.888888888888888
2024-07-11,11.666666666666664
2024-07-12,13.999999999999998
2024-07-13,14.777777777777775
2024-07-14,13.222222222222221
2024-07-15,10.11111111111111
2024-07-16,10.11111111111111
2024-07-17,10.11111111111111
2024-07-18,10.11111111111111
2024-07-19,10.888888888888888
2024-07-20,10.11111111111111
2024-07-21,9.333333333333332
2024-07-22,7.777777777777777
2024-07-23,5.444444444444444
2024-07-24,4.666666666666666
2024-07-25,4.666666666666666
2024-07-26,5.444444444444444
2024-07-27,6.999999999999999
2024-07-28,9.333333333333332
2024-07-29,5.444444444444444
2024-07-30,5.444444444444444
2024-07-31,6.222222222222221
2024-08-01,4.666666666666666
2024-08-02,5.444444444444444
2024-08-03,6.222222222222221
2024-08-04,5.444444444444444
2024-08-05,6.222222222222221
2024-08-06,5.444444444444444
2024-08-07,5.444444444444444
2024-08-08,6.999999999999999
2024-08-09,8.555555555555554
2024-08-10,10.11111111111111
2024-08-11,7.777777777777777
2024-08-12,10.888888888888888
2024-08-13,11.666666666666664
2024-08-14,10.11111111111111
2024-08-15,20.22222222222222
2024-08-16,8.555555555555554
2024-08-17,5.444444444444444
2024-08-18,3.8888888888888884
2024-08-19,3.8888888888888884
2024-08-20,3.1111111111111107
2024-08-21,3.1111111111111107
2024-08-22,2.722222222222222
2024-08-23,2.333333333333333
2024-08-24,3.1111111111111107
2024-08-25,3.1111111111111107
2024-08-26,3.8888888888888884
2024-08-27,3.1111111111111107
2024-08-28,3.1111111111111107
2024-08-29,2.333333333333333
2024-08-30,2.722222222222222
2024-08-31,3.1111111111111107
2024-09-01,3.4999999999999996
2024-09-02,3.4999999999999996
2024-09-03,3.4999999999999996
2024-09-04,3.1111111111111107
2024-09-05,2.722222222222222
2024-09-06,3.1111111111111107
2024-09-07,3.1111111111111107
2024-09-08,3.1111111111111107
2024-09-09,2.722222222222222
2024-09-10,3.1111111111111107
2024-09-11,3.1111111111111107
2024-09-12,3.1111111111111107
2024-09-13,2.333333333333333
2024-09-14,3.1111111111111107
2024-09-15,3.1111111111111107
2024-09-16,3.1111111111111107
2024-09-17,3.1111111111111107
2024-09-18,3.1111111111111107
2024-09-19,2.333333333333333
2024-09-20,3.1111111111111107
2024-09-21,3.1111111111111107
2024-09-22,3.1111111111111107
2024-09-23,3.1111111111111107
2024-09-24,3.8888888888888884
2024-09-25,3.1111111111111107
2024-09-26,3.1111111111111107
2024-09-27,2.333333333333333
2024-09-28,3.8888888888888884
2024-09-29,3.8888888888888884
2024-09-30,4.666666666666666
2024-10-01,5.444444444444444
2024-10-02,5.444444444444444
2024-10-03,5.444444444444444
2024-10-04,10.11111111111111
2024-10-05,10.888888888888888
2024-10-06,9.333333333333332
2024-10-07,9.333333333333332
2024-10-08,7.777777777777777
2024-10-09,7.777777777777777
2024-10-10,7.777777777777777
2024-10-11,8.555555555555554
2024-10-12,10.11111111111111
2024-10-13,9.333333333333332
2024-10-14,9.333333333333332
2024-10-15,9.333333333333332
2024-10-16,10.11111111111111
2024-10-17,9.333333333333332
2024-10-18,10.11111111111111
2024-10-19,10.888888888888888
2024-10-20,9.333333333333332
2024-10-21,13.222222222222221
2024-10-22,30.33333333333333
2024-10-23,34.99999999999999
2024-10-24,27.999999999999996
2024-10-25,22.555555555555554
2024-10-26,26.444444444444443
2024-10-27,24.111111111111107
2024-10-28,17.888888888888886
2024-10-29,18.666666666666664
2024-10-30,17.888888888888886
2024-10-31,18.666666666666664
2024-11-01,17.888888888888886
2024-11-02,21.777777777777775
2024-11-03,20.22222222222222
2024-11-04,13.999999999999998
2024-11-05,17.888888888888886
2024-11-06,9.333333333333332
