Time,nba_schedule
2024-11-07,18.666666666666664
2024-11-08,15.555555555555554
2024-11-09,20.999999999999996
2024-11-10,18.666666666666664
2024-11-11,18.666666666666664
2024-11-12,18.666666666666664
2024-11-13,24.888888888888886
2024-11-14,20.999999999999996
2024-11-15,15.555555555555554
2024-11-16,21.777777777777775
2024-11-17,20.22222222222222
2024-11-18,15.555555555555554
2024-11-19,17.888888888888886
2024-11-20,20.22222222222222
2024-11-21,17.888888888888886
2024-11-22,16.333333333333332
2024-11-23,21.777777777777775
2024-11-24,18.666666666666664
2024-11-25,13.222222222222221
2024-11-26,17.111111111111107
2024-11-27,17.888888888888886
2024-11-28,20.999999999999996
2024-11-29,14.777777777777775
2024-11-30,19.444444444444443
2024-12-01,15.555555555555554
2024-12-02,13.999999999999998
2024-12-03,14.777777777777775
2024-12-04,18.666666666666664
2024-12-05,13.222222222222221
2024-12-06,13.999999999999998
2024-12-07,16.333333333333332
2024-12-08,15.555555555555554
2024-12-09,15.555555555555554
2024-12-10,12.444444444444443
2024-12-11,15.555555555555554
2024-12-12,17.111111111111107
2024-12-13,10.888888888888888
2024-12-14,18.666666666666664
2024-12-15,14.777777777777775
2024-12-16,13.999999999999998
2024-12-17,11.666666666666664
2024-12-18,13.999999999999998
2024-12-19,10.888888888888888
2024-12-20,14.777777777777775
2024-12-21,13.222222222222221
2024-12-22,14.777777777777775
2024-12-23,11.666666666666664
2024-12-24,19.444444444444443
2024-12-25,25.666666666666664
2024-12-26,18.666666666666664
2024-12-27,15.555555555555554
2024-12-28,15.555555555555554
2024-12-29,14.777777777777775
2024-12-30,13.222222222222221
2024-12-31,14.777777777777775
2025-01-01,15.555555555555554
2025-01-02,13.222222222222221
2025-01-03,13.999999999999998
2025-01-04,17.888888888888886
2025-01-05,15.555555555555554
2025-01-06,12.444444444444443
2025-01-07,12.444444444444443
2025-01-08,13.999999999999998
2025-01-09,12.444444444444443
2025-01-10,12.444444444444443
2025-01-11,14.777777777777775
2025-01-12,13.999999999999998
2025-01-13,10.11111111111111
2025-01-14,12.444444444444443
2025-01-15,11.666666666666664
2025-01-16,12.444444444444443
2025-01-17,11.666666666666664
2025-01-18,17.111111111111107
2025-01-19,12.444444444444443
2025-01-20,15.555555555555554
2025-01-21,10.888888888888888
2025-01-22,11.666666666666664
2025-01-23,14.777777777777775
2025-01-24,14.777777777777775
2025-01-25,17.111111111111107
2025-01-26,17.111111111111107
2025-01-27,10.11111111111111
2025-01-28,13.222222222222221
2025-01-29,12.444444444444443
2025-01-30,12.444444444444443
2025-01-31,12.444444444444443
2025-02-01,13.999999999999998
2025-02-02,21.777777777777775
2025-02-03,14.777777777777775
2025-02-04,16.333333333333332
2025-02-05,16.333333333333332
2025-02-06,17.888888888888886
2025-02-07,16.333333333333332
2025-02-08,21.777777777777775
2025-02-09,18.666666666666664
2025-02-10,10.888888888888888
2025-02-11,20.999999999999996
2025-02-12,15.555555555555554
2025-02-13,21.777777777777775
2025-02-14,32.666666666666664
2025-02-15,48.99999999999999
2025-02-16,40.44444444444444
2025-02-17,16.333333333333332
2025-02-18,9.333333333333332
2025-02-19,10.11111111111111
2025-02-20,13.222222222222221
2025-02-21,13.999999999999998
2025-02-22,17.888888888888886
2025-02-23,21.777777777777775
2025-02-24,15.555555555555554
2025-02-25,15.555555555555554
2025-02-26,17.888888888888886
2025-02-27,14.777777777777775
2025-02-28,17.888888888888886
2025-03-01,19.444444444444443
2025-03-02,20.999999999999996
2025-03-03,16.333333333333332
2025-03-04,15.555555555555554
2025-03-05,17.111111111111107
2025-03-06,15.555555555555554
2025-03-07,16.333333333333332
2025-03-08,20.22222222222222
2025-03-09,23.33333333333333
2025-03-10,13.222222222222221
2025-03-11,17.111111111111107
2025-03-12,13.999999999999998
2025-03-13,14.777777777777775
2025-03-14,15.555555555555554
2025-03-15,19.444444444444443
2025-03-16,27.222222222222218
2025-03-17,15.555555555555554
2025-03-18,17.888888888888886
2025-03-19,14.777777777777775
2025-03-20,16.333333333333332
2025-03-21,13.222222222222221
2025-03-22,17.888888888888886
2025-03-23,19.444444444444443
2025-03-24,13.222222222222221
2025-03-25,15.555555555555554
2025-03-26,14.777777777777775
2025-03-27,14.777777777777775
2025-03-28,15.555555555555554
2025-03-29,17.888888888888886
2025-03-30,20.999999999999996
2025-03-31,16.333333333333332
2025-04-01,15.555555555555554
2025-04-02,17.888888888888886
2025-04-03,17.111111111111107
2025-04-04,18.666666666666664
2025-04-05,23.33333333333333
2025-04-06,27.999999999999996
2025-04-07,20.22222222222222
2025-04-08,17.111111111111107
2025-04-09,24.888888888888886
2025-04-10,26.444444444444443
2025-04-11,25.666666666666664
2025-04-12,41.99999999999999
2025-04-13,59.88888888888888
2025-04-14,61.444444444444436
2025-04-15,42.77777777777777
2025-04-16,51.33333333333333
2025-04-17,40.44444444444444
2025-04-18,35.77777777777777
2025-04-19,77.77777777777777
2025-04-20,72.33333333333333
2025-04-21,45.11111111111111
2025-04-22,41.99999999999999
2025-04-23,38.888888888888886
2025-04-24,34.222222222222214
2025-04-25,35.77777777777777
2025-04-26,45.888888888888886
2025-04-27,52.888888888888886
2025-04-28,35.77777777777777
2025-04-29,41.99999999999999
2025-04-30,43.55555555555555
2025-05-01,42.77777777777777
2025-05-02,42.77777777777777
2025-05-03,50.55555555555555
2025-05-04,53.66666666666666
2025-05-05,43.55555555555555
2025-05-06,37.33333333333333
2025-05-07,34.99999999999999
2025-05-08,38.888888888888886
2025-05-09,35.77777777777777
2025-05-10,54.444444444444436
2025-05-11,66.88888888888889
2025-05-12,40.44444444444444
2025-05-13,48.222222222222214
2025-05-14,43.55555555555555
2025-05-15,58.33333333333333
2025-05-16,38.888888888888886
2025-05-17,56.77777777777777
2025-05-18,49.77777777777777
2025-05-19,35.77777777777777
2025-05-20,34.222222222222214
2025-05-21,33.44444444444444
2025-05-22,31.111111111111107
2025-05-23,30.33333333333333
2025-05-24,35.77777777777777
2025-05-25,40.44444444444444
2025-05-26,39.666666666666664
2025-05-27,31.888888888888886
2025-05-28,31.888888888888886
2025-05-29,37.33333333333333
2025-05-30,33.44444444444444
2025-05-31,29.55555555555555
2025-06-01,53.66666666666666
2025-06-02,29.55555555555555
2025-06-03,26.444444444444443
2025-06-04,21.777777777777775
2025-06-05,36.55555555555555
2025-06-06,52.888888888888886
2025-06-07,48.222222222222214
2025-06-08,59.1111111111111
2025-06-09,40.44444444444444
2025-06-10,31.888888888888886
2025-06-11,36.55555555555555
2025-06-12,38.888888888888886
2025-06-13,29.55555555555555
2025-06-14,40.44444444444444
2025-06-15,34.99999999999999
2025-06-16,33.44444444444444
2025-06-17,38.11111111111111
2025-06-18,29.55555555555555
2025-06-19,41.222222222222214
2025-06-20,54.444444444444436
2025-06-21,18.666666666666664
2025-06-22,28.777777777777775
2025-06-23,23.33333333333333
2025-06-24,4.666666666666666
2025-06-25,5.444444444444444
2025-06-26,8.555555555555554
2025-06-27,7.777777777777777
2025-06-28,5.444444444444444
2025-06-29,4.666666666666666
2025-06-30,4.666666666666666
2025-07-01,4.666666666666666
2025-07-02,3.8888888888888884
2025-07-03,4.666666666666666
2025-07-04,4.666666666666666
2025-07-05,13.999999999999998
2025-07-06,13.999999999999998
2025-07-07,8.555555555555554
2025-07-08,9.333333333333332
2025-07-09,8.555555555555554
2025-07-10,12.444444444444443
2025-07-11,13.222222222222221
2025-07-12,11.666666666666664
2025-07-13,10.888888888888888
2025-07-14,9.333333333333332
2025-07-15,8.555555555555554
2025-07-16,7.777777777777777
2025-07-17,11.666666666666664
2025-07-18,9.333333333333332
2025-07-19,11.666666666666664
2025-07-20,10.11111111111111
2025-07-21,7.777777777777777
2025-07-22,5.444444444444444
2025-07-23,3.8888888888888884
2025-07-24,5.444444444444444
2025-07-25,4.666666666666666
2025-07-26,5.444444444444444
2025-07-27,6.222222222222221
2025-07-28,5.444444444444444
2025-07-29,7.777777777777777
2025-07-30,12.444444444444443
2025-07-31,11.666666666666664
2025-08-01,7.777777777777777
2025-08-02,4.666666666666666
2025-08-03,4.666666666666666
2025-08-04,4.666666666666666
2025-08-05,5.444444444444444
2025-08-06,6.222222222222221
2025-08-07,5.444444444444444
2025-08-08,9.333333333333332
2025-08-09,10.11111111111111
2025-08-10,8.555555555555554
2025-08-11,7.777777777777777
2025-08-12,12.444444444444443
2025-08-13,10.11111111111111
2025-08-14,20.999999999999996
2025-08-15,8.555555555555554
2025-08-16,4.666666666666666
2025-08-17,4.666666666666666
2025-08-18,3.8888888888888884
2025-08-19,3.8888888888888884
2025-08-20,3.1111111111111107
2025-08-21,3.1111111111111107
2025-08-22,2.333333333333333
2025-08-23,3.1111111111111107
2025-08-24,3.1111111111111107
2025-08-25,3.1111111111111107
2025-08-26,3.1111111111111107
2025-08-27,3.1111111111111107
2025-08-28,3.1111111111111107
2025-08-29,3.1111111111111107
2025-08-30,3.1111111111111107
2025-08-31,3.1111111111111107
2025-09-01,3.1111111111111107
2025-09-02,2.333333333333333
2025-09-03,3.1111111111111107
2025-09-04,3.1111111111111107
2025-09-05,3.1111111111111107
2025-09-06,3.1111111111111107
2025-09-07,3.1111111111111107
2025-09-08,3.1111111111111107
2025-09-09,3.1111111111111107
2025-09-10,2.333333333333333
2025-09-11,2.333333333333333
2025-09-12,3.1111111111111107
2025-09-13,2.333333333333333
2025-09-14,3.1111111111111107
2025-09-15,3.1111111111111107
2025-09-16,3.1111111111111107
2025-09-17,3.1111111111111107
2025-09-18,3.1111111111111107
2025-09-19,3.1111111111111107
2025-09-20,3.1111111111111107
2025-09-21,3.1111111111111107
2025-09-22,3.1111111111111107
2025-09-23,3.1111111111111107
2025-09-24,3.8888888888888884
2025-09-25,3.8888888888888884
2025-09-26,3.1111111111111107
2025-09-27,3.1111111111111107
2025-09-28,4.666666666666666
2025-09-29,4.666666666666666
2025-09-30,5.444444444444444
2025-10-01,5.444444444444444
2025-10-02,9.333333333333332
2025-10-03,9.333333333333332
2025-10-04,9.333333333333332
2025-10-05,9.333333333333332
2025-10-06,10.11111111111111
2025-10-07,10.11111111111111
2025-10-08,9.333333333333332
2025-10-09,9.333333333333332
2025-10-10,9.333333333333332
2025-10-11,8.555555555555554
2025-10-12,9.333333333333332
2025-10-13,10.888888888888888
2025-10-14,9.333333333333332
2025-10-15,11.666666666666664
2025-10-16,10.888888888888888
2025-10-17,10.11111111111111
2025-10-18,10.888888888888888
2025-10-19,10.11111111111111
2025-10-20,15.555555555555554
2025-10-21,36.55555555555555
2025-10-22,45.11111111111111
2025-10-23,35.77777777777777
2025-10-24,33.44444444444444
2025-10-25,34.99999999999999
2025-10-26,28.777777777777775
2025-10-27,24.111111111111107
2025-10-28,26.444444444444443
2025-10-29,25.666666666666664
2025-10-30,24.888888888888886
2025-10-31,25.666666666666664
2025-11-01,28.777777777777775
2025-11-02,22.555555555555554
2025-11-03,22.555555555555554
2025-11-04,24.111111111111107
2025-11-05,23.33333333333333
2025-11-06,24.111111111111107
2025-11-07,20.999999999999996
2025-11-08,28.777777777777775
2025-11-09,24.111111111111107
2025-11-10,19.444444444444443
2025-11-11,22.555555555555554
2025-11-12,23.33333333333333
2025-11-13,23.33333333333333
2025-11-14,19.444444444444443
2025-11-15,27.222222222222218
2025-11-16,22.555555555555554
2025-11-17,18.666666666666664
2025-11-18,20.22222222222222
2025-11-19,24.111111111111107
2025-11-20,20.22222222222222
2025-11-21,20.22222222222222
2025-11-22,24.888888888888886
2025-11-23,21.777777777777775
2025-11-24,19.444444444444443
2025-11-25,19.444444444444443
2025-11-26,26.444444444444443
2025-11-27,26.444444444444443
2025-11-28,20.22222222222222
2025-11-29,31.111111111111107
2025-11-30,25.666666666666664
2025-12-01,19.444444444444443
2025-12-02,23.33333333333333
2025-12-03,24.888888888888886
2025-12-04,20.22222222222222
2025-12-05,20.999999999999996
2025-12-06,26.444444444444443
2025-12-07,22.555555555555554
2025-12-08,20.999999999999996
2025-12-09,22.555555555555554
2025-12-10,22.555555555555554
2025-12-11,22.555555555555557
2025-12-12,21.602777777777774
2025-12-13,25.802777777777777
2025-12-14,27.144444444444442
2025-12-15,18.919444444444444
2025-12-16,19.30833333333333
2025-12-17,22.555555555555557
2025-12-18,17.966666666666665
2025-12-19,19.30833333333333
2025-12-20,21.602777777777774
2025-12-21,21.602777777777774
2025-12-22,17.966666666666665
2025-12-23,21.21388888888889
2025-12-24,30.002777777777773
2025-12-25,45.111111111111114
2025-12-26,30.002777777777773
2025-12-27,25.802777777777777
2025-12-28,23.508333333333333
2025-12-29,18.919444444444444
2025-12-30,21.602777777777774
2025-12-31,24.849999999999998
2026-01-01,21.602777777777774
2026-01-02,20.261111111111113
2026-01-03,24.849999999999998
2026-01-04,20.261111111111113
2026-01-05,18.355555555555554
2026-01-06,20.261111111111113
2026-01-07,19.30833333333333
2026-01-08,18.919444444444444
2026-01-09,17.013888888888886
2026-01-10,24.81111111111111
2026-01-11,19.17222222222222
2026-01-12,16.916666666666668
2026-01-13,18.044444444444444
2026-01-14,20.3
2026-01-15,19.17222222222222
2026-01-16,20.3
2026-01-17,20.3
2026-01-18,22.555555555555557
2026-01-19,24.81111111111111
2026-01-20,16.916666666666668
2026-01-21,20.3
2026-01-22,18.044444444444444
2026-01-23,20.3
2026-01-24,27.066666666666666
2026-01-25,22.555555555555557
2026-01-26,20.3
2026-01-27,18.044444444444444
2026-01-28,18.044444444444444
2026-01-29,20.3
2026-01-30,21.427777777777777
2026-01-31,28.194444444444443
2026-02-01,27.066666666666666
2026-02-02,21.427777777777777
2026-02-03,19.17222222222222
2026-02-04,22.555555555555557
2026-02-05,22.555555555555557
2026-02-06,20.3
2026-02-07,25.93888888888889
2026-02-08,22.555555555555557
2026-02-09,16.916666666666668
2026-02-10,22.555555555555557
2026-02-11,22.555555555555557
2026-02-12,22.555555555555557
2026-02-13,31.577777777777776
2026-02-14,53.00555555555555
2026-02-15,38.34444444444444
2026-02-16,13.533333333333333
2026-02-17,10.15
2026-02-18,10.15
2026-02-19,13.533333333333333
2026-02-20,19.17222222222222
2026-02-21,21.427777777777777
2026-02-22,23.683333333333334
2026-02-23,18.044444444444444
2026-02-24,16.916666666666668
2026-02-25,18.044444444444444
2026-02-26,19.17222222222222
2026-02-27,18.044444444444444
2026-02-28,22.555555555555557
2026-03-01,25.93888888888889
2026-03-02,22.555555555555557
2026-03-03,22.555555555555557
2026-03-04,19.17222222222222
2026-03-05,24.81111111111111
2026-03-06,25.93888888888889
2026-03-07,29.322222222222223
2026-03-08,30.45
2026-03-09,24.81111111111111
2026-03-10,27.066666666666666
2026-03-11,24.81111111111111
2026-03-12,23.683333333333334
2026-03-13,24.81111111111111
2026-03-14,29.322222222222223
2026-03-15,30.45
2026-03-16,27.066666666666666
2026-03-17,25.93888888888889
2026-03-18,22.555555555555557
2026-03-19,24.81111111111111
2026-03-20,24.81111111111111
2026-03-21,25.93888888888889
2026-03-22,27.066666666666666
2026-03-23,24.81111111111111
2026-03-24,22.555555555555557
2026-03-25,23.683333333333334
2026-03-26,24.81111111111111
2026-03-27,20.3
2026-03-28,27.066666666666666
2026-03-29,29.322222222222223
2026-03-30,21.427777777777777
2026-03-31,24.81111111111111
2026-04-01,23.683333333333334
2026-04-02,25.93888888888889
2026-04-03,27.066666666666666
2026-04-04,25.93888888888889
2026-04-05,32.705555555555556
2026-04-06,27.066666666666666
2026-04-07,25.93888888888889
2026-04-08,29.322222222222223
2026-04-09,27.066666666666666
2026-04-10,31.577777777777776
2026-04-11,42.855555555555554
2026-04-12,45.111111111111114
2026-04-13,65.41111111111111
2026-04-14,43.983333333333334
2026-04-15,54.13333333333333
2026-04-16,54.13333333333333
2026-04-17,60.9
2026-04-18,112.77777777777777
2026-04-19,106.0111111111111
2026-04-20,53.00555555555555
2026-04-21,51.87777777777778
2026-04-22,45.111111111111114
2026-04-23,43.983333333333334
2026-04-24,49.62222222222222
2026-04-25,60.9
2026-04-26,71.05
2026-04-27,48.49444444444445
2026-04-28,51.87777777777778
2026-04-29,49.62222222222222
2026-04-30,48.49444444444445
2026-05-01,58.644444444444446
2026-05-02,73.30555555555556
2026-05-03,83.45555555555555
2026-05-04,48.49444444444445
2026-05-05,50.75
2026-05-06,42.855555555555554
2026-05-07,42.855555555555554
2026-05-08,47.36666666666667
2026-05-09,54.13333333333333
2026-05-10,78.94444444444444
2026-05-11,42.855555555555554
2026-05-12,50.75
2026-05-13,41.727777777777774
2026-05-14,45.111111111111114
2026-05-15,45.111111111111114
2026-05-16,63.15555555555555
2026-05-17,51.87777777777778
2026-05-18,53.00555555555555
2026-05-19,47.36666666666667
2026-05-20,43.983333333333334
2026-05-21,40.6
2026-05-22,41.727777777777774
2026-05-23,47.36666666666667
2026-05-24,60.9
2026-05-25,50.75
2026-05-26,67.66666666666667
2026-05-27,47.36666666666667
2026-05-28,38.34444444444444
2026-05-29,48.49444444444445
2026-05-30,47.36666666666667
2026-05-31,80.07222222222222
