Time,tsla_stock
2024-09-26,37.51929263920311
2024-09-27,35.64332800724296
2024-09-28,7.503858527840622
2024-09-29,5.627893895880467
2024-09-30,35.64332800724296
2024-10-01,33.7673633752828
2024-10-02,39.39525727116327
2024-10-03,35.64332800724296
2024-10-04,37.51929263920311
2024-10-05,7.503858527840622
2024-10-06,5.627893895880467
2024-10-07,33.7673633752828
2024-10-08,33.7673633752828
2024-10-09,30.015434111362488
2024-10-10,45.023151167043736
2024-10-11,106.92998402172887
2024-10-12,16.8836816876414
2024-10-13,9.379823159800777
2024-10-14,46.89911579900389
2024-10-15,37.51929263920311
2024-10-16,31.891398743322643
2024-10-17,33.7673633752828
2024-10-18,31.891398743322643
2024-10-19,7.503858527840622
2024-10-20,5.627893895880467
2024-10-21,33.7673633752828
2024-10-22,31.891398743322643
2024-10-23,75.03858527840622
2024-10-24,106.92998402172887
2024-10-25,84.418408438207
2024-10-26,16.8836816876414
2024-10-27,9.379823159800777
2024-10-28,54.40297432684451
2024-10-29,43.14718653508358
2024-10-30,37.51929263920311
2024-10-31,35.64332800724296
2024-11-01,33.7673633752828
2024-11-02,7.503858527840622
2024-11-03,5.627893895880467
2024-11-04,31.891398743322643
2024-11-05,35.64332800724296
2024-11-06,97.55016086192809
2024-11-07,88.17033770212731
2024-11-08,101.3020901258484
2024-11-09,26.263504847442178
2024-11-10,16.8836816876414
2024-11-11,108.80594865368901
2024-11-12,114.43384254956949
2024-11-13,97.55016086192809
2024-11-14,78.79051454232653
2024-11-15,67.5347267505656
2024-11-16,15.007717055681244
2024-11-17,11.255787791760934
2024-11-18,84.418408438207
2024-11-19,63.782797486645286
2024-11-20,61.906832854685135
2024-11-21,50.6510450629242
2024-11-22,50.6510450629242
2024-11-23,13.131752423721089
2024-11-24,7.503858527840622
2024-11-25,52.527009694884356
2024-11-26,50.6510450629242
2024-11-27,43.14718653508358
2024-11-28,11.255787791760934
2024-11-29,31.891398743322643
2024-11-30,9.379823159800777
2024-12-01,9.379823159800777
2024-12-02,52.527009694884356
2024-12-03,48.775080430964046
2024-12-04,43.14718653508358
2024-12-05,48.775080430964046
2024-12-06,56.278938958804666
2024-12-07,18.759646319601554
2024-12-08,11.255787791760934
2024-12-09,60.030868222724976
2024-12-10,63.782797486645286
2024-12-11,76.91454991036638
2024-12-12,80.66647917428669
2024-12-13,69.41069138252575
2024-12-14,18.759646319601554
2024-12-15,11.255787791760934
2024-12-16,78.79051454232653
2024-12-17,95.67419622996793
2024-12-18,95.67419622996793
2024-12-19,88.17033770212731
2024-12-20,78.79051454232653
2024-12-21,16.8836816876414
2024-12-22,11.255787791760934
2024-12-23,60.030868222724976
2024-12-24,58.15490359076482
2024-12-25,18.759646319601554
2024-12-26,60.030868222724976
2024-12-27,56.278938958804666
2024-12-28,13.131752423721089
2024-12-29,7.503858527840622
2024-12-30,56.278938958804666
2024-12-31,54.40297432684451
2025-01-01,16.8836816876414
2025-01-02,88.17033770212731
2025-01-03,73.16262064644606
2025-01-04,16.8836816876414
2025-01-05,11.255787791760934
2025-01-06,63.782797486645286
2025-01-07,60.030868222724976
2025-01-08,52.527009694884356
2025-01-09,26.263504847442178
2025-01-10,48.775080430964046
2025-01-11,9.379823159800777
2025-01-12,7.503858527840622
2025-01-13,50.6510450629242
2025-01-14,56.278938958804666
2025-01-15,52.527009694884356
2025-01-16,52.527009694884356
2025-01-17,58.15490359076482
2025-01-18,11.255787791760934
2025-01-19,7.503858527840622
2025-01-20,20.63561095156171
2025-01-21,73.16262064644606
2025-01-22,61.906832854685135
2025-01-23,48.775080430964046
2025-01-24,48.775080430964046
2025-01-25,11.255787791760934
2025-01-26,7.503858527840622
2025-01-27,63.782797486645286
2025-01-28,54.40297432684451
2025-01-29,91.92226696604762
2025-01-30,91.92226696604762
2025-01-31,58.15490359076482
2025-02-01,15.007717055681244
2025-02-02,9.379823159800777
2025-02-03,69.41069138252575
2025-02-04,58.15490359076482
2025-02-05,50.6510450629242
2025-02-06,58.15490359076482
2025-02-07,54.40297432684451
2025-02-08,15.007717055681244
2025-02-09,9.379823159800777
2025-02-10,54.40297432684451
2025-02-11,73.16262064644606
2025-02-12,78.79051454232653
2025-02-13,67.5347267505656
2025-02-14,56.278938958804666
2025-02-15,13.131752423721089
2025-02-16,9.379823159800777
2025-02-17,18.759646319601554
2025-02-18,52.527009694884356
2025-02-19,46.89911579900389
2025-02-20,45.023151167043736
2025-02-21,48.775080430964046
2025-02-22,15.007717055681244
2025-02-23,7.503858527840622
2025-02-24,50.6510450629242
2025-02-25,80.66647917428669
2025-02-26,84.418408438207
2025-02-27,82.54244380624684
2025-02-28,84.418408438207
2025-03-01,18.759646319601554
2025-03-02,13.131752423721089
2025-03-03,75.03858527840622
2025-03-04,95.67419622996793
2025-03-05,75.03858527840622
2025-03-06,80.66647917428669
2025-03-07,80.66647917428669
2025-03-08,20.63561095156171
2025-03-09,18.759646319601554
2025-03-10,161.33295834857338
2025-03-11,187.59646319601555
2025-03-12,136.94541813309135
2025-03-13,123.81366570937027
2025-03-14,106.92998402172887
2025-03-15,26.263504847442178
2025-03-16,18.759646319601554
2025-03-17,99.42612549388824
2025-03-18,120.06173644544995
2025-03-19,121.93770107741011
2025-03-20,118.1857718134898
2025-03-21,108.80594865368901
2025-03-22,30.015434111362488
2025-03-23,18.759646319601554
2025-03-24,105.05401938976871
2025-03-25,97.55016086192809
2025-03-26,108.80594865368901
2025-03-27,95.67419622996793
2025-03-28,86.29437307016715
2025-03-29,22.511575583521868
2025-03-30,16.8836816876414
2025-03-31,93.79823159800777
2025-04-01,80.66647917428669
2025-04-02,125.68963034133041
2025-04-03,138.8213827650515
2025-04-04,121.93770107741011
2025-04-05,35.64332800724296
2025-04-06,22.511575583521868
2025-04-07,127.56559497329057
2025-04-08,101.3020901258484
2025-04-09,120.06173644544995
2025-04-10,97.55016086192809
2025-04-11,76.91454991036638
2025-04-12,15.007717055681244
2025-04-13,11.255787791760934
2025-04-14,69.41069138252575
2025-04-15,62.24496497266573
2025-04-16,67.46595411640004
2025-04-17,60.50463525808762
2025-04-18,25.969310801289566
2025-04-19,8.701648572890537
2025-04-20,6.9613188583124295
2025-04-21,84.73361634479907
2025-04-22,150.459240746621
2025-04-23,120.2069231175772
2025-04-24,73.48929065873239
2025-04-25,75.2296203733105
2025-04-26,18.205644544379105
2025-04-27,11.244325686066675
2025-04-28,71.74896094415429
2025-04-29,63.182947288645806
2025-04-30,57.96195814491148
2025-05-01,65.72562440182193
2025-05-02,51.93862160257913
2025-05-03,12.984655400644783
2025-05-04,7.76366625691046
2025-05-05,50.19829188800102
2025-05-06,46.717632458844804
2025-05-07,47.519979857442834
2025-05-08,47.519979857442834
2025-05-09,54.481298715755266
2025-05-10,12.984655400644783
2025-05-11,9.503995971488568
2025-05-12,80.45060951704482
2025-05-13,63.98529468724384
2025-05-14,69.20628383097815
2025-05-15,59.3737074962542
2025-05-16,59.3737074962542
2025-05-17,14.442253174764534
2025-05-18,9.628168783176356
2025-05-19,56.164317901862084
2025-05-20,57.76901269905814
2025-05-21,54.559623104666024
2025-05-22,49.74553871307784
2025-05-23,43.32675952429361
2025-05-24,8.023473985980297
2025-05-25,6.418779188784238
2025-05-26,11.232863580372417
2025-05-27,60.97840229345026
2025-05-28,64.18779188784238
2025-05-29,62.58309709064632
2025-05-30,49.74553871307784
2025-05-31,9.628168783176356
2025-06-01,8.023473985980297
2025-06-02,46.53614911868572
2025-06-03,48.14084391588178
2025-06-04,49.74553871307784
2025-06-05,131.58497337007688
2025-06-06,160.46947971960594
2025-06-07,24.07042195794089
2025-06-08,14.442253174764534
2025-06-09,81.83943465699903
2025-06-10,73.81596067101873
2025-06-11,78.63004506260691
2025-06-12,62.58309709064632
2025-06-13,57.76901269905814
2025-06-14,11.232863580372417
2025-06-15,8.023473985980297
2025-06-16,52.95492830746996
2025-06-17,46.53614911868572
2025-06-18,46.53614911868572
2025-06-19,22.465727160744834
2025-06-20,41.722064727097546
2025-06-21,9.628168783176356
2025-06-22,9.628168783176356
2025-06-23,77.02535026541085
2025-06-24,65.79248668503844
2025-06-25,59.3737074962542
2025-06-26,49.74553871307784
2025-06-27,51.3502335102739
2025-06-28,11.232863580372417
2025-06-29,8.023473985980297
2025-06-30,49.74553871307784
2025-07-01,80.23473985980297
2025-07-02,80.23473985980297
2025-07-03,49.74553871307784
2025-07-04,14.442253174764534
2025-07-05,8.023473985980297
2025-07-06,11.232863580372417
2025-07-07,97.88638262895962
2025-07-08,69.00187627943056
2025-07-09,57.76901269905814
2025-07-10,54.559623104666024
2025-07-11,49.74553871307784
2025-07-12,11.232863580372417
2025-07-13,8.023473985980297
2025-07-14,51.3502335102739
2025-07-15,48.14084391588178
2025-07-16,46.53614911868572
2025-07-17,44.93145432148967
2025-07-18,46.53614911868572
2025-07-19,12.837558377568476
2025-07-20,9.628168783176356
2025-07-21,49.74553871307784
2025-07-22,49.74553871307784
2025-07-23,101.09577222335174
2025-07-24,99.49107742615568
2025-07-25,67.3971814822345
2025-07-26,14.442253174764534
2025-07-27,9.628168783176356
2025-07-28,57.76901269905814
2025-07-29,46.53614911868572
2025-07-30,44.93145432148967
2025-07-31,46.53614911868572
2025-08-01,46.53614911868572
2025-08-02,11.232863580372417
2025-08-03,8.023473985980297
2025-08-04,49.74553871307784
2025-08-05,41.722064727097546
2025-08-06,41.722064727097546
2025-08-07,41.722064727097546
2025-08-08,41.722064727097546
2025-08-09,9.628168783176356
2025-08-10,8.023473985980297
2025-08-11,51.3502335102739
2025-08-12,48.14084391588178
2025-08-13,40.117369929901486
2025-08-14,38.512675132705425
2025-08-15,35.30328553831331
2025-08-16,6.418779188784238
2025-08-17,6.418779188784238
2025-08-18,38.512675132705425
2025-08-19,35.30328553831331
2025-08-20,35.30328553831331
2025-08-21,33.69859074111725
2025-08-22,38.512675132705425
2025-08-23,9.628168783176356
2025-08-24,6.418779188784238
2025-08-25,41.722064727097546
2025-08-26,35.30328553831331
2025-08-27,40.117369929901486
2025-08-28,35.30328553831331
2025-08-29,32.09389594392119
2025-08-30,6.418779188784238
2025-08-31,6.418779188784238
2025-09-01,6.418779188784238
2025-09-02,35.30328553831331
2025-09-03,35.30328553831331
2025-09-04,33.69859074111725
2025-09-05,43.32675952429361
2025-09-06,9.628168783176356
2025-09-07,6.418779188784238
2025-09-08,35.30328553831331
2025-09-09,33.69859074111725
2025-09-10,35.30328553831331
2025-09-11,38.512675132705425
2025-09-12,59.3737074962542
2025-09-13,11.232863580372417
2025-09-14,8.023473985980297
2025-09-15,81.83943465699903
2025-09-16,65.79248668503844
2025-09-17,60.97840229345026
2025-09-18,52.95492830746996
2025-09-19,46.53614911868572
2025-09-20,11.232863580372417
2025-09-21,8.023473985980297
2025-09-22,57.76901269905814
2025-09-23,49.74553871307784
2025-09-24,46.53614911868572
2025-09-25,48.14084391588178
2025-09-26,46.53614911868572
2025-09-27,11.232863580372417
2025-09-28,6.418779188784238
2025-09-29,48.14084391588178
2025-09-30,43.32675952429361
2025-10-01,49.74553871307784
2025-10-02,75.42065546821479
2025-10-03,59.3737074962542
2025-10-04,9.628168783176356
2025-10-05,6.418779188784238
2025-10-06,56.164317901862084
2025-10-07,62.58309709064632
2025-10-08,49.74553871307784
2025-10-09,38.512675132705425
2025-10-10,44.93145432148967
2025-10-11,11.232863580372417
2025-10-12,8.023473985980297
2025-10-13,41.722064727097546
2025-10-14,38.512675132705425
2025-10-15,35.30328553831331
2025-10-16,36.907980335509365
2025-10-17,36.907980335509365
2025-10-18,8.023473985980297
2025-10-19,6.418779188784238
2025-10-20,41.722064727097546
2025-10-21,40.117369929901486
2025-10-22,78.63004506260691
2025-10-23,75.42065546821479
2025-10-24,48.14084391588178
2025-10-25,9.628168783176356
2025-10-26,4.814084391588178
2025-10-27,46.53614911868572
2025-10-28,43.32675952429361
2025-10-29,46.53614911868572
2025-10-30,40.117369929901486
2025-10-31,40.117369929901486
2025-11-01,8.023473985980297
2025-11-02,6.418779188784238
2025-11-03,43.32675952429361
2025-11-04,43.32675952429361
2025-11-05,43.32675952429361
2025-11-06,59.3737074962542
2025-11-07,60.97840229345026
2025-11-08,12.837558377568476
2025-11-09,6.418779188784238
2025-11-10,41.722064727097546
2025-11-11,36.907980335509365
2025-11-12,35.30328553831331
2025-11-13,49.74553871307784
2025-11-14,49.74553871307784
2025-11-15,11.232863580372417
2025-11-16,6.418779188784238
2025-11-17,40.117369929901486
2025-11-18,41.722064727097546
2025-11-19,40.117369929901486
2025-11-20,43.32675952429361
2025-11-21,38.512675132705425
2025-11-22,11.232863580372417
2025-11-23,6.418779188784238
2025-11-24,40.117369929901486
2025-11-25,40.117369929901486
2025-11-26,33.69859074111725
2025-11-27,9.628168783176356
2025-11-28,22.465727160744834
2025-11-29,8.023473985980297
2025-11-30,4.814084391588178
2025-12-01,32.09389594392119
2025-12-02,32.09389594392119
2025-12-03,30.48920114672513
2025-12-04,35.30328553831331
2025-12-05,28.88450634952907
2025-12-06,8.023473985980297
2025-12-07,4.814084391588178
2025-12-08,30.48920114672513
2025-12-09,33.69859074111725
2025-12-10,30.48920114672513
2025-12-11,28.915970953395657
2025-12-12,30.347610429325478
2025-12-13,8.416781534312666
2025-12-14,5.2388565437871355
2025-12-15,41.627670915497774
2025-12-16,48.29816693521473
2025-12-17,48.29816693521473
2025-12-18,43.0593103914276
2025-12-19,36.703460410376536
2025-12-20,10.965414447506408
2025-12-21,6.041203942385165
2025-12-22,41.627670915497774
2025-12-23,33.8401814585169
2025-12-24,27.16968543879995
2025-12-25,7.787489456980877
2025-12-26,27.484331477465844
2025-12-27,6.670496019716953
2025-12-28,6.355849981051059
2025-12-29,32.09389594392119
2025-12-30,32.09389594392119
2025-12-31,26.052692001536023
2026-01-01,8.416781534312666
2026-01-02,38.76439196363815
2026-01-03,11.280060486172301
2026-01-04,6.355849981051059
2026-01-05,33.8401814585169
2026-01-06,39.88138540090206
2026-01-07,34.957174895780824
2026-01-08,30.347610429325478
2026-01-09,30.66225646799137
2026-01-10,6.2929207733178805
2026-01-11,5.034336618654304
2026-01-12,30.206019711925826
2026-01-13,25.80097517060331
2026-01-14,23.913098938607945
2026-01-15,25.171683093271522
2026-01-16,21.395930629280794
2026-01-17,6.922212850649668
2026-01-18,5.034336618654304
2026-01-19,8.810089082645032
2026-01-20,29.57672763459404
2026-01-21,30.206019711925826
2026-01-22,30.206019711925826
2026-01-23,30.835311789257613
2026-01-24,8.180797005313245
2026-01-25,5.034336618654304
2026-01-26,25.171683093271522
2026-01-27,25.80097517060331
2026-01-28,50.972658263874834
2026-01-29,62.92920773317881
2026-01-30,38.38681671723907
2026-01-31,10.068673237308609
2026-02-01,6.2929207733178805
2026-02-02,34.611064253248344
2026-02-03,32.72318802125298
2026-02-04,30.835311789257613
2026-02-05,35.86964840791192
2026-02-06,33.981772175916554
2026-02-07,8.810089082645032
2026-02-08,5.034336618654304
2026-02-09,25.171683093271522
2026-02-10,25.171683093271522
2026-02-11,25.80097517060331
2026-02-12,25.80097517060331
2026-02-13,25.171683093271522
2026-02-14,5.663628695986093
2026-02-15,3.7757524639907283
2026-02-16,8.810089082645032
2026-02-17,22.65451478394437
2026-02-18,24.542391015939735
2026-02-19,22.65451478394437
2026-02-20,22.65451478394437
2026-02-21,6.2929207733178805
2026-02-22,4.405044541322516
2026-02-23,25.171683093271522
2026-02-24,22.65451478394437
2026-02-25,25.171683093271522
2026-02-26,22.02522270661258
2026-02-27,22.02522270661258
2026-02-28,6.922212850649668
2026-03-01,4.405044541322516
2026-03-02,30.206019711925826
2026-03-03,30.206019711925826
2026-03-04,29.57672763459404
2026-03-05,30.835311789257613
2026-03-06,26.4302672479351
2026-03-07,6.2929207733178805
2026-03-08,7.551504927981457
2026-03-09,30.206019711925826
2026-03-10,25.80097517060331
2026-03-11,23.283806861276158
2026-03-12,25.171683093271522
2026-03-13,23.283806861276158
2026-03-14,8.180797005313245
2026-03-15,41.53327710389801
2026-03-16,30.835311789257613
2026-03-17,42.1625691812298
2026-03-18,44.05044541322516
2026-03-19,56.636286959860925
2026-03-20,36.49894048524371
2026-03-21,14.473717778631125
2026-03-22,8.810089082645032
2026-03-23,30.206019711925826
2026-03-24,24.542391015939735
2026-03-25,24.542391015939735
2026-03-26,22.02522270661258
2026-03-27,23.913098938607945
2026-03-28,6.922212850649668
2026-03-29,6.922212850649668
2026-03-30,25.171683093271522
2026-03-31,27.059559325266886
2026-04-01,26.4302672479351
2026-04-02,30.835311789257613
2026-04-03,12.585841546635761
2026-04-04,5.663628695986093
2026-04-05,3.7757524639907283
2026-04-06,30.835311789257613
2026-04-07,32.72318802125298
2026-04-08,33.981772175916554
2026-04-09,25.171683093271522
2026-04-10,23.913098938607945
2026-04-11,6.2929207733178805
2026-04-12,5.663628695986093
2026-04-13,23.913098938607945
2026-04-14,24.542391015939735
2026-04-15,33.981772175916554
2026-04-16,33.35248009858476
2026-04-17,42.79186125856159
2026-04-18,8.810089082645032
2026-04-19,5.663628695986093
2026-04-20,28.318143479930463
2026-04-21,28.318143479930463
2026-04-22,54.11911865053377
2026-04-23,52.23124241853841
2026-04-24,33.35248009858476
2026-04-25,8.180797005313245
2026-04-26,5.663628695986093
2026-04-27,31.464603866589403
2026-04-28,22.02522270661258
2026-04-29,23.913098938607945
2026-04-30,25.80097517060331
2026-05-01,24.542391015939735
2026-05-02,8.180797005313245
2026-05-03,6.2929207733178805
2026-05-04,24.542391015939735
2026-05-05,24.542391015939735
2026-05-06,27.688851402598672
2026-05-07,27.688851402598672
2026-05-08,33.35248009858476
2026-05-09,8.180797005313245
2026-05-10,6.922212850649668
2026-05-11,33.35248009858476
2026-05-12,30.835311789257613
2026-05-13,32.72318802125298
2026-05-14,32.09389594392119
2026-05-15,25.171683093271522
2026-05-16,6.2929207733178805
2026-05-17,5.034336618654304
2026-05-18,28.318143479930463
2026-05-19,24.542391015939735
2026-05-20,23.283806861276158
2026-05-21,27.688851402598672
2026-05-22,29.57672763459404
2026-05-23,11.956549469303972
2026-05-24,5.034336618654304
2026-05-25,5.663628695986093
2026-05-26,27.059559325266886
2026-05-27,29.57672763459404
2026-05-28,28.318143479930463
2026-05-29,25.80097517060331
2026-05-30,6.922212850649668
2026-05-31,6.922212850649668
