Time,harris
2023-05-10,45.87015721956081
2023-05-11,45.247066199401985
2023-05-12,54.25811015014629
2023-05-13,47.83535350287753
2023-05-14,49.08153554319519
2023-05-15,50.423640806353085
2023-05-16,45.87015721956081
2023-05-17,46.493248239719634
2023-05-18,45.247066199401985
2023-05-19,45.247066199401985
2023-05-20,34.27082596534096
2023-05-21,34.27082596534096
2023-05-22,45.247066199401985
2023-05-23,45.87015721956081
2023-05-24,45.87015721956081
2023-05-25,43.28186991608526
2023-05-26,41.12400733048259
2023-05-27,38.63164324984728
2023-05-28,37.38546120952962
2023-05-29,43.616371411117896
2023-05-30,42.37018937080025
2023-05-31,44.86255345143555
2023-06-01,44.86255345143555
2023-06-02,48.60109957238851
2023-06-03,38.63164324984728
2023-06-04,36.139279169211974
2023-06-05,47.35491753207086
2023-06-06,49.84728161270617
2023-06-07,48.60109957238851
2023-06-08,44.86255345143555
2023-06-09,42.37018937080025
2023-06-10,34.89309712889432
2023-06-11,34.89309712889432
2023-06-12,44.86255345143555
2023-06-13,44.86255345143555
2023-06-14,48.60109957238851
2023-06-15,46.10873549175321
2023-06-16,43.616371411117896
2023-06-17,39.877825290164935
2023-06-18,46.10873549175321
2023-06-19,46.10873549175321
2023-06-20,46.10873549175321
2023-06-21,46.10873549175321
2023-06-22,42.37018937080025
2023-06-23,47.35491753207086
2023-06-24,42.37018937080025
2023-06-25,46.10873549175321
2023-06-26,46.10873549175321
2023-06-27,51.093463653023825
2023-06-28,51.093463653023825
2023-06-29,44.86255345143555
2023-06-30,47.35491753207086
2023-07-01,39.877825290164935
2023-07-02,37.38546120952962
2023-07-03,44.86255345143555
2023-07-04,42.37018937080025
2023-07-05,46.10873549175321
2023-07-06,46.10873549175321
2023-07-07,46.10873549175321
2023-07-08,54.832009773976786
2023-07-09,42.37018937080025
2023-07-10,43.616371411117896
2023-07-11,47.35491753207086
2023-07-12,48.60109957238851
2023-07-13,53.58582773365913
2023-07-14,53.58582773365913
2023-07-15,37.38546120952962
2023-07-16,42.37018937080025
2023-07-17,52.33964569334148
2023-07-18,46.10873549175321
2023-07-19,47.35491753207086
2023-07-20,56.07819181429444
2023-07-21,59.8167379352474
2023-07-22,47.35491753207086
2023-07-23,47.35491753207086
2023-07-24,47.35491753207086
2023-07-25,46.10873549175321
2023-07-26,47.35491753207086
2023-07-27,44.86255345143555
2023-07-28,43.616371411117896
2023-07-29,41.12400733048259
2023-07-30,36.139279169211974
2023-07-31,48.60109957238851
2023-08-01,48.60109957238851
2023-08-02,48.60109957238851
2023-08-03,44.86255345143555
2023-08-04,42.37018937080025
2023-08-05,38.63164324984728
2023-08-06,36.139279169211974
2023-08-07,47.35491753207086
2023-08-08,43.616371411117896
2023-08-09,44.86255345143555
2023-08-10,46.10873549175321
2023-08-11,44.86255345143555
2023-08-12,38.63164324984728
2023-08-13,34.89309712889432
2023-08-14,47.35491753207086
2023-08-15,48.60109957238851
2023-08-16,48.60109957238851
2023-08-17,67.29383017715332
2023-08-18,46.10873549175321
2023-08-19,41.12400733048259
2023-08-20,41.12400733048259
2023-08-21,46.10873549175321
2023-08-22,52.33964569334148
2023-08-23,43.616371411117896
2023-08-24,44.86255345143555
2023-08-25,44.86255345143555
2023-08-26,39.877825290164935
2023-08-27,42.37018937080025
2023-08-28,48.60109957238851
2023-08-29,44.86255345143555
2023-08-30,46.10873549175321
2023-08-31,46.10873549175321
2023-09-01,51.093463653023825
2023-09-02,38.63164324984728
2023-09-03,38.63164324984728
2023-09-04,43.616371411117896
2023-09-05,46.10873549175321
2023-09-06,51.093463653023825
2023-09-07,49.84728161270617
2023-09-08,47.35491753207086
2023-09-09,37.38546120952962
2023-09-10,48.60109957238851
2023-09-11,56.07819181429444
2023-09-12,52.33964569334148
2023-09-13,47.35491753207086
2023-09-14,44.86255345143555
2023-09-15,42.37018937080025
2023-09-16,36.139279169211974
2023-09-17,37.38546120952962
2023-09-18,47.35491753207086
2023-09-19,51.093463653023825
2023-09-20,46.10873549175321
2023-09-21,46.10873549175321
2023-09-22,41.12400733048259
2023-09-23,33.64691508857666
2023-09-24,41.12400733048259
2023-09-25,49.84728161270617
2023-09-26,42.37018937080025
2023-09-27,41.12400733048259
2023-09-28,54.832009773976786
2023-09-29,46.10873549175321
2023-09-30,37.38546120952962
2023-10-01,43.616371411117896
2023-10-02,42.37018937080025
2023-10-03,42.37018937080025
2023-10-04,44.86255345143555
2023-10-05,42.37018937080025
2023-10-06,46.10873549175321
2023-10-07,38.63164324984728
2023-10-08,36.139279169211974
2023-10-09,42.37018937080025
2023-10-10,46.10873549175321
2023-10-11,48.60109957238851
2023-10-12,49.84728161270617
2023-10-13,47.35491753207086
2023-10-14,52.33964569334148
2023-10-15,38.63164324984728
2023-10-16,124.61820403176543
2023-10-17,56.07819181429444
2023-10-18,64.80146609651803
2023-10-19,52.33964569334148
2023-10-20,49.84728161270617
2023-10-21,46.10873549175321
2023-10-22,41.12400733048259
2023-10-23,44.86255345143555
2023-10-24,42.37018937080025
2023-10-25,43.616371411117896
2023-10-26,43.616371411117896
2023-10-27,44.86255345143555
2023-10-28,34.89309712889432
2023-10-29,41.12400733048259
2023-10-30,47.35491753207086
2023-10-31,46.10873549175321
2023-11-01,46.10873549175321
2023-11-02,49.84728161270617
2023-11-03,49.84728161270617
2023-11-04,39.877825290164935
2023-11-05,34.89309712889432
2023-11-06,46.10873549175321
2023-11-07,51.093463653023825
2023-11-08,52.33964569334148
2023-11-09,44.86255345143555
2023-11-10,44.86255345143555
2023-11-11,36.139279169211974
2023-11-12,36.139279169211974
2023-11-13,43.616371411117896
2023-11-14,43.616371411117896
2023-11-15,49.84728161270617
2023-11-16,44.86255345143555
2023-11-17,42.37018937080025
2023-11-18,38.63164324984728
2023-11-19,42.37018937080025
2023-11-20,44.86255345143555
2023-11-21,46.10873549175321
2023-11-22,47.35491753207086
2023-11-23,51.093463653023825
2023-11-24,33.64691508857666
2023-11-25,36.139279169211974
2023-11-26,37.38546120952962
2023-11-27,58.57055589492975
2023-11-28,56.07819181429444
2023-11-29,58.57055589492975
2023-11-30,51.093463653023825
2023-12-01,49.84728161270617
2023-12-02,41.12400733048259
2023-12-03,36.139279169211974
2023-12-04,42.37018937080025
2023-12-05,41.12400733048259
2023-12-06,43.616371411117896
2023-12-07,47.35491753207086
2023-12-08,47.35491753207086
2023-12-09,38.63164324984728
2023-12-10,37.38546120952962
2023-12-11,43.616371411117896
2023-12-12,42.37018937080025
2023-12-13,44.86255345143555
2023-12-14,43.616371411117896
2023-12-15,43.616371411117896
2023-12-16,48.60109957238851
2023-12-17,36.139279169211974
2023-12-18,42.37018937080025
2023-12-19,43.616371411117896
2023-12-20,51.093463653023825
2023-12-21,47.35491753207086
2023-12-22,46.57502214922305
2023-12-23,49.69047725001719
2023-12-24,49.06738622985836
2023-12-25,49.06738622985836
2023-12-26,37.50925412744197
2023-12-27,47.82120418954071
2023-12-28,45.95193112906422
2023-12-29,45.328840108905396
2023-12-30,39.37852718791845
2023-12-31,48.44429520969953
2024-01-01,49.06738622985836
2024-01-02,47.82120418954071
2024-01-03,49.06738622985836
2024-01-04,47.19811316938188
2024-01-05,45.328840108905396
2024-01-06,55.0176991508453
2024-01-07,45.95193112906422
2024-01-08,47.19811316938188
2024-01-09,45.328840108905396
2024-01-10,46.57502214922305
2024-01-11,46.57502214922305
2024-01-12,49.06738622985836
2024-01-13,44.70574908874657
2024-01-14,36.886163107283146
2024-01-15,55.0176991508453
2024-01-16,47.82120418954071
2024-01-17,48.44429520969953
2024-01-18,45.95193112906422
2024-01-19,44.70574908874657
2024-01-20,38.755436167759626
2024-01-21,37.63304704535432
2024-01-22,47.041308806692896
2024-01-23,47.041308806692896
2024-01-24,47.041308806692896
2024-01-25,47.041308806692896
2024-01-26,37.63304704535432
2024-01-27,37.63304704535432
2024-01-28,28.224785284015738
2024-01-29,37.63304704535432
2024-01-30,47.041308806692896
2024-01-31,47.041308806692896
2024-02-01,47.041308806692896
2024-02-02,47.041308806692896
2024-02-03,37.63304704535432
2024-02-04,37.63304704535432
2024-02-05,47.041308806692896
2024-02-06,47.041308806692896
2024-02-07,47.041308806692896
2024-02-08,47.041308806692896
2024-02-09,47.041308806692896
2024-02-10,37.63304704535432
2024-02-11,37.63304704535432
2024-02-12,47.041308806692896
2024-02-13,47.041308806692896
2024-02-14,47.041308806692896
2024-02-15,47.041308806692896
2024-02-16,47.041308806692896
2024-02-17,37.63304704535432
2024-02-18,37.63304704535432
2024-02-19,37.63304704535432
2024-02-20,47.041308806692896
2024-02-21,47.041308806692896
2024-02-22,47.041308806692896
2024-02-23,47.041308806692896
2024-02-24,37.63304704535432
2024-02-25,37.63304704535432
2024-02-26,37.63304704535432
2024-02-27,47.041308806692896
2024-02-28,47.041308806692896
2024-02-29,47.041308806692896
2024-03-01,47.041308806692896
2024-03-02,28.224785284015738
2024-03-03,37.63304704535432
2024-03-04,47.041308806692896
2024-03-05,56.449570568031476
2024-03-06,56.449570568031476
2024-03-07,47.041308806692896
2024-03-08,65.85783232937005
2024-03-09,37.63304704535432
2024-03-10,37.63304704535432
2024-03-11,47.041308806692896
2024-03-12,47.041308806692896
2024-03-13,47.041308806692896
2024-03-14,47.041308806692896
2024-03-15,47.041308806692896
2024-03-16,37.63304704535432
2024-03-17,37.63304704535432
2024-03-18,47.041308806692896
2024-03-19,47.041308806692896
2024-03-20,37.63304704535432
2024-03-21,37.63304704535432
2024-03-22,37.63304704535432
2024-03-23,37.63304704535432
2024-03-24,37.63304704535432
2024-03-25,47.041308806692896
2024-03-26,47.041308806692896
2024-03-27,47.041308806692896
2024-03-28,37.63304704535432
2024-03-29,37.63304704535432
2024-03-30,37.63304704535432
2024-03-31,37.63304704535432
2024-04-01,47.041308806692896
2024-04-02,37.63304704535432
2024-04-03,37.63304704535432
2024-04-04,47.041308806692896
2024-04-05,47.041308806692896
2024-04-06,37.63304704535432
2024-04-07,37.63304704535432
2024-04-08,37.63304704535432
2024-04-09,47.041308806692896
2024-04-10,47.041308806692896
2024-04-11,47.041308806692896
2024-04-12,47.041308806692896
2024-04-13,37.63304704535432
2024-04-14,37.63304704535432
2024-04-15,47.041308806692896
2024-04-16,47.041308806692896
2024-04-17,47.041308806692896
2024-04-18,37.63304704535432
2024-04-19,47.041308806692896
2024-04-20,47.041308806692896
2024-04-21,37.63304704535432
2024-04-22,47.041308806692896
2024-04-23,37.63304704535432
2024-04-24,47.041308806692896
2024-04-25,56.449570568031476
2024-04-26,65.85783232937005
2024-04-27,56.449570568031476
2024-04-28,56.449570568031476
2024-04-29,56.449570568031476
2024-04-30,56.449570568031476
2024-05-01,47.041308806692896
2024-05-02,47.041308806692896
2024-05-03,65.85783232937005
2024-05-04,37.63304704535432
2024-05-05,47.041308806692896
2024-05-06,47.041308806692896
2024-05-07,56.449570568031476
2024-05-08,47.041308806692896
2024-05-09,37.63304704535432
2024-05-10,37.63304704535432
2024-05-11,37.63304704535432
2024-05-12,37.63304704535432
2024-05-13,37.63304704535432
2024-05-14,47.041308806692896
2024-05-15,47.041308806692896
2024-05-16,47.041308806692896
2024-05-17,47.041308806692896
2024-05-18,37.63304704535432
2024-05-19,37.63304704535432
2024-05-20,37.63304704535432
2024-05-21,37.63304704535432
2024-05-22,37.63304704535432
2024-05-23,37.63304704535432
2024-05-24,37.63304704535432
2024-05-25,37.63304704535432
2024-05-26,37.63304704535432
2024-05-27,37.63304704535432
2024-05-28,47.041308806692896
2024-05-29,47.041308806692896
2024-05-30,47.041308806692896
2024-05-31,47.041308806692896
2024-06-01,37.63304704535432
2024-06-02,37.63304704535432
2024-06-03,37.63304704535432
2024-06-04,47.041308806692896
2024-06-05,47.041308806692896
2024-06-06,47.041308806692896
2024-06-07,37.63304704535432
2024-06-08,37.63304704535432
2024-06-09,37.63304704535432
2024-06-10,47.041308806692896
2024-06-11,47.041308806692896
2024-06-12,47.041308806692896
2024-06-13,47.041308806692896
2024-06-14,47.041308806692896
2024-06-15,37.63304704535432
2024-06-16,37.63304704535432
2024-06-17,47.041308806692896
2024-06-18,47.041308806692896
2024-06-19,47.041308806692896
2024-06-20,37.63304704535432
2024-06-21,37.63304704535432
2024-06-22,37.63304704535432
2024-06-23,37.63304704535432
2024-06-24,47.041308806692896
2024-06-25,47.041308806692896
2024-06-26,47.041308806692896
2024-06-27,47.041308806692896
2024-06-28,75.26609409070863
2024-06-29,56.449570568031476
2024-06-30,47.041308806692896
2024-07-01,75.26609409070863
2024-07-02,65.85783232937005
2024-07-03,84.67435585204721
2024-07-04,84.67435585204721
2024-07-05,75.26609409070863
2024-07-06,56.449570568031476
2024-07-07,65.85783232937005
2024-07-08,65.85783232937005
2024-07-09,56.449570568031476
2024-07-10,56.449570568031476
2024-07-11,84.67435585204721
2024-07-12,84.67435585204721
2024-07-13,65.85783232937005
2024-07-14,56.449570568031476
2024-07-15,56.449570568031476
2024-07-16,56.449570568031476
2024-07-17,65.85783232937005
2024-07-18,103.49087937472437
2024-07-19,103.49087937472437
2024-07-20,75.26609409070863
2024-07-21,677.3948468163777
2024-07-22,940.8261761338579
2024-07-23,780.8857261911021
2024-07-24,611.5370144870077
2024-07-25,667.9865850550391
2024-07-26,498.6378733509447
2024-07-27,357.51394693086604
2024-07-28,282.2478528401574
2024-07-29,272.8395910788188
2024-07-30,301.06437636283454
2024-07-31,366.9222086922046
2024-08-01,395.1469939762203
2024-08-02,291.656114601496
2024-08-03,254.02306755614165
2024-08-04,254.02306755614165
2024-08-05,254.02306755614165
2024-08-06,508.0461351122833
2024-08-07,366.9222086922046
2024-08-08,272.8395910788188
2024-08-09,244.61480579480306
2024-08-10,244.61480579480306
2024-08-11,225.7982822721259
2024-08-12,206.98175874944874
2024-08-13,188.16523522677159
2024-08-14,178.75697346543302
2024-08-15,178.75697346543302
2024-08-16,188.16523522677159
2024-08-17,178.75697346543302
2024-08-18,170.20400822785248
2024-08-19,170.20400822785248
2024-08-20,250.60188146110943
2024-08-21,275.40548065009295
2024-08-22,255.30601234177874
2024-08-23,580.3186913698387
2024-08-24,235.20654403346447
2024-08-25,195.007607416836
2024-08-26,190.30347653616673
2024-08-27,190.30347653616673
2024-08-28,170.20400822785248
2024-08-29,235.20654403346447
2024-08-30,300.2090798390765
2024-08-31,150.10453991953824
2024-09-01,150.10453991953824
2024-09-02,150.10453991953824
2024-09-03,150.10453991953824
2024-09-04,150.10453991953824
2024-09-05,150.10453991953824
2024-09-06,130.00507161122403
2024-09-07,130.00507161122403
2024-09-08,145.40040903886896
2024-09-09,170.20400822785248
2024-09-10,235.20654403346447
2024-09-11,770.6221679060054
2024-09-12,315.60441726672144
2024-09-13,235.20654403346447
2024-09-14,210.40294484448094
2024-09-15,185.59934565549744
2024-09-16,165.4998773471832
2024-09-17,171.05930475161054
2024-09-18,149.6768916576592
2024-09-19,149.6768916576592
2024-09-20,171.05930475161054
2024-09-21,171.05930475161054
2024-09-22,149.6768916576592
2024-09-23,149.6768916576592
2024-09-24,149.6768916576592
2024-09-25,171.05930475161054
2024-09-26,149.6768916576592
2024-09-27,128.2944785637079
2024-09-28,128.2944785637079
2024-09-29,149.6768916576592
2024-09-30,149.6768916576592
2024-10-01,128.2944785637079
2024-10-02,149.6768916576592
2024-10-03,149.6768916576592
