Time,dall e
2025-06-25,73.0
2025-06-26,54.0
2025-06-27,0.0
2025-06-28,54.0
2025-06-29,32.0
2025-06-30,37.0
2025-07-01,48.0
2025-07-02,34.0
2025-07-03,38.0
2025-07-04,40.0
2025-07-05,0.0
2025-07-06,36.0
2025-07-07,39.0
2025-07-08,91.0
2025-07-09,92.0
2025-07-10,63.0
2025-07-11,90.0
2025-07-12,64.0
2025-07-13,100.0
2025-07-14,94.0
2025-07-15,0.0
2025-07-16,47.0
2025-07-17,44.0
2025-07-18,0.0
2025-07-19,53.0
2025-07-20,73.0
2025-07-21,92.0
2025-07-22,61.0
2025-07-23,50.0
2025-07-24,81.0
2025-07-25,67.0
2025-07-26,74.0
2025-07-27,41.0
2025-07-28,60.0
2025-07-29,59.0
2025-07-30,74.0
2025-07-31,61.0
2025-08-01,27.0
2025-08-02,45.0
2025-08-03,0.0
2025-08-04,27.0
2025-08-05,32.0
2025-08-06,52.0
2025-08-07,37.0
2025-08-08,27.0
2025-08-09,55.0
2025-08-10,0.0
2025-08-11,48.0
2025-08-12,41.0
2025-08-13,38.0
2025-08-14,25.0
2025-08-15,0.0
2025-08-16,28.0
2025-08-17,61.0
2025-08-18,0.0
2025-08-19,24.0
2025-08-20,24.0
2025-08-21,0.0
2025-08-22,0.0
2025-08-23,39.0
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,25.0
2025-08-27,0.0
2025-08-28,27.0
2025-08-29,0.0
2025-08-30,27.0
2025-08-31,38.0
2025-09-01,0.0
2025-09-02,25.0
2025-09-03,32.0
2025-09-04,0.0
2025-09-05,42.0
2025-09-06,32.0
2025-09-07,0.0
2025-09-08,29.0
2025-09-09,0.0
2025-09-10,23.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,48.0
2025-09-14,0.0
2025-09-15,30.0
2025-09-16,32.0
2025-09-17,39.0
2025-09-18,47.0
2025-09-19,25.0
2025-09-20,40.0
2025-09-21,32.0
2025-09-22,35.0
2025-09-23,24.0
2025-09-24,34.0
2025-09-25,0.0
2025-09-26,33.0
2025-09-27,0.0
2025-09-28,29.0
2025-09-29,25.0
2025-09-30,33.0
2025-10-01,26.0
2025-10-02,31.0
2025-10-03,0.0
2025-10-04,0.0
2025-10-05,27.0
2025-10-06,45.0
2025-10-07,37.0
2025-10-08,51.0
2025-10-09,49.0
2025-10-10,34.0
2025-10-11,33.0
2025-10-12,0.0
2025-10-13,40.0
2025-10-14,0.0
2025-10-15,23.0
2025-10-16,41.0
2025-10-17,24.0
2025-10-18,0.0
2025-10-19,0.0
2025-10-20,0.0
2025-10-21,36.0
2025-10-22,33.0
2025-10-23,27.0
2025-10-24,0.0
2025-10-25,28.0
2025-10-26,29.0
2025-10-27,0.0
2025-10-28,39.0
2025-10-29,33.0
2025-10-30,40.0
2025-10-31,34.0
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,28.0
2025-11-04,0.0
2025-11-05,24.0
2025-11-06,28.0
2025-11-07,27.0
2025-11-08,30.0
2025-11-09,27.0
2025-11-10,28.0
2025-11-11,34.0
2025-11-12,31.0
2025-11-13,39.0
2025-11-14,24.0
2025-11-15,27.0
2025-11-16,45.0
2025-11-17,39.0
2025-11-18,28.0
2025-11-19,34.0
2025-11-20,0.0
2025-11-21,32.0
2025-11-22,0.0
2025-11-23,0.0
2025-11-24,0.0
2025-11-25,27.0
2025-11-26,37.0
2025-11-27,43.0
2025-11-28,0.0
2025-11-29,39.0
2025-11-30,46.0
2025-12-01,37.0
2025-12-02,49.0
2025-12-03,30.0
2025-12-04,31.0
2025-12-05,41.0
2025-12-06,31.0
2025-12-07,33.0
2025-12-08,42.0
2025-12-09,41.0
2025-12-10,33.0
2025-12-11,38.5
2025-12-12,39.0
2025-12-13,0.0
2025-12-14,43.0
2025-12-15,29.5
2025-12-16,0.0
2025-12-17,43.0
2025-12-18,31.5
2025-12-19,0.0
2025-12-20,37.0
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,0.0
2025-12-28,36.0
2025-12-29,0.0
2025-12-30,0.0
2025-12-31,49.0
2026-01-01,0.0
2026-01-02,38.5
2026-01-03,44.0
2026-01-04,47.5
2026-01-05,0.0
2026-01-06,38.5
2026-01-07,30.0
2026-01-08,43.0
2026-01-09,36.0
2026-01-10,0.0
2026-01-11,0.0
2026-01-12,0.0
2026-01-13,0.0
2026-01-14,45.0
2026-01-15,0.0
2026-01-16,61.0
2026-01-17,62.0
2026-01-18,43.0
2026-01-19,47.0
2026-01-20,0.0
2026-01-21,0.0
2026-01-22,43.0
2026-01-23,0.0
2026-01-24,0.0
2026-01-25,63.0
2026-01-26,0.0
2026-01-27,43.0
2026-01-28,0.0
2026-01-29,40.0
2026-01-30,47.0
2026-01-31,0.0
2026-02-01,0.0
2026-02-02,0.0
2026-02-03,0.0
2026-02-04,36.0
2026-02-05,54.0
2026-02-06,0.0
2026-02-07,0.0
2026-02-08,53.0
2026-02-09,40.0
2026-02-10,38.0
2026-02-11,54.0
2026-02-12,47.0
2026-02-13,35.0
2026-02-14,41.0
2026-02-15,0.0
2026-02-16,0.0
2026-02-17,41.0
2026-02-18,0.0
2026-02-19,0.0
2026-02-20,0.0
2026-02-21,0.0
2026-02-22,0.0
2026-02-23,75.0
2026-02-24,41.0
2026-02-25,35.0
2026-02-26,0.0
2026-02-27,43.0
2026-02-28,0.0
2026-03-01,0.0
2026-03-02,0.0
2026-03-03,0.0
2026-03-04,0.0
2026-03-05,46.0
2026-03-06,42.0
2026-03-07,0.0
2026-03-08,0.0
2026-03-09,64.0
2026-03-10,64.0
2026-03-11,47.0
2026-03-12,41.0
2026-03-13,45.0
2026-03-14,0.0
2026-03-15,44.0
2026-03-16,36.0
2026-03-17,51.0
2026-03-18,56.0
2026-03-19,0.0
2026-03-20,53.0
2026-03-21,67.0
2026-03-22,46.0
2026-03-23,67.0
2026-03-24,0.0
2026-03-25,37.0
2026-03-26,75.0
2026-03-27,40.0
2026-03-28,0.0
2026-03-29,0.0
2026-03-30,61.0
2026-03-31,38.0
2026-04-01,64.0
2026-04-02,0.0
2026-04-03,44.0
2026-04-04,0.0
2026-04-05,75.0
2026-04-06,54.0
2026-04-07,42.0
2026-04-08,56.0
2026-04-09,57.0
2026-04-10,0.0
2026-04-11,0.0
2026-04-12,0.0
2026-04-13,54.0
2026-04-14,52.0
2026-04-15,54.0
2026-04-16,0.0
2026-04-17,44.0
2026-04-18,47.0
2026-04-19,50.0
2026-04-20,41.0
2026-04-21,58.0
2026-04-22,100.0
2026-04-23,65.0
2026-04-24,0.0
2026-04-25,40.0
2026-04-26,88.0
2026-04-27,46.0
2026-04-28,50.0
2026-04-29,48.0
2026-04-30,54.0
2026-05-01,64.0
2026-05-02,56.0
2026-05-03,59.0
2026-05-04,54.0
2026-05-05,36.0
2026-05-06,40.0
2026-05-07,36.0
2026-05-08,0.0
2026-05-09,0.0
2026-05-10,0.0
2026-05-11,0.0
2026-05-12,0.0
2026-05-13,0.0
2026-05-14,40.0
2026-05-15,0.0
2026-05-16,0.0
2026-05-17,0.0
2026-05-18,52.0
2026-05-19,0.0
2026-05-20,0.0
2026-05-21,46.0
2026-05-22,0.0
2026-05-23,0.0
2026-05-24,53.0
2026-05-25,57.0
2026-05-26,0.0
2026-05-27,0.0
2026-05-28,0.0
2026-05-29,0.0
2026-05-30,0.0
2026-05-31,38.0
